wavelength,Back_ButWetf,Belly_ButWetf,Breast_ButWetf,Crissum_ButWetf,Crown_ButWetf,DorTail_ButWetf,Patch10_ButWetf,Patch11_ButWetf,Patch12_ButWetf,Rump_ButWetf,Throat_ButWetf,WingTip_ButWetf
317.75,4.51483333333,12.797,11.31,6.06466666666,3.87566666667,4.9945,44.0981666667,7.06033333334,3.47616666666,6.7865,4.3035,7.30016666666
318.12,4.09983333333,12.6708333333,11.1303333333,5.48991666666,3.59033333333,4.47066666667,44.1685,6.509,3.01116666667,6.764,4.18116666666,6.92016666667
318.49,4.4905,13.0301666667,11.5488333334,5.52758333334,4.01983333333,4.56033333334,44.3998333333,6.65166666666,3.14283333334,7.01166666667,4.3335,7.186
318.85,4.99066666666,13.6151666667,12.1183333333,5.88175,4.57133333333,4.89166666666,44.8811666667,6.924,3.54633333333,7.5355,4.717,7.65183333334
319.22,4.592,13.3865,12.0775,5.61766666667,4.474,4.52116666667,44.8228333334,6.578,3.20316666667,7.1985,4.50966666666,7.22816666667
319.59,4.9905,13.8708333333,12.3901666666,6.05216666667,4.93683333333,4.98466666666,45.0986666667,6.8405,3.551,7.66116666667,4.87766666667,7.70266666666
319.96,5.349,14.2361666667,12.9646666667,6.469,5.43816666666,5.492,45.4608333333,7.31466666667,4.14583333334,8.17233333333,5.15833333334,8.20233333331
320.32,5.36833333334,14.495,13.0504166667,6.78925,5.59183333333,5.405,45.8076666667,7.4315,4.27066666666,8.49333333334,5.20566666666,8.20366666665
320.69,5.52316666667,14.9528333334,13.39325,7.119,5.94716666666,5.56566666667,45.888,7.75783333334,4.23933333333,8.81183333333,5.17783333334,8.42433333335
321.06,5.4905,15.0856666666,13.54425,7.10816666667,5.94683333334,5.667,45.9201666667,8.05683333333,4.25616666667,8.74966666667,5.11366666666,8.59183333335
321.43,6.0345,15.3565,13.7483333334,7.63016666666,6.6175,5.92616666666,46.1231666667,8.4025,4.664,9.06983333334,5.38533333333,8.85916666667
321.80,5.82533333333,15.191,13.8075833333,7.69666666667,6.59866666667,6.03966666667,45.9418333333,8.1875,4.558,8.96116666667,5.3435,8.81816666669
322.16,5.64133333333,14.8038333333,13.6349166666,7.85858333333,6.33283333333,5.8525,45.7001666667,8.24866666667,4.49316666667,8.758,5.07333333333,8.76400000002
322.53,5.09516666667,14.4946666667,13.32475,7.60841666666,6.03683333334,5.54016666666,45.6383333334,7.9375,4.11333333333,8.82733333333,4.78333333333,8.39966666669
322.90,4.8675,14.2075,13.05975,7.51558333333,5.69683333334,5.23416666666,45.1663333333,7.823,3.76183333333,8.82666666667,4.54616666667,8.22333333335
323.27,5.46466666667,14.5485,13.5330833333,7.76566666667,6.01583333334,5.612,45.196,8.37983333334,4.09416666667,9.30216666665,5.0005,8.73466666665
323.63,5.46133333334,14.5631666666,13.6905,7.62316666666,6.022,5.48783333333,45.5531666667,8.41333333333,4.13183333333,9.40116666665,5.034,8.69633333331
324.00,5.20416666666,14.2288333333,13.4094166666,7.40941666666,5.79416666666,5.17283333333,45.3336666667,8.13216666667,3.8105,9.197,4.7655,8.51866666669
324.37,5.02633333333,14.27,13.2938333334,7.30191666666,5.75433333333,5.23866666666,45.3023333333,8.1515,3.72666666666,9.19783333333,4.8695,8.54066666665
324.74,4.8835,14.1193333333,13.1185,7.25883333333,5.41933333334,5.10983333333,45.3035,8.03566666667,3.66866666667,9.32916666666,4.85416666666,8.321
325.10,4.89983333333,14.2406666667,13.2591666666,7.59325,5.5635,5.29616666667,45.4058333333,8.19,3.72966666667,9.508,4.79,8.34283333333
325.47,4.81133333333,14.1768333334,13.2849166667,7.70516666666,5.53533333334,5.227,45.2166666667,8.16983333333,3.6995,9.632,4.63366666667,8.27716666666
325.84,4.92816666666,14.0953333334,13.2503333333,7.73958333334,5.59516666666,5.0655,45.131,8.30333333334,3.645,9.66933333335,4.499,8.26716666667
326.21,5.24933333333,14.4878333334,13.4298333334,7.98216666666,6.02366666667,5.4475,45.4708333334,8.64866666667,3.89883333334,10.035,4.84433333333,8.482
326.57,5.1725,14.423,13.31025,7.87491666667,5.73816666667,5.27483333333,45.0365,8.52466666667,3.74816666666,9.81566666667,4.8035,8.458
326.94,4.94133333333,14.2586666667,13.17425,7.73216666666,5.53316666667,5.13716666666,44.9476666667,8.49366666667,3.65033333334,9.64216666667,4.69666666666,8.40883333334
327.31,4.9375,14.3315,13.2043333334,7.99483333334,5.58366666667,5.2765,45.0091666667,8.66766666666,3.81916666666,9.84833333335,4.72383333333,8.61400000002
327.67,4.77966666666,14.4158333334,13.1040833333,7.93441666666,5.26416666666,5.13833333333,44.7853333333,8.6225,3.71716666666,9.7525,4.50166666667,8.60466666667
328.04,4.98133333333,14.8681666666,13.28575,8.17366666666,5.458,5.377,45.0093333333,8.88866666666,3.92516666667,10.0755,4.72983333333,8.78516666667
328.41,5.34483333333,15.2221666667,13.764,8.5295,5.828,5.557,45.102,9.19116666666,4.189,10.5138333334,4.87533333333,9.11433333335
328.78,5.51466666666,15.3266666667,14.03875,8.73341666667,6.05066666667,5.601,45.0713333333,9.31216666667,4.28383333333,10.5523333333,4.81966666667,9.21216666667
329.14,5.5985,15.4613333333,14.0696666667,8.78191666667,6.12316666666,5.594,45.156,9.16816666667,4.453,10.5345,4.95433333333,9.27866666666
329.51,5.90716666667,15.8533333333,14.3848333333,8.93283333334,6.38616666666,5.6655,45.501,9.3325,4.53616666667,10.6106666667,5.11716666666,9.486
329.88,6.00933333334,16.0401666667,14.4839166666,8.85825,6.39533333333,5.70316666667,45.6813333333,9.34816666666,4.59633333333,10.7093333333,5.0345,9.60716666668
330.24,6.07016666667,16.1536666667,14.4985833334,8.70608333334,6.25516666666,5.6855,45.5018333333,9.3425,4.6405,10.606,4.9825,9.60883333332
330.61,6.1445,16.0616666666,14.4281666667,8.7,6.221,5.55383333333,45.5986666667,9.28833333333,4.6585,10.6078333333,4.72966666667,9.35016666667
330.98,6.3805,16.3258333334,14.5694166666,8.78066666666,6.39033333333,5.62366666667,45.593,9.28716666667,4.72883333334,10.7828333333,4.56333333333,9.26816666666
331.34,6.236,16.3428333334,14.5575,8.67125,6.35766666667,5.377,45.608,9.0935,4.4855,10.5385,4.40133333333,8.97149999998
331.71,5.98883333334,16.0213333334,14.4685833334,8.4425,6.25366666666,5.15783333334,45.4318333333,8.69083333333,4.1875,10.4088333333,4.08566666667,8.64433333335
332.08,5.79733333333,15.779,14.4104166667,8.13708333334,5.90833333333,4.92366666667,45.312,8.42816666667,3.9665,10.2266666667,3.62466666667,8.331
332.44,5.712,15.6135,14.2504166667,7.98475,5.66183333333,4.9645,45.1678333333,8.31983333333,3.957,10.0885,3.54216666667,8.183
332.81,5.49266666667,15.4825,13.9743333333,7.66016666667,5.45183333334,4.83083333333,44.926,8.203,3.82683333334,9.90916666668,3.28183333334,8.0675
333.18,5.58666666667,15.477,14.1025833334,7.61591666667,5.36866666666,4.84266666667,45.1705,8.27316666667,3.8715,10.0108333333,3.31483333333,8.16166666667
333.54,5.17066666667,15.1986666667,13.8653333333,7.20275,5.02516666667,4.65483333334,44.8866666667,8.0535,3.55266666667,9.80316666665,3.00166666666,7.83316666666
333.91,4.8675,15.0471666666,13.693,7.08158333334,4.74566666667,4.4715,44.5356666667,7.898,3.33066666667,9.50466666666,2.76466666667,7.5105
334.28,4.78333333333,14.9793333334,13.7545833334,7.18166666667,4.72766666666,4.368,44.4031666667,7.95216666667,3.1045,9.49366666666,2.61216666666,7.41716666667
334.64,4.968,15.3771666667,14.0455,7.25083333334,5.03133333333,4.59166666666,44.5121666667,8.23616666666,3.19666666667,9.69466666669,2.892,7.66133333333
335.01,4.70933333333,15.2925,13.9328333334,7.09966666666,4.8685,4.416,44.436,8.19916666667,2.91166666666,9.5275,2.7985,7.45783333333
335.38,4.603,15.1281666667,13.6766666667,6.80741666667,4.711,4.29216666667,44.0781666667,8.124,2.7495,9.40533333334,2.6165,7.19916666667
335.74,4.6615,15.2843333333,13.46575,6.772,4.75583333333,4.36533333334,44.1946666667,8.3355,2.596,9.41333333334,2.74833333334,7.23683333333
336.11,4.63366666667,15.2596666666,13.3895,6.833,4.76316666667,4.31416666666,44.0643333333,8.45866666666,2.44216666666,9.55433333333,2.82216666666,7.19733333333
336.47,4.67383333334,15.1635,13.43,6.70608333334,4.74616666667,4.201,44.0516666667,8.47766666666,2.35283333333,9.624,2.82183333333,7.0265
336.84,4.69183333333,15.238,13.3831666666,6.62216666667,4.76766666666,4.07516666666,44.0941666667,8.39316666667,2.18066666667,9.67816666666,2.85733333334,6.88466666666
337.21,4.66516666666,15.1521666667,13.269,6.35783333333,4.87683333334,3.845,43.5421666667,8.51383333334,1.9225,9.68716666667,2.78166666667,6.658
337.57,4.77033333333,15.3055,13.3493333333,6.38275,4.9575,3.8655,43.728,8.6825,2.0205,9.81366666667,2.85533333333,6.6385
337.94,5.0,15.4678333334,13.5014166666,6.38233333333,5.13916666666,3.9135,43.867,8.78566666667,2.11133333334,10.12,3.0705,6.601
338.31,4.94016666667,15.2876666667,13.3625,6.08158333333,5.09466666667,3.61916666666,43.8393333333,8.6055,2.03966666667,9.96533333333,2.96633333334,6.33066666666
338.67,4.98716666667,15.1951666667,13.4220833334,6.1205,5.06766666667,3.53466666667,43.7798333333,8.67533333333,2.10933333333,9.95850000002,2.893,6.232
339.04,5.05016666667,15.1045,13.42375,5.9825,5.12266666666,3.446,43.9505,8.5805,2.19416666667,9.92049999998,2.89833333333,6.191
339.40,4.91083333334,15.0411666666,13.3128333333,5.90275,5.13583333334,3.25466666666,44.0398333333,8.593,2.27016666666,10.0085,2.839,6.12033333334
339.77,4.90633333333,14.9353333334,13.4046666667,5.79866666666,5.07316666667,3.10316666667,43.9646666667,8.64983333333,2.32633333334,10.1196666667,2.71283333334,5.971
340.14,4.89383333333,14.9298333334,13.2499166666,5.60366666667,5.0255,3.01366666666,43.912,8.533,2.347,9.94200000001,2.7915,5.79433333333
340.50,4.92133333334,15.1345,13.2511666667,5.6875,5.13066666667,3.01566666667,43.9796666667,8.51633333333,2.3505,9.93633333333,2.84016666667,5.73983333333
340.87,4.90383333334,15.1755,13.3430833334,5.6625,5.21933333333,3.09366666666,43.9943333333,8.60233333334,2.56316666667,10.0045,2.97866666667,5.7645
341.23,4.83116666667,15.223,13.2903333333,5.68083333334,5.00133333333,3.05033333333,44.2211666667,8.47033333334,2.46533333333,9.89549999999,2.89516666667,5.57166666667
341.60,4.91116666667,15.1686666667,13.2625,5.8885,5.07933333333,3.10183333333,44.038,8.5,2.55983333333,9.89516666666,3.01383333334,5.54466666667
341.96,4.777,15.1035,13.125,5.85716666666,4.94083333334,3.05733333333,43.9405,8.37716666667,2.383,9.65966666667,2.94783333333,5.44733333334
342.33,4.7285,15.2176666667,13.06925,5.91183333334,4.85433333334,3.07433333333,43.8978333334,8.2415,2.28683333333,9.74833333334,2.85866666667,5.31466666667
342.70,4.56166666667,15.1223333333,12.86275,5.703,4.71783333333,2.9925,43.8055,8.09366666667,2.0555,9.56,2.7155,5.16866666667
343.06,4.505,15.2045,12.8039166667,5.71666666666,4.6025,2.97666666667,43.531,8.12616666667,2.08216666667,9.463,2.62166666667,5.18766666666
343.43,4.76383333334,15.426,13.1366666667,5.83291666666,4.61983333333,3.28,43.5156666667,8.24616666666,2.13866666667,9.521,2.75916666667,5.3635
343.79,4.89816666667,15.6686666667,13.3345833334,6.00941666667,4.8475,3.39283333334,43.6876666667,8.34833333333,2.297,9.60333333333,2.97,5.56116666666
344.16,4.92883333333,15.5213333334,13.4209166667,5.94066666666,4.88216666667,3.276,43.6818333333,8.36850000002,2.18066666667,9.48383333333,2.81516666667,5.4465
344.52,4.86983333333,15.4266666667,13.4199166666,5.794,4.814,3.131,43.5396666666,8.43733333335,2.14583333334,9.30066666667,2.69133333333,5.34283333333
344.89,4.68516666667,15.1451666666,13.2740833333,5.67516666666,4.56083333334,2.96083333333,43.404,8.33333333332,1.77,8.981,2.313,5.0875
345.25,4.65166666667,15.0505,13.25475,5.63883333334,4.64183333333,2.98366666667,43.1826666667,8.36233333332,1.849,8.96366666666,2.35,5.07183333333
345.62,4.698,15.0931666666,13.232,5.49441666666,4.51183333333,2.99633333333,43.1665,8.38483333335,1.76933333333,8.95,2.29266666667,5.019
345.99,4.93983333333,15.2906666667,13.42625,5.63575,4.736,3.14366666667,43.3053333333,8.57383333335,1.96516666667,9.1885,2.6085,5.21033333333
346.35,4.99166666667,15.3813333333,13.64625,5.7835,5.04233333333,3.2575,43.3003333333,8.831,2.16016666667,9.17483333333,2.82166666667,5.36033333333
346.72,5.1655,15.4798333334,13.89875,5.92125,5.28333333333,3.33733333333,43.4151666667,8.86616666667,2.33216666667,9.23283333333,3.03083333333,5.40766666667
347.08,5.30233333333,15.5855,14.1313333333,6.07141666666,5.53416666667,3.4395,43.6068333333,8.94133333335,2.41,9.34366666667,3.23366666667,5.47633333334
347.45,5.0815,15.435,13.9099166667,5.93925,5.55883333333,3.2405,43.4773333334,8.86383333334,2.29566666667,9.1605,3.11133333333,5.217
347.81,5.129,15.1905,13.9171666667,5.90083333333,5.476,3.35716666666,43.1506666666,8.90733333333,2.34716666667,9.0585,3.148,5.00983333333
348.18,5.20316666667,15.3876666667,14.0474166666,6.02108333333,5.61766666667,3.561,43.0356666667,9.08216666666,2.5645,9.23,3.37766666667,5.19683333334
348.54,5.118,15.2385,13.8405,5.80341666667,5.51683333334,3.49366666667,42.9838333333,8.93033333335,2.43183333333,9.10066666666,3.31333333333,5.11816666667
348.91,5.38883333334,15.5063333333,14.0235833334,5.91141666666,5.873,3.74116666667,43.0496666666,9.10750000001,2.81766666666,9.31916666667,3.6865,5.27033333333
349.27,5.5215,15.6205,14.154,5.96291666667,5.995,3.8005,43.199,9.22599999998,2.9205,9.40833333333,3.81966666667,5.387
349.64,5.4155,15.4735,14.0845,5.8195,6.07133333333,3.675,42.936,9.12266666665,2.84783333334,9.2275,3.76716666667,5.31383333334
350.00,5.1245,15.3475,13.99325,5.63125,5.89033333333,3.538,42.8856666666,9.04049999999,2.69883333334,9.0025,3.44916666667,5.0005
350.37,5.30916666667,15.5256666667,14.13,5.72433333334,5.9695,3.769,42.8013333334,9.16,2.8825,9.2135,3.66866666667,5.2245
350.73,5.16933333334,15.5521666666,13.9439166667,5.66083333333,5.80483333333,3.71316666666,42.7641666666,9.16766666666,2.82416666666,9.26166666667,3.6415,5.20366666667
351.10,5.10566666666,15.4943333333,13.9598333333,5.5425,5.7835,3.68466666667,42.873,9.16666666665,2.7365,9.29416666666,3.582,5.112
351.46,5.2075,15.5085,14.04425,5.524,5.87466666667,3.75883333334,42.961,9.1765,2.75816666666,9.34333333333,3.72816666667,5.186
351.83,5.1055,15.5106666667,14.0106666666,5.48458333334,5.74666666666,3.48683333333,42.9863333334,9.01783333335,2.528,9.20266666666,3.59183333333,5.13
352.19,4.937,15.3971666667,13.9084166666,5.3525,5.62716666666,3.34883333334,42.8793333333,8.853,2.31216666667,9.07083333333,3.462,4.96783333334
352.55,5.17,15.7901666667,14.30975,5.72558333333,5.93383333334,3.66383333333,43.1531666666,9.14116666665,2.59866666667,9.44233333333,3.7155,5.20066666667
352.92,5.26566666667,15.8723333333,14.4955833333,5.77725,6.018,3.79133333333,43.0765,9.19533333334,2.67483333333,9.57466666667,3.80633333333,5.36483333333
353.28,5.26833333334,15.8055,14.5670833333,5.81058333333,6.008,3.89033333333,42.9735,9.14399999998,2.679,9.60733333333,3.75083333333,5.313
353.65,5.3135,15.847,14.6363333333,5.89166666666,5.98683333333,3.98733333333,43.0033333333,9.13966666669,2.828,9.62283333333,3.77083333334,5.35433333333
354.01,5.40866666667,15.7323333334,14.684,5.98683333333,6.01566666667,3.94816666667,42.7708333333,9.12983333334,2.91566666666,9.66766666669,3.81016666667,5.40883333334
354.38,5.371,15.5965,14.6028333333,5.9005,5.98116666667,3.90333333333,42.9201666667,9.12683333335,2.76216666667,9.575,3.665,5.25166666666
354.74,5.5545,15.5483333333,14.7839166667,6.086,6.16233333333,4.05633333334,42.8666666666,9.26433333332,2.952,9.6665,3.754,5.52683333334
355.11,5.4905,15.3931666666,14.55675,5.92383333334,6.06333333334,4.016,42.4946666667,9.15633333335,2.89716666667,9.48483333334,3.79066666666,5.43866666667
355.47,5.55733333334,15.4295,14.65675,6.10008333334,6.05916666666,4.11283333333,42.4326666667,9.14183333331,2.95516666667,9.43383333333,3.8925,5.515
355.83,5.59333333333,15.477,14.7019166666,6.18575,6.20033333333,4.23783333333,42.4261666667,9.19116666666,3.0585,9.44783333334,4.05133333333,5.6585
356.20,5.87133333333,15.6428333334,14.9345,6.43791666667,6.43916666667,4.48016666667,42.6993333333,9.37333333335,3.3855,9.59633333334,4.21683333333,5.96016666667
356.56,6.00133333333,15.5248333333,14.8820833333,6.44591666667,6.48933333333,4.51033333333,42.5621666667,9.28583333334,3.4775,9.50116666667,4.30466666667,6.02116666666
356.93,5.86416666667,15.4016666667,14.7336666667,6.319,6.352,4.36516666666,42.5198333333,9.10833333334,3.38816666667,9.31066666666,4.28483333333,5.93983333333
357.29,5.98433333333,15.428,14.74275,6.51625,6.42866666667,4.46,42.585,9.22,3.536,9.38366666667,4.48433333333,6.14766666667
357.66,5.97433333334,15.3858333333,14.7635,6.47733333334,6.42983333333,4.50166666667,42.6356666666,9.23816666669,3.49116666666,9.43983333333,4.57766666666,6.18083333333
358.02,6.19466666667,15.5491666666,14.8924166666,6.65275,6.64466666666,4.71483333333,42.9453333333,9.43416666666,3.68866666667,9.55833333333,4.834,6.44316666667
358.38,6.1955,15.453,14.9868333333,6.6985,6.65466666667,4.691,42.8515,9.38633333335,3.74516666666,9.54816666667,4.85266666667,6.4725
358.75,6.10116666667,15.4056666666,14.81725,6.49983333333,6.55066666667,4.5965,42.8946666666,9.25233333332,3.64683333334,9.3865,4.76466666667,6.36216666667
359.11,6.17533333333,15.3801666666,14.8556666666,6.60558333333,6.54016666667,4.56233333334,42.9866666666,9.21333333335,3.65116666667,9.34016666667,4.671,6.369
359.48,6.14983333333,15.2571666667,14.8089166666,6.5505,6.50366666667,4.404,42.9968333333,9.1335,3.64616666667,9.36183333333,4.60133333333,6.317
359.84,6.18933333334,15.2408333333,14.8346666666,6.57158333333,6.566,4.5205,43.1143333334,9.21216666665,3.71866666666,9.445,4.68766666667,6.38183333333
360.20,6.15566666667,15.169,14.7635833333,6.53308333334,6.5155,4.49133333333,43.1858333334,9.17183333331,3.62916666667,9.38983333333,4.68666666666,6.33466666667
360.57,6.05133333334,15.071,14.6988333333,6.469,6.38433333334,4.43766666667,43.3766666667,9.1325,3.47016666666,9.375,4.61616666667,6.31833333333
360.93,6.03933333333,14.9916666667,14.6924166667,6.4755,6.36683333334,4.36833333334,43.5546666667,9.13266666669,3.38383333334,9.39733333333,4.55666666667,6.31983333333
361.29,5.99816666666,14.9431666667,14.65675,6.37316666666,6.36766666667,4.26883333333,43.4946666666,9.02966666665,3.28233333333,9.31116666666,4.489,6.28333333334
361.66,6.07916666666,14.8915,14.649,6.42191666667,6.41716666667,4.27366666667,43.534,9.10366666666,3.28916666667,9.32166666666,4.51233333333,6.37583333333
362.02,6.02083333334,14.8361666666,14.61225,6.39341666666,6.42016666667,4.25,43.5428333333,9.05816666669,3.19333333333,9.34616666667,4.52266666666,6.38666666667
362.39,6.16716666667,14.9443333333,14.6315,6.51891666666,6.52266666667,4.44666666666,43.715,9.11266666665,3.384,9.4625,4.68433333333,6.5835
362.75,6.1765,14.8941666667,14.5776666666,6.57633333334,6.5295,4.47183333333,43.693,9.03199999999,3.35566666666,9.44766666667,4.6815,6.51683333334
363.11,6.30166666666,15.0205,14.7588333334,6.75833333333,6.71583333333,4.71083333333,43.9445,9.22783333333,3.57716666666,9.63083333331,4.91066666667,6.73816666667
363.48,6.43566666667,15.075,14.7939166666,6.87333333334,6.83333333334,4.95766666667,44.1231666667,9.32716666665,3.65966666667,9.6765,5.02316666667,6.949
363.84,6.52583333333,15.0873333333,14.8694166667,6.94641666666,6.9785,5.07333333334,44.1881666666,9.32849999999,3.71,9.73350000001,5.08083333333,7.04466666666
364.20,6.5515,15.0125,14.8706666666,6.97258333334,6.9975,5.12516666667,44.1588333334,9.31966666667,3.7315,9.74816666665,5.1425,7.1365
364.57,6.6945,15.0531666667,15.0335833334,7.16975,7.19516666667,5.33716666667,44.041,9.42649999999,3.92533333334,9.78250000001,5.31366666667,7.32816666667
364.93,6.8325,15.0976666667,15.03025,7.415,7.3735,5.66,44.0308333334,9.55866666665,4.15633333333,9.81616666665,5.46383333333,7.4845
365.29,6.738,14.9998333334,15.0056666667,7.40941666667,7.332,5.7395,44.1196666667,9.52600000001,4.167,9.73150000002,5.40333333333,7.48283333333
365.66,6.72033333334,14.9743333333,14.9711666666,7.47816666667,7.40283333333,5.85516666667,44.196,9.46483333334,4.189,9.70049999999,5.44016666667,7.484
366.02,6.8535,15.0011666667,15.0733333333,7.61891666667,7.51383333333,6.05233333333,44.2415,9.51950000002,4.43183333333,9.7115,5.5305,7.60333333333
366.38,6.76433333333,14.7985,15.0334166666,7.57566666666,7.4055,5.98833333333,44.1421666667,9.43283333335,4.312,9.59216666665,5.49616666666,7.52566666666
366.75,6.78916666667,14.7121666666,15.1278333334,7.62141666667,7.44083333333,6.0885,44.1216666667,9.58133333335,4.3485,9.64666666669,5.627,7.6695
367.11,6.66816666667,14.4646666667,14.9063333334,7.4275,7.222,5.95216666667,43.825,9.36083333335,4.12216666667,9.45283333334,5.42666666667,7.58183333333
367.47,6.57333333333,14.3083333333,14.7898333333,7.29766666667,7.17783333334,5.85816666667,43.7833333334,9.2985,4.04883333333,9.40883333334,5.3845,7.51783333334
367.84,6.446,14.0803333333,14.4549166666,7.14691666666,6.90716666667,5.684,43.7395,9.05916666665,3.91483333333,9.19316666667,5.14633333333,7.39933333333
368.20,6.48416666666,14.0575,14.4445833333,7.25141666666,6.99366666666,5.74383333334,43.8106666667,9.09733333335,3.9765,9.184,5.216,7.45816666667
368.56,6.3815,13.8195,14.1793333333,7.06441666667,6.77166666667,5.543,43.8053333334,8.95083333333,3.77483333333,9.00266666667,5.04083333333,7.29883333333
368.93,6.31983333333,13.6563333333,14.1104166666,6.97366666667,6.6795,5.401,43.7278333333,8.82483333334,3.6215,8.91433333333,5.02883333333,7.218
369.29,6.43566666666,13.6166666667,13.9841666667,6.91266666667,6.72733333333,5.371,43.7528333333,8.7815,3.56566666667,8.94116666666,5.1435,7.179
369.65,6.41,13.5305,13.929,6.862,6.72333333333,5.34133333333,43.697,8.65466666667,3.53766666667,8.9245,5.1395,7.16183333334
370.01,6.1755,13.252,13.6136666666,6.631,6.55666666667,5.1045,43.5973333333,8.3835,3.2915,8.70533333333,4.90533333333,6.97833333333
370.38,6.02766666666,13.0545,13.4014166667,6.50675,6.48566666666,4.98783333333,43.5858333333,8.18666666666,3.11766666666,8.549,4.768,6.87016666667
370.74,6.068,12.9325,13.2881666666,6.46041666667,6.44816666667,4.93033333333,43.6326666666,8.02033333333,3.13016666667,8.43416666666,4.7145,6.89666666667
371.10,6.04566666666,12.954,13.3078333334,6.49491666667,6.54316666666,4.99866666666,43.7558333333,8.0375,3.2295,8.4605,4.80016666667,6.92833333333
371.46,6.1875,12.9735,13.2905833333,6.53758333334,6.56266666667,5.08516666667,43.7585,7.97033333334,3.25033333333,8.39116666667,4.84183333333,7.0215
371.83,6.321,12.9625,13.3786666667,6.60358333334,6.6295,5.20566666666,43.7483333334,8.0635,3.3505,8.38966666667,5.05716666667,7.0825
372.19,6.26866666667,12.873,13.2203333334,6.54058333334,6.559,5.2165,43.6586666666,7.88583333334,3.33666666666,8.2745,5.003,7.03616666667
372.55,6.18333333333,12.7756666667,13.1190833333,6.6,6.60016666667,5.232,43.7678333333,7.80416666666,3.388,8.24433333333,5.04983333334,7.07366666666
372.92,6.24216666667,12.7556666667,13.1053333333,6.58975,6.578,5.25433333333,43.7695,7.76116666666,3.44833333333,8.23566666667,5.0025,7.09733333334
373.28,6.176,12.5843333333,13.0213333334,6.67791666667,6.51933333334,5.2785,43.7671666667,7.66316666667,3.45383333333,8.143,4.97616666667,7.1675
373.64,6.13316666667,12.4011666666,12.8826666666,6.714,6.44533333334,5.25783333334,43.8101666667,7.576,3.44683333334,8.02633333333,4.9695,7.18
374.00,6.02633333333,12.1436666666,12.6875,6.64416666666,6.27266666666,5.22716666667,43.6246666667,7.384,3.31066666666,7.8515,4.83133333333,7.14916666666
374.37,6.00333333334,11.9588333333,12.5210833333,6.62216666666,6.20883333333,5.12433333334,43.5936666667,7.27016666667,3.26883333333,7.69433333333,4.72133333334,7.06483333333
374.73,5.90583333333,11.7658333334,12.4453333333,6.6115,6.14616666666,5.06216666667,43.5961666667,7.236,3.175,7.59333333333,4.66066666666,6.99366666666
375.09,5.98366666667,11.6266666667,12.361,6.7525,6.183,5.0685,43.6503333333,7.25016666666,3.16166666666,7.52883333334,4.752,6.97716666667
375.45,5.88183333334,11.4695,12.26875,6.76841666666,6.17766666666,5.0855,43.8038333333,7.24583333333,3.18566666666,7.51383333334,4.732,6.94616666667
375.81,5.885,11.446,12.26525,6.82516666666,6.22883333334,5.12416666667,43.8691666667,7.272,3.2655,7.4815,4.75083333333,7.041
376.18,5.7685,11.1701666666,12.0464166666,6.69275,6.03883333333,4.97216666667,43.8771666666,7.127,3.0355,7.32033333334,4.63733333334,6.90883333333
376.54,5.695,10.9698333333,11.8859166667,6.574,5.9575,4.88666666667,43.6891666667,6.981,2.8605,7.14883333333,4.50183333334,6.7675
376.90,5.61016666667,10.8026666667,11.796,6.52166666667,5.9,4.84066666667,43.868,6.95116666666,2.86416666666,7.04716666666,4.51616666667,6.74166666667
377.26,5.66433333333,10.7066666667,11.7990833334,6.50741666666,5.889,4.8515,43.8913333333,6.97916666667,2.9165,7.05316666666,4.505,6.72733333334
377.63,5.6725,10.5858333333,11.73075,6.44725,5.82666666666,4.76416666666,43.9928333333,6.94416666666,2.88233333334,6.96566666666,4.4415,6.70816666667
377.99,5.76766666666,10.607,11.80525,6.54575,5.9735,4.844,44.2588333333,7.01316666667,2.98183333334,7.01316666667,4.58716666667,6.74633333334
378.35,5.82066666666,10.6443333333,11.7134166667,6.57916666666,6.01916666666,4.9565,44.34,7.08966666666,3.0645,7.01433333333,4.714,6.8275
378.71,5.86366666667,10.6971666667,11.6386666666,6.702,6.13566666666,5.08416666667,44.4535,7.13,3.18333333333,7.02083333334,4.81083333333,6.86933333333
379.07,5.81633333334,10.5,11.4825,6.55741666667,6.10033333333,5.0255,44.55,7.06016666666,3.19833333333,6.93983333333,4.7125,6.88
379.44,5.74616666667,10.3178333333,11.3525833334,6.50716666667,6.02883333334,4.95466666667,44.4121666667,6.958,3.14516666667,6.80583333333,4.67833333333,6.793
379.80,5.617,10.1128333333,11.1031666667,6.45525,5.94416666666,4.843,44.3686666667,6.8115,3.03266666667,6.66633333334,4.5465,6.65833333333
380.16,5.68283333333,10.0903333333,11.0854166667,6.53541666667,6.04833333333,4.91633333333,44.4173333334,6.82766666667,3.14166666666,6.6955,4.60383333334,6.71033333333
380.52,5.78683333334,10.0668333333,11.0469166666,6.5765,6.04583333333,4.96266666667,44.4846666666,6.83433333333,3.26316666666,6.73,4.69916666667,6.7525
380.88,5.86866666666,10.005,10.9364166667,6.64583333334,6.10533333334,5.00966666666,44.405,6.77216666667,3.23883333334,6.72433333334,4.70083333333,6.78966666667
381.24,5.657,9.84800000002,10.6789166667,6.4945,5.99966666667,4.87283333334,44.4338333334,6.60833333333,3.06283333333,6.48083333334,4.56233333334,6.65316666667
381.61,5.72033333333,9.89516666667,10.68825,6.56441666667,6.11333333333,4.983,44.4895,6.61183333333,3.1395,6.508,4.65,6.66416666667
