wavelength,Back_EmbLonm,Belly_EmbLonm,Breast_EmbLonm,Crissum_EmbLonm,Crown_EmbLonm,DorTail_EmbLonm,Patch10_EmbLonm,Rump_EmbLonm,Throat_EmbLonm,WingTip_EmbLonm
540.72,10.924,46.635,27.226,25.729,9.67633333333,8.17166666667,15.4596666667,10.3126666667,41.425,11.7936666667
541.06,10.9173333333,46.5896666667,27.2466666667,25.7163333333,9.65066666667,8.16933333333,15.4643333333,10.285,41.4273333333,11.8056666667
541.40,10.9283333333,46.579,27.242,25.709,9.69666666667,8.17366666667,15.495,10.3203333333,41.422,11.843
541.75,10.956,46.5753333333,27.2623333333,25.729,9.712,8.20133333333,15.4986666667,10.341,41.4893333333,11.8426666667
542.09,10.946,46.6403333333,27.278,25.7706666667,9.72133333333,8.211,15.5026666667,10.355,41.5313333333,11.8783333333
542.43,10.958,46.6833333333,27.3,25.8096666667,9.757,8.23033333333,15.555,10.3776666667,41.5966666667,11.8946666667
542.78,10.9726666667,46.6583333333,27.3063333333,25.809,9.774,8.25066666667,15.5786666667,10.3993333333,41.6306666667,11.9066666667
543.12,10.9616666667,46.724,27.303,25.82,9.771,8.232,15.5763333333,10.422,41.6656666667,11.8946666667
543.46,10.9833333333,46.7703333333,27.319,25.872,9.81333333333,8.241,15.6223333333,10.4453333333,41.6966666667,11.925
543.81,11.0056666667,46.8056666667,27.343,25.8826666667,9.86466666667,8.22366666667,15.6173333333,10.4783333333,41.716,11.9573333333
544.15,11.042,46.8983333333,27.345,25.9533333333,9.918,8.27166666667,15.6443333333,10.549,41.7993333333,12.037
544.49,11.1316666667,47.0026666667,27.441,26.0586666667,9.99866666667,8.34766666667,15.6813333333,10.6406666667,41.8933333333,12.1076666667
544.84,11.1446666667,47.136,27.4613333333,26.1533333333,10.0626666667,8.408,15.7133333333,10.702,41.9163333333,12.1063333333
545.18,11.1356666667,47.246,27.4606666667,26.2336666667,10.0393333333,8.42,15.6943333333,10.716,41.9583333333,12.121
545.52,11.105,47.3913333333,27.5453333333,26.2916666667,10.0463333333,8.40333333333,15.7276666667,10.6953333333,41.9763333333,12.1453333333
545.87,11.117,47.3906666667,27.5286666667,26.3203333333,10.039,8.37933333333,15.6946666667,10.685,41.934,12.1453333333
546.21,11.1863333333,47.3576666667,27.5693333333,26.325,10.0713333333,8.401,15.718,10.6896666667,41.904,12.173
546.55,11.153,47.4966666667,27.606,26.3623333333,10.0576666667,8.391,15.7493333333,10.6693333333,41.938,12.1456666667
546.90,11.1846666667,47.5043333333,27.644,26.4133333333,10.0556666667,8.44233333333,15.7563333333,10.6906666667,41.955,12.166
547.24,11.178,47.56,27.6653333333,26.4376666667,10.017,8.45966666667,15.735,10.707,42.0033333333,12.1506666667
547.58,11.135,47.549,27.6143333333,26.4116666667,9.94366666667,8.39066666667,15.696,10.6603333333,41.9576666667,12.0903333333
547.92,11.113,47.557,27.7066666667,26.4466666667,9.93166666667,8.349,15.654,10.6603333333,41.973,12.0413333333
548.27,11.0513333333,47.5893333333,27.6686666667,26.398,9.90366666667,8.29466666667,15.626,10.6616666667,41.9493333333,11.973
548.61,11.0443333333,47.5913333333,27.6833333333,26.4316666667,9.871,8.235,15.582,10.629,42.001,12.0096666667
548.95,11.117,47.645,27.7923333333,26.512,9.936,8.258,15.6573333333,10.611,42.041,12.0486666667
549.29,11.2076666667,47.701,27.8076666667,26.565,9.94733333333,8.26166666667,15.6856666667,10.6706666667,42.0936666667,12.0066666667
549.64,11.245,47.818,27.8853333333,26.6716666667,9.98733333333,8.318,15.7633333333,10.7883333333,42.1916666667,12.016
549.98,11.292,48.0233333333,27.9223333333,26.8616666667,9.992,8.34066666667,15.7883333333,10.8853333333,42.2736666667,12.0433333333
550.32,11.304,48.0726666667,27.946,26.9396666667,10.0386666667,8.323,15.802,10.919,42.318,12.1123333333
550.66,11.2366666667,48.076,27.8796666667,26.9113333333,10.027,8.25933333333,15.8096666667,10.896,42.2826666667,12.0573333333
551.01,11.2416666667,48.1366666667,27.915,26.996,10.0423333333,8.21166666667,15.8356666667,10.8773333333,42.309,12.0083333333
551.35,11.307,48.1796666667,28.055,27.132,10.091,8.32933333333,15.8636666667,10.9536666667,42.3736666667,12.0993333333
551.69,11.355,48.287,28.0716666667,27.197,10.133,8.38833333333,15.9616666667,10.9946666667,42.402,12.153
552.03,11.376,48.3163333333,28.0943333333,27.2986666667,10.1686666667,8.44866666667,15.9763333333,11.0076666667,42.4126666667,12.252
552.38,11.401,48.3223333333,28.0843333333,27.3083333333,10.1983333333,8.501,16.039,11.074,42.38,12.278
552.72,11.423,48.3903333333,28.057,27.3726666667,10.222,8.55633333333,16.1133333333,11.1516666667,42.4426666667,12.3216666667
553.06,11.4046666667,48.3613333333,28.011,27.393,10.2176666667,8.554,16.0883333333,11.1836666667,42.4076666667,12.3073333333
553.40,11.3563333333,48.3856666667,28.024,27.3843333333,10.2023333333,8.52133333333,16.0976666667,11.1293333333,42.4426666667,12.2653333333
553.74,11.3153333333,48.2806666667,27.942,27.2783333333,10.203,8.518,16.0823333333,11.0766666667,42.4316666667,12.2683333333
554.09,11.333,48.2796666667,27.948,27.256,10.1436666667,8.531,16.0873333333,11.1163333333,42.395,12.233
554.43,11.4196666667,48.336,28.0713333333,27.3713333333,10.1973333333,8.653,16.1503333333,11.172,42.4646666667,12.3043333333
554.77,11.4546666667,48.364,28.0933333333,27.4306666667,10.2223333333,8.70433333333,16.1466666667,11.2623333333,42.4893333333,12.3936666667
555.11,11.4353333333,48.3333333333,28.0246666667,27.4166666667,10.2163333333,8.711,16.1246666667,11.2283333333,42.4923333333,12.3986666667
555.45,11.448,48.3346666667,28.0433333333,27.4523333333,10.1486666667,8.671,16.154,11.1986666667,42.51,12.4063333333
555.80,11.4536666667,48.3836666667,28.0783333333,27.506,10.11,8.688,16.2016666667,11.212,42.561,12.3456666667
556.14,11.4106666667,48.4283333333,28.0653333333,27.4886666667,10.064,8.60066666667,16.1563333333,11.1356666667,42.5506666667,12.2523333333
556.48,11.3443333333,48.3686666667,28.1076666667,27.4596666667,9.98166666667,8.556,16.0863333333,11.1116666667,42.48,12.181
556.82,11.251,48.2486666667,28.0076666667,27.3366666667,9.94933333333,8.50966666667,15.9766666667,10.968,42.3353333333,12.2016666667
557.16,11.3223333333,48.2186666667,27.9586666667,27.3223333333,9.95266666667,8.51233333333,15.902,10.985,42.2246666667,12.2243333333
557.50,11.2806666667,48.277,28.0303333333,27.406,9.92766666667,8.488,15.9046666667,10.916,42.229,12.16
557.85,11.2486666667,48.2013333333,27.997,27.4073333333,9.948,8.486,15.9136666667,10.8863333333,42.2546666667,12.192
558.19,11.274,48.2703333333,28.005,27.4503333333,9.91566666667,8.41066666667,15.896,10.8693333333,42.2516666667,12.146
558.53,11.2936666667,48.3086666667,28.0423333333,27.3966666667,9.946,8.43633333333,15.984,10.8713333333,42.2896666667,12.175
558.87,11.3036666667,48.4506666667,28.1273333333,27.4716666667,9.94633333333,8.39866666667,16.112,10.875,42.276,12.174
559.21,11.3403333333,48.515,28.1686666667,27.538,10.059,8.47466666667,16.1556666667,10.948,42.2803333333,12.2623333333
559.55,11.4,48.5766666667,28.213,27.5693333333,10.1073333333,8.46033333333,16.192,10.9763333333,42.2846666667,12.354
559.89,11.4566666667,48.7226666667,28.2656666667,27.663,10.109,8.55566666667,16.227,11.0123333333,42.4213333333,12.419
560.23,11.459,48.761,28.1606666667,27.6863333333,10.14,8.541,16.174,11.0086666667,42.4366666667,12.396
560.58,11.647,48.9743333333,28.3383333333,27.927,10.2333333333,8.70633333333,16.378,11.215,42.6206666667,12.5073333333
560.92,11.661,49.0536666667,28.422,28.0826666667,10.2596666667,8.812,16.547,11.2416666667,42.8583333333,12.606
561.26,11.6103333333,49.0583333333,28.3366666667,28.0283333333,10.1926666667,8.80333333333,16.4706666667,11.2433333333,42.8163333333,12.5763333333
561.60,11.6706666667,49.1366666667,28.3653333333,28.1543333333,10.2156666667,8.816,16.4953333333,11.272,42.8516666667,12.5943333333
561.94,11.614,49.1036666667,28.342,28.1736666667,10.199,8.81933333333,16.5083333333,11.2636666667,42.8686666667,12.6063333333
562.28,11.5756666667,49.141,28.295,28.2033333333,10.15,8.76733333333,16.4963333333,11.2706666667,42.8843333333,12.5623333333
562.62,11.5886666667,49.1293333333,28.282,28.2176666667,10.1846666667,8.79066666667,16.461,11.3276666667,42.9586666667,12.6026666667
562.96,11.616,49.1706666667,28.265,28.28,10.1553333333,8.808,16.4443333333,11.366,43.0356666667,12.5933333333
563.30,11.5946666667,49.155,28.2433333333,28.282,10.1336666667,8.827,16.388,11.365,43.0186666667,12.4903333333
563.64,11.5806666667,49.0633333333,28.245,28.311,10.147,8.79166666667,16.3523333333,11.4063333333,42.9413333333,12.5126666667
563.99,11.6446666667,49.0913333333,28.354,28.4243333333,10.1576666667,8.823,16.438,11.439,43.0336666667,12.6056666667
564.33,11.546,49.106,28.3743333333,28.3983333333,10.0786666667,8.75066666667,16.342,11.3666666667,43.1026666667,12.5246666667
564.67,11.542,49.121,28.3423333333,28.3013333333,10.051,8.68233333333,16.2333333333,11.382,42.9653333333,12.5026666667
565.01,11.6143333333,49.1216666667,28.395,28.363,10.0833333333,8.72266666667,16.2946666667,11.4286666667,43.0363333333,12.6086666667
565.35,11.5716666667,49.1343333333,28.3996666667,28.3933333333,10.035,8.72566666667,16.262,11.394,43.0686666667,12.5426666667
565.69,11.5766666667,49.164,28.4463333333,28.412,10.0543333333,8.756,16.284,11.3883333333,43.1653333333,12.5683333333
566.03,11.654,49.1993333333,28.5626666667,28.5423333333,10.133,8.823,16.2866666667,11.4146666667,43.1876666667,12.618
566.37,11.653,49.1553333333,28.5206666667,28.5036666667,10.1,8.80433333333,16.2403333333,11.3753333333,43.1546666667,12.551
566.71,11.5623333333,49.0973333333,28.4613333333,28.4686666667,10.0476666667,8.74933333333,16.176,11.2923333333,43.1016666667,12.4866666667
567.05,11.5213333333,49.1126666667,28.484,28.5226666667,10.0433333333,8.72,16.1873333333,11.2653333333,43.1856666667,12.506
567.39,11.5546666667,49.158,28.5206666667,28.544,10.074,8.718,16.2473333333,11.269,43.2376666667,12.561
567.73,11.5356666667,49.1856666667,28.468,28.4866666667,10.0443333333,8.692,16.2313333333,11.2413333333,43.1946666667,12.507
568.07,11.563,49.1703333333,28.4813333333,28.543,10.068,8.67033333333,16.275,11.2083333333,43.1276666667,12.4906666667
568.41,11.514,49.157,28.473,28.5703333333,10.025,8.63633333333,16.302,11.1893333333,43.1446666667,12.4536666667
568.75,11.5443333333,49.2793333333,28.5106666667,28.5966666667,10.0633333333,8.572,16.284,11.1883333333,43.1476666667,12.4106666667
569.09,11.5796666667,49.2546666667,28.525,28.6143333333,10.1546666667,8.56266666667,16.2423333333,11.178,43.1546666667,12.5106666667
569.43,11.5673333333,49.279,28.4896666667,28.5586666667,10.1516666667,8.5,16.2393333333,11.149,43.05,12.4963333333
569.77,11.5763333333,49.246,28.43,28.4973333333,10.1473333333,8.475,16.2403333333,11.1243333333,43.0856666667,12.513
570.11,11.565,49.2033333333,28.429,28.5983333333,10.143,8.513,16.2836666667,11.1513333333,43.063,12.573
570.45,11.64,49.2376666667,28.4996666667,28.6856666667,10.2096666667,8.59466666667,16.4186666667,11.265,43.104,12.6303333333
570.79,11.6253333333,49.1643333333,28.4543333333,28.6816666667,10.224,8.58666666667,16.4086666667,11.2723333333,43.024,12.6923333333
571.13,11.5866666667,49.1293333333,28.428,28.6523333333,10.1876666667,8.565,16.3866666667,11.2423333333,42.9743333333,12.625
571.47,11.5816666667,49.1626666667,28.4236666667,28.6803333333,10.211,8.554,16.3966666667,11.2596666667,42.981,12.671
571.81,11.514,49.0903333333,28.319,28.6186666667,10.1666666667,8.51,16.3146666667,11.2396666667,42.9023333333,12.644
572.15,11.5973333333,49.1186666667,28.383,28.7,10.2743333333,8.59666666667,16.3903333333,11.2683333333,43.0026666667,12.662
572.49,11.5613333333,49.1306666667,28.3953333333,28.7733333333,10.2133333333,8.616,16.405,11.292,43.0536666667,12.677
572.83,11.6163333333,49.2153333333,28.4126666667,28.8173333333,10.2246666667,8.63866666667,16.4896666667,11.345,43.073,12.678
573.17,11.668,49.192,28.3976666667,28.8786666667,10.2343333333,8.647,16.478,11.393,43.0626666667,12.6576666667
573.51,11.6106666667,49.0966666667,28.3283333333,28.8853333333,10.2013333333,8.60666666667,16.442,11.3853333333,42.9763333333,12.5756666667
573.85,11.6136666667,49.1136666667,28.344,28.828,10.204,8.551,16.409,11.37,42.9776666667,12.551
574.19,11.5566666667,49.0376666667,28.2963333333,28.7703333333,10.139,8.50333333333,16.3213333333,11.2716666667,42.9513333333,12.544
574.53,11.574,49.0606666667,28.302,28.765,10.105,8.482,16.328,11.245,42.9736666667,12.5306666667
574.87,11.5996666667,49.089,28.367,28.892,10.1463333333,8.48933333333,16.303,11.2353333333,42.972,12.566
575.21,11.6166666667,49.0993333333,28.4986666667,29.0,10.1533333333,8.52066666667,16.327,11.256,43.0336666667,12.566
575.55,11.6836666667,49.201,28.5636666667,29.0876666667,10.2223333333,8.60333333333,16.393,11.3273333333,43.167,12.6493333333
575.89,11.6586666667,49.2213333333,28.5893333333,29.1666666667,10.1896666667,8.59233333333,16.3396666667,11.3443333333,43.1433333333,12.6873333333
576.22,11.6633333333,49.0993333333,28.5536666667,29.0756666667,10.203,8.56766666667,16.2773333333,11.3043333333,43.0693333333,12.6793333333
576.56,11.5956666667,49.064,28.5423333333,29.096,10.1713333333,8.526,16.177,11.316,43.0473333333,12.617
576.90,11.6183333333,49.116,28.6473333333,29.1036666667,10.2073333333,8.60466666667,16.1683333333,11.3043333333,43.0876666667,12.7453333333
577.24,11.6836666667,49.2693333333,28.7966666667,29.219,10.2796666667,8.669,16.24,11.38,43.2013333333,12.889
577.58,11.7236666667,49.3826666667,28.8473333333,29.3083333333,10.347,8.74266666667,16.279,11.4653333333,43.2293333333,12.95
577.92,11.794,49.6176666667,29.0043333333,29.439,10.4766666667,8.74933333333,16.286,11.563,43.4,13.0453333333
578.26,11.854,49.6866666667,29.1483333333,29.6,10.5386666667,8.78933333333,16.3533333333,11.708,43.481,13.0913333333
578.60,11.9016666667,49.732,29.182,29.628,10.5853333333,8.866,16.4316666667,11.8046666667,43.611,13.1046666667
578.94,11.9626666667,49.7283333333,29.1703333333,29.6036666667,10.6163333333,8.86433333333,16.423,11.7983333333,43.5963333333,13.1133333333
579.28,11.9713333333,49.7506666667,29.2876666667,29.6513333333,10.6306666667,8.863,16.495,11.8036666667,43.5563333333,13.1196666667
579.61,11.9286666667,49.7536666667,29.257,29.5186666667,10.5703333333,8.74866666667,16.4473333333,11.7503333333,43.4886666667,13.0986666667
579.95,11.9896666667,49.925,29.315,29.7146666667,10.6353333333,8.798,16.5853333333,11.859,43.589,13.1133333333
580.29,11.9813333333,49.8736666667,29.3453333333,29.7043333333,10.5776666667,8.86166666667,16.6766666667,11.827,43.5343333333,13.1563333333
580.63,11.99,49.876,29.3023333333,29.785,10.6036666667,8.88833333333,16.7033333333,11.856,43.624,13.1346666667
580.97,11.9816666667,49.8943333333,29.2656666667,29.7963333333,10.507,8.87833333333,16.6676666667,11.828,43.5533333333,13.0713333333
581.31,11.98,49.932,29.2633333333,29.901,10.4353333333,8.83933333333,16.677,11.833,43.545,13.081
581.65,11.926,49.8273333333,29.1723333333,29.8406666667,10.353,8.832,16.6236666667,11.763,43.3686666667,12.9616666667
581.98,11.9333333333,49.8673333333,29.1076666667,29.786,10.3703333333,8.88733333333,16.5423333333,11.632,43.379,12.9506666667
582.32,11.9513333333,49.8686666667,29.1063333333,29.7813333333,10.3756666667,8.85333333333,16.5073333333,11.6413333333,43.4223333333,13.0043333333
582.66,11.952,49.8696666667,29.074,29.8086666667,10.4153333333,8.872,16.5106666667,11.6803333333,43.4106666667,13.0953333333
583.00,11.9546666667,49.8266666667,28.9733333333,29.7736666667,10.3686666667,8.83633333333,16.401,11.6706666667,43.3513333333,13.024
583.34,12.029,49.825,29.0066666667,29.88,10.4576666667,8.90833333333,16.5673333333,11.817,43.3586666667,13.142
583.68,11.9816666667,49.699,28.9576666667,29.8443333333,10.4676666667,8.90966666667,16.4983333333,11.786,43.3533333333,13.085
584.01,12.0713333333,49.8513333333,29.0113333333,29.8966666667,10.5366666667,8.93866666667,16.5443333333,11.8333333333,43.4463333333,13.206
584.35,12.1,49.8696666667,29.066,29.948,10.5443333333,8.98,16.615,11.9,43.362,13.23
584.69,12.2013333333,49.807,29.087,30.0283333333,10.6443333333,9.07466666667,16.6656666667,11.8986666667,43.418,13.2746666667
585.03,12.1823333333,49.751,29.005,29.945,10.705,8.96666666667,16.6126666667,11.7953333333,43.421,13.2506666667
585.37,12.2083333333,49.714,29.0076666667,29.967,10.6676666667,9.00366666667,16.6643333333,11.829,43.394,13.2586666667
585.70,12.225,49.7616666667,29.05,30.0316666667,10.7446666667,9.07166666667,16.7676666667,11.9593333333,43.4286666667,13.3483333333
586.04,12.2463333333,49.7043333333,29.1066666667,30.0413333333,10.7243333333,9.12033333333,16.801,11.9693333333,43.3376666667,13.3646666667
586.38,12.2286666667,49.7993333333,29.1493333333,30.0606666667,10.6586666667,9.05566666667,16.7233333333,11.9446666667,43.307,13.3196666667
586.72,12.1846666667,49.711,29.2026666667,30.068,10.6906666667,9.04566666667,16.7343333333,11.977,43.3886666667,13.3536666667
587.06,12.1143333333,49.769,29.1293333333,30.1243333333,10.677,9.036,16.5906666667,11.8886666667,43.4443333333,13.2576666667
587.39,12.2296666667,49.8836666667,29.3226666667,30.1996666667,10.7596666667,9.16866666667,16.6296666667,11.9903333333,43.495,13.4143333333
587.73,12.194,49.7126666667,29.194,30.1213333333,10.711,9.11733333333,16.577,11.937,43.387,13.296
588.07,12.0996666667,49.6706666667,29.1236666667,30.129,10.724,9.02566666667,16.5606666667,11.8676666667,43.503,13.2196666667
588.41,12.0093333333,49.759,29.167,30.1926666667,10.7166666667,9.01733333333,16.613,11.9273333333,43.46,13.2416666667
588.74,12.062,49.818,29.3166666667,30.2816666667,10.727,9.214,16.6903333333,12.021,43.51,13.3353333333
589.08,12.1493333333,49.916,29.288,30.363,10.7696666667,9.26,16.7126666667,12.077,43.6516666667,13.416
589.42,12.131,49.8513333333,29.288,30.3493333333,10.7136666667,9.16433333333,16.6453333333,12.044,43.5056666667,13.341
589.76,12.1056666667,49.8643333333,29.2626666667,30.3743333333,10.676,9.15333333333,16.6243333333,12.051,43.4983333333,13.3533333333
590.09,12.0223333333,49.7716666667,29.1376666667,30.305,10.611,9.183,16.6186666667,12.0076666667,43.4796666667,13.387
590.43,12.0776666667,49.8743333333,29.209,30.4013333333,10.6663333333,9.25633333333,16.673,12.0673333333,43.4903333333,13.475
590.77,12.108,49.8723333333,29.3213333333,30.3756666667,10.699,9.264,16.7426666667,12.1553333333,43.5576666667,13.5583333333
591.11,12.0236666667,49.9083333333,29.1676666667,30.3496666667,10.67,9.15666666667,16.6873333333,12.037,43.49,13.5393333333
591.44,12.0233333333,50.037,29.3226666667,30.4296666667,10.742,9.222,16.6886666667,12.097,43.5293333333,13.613
591.78,12.128,50.0633333333,29.4586666667,30.459,10.6736666667,9.28233333333,16.6863333333,12.2133333333,43.4193333333,13.6573333333
592.12,12.146,50.044,29.3936666667,30.382,10.6036666667,9.21833333333,16.592,12.201,43.4176666667,13.6296666667
592.46,12.189,50.0813333333,29.4226666667,30.403,10.6656666667,9.17533333333,16.5896666667,12.257,43.4826666667,13.5893333333
592.79,12.1063333333,50.0506666667,29.5273333333,30.4176666667,10.7126666667,9.17133333333,16.5833333333,12.2846666667,43.496,13.606
593.13,12.091,50.1353333333,29.551,30.4353333333,10.7136666667,9.149,16.5733333333,12.232,43.6576666667,13.7166666667
593.47,12.1336666667,50.209,29.5936666667,30.471,10.8096666667,9.173,16.5866666667,12.28,43.719,13.7463333333
593.80,12.237,50.1256666667,29.6826666667,30.4973333333,10.9076666667,9.19266666667,16.6473333333,12.3363333333,43.719,13.7696666667
594.14,12.2476666667,50.053,29.6536666667,30.5206666667,10.8243333333,9.14066666667,16.6113333333,12.2903333333,43.6863333333,13.758
594.48,12.3366666667,50.0623333333,29.7316666667,30.5956666667,10.855,9.261,16.656,12.2386666667,43.7376666667,13.7266666667
594.81,12.4233333333,50.1113333333,29.871,30.6673333333,10.8976666667,9.32566666667,16.794,12.301,43.777,13.8123333333
595.15,12.4036666667,50.0326666667,29.8503333333,30.677,10.8036666667,9.244,16.7646666667,12.2886666667,43.806,13.7893333333
595.49,12.371,50.0076666667,29.7586666667,30.6516666667,10.7956666667,9.19266666667,16.744,12.2126666667,43.8603333333,13.8786666667
595.82,12.3966666667,50.039,29.857,30.7143333333,10.8733333333,9.25533333333,16.7756666667,12.2643333333,44.0,13.929
596.16,12.4606666667,49.935,29.9073333333,30.73,10.8656666667,9.31133333333,16.832,12.258,43.987,13.976
596.50,12.5423333333,49.9503333333,29.8703333333,30.721,10.8353333333,9.318,16.8906666667,12.2003333333,43.8876666667,13.9346666667
596.83,12.6253333333,49.971,29.8483333333,30.7493333333,10.8453333333,9.40466666667,16.9586666667,12.3063333333,43.816,13.8893333333
597.17,12.689,50.0373333333,29.8516666667,30.7793333333,10.814,9.41733333333,17.0126666667,12.3003333333,43.837,13.812
597.51,12.674,50.1353333333,29.897,30.8383333333,10.7746666667,9.43966666667,17.0153333333,12.2913333333,43.9516666667,13.753
597.84,12.7306666667,50.3103333333,29.9536666667,30.8343333333,10.847,9.47833333333,17.0853333333,12.266,44.1056666667,13.857
598.18,12.7863333333,50.346,29.932,30.913,10.8716666667,9.50633333333,17.081,12.328,44.15,13.9423333333
598.52,12.8386666667,50.306,29.954,30.962,10.8653333333,9.48666666667,17.0936666667,12.3963333333,44.275,13.902
598.85,12.9063333333,50.3973333333,29.9823333333,31.0133333333,10.9663333333,9.57133333333,17.2166666667,12.3896666667,44.2816666667,13.946
599.19,12.9776666667,50.421,30.0136666667,31.011,10.9986666667,9.59566666667,17.2663333333,12.4643333333,44.2326666667,13.853
599.53,12.979,50.435,29.995,31.009,10.9236666667,9.53766666667,17.3483333333,12.3736666667,44.1836666667,13.834
599.86,12.8263333333,50.5703333333,29.8973333333,31.027,10.8613333333,9.426,17.2326666667,12.33,44.2213333333,13.781
600.20,12.7616666667,50.5996666667,29.9446666667,31.0446666667,10.9203333333,9.44333333333,17.201,12.362,44.3306666667,13.7713333333
600.53,12.7163333333,50.5383333333,29.9716666667,31.1036666667,10.871,9.34333333333,17.1456666667,12.275,44.4216666667,13.7593333333
600.87,12.6293333333,50.4916666667,29.9573333333,31.1193333333,10.8783333333,9.33533333333,17.0713333333,12.2623333333,44.436,13.8096666667
601.21,12.678,50.4746666667,29.9743333333,31.1733333333,10.9633333333,9.38966666667,17.073,12.3603333333,44.3356666667,13.825
601.54,12.6366666667,50.436,29.9376666667,31.2473333333,10.9386666667,9.39,17.0203333333,12.4466666667,44.252,13.8096666667
601.88,12.5843333333,50.43,29.9896666667,31.1803333333,10.8666666667,9.32533333333,16.9793333333,12.3686666667,44.1063333333,13.7513333333
602.21,12.4656666667,50.335,29.897,31.119,10.7823333333,9.35633333333,16.8713333333,12.2743333333,43.9303333333,13.7316666667
602.55,12.4446666667,50.293,29.8743333333,31.1623333333,10.7373333333,9.33533333333,16.8113333333,12.3326666667,43.9853333333,13.6406666667
602.88,12.4356666667,50.4403333333,29.9796666667,31.3073333333,10.8146666667,9.41033333333,16.887,12.3863333333,44.1383333333,13.793
603.22,12.404,50.4136666667,29.9206666667,31.2676666667,10.8486666667,9.36333333333,16.815,12.4116666667,44.1023333333,13.8133333333
603.56,12.4203333333,50.3853333333,29.9706666667,31.2923333333,10.8496666667,9.34233333333,16.8516666667,12.4183333333,44.0636666667,13.7733333333
603.89,12.456,50.2913333333,29.9256666667,31.2763333333,10.7586666667,9.27666666667,16.7833333333,12.4163333333,44.056,13.7743333333
604.23,12.475,50.3293333333,29.9603333333,31.2773333333,10.8153333333,9.32966666667,16.825,12.4486666667,44.053,13.8206666667
604.56,12.4863333333,50.32,29.9376666667,31.2903333333,10.8203333333,9.32733333333,16.8043333333,12.436,44.024,13.8513333333
604.90,12.4643333333,50.4083333333,29.9353333333,31.2846666667,10.776,9.30033333333,16.8466666667,12.4523333333,44.1443333333,13.828
605.23,12.5206666667,50.4076666667,29.9423333333,31.263,10.7973333333,9.31566666667,16.8826666667,12.4546666667,44.1643333333,13.8163333333
605.57,12.5316666667,50.4756666667,29.923,31.3166666667,10.8396666667,9.358,16.9496666667,12.514,44.2973333333,13.8133333333
605.90,12.563,50.48,29.991,31.366,10.9083333333,9.31466666667,16.968,12.5663333333,44.3376666667,13.8503333333
606.24,12.664,50.571,30.0523333333,31.4213333333,11.022,9.35333333333,16.996,12.6583333333,44.355,14.0063333333
606.58,12.5923333333,50.4143333333,29.9913333333,31.325,10.9853333333,9.28733333333,16.8496666667,12.5616666667,44.2276666667,13.8663333333
606.91,12.6636666667,50.4683333333,30.0746666667,31.4686666667,11.083,9.443,16.9106666667,12.6463333333,44.3436666667,13.914
607.25,12.7423333333,50.5046666667,30.1066666667,31.5406666667,11.2086666667,9.58366666667,17.01,12.7566666667,44.3963333333,14.0306666667
607.58,12.772,50.5903333333,30.1553333333,31.601,11.2983333333,9.65833333333,17.086,12.756,44.3243333333,14.093
607.92,12.8403333333,50.6576666667,30.183,31.6716666667,11.36,9.73066666667,17.1053333333,12.8586666667,44.2966666667,14.154
608.25,12.838,50.6896666667,30.2203333333,31.69,11.4263333333,9.719,17.145,12.878,44.32,14.1456666667
608.59,12.848,50.6,30.193,31.685,11.5376666667,9.745,17.09,12.828,44.238,14.1753333333
608.92,12.7943333333,50.5426666667,30.1566666667,31.6883333333,11.5456666667,9.712,17.015,12.8296666667,44.1643333333,14.1943333333
609.26,12.7986666667,50.577,30.136,31.7833333333,11.6506666667,9.71433333333,16.9473333333,12.8806666667,44.0733333333,14.2633333333
609.59,12.7886666667,50.6786666667,30.0603333333,31.838,11.725,9.76833333333,16.9466666667,12.8763333333,44.109,14.247
609.93,12.8016666667,50.573,30.051,31.8196666667,11.7523333333,9.78766666667,16.9456666667,12.883,44.055,14.245
610.26,12.8456666667,50.684,30.0116666667,31.9086666667,11.8066666667,9.812,17.035,12.9886666667,44.082,14.3426666667
610.60,12.876,50.6176666667,29.9603333333,31.848,11.8033333333,9.798,16.9593333333,12.985,43.9586666667,14.3653333333
610.93,12.8496666667,50.5513333333,29.9043333333,31.734,11.767,9.71033333333,16.8153333333,12.9226666667,43.91,14.3496666667
611.27,12.814,50.5323333333,29.855,31.7313333333,11.8283333333,9.73466666667,16.7856666667,12.947,43.9413333333,14.385
611.60,12.6853333333,50.4746666667,29.7196666667,31.6386666667,11.8026666667,9.61866666667,16.6516666667,12.8436666667,43.871,14.2733333333
611.93,12.692,50.483,29.74,31.6603333333,11.788,9.62233333333,16.6523333333,12.8226666667,43.8706666667,14.314
612.27,12.7026666667,50.5886666667,29.7363333333,31.7553333333,11.683,9.57233333333,16.647,12.858,43.8936666667,14.3836666667
612.60,12.6976666667,50.6056666667,29.7393333333,31.8046666667,11.678,9.58666666667,16.6853333333,12.8813333333,43.961,14.2873333333
612.94,12.705,50.481,29.695,31.7413333333,11.6103333333,9.504,16.6766666667,12.845,43.864,14.2873333333
613.27,12.7706666667,50.4076666667,29.729,31.707,11.5546666667,9.555,16.721,12.897,43.82,14.41
613.61,12.648,50.6463333333,29.7383333333,31.757,11.522,9.57133333333,16.6956666667,12.7666666667,43.9543333333,14.4366666667
613.94,12.6846666667,50.6163333333,29.7793333333,31.8013333333,11.5106666667,9.566,16.6433333333,12.759,43.998,14.3736666667
