wavelength,Back_SalStrf,Belly_SalStrf,Breast_SalStrf,Crissum_SalStrf,Crown_SalStrf,DorTail_SalStrf,Patch10_SalStrf,Rump_SalStrf,Throat_SalStrf,WingTip_SalStrf
535.21,11.5802666667,53.2792,37.9616,44.4487333333,12.6812666667,10.6502,11.9564666667,12.963,49.6764666667,10.1640333333
535.56,11.6236666667,53.3218,38.0008666667,44.5182666667,12.7115333333,10.6740666667,11.9998666667,12.9981333333,49.7152666667,10.1826666667
535.90,11.6558,53.3476,38.0386,44.5508,12.7336666667,10.7051333333,12.0338,13.0258,49.7620666667,10.2223666667
536.25,11.6808,53.3427333333,38.0489333333,44.564,12.7517333333,10.7378666667,12.0613333333,13.0600666667,49.7789333333,10.2414
536.59,11.7014666667,53.3813333333,38.0845333333,44.6221333333,12.7622666667,10.7641666667,12.0779333333,13.0685333333,49.8342,10.2684333333
536.93,11.7341333333,53.4135333333,38.1208,44.6442,12.7913333333,10.7911666667,12.1084666667,13.0986,49.87,10.3014666667
537.28,11.744,53.4338,38.1488,44.6649333333,12.8081333333,10.7972333333,12.1223333333,13.1016666667,49.9039333333,10.3208333333
537.62,11.7618,53.4024666667,38.1332666667,44.6434,12.8230666667,10.8222333334,12.1352,13.1197333333,49.8934,10.3566333333
537.97,11.7910666667,53.3886666666,38.1539333333,44.6528,12.8506666666,10.8491,12.1667333333,13.1433333333,49.8913333334,10.4004333333
538.31,11.8203333333,53.3944,38.168,44.6694666667,12.8876,10.891,12.2021333333,13.1811333333,49.9033333334,10.4242666667
538.65,11.8216,53.3913333333,38.1985333333,44.6836666667,12.8727333333,10.8929666667,12.2056,13.1840666667,49.9103333333,10.4216333333
539.00,11.8214,53.3479333333,38.2071333333,44.6582666667,12.85,10.8888333333,12.1944666667,13.163,49.8986,10.4128333333
539.34,11.7938,53.3222,38.1879333333,44.6348666667,12.8308666667,10.8949666667,12.1924666667,13.1406,49.8600666667,10.4025333333
539.69,11.7882,53.3187333333,38.1644666667,44.6147333333,12.8320666667,10.8894,12.1854666667,13.1385333333,49.8054,10.3809
540.03,11.8168666667,53.402,38.2306666667,44.707,12.8503333333,10.9088333333,12.2124,13.1570666667,49.8604,10.4080333333
540.37,11.8181333333,53.3965333333,38.223,44.7283333333,12.8533333333,10.9105666667,12.2196,13.1736666667,49.8433333333,10.4063333333
540.72,11.8028,53.3569333333,38.2002666667,44.7188666667,12.831,10.8909666667,12.2182,13.1541333333,49.7932666667,10.3834
541.06,11.8038,53.3506666667,38.1937333333,44.7207333333,12.8286,10.9049333333,12.2317333333,13.1582666667,49.7881333333,10.3850333333
541.40,11.8069333333,53.3641333333,38.2072,44.743,12.8192,10.8953,12.2394,13.1538666667,49.811,10.3764
541.75,11.8072,53.3634666667,38.2108,44.7522,12.8048666667,10.8905,12.2368666667,13.1552666667,49.8228,10.3594
542.09,11.8119333333,53.3945333333,38.2292666667,44.7932,12.7994,10.8847,12.2592666667,13.1577333333,49.8644666667,10.3668333333
542.43,11.8257333333,53.4274,38.2368,44.8243333333,12.8148666667,10.8932,12.2838,13.1786666666,49.9012666667,10.3734666667
542.78,11.8384666667,53.4236666667,38.2073333333,44.8316666667,12.8259333333,10.8907666667,12.3138,13.1903333333,49.9162666667,10.3797333333
543.12,11.8601333333,53.4438666667,38.2187333333,44.8668,12.837,10.8846333333,12.3338666667,13.2167333333,49.9517333333,10.3952666667
543.46,11.8935333333,53.5258666667,38.2775333333,44.9692666667,12.8553333333,10.8999333333,12.3899333333,13.2488666667,50.0695333333,10.4152666667
543.81,11.8838,53.4783333333,38.221,44.9354,12.8423333333,10.8854,12.3925333333,13.2458666667,50.0416666667,10.3958666667
544.15,11.8989333333,53.4875333333,38.2381333333,44.9398666667,12.8430666667,10.8939666667,12.424,13.2561333333,50.083,10.3972666667
544.49,11.9346,53.5476,38.3050666667,44.9979333333,12.8827333333,10.9271333334,12.4568,13.2934,50.1670666667,10.4425
544.84,11.9452666667,53.579,38.3232666667,45.0394666666,12.8870666667,10.9130333333,12.4728666667,13.2994,50.1998666667,10.4403333333
545.18,11.9732666667,53.6066,38.3567333333,45.0824,12.9145333333,10.928,12.4943333333,13.3204666667,50.2096666667,10.4540666667
545.52,12.0162,53.6924666667,38.413,45.1584,12.9601333333,10.9568666667,12.5458666667,13.363,50.2765333333,10.4962333333
545.87,12.0309333333,53.7328666667,38.4520666667,45.2164,12.9779333333,10.9843,12.5597333333,13.3804,50.3266,10.5125
546.21,12.0598666667,53.7333333333,38.4628666667,45.2432,13.0036,10.9927333333,12.5799333333,13.3886,50.3237333333,10.5356
546.55,12.1145333333,53.8406,38.5668666667,45.3555333333,13.0432,11.0401333333,12.6203333333,13.4366666667,50.4245333333,10.5896
546.90,12.1382,53.8898,38.6054666667,45.4271333333,13.0674666667,11.0792666667,12.6493333333,13.4662,50.4909333333,10.6164666667
547.24,12.1484,53.8993333333,38.6249333333,45.4548666667,13.0816,11.0913333333,12.6432,13.471,50.5224,10.6265
547.58,12.1717333333,53.9414666667,38.6834666667,45.4931333333,13.1172,11.1088,12.6632,13.4888,50.5779333333,10.6502666667
547.92,12.1998666667,54.0036666667,38.7060666667,45.5914666667,13.1507333333,11.1285666667,12.6771333333,13.5006,50.6258,10.6745333333
548.27,12.2285333333,54.0934666666,38.7179333333,45.6579333333,13.1709333334,11.1624666667,12.7090666667,13.5254,50.7194666667,10.6945666667
548.61,12.2631333333,54.1202,38.7194,45.6915333333,13.1822,11.1906,12.7241333333,13.5382666667,50.7568,10.7107
548.95,12.2818666667,54.1920666666,38.7697333333,45.7712,13.2106666667,11.2104666667,12.7446,13.561,50.8462,10.7313666667
549.29,12.2832666667,54.2250666667,38.7758,45.8236666667,13.2234,11.2213,12.7564666667,13.5716666666,50.8958666667,10.745
549.64,12.2984666667,54.2306,38.7922666666,45.8503333333,13.2442,11.2406333333,12.7622,13.5908,50.9182666667,10.7642666667
549.98,12.2879333333,54.282,38.8243333333,45.8958,13.2445333333,11.2517,12.7620666667,13.6066,51.0166666667,10.7709666667
550.32,12.2931333333,54.3252666667,38.8492,45.9311333333,13.2632666667,11.2776,12.7790666667,13.6195333333,51.0527333333,10.78
550.66,12.3160666667,54.3840666667,38.8871333333,45.9599333333,13.2955333333,11.2968,12.8018,13.6324,51.071,10.7861333333
551.01,12.3514666667,54.3847333333,38.9206666667,45.9684666666,13.319,11.326,12.8168666666,13.6613333333,51.0626666667,10.8304
551.35,12.3698666667,54.4082666667,38.9318,46.0058666667,13.3461333333,11.3597666667,12.8343333333,13.6900666667,51.069,10.8840333333
551.69,12.3898666667,54.4290666667,38.9952666667,46.0046,13.3730666667,11.3957333333,12.8564666667,13.7374,51.0762666667,10.9248
552.03,12.379,54.3892666667,38.9776,45.9912666667,13.3684666667,11.3887,12.8383333333,13.7474,51.0246,10.9181666667
552.38,12.408,54.4806,39.0542666667,46.0780666667,13.4270666667,11.4278666667,12.8802666667,13.7922666667,51.0934666667,10.9557
552.72,12.4315333333,54.4563333333,39.0354,46.0701333333,13.4404666667,11.4508666667,12.9038,13.7962666667,51.0513333333,10.9766333333
553.06,12.4372666667,54.4451333333,39.0099333333,46.0328,13.4367333333,11.4542666667,12.9173333333,13.7983333333,51.0181333333,10.9768666667
553.40,12.4482,54.4234666667,39.0198666667,46.0076666667,13.4415333333,11.4496,12.9257333333,13.7826,51.0036,10.9578666667
553.74,12.4552666667,54.4136,39.0034,46.0000666667,13.4520666666,11.4637,12.9416666667,13.7819333333,50.9689333333,10.9583666667
554.09,12.4213333333,54.3128666667,38.9442666667,45.9422666667,13.4096,11.4163666667,12.894,13.7509333333,50.8917333333,10.9254
554.43,12.4288,54.3472,38.9935333333,45.9894,13.4287333333,11.4423,12.8808666667,13.7782666667,50.9373333333,10.9595333333
554.77,12.4211333333,54.3778,38.9703333333,46.0213333333,13.4318666667,11.4418333333,12.8984,13.7735333333,50.9405333333,10.9327666667
555.11,12.427,54.3878666667,38.9748666667,46.0556,13.3987333333,11.4303333333,12.891,13.7586,50.9772,10.8984
555.45,12.4542666667,54.4580666667,38.9735333333,46.1231333333,13.4270666667,11.4335333333,12.9206,13.7794666667,51.0206,10.9329
555.80,12.4676,54.4888666667,39.0210666667,46.1771333333,13.4356,11.4543333333,12.9408666667,13.7594,51.0579333333,10.9592333333
556.14,12.492,54.5105333333,39.0257333333,46.2101333333,13.441,11.4783,12.9467333333,13.7954666667,51.0806666667,10.9872666667
556.48,12.4572,54.5129333333,39.011,46.1898666667,13.4318666667,11.4891333333,12.9343333333,13.7852,51.0870666666,10.9831
556.82,12.4622,54.5727333333,39.0813333333,46.2902,13.4421333333,11.5016333333,12.9289333333,13.7844666667,51.171,11.0028
557.16,12.4578666667,54.6544666666,39.1036666667,46.3429333333,13.4598,11.5297333333,12.929,13.8118,51.2133333333,11.0307333333
557.50,12.495,54.7072666667,39.1656666667,46.4075333333,13.4970666667,11.5523333333,12.9596666667,13.8406,51.2502,11.0736333333
557.85,12.5560666667,54.8192,39.2403333333,46.505,13.5648666667,11.6235666667,13.038,13.9094666667,51.3266,11.1543333333
558.19,12.5630666667,54.781,39.2006666667,46.4922666667,13.5500666667,11.6044333334,13.0538,13.9026666667,51.3014,11.1432
558.53,12.5789333333,54.7843333333,39.2608666666,46.5225333333,13.5552666666,11.6269666667,13.0410666667,13.9300666667,51.3658666667,11.1955333333
558.87,12.5747333333,54.7961333333,39.2668,46.5487333333,13.5776,11.6214,13.0511333333,13.9344,51.3497333333,11.2105333333
559.21,12.566,54.7622666667,39.2851333333,46.5548,13.5512,11.6171,13.0215333333,13.9246,51.3440666667,11.1895
559.55,12.5838,54.7699333333,39.2896,46.5691333333,13.5671333333,11.6324333333,13.0646666667,13.9686,51.3725333333,11.2018666667
559.89,12.5816,54.6826666667,39.2482666667,46.5316666667,13.5618,11.6514666667,13.0574,13.9478,51.3152666667,11.1946
560.23,12.6127333333,54.6631333333,39.2387333333,46.5514,13.5735333333,11.642,13.0725333333,13.9761333333,51.33,11.2071666667
560.58,12.5872,54.6356666667,39.2253333333,46.5273333333,13.5750666667,11.6433,13.0646666667,13.9679333333,51.2790666667,11.1811666667
560.92,12.6135333333,54.6498,39.2061333333,46.5558,13.5765333333,11.6422666667,13.0706,13.9697333333,51.2864,11.2064
561.26,12.6170666667,54.7128,39.2430666667,46.6206,13.5673333333,11.6522666667,13.0528666667,13.9745333333,51.3466,11.2052
561.60,12.5968666667,54.7492666667,39.2504666667,46.6124666667,13.5466,11.637,13.0298666667,13.9582666667,51.3551333333,11.1704
561.94,12.5676666667,54.7218666667,39.2307333333,46.6078,13.5218,11.6259,12.9902,13.9244666667,51.3442,11.1344666667
562.28,12.5637333333,54.7421333333,39.2296,46.6036,13.5318,11.6197666667,12.9939333333,13.9312,51.3176,11.1211666667
562.62,12.5345333333,54.7148666667,39.2041333333,46.5661333333,13.4838666667,11.6149,12.962,13.922,51.2955333333,11.0726333333
562.96,12.5176666667,54.6592666667,39.1642,46.5302666667,13.4592666667,11.6026666667,12.9548,13.9037333334,51.2324666667,11.0488
563.30,12.4986666667,54.6946666667,39.1796,46.5722,13.4552666667,11.5806666667,12.9261333333,13.8942666667,51.2499333333,11.0289
563.64,12.4558666667,54.7283333333,39.1723333333,46.5585333333,13.4106666666,11.5382,12.9142,13.869,51.2736666667,10.9964333333
563.99,12.4438,54.8627333334,39.2391333333,46.6421333333,13.4104666667,11.5521666667,12.9249333333,13.8798,51.3394666667,10.99
564.33,12.4562,54.8516666667,39.2404,46.6273333333,13.4012,11.5550666667,12.9284,13.885,51.326,10.9824333333
564.67,12.4601333333,54.8091333333,39.2269333333,46.6027333333,13.4032,11.5742,12.9561333333,13.8881333333,51.2697333333,10.9902333333
565.01,12.4516666667,54.723,39.1786666667,46.5427333333,13.3935333334,11.5636,12.9451333333,13.8638666667,51.184,10.9690666667
565.35,12.4275333333,54.6567333333,39.1463333333,46.5228,13.3704,11.5416,12.9246,13.8217333333,51.1342,10.9624
565.69,12.4513333333,54.6896666667,39.1593333333,46.5598,13.3873333333,11.5511666667,12.9595333333,13.8354,51.1496666667,10.982
566.03,12.4798,54.6947333334,39.1596666666,46.6062,13.3974666667,11.5836333333,13.0094666667,13.8502666667,51.1746666667,11.02
566.37,12.5530666667,54.7473333333,39.2028666666,46.6694,13.4753333333,11.6588666667,13.0745333333,13.9142,51.2142666667,11.0966333333
566.71,12.5715333333,54.8135333333,39.2364,46.7216,13.5065333333,11.6719,13.0996666667,13.9134666667,51.2604666667,11.1146
567.05,12.5882666667,54.8031333333,39.2364,46.7408,13.5119333333,11.6847333333,13.1115333333,13.9152666667,51.2360666667,11.1330666667
567.39,12.6252666667,54.8095333333,39.2642666667,46.7716666667,13.5558666667,11.7200666667,13.1431333333,13.9406666667,51.246,11.1673333333
567.73,12.6845333334,54.859,39.3316666667,46.8369333333,13.5842,11.7724666667,13.1761333333,13.9692666667,51.3054666667,11.2224
568.07,12.7219333333,54.9,39.3686666667,46.9078,13.6332,11.8186333333,13.2352666667,14.0241333333,51.3822666667,11.2899666667
568.41,12.7072,54.9257333333,39.4098666667,46.9638666667,13.6506666667,11.8274,13.2398,14.03,51.4470666667,11.2858666667
568.75,12.7088666667,54.9042,39.368,46.9440666667,13.6446,11.8408666667,13.2478,14.0472666667,51.4126,11.3028
569.09,12.7248,54.9124,39.3672,46.9777333333,13.6582,11.8546333333,13.2594666667,14.0656666667,51.4264,11.3131
569.43,12.7245333333,54.9184666667,39.3866,46.966,13.6648,11.8782,13.2588,14.0680666667,51.4402,11.322
569.77,12.7086666667,54.9572666667,39.4188666667,46.9752666667,13.6474,11.862,13.2336,14.0578,51.4563333334,11.2786
570.11,12.6954666667,54.8916,39.4114,46.9309333333,13.6412666667,11.8502333333,13.2454,14.0411333333,51.4118,11.2718666667
570.45,12.708,54.8978666667,39.4388666667,46.9384666667,13.6514666667,11.8739666667,13.2536,14.0745333333,51.4262666667,11.3051
570.79,12.7032666667,54.9186666667,39.4498666667,46.9630666667,13.6395333333,11.8918,13.2633333333,14.0692666667,51.4602666667,11.2972
571.13,12.7208,54.9357333333,39.4726666667,47.0145333333,13.6414666667,11.9031,13.2756666667,14.0877333333,51.4808666667,11.3211
571.47,12.7379333333,54.8989333333,39.4484666667,47.0064666667,13.6732,11.9177333333,13.3112666667,14.1170666667,51.4624666667,11.3393666667
571.81,12.7362,54.8632666667,39.4468666666,46.9896,13.6599333333,11.9205,13.2949333333,14.0990666667,51.4004,11.3302666667
572.15,12.773,54.8706,39.4677333333,47.0052666667,13.6723333333,11.9462666667,13.326,14.1170666667,51.4045333333,11.3535333333
572.49,12.7955333333,54.9414,39.5412666667,47.0903333333,13.7053333333,11.9824,13.3590666667,14.1402,51.497,11.3819666667
572.83,12.8406,54.9948,39.6116666667,47.1586,13.7410666667,12.042,13.399,14.1908,51.5591333333,11.3971666667
573.17,12.8386,54.9538,39.6368666667,47.1665333333,13.7396666667,12.0463,13.4048666667,14.2088666667,51.5426666667,11.4176
573.51,12.8271333333,54.897,39.6024666667,47.1616666667,13.7402,12.0482333333,13.385,14.1999333333,51.4919333333,11.4402333333
573.85,12.8038666667,54.9528666667,39.6068,47.2052666667,13.7128666667,12.0230333333,13.3560666667,14.1748666667,51.517,11.4202333333
574.19,12.8084666667,54.9504666667,39.608,47.2144,13.7208,12.0224666667,13.3529333333,14.1616,51.5409333333,11.4114
574.53,12.8347333333,54.9327333333,39.5964,47.1850666667,13.7543333333,12.0541,13.3789333333,14.1853333333,51.5267333333,11.4537666667
574.87,12.8538,54.9601333333,39.6271333333,47.2182,13.7828,12.0850333333,13.3882666667,14.1983333333,51.5493333333,11.4569
575.21,12.8108666667,54.9382666667,39.6207333333,47.2034,13.7388666667,12.0501666667,13.3494666667,14.1608,51.5504,11.4177333333
575.55,12.8252666667,55.016,39.6332,47.2543333333,13.752,12.0664333333,13.3561333333,14.1623333333,51.6247333333,11.427
575.89,12.8396,55.1020666667,39.6652,47.3052666666,13.7639333333,12.0719666667,13.3474666667,14.1884,51.7073333333,11.4518333333
576.22,12.86,55.1184,39.6788666667,47.3277333333,13.7758666667,12.0728333333,13.3740666667,14.1918666667,51.7332,11.4719666667
576.56,12.8649333333,55.1057333333,39.6637333333,47.3193333333,13.7865333333,12.0807333333,13.3874666667,14.199,51.7351333333,11.4977666667
576.90,12.9115333333,55.1838,39.6730666667,47.3790666666,13.8245333333,12.1211,13.4312,14.233,51.8036,11.5374
577.24,12.9614666667,55.2245333333,39.699,47.3965333333,13.8645333333,12.1582,13.4908666667,14.262,51.8716,11.5445666667
577.58,13.0104,55.2523333333,39.7352666667,47.4343333333,13.8974,12.2108666667,13.5317333333,14.2968666667,51.9604666667,11.5841666667
577.92,13.0152666667,55.2127333333,39.7088666667,47.4046,13.8824666667,12.2103333333,13.5608666667,14.2982666667,51.9556666667,11.5907333333
578.26,13.0326666666,55.2311333333,39.7335333333,47.4270666667,13.9072,12.2064666667,13.5922666667,14.3123333333,51.9882,11.5922333333
578.60,13.0375333333,55.2022,39.7128666667,47.4013333333,13.9022666667,12.1995333333,13.6132666667,14.3217333333,51.9750666667,11.6282666667
578.94,13.0942,55.1866666667,39.7125333333,47.3968,13.9489333333,12.2417333334,13.6464,14.3666666667,51.9747333333,11.6783666667
579.28,13.1230666667,55.1844666667,39.7403333333,47.4257333333,13.9988666667,12.2693333333,13.6906666667,14.4197333333,51.988,11.6932666667
579.61,13.1290666667,55.1046666667,39.7214,47.4101333333,14.0192666667,12.2864666667,13.7132666667,14.4328666666,51.9628,11.7097
579.95,13.1198666667,55.0816666667,39.699,47.3824,13.9974,12.2928666667,13.7163333333,14.4394,51.9455333333,11.7057666667
580.29,13.1462666667,55.1398666667,39.7490666667,47.4504666667,14.0259333333,12.3116,13.7352666667,14.4556,52.0073333333,11.733
580.63,13.151,55.0954666667,39.7186666667,47.4323333333,14.0391333333,12.3266666667,13.7485333334,14.4586,51.9616666667,11.7167666667
580.97,13.1575333333,55.1284666667,39.7388666667,47.4692666667,14.0491333333,12.3557,13.7632666667,14.4977333333,51.9892,11.7659333333
581.31,13.2142,55.1790666667,39.7947333333,47.5562666667,14.1021333333,12.3957666667,13.8119333333,14.5706,52.0366,11.8409
581.65,13.2398666667,55.1519333333,39.7768666666,47.5527333333,14.1292666667,12.4486666667,13.8323333333,14.6126,51.9691333333,11.8998666667
581.98,13.2432666667,55.1806,39.792,47.6206666667,14.1165333333,12.4684666667,13.8309333333,14.6154,52.0068666667,11.9221333333
582.32,13.2556,55.2235333333,39.8094,47.6652666667,14.1276,12.4750333333,13.8579333333,14.6254666667,52.0791333333,11.9296333333
582.66,13.2704,55.2401333333,39.8396,47.7114666667,14.1368666667,12.5014333333,13.9027333334,14.6510666667,52.1103333333,11.9692
583.00,13.2877333333,55.2766,39.8825333333,47.77,14.1527333333,12.5303333333,13.9336666667,14.667,52.1656,12.0129666667
583.34,13.2932,55.3,39.8815333333,47.7529333333,14.1524,12.5300333333,13.9429333333,14.6719333334,52.163,11.9866333333
583.68,13.3521333333,55.3754666667,39.9640666667,47.9024,14.2041333333,12.5515666667,13.974,14.7061333333,52.251,12.0056666667
584.01,13.3406666667,55.3428,39.9223333333,47.8670666667,14.1877333334,12.5245,13.9597333333,14.684,52.2112,11.9998
584.35,13.3672666666,55.4352,40.0208666667,47.9384666667,14.2061333333,12.5375,13.9736666667,14.7178666667,52.3144666667,12.0212
584.69,13.4026,55.4797333334,40.0581333333,48.0127333333,14.2103333333,12.5187666667,13.9786666667,14.7283333333,52.3620666667,12.0562333333
585.03,13.3568666667,55.4972,40.0756666667,48.0356666666,14.1874,12.5024333333,13.9546,14.7013333333,52.3896666666,12.0277333333
585.37,13.3521333333,55.6072666667,40.1596,48.1730666667,14.2019333333,12.5031333333,13.9715333333,14.6968666667,52.5442,12.0133666667
585.70,13.3608,55.6514666667,40.1979333333,48.1548666667,14.227,12.5016333333,13.9710666667,14.7028,52.5508666666,11.9896
586.04,13.3768,55.6864,40.2639333333,48.1761333333,14.2577333333,12.5536666667,14.001,14.7147333334,52.5602666667,12.0156
586.38,13.3756666666,55.7144666667,40.2988,48.212,14.26,12.5680666667,14.0068666667,14.7115333334,52.5734,11.9953333333
586.72,13.4088,55.7106666667,40.2792,48.1962,14.255,12.5883333333,14.0197333334,14.7379333333,52.5568666667,12.0096666667
587.06,13.3656666667,55.6888666667,40.246,48.21,14.1993333333,12.5536,13.9876,14.6728,52.5092666667,11.9586666667
587.39,13.3,55.601,40.1953333334,48.0874666667,14.1866,12.5431333333,13.965,14.6488,52.3934,11.9477333333
587.73,13.2706,55.5431333333,40.1674,48.065,14.1512666667,12.5273333333,13.9532666667,14.6452,52.3340666667,11.9388
588.07,13.2931333334,55.5138,40.1564666667,48.0557333333,14.1574,12.534,13.9727333333,14.6258,52.3438,11.9633333333
588.41,13.3078666667,55.4954666667,40.1611333333,48.0694,14.2072,12.6173333333,14.029,14.6480666667,52.2982,11.9926666667
588.74,13.3063333333,55.4736,40.1261333333,48.0794,14.2259333333,12.6185333333,14.0046666667,14.6428666667,52.2502,12.0063
589.08,13.3041333333,55.3905333333,40.0602666667,48.0278,14.2303333333,12.6314,13.9834,14.6408666667,52.1932,11.9936333333
589.42,13.2897333333,55.3497333333,40.0303333334,48.0527333333,14.2158666667,12.6076,13.9625333333,14.6304666667,52.1658666667,11.9921333333
589.76,13.2662666667,55.3176666667,39.9792,48.0368666666,14.1994,12.5661,13.9144,14.6282666667,52.109,11.9716666667
590.09,13.2968,55.3614,39.9909333333,48.0914666667,14.2453333333,12.6023333333,13.9439333333,14.662,52.1406,12.0187333333
590.43,13.2094,55.2745333333,39.9112666666,48.0326666667,14.1919333334,12.5218666667,13.8598666667,14.5741333333,52.0856666667,11.9490333333
590.77,13.2471333333,55.3159333333,39.9611333333,48.0634,14.2274,12.5615666667,13.8738666667,14.6312,52.1457333333,12.0172
591.11,13.2342666667,55.3686,39.9691333333,48.1167333333,14.1984,12.5504333333,13.8406666667,14.6290666667,52.2352,12.0199666667
591.44,13.2287333333,55.3619333333,39.9677333333,48.1179333333,14.1922666667,12.5637666667,13.8121333333,14.6139333334,52.1816666667,12.0181333333
591.78,13.1831333333,55.3679333334,39.9294,48.117,14.1725333333,12.5374666667,13.8082666667,14.6029333333,52.135,11.9872666667
592.12,13.1579333333,55.4105333333,39.9200666667,48.0930666666,14.1407333333,12.5000666667,13.7942,14.5856,52.1418666667,11.9577666667
592.46,13.1917333333,55.3971333333,39.9622666667,48.0584,14.1491333333,12.5133,13.8356,14.6053333333,52.1752,11.951
592.79,13.2148,55.4997333333,40.0338,48.1258,14.164,12.5408,13.8872666667,14.6383333333,52.2232666667,11.9964
593.13,13.2012,55.4907333333,40.0362,48.1112666667,14.1622666667,12.5643666667,13.8888666667,14.6386,52.2164666667,12.0166333333
593.47,13.1911333333,55.4544666667,40.0064666667,48.1094,14.1255333333,12.5621666667,13.8575333333,14.61,52.2328,12.0026666667
593.80,13.1219333333,55.4046666667,39.9702666667,48.0545333333,14.0433333333,12.4788,13.7739333333,14.5296,52.2028,11.9136666667
594.14,13.1182,55.3616666667,39.9550666667,47.9928,14.0105333333,12.4859666667,13.8057333333,14.5226666667,52.1181333333,11.9086
594.48,13.1231333333,55.3118,39.9337333333,47.9822,14.0079333333,12.4840666667,13.8008666667,14.5053333333,52.0620666667,11.9012666667
594.81,13.1863333333,55.3335333333,39.9836666666,47.9983333333,14.049,12.5622666667,13.8712,14.5508,52.0538666667,11.9508333333
595.15,13.2564666667,55.4275333333,40.0456,48.0894,14.0808666667,12.5944,13.9444666667,14.5935333333,52.1611333333,11.9606666667
595.49,13.2558,55.4354666667,40.0639333333,48.1265333333,14.0882666667,12.6325,13.9406666667,14.5996,52.17,11.9771666667
595.82,13.2112,55.3621333333,40.0382,48.1324666667,14.0711333333,12.6102333333,13.8958666667,14.5709333333,52.1411333333,11.9419333333
596.16,13.2136,55.4082,40.0521333333,48.1915333333,14.064,12.6192,13.9144,14.5678,52.1724,11.9609
596.50,13.2262,55.4039333333,40.0513333333,48.1746,14.068,12.6123666667,13.8996666667,14.5564,52.1777333334,11.9538
596.83,13.2777333333,55.5022,40.1044666667,48.2418666667,14.1115333333,12.6578666667,13.9434,14.6105333333,52.2595333333,11.9844333333
597.17,13.3291333333,55.5526,40.1694,48.2703333333,14.1841333333,12.7141,14.0112666667,14.675,52.2894666667,12.0414666667
597.51,13.3628,55.5635333333,40.1965333333,48.3172666667,14.2607333333,12.7758666667,14.0771333333,14.7324666667,52.3102,12.1227666667
597.84,13.4318666667,55.6849333333,40.2876666667,48.4334,14.3289333333,12.8315666667,14.118,14.7902,52.4447333333,12.1775666667
598.18,13.4363333333,55.7508,40.3414666667,48.4671333333,14.3496,12.8529666667,14.1632,14.8195333333,52.5442,12.2319333333
598.52,13.4496,55.7554666667,40.3448,48.5126666667,14.4028666666,12.8797333333,14.176,14.8398,52.5542,12.2555666667
598.85,13.4152666667,55.7174,40.3026,48.5024666667,14.4294,12.9024333333,14.1782,14.8278,52.5497333333,12.256
599.19,13.3934,55.6999333333,40.2925333333,48.4966666667,14.4000666667,12.8596666667,14.1553333333,14.8120666667,52.5732666667,12.2297
599.53,13.4115333333,55.7047333333,40.2952,48.4333333333,14.3796666666,12.8542666667,14.1576666667,14.8174666667,52.5837333333,12.2281666667
599.86,13.3442666667,55.6024,40.2122666667,48.3226,14.3288666667,12.8231,14.0908,14.766,52.4746666667,12.1601666667
600.20,13.3077333333,55.4914666667,40.1904,48.2897333333,14.3025333333,12.8108333333,14.0708666667,14.7518666667,52.3665333333,12.1550666667
600.53,13.3067333333,55.4392,40.1976,48.2996,14.3135333333,12.8372333333,14.1106666667,14.7682666667,52.3538,12.1529333333
600.87,13.289,55.3880666666,40.1549333333,48.2874666667,14.276,12.8321333333,14.1143333333,14.7534666667,52.2984666667,12.1357333333
601.21,13.3537333333,55.4289333333,40.1966666667,48.2810666667,14.3035333333,12.8605666667,14.1404,14.8043333333,52.3174666667,12.1672666667
601.54,13.3477333333,55.4206666667,40.1754,48.2902666667,14.2957333333,12.8529,14.1456666667,14.8226,52.2818,12.1855333333
601.88,13.3368666667,55.4002,40.1258,48.2632,14.2841333333,12.8539333333,14.1518666667,14.8196,52.1402,12.1332
602.21,13.3145333333,55.4183333333,40.1176,48.2312666667,14.2195333333,12.7918666667,14.1048666667,14.7654666667,52.1455333333,12.0803666667
602.55,13.3517333333,55.4802,40.2079333333,48.2366,14.2581333333,12.8302,14.1569333333,14.8152,52.2156666667,12.1598333333
602.88,13.3858666667,55.5163333333,40.2285333333,48.2385333333,14.2955333333,12.8887,14.1886666667,14.8498666667,52.2367333333,12.2154333333
603.22,13.4153333333,55.5317333333,40.237,48.298,14.3488666667,12.9303333333,14.2338666667,14.8967333333,52.272,12.2560333333
603.56,13.4302666667,55.5166,40.2238,48.2851333334,14.3706666667,12.9413,14.2534666667,14.9177333333,52.2790666667,12.3021
603.89,13.4638666667,55.5708,40.2287333333,48.3386666667,14.3984666667,12.9673333333,14.2862,14.9290666667,52.3160666667,12.3033333333
604.23,13.4532,55.5468666667,40.1976666667,48.2950666667,14.3673333333,12.9435333334,14.2584,14.8964666667,52.2847333333,12.3043666667
604.56,13.4360666667,55.6230666667,40.2325333333,48.3192666667,14.3531333334,12.9192666666,14.2325333333,14.8674,52.3417333334,12.2773
604.90,13.3991333333,55.6238666667,40.2170666667,48.3262,14.3025333333,12.8914333333,14.2017333333,14.8356666667,52.3326,12.2275
605.23,13.4191333333,55.6462,40.2558666667,48.3445333333,14.2992666667,12.906,14.2271333333,14.8262,52.3904,12.2364333333
605.57,13.4901333333,55.7237333333,40.3465333333,48.4584,14.3611333333,12.9704333333,14.2678666667,14.8926,52.551,12.2949666667
