wavelength,Back_ConRufm,Belly_ConRufm,Breast_ConRufm,Crissum_ConRufm,Crown_ConRufm,DorTail_ConRufm,Rump_ConRufm,Throat_ConRufm,WingTip_ConRufm
203.85,143.3332,-84.9998666666,162.592733333,128.5185,92.5925333334,58.5184666667,61.6769601853,119.629666667,287.5925
204.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.60,-79.0476666667,226.9047,-80.0000666669,-11.4287,-3.33333333334,66.1902666667,50.5622027778,3.80946666674,-254.523733333
204.98,-44.4442666667,150.158666667,-41.5872666667,1.39997169413e-10,13.6508,31.4284666667,39.6649055556,2.22213333333,-190.158666667
205.36,7.38753333333,107.837833333,6.66673333334,30.5406000001,42.8828000001,40.3603333333,52.1070879628,35.6756666667,-78.8288666667
205.74,14.4444,106.6667,18.7301999999,38.5714666667,45.873,44.1268666666,50.5730546296,34.6031333333,-71.1110333333
206.12,7.99999999999,102.833333333,16.8333333333,31.1666666666,38.8333333333,45.8333333334,41.6087962964,26.1666666667,-83.9166666667
206.50,29.1428,143.238033333,43.0478,46.8570999999,72.1904666667,77.3334,65.8545796296,54.0952,-84.2857333333
206.87,32.1738,115.217366667,41.3043999999,53.4781333334,58.4058,69.4202666667,59.7786064815,63.4784,-61.8840333333
207.25,19.9999999999,144.3334,40.6666666667,58.9998666666,51.3333333333,82.0000666667,60.2345435185,83.3332666667,-130.6667
207.63,-55.0000000001,240.277833333,-5.00006666654,24.1666333334,-7.22226666648,88.8888666668,56.1111527779,115.555666667,-418.889133333
208.01,-11.4815333333,162.777733333,17.7777333332,28.1481666666,16.6667333333,71.4814,54.6501796296,85.9259333333,-254.999966667
208.39,-18.3333333333,163.125,16.25,0.2083333334,19.9999999999,60.4166666668,57.8298611111,77.5000000001,-290.833333333
208.77,-105.333333333,137.666666667,-74.6666666666,-91.0,-26.0000000001,4.66666666666,9.4074074074,-4.00000000012,-574.0
209.14,-236.190466667,162.8572,-135.238066667,-165.714433333,-114.2858,-20.0002,-66.8915361111,-46.6665333333,-917.619200001
209.52,-60.0,141.875,16.2499999999,0.8333333334,-12.9166666667,46.6666666667,41.5509259261,9.99999999994,-368.958333333
209.90,-120.0,197.333333333,2.66666666674,-23.6666666666,-43.9999999999,42.0,60.9907407408,8.00000000006,-605.333333333
210.28,-89.0908666666,183.9394,26.6667333333,3.0303333332,-18.7878666667,31.5151333332,93.4008185185,26.6666666665,-466.969466667
210.66,-35.1281999999,71.2819333332,21.7948666666,15.5128333334,-11.0256666667,17.4358666667,41.5348638888,17.4358,-179.487233333
