wavelength,Back_ConRufm,Belly_ConRufm,Breast_ConRufm,Crissum_ConRufm,Crown_ConRufm,DorTail_ConRufm,Rump_ConRufm,Throat_ConRufm,WingTip_ConRufm
354.74,6.6036,4.1671,2.76673333333,4.87506666667,4.2702,7.71133333333,8.5115537037,3.5156,7.4706
355.11,6.38733333333,3.93076666667,2.5226,4.62733333334,4.03153333333,7.51453333333,8.24429351852,3.2242,7.2172
355.47,6.43606666667,3.9401,2.57266666667,4.56896666666,4.052,7.4918,8.18784444444,3.1904,7.24133333333
355.83,6.5008,4.01446666667,2.5698,4.65873333333,4.11313333333,7.59506666667,8.15720185185,3.24826666667,7.2869
356.20,6.3798,3.79273333333,2.3732,4.49836666667,3.9684,7.48086666667,7.94105740741,3.08433333333,7.19783333333
356.56,6.61506666667,3.98133333333,2.62986666667,4.7347,4.18073333333,7.7044,8.13247314815,3.2588,7.40133333333
356.93,6.80273333333,4.182,2.82786666667,4.89749999999,4.37686666667,7.8948,8.25825092593,3.3912,7.51276666667
357.29,6.77086666666,4.1638,2.77026666667,4.90926666666,4.32093333334,7.8806,8.20015555556,3.34846666667,7.5045
357.66,6.78446666666,4.17436666667,2.808,4.92633333333,4.36266666667,7.91413333333,8.18512962963,3.29933333333,7.5583
358.02,6.54233333333,3.94036666667,2.5842,4.74189999999,4.14613333333,7.67726666667,7.97718148148,3.06113333333,7.37033333333
358.38,6.54113333333,3.87733333333,2.57533333333,4.73169999999,4.08946666667,7.65806666667,7.97196574074,3.0208,7.35466666667
358.75,6.59553333333,4.00456666667,2.57633333333,4.83386666667,4.1132,7.7478,7.97737592592,3.01893333334,7.45136666667
359.11,6.7904,4.20776666667,2.8138,4.99963333333,4.2986,7.94566666667,8.16926851852,3.20033333333,7.64036666667
359.48,6.79553333333,4.17936666667,2.78853333334,5.09383333333,4.336,8.01693333333,8.18634537038,3.18026666667,7.61206666667
359.84,6.7084,4.11263333333,2.70433333333,5.01536666667,4.253,7.922,8.20312407408,3.07773333333,7.54506666667
360.20,6.7582,4.21793333333,2.77646666666,5.08356666667,4.3038,7.97153333333,8.31618703704,3.1818,7.55946666667
360.57,6.70353333333,4.20856666667,2.68833333333,5.06069999999,4.2384,7.94653333333,8.27894351852,3.17313333333,7.52936666667
360.93,6.66,4.2471,2.582,5.03053333333,4.18446666667,7.91593333333,8.29693148149,3.15886666667,7.53756666667
361.29,6.64506666667,4.21943333333,2.54873333334,4.97193333334,4.1708,7.8276,8.27062685185,3.10346666667,7.49286666667
361.66,6.69413333333,4.2909,2.5836,5.01866666666,4.21166666667,7.81653333333,8.33944074073,3.17533333333,7.50736666667
362.02,6.8236,4.39763333333,2.6706,5.09160000001,4.31773333333,7.93326666666,8.49226851852,3.28093333333,7.65126666667
362.39,6.803,4.42473333333,2.62886666667,5.0633,4.30146666667,7.93626666667,8.49923240742,3.32906666667,7.68216666667
362.75,6.94186666667,4.56206666667,2.7876,5.16029999999,4.41566666667,8.02566666666,8.65736018518,3.4218,7.8173
363.11,6.9366,4.45383333333,2.6904,5.13636666666,4.38066666667,7.95533333333,8.66598981481,3.38493333333,7.81273333333
363.48,6.95026666667,4.466,2.67466666667,5.08856666667,4.33813333333,7.87106666667,8.68995648147,3.43413333333,7.85613333333
363.84,6.84673333333,4.34926666667,2.59306666667,4.9395,4.2284,7.68186666667,8.55883333333,3.3158,7.73053333333
364.20,6.8194,4.27673333333,2.5282,4.85193333333,4.1624,7.54846666667,8.49211203703,3.20366666667,7.66646666667
364.57,6.852,4.33543333333,2.57966666667,4.88766666666,4.2644,7.53913333333,8.58396574074,3.27573333333,7.69056666667
364.93,6.94146666667,4.36313333333,2.7074,4.99186666666,4.35466666667,7.59146666667,8.6151787037,3.35646666667,7.73043333333
365.29,7.085,4.54776666667,2.86446666667,5.17543333333,4.5406,7.73846666667,8.76477962964,3.528,7.90446666667
365.66,7.063,4.51773333333,2.81693333333,5.22253333333,4.5724,7.7866,8.79466388888,3.54053333333,7.84926666667
366.02,7.06586666667,4.59073333333,2.87706666667,5.29713333333,4.58086666667,7.79493333333,8.77344999999,3.52606666667,7.83193333333
366.38,7.15446666667,4.62443333333,2.9504,5.33409999999,4.6124,7.80333333333,8.7955074074,3.46886666667,7.82333333333
366.75,6.999,4.45776666667,2.78666666667,5.16480000001,4.49346666667,7.63473333333,8.63405185185,3.37413333333,7.6584
367.11,7.01693333333,4.6143,2.902,5.2093,4.5712,7.69066666667,8.67818148148,3.48186666667,7.6797
367.47,7.03226666667,4.6032,2.9062,5.27023333333,4.59986666667,7.71706666667,8.65979351852,3.45613333334,7.67216666667
367.84,7.2936,4.87373333333,3.16446666667,5.5679,4.85513333333,8.0178,8.92472592592,3.70073333333,7.9347
368.20,7.29506666667,4.92553333333,3.22073333333,5.59293333334,4.868,8.04626666667,8.97750833333,3.7816,7.9563
368.56,7.26166666667,4.77723333333,3.13026666667,5.49379999999,4.76193333333,7.8956,8.88270555555,3.65826666667,7.9127
368.93,7.2946,4.74296666667,3.11506666667,5.45129999999,4.74826666667,7.88766666667,8.93987037036,3.68646666667,7.95456666667
369.29,7.1902,4.55593333333,2.92793333333,5.27000000001,4.5568,7.79633333333,8.83718425925,3.52253333333,7.77236666667
369.65,7.27166666667,4.59646666667,2.99266666667,5.21433333334,4.58486666667,7.81093333333,8.87130925927,3.52086666667,7.8341
370.01,7.3058,4.60683333333,2.97246666667,5.15063333333,4.6,7.8234,8.8820537037,3.5438,7.8073
370.38,7.3444,4.67243333333,2.98053333333,5.1645,4.67846666667,7.85873333333,8.94301944444,3.6252,7.81883333333
370.74,7.5626,4.85156666667,3.13906666667,5.38646666666,4.87306666667,8.07493333333,9.18115833333,3.7964,8.02536666667
371.10,7.59786666667,4.8605,3.07593333333,5.42153333334,4.8776,8.09126666666,9.20775925927,3.79466666667,8.05506666666
371.46,7.5818,4.8951,3.1146,5.37733333333,4.87946666667,8.08953333333,9.23196018518,3.77133333333,8.0469
371.83,7.44926666667,4.755,2.97313333333,5.24786666666,4.72653333333,7.92293333334,9.06263333334,3.61926666667,7.94213333333
372.19,7.5176,4.8006,2.9826,5.32220000001,4.7816,8.0046,9.07546203704,3.63086666667,7.99320000001
372.55,7.7494,5.07893333333,3.23546666667,5.62306666667,5.023,8.25606666667,9.25171018518,3.81806666667,8.1909
372.92,7.7262,5.1368,3.22033333333,5.63729999999,5.013,8.169,9.22643981481,3.79853333333,8.11460000001
373.28,7.79926666667,5.29336666667,3.36893333333,5.79236666667,5.11693333333,8.24366666667,9.31342222221,3.96186666667,8.20436666667
373.64,7.77533333333,5.32996666667,3.33493333333,5.78946666666,5.09026666667,8.20633333333,9.27260092593,3.98793333333,8.19993333333
374.00,7.87366666667,5.4009,3.4614,5.88286666667,5.19086666667,8.23993333333,9.38443888888,4.16326666667,8.28383333333
374.37,7.93013333333,5.3807,3.4894,5.92439999999,5.2406,8.24073333333,9.42505185185,4.23513333333,8.3623
374.73,7.8248,5.2535,3.35433333333,5.79666666667,5.08046666667,8.0498,9.24567592592,4.137,8.14203333333
375.09,7.81106666667,5.22806666667,3.35933333333,5.74713333334,5.06046666667,8.00973333333,9.19110648147,4.0796,8.08630000001
375.45,7.90746666667,5.264,3.3976,5.82780000001,5.1412,8.07053333333,9.29188703703,4.15046666667,8.17720000001
375.81,8.0328,5.317,3.48126666667,5.88649999999,5.2398,8.1762,9.39896666666,4.2718,8.28746666667
376.18,8.05986666667,5.3595,3.551,5.92636666667,5.2742,8.16353333334,9.45196574074,4.30533333333,8.2938
376.54,7.86933333333,5.15803333333,3.35426666667,5.67666666667,5.07433333333,7.98953333333,9.31446296296,4.11366666667,8.065
376.90,7.83346666667,5.0986,3.2788,5.53200000001,5.0106,7.95373333333,9.22740092593,4.00026666667,7.99916666667
377.26,7.86793333333,5.09643333333,3.32386666667,5.53870000001,5.04746666666,7.95419999999,9.20435092593,3.9754,8.01906666667
377.63,7.9,5.09373333333,3.37786666667,5.59753333333,5.0766,8.01713333333,9.24346481482,3.94826666667,8.04053333333
377.99,7.892,5.08236666667,3.37693333333,5.60586666666,5.04473333333,8.04173333333,9.19168518519,3.85206666667,8.04873333333
378.35,7.84813333333,5.0616,3.39613333333,5.58250000001,5.01153333333,8.02613333333,9.18551944444,3.8172,8.01816666667
378.71,7.86233333333,5.07166666667,3.45166666667,5.5911,5.04126666667,8.06933333333,9.24086296296,3.8342,8.00633333333
379.07,7.8204,4.9873,3.4176,5.5824,5.0144,8.02466666667,9.21891759259,3.803,7.98583333333
379.44,7.7446,4.9219,3.33453333333,5.50573333333,4.9394,7.96073333333,9.15575925925,3.7262,7.85576666667
379.80,7.70906666667,4.95623333333,3.30166666667,5.52093333334,4.9306,7.931,9.16991111111,3.675,7.78433333333
380.16,7.73366666667,5.00113333333,3.3218,5.57223333334,4.9778,7.99573333333,9.21178981481,3.68506666667,7.82303333333
380.52,7.82686666667,5.09136666667,3.40126666667,5.70273333334,5.08273333333,8.069,9.3057462963,3.76353333333,7.94343333333
380.88,7.9362,5.1465,3.48993333333,5.8563,5.1788,8.16313333334,9.42751388888,3.85433333333,8.06026666667
381.24,7.8598,5.01486666667,3.32946666667,5.73456666666,5.0356,8.03666666667,9.38151759259,3.71773333333,7.95026666667
381.61,7.9554,5.12806666667,3.42493333333,5.86036666667,5.14466666667,8.08033333333,9.52159166667,3.83786666666,8.10303333333
381.97,7.968,5.1136,3.41113333333,5.84823333334,5.1774,8.04680000001,9.58382962963,3.87553333333,8.08856666666
382.33,8.02613333333,5.21173333333,3.43733333333,5.89129999999,5.22133333333,8.076,9.63363611113,3.91806666667,8.14006666667
382.69,8.0768,5.3074,3.51506666667,5.93943333334,5.30073333333,8.15386666666,9.70143611111,3.99086666667,8.2942
383.05,8.2244,5.51246666667,3.6766,6.04713333333,5.4248,8.26253333333,9.8317527778,4.1388,8.42153333334
383.41,8.3384,5.6362,3.799,6.14706666666,5.53853333333,8.38019999999,9.92540000001,4.24533333333,8.59313333334
383.77,8.34253333333,5.64563333333,3.84406666666,6.12216666666,5.55553333333,8.40786666666,9.94530185185,4.28173333333,8.60730000001
384.14,8.35673333333,5.60066666667,3.8436,6.06590000001,5.55773333333,8.37273333334,9.93636851852,4.2652,8.62740000001
384.50,8.26753333333,5.50606666667,3.77913333333,5.97483333333,5.467,8.26693333333,9.85638703703,4.197,8.53756666667
384.86,8.19113333333,5.48293333333,3.7256,5.95043333333,5.41526666667,8.20313333333,9.83473796296,4.15653333333,8.5496
385.22,8.31066666667,5.60386666667,3.86386666667,6.0769,5.54786666667,8.29726666667,9.94944629631,4.2914,8.69686666667
385.58,8.21206666667,5.51086666667,3.759,5.97996666667,5.44913333333,8.21939999999,9.84905277778,4.18473333333,8.56946666667
385.94,8.23913333333,5.5697,3.76193333333,6.02706666666,5.43486666667,8.24293333334,9.84283611112,4.1964,8.56196666667
386.30,8.16293333333,5.45356666667,3.69073333333,5.96630000001,5.35546666667,8.15326666666,9.74562870372,4.096,8.46
386.66,8.0872,5.3257,3.60866666667,5.8871,5.27786666666,8.01946666666,9.66977129629,4.00466666667,8.33816666666
387.03,8.01986666667,5.23723333333,3.53493333333,5.861,5.20953333333,7.9514,9.62501944444,3.95846666667,8.30753333333
387.39,7.96306666667,5.20066666667,3.5076,5.81156666667,5.1358,7.89066666666,9.56384537038,3.89906666667,8.21000000001
387.75,8.04033333333,5.2251,3.56893333333,5.86773333333,5.18013333333,7.90613333334,9.60470648149,3.92473333333,8.25329999999
388.11,8.02853333333,5.26136666667,3.56926666667,5.90799999999,5.1522,7.91893333333,9.62605833333,3.9318,8.22226666666
388.47,8.13153333334,5.3411,3.64846666667,6.01826666667,5.25373333333,8.0396,9.72756666667,4.02113333333,8.32176666666
388.83,8.1096,5.28193333333,3.62313333333,5.99580000001,5.23406666666,7.98586666667,9.66908148148,4.00053333333,8.22443333333
389.19,8.04006666667,5.2308,3.57713333333,5.95943333333,5.22073333333,7.97526666667,9.64036296296,3.94793333333,8.18893333334
389.55,8.1234,5.29436666667,3.6338,6.01543333333,5.2894,8.03153333334,9.69251111111,4.0244,8.24333333333
389.91,8.13546666667,5.26896666667,3.65446666667,5.99933333333,5.3304,8.0654,9.72020092591,3.99466666667,8.29979999999
390.27,8.167,5.3233,3.6458,6.02396666666,5.3474,8.11626666666,9.76709722223,4.01173333333,8.32076666666
390.63,8.21073333333,5.3785,3.6568,6.05606666666,5.3808,8.15113333333,9.82889999999,4.0296,8.34973333334
391.00,8.19766666667,5.3457,3.6202,6.00583333334,5.342,8.13413333334,9.81068333333,3.95913333333,8.31313333333
391.36,8.23306666667,5.32143333333,3.59713333333,6.03119999999,5.37126666667,8.12513333334,9.80850555556,3.96126666666,8.33713333334
391.72,8.22726666667,5.33116666667,3.5494,6.03173333333,5.3658,8.11006666667,9.80200000001,3.9492,8.33903333334
392.08,8.21046666667,5.29056666667,3.50826666667,5.99733333334,5.32753333333,8.05446666666,9.74634444444,3.9108,8.28433333333
392.44,8.2374,5.3677,3.54453333333,6.03186666667,5.34073333333,8.06986666667,9.78930555556,3.95046666667,8.29536666666
392.80,8.316,5.44793333333,3.60846666667,6.0798,5.40453333333,8.1444,9.8738537037,4.01246666666,8.3568
393.16,8.3182,5.47803333333,3.59386666667,6.09086666666,5.39446666667,8.1336,9.85666944445,4.02566666667,8.33916666667
393.52,8.30913333333,5.46026666667,3.5662,6.08333333333,5.3866,8.09586666666,9.86668981482,4.036,8.31366666667
393.88,8.27206666667,5.43636666667,3.51026666667,6.04916666667,5.32366666666,8.02186666667,9.84515555556,4.0266,8.25140000001
394.24,8.18393333333,5.34233333333,3.43713333333,5.97233333333,5.24473333333,7.92153333333,9.75813240741,3.94593333333,8.1698
394.60,8.1668,5.34023333333,3.43413333333,5.96509999999,5.22606666667,7.95206666667,9.72200185187,3.913,8.18613333333
394.96,8.22386666667,5.3903,3.48793333333,6.03159999999,5.2846,7.97293333333,9.7852675926,3.96906666667,8.2392
395.32,8.2554,5.48003333333,3.56226666667,6.09950000001,5.34186666666,8.02413333334,9.88344537038,4.07933333333,8.30816666667
395.68,8.23313333333,5.46336666667,3.56433333333,6.10353333334,5.31546666667,8.0132,9.87198333333,4.0942,8.30143333333
396.04,8.2842,5.51926666667,3.60193333333,6.14539999999,5.37106666667,8.03833333333,9.93310277777,4.147,8.39383333334
396.40,8.26906666667,5.46163333333,3.55233333333,6.09473333334,5.3618,7.97959999999,9.90263148147,4.11473333333,8.3778
396.76,8.31046666667,5.47073333333,3.59366666667,6.13909999999,5.39226666667,8.00386666667,9.92300277777,4.151,8.41463333333
397.12,8.34066666667,5.42916666667,3.6194,6.10523333333,5.37173333333,7.97866666667,9.94560277778,4.1436,8.40743333334
397.48,8.29406666667,5.35586666667,3.6116,6.06473333333,5.30726666667,7.94319999999,9.91058425926,4.07926666667,8.37043333333
397.84,8.33986666667,5.39083333333,3.68266666667,6.11669999999,5.36173333333,7.9902,9.95969907408,4.13906666667,8.43003333333
398.20,8.5226,5.54593333333,3.85673333333,6.30073333333,5.5312,8.18913333333,10.1272796296,4.33153333333,8.59083333333
398.56,8.54393333334,5.55626666667,3.8816,6.3369,5.5756,8.16773333334,10.1693972222,4.3908,8.58073333333
398.92,8.4996,5.56746666667,3.8546,6.3279,5.55533333333,8.16206666666,10.1173064815,4.3662,8.52376666667
399.28,8.4616,5.48986666667,3.80146666667,6.29689999999,5.5088,8.12766666667,10.0349231481,4.29033333333,8.45186666666
399.64,8.488,5.51626666667,3.85566666667,6.334,5.54713333333,8.15606666667,10.0861759259,4.31473333333,8.46916666666
400.00,8.54033333333,5.53673333333,3.91273333333,6.39883333333,5.59726666667,8.20686666667,10.1547824074,4.3658,8.49546666666
400.36,8.51073333333,5.52693333333,3.90273333333,6.38783333334,5.54286666667,8.19773333334,10.1205324074,4.34446666667,8.46026666667
400.72,8.44153333333,5.4834,3.81626666667,6.31789999999,5.4466,8.12993333333,10.0757074074,4.25453333333,8.39026666667
401.08,8.48133333333,5.56303333333,3.85313333333,6.36126666667,5.48173333333,8.15793333333,10.1015416667,4.3008,8.39136666667
401.44,8.49373333333,5.61066666667,3.85526666667,6.37823333334,5.50313333333,8.1654,10.1170037037,4.3064,8.38873333333
401.80,8.51553333333,5.64896666667,3.84946666667,6.38803333333,5.4996,8.1444,10.1327305555,4.28653333333,8.36866666667
402.16,8.50413333334,5.6618,3.8338,6.3783,5.458,8.08453333333,10.1159703704,4.234,8.3457
402.52,8.55039999999,5.72286666667,3.836,6.41076666667,5.497,8.12920000001,10.146487963,4.2494,8.3497
402.88,8.65373333334,5.8028,3.94706666667,6.49096666667,5.58133333333,8.21780000001,10.2398638889,4.35953333333,8.44973333334
403.24,8.67066666667,5.8164,3.94586666666,6.48913333334,5.59506666666,8.19740000001,10.2594898148,4.33,8.46173333333
403.60,8.61706666667,5.77876666667,3.8706,6.4194,5.53253333333,8.166,10.1922092593,4.26266666667,8.36806666667
403.95,8.65166666667,5.8079,3.89806666667,6.49553333334,5.57286666667,8.20919999999,10.2271296296,4.28686666667,8.42070000001
404.31,8.68346666667,5.7961,3.90646666667,6.49793333333,5.5932,8.22506666667,10.2501037037,4.30053333333,8.43016666667
404.67,8.78126666666,5.8854,3.98526666667,6.57956666666,5.69066666666,8.30100000001,10.3199009259,4.39973333333,8.49370000001
405.03,8.84773333333,5.9508,4.0722,6.67716666667,5.77786666667,8.39386666666,10.413187963,4.4872,8.60906666667
405.39,8.93999999999,6.02893333333,4.15393333333,6.77963333333,5.86406666667,8.47793333333,10.4762148148,4.56126666666,8.70813333333
405.75,8.90460000001,5.99476666667,4.1236,6.77586666667,5.8536,8.46833333334,10.4417972222,4.54313333333,8.71193333333
406.11,8.85986666667,6.00846666667,4.11173333333,6.77376666666,5.84186666667,8.45133333333,10.4517953704,4.55893333333,8.67986666666
406.47,8.88233333333,6.0199,4.14213333333,6.78206666666,5.8328,8.45966666667,10.4712388889,4.581,8.71546666667
406.83,8.82693333333,5.96946666667,4.09893333333,6.74793333334,5.79126666667,8.40266666667,10.4640962963,4.54826666667,8.63979999999
407.19,8.87793333333,6.02866666667,4.17266666667,6.8123,5.8412,8.46466666667,10.5302657407,4.61666666667,8.68616666667
407.55,8.99100000001,6.10493333333,4.2506,6.9019,5.92246666667,8.52753333333,10.6040787037,4.7076,8.80503333334
407.90,8.90473333333,6.05293333333,4.17046666667,6.78706666667,5.83593333333,8.44679999999,10.4983351852,4.638,8.71049999999
408.26,8.95099999999,6.15393333333,4.23953333333,6.85766666666,5.90353333333,8.50826666667,10.5431092593,4.69813333333,8.75540000001
408.62,8.90640000001,6.1405,4.25506666667,6.86640000001,5.89593333333,8.4954,10.5259537037,4.69513333333,8.7431
408.98,8.80873333334,6.04236666667,4.14806666667,6.77386666666,5.7994,8.41246666667,10.4151944445,4.56726666667,8.61926666667
409.34,8.7292,5.9423,4.0462,6.66566666667,5.71946666667,8.30406666667,10.3400833334,4.48786666667,8.52476666667
409.70,8.78866666667,5.9987,4.10846666667,6.71749999999,5.76213333333,8.33693333334,10.3816398148,4.51513333334,8.52919999999
410.06,8.82126666666,5.94506666667,4.08093333333,6.70263333334,5.77106666667,8.34426666667,10.352762037,4.48973333333,8.53033333333
410.42,8.84133333333,5.95176666667,4.1078,6.74686666667,5.7956,8.35266666666,10.3610240741,4.53353333333,8.5578
410.77,8.88759999999,5.95356666667,4.0952,6.78879999999,5.8098,8.36346666667,10.3647287037,4.52326666667,8.59523333333
411.13,8.86246666666,5.9113,4.0426,6.76446666667,5.78553333333,8.30813333333,10.3472324074,4.50506666667,8.55433333334
411.49,8.86973333334,5.92846666667,4.05926666667,6.7911,5.8218,8.32826666667,10.3781870371,4.51346666667,8.56596666667
411.85,8.90486666667,5.94653333333,4.11346666667,6.84580000001,5.866,8.35373333333,10.4284648148,4.5442,8.57963333333
412.21,8.86860000001,5.88696666667,4.0656,6.82453333333,5.82733333333,8.28853333334,10.4002185185,4.4974,8.53496666667
412.57,8.86686666667,5.87893333333,4.04813333333,6.79976666666,5.80626666667,8.28100000001,10.4146935185,4.48813333333,8.51493333333
412.92,8.87879999999,5.8783,4.04266666667,6.8087,5.83073333333,8.25960000001,10.4395601852,4.49513333333,8.52896666667
413.28,8.95933333333,5.98946666667,4.13593333333,6.89100000001,5.90986666667,8.35926666667,10.5281462963,4.56046666667,8.5999
413.64,8.93286666667,5.98333333333,4.11986666667,6.88213333334,5.9058,8.34273333333,10.518912963,4.5578,8.60306666667
414.00,9.02053333333,6.0886,4.21386666667,6.95376666666,5.96413333333,8.38766666667,10.6050842593,4.61013333333,8.66080000001
414.36,8.98753333333,6.08636666667,4.17353333333,6.92193333333,5.9272,8.34213333334,10.5780962963,4.55073333333,8.60539999999
414.72,8.9556,6.09316666667,4.18773333333,6.91566666666,5.913,8.34093333333,10.5653259259,4.54606666667,8.57066666667
415.07,8.97086666667,6.13686666667,4.2254,6.92530000001,5.91693333333,8.3872,10.5759583333,4.56406666667,8.58876666667
415.43,8.94666666666,6.09413333333,4.19333333333,6.89579999999,5.85906666667,8.33473333333,10.5354444444,4.53746666667,8.54510000001
415.79,8.975,6.12573333333,4.1986,6.90043333334,5.8686,8.34693333334,10.567787037,4.55986666667,8.57433333333
416.15,8.92626666666,6.11186666667,4.16346666667,6.84699999999,5.80933333333,8.32193333333,10.5383111111,4.53606666667,8.54046666667
416.51,8.93393333333,6.0999,4.16773333334,6.86500000001,5.81306666667,8.30999999999,10.5229564815,4.51546666667,8.55239999999
416.86,8.9442,6.1108,4.18573333333,6.88356666667,5.81426666667,8.31713333333,10.5448416667,4.54846666667,8.55903333334
417.22,8.8932,6.05823333333,4.13526666667,6.84073333334,5.76606666667,8.26846666667,10.4991685185,4.50246666667,8.52899999999
417.58,8.9152,6.05836666667,4.15593333333,6.85996666667,5.78546666667,8.29186666667,10.5313537037,4.5208,8.54143333334
417.94,8.85139999999,6.01496666667,4.10753333333,6.82040000001,5.74466666667,8.24419999999,10.4702972222,4.49033333334,8.47986666667
418.29,8.83226666667,5.99963333333,4.09613333333,6.80253333333,5.72926666667,8.22580000001,10.4503611111,4.4872,8.4714
418.65,8.83033333334,6.00983333333,4.0882,6.7952,5.7318,8.22513333333,10.450812037,4.4742,8.47299999999
419.01,8.80566666666,5.9987,4.0594,6.78163333333,5.70493333334,8.1934,10.4232953704,4.44666666666,8.45116666666
419.37,8.8054,6.0185,4.0564,6.80150000001,5.7138,8.18913333334,10.4423361111,4.44946666667,8.44526666667
419.73,8.76206666667,5.99866666667,4.03673333333,6.79533333333,5.6964,8.15860000001,10.4138694445,4.424,8.4091
420.08,8.77926666666,6.00946666667,4.0696,6.82646666666,5.735,8.17160000001,10.4365740741,4.43726666667,8.41479999999
420.44,8.77319999999,6.01386666667,4.07013333333,6.83663333334,5.7376,8.15826666666,10.4342555556,4.4332,8.40373333333
420.80,8.78373333333,6.04836666667,4.08526666667,6.85393333333,5.75226666666,8.17079999999,10.4505972222,4.4468,8.4037
421.16,8.79026666667,6.05533333333,4.1,6.86853333333,5.75533333333,8.17340000001,10.4559083334,4.45813333333,8.39236666667
421.51,8.82099999999,6.11096666667,4.12626666667,6.91433333333,5.7798,8.19846666667,10.4973074074,4.49786666667,8.41783333333
421.87,8.83933333333,6.12703333333,4.13773333333,6.9308,5.80093333333,8.21026666667,10.5271453704,4.50926666667,8.4398
422.23,8.82520000001,6.11736666667,4.12293333333,6.92613333334,5.796,8.19019999999,10.5114083333,4.4906,8.41883333333
422.58,8.82726666666,6.1181,4.11806666667,6.93173333333,5.79866666667,8.19026666667,10.5019453704,4.49806666667,8.40663333334
422.94,8.84146666666,6.12306666667,4.13333333333,6.95253333333,5.81133333333,8.18906666667,10.5113314815,4.5002,8.4072
423.30,8.81379999999,6.10933333333,4.11646666667,6.92893333333,5.7908,8.16786666667,10.4796453704,4.47786666667,8.3787
423.66,8.84173333333,6.14573333333,4.13013333333,6.94163333333,5.80093333333,8.18719999999,10.5018009259,4.49533333333,8.39806666667
424.01,8.83206666667,6.13873333333,4.10793333333,6.94223333334,5.7796,8.1726,10.4842231481,4.4752,8.38913333333
424.37,8.86146666667,6.18063333333,4.1186,6.96366666667,5.8156,8.203,10.509962963,4.4992,8.4074
424.73,8.86833333334,6.1829,4.1308,6.9823,5.83153333333,8.20333333333,10.5008546296,4.49826666667,8.41086666667
425.08,8.8926,6.214,4.146,7.00716666666,5.85613333333,8.21886666667,10.5096398148,4.51273333333,8.43050000001
425.44,8.83286666666,6.15303333333,4.09186666667,6.947,5.802,8.1582,10.4346268519,4.44973333333,8.37003333333
425.80,8.81313333334,6.14886666667,4.10026666667,6.94706666667,5.8046,8.14380000001,10.4297657407,4.44986666667,8.35216666667
426.16,8.87646666667,6.20673333333,4.17093333333,7.02733333334,5.86,8.216,10.5044287037,4.5118,8.40706666667
426.51,8.91186666667,6.2289,4.19653333333,7.05086666666,5.89326666667,8.22733333334,10.5437166667,4.5368,8.44629999999
426.87,8.94899999999,6.28446666667,4.22966666667,7.10216666667,5.93413333333,8.25593333333,10.5863324074,4.5898,8.47506666667
427.23,8.9952,6.33916666667,4.2784,7.1737,5.98353333333,8.31333333334,10.639162037,4.63493333333,8.53286666666
427.58,8.98286666667,6.3101,4.25926666667,7.17013333333,5.98033333333,8.29620000001,10.62905,4.6276,8.53046666667
427.94,9.02273333334,6.3605,4.291,7.20963333333,6.01386666667,8.31453333333,10.6590092593,4.66126666667,8.57353333333
428.30,8.98886666667,6.32956666667,4.26093333334,7.17903333333,5.97386666667,8.26786666667,10.6339638889,4.6188,8.55523333334
428.65,8.99,6.3566,4.24993333333,7.17989999999,5.96206666667,8.26280000001,10.6419703704,4.6286,8.56176666667
429.01,8.98986666666,6.37533333333,4.26433333333,7.19509999999,5.96433333333,8.23966666667,10.6712657408,4.63153333334,8.55536666666
429.37,9.02466666666,6.41916666667,4.30833333333,7.25066666667,6.0134,8.28133333333,10.7213518519,4.68886666667,8.61509999999
429.72,9.04859999999,6.4406,4.2976,7.26933333333,6.00753333333,8.30293333334,10.718637963,4.69,8.6593
430.08,9.01066666666,6.42353333333,4.27526666667,7.23353333334,5.9976,8.26139999999,10.6953416667,4.65273333333,8.62803333333
430.44,8.94566666666,6.38463333333,4.24326666667,7.20156666666,5.9486,8.20826666667,10.648112963,4.6042,8.56613333333
430.79,8.89966666666,6.34703333333,4.2102,7.16426666666,5.91053333334,8.18386666667,10.6199898148,4.56213333333,8.53113333333
431.15,8.8666,6.31626666667,4.1794,7.10826666667,5.879,8.13080000001,10.5966759259,4.52866666667,8.48676666666
431.50,8.85953333333,6.33533333333,4.21233333333,7.12619999999,5.88186666667,8.13420000001,10.5894092593,4.52566666667,8.47153333333
431.86,8.88466666666,6.36566666667,4.24246666667,7.15396666667,5.91486666667,8.16106666666,10.6215712963,4.54653333333,8.48896666667
432.22,8.90666666667,6.39023333333,4.28866666667,7.19983333333,5.93353333333,8.18453333333,10.6466,4.5924,8.4988
432.57,8.90766666667,6.40156666667,4.3076,7.22549999999,5.94333333333,8.19893333334,10.6601287037,4.59706666667,8.50783333333
432.93,8.91700000001,6.41863333333,4.31726666667,7.24763333334,5.96746666667,8.23100000001,10.6707379629,4.63,8.52603333333
433.29,8.93866666667,6.43983333333,4.32593333333,7.26263333333,5.9846,8.25073333333,10.6876277778,4.63013333333,8.53099999999
433.64,8.91426666667,6.42096666667,4.30133333333,7.25023333333,5.9616,8.21473333333,10.6642361111,4.60766666667,8.49603333333
434.00,8.90306666666,6.41676666667,4.2822,7.24723333333,5.94633333333,8.19066666666,10.6486935185,4.5904,8.47850000001
434.35,8.94659999999,6.46936666667,4.31693333333,7.29329999999,5.9822,8.21759999999,10.6793240741,4.61666666667,8.51733333333
