wavelength,Back_SicLuof,Belly_SicLuof,Breast_SicLuof,Crissum_SicLuof,Crown_SicLuof,DorTail_SicLuof,Patch10_SicLuof,Rump_SicLuof,Throat_SicLuof,WingTip_SicLuof
195.89,52.51133333,58.4475,93.379,94.40641667,79.56641667,14.61195833,82.64841667,78.08208333,36.05867042,46.57541667
196.27,52.77758333,66.80558333,106.3888333,105.1388333,76.389,2.777875,83.0555,79.3055,27.64238792,47.91666667
196.65,53.92158333,60.90683333,100.8579167,98.89708333,72.05875,2.451208333,72.91666667,75.61275,24.01665042,38.9705
197.03,58.1945,70.13891667,111.52775,105.9723333,81.38883333,-8.611041667,81.66658333,84.02775,18.22570833,36.80558333
197.4,57.08333333,73.05558333,109.72225,108.1943333,83.75,-12.56954167,85.13883333,83.61125,18.27375917,45.27775
197.78,69.95608333,88.158,144.5176667,148.2455833,106.7983333,-49.78070833,112.5001667,105.2631667,7.3180875,48.90341667
198.16,87.1795,104.1666667,183.3333333,199.6795,126.282,-94.551125,145.51275,145.83325,-6.900799167,41.66658333
198.54,87.65425,107.4074167,185.8024167,197.8394167,121.9136667,-85.03091667,143.21,150.0000833,4.961489167,55.5555
198.92,98.8095,119.4445833,237.3016667,241.6665,150.3969167,-108.73025,156.3491667,169.8413333,1.541762083,67.06358333
199.3,126.6666667,124.1666667,268.75,268.3333333,170.4166667,-88.95833333,162.5,210.8333333,22.21875,96.66666667
199.68,105.20825,101.0418333,212.5,244.0971667,141.6666667,-67.7085,147.5694167,174.9999167,22.91859958,96.52775
200.06,139.2856667,124.9999167,246.4286667,288.49225,156.7460833,-42.261875,187.3014167,211.5080833,41.22033792,134.92075
200.44,226.78575,187.5000833,367.26175,441.07125,283.9286667,-36.90470833,273.21425,336.9048333,72.91958833,220.8335
200.82,456.6666667,410,928.3333333,1048.333333,666.6666667,-245.8333333,663.3333333,843.3333333,42.54166667,558.3333333
201.19,1025,645.8333333,2133.333333,2533.333333,1341.666667,-737.5,1358.333333,1779.166667,9.270833334,1083.333333
201.57,-100.0000833,-5.952416667,-423.8095833,-563.09525,-170.238,351.7858333,-205.9525,-300.0000833,169.3154663,-49.99991667
201.95,43.05558333,69.44433333,-125,-231.2500833,-11.11116667,284.374875,-18.75008333,-59.02783333,206.4061438,81.94441667
202.33,75.92591667,78.70366667,-34.25908333,-96.29616667,29.62975,221.75925,40.27783333,17.59258333,184.6181242,101.85175
202.71,93.22916667,91.14583333,-29.16666667,-95.3125,32.29166667,219.53125,51.5625,-2.083333333,217.6744792,116.1458333
203.09,92.64708333,105.8825,-14.70591667,-88.23525,38.72541667,201.715875,47.05883333,-23.5295,217.2965,125.0001667
203.47,107.2916667,106.9445,27.08333333,-34.02775,57.2915,181.944375,59.72233333,10.76391667,179.6979179,116.6665833
203.85,102.6315833,97.58775,54.38608333,21.49125,74.12275,147.3685,88.81575,37.28083333,147.4164879,112.0614167
204.22,123.9583333,118.5416667,75.83333333,47.70833333,89.375,162.3958333,115,59.58333333,162.9520833,137.0833333
204.6,190.2778333,171.6666667,111.3889167,80.27783333,133.611,228.4721667,163.0555,96.94433333,226.2804929,190
204.98,202.299,182.4713333,129.3104167,90.22983333,143.6781667,227.8735417,176.1494167,107.1839167,231.2039708,214.3676667
205.36,259.1270833,224.9999167,167.4601667,121.8253333,172.2223333,284.9207083,223.01575,121.4285833,292.4385,273.4126667
205.74,211.8056667,184.375,118.75,93.40291667,128.1250833,243.5762917,180.90275,90.62508333,235.9217938,208.6806667
206.12,185.606,162.8788333,79.92425,56.0605,102.2728333,228.9773333,150.7575833,43.18191667,201.3768979,162.1211667
206.5,158.8889167,140.5555833,58.33325,50.55566667,90.55566667,185.9724167,118.8888333,37.5,160.0986167,112.7778333
206.87,141.8860833,127.6315833,63.37716667,59.21041667,83.55266667,172.6972917,110.3070833,56.35975,139.4089138,107.6755833
207.25,133.4965833,115.8496667,76.30725,71.24175,91.33983333,161.6830833,110.7843333,71.0785,129.4779808,107.6798333
207.63,137.4214167,117.9244167,83.96233333,84.1195,106.761,164.701125,116.8238333,78.93083333,139.3592971,114.78
208.01,150.1633333,121.8954167,87.25475,89.05233333,108.1698333,164.7877083,116.5031667,82.51625,144.1119696,113.2351667
208.39,137.71925,109.7954167,86.25733333,84.79541667,98.83041667,156.2864583,106.8714167,77.19291667,137.0145704,102.3391667
208.77,110.7905,91.34616667,79.38025,76.38875,83.97416667,128.3121667,88.35475,67.41441667,108.5293742,87.8205
209.14,92.97766667,76.59175,68.44575,63.48316667,69.19466667,113.5299167,79.02616667,57.30341667,94.3782675,70.97383333
209.52,86.91758333,70.34033333,56.80991667,56.18275,61.9175,109.5877083,73.387,49.82083333,88.47802125,63.53033333
209.9,83.25241667,68.68925,57.44333333,55.25891667,63.59216667,102.9531667,71.84466667,48.301,83.63753,64.56308333
210.28,89.58341667,73.23716667,58.89408333,59.375,67.94858333,103.405625,75.40075,50.96158333,89.05931625,73.55766667
210.66,89.89366667,75.08858333,62.32266667,59.04266667,68.08508333,103.5460417,78.45741667,47.78366667,93.4481475,78.81208333
211.03,82.58333333,70.25,59.83333333,53.5,65.83333333,94.45833333,69.5,46.08333333,83.9525,75
211.41,84.21983333,72.42908333,58.95391667,56.82616667,68.43966667,97.82795833,70.39016667,51.4185,84.68346667,75.53191667
211.79,82.61641667,72.84958333,60.30475,56.18291667,64.8745,97.31166667,69.35483333,53.49458333,82.42926083,77.5985
212.17,81.54125,76.43375,59.49825,54.03225,69.62375,99.193625,71.2365,57.34783333,82.59416958,82.43725
212.55,85.41666667,77.8985,62.04716667,52.80808333,76.35883333,97.14683333,70.471,58.78608333,82.35093208,84.058
212.92,84.18566667,77.65158333,59.75391667,46.49608333,75.00008333,95.9755,68.37125,54.64016667,83.77520458,85.70066667
213.3,98.74033333,91.18216667,70.15508333,59.1085,85.36816667,106.3469583,78.10083333,67.82941667,93.40988875,95.05808333
213.68,88.75783333,83.41191667,69.26091667,57.78308333,78.53766667,91.5095,71.54091667,63.52208333,82.57562125,83.17608333
214.06,89.23608333,86.19783333,71.2675,57.98616667,77.17008333,92.01383333,71.52775,63.455,84.01216667,82.63891667
214.44,85.82375,85.82358333,72.79683333,51.62833333,73.75483333,90.13416667,70.40233333,61.01525,80.89230042,81.80075
214.81,87.86233333,84.14858333,74.27533333,53.53258333,76.90208333,92.07420833,68.29716667,65.5795,74.74283125,81.70283333
215.19,100.6860833,90.9805,79.50975,61.66683333,86.07833333,98.57858333,79.60783333,70.98025,83.41762083,85.98016667
215.57,98.44433333,91.55541667,79.66658333,53.55558333,84.33333333,92.77795833,77.22208333,61.77766667,80.55276667,86.00008333
215.95,97.71683333,90.52516667,78.19633333,48.05933333,84.9315,91.32425,75.91325,61.75791667,78.77796875,79.90866667
216.32,99.58341667,95.83325,85.41658333,50.55558333,89.30541667,103.40275,82.22208333,63.74991667,85.808395,79.58333333
216.7,98.87825,102.08325,86.85908333,53.04466667,91.18583333,114.5832917,93.10883333,67.14741667,91.55213042,82.85233333
217.08,115.0325833,122.5490833,94.93466667,72.22208333,105.719,126.4705,109.8039167,86.60125,102.1666263,95.7515
217.46,112.5816667,119.281,92.15691667,72.71241667,106.04575,128.4314167,105.22875,89.70583333,109.1142992,102.6143333
217.83,163.5659167,166.8604167,135.2713333,112.0155,154.4574167,185.1745417,150.969,143.9924167,157.4564913,153.1006667
218.21,185.7143333,188.09525,155.1586667,130.3571667,180.9523333,208.1349583,166.8650833,162.1030833,178.7659463,174.2061667
218.59,151.4620833,152.193,131.5789167,114.7658333,155.70175,174.8537917,142.1055,140.05875,150.2324608,137.1345833
218.97,121.6145,128.64575,108.5936667,96.35391667,129.4269167,144.270625,123.9580833,120.0518333,134.0618288,115.8853333
219.34,106.2221667,116.889,103.6665833,84.77775,115.889,130.111,109.4445,108.4444167,120.0338242,104.7776667
219.72,108.7719167,115.24125,99.23233333,84.649,112.6095,132.511,107.7850833,111.4035833,121.5236383,101.535
220.1,107.0946667,108.3334167,95.72075,82.77033333,108.4459167,131.3625833,103.71625,108.3335,120.4336713,99.32425
220.47,100.0958333,95.68975,83.52483333,73.27591667,92.04975,113.0268333,86.30266667,96.6475,102.6288438,91.18775
220.85,113.4616667,105.2350833,91.23941667,81.51716667,102.6708333,126.656,90.91891667,106.517,111.6944279,103.205
221.23,118.1714167,105.6713333,98.72683333,84.25925,113.426,135.5324167,95.60191667,112.037,117.5601442,112.0370833
221.61,121.5609167,109.5239167,103.1745833,81.4815,121.03175,138.095125,97.22233333,112.963,110.4458017,119.1798333
221.98,115.678,99.29391667,93.36158333,72.59891667,115.3955,128.1779583,92.09033333,101.27125,99.73735417,113.9830833
222.36,98.2395,81.45541667,77.23,59.74166667,90.25833333,103.7559167,81.10333333,84.155,78.75765542,94.24883333
222.74,114.3939167,94.19191667,88.38375,73.61108333,98.48475,114.2044167,90.27775,94.57075,83.74364833,112.2475
223.11,135.7143333,113.8393333,104.9108333,87.0535,112.35125,136.9048333,110.1190833,105.3571667,96.36463667,131.3988333
223.49,195.5729167,166.40625,146.6145833,118.2291667,157.8125,205.9895833,166.6666667,147.3958333,138.9101563,191.9270833
223.87,224.1935,193.2794167,188.70975,148.11825,187.0966667,224.059125,197.3118333,169.6236667,165.6855029,222.3119167
224.24,203.2405833,184.25925,170.6019167,136.8055833,171.75925,194.7915417,180.5555,146.9906667,149.582055,206.0185833
224.62,213.09525,198.8095,179.52375,152.8570833,200.7143333,207.0236667,200,143.33325,165.5190417,221.66675
225,149.1988333,145.8335,126.9230833,112.1795,138.94225,138.30125,143.1089167,101.6025,117.766735,151.1219167
225.38,159.2804167,167.2348333,135.22725,125.947,140.9090833,143.5604167,151.1365,102.6516667,130.6495363,152.2726667
225.75,177.1825833,184.3254167,148.0158333,138.0954167,150.9921667,150.2975833,173.2143333,116.46825,153.8730338,154.16675
226.13,272.4636667,306.8840833,236.9565833,216.66675,238.40575,228.8043333,278.9856667,185.50725,260.6320963,243.8406667
226.51,-1663.888833,-2022.222083,-1505.555583,-1375,-1561.111167,-1462.499875,-1783.33325,-1199.999917,-1765.638904,-1575
226.88,-117.2839167,-150.926,-104.321,-93.51841667,-119.1358333,-104.1668333,-140.1234167,-74.07416667,-147.1960375,-117.5925
227.26,-59.75166667,-70.922,-45.21283333,-43.43975,-64.53891667,-50.17716667,-65.4255,-37.76583333,-76.17098583,-61.17025
227.64,-51.14941667,-53.87933333,-35.63216667,-37.931,-55.02858333,-40.58895833,-48.99425,-31.75283333,-60.38650708,-57.18391667
228.01,-21.66666667,-27.5,-9.583333333,-13.75,-29.0625,-22.08333333,-21.875,-12.08333333,-31.32395833,-28.02083333
228.39,-5.685583333,-12.30516667,-2.024833333,-5.996916667,-12.61683333,-8.177458333,-8.17775,-3.816166667,-16.56267583,-9.657416667
228.76,5.43475,-1.086833333,5.918083333,5.616,2.475666667,4.347958333,1.57025,4.951666667,-4.643097083,4.106166667
229.14,8.61425,5.196666667,9.737916667,10.67408333,8.84825,7.046,5.290416667,9.410166667,1.151051667,9.550583333
229.52,10.78433333,10.825,12.09158333,15.89058333,10.53941667,8.864458333,7.67975,11.88716667,6.821995417,14.134
229.89,17.36108333,16.37433333,16.30133333,20.50433333,15.49716667,14.18125,14.72966667,17.6535,13.77113917,19.26158333
230.27,20.01408333,19.83966667,18.5845,22.87308333,19.03758333,16.17858333,18.02666667,21.51325,17.8847075,23.74475
230.65,21.90866667,21.47175,20.53091667,24.32791667,20.63166667,17.92683333,20.49741667,23.11825,20.49818542,24.99983333
231.02,22.04016667,19.72333333,19.59466667,23.166,19.65891667,17.02075,19.98066667,21.81458333,20.49256125,25.09641667
231.4,23.02625,20.45741667,19.29833333,24.31091667,20.80208333,17.48116667,20.802,22.36841667,21.1569175,25.59525
231.78,19.9535,17.86191667,17.39716667,22.64283333,18.69183333,14.22625,18.65875,20.31875,18.5342725,24.60158333
232.15,16.84625,16.16375,14.36791667,20.94108333,16.12775,12.75145833,15.4095,18.21133333,14.2934775,22.09058333
232.53,14.3835,12.8615,12.51908333,20.2055,13.31808333,9.2845,11.4155,16.32416667,12.29609625,19.48258333
232.9,15.4365,13.29366667,13.76975,21.54775,14.20641667,10.11904167,13.84916667,17.53966667,14.89086375,21.50783333
233.28,17.5245,12.78591667,13.48025,21.28266667,11.88741667,9.354583333,15.31875,17.52458333,14.39759625,21.36433333
233.66,15.02591667,8.290166667,11.13983333,17.53016667,10.18983333,5.893541667,13.126,16.06216667,10.70183833,17.57333333
234.03,9.1185,2.1815,5.933666667,10.73308333,5.061083333,-1.766916667,6.762583333,11.12566667,4.36235375,12.30358333
234.41,7.01525,0.340166667,3.061416667,8.375833333,1.020583333,-3.167375,4.209083333,10.41675,1.856817917,8.418333333
234.78,5.258916667,-0.889916667,-0.24275,6.877,-1.779916667,-6.351083333,0.64725,9.627833333,-1.938499167,7.119916667
235.16,1.288083333,-6.60225,-4.227,4.347833333,-5.0725,-9.963916667,-2.576583333,7.125666667,-6.757168333,2.53625
235.54,-1.618166667,-11.28641667,-7.605166667,-1.82025,-8.737833333,-13.55179167,-5.744416667,4.611583333,-10.66979583,0.040333333
235.91,2.64975,-6.297916667,-4.685083333,0.537583333,-4.454666667,-10.08058333,-2.496083333,7.6805,-6.40338875,2.9185
236.29,5.707166667,-2.27575,-1.785666667,2.696166667,0.105083333,-7.247875,0.805333333,9.38375,-1.156133333,6.057333333
236.66,7.827166667,0.438416667,1.01225,5.398083333,3.5425,-4.841291667,4.85825,10.93125,0.60852375,7.253583333
237.04,7.926083333,3.414833333,2.56875,6.171583333,5.2005,-3.399041667,6.297,11.46625,0.8919025,6.954916667
237.41,7.11675,4.896583333,2.159333333,6.903833333,6.326083333,-2.81325,6.478083333,10.73583333,1.609606667,5.930666667
237.79,7.328583333,5.8215,1.329833333,7.092166667,5.526,-1.063875,6.708083333,9.426666667,1.9512575,4.314416667
238.17,5.5655,4.917583333,0.058916667,6.831666667,3.268583333,-1.796375,6.50775,6.831583333,0.726825,2.709
238.54,2.759083333,2.477583333,-2.055166667,5.039333333,1.323166667,-4.251,5.292916667,2.05525,-1.523898333,0.87275
238.92,2.939583333,2.481166667,-1.267583333,5.07,2.400083333,-2.832,5.34,1.591083333,-0.9628775,0.72825
239.29,5.14225,6.012583333,0.949416667,5.748916667,4.219333333,-0.355958333,6.381916667,2.18875,0.858292083,3.138083333
239.67,7.4075,8.07225,2.849,8.357,5.698083333,2.623416667,7.953416667,3.751166667,3.394184583,5.721666667
240.04,8.020833333,8.020833333,3.1875,8.791666667,5.5,5.40625,7.583333333,3.666666667,3.805208333,6.583333333
240.42,8.497333333,8.0415,3.026916667,8.679666667,4.996333333,6.373083333,8.077916667,4.631666667,3.814814167,6.747
240.79,9.29375,8.534583333,3.810416667,8.720583333,5.60725,7.357541667,9.030333333,5.978916667,5.427549167,8.194
241.17,8.402416667,7.008916667,3.049,7.2295,4.553083333,6.056958333,7.781583333,5.1325,4.980878333,7.491666667
241.54,8.594083333,6.917333333,3.60175,6.992166667,5.253333333,6.43325,8.0975,5.837083333,5.349875833,8.246416667
241.92,8.771416667,7.01925,3.908333333,6.33425,5.70525,6.300458333,7.670583333,6.559,5.3353925,8.580416667
242.29,10.07333333,8.831916667,5.443666667,7.4685,7.600833333,7.549916667,8.821916667,8.425,6.496609167,9.951166667
242.67,9.858833333,8.555333333,5.446,7.193833333,7.715416667,7.74425,8.36225,8.45875,6.399278333,9.839583333
243.05,9.68675,8.583583333,5.6265,6.813083333,7.823583333,7.679833333,8.5465,8.453833333,6.466987083,10.12241667
243.42,9.606583333,8.288833333,5.413,6.837666667,7.523166667,7.434125,8.511333333,8.6895,6.402825,9.909083333
243.8,8.931166667,7.498333333,4.711833333,5.959916667,6.89175,6.443583333,7.770666667,7.788166667,5.509205,8.966333333
244.17,8.263333333,6.693,3.917916667,5.08725,6.021,4.768791667,7.007083333,7.059416667,5.137362917,8.17625
244.55,7.6785,5.918333333,3.698916667,4.506833333,5.476333333,3.8435,6.028916667,6.539,4.866380833,7.601916667
244.92,7.214083333,5.46575,3.602916667,4.1095,4.730166667,3.505,5.15525,6.168333333,4.352074583,7.156916667
245.3,7.26825,4.848,3.105333333,3.678833333,4.185416667,3.41825,4.513083333,5.68975,3.912442083,6.561
245.67,6.670583333,4.438,2.829833333,3.189416667,3.33875,3.467666667,3.71875,5.069166667,3.5915325,5.937916667
246.05,6.505416667,4.2405,2.960333333,3.465083333,3.034083333,3.75125,3.680416667,4.6775,3.592135417,5.89
246.42,6.249916667,3.693583333,2.736583333,3.265666667,2.438,3.899375,3.260083333,4.38625,3.623300833,5.65325
246.79,6.72375,4.07575,3.136083333,3.644916667,2.741416667,4.574291667,3.468416667,4.97925,4.0660225,6.298083333
247.17,6.545583333,3.827416667,3.081333333,3.653083333,2.451583333,4.5955,3.125,4.888583333,3.95101,6.11925
247.54,6.182833333,3.644083333,2.973583333,3.537833333,2.316833333,4.5505,3.098583333,4.786333333,4.06949,6.206
247.92,6.741916667,4.308583333,3.679083333,4.21975,2.850166667,5.252791667,3.626,5.629416667,4.78819875,6.879416667
248.29,7.026916667,4.8135,4.097333333,4.55725,3.368083333,5.770375,4.006,6.12425,5.094745417,7.40025
248.67,7.035666667,4.791166667,4.0725,4.48,3.305333333,5.928875,3.927583333,6.128333333,5.159520417,7.570583333
249.04,6.832166667,4.724083333,3.865583333,4.310416667,3.069916667,5.939916667,3.640833333,5.87925,4.888615417,7.438833333
249.42,6.930833333,5.164583333,4.0685,4.6955,3.221416667,6.059791667,3.700083333,5.925833333,5.018534583,7.802083333
249.79,7.206166667,5.2655,3.983916667,4.781833333,3.181,5.775416667,3.500166667,5.836916667,4.97546125,7.78775
250.17,7.523,5.671166667,4.232666667,5.087,3.339833333,5.726333333,3.6375,6.150833333,5.2519125,7.980583333
250.54,7.139416667,5.523666667,4.00925,4.710166667,2.97575,4.932916667,3.082666667,5.666416667,4.86511875,7.561333333
250.92,6.6515,5.159833333,3.516,4.157083333,2.373583333,4.061958333,2.900333333,4.8425,4.404157083,6.695916667
251.29,6.773333333,5.58,3.46,4.286666667,2.653333333,3.98,3.26,4.813333333,4.533866667,6.906666667
251.66,7.127333333,6.11975,3.789833333,4.413416667,3.029083333,4.070916667,3.323583333,4.86575,4.541142917,6.928416667
252.04,6.197166667,5.2665,3.0105,3.743666667,2.4605,3.169083333,2.735583333,3.764916667,4.08038125,6.246416667
252.41,5.70625,4.65825,2.627083333,3.682166667,2.225166667,2.871125,2.476333333,2.964333333,3.645599583,5.60575
252.79,6.078916667,5.157,3.313333333,4.523083333,2.837916667,3.1655,3.284333333,3.428416667,4.22714625,5.98525
253.16,6.274,5.523666667,3.375916667,4.58225,2.920166667,2.864833333,3.5085,3.6555,4.671941667,5.92825
253.54,6.066583333,5.644416667,3.666583333,4.659416667,2.78525,2.907291667,3.70375,4.1185,4.743433333,6.000083333
253.91,6.137583333,5.980166667,4.443916667,5.28325,3.169833333,3.360875,4.488916667,4.841,5.292228333,6.549833333
254.28,5.898916667,5.74275,4.32275,5.430666667,2.949416667,3.179625,4.385083333,4.705083333,5.112579167,6.694666667
254.66,6.476083333,6.361916667,4.871333333,6.191,3.5355,4.101625,5.36,5.425166667,5.70793,7.331416667
255.03,6.963916667,6.922,5.754333333,7.249583333,4.385,4.926833333,5.956,6.535416667,6.2678825,7.720083333
255.41,6.406083333,6.485333333,5.262166667,6.84625,3.836583333,4.430625,5.52625,6.335833333,5.775077083,6.925333333
255.78,6.788083333,6.779333333,5.53775,7.404583333,3.947833333,5.167041667,6.029,6.939916667,6.10216125,7.333083333
256.15,7.710083333,7.541,6.4815,8.066333333,4.887916667,6.392333333,6.623833333,8.119583333,6.694408333,8.030583333
256.53,8.039083333,7.76225,6.533333333,7.606333333,4.7075,6.671875,6.689,8.636333333,6.785941667,8.350583333
256.9,8.08175,7.765333333,6.118166667,7.099916667,4.917166667,6.90525,6.5645,8.398333333,6.703727917,8.4875
257.28,7.71725,7.11625,5.802916667,6.841833333,4.979166667,6.71575,6.270333333,7.947416667,6.448340417,8.39275
257.65,7.598333333,6.7125,5.511833333,6.436916667,5.07225,6.630583333,5.984166667,7.670583333,6.270945417,8.313583333
258.02,7.8595,6.618,5.297833333,6.127166667,5.224666667,6.78175,5.935416667,7.408,6.20955375,8.35025
258.4,8.152916667,6.884333333,5.402083333,6.100333333,5.653833333,7.152833333,6.209666667,7.46375,6.454018333,8.708666667
258.77,7.955333333,6.45975,5.001833333,5.886416667,5.50025,6.995833333,5.795,7.099583333,6.098722083,8.595
259.15,7.669833333,6.2015,4.599,5.463583333,5.083583333,6.667291667,5.288416667,6.671083333,5.794451667,8.307333333
259.52,7.590416667,6.001833333,4.659583333,5.323916667,5.008916667,6.614541667,5.204166667,6.429833333,5.803008333,8.288916667
259.89,7.194166667,5.527416667,4.29775,4.899833333,4.70225,6.00025,4.783083333,5.838,5.41715375,7.8545
260.27,7.020083333,5.442416667,4.16975,4.745416667,4.502666667,5.722625,4.6895,5.619833333,5.2239075,7.73275
260.64,6.901166667,5.396166667,4.213833333,4.82025,4.485166667,5.6505,4.61,5.655166667,5.18251375,7.678166667
261.01,6.791166667,5.324833333,4.26525,4.739,4.359333333,5.558541667,4.60825,5.567833333,5.05511875,7.686583333
261.39,7.108083333,5.682166667,4.605916667,5.083333333,4.7185,5.852375,4.9435,5.898083333,5.290684583,7.986666667
261.76,7.2275,5.802,4.74625,5.056333333,4.871583333,6.055916667,5.075333333,5.92425,5.43305625,8.13275
262.13,6.649416667,5.347416667,4.27475,4.550333333,4.307916667,5.408791667,4.427333333,5.377333333,4.977274167,7.821833333
262.51,6.232666667,5.026083333,4.037666667,4.248333333,3.950416667,5.049583333,4.048583333,5.02975,4.656780417,7.515666667
262.88,6.218166667,5.1845,4.262083333,4.166666667,3.963916667,5.0195,4.150583333,5.0415,4.74241375,7.442916667
263.25,6.201916667,5.2565,4.416,4.157833333,4.20175,5.03775,4.368,4.98525,4.863452083,7.61975
263.63,6.041333333,5.33175,4.228916667,4.037166667,3.955583333,4.871666667,4.28175,4.852416667,4.779302917,7.403166667
264,6.293583333,5.764416667,4.5675,4.336166667,4.23325,5.384125,4.634166667,5.194166667,5.02924625,7.665416667
264.37,6.35675,5.886833333,4.594083333,4.700916667,4.24675,5.563458333,4.716833333,5.363166667,5.036552917,7.542666667
