wavelength,Back_TanVitf,Belly_TanVitf,Breast_TanVitf,Crissum_TanVitf,Crown_TanVitf,DorTail_TanVitf,Patch10_TanVitf,Patch11_TanVitf,Rump_TanVitf,Throat_TanVitf,WingTip_TanVitf
298.56,4.07833333333,7.49866666667,4.97191666666,3.31708333333,0.305166666668,5.73341666667,6.29225,2.76558333333,5.14491666667,5.80675,5.76291666667
298.93,3.554,7.25225,4.50991666667,2.88275,-0.223916666667,5.33308333333,5.71991666667,2.19625,4.81708333333,5.25708333333,5.496
299.30,3.05433333333,6.72116666667,4.02325,2.407,-0.662833333332,4.8295,5.23258333333,1.62025,4.2055,4.70933333333,4.84483333333
299.67,3.46791666667,7.12108333333,4.37816666666,2.598,-0.18125,5.09516666667,5.45775,1.92925,4.43858333333,5.01058333333,5.26425
300.04,4.07525,7.51408333333,4.59075,2.77358333333,0.3035,5.60133333333,5.60966666667,2.04591666667,4.83625,5.22708333333,5.55566666667
300.41,4.32675,7.2955,4.56175,3.04533333333,0.422749999999,5.71091666667,5.64233333333,2.02875,4.83933333333,5.07433333333,5.63825
300.78,4.13166666667,7.02625,4.33316666666,2.80708333333,0.109666666667,5.50425,5.22366666667,1.73241666667,4.60533333333,4.87716666667,5.58333333334
301.15,3.70075,6.49183333333,3.68316666667,2.37858333333,-0.506,5.14725,4.87225,1.35783333334,4.21983333333,4.30408333333,4.952
301.52,3.74208333333,6.45125,3.80458333334,2.61966666667,-0.451583333333,5.18591666667,5.06525,1.39925,4.35891666667,4.44825,5.061
301.89,5.09533333333,7.65183333334,4.601,3.43858333333,0.570166666666,6.30683333333,5.78558333333,2.45858333333,5.50058333333,5.287,5.95041666667
302.26,5.06475,7.63908333333,4.08258333333,3.6225,0.39375,5.82983333333,5.55558333333,2.53008333333,5.24141666667,4.90525,5.63941666667
302.63,5.75191666667,8.11791666666,4.85925,4.125,0.910333333332,6.10808333334,6.09066666667,3.0255,5.78275,5.27716666667,6.02016666667
303.00,4.92116666667,7.41091666667,4.263,3.636,-0.102916666667,5.472,5.67791666667,2.46291666666,4.88091666666,4.83158333333,5.32875
303.37,5.49141666667,8.029,4.70841666667,4.377,0.604083333333,6.0375,6.33733333333,3.12383333333,5.63466666667,5.47358333334,5.97925
303.74,5.28783333333,7.84441666667,4.714,4.355,0.11225,5.61541666667,6.32408333333,2.866,5.75891666666,5.19825,5.62875
304.10,4.79858333333,7.51033333333,4.46116666667,4.10591666667,-0.166333333333,5.30225,6.17016666667,2.74333333333,5.5135,5.19441666667,5.24366666667
304.47,4.73391666667,7.90475,4.52825,4.09516666667,-0.227916666667,5.1715,6.34591666666,2.84483333333,5.49291666667,5.39033333333,5.39466666667
304.84,4.68383333333,7.80941666667,4.11875,3.83633333333,-0.610583333334,4.98466666666,6.02783333333,2.52875,5.28508333333,5.08491666667,5.1075
305.21,5.10966666667,8.45575,4.92391666667,4.543,-0.0816666666668,5.477,6.50633333333,2.91983333333,5.65833333334,5.54041666667,5.54491666667
305.58,5.10691666667,8.58516666667,4.78675,4.25125,-0.366166666667,5.36333333333,6.338,2.64041666667,5.67441666667,5.05658333333,5.52341666667
305.95,5.41733333333,8.98483333332,5.14841666667,5.04833333334,-0.131916666667,5.8775,6.97108333333,3.039,6.365,5.513,6.04625
306.32,4.9755,8.62416666666,5.11191666667,4.85291666667,-0.122666666667,5.8795,6.81575,2.6945,6.32041666667,5.37083333333,5.67516666667
306.69,5.15516666667,9.34000000001,5.16883333333,4.98383333333,0.266416666668,6.43291666667,6.925,3.17358333334,6.56816666668,5.548,5.95891666666
307.06,5.82183333333,9.77225000001,5.33633333334,5.12883333333,0.838583333335,6.81491666667,7.20775,3.66783333333,7.28283333333,5.80416666667,6.05583333333
307.43,5.57583333333,9.84416666667,5.21216666667,5.07366666666,0.649333333333,6.81383333334,7.05191666666,3.68833333333,6.99133333333,5.52375,5.99133333333
307.80,5.82858333333,10.044,4.9285,5.20033333333,0.976583333334,6.97066666667,7.14883333333,3.90125,6.98758333333,5.62066666667,6.177
308.17,6.29858333333,10.4919166667,5.36341666667,5.66816666666,1.25225,7.2745,7.65775,4.48175,7.41475,5.89875,6.57025
308.54,6.35375,10.7440833333,5.616,5.91441666667,1.11258333333,7.47466666666,7.56316666667,4.40666666667,7.656,6.17225,6.56741666667
308.90,7.25258333333,11.583,6.65158333333,6.8455,2.0585,8.36008333333,8.75950000001,5.51366666667,8.52358333333,7.24141666666,7.55341666667
309.27,7.25075,11.3275833333,6.62716666667,6.60508333333,2.084,8.02883333333,8.48383333333,5.64725,8.49108333334,7.34625000001,7.493
309.64,7.4055,11.2365833333,6.74458333334,6.836,2.31258333333,8.06966666667,8.53383333334,5.76766666667,8.27708333334,7.60225,7.49683333334
310.01,7.33216666666,11.2075,6.91325,6.66791666667,2.5405,7.785,8.38108333333,5.72475,8.27866666666,7.74074999999,7.35933333333
310.38,7.58333333334,11.43,7.06,6.79,2.66666666666,7.96666666667,8.55000000001,5.91666666666,8.52333333333,7.99333333334,7.62333333333
310.75,7.87166666667,11.5439166667,7.40375,7.18941666667,2.7955,7.93108333333,8.85091666668,6.01266666667,8.93666666666,8.36625,7.88175
311.12,7.97191666667,11.6080833334,7.47066666667,7.334,3.00783333333,7.98841666667,8.92583333333,6.123,9.056,8.40491666666,8.14133333333
311.49,8.1335,11.52375,7.56675,7.30483333333,2.93833333333,7.89433333334,8.93949999999,5.89308333333,9.05399999999,8.45783333334,8.04516666667
311.85,7.61291666666,11.337,7.48125,6.955,2.47716666667,7.6885,8.58341666667,5.425,8.64916666668,8.05700000001,7.751
312.22,7.77583333333,11.55125,7.77275,7.22533333333,2.98566666666,7.82233333334,8.7745,5.75916666667,8.69166666669,8.06458333333,8.0315
312.59,8.0335,11.46425,7.73366666667,7.11091666667,3.20083333333,7.76375,8.98275,5.91866666667,8.70308333333,7.96025000001,7.96691666667
312.96,8.01566666667,11.6461666667,7.70508333333,7.08008333333,3.29916666667,7.69133333333,8.92783333333,5.78208333333,8.64416666667,7.79374999999,7.72883333333
313.33,8.21766666667,12.043,7.58725,7.44016666666,3.41883333333,7.997,9.10058333333,5.75525,8.74333333334,8.06708333333,7.83233333333
313.70,7.75358333333,12.2300833333,7.32483333334,7.23491666666,3.22291666667,7.93358333334,9.14733333332,5.64308333333,8.82675,7.65983333333,7.65275
314.07,7.235,11.9433333333,6.73408333333,6.71925,2.55633333333,7.49125000001,8.73025000001,5.04233333333,8.12191666668,6.96416666666,7.09041666667
314.43,7.39566666667,12.16725,6.976,6.98733333334,2.73741666667,7.52433333333,8.70008333333,5.30483333333,7.86450000001,7.131,7.05925
314.80,7.48933333333,12.2621666667,7.00975,7.00575,2.77775,7.85366666667,8.74,5.29858333333,7.80775,7.13625,6.85225
315.17,7.48966666667,12.5350833333,7.37258333334,7.23991666667,2.84675,7.94666666666,8.82158333334,5.38508333333,7.82958333334,7.36866666666,6.69708333333
315.54,8.18266666667,13.1835833333,7.75458333333,7.71516666666,3.46741666667,8.14308333334,9.26083333334,5.77341666666,8.2225,7.69125,6.97008333334
315.91,9.04925,14.1171666667,8.43666666666,8.40491666667,4.22433333334,8.79075000001,9.98016666666,6.56725,9.19649999999,8.6515,7.49816666667
316.28,9.40333333332,14.4828333333,8.61575,8.75500000001,4.31191666667,9.18850000001,9.96424999999,6.52341666667,9.69775000002,9.22425000001,7.59741666667
316.64,9.26466666666,14.6386666667,8.63974999999,8.63991666668,4.06375,9.10341666666,9.7565,6.4625,9.64766666666,9.16800000001,7.61174999999
317.01,8.73516666667,14.1459166666,8.23583333334,8.26025,3.63308333334,8.61341666666,9.23450000001,6.00733333333,9.51033333333,8.92591666666,7.26566666667
317.38,9.01674999999,14.66875,8.69550000001,8.52466666668,3.98358333333,8.85816666668,9.68841666666,6.38408333333,9.99358333333,9.04141666666,7.64158333334
317.75,9.398,14.7344166667,8.83083333333,8.90049999999,4.1235,8.77733333334,9.63241666666,6.35583333333,10.2615,9.59133333333,7.77825000001
318.12,9.80066666666,15.3303333333,9.41950000001,9.52200000001,4.61966666667,9.34991666666,10.1083333333,7.12,11.03875,10.2886666667,8.55066666668
318.49,9.64583333335,15.3665,9.43533333334,9.46024999999,4.50716666667,9.31575,10.133,7.10325,11.4825,10.27325,8.46549999999
318.85,9.38783333332,15.0705,8.97450000001,8.99099999999,4.05308333333,8.75108333333,9.77658333333,6.91075,11.0835833333,9.84283333333,8.18433333333
319.22,9.60041666667,15.3005,9.32408333334,9.08858333333,4.309,9.04741666667,9.91000000001,6.9385,11.5403333333,10.302,8.51066666668
319.59,9.27891666666,15.2543333333,9.30783333334,8.95683333332,4.08825,9.20458333333,9.67124999999,7.06966666667,11.5171666667,10.3360833333,8.68849999998
319.96,8.89075,14.9734166667,9.09716666666,8.84533333334,3.88583333333,8.85358333334,9.593,6.88808333333,11.1950833333,10.1338333333,8.67608333334
320.32,8.46166666668,14.669,8.594,8.34575000001,3.412,8.23408333333,9.24333333334,6.60466666667,10.76925,9.53249999998,8.37066666667
320.69,8.44466666666,14.7608333333,8.62625,8.67575000001,3.66741666667,8.38275000001,9.28625,6.59658333333,11.0891666666,9.78150000002,8.58091666667
321.06,8.73508333333,15.3261666667,8.96041666666,9.14900000001,4.13991666667,8.80049999999,9.57941666668,6.88225,11.2148333333,10.0876666667,9.17358333333
321.43,7.96783333334,14.632,8.45516666666,8.25208333334,3.46833333333,8.0045,8.86533333332,6.06333333333,10.4044166667,9.40141666668,8.47950000001
321.80,7.96108333333,14.7294166666,8.70966666667,7.94900000001,3.57833333334,8.04516666667,8.75750000001,6.04383333333,10.4346666667,9.39383333334,8.45741666665
322.16,7.69658333333,14.45975,8.29766666667,7.68075,3.34608333333,7.53441666667,8.50341666666,5.52541666667,9.99441666667,8.97408333334,7.87058333333
322.53,7.90875,14.5005833333,8.384,7.52291666667,3.51025,7.51125,8.68016666666,5.46583333334,9.85291666666,8.96449999998,7.81116666667
322.90,7.78366666667,14.426,8.40191666667,7.46283333333,3.67233333334,7.53175,8.65016666668,5.4435,9.87933333333,9.15024999999,7.85233333333
323.27,8.12608333333,14.7713333334,8.46674999999,7.75208333334,3.98333333333,7.47433333333,8.91083333334,5.653,9.97716666668,9.2885,8.12233333333
323.63,7.37775,14.2181666667,7.76,6.95225,3.25258333334,6.55558333333,8.27191666667,4.83925,9.31408333333,8.69033333334,7.32733333333
324.00,7.70758333334,14.4489166667,7.70075,7.12425,3.64825,6.678,8.51966666666,4.917,9.47216666667,8.85691666667,7.41950000001
324.37,7.86975,14.5756666667,7.88358333334,7.17975,3.98991666667,6.90841666667,8.73166666666,5.0095,9.66199999999,9.24341666667,7.46125
324.74,8.15625,14.90725,8.26983333333,7.24158333333,4.50058333333,6.94783333333,9.00100000001,5.26833333333,9.92249999999,9.50516666667,7.61225000001
325.10,7.89491666667,14.442,7.94366666667,6.77775,3.98491666667,6.45291666667,8.67741666667,4.81941666667,9.53508333335,9.32058333332,7.216
325.47,8.50516666667,15.00175,8.46716666667,7.42933333334,4.58041666667,7.14925,9.21183333333,5.47183333333,10.17625,10.065,7.82091666668
325.84,8.56466666667,15.06675,8.51158333334,7.56466666667,4.58066666667,7.10233333333,9.24566666667,5.50866666667,10.0205,10.1110833333,7.87091666666
326.21,8.64441666667,15.2001666667,8.80166666667,7.63083333334,4.70416666666,7.18116666666,9.20208333334,5.68708333333,10.071,10.4191666667,8.10225
326.57,8.31808333334,14.8775833333,8.48033333334,7.2395,4.4025,6.823,8.67958333333,5.24825,9.73649999999,10.1654166667,7.85533333334
326.94,8.12258333333,14.7726666667,8.39741666667,7.15116666667,4.03216666666,6.48241666667,8.30575,4.89358333334,9.39933333333,10.099,7.63083333333
327.31,7.93325,14.5001666667,8.201,6.79475,3.64666666667,6.26233333334,8.06558333333,4.619,8.94883333334,9.91816666666,7.34858333334
327.67,8.45891666667,15.0258333333,8.68616666667,7.4195,4.26033333333,6.94091666667,8.53575,5.26616666667,9.70124999998,10.4895833333,7.99916666668
328.04,7.90283333333,14.4989166667,8.42933333334,6.9925,3.72541666667,6.497,7.85933333333,4.70083333333,9.07658333333,10.0986666667,7.54674999999
328.41,7.61508333333,14.3770833333,8.2895,6.73391666667,3.23983333334,6.10966666667,7.52425,4.29683333333,8.66891666668,9.82633333334,7.27325000001
328.78,6.82175,13.80275,7.62858333333,6.10725,2.24516666667,5.70216666667,6.84083333334,3.80808333333,7.78483333334,9.28691666668,6.63983333333
329.14,6.79658333333,13.79725,7.91925,6.23708333333,2.297,5.76475,6.77066666667,4.005,7.9775,9.35874999998,6.77733333334
329.51,6.69133333333,13.7989166666,7.85208333333,6.17758333333,2.02883333333,5.35175,6.571,3.80741666667,7.74483333333,9.33466666666,6.61975
329.88,6.501,13.7095,7.61275,6.12616666667,1.806,5.2785,6.46191666666,3.69391666667,7.64850000001,9.27558333333,6.48791666666
330.24,6.851,13.9041666667,7.92025,6.578,2.288,5.707,6.8185,4.0755,7.84900000001,9.63308333333,6.669
330.61,7.60408333333,14.9223333334,8.70608333333,7.5815,2.79183333333,6.364,7.73591666667,4.94741666667,8.62566666665,10.4633333333,7.52033333332
330.98,7.89374999999,15.21775,8.999,7.87483333333,3.23841666667,6.79541666667,8.05625000001,5.18091666667,9.00525,10.8743333333,7.86841666667
331.34,7.78608333333,15.2385,9.07275,7.94966666667,3.1995,6.644,7.88041666667,5.068,9.15774999999,10.957,7.82383333333
331.71,7.70733333333,15.38675,9.2365,8.01566666667,3.2075,6.49583333333,7.93774999999,4.84566666667,8.98716666667,11.1016666667,7.81000000001
332.08,7.91983333333,15.7693333333,9.49708333333,8.0975,3.30758333333,6.652,8.15874999999,5.07466666667,9.30116666669,11.4020833333,7.87691666666
332.44,8.17483333334,16.02925,9.69191666667,8.34241666667,3.68641666667,6.98091666667,8.35133333333,5.25733333333,9.61991666667,11.5769166667,8.22566666667
332.81,8.49799999999,16.3254166667,10.027,8.57166666667,4.11066666666,6.94825,8.49783333332,5.26941666667,9.84175000001,11.87075,8.48624999999
333.18,9.19858333334,17.18925,10.4810833333,9.13591666667,4.97783333333,7.55366666667,9.28999999999,5.83733333333,10.3638333333,12.6113333333,8.99575000001
333.54,9.01458333333,17.0410833333,10.2703333333,8.87091666666,4.93525,7.47733333333,9.14141666666,5.642,10.0506666667,12.4745,8.75275
333.91,9.20333333333,17.2503333333,10.5264166667,8.98925,5.15341666667,7.605,9.32841666666,5.81491666666,10.17075,12.74175,8.86691666666
334.28,8.80441666666,16.9669166667,9.97791666666,8.3995,4.617,7.088,8.82375,5.24241666667,9.71083333334,12.3279166666,8.27558333333
334.64,8.58341666667,16.645,9.79066666667,8.18375,4.58125,6.99566666667,8.58891666667,4.94558333333,9.52408333334,12.3083333333,8.12666666667
335.01,8.81816666666,16.84875,9.88691666666,8.33066666667,4.66891666667,6.96183333333,8.75125000001,5.06275,9.49858333334,12.3005,8.30933333333
335.38,8.93591666666,16.9019166666,10.0170833333,8.43666666667,4.7045,7.24966666667,8.74816666667,5.19616666667,9.48041666668,12.37725,8.336
335.74,8.98424999999,16.9699166667,9.95924999999,8.43016666667,4.59783333333,7.44725,8.73841666668,5.38225,9.46775,12.3875833333,8.18166666667
336.11,9.34141666666,17.1731666667,10.3234166667,8.8785,4.91875,7.84733333333,9.05833333333,5.762,9.82208333333,12.61175,8.53124999999
336.47,9.52608333333,17.24125,10.53725,9.12508333333,5.09483333333,8.09591666666,9.33441666666,6.18308333334,9.91175,12.7948333333,8.70874999999
336.84,9.51866666666,17.39875,10.5725833333,9.15158333333,5.08616666667,8.29283333333,9.53666666666,6.32225,10.0531666667,12.809,8.82458333332
337.21,8.98783333335,17.0016666666,10.1806666667,8.84333333333,4.43558333333,7.89691666666,9.01083333333,5.87958333333,9.62233333333,12.25125,8.32066666667
337.57,9.11049999999,17.1939166667,10.34675,9.04749999999,4.49583333333,7.93725,9.15333333332,5.97433333334,9.86741666666,12.22625,8.44691666667
337.94,9.23783333332,17.3063333334,10.6571666667,9.2205,4.67275,8.15841666666,9.24016666667,6.29925,10.1199166667,12.3963333334,8.57316666667
338.31,9.10141666665,17.2861666667,10.6553333334,9.39875,4.6065,8.08308333334,9.18825000001,6.29158333333,10.1991666667,12.2709166667,8.61575
338.67,9.08600000001,17.3948333334,10.7315833333,9.49916666668,4.74958333333,8.24241666667,9.32208333333,6.43941666667,10.31575,12.2195833333,8.67516666667
339.04,8.68666666668,17.1551666667,10.4173333333,9.21958333332,4.44775,8.10991666667,9.01808333333,6.27641666667,10.1178333333,11.949,8.28183333334
339.40,8.37491666668,17.1684166667,10.2765,9.04058333334,4.33675,7.88291666667,8.99641666666,6.21633333334,10.1175,11.7596666667,8.096
339.77,8.26333333333,16.8306666667,10.1959166667,9.08850000001,4.29941666667,7.641,8.94133333333,6.09916666667,9.98358333333,11.67725,8.06558333334
340.14,8.00608333332,16.67625,9.96033333332,8.96408333334,4.22408333333,7.33466666667,8.76566666667,5.875,9.74991666668,11.4894166667,7.89841666667
340.50,7.51408333332,16.2735,9.48666666666,8.58433333333,3.7605,6.81066666667,8.31441666667,5.34483333333,9.34200000001,11.09225,7.35525
340.87,7.53016666667,16.1135833334,9.34391666667,8.70225000001,3.72775,6.81366666667,8.27716666667,5.2965,9.28566666666,11.1575833333,7.20366666667
341.23,7.32125000001,15.749,8.9245,8.35183333333,3.45708333333,6.41725,7.92866666666,4.89458333334,8.94275,10.8979166667,6.86133333334
341.60,7.29191666667,15.7506666666,8.81866666667,8.25808333333,3.33366666667,6.41691666667,7.72491666667,4.9425,8.95083333333,10.8444166666,6.78608333333
341.96,6.99625,15.5349166667,8.29966666667,7.88675,2.85441666667,6.2095,7.47658333333,4.52516666667,8.61741666668,10.47975,6.473
342.33,7.51358333333,16.0685,8.76766666667,8.24925,3.30808333333,6.64058333333,7.908,5.06733333334,9.07333333334,10.9479166667,7.00158333333
342.70,7.40991666667,16.0778333334,8.74625,8.25508333333,3.22041666667,6.60816666667,7.78808333333,5.024,8.98758333333,10.8300833333,6.83391666666
343.06,7.38366666667,16.1844166667,8.83691666667,8.29716666667,3.39025,6.57025,7.86816666667,5.0535,9.16416666665,10.7848333333,6.93558333333
343.43,7.34883333333,16.0980833334,8.69283333333,8.29983333334,3.22516666667,6.36866666667,7.79833333333,4.94741666667,9.01266666665,10.6534166667,6.83891666667
343.79,7.26233333334,16.2631666667,8.62866666667,8.15441666666,3.13825,6.36391666667,7.51808333333,4.78108333333,8.96341666666,10.6023333333,6.71733333333
344.16,7.17875,16.3635833334,8.61991666667,8.08183333333,3.10283333333,6.4345,7.45708333333,4.88216666667,9.08383333332,10.5663333333,6.74583333333
344.52,7.01591666667,16.5318333333,8.62733333334,7.95758333333,2.9045,6.391,7.35508333334,4.89575,9.12175000001,10.5209166667,6.77091666667
344.89,7.0965,16.7635833333,8.81008333334,8.04633333333,2.97041666667,6.47833333333,7.39991666667,5.04775,9.25683333332,10.5296666667,6.76325
345.25,7.19616666667,17.1068333333,9.15733333332,8.31308333334,3.14483333333,6.73183333333,7.60791666666,5.44375,9.60341666666,10.67225,7.05741666666
345.62,7.21366666667,17.1069166667,9.28558333333,8.47283333334,3.20941666667,6.80333333333,7.78941666667,5.42475,9.70208333332,10.8434166667,7.08808333333
345.99,7.627,17.5556666667,9.79950000001,8.96241666666,3.77391666667,7.1925,8.15683333333,5.879,10.242,11.3590833333,7.47033333333
346.35,7.31041666667,17.2359166667,9.42200000001,8.64183333334,3.47108333333,6.99991666667,7.90141666667,5.60258333333,10.0788333333,11.0360833333,7.09925
346.72,7.34441666667,17.2774166667,9.32041666668,8.54225,3.313,6.75341666667,7.84566666667,5.56358333333,10.01475,10.9619166667,7.07383333333
347.08,7.4365,17.29125,9.24808333333,8.52958333333,3.12458333333,6.70991666667,7.78891666667,5.54491666667,9.85658333333,10.8955833333,6.93808333333
347.45,7.4265,17.1251666666,9.24008333333,8.61033333333,3.15916666667,6.7885,7.74325,5.48908333333,9.83016666665,10.8605833333,6.96983333333
347.81,7.13116666666,16.91875,9.00766666667,8.42266666667,2.82858333333,6.45666666667,7.5935,5.41541666667,9.67225,10.5965833333,6.8475
348.18,7.36391666667,17.1126666667,9.12241666666,8.6505,2.89483333333,6.63225,7.87733333334,5.56141666667,9.84216666666,10.7998333333,6.95133333334
348.54,7.63025,17.2339166667,9.28066666667,8.88258333334,3.2725,6.84666666667,8.25266666667,5.81683333333,9.96566666666,11.0408333333,7.17733333333
348.91,7.50666666667,17.0898333334,9.14616666666,8.81375,3.092,6.68808333334,8.15816666667,5.61725,9.98075,10.8861666667,7.09941666667
349.27,7.50916666667,16.92375,9.04566666666,8.67874999999,2.936,6.5945,8.14483333333,5.48758333333,9.90333333332,10.8258333333,6.99866666667
349.64,7.39991666667,16.862,8.95841666666,8.59116666668,2.87091666667,6.49541666667,7.98175,5.53675,9.89366666668,10.6926666667,6.96233333333
350.00,7.06533333333,16.5925833333,8.5885,8.26908333333,2.44216666667,6.05666666667,7.73941666666,5.18016666667,9.52524999998,10.2749166667,6.69358333333
350.37,7.26341666667,16.8266666667,8.92508333333,8.50866666667,2.52341666667,6.14725,7.994,5.28758333333,9.56508333332,10.4905,6.90675
350.73,7.04883333333,16.5185833333,8.7025,8.33133333333,2.34008333333,6.00883333333,7.69116666667,5.06266666666,9.47358333332,10.4119166667,6.7105
351.10,6.99808333333,16.5158333333,8.67475,8.29891666667,2.2545,6.02341666666,7.65816666667,4.98033333334,9.65900000002,10.3628333333,6.67208333333
351.46,6.85658333334,16.5638333333,8.53708333333,8.09716666667,2.02191666667,5.82741666667,7.54058333334,4.89558333333,9.62341666668,10.2904166667,6.52316666667
351.83,6.86491666667,16.5849166667,8.6415,8.09366666666,2.02025,5.88541666666,7.63141666667,4.81241666667,9.64775,10.2201666667,6.45966666667
352.19,6.6275,16.3165,8.42741666667,7.81191666667,1.73225,5.62391666667,7.31858333333,4.45483333333,9.39516666667,9.97708333333,6.24158333333
352.55,6.53191666667,16.28325,8.30525,7.6935,1.44408333333,5.535,7.00716666667,4.17875,9.37883333333,9.85225000001,5.96716666667
352.92,6.66075,16.3279166667,8.39075,7.67658333333,1.43583333333,5.58575,7.06041666667,4.261,9.31766666666,9.895,5.991
353.28,6.40458333333,16.1244166667,8.226,7.54366666667,1.26283333333,5.37475,6.82483333333,4.06658333333,9.12491666668,9.66525,5.65666666667
353.65,6.338,16.1403333334,8.19691666667,7.509,1.13683333333,5.36641666666,6.82116666667,3.93858333333,9.06241666667,9.60833333332,5.48858333333
354.01,6.27325,16.0570833333,8.10975,7.5245,1.082,5.28475,6.75258333333,3.83991666667,8.95183333333,9.49283333334,5.30941666667
354.38,6.348,16.0140833333,8.07783333333,7.48041666667,1.14983333333,5.319,6.68983333333,3.91725,9.05825,9.54008333333,5.28133333333
354.74,6.64908333333,16.2975833333,8.35875,7.70858333333,1.41341666667,5.46233333333,7.08075,4.21658333333,9.35558333333,9.72466666667,5.44383333334
355.11,6.61075,16.3104166667,8.48733333333,7.77683333333,1.38816666667,5.41308333333,7.10916666667,4.35141666667,9.34383333334,9.81250000001,5.47441666667
355.47,6.67291666667,16.4868333333,8.557,7.836,1.53425,5.48366666667,7.28191666666,4.4405,9.43474999999,9.87241666667,5.47225
355.83,6.73158333333,16.6093333334,8.58458333334,7.87216666666,1.616,5.50991666667,7.32175,4.457,9.56116666665,9.96541666668,5.47183333333
356.20,6.47475,16.5118333334,8.41458333333,7.64866666667,1.4695,5.25075,7.08441666667,4.24883333333,9.39791666667,9.83083333334,5.15075
356.56,6.6455,16.7295833333,8.69575,7.82958333334,1.71233333333,5.41666666667,7.24291666667,4.47541666667,9.65875,9.99525,5.3645
356.93,6.49933333333,16.7165833334,8.60983333333,7.76658333333,1.71908333334,5.38591666667,7.17291666666,4.36291666667,9.59333333332,9.92875000002,5.30266666666
357.29,6.59,16.9025,8.75433333333,7.84074999999,1.84208333333,5.51216666667,7.24075,4.42716666667,9.72733333333,10.0333333333,5.50033333333
357.66,6.68825,16.9854166666,8.92266666667,7.92541666667,2.00908333333,5.56541666667,7.279,4.55933333334,9.82483333332,10.1494166667,5.5915
358.02,6.76966666667,17.209,9.08549999999,7.97658333334,2.04133333333,5.603,7.31058333333,4.688,9.90858333333,10.3186666667,5.69366666667
358.38,6.65641666666,17.27325,9.13424999999,7.95908333333,2.0355,5.52116666666,7.27591666667,4.58125,9.86833333332,10.2270833333,5.67275
358.75,6.6245,17.2680833333,9.17099999999,7.96141666667,1.97816666666,5.53116666667,7.14725,4.50391666666,9.76266666667,10.2079166667,5.69833333334
359.11,6.67333333334,17.2618333333,9.14391666666,7.89833333334,1.9565,5.49091666667,7.14975,4.42458333333,9.74175,10.2279166666,5.67541666667
359.48,6.69025,17.30975,9.21649999999,7.94625,1.87133333333,5.46325,7.0695,4.437,9.70225,10.2821666667,5.69816666667
359.84,7.06825,17.63075,9.55800000001,8.29508333334,2.14175,5.77733333333,7.42741666667,4.74716666667,9.98858333334,10.573,6.12291666667
360.20,7.0835,17.6864166667,9.60050000001,8.39175,2.03358333333,5.72075,7.40283333333,4.75541666666,10.0229166667,10.5845,6.17791666667
360.57,6.94883333333,17.6515,9.44200000001,8.18033333334,1.85083333333,5.516,7.24391666667,4.53966666667,9.84649999999,10.461,5.96525
360.93,7.062,17.7790833334,9.52516666668,8.27991666667,1.92125,5.51308333334,7.27066666667,4.61208333333,9.9615,10.621,6.05633333333
361.29,7.29108333334,18.0420833333,9.71658333333,8.50333333332,2.08808333333,5.67125,7.47966666666,4.81516666667,10.1313333333,10.90575,6.21625
361.66,7.14858333333,18.088,9.55558333332,8.33233333332,1.89291666667,5.48708333333,7.359,4.61966666667,9.97141666668,10.73925,6.11283333333
362.02,7.13291666667,18.0695,9.53949999999,8.32416666668,1.88691666666,5.48491666667,7.325,4.54083333333,10.04775,10.7170833333,6.09225
362.39,7.17075,18.1415833333,9.51216666667,8.35516666668,1.8205,5.49583333333,7.35775,4.56041666667,10.0965833333,10.784,6.00558333333
362.75,7.01333333333,18.1856666667,9.37250000001,8.23758333334,1.70958333333,5.404,7.256,4.44933333333,10.0638333333,10.7296666667,5.88383333333
363.11,7.08116666667,18.4206666667,9.48866666667,8.37424999999,1.82741666667,5.48241666667,7.30533333333,4.52891666667,10.184,10.8015833333,5.975
363.48,7.1355,18.4638333333,9.44266666666,8.32633333333,1.89758333333,5.48241666667,7.2925,4.45458333333,10.2909166667,10.81725,5.94841666666
363.84,6.89283333333,18.314,9.20183333333,8.08574999999,1.67716666667,5.20741666667,6.98508333333,4.23483333333,10.08825,10.6673333333,5.58308333333
364.20,7.16158333333,18.5635833333,9.43133333334,8.18933333333,1.89566666666,5.41966666667,7.16141666667,4.433,10.2326666667,10.8379166667,5.738
364.57,7.23491666666,18.5728333333,9.52825,8.36008333333,1.92333333334,5.47033333333,7.246,4.49775,10.3446666667,10.96175,5.77833333333
364.93,7.17716666667,18.6101666667,9.60108333334,8.311,1.84316666667,5.42433333333,7.19458333334,4.48,10.32875,10.9429166667,5.72766666666
365.29,7.23075,18.61675,9.62133333332,8.30475000001,1.84933333333,5.43866666667,7.15741666667,4.484,10.33575,10.9678333333,5.70866666666
365.66,7.34716666667,18.65875,9.73791666668,8.48033333334,1.92108333333,5.51441666666,7.22258333333,4.56208333333,10.45875,11.177,5.78466666667
366.02,7.40283333333,18.7708333333,9.89733333334,8.54783333333,2.09175,5.58675,7.298,4.63875,10.505,11.2680833333,5.85741666667
366.38,7.18016666667,18.6360833334,9.73224999998,8.33216666667,1.89533333333,5.30475,7.07608333333,4.36466666667,10.3239166667,11.0685833333,5.70341666667
366.75,7.30366666667,18.7223333334,9.91066666666,8.45133333332,1.96666666667,5.36091666667,7.20433333334,4.45675,10.4066666667,11.1965833334,5.76766666666
