wavelength,Back_TanVitf,Belly_TanVitf,Breast_TanVitf,Crissum_TanVitf,Crown_TanVitf,DorTail_TanVitf,Patch10_TanVitf,Patch11_TanVitf,Rump_TanVitf,Throat_TanVitf,WingTip_TanVitf
202.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.71,70.8333333333,-59.1666666669,-35.8333333332,174.166666667,102.5,85.0000000002,52.4999999998,251.666666666,155.0,6.66666666665,160.0
203.09,-52.0833333335,-153.125,-163.541666667,70.8333333334,30.2083333332,15.625,-35.4166666668,220.833333333,104.166666667,-81.2500000002,118.75
203.47,-6.18391994286e+14,-1.29542460873e+15,-9.96890542517e+14,3.73167582762e+13,-5.49089443206e+14,-3.03865031677e+14,-7.41004200052e+14,8.84940267688e+14,-1.01288343892e+14,-9.64904749709e+14,3.94491444633e+14
203.85,-96.4285000002,-166.0715,-112.5,28.5714166668,-47.02375,-25.0,-97.0236666666,67.8571666667,-17.8571666667,-105.952416667,54.1666666667
204.22,-13.9880833333,-37.5000833335,-22.3213333332,34.22625,18.4523333333,11.3093333333,-15.7738333333,62.7976666667,7.73791666665,-9.82141666667,61.6071666667
204.60,39.7436666667,22.1153333333,16.3460833335,74.0384999998,56.0896666666,35.2565,22.1154166667,120.833166667,49.9999999998,28.5255,113.78225
204.98,91.6666666667,76.4367499999,64.0805000001,122.413666667,100.862083333,76.1494166667,76.7240833334,151.1495,91.9539166667,70.9770000001,129.022833333
205.36,77.2358333333,61.1788333334,51.0162499999,82.5204166667,82.1136666668,54.2682499999,61.1788333333,114.430916667,68.69925,49.9999166668,77.64225
205.74,107.352833333,86.0295833333,89.9509999999,103.186333334,94.1175833332,83.0883333333,85.2940833333,155.147166666,97.0588333333,75.9804166668,112.254916667
206.12,90.7407500002,79.0741666667,80.37025,85.3705000001,78.5185833334,82.4073333332,82.9630000001,125.000166667,79.074,80.7406666666,82.5925833333
206.50,84.1666666668,67.2916666667,83.1250000001,82.4999999998,73.3333333333,83.125,84.1666666667,131.458333333,68.9583333333,92.9166666668,74.1666666666
206.87,67.3333333333,35.5,58.0000000001,58.3333333333,53.0000000001,60.6666666667,66.8333333334,95.0000000001,47.1666666666,69.3333333333,49.1666666667
207.25,86.2819166667,61.5384166667,64.6154166667,78.4615,62.8204166668,69.8718333333,78.8461666667,95.5129166668,59.3589999999,75.2564999999,59.6154166667
207.63,95.7691666666,72.4359166666,64.3589166668,87.6923333333,73.8460833333,74.2306666666,84.2306666666,89.8717500001,69.4872499999,83.3334166667,65.38475
208.01,110.49375,89.35175,71.7592500001,93.8271666667,68.0555000001,77.9320000001,94.9074166667,97.6850833333,76.8519166666,94.1358333333,71.1419166667
208.39,103.125,84.6727500001,66.8155833333,90.7737500001,58.6308333332,69.4941666667,87.6489166666,94.1964166665,70.8333333334,87.7975833334,63.3929166666
208.77,89.3676666667,72.9885000001,70.9769166666,79.454,59.1953333333,65.9483333334,88.7931666666,82.1838333332,64.9425833333,88.2184999999,54.0229166667
209.14,68.0989166666,51.8227500001,52.4740000001,62.76025,45.703,46.0936666666,66.1455833333,70.3124166667,50.9114166667,68.8801666667,43.6196666666
209.52,64.1304999999,56.7633333334,64.4927499999,69.8066666667,54.5893333334,46.2560833333,67.99525,70.6520833333,63.5265833334,68.4782499999,54.4685
209.90,57.5135833333,52.1857499999,51.7759166667,61.8851666667,54.3717500001,33.47,57.2404166666,62.1585,55.4645833333,62.7047500001,43.989
210.28,56.4009166667,45.0483333334,53.9855833334,62.8019166667,54.8309166667,26.57025,48.9130833333,58.09175,55.9179166667,62.3187499999,42.2705833333
210.66,49.8609166668,47.63875,52.7776666667,60.6945,59.8610833334,13.3333333333,44.86125,44.3055833333,54.1666666667,53.4723333334,35.5555833333
211.03,55.3820833333,61.1111666668,56.9442500001,70.8333333333,59.5486666666,9.72224999993,53.8195,41.1458333333,56.9444166666,65.7987500001,39.4096666667
211.41,50.6666666667,52.0000000002,64.0000000001,82.0000000001,63.3333333334,-36.0000000002,33.3333333333,24.9999999999,45.3333333333,89.6666666667,9.66666666664
211.79,43.7500833333,48.3796666667,79.8610000001,71.0647499999,65.2776666668,-12.5000833334,46.29625,38.4259166667,48.1481666666,79.6296666667,21.7594166667
212.17,71.5985833334,62.925,93.7075833334,91.1563333333,92.347,27.2109166667,62.07475,63.09525,65.9863333333,89.9660000001,47.95925
212.55,77.7131666667,62.4031666666,101.937916667,101.356416667,110.465166667,25.3875833333,69.1859166666,59.8835833333,77.71325,87.79075,43.2170833333
212.92,63.4260833333,49.0740833334,94.9074166666,95.37025,102.77775,3.70366666659,47.9166666667,44.4444166667,73.1480000001,71.0648333332,23.6110833333
213.30,101.88175,75.0000000001,134.139666667,130.376333333,138.709666667,30.3764166667,82.7955833335,53.2258333333,90.3225833333,106.98925,52.4194166667
213.68,95.7406666667,82.4074999999,110.370333333,115.925916667,129.62975,57.0371666666,88.5184166667,64.815,82.22225,114.074083333,71.8519166667
214.06,86.9698333334,65.6060000001,94.8485833333,91.5150833334,103.03025,52.5758333333,82.4240833332,47.2728333334,73.7878333333,93.6362499998,63.6363333333
214.44,140.86025,121.23675,162.634416667,152.150583334,183.60225,85.2150833333,136.0215,81.7203333334,122.849583333,153.494583333,108.871
214.81,119.444333333,98.8303333333,127.046916667,119.883083333,129.970833333,89.1813333334,111.257166667,80.2631666667,99.4150833334,118.567166667,99.4152500001
215.19,118.181916667,103.661583333,136.61625,119.9495,140.27775,98.9898333333,113.762583333,89.3939999999,104.67175,123.358666667,105.42925
215.57,91.41425,81.6496666667,105.723916667,89.8146666667,106.565583333,82.1549166667,93.0134999999,75.58925,85.6901666668,91.4984166666,83.5016666667
215.95,87.8858333333,81.2500000001,98.1481666667,89.4289999998,103.00925,81.4044166667,90.5091666666,74.9999166667,80.4783333333,89.0432499999,83.3334166667
216.32,73.8605,73.6466666667,85.7550833333,76.7094166666,90.9544999999,70.869,82.6211666666,66.9515,69.5868333333,77.9914166666,68.9459166667
216.70,66.8169166667,70.6456666667,81.1562499999,73.1232500001,88.8890000001,70.3454166667,78.0029166667,64.4144166667,60.8109166667,78.0029166667,66.4415
217.08,77.8735833333,82.97425,86.638,83.1178333332,96.049,82.5430000001,86.9250833333,77.58625,68.9655833333,85.2010833332,75.1436666667
217.46,78.3763333334,87.6436666667,87.9309999999,87.3562500001,95.7616666668,84.1954166666,91.7385833333,80.7470833333,70.5459166667,90.0861666666,76.07775
217.83,79.2308333333,85.5128333333,87.4359166667,85.1280833334,90.3204166666,81.6026666666,90.1923333333,81.1539166667,71.8590833333,88.1410833333,71.6666666667
218.21,84.8599166667,91.1576666667,92.8119166667,91.1577500001,97.5190833332,87.3409999999,92.81175,90.3306666668,74.7455833333,93.1934999999,74.173
218.59,72.22225,78.4090833333,80.8713333333,83.144,82.82825,76.8939999999,85.92175,79.6718333334,65.4671666667,83.2071666667,62.0581666667
218.97,71.1594166667,75.2899166667,77.8260833333,81.0144166667,82.5364166667,71.2318333334,81.37675,81.2319166667,63.3333333333,81.8115833332,55.1449166667
219.34,70.7516666666,72.9575,77.0425833333,82.5165833332,80.3103333333,69.4444166666,79.4118333333,82.5980833334,62.255,80.6374166667,51.4705
219.72,71.2399166667,80.7926666667,82.9268333334,86.3821666667,82.5203333333,71.9511666668,83.23175,81.9106666667,58.73975,85.3658333334,53.252
220.10,72.9999999999,77.3333333333,80.9999999999,75.8889166667,78.5554166667,64.8889166666,76.3335,77.8888333333,54.6666666667,78.5555,47.7778333333
220.47,85.4165833334,91.1110833333,94.3056666667,90.6944166666,88.0555833334,68.1945833332,82.4999166666,90.0000000001,55.9721666666,86.5279166666,54.5834166667
220.85,103.125083333,105.59925,113.672,105.859666667,100.00025,82.2919166667,102.474,105.338666667,77.7345000001,100.000166667,74.8698333333
221.23,79.1667500002,81.3656666668,89.00475,89.5834166665,90.1619999999,57.7546666667,81.4814166667,82.9860833332,56.5972500001,87.1529166668,59.2591666667
221.61,66.2500000001,65.5555833333,71.5276666667,74.9999999998,79.1667500001,40.8334166667,59.72225,65.6945833332,40.9721666667,65.97225,37.5000833333
221.98,60.59025,45.8335,68.2290833334,63.1944166667,65.6249166667,23.0901666667,34.375,47.2221666667,22.3959166666,44.7916666666,13.36825
222.36,40.2515833333,31.60375,52.5159166667,51.415,46.5407500001,13.05025,21.6980833333,35.22,8.49058333332,31.13225,9.11941666667
222.74,48.30525,42.0903333333,52.2599166666,48.4464166667,55.9322499999,18.644,22.1751666667,34.887,12.71175,37.7116666667,15.5365833333
223.11,45.0565833333,44.63275,52.1186666667,49.15275,54.3785,23.7288333333,26.13,42.3728333334,10.7344166667,33.3333333333,15.3955833333
223.49,41.432,45.892,46.4789166667,43.662,44.8355833333,25.9388333333,25.8215,43.8966666666,14.4365833333,27.23025,12.91075
223.87,39.6104166667,41.2338333333,41.1255833333,45.3461666667,39.5021666667,19.4805,23.3766666667,48.3765833333,16.4500833333,24.7835833333,10.8225
224.24,45.66225,47.7168333333,47.7169166667,57.9909166667,48.6300833334,32.1918333333,35.15975,57.306,28.4245,34.3606666667,20.2054166667
224.62,34.3333333333,26.9999166667,34.6665833333,49.6666666667,38.2221666667,26.8889166667,24.0001666666,45.4444166666,21.8889166667,30.889,13.6666666667
225.00,30.27425,22.3629166667,28.4810833333,43.5655,33.4389166667,23.6286666667,20.3586666667,41.13925,18.671,26.47675,6.11816666665
225.38,32.14275,16.66675,27.0833333333,46.7261666667,24.5535,23.8095,13.39275,39.4344166666,13.8391666667,8.77966666667,-5.95233333332
225.75,46.2644166668,21.8390833334,52.7298333333,51.5803333333,35.7758333334,41.2356666667,32.04025,55.0289166667,29.7413333333,28.4484166667,17.0978333333
226.13,40.5700833333,21.7105,53.0701666667,51.9735,33.772,43.4210833333,39.4738333333,75.2192499999,21.4911666667,25.0000833333,9.42983333332
226.51,11.218,2.88458333333,25.0,39.7436666667,3.52566666665,15.0641666666,41.3461666667,52.5641666666,-3.52575000002,5.76933333335,-23.3974166666
226.88,22.8175833334,28.5713333333,48.0156666667,51.1904166667,25.7936666666,43.8493333333,48.6111666667,65.8729999999,24.8015833333,20.2380833333,17.2619166667
227.26,34.9360000001,53.2050000001,79.4870833332,94.55125,34.936,71.154,76.2820833334,98.7179166669,48.3973333332,61.8589166666,38.7820000001
227.64,120.833416667,114.285666667,194.642833333,202.976083334,135.714333334,150.595083333,190.476166667,218.45225,162.500083333,169.642666666,135.119083333
228.01,250.0,173.611083333,429.16675,491.666583333,330.555416667,355.555583334,390.277916667,408.333333333,284.722166667,356.944416667,323.61125
228.39,201.1905,115.47625,314.28575,385.714333333,228.571333333,251.190583334,265.47625,301.1905,216.666583333,277.380916667,203.571416667
228.76,-65.6862500001,-51.4704999999,-142.647083333,-137.745166667,-84.8038333332,-109.803916667,-112.255,-119.117416667,-83.8235833334,-89.7058333334,-86.7648333333
229.14,-17.2415000001,12.3562499999,-46.8389166666,-45.6895,-23.2757500001,-30.7470833333,-22.4138333333,-31.0345,-15.5173333332,-26.7242499999,-13.793
229.52,-34.5238333333,23.0159166666,-72.6190000001,-62.69825,-27.7778333333,-30.9523333334,-33.7301666666,-55.9523333333,-33.3334166667,-45.6349166665,-38.88875
229.89,9.25925000008,30.8641666666,-23.1481666667,-28.395,6.1729166665,-3.39500000002,8.02466666668,-36.4198333333,6.79008333335,-12.6542500001,-2.1605
230.27,-23.6111666667,-7.63875,-52.4305833334,-89.5834166668,-19.7916666667,-33.6805000001,-15.6248333332,-61.4582499999,-22.5694166667,-44.4444999998,-45.83325
230.65,-19.2306666667,-4.05966666667,-35.2565,-58.9744166667,-13.2479166667,-22.0086666667,-2.3505,-45.7264166666,-24.7863333332,-12.393,-22.6496666667
231.02,14.6174166667,37.56825,14.8906666667,-2.86883333333,25.2731666666,16.3933333334,25.6830833333,5.60108333336,15.8470833333,24.5901666666,16.8033333333
231.40,42.3515833333,62.4429166666,40.2969166666,31.50675,47.4886666666,42.3515833333,49.5434166667,32.5344166667,46.00475,56.9634166667,41.5525
231.78,59.1953333333,73.7549166667,62.7394166667,45.7855833333,63.4099166666,52.2989166667,61.1111666667,49.90425,66.8581666666,65.9962500001,58.4291666667
232.15,60.0575833333,74.8084166667,64.6553333333,48.94625,63.6973333333,49.8084166667,54.502,44.4445833333,58.4290833334,64.3677500001,57.85425
232.53,59.02775,68.5763333333,62.5000833333,44.27075,63.3680833333,45.8333333333,53.559,39.7568333334,57.2915,64.1493333333,55.46875
232.90,51.96625,63.2958333333,68.633,39.4195,63.8578333334,44.6628333333,52.1535833333,34.0823333333,51.4045833333,66.76025,55.6179166667
233.28,46.0726666667,56.8008333333,66.954,32.3755833334,61.1110833334,35.6320833333,46.839,27.1073333333,44.54025,65.9960833333,44.4445833333
233.66,42.3296666666,47.2539166667,65.53025,29.73475,55.3977499999,30.6819166667,45.9281666667,20.3598333333,41.6668333333,58.0491666667,43.1818333333
234.03,24.2338333333,34.387,56.7051666667,12.2605,39.3678333332,15.3255833333,35.7278333333,5.55558333332,24.3293333333,46.93475,26.8199166667
234.41,15.07475,28.5578333333,51.7790833333,7.49058333334,30.5244166666,7.95891666667,27.1535833333,-1.68541666668,13.20225,41.6666666667,21.8165833334
234.78,15.909,26.76775,47.559,6.90241666666,23.064,6.22891666668,24.3266666667,-3.61958333334,13.8889166667,37.7103333333,20.202
235.16,20.9065,29.7515,45.541,11.0378333333,26.6813333333,10.5261666667,30.1170833333,0.438583333342,19.5906666666,40.5701666667,22.58775
235.54,2.35683333333,15.7406666667,33.7540833333,-9.42766666666,12.7105,-8.33333333332,15.06725,-22.3905,-0.16841666666,22.39075,4.04024999998
235.91,-16.574,-2.03699999999,15.3704166667,-29.7221666666,-6.29641666665,-25.8334166667,-2.87024999999,-44.9075,-23.9814166667,8.33333333332,-19.25925
236.29,-16.0921666667,-3.54408333333,17.2415,-27.2030833333,-0.1915,-22.6054166667,2.39466666667,-39.2720833333,-16.9541666667,14.3678333333,-20.1150833333
236.66,-12.7289166667,-2.83891666668,13.4615833333,-23.35175,-1.3735,-21.4285833333,0.366166666667,-35.9890833333,-14.1025833334,15.6594166667,-18.4066666667
237.04,-19.6271666667,-7.78516666667,5.92099999999,-29.2764166667,-9.64908333332,-32.5659166667,-5.92091666666,-46.9299166667,-18.3113333333,10.5264166667,-32.3465
237.41,-6.62649999999,4.41766666667,13.8554166667,-20.0804166666,0.50216666675,-15.56225,0.501999999992,-39.6584999999,-5.52191666667,14.8594166667,-19.478
237.79,-14.4515,-4.74675,-1.89866666665,-29.3250833333,-11.0759166667,-28.6920833333,-17.0886666666,-50.1053333334,-20.78075,6.64541666669,-31.5401666666
238.17,5.05616666667,7.77141666667,8.42708333333,-6.46075,1.4045,-9.738,-5.99266666666,-29.8689166667,-4.21349999999,19.1948333333,-16.1985833333
238.54,19.3673333333,25.3086666667,18.2871666667,9.95366666668,14.892,6.09575,10.0309166667,-12.1913333333,13.04025,26.003,2.23758333332
238.92,0.666666666659,12.1666666666,0.749999999993,-6.16666666668,1.91666666667,-10.0,-9.33333333332,-28.0,-5.0,10.0,-21.0833333333
239.29,-10.0961666667,-0.240416666675,-7.53208333335,-16.98725,-10.4968333333,-20.19225,-23.7981666667,-34.8558333333,-17.5481666667,-3.36541666667,-34.2148333334
239.67,5.96933333334,11.0520833333,8.86525000001,1.89125,5.37833333332,-1.18216666668,-2.95508333334,-9.63358333334,-1.30025000001,12.8841666667,-9.81091666666
240.04,8.70025,11.9496666667,11.2160833333,5.50316666667,7.0753333333,3.14458333333,1.72975,-6.49891666668,3.8785,15.8805,-3.09225
240.42,9.77708333333,10.3548333333,10.3546666667,3.67158333333,3.67166666667,3.58916666667,5.07425,-4.78558333333,3.58924999999,12.4175,-1.69149999998
240.79,6.69583333332,8.55175,7.56908333333,1.60108333333,0.873333333335,3.20233333333,3.60258333333,-6.04083333333,1.85583333334,8.29691666666,-3.42074999999
241.17,11.8793333333,13.5934166667,11.7614166667,6.05799999999,5.67383333332,10.5495,7.89,0.147749999999,7.26941666668,12.2044166667,4.34391666667
241.54,12.1450833333,13.8800833333,12.776,7.91283333332,6.38791666666,11.0148333333,10.5415833333,2.36591666667,8.80658333333,13.4596666667,5.83591666667
241.92,14.14575,16.0131666667,15.91975,9.54716666668,8.75358333334,13.889,15.4294166666,6.58266666667,12.9553333333,16.9701666667,8.61341666666
242.29,9.73341666666,13.7080833334,13.6629166667,5.39741666667,5.87166666666,12.737,12.466,3.70366666666,10.23025,14.70175,6.75241666666
242.67,10.2449166667,13.2733333333,13.6598333333,4.8325,5.30508333334,12.092,13.1443333333,3.54383333333,10.653,15.18475,6.67933333332
243.05,15.5144166667,17.428,17.4896666667,10.0206666667,9.25925000001,15.6174166667,19.0124166667,7.36641666666,15.1028333333,19.0123333333,11.5433333333
243.42,13.8039166667,16.0785833333,16.0979166667,9.17641666665,8.74508333333,14.7255,19.3138333333,6.2745,14.0393333333,17.9018333333,11.8235833333
243.80,9.98824999999,13.4540833333,12.1690833333,5.54900000001,4.24458333334,10.8645,16.433,2.35591666667,11.0396666667,14.5444166666,7.51558333334
244.17,10.6109166667,15.02175,12.7079166667,6.43541666667,5.62174999999,11.7678333333,17.3535833333,3.81425,12.0029166667,15.4013333333,8.85758333333
244.55,8.82449999999,13.33,11.6870833333,5.97908333333,4.52233333333,10.3829166667,15.8196666667,2.93008333333,10.1455833333,13.4146666667,8.38416666668
244.92,10.1786666667,13.9453333333,13.023,7.84149999999,6.05791666666,11.50075,17.2664166667,4.32058333333,11.19325,14.6526666667,10.0554166667
245.30,11.6445,14.7901666667,13.5623333334,9.69933333333,7.71249999999,12.3620833333,18.7775833333,6.34666666667,12.5966666667,15.632,11.3685833333
245.67,11.4881666667,14.12775,12.41825,8.899,7.41574999999,12.3428333333,17.5086666667,6.22175000001,12.14175,14.79375,11.4880833333
246.05,12.39075,14.43675,12.0114166667,9.75858333332,7.85058333332,12.3333333333,16.9195,5.65508333333,11.8618333333,13.7126666666,12.2069166667
246.42,13.7891666667,15.38775,12.37625,11.1384166666,8.86966666666,12.7061666667,17.894,7.54958333333,13.1704166667,13.82025,13.2425833333
246.79,13.9018333333,15.6285833334,12.8929166667,11.6026666667,9.517,14.16375,18.1704166667,8.62433333333,13.8534166667,13.9890833333,13.6689166667
247.17,12.038,13.69175,11.2711666667,9.46058333332,7.12316666666,12.80475,16.2879166667,7.14166666668,12.62,11.7794166667,12.3244166667
