wavelength,Back_CorMelf,Belly_CorMelf,Breast_CorMelf,Crissum_CorMelf,Crown_CorMelf,DorTail_CorMelf,Patch10_CorMelf,Patch11_CorMelf,Patch12_CorMelf,Patch13_CorMelf,Rump_CorMelf,Throat_CorMelf,WingTip_CorMelf
364.93,8.65266666667,13.8379166666,10.416,14.811,4.35416666666,5.72616666666,13.2971666667,4.8165,4.0405,17.774,8.41200000002,13.7466666667,13.7615
365.29,8.70341666666,14.1431666666,10.6291666667,14.9103333333,4.516,5.7915,13.3953333333,4.93816666666,4.157,17.881,8.51816666666,13.8571666667,13.8765
365.66,8.86091666665,14.41275,10.7755,15.1581666667,4.71333333333,5.8915,13.5995,5.19283333333,4.41566666667,18.094,8.62116666666,14.1118333333,13.9761666667
366.02,8.99549999999,14.5175833334,10.8665,15.2306666667,4.8445,6.00416666667,13.7883333333,5.353,4.54433333333,18.1835,8.62816666666,14.17,14.1151666667
366.38,9.11124999998,14.5995,10.873,15.3305,4.89033333333,6.01583333333,13.7961666667,5.37383333333,4.53666666666,18.3633333333,8.68616666665,14.1961666667,14.1278333333
366.75,9.19825,14.64625,10.962,15.4253333334,5.0135,6.039,13.832,5.467,4.61716666666,18.491,8.77016666667,14.237,14.1423333333
367.11,9.09508333333,14.7005,10.9983333333,15.4476666667,5.08316666666,6.06766666667,13.7586666667,5.49583333333,4.59483333333,18.3691666666,8.7375,14.337,13.9175
367.47,9.29274999999,14.983,11.1928333333,15.779,5.359,6.25333333334,13.964,5.73,4.78966666667,18.5588333334,8.92733333335,14.5293333333,14.1293333333
367.84,9.48658333334,15.2445,11.3388333333,16.0626666666,5.51333333333,6.35633333333,14.0503333334,5.885,4.88316666666,18.7698333333,9.081,14.6763333334,14.2778333333
368.20,9.58733333335,15.48775,11.5826666666,16.1763333333,5.5925,6.50266666667,14.0858333333,5.95933333333,5.09316666667,18.9538333333,9.29583333332,14.8061666667,14.2846666667
368.56,9.72983333331,15.6319166666,11.7245,16.4323333333,5.64083333334,6.56533333333,14.2143333333,6.07683333334,5.30916666667,19.139,9.44000000002,14.9508333334,14.3758333333
368.93,9.71183333335,15.53525,11.7061666666,16.3733333333,5.50766666667,6.45416666666,14.1851666667,6.194,5.32016666667,19.1525,9.41866666668,14.9591666666,14.2181666666
369.29,9.70966666668,15.5591666667,11.8173333333,16.5306666666,5.48583333333,6.441,14.3131666667,6.307,5.431,19.1845,9.499,15.0683333333,14.1993333334
369.65,9.59008333332,15.4830833333,11.8258333333,16.4985,5.36966666667,6.34683333334,14.243,6.126,5.28016666667,19.1386666666,9.46333333333,14.9838333333,14.0353333333
370.01,9.64391666666,15.5724166666,11.9658333333,16.68,5.4055,6.41266666667,14.3063333334,6.24283333333,5.3075,19.2356666666,9.50133333334,15.096,13.965
370.38,9.54941666669,15.5884166666,12.0648333333,16.7678333334,5.40766666667,6.36,14.226,6.1055,5.33866666667,19.1183333334,9.48166666665,15.1605,13.8745
370.74,9.43241666665,15.55775,12.0163333334,16.7286666666,5.339,6.162,14.148,5.92916666667,5.16783333334,18.9308333334,9.35000000001,15.11,13.8186666666
371.10,9.51658333333,15.5880833333,12.05,16.8206666666,5.303,6.107,14.2476666666,6.02916666667,5.21833333333,19.0145,9.352,15.132,13.8948333334
371.46,9.50941666665,15.57925,12.048,16.8215,5.21933333334,6.1005,14.2661666667,6.07716666667,5.17933333333,18.9726666667,9.41516666666,15.2123333333,13.8748333333
371.83,9.45608333334,15.6923333333,12.0638333334,16.7331666667,5.21366666667,6.07766666666,14.303,6.07333333333,5.09733333333,18.9268333334,9.34283333334,15.2253333333,13.8688333334
372.19,9.308,15.66525,11.9108333334,16.7515,5.19816666667,5.96466666666,14.3273333334,6.05166666666,4.985,18.7685,9.222,15.1928333333,13.8453333334
372.55,9.14858333335,15.5626666666,11.7785,16.6233333333,5.098,5.841,14.2213333333,5.93766666667,4.76233333333,18.5315,8.97550000001,15.1148333333,13.7421666667
372.92,9.09083333332,15.6805833334,11.7323333333,16.7405,5.10033333333,5.87333333333,14.2168333333,5.79766666667,4.70666666667,18.516,9.02816666668,15.1351666667,13.7575
373.28,9.04516666667,15.6306666667,11.6733333333,16.6625,5.07266666667,5.89283333333,14.0761666667,5.69116666667,4.58716666667,18.3638333333,8.84416666665,15.1143333334,13.6946666667
373.64,9.09566666669,15.8063333334,11.7788333333,16.7011666667,5.15766666667,5.90066666666,14.093,5.79316666666,4.5995,18.3026666667,8.86416666665,15.2013333334,13.7213333333
374.00,9.00424999998,15.8778333334,11.7763333333,16.6283333333,5.1245,5.8315,14.0348333334,5.65383333333,4.59116666666,18.2443333333,8.83533333335,15.2103333334,13.7598333333
374.37,9.04624999999,16.09275,11.8826666667,16.6928333333,5.15,5.91416666667,14.155,5.838,4.67516666666,18.3175,8.85633333333,15.3291666667,13.8295
374.73,9.26225,16.24,12.1101666667,16.9013333333,5.2645,6.16933333334,14.3136666667,6.10383333333,4.87066666667,18.5421666667,9.03150000002,15.5546666667,14.0035
375.09,9.17491666669,16.2561666666,12.0503333334,16.9083333333,5.23466666666,6.08883333333,14.1731666667,5.96933333333,4.7635,18.4103333333,8.97133333335,15.4708333334,13.9768333333
375.45,9.28100000002,16.4805833334,12.2471666666,17.0211666667,5.377,6.142,14.272,6.01466666666,4.7815,18.568,9.01816666666,15.5338333333,13.9635
375.81,9.20016666666,16.3624166666,12.2038333334,17.0503333334,5.20366666666,5.998,14.195,5.91483333333,4.703,18.5178333333,8.89683333333,15.4791666667,13.8981666667
376.18,9.23175000001,16.3734166667,12.2548333333,17.112,5.1815,5.988,14.1483333333,5.929,4.70116666666,18.5786666667,8.92766666667,15.6098333334,13.9088333333
376.54,9.29241666668,16.5594166667,12.4146666666,17.252,5.24016666666,6.04616666667,14.2836666666,5.99133333333,4.7735,18.6903333333,9.11833333334,15.7111666667,13.9973333333
376.90,9.24083333335,16.5046666666,12.4075,17.2575,5.21183333333,5.971,14.2926666666,5.962,4.6945,18.6683333333,9.02516666665,15.7356666667,13.9363333333
377.26,9.207,16.5350833334,12.4215,17.3553333333,5.18516666667,5.93366666667,14.3813333333,5.8805,4.73033333333,18.7963333333,9.12200000001,15.748,13.9705
377.63,9.18291666668,16.5513333334,12.414,17.3881666667,5.1195,5.92166666667,14.4581666666,5.841,4.77633333333,18.7948333333,9.10383333334,15.7508333334,13.9713333333
377.99,9.24950000002,16.6405,12.4245,17.5536666667,5.0735,5.9515,14.5206666666,5.86,4.7705,18.8281666666,9.13016666668,15.8176666666,13.9023333334
378.35,9.28716666665,16.6136666666,12.4098333334,17.6638333333,5.15783333333,5.95083333333,14.5691666667,5.83066666666,4.7715,18.893,9.17283333335,15.896,13.9513333334
378.71,9.05925,16.6283333333,12.2858333333,17.6051666666,5.00716666667,5.71716666667,14.4208333334,5.65583333333,4.62983333333,18.7211666666,8.985,15.7758333334,13.6801666666
379.07,9.04633333335,16.6635833334,12.3998333333,17.644,5.06116666666,5.77733333333,14.4875,5.67016666667,4.63166666667,18.7696666667,9.01050000001,15.9183333333,13.659
379.44,9.04216666667,16.686,12.3631666667,17.7043333334,5.0295,5.81116666667,14.493,5.65816666667,4.6885,18.7796666667,9.00916666669,16.0291666666,13.6771666667
379.80,9.10916666669,16.7933333333,12.47,17.821,5.1315,5.8785,14.559,5.733,4.79,18.9161666667,9.10299999999,16.195,13.7123333333
380.16,9.28824999999,16.9736666667,12.6806666666,18.0415,5.36633333333,6.0325,14.7858333334,5.92266666667,4.95466666667,19.1076666667,9.27099999999,16.38,13.836
380.52,9.34325,17.0738333333,12.7161666667,18.1325,5.37416666666,6.01733333333,14.7615,5.94983333334,4.94166666667,19.2218333333,9.26433333331,16.5,13.7933333334
380.88,9.46891666669,17.3145,12.8703333333,18.291,5.45766666667,6.07066666666,14.928,6.05383333334,5.07633333333,19.3863333333,9.35116666668,16.6481666666,13.9083333334
381.24,9.441,17.3528333333,12.8411666667,18.2001666666,5.4155,6.00433333333,14.8548333333,6.03883333333,4.94366666666,19.3165,9.26616666665,16.6781666667,13.8515
381.61,9.43391666666,17.3360833334,12.7818333333,18.2511666667,5.39183333334,6.02333333333,14.7438333334,6.02666666666,4.87916666667,19.4005,9.30299999998,16.7291666667,13.7663333333
381.97,9.44116666665,17.4215,12.8888333334,18.3235,5.41016666666,5.97083333333,14.7433333333,6.0915,4.87283333334,19.4621666667,9.30233333333,16.7828333333,13.8136666667
382.33,9.42550000002,17.5430833333,12.8966666667,18.3631666667,5.2715,5.90966666667,14.7301666667,6.10583333334,4.79483333333,19.5151666666,9.33150000001,16.7696666667,13.7408333333
382.69,9.46183333331,17.6310833333,12.9261666667,18.4051666667,5.306,5.94683333333,14.776,6.191,4.78116666667,19.5296666667,9.37466666665,16.8823333333,13.8096666667
383.05,9.56724999999,17.7785833333,12.949,18.5546666667,5.27083333334,5.97766666666,14.8461666667,6.25016666666,4.8785,19.6868333334,9.45016666668,16.9935,13.8996666667
383.41,9.54883333335,17.8683333334,12.988,18.6416666666,5.267,5.98483333334,14.875,6.34833333333,4.80633333334,19.6816666667,9.46483333335,17.0301666667,13.9091666667
383.77,9.48441666665,17.9295833333,12.9893333334,18.6521666667,5.20666666666,5.93983333334,14.8775,6.39033333333,4.72733333333,19.6441666667,9.44866666665,17.0515,13.8306666667
384.14,9.34833333335,17.9005833333,12.9336666667,18.579,5.0095,5.816,14.7993333333,6.27383333333,4.52916666666,19.5211666667,9.28116666668,17.0106666667,13.668
384.50,9.21424999999,17.9473333334,12.8946666667,18.6051666666,4.9305,5.75933333334,14.743,6.21983333333,4.52733333333,19.3923333333,9.22349999999,16.9801666666,13.6258333334
384.86,9.11941666668,17.8911666667,12.8643333334,18.5763333333,4.83466666667,5.664,14.654,6.09283333334,4.38566666667,19.283,9.17100000002,16.939,13.513
385.22,9.1845,18.0429166667,13.0088333333,18.7645,4.96133333334,5.75016666667,14.793,6.319,4.52633333333,19.339,9.2725,17.1015,13.6135
385.58,9.21583333332,18.1783333334,13.1683333333,18.8841666667,5.0495,5.74666666666,14.8795,6.39366666667,4.6175,19.3608333334,9.31566666669,17.2123333333,13.6786666666
385.94,9.13933333331,18.1956666666,13.1615,18.8956666667,5.01016666666,5.733,14.8563333333,6.32683333334,4.55783333333,19.3031666667,9.25233333335,17.1991666667,13.602
386.30,9.15766666667,18.2379166667,13.2348333334,18.9331666666,5.0515,5.778,14.9315,6.393,4.5575,19.2771666667,9.21683333333,17.3093333334,13.678
386.66,9.25016666669,18.3649166667,13.3275,19.065,5.14383333333,5.8315,15.0543333333,6.42916666667,4.67916666667,19.4013333333,9.33350000002,17.405,13.7816666667
387.03,9.18308333334,18.41975,13.3133333333,19.0975,5.09883333334,5.756,14.9961666667,6.39816666667,4.57233333333,19.314,9.2715,17.366,13.63
387.39,9.22175,18.4528333334,13.3711666666,19.1435,5.102,5.72616666667,14.9791666667,6.35333333333,4.63466666667,19.3461666667,9.25683333331,17.4341666667,13.571
387.75,9.25125000002,18.5305833334,13.4586666667,19.2505,5.20633333333,5.7555,15.0205,6.36266666666,4.67616666667,19.3203333333,9.26199999998,17.5556666667,13.5926666667
388.11,9.30833333335,18.6411666667,13.5361666667,19.3726666667,5.268,5.78716666666,14.9965,6.43366666667,4.77816666666,19.3901666667,9.34116666666,17.6198333333,13.6106666667
388.47,9.23799999998,18.5233333333,13.5651666667,19.3348333333,5.18733333334,5.707,14.9291666666,6.37033333333,4.66083333333,19.343,9.29649999998,17.5693333334,13.5268333333
388.83,9.28358333332,18.5691666666,13.6246666667,19.4565,5.21466666666,5.742,14.9183333333,6.43433333333,4.69816666667,19.348,9.25183333334,17.6275,13.5121666666
389.19,9.29791666666,18.7291666667,13.6693333334,19.5785,5.16766666667,5.71616666667,14.9965,6.36883333334,4.66033333334,19.4316666666,9.24116666665,17.6803333333,13.4885
389.55,9.35166666667,18.7975,13.7513333334,19.7356666667,5.13116666666,5.70216666667,15.0453333333,6.36783333333,4.6525,19.4728333333,9.22083333335,17.7616666667,13.564
389.91,9.44308333332,18.8960833333,13.808,19.8226666667,5.19716666666,5.661,15.0598333334,6.45016666667,4.7295,19.5665,9.295,17.9095,13.5735
390.27,9.46866666668,18.9999166667,13.948,19.9475,5.22733333334,5.64633333333,15.058,6.43233333334,4.80216666667,19.6093333334,9.31933333333,18.016,13.5771666667
390.63,9.39758333335,19.10925,14.0208333333,20.0263333333,5.16433333333,5.678,15.0785,6.472,4.7075,19.5988333334,9.28783333335,18.146,13.5508333333
391.00,9.36300000001,19.1936666666,14.0946666666,20.1366666667,5.182,5.68366666667,15.1133333333,6.47566666667,4.67583333333,19.5835,9.34100000002,18.2285,13.5811666666
391.36,9.24766666666,19.2455833333,14.1483333333,20.2025,5.10133333333,5.60016666667,15.1208333333,6.41166666667,4.5695,19.5131666667,9.31549999999,18.2615,13.5615
391.72,9.31966666669,19.3459166666,14.2118333334,20.2875,5.04933333333,5.58483333334,15.1248333333,6.45016666666,4.57516666667,19.6283333333,9.37683333332,18.355,13.616
392.08,9.34341666669,19.4045833334,14.2411666667,20.3931666667,5.07466666667,5.60033333333,15.197,6.4885,4.60016666667,19.649,9.39116666669,18.4478333333,13.6905
392.44,9.47958333332,19.644,14.342,20.589,5.18933333334,5.7275,15.3408333334,6.62533333333,4.69816666667,19.8035,9.51033333335,18.7075,13.8191666667
392.80,9.46041666665,19.7625,14.4043333333,20.6936666667,5.2055,5.75783333334,15.401,6.66483333333,4.7265,19.8631666667,9.59816666665,18.8175,13.88
393.16,9.38883333335,19.7045833334,14.3501666667,20.6938333333,5.101,5.6725,15.2538333334,6.60266666666,4.68133333333,19.84,9.58133333331,18.883,13.758
393.52,9.34591666668,19.8265,14.345,20.7241666666,5.10533333333,5.65116666667,15.2546666666,6.63633333333,4.63733333334,19.7768333333,9.56450000002,18.9116666666,13.678
393.88,9.34325000002,19.9415,14.4355,20.8145,5.13583333334,5.72366666667,15.3103333334,6.714,4.67516666666,19.783,9.60516666666,19.0166666666,13.7758333333
394.24,9.26483333331,19.9838333333,14.3528333333,20.787,5.07333333333,5.656,15.2651666666,6.6605,4.52366666667,19.7265,9.54466666665,19.0275,13.6698333334
394.60,9.34558333335,20.0121666666,14.4091666667,20.8765,5.11983333333,5.64383333333,15.2708333333,6.63766666666,4.613,19.7765,9.58999999999,19.0761666667,13.658
394.96,9.44750000002,20.1646666666,14.5275,21.0088333333,5.226,5.69883333334,15.3473333333,6.71483333334,4.7035,19.8708333333,9.65549999999,19.2505,13.7401666667
395.32,9.51416666665,20.2254166666,14.5721666667,21.088,5.27933333333,5.6885,15.3366666667,6.804,4.80733333334,19.9481666666,9.67983333335,19.3021666667,13.7655
395.68,9.49391666668,20.2925833333,14.5423333334,21.1565,5.2875,5.67516666666,15.3421666667,6.78033333334,4.82816666667,19.8895,9.68133333334,19.2886666667,13.6851666667
396.04,9.45516666667,20.40375,14.5966666667,21.1916666667,5.22466666666,5.68133333334,15.3258333333,6.73183333334,4.77866666666,19.9003333333,9.69633333331,19.3078333333,13.637
396.40,9.46008333331,20.4669166667,14.6293333333,21.2431666666,5.2145,5.64166666667,15.3136666667,6.71616666666,4.78016666667,19.8903333333,9.64000000002,19.2965,13.6215
396.76,9.52566666666,20.5845833333,14.7101666667,21.3245,5.21016666666,5.638,15.3435,6.74616666667,4.792,19.9428333333,9.65183333335,19.3968333333,13.5755
397.12,9.58891666668,20.7363333334,14.8288333334,21.4431666667,5.30466666667,5.67066666667,15.366,6.79283333333,4.8075,19.9743333333,9.688,19.4396666666,13.6035
397.48,9.65991666668,20.7759166666,14.902,21.5855,5.3455,5.699,15.3721666666,6.78466666667,4.8225,20.119,9.72966666667,19.5105,13.617
397.84,9.61300000002,20.8274166667,14.9526666666,21.6666666666,5.32766666666,5.70866666667,15.3406666666,6.77266666667,4.79466666666,20.0425,9.72466666666,19.525,13.5666666667
398.20,9.67574999999,20.97375,15.0088333334,21.8336666667,5.371,5.7185,15.3135,6.83566666666,4.87333333333,20.1438333333,9.75883333333,19.6066666667,13.6341666666
398.56,9.66225000001,21.0659166666,15.049,21.9606666666,5.35416666666,5.685,15.263,6.89233333333,4.8815,20.159,9.71900000002,19.6426666667,13.6573333333
398.92,9.683,21.0919166667,15.1133333333,22.002,5.30583333334,5.67533333333,15.2378333334,6.9265,4.92883333333,20.2013333334,9.71133333332,19.7118333334,13.668
399.28,9.74825000002,21.3108333333,15.1743333333,22.1411666667,5.298,5.71283333334,15.2608333333,6.99666666666,4.928,20.273,9.73750000002,19.7878333334,13.7326666667
399.64,9.81491666669,21.421,15.2791666667,22.2841666667,5.33983333333,5.8135,15.2946666667,7.105,4.981,20.3761666667,9.78733333335,19.8826666666,13.7895
400.00,9.87683333335,21.557,15.341,22.4515,5.37333333333,5.79416666666,15.3083333333,7.18916666667,5.07116666667,20.431,9.83400000002,20.0006666666,13.7736666666
400.36,9.92750000001,21.6928333334,15.4396666667,22.638,5.43133333334,5.83183333334,15.339,7.238,5.106,20.4601666667,9.89466666669,20.144,13.7818333333
400.72,9.94924999998,21.81625,15.4893333334,22.737,5.484,5.84433333333,15.3485,7.27933333333,5.11116666666,20.477,9.847,20.2273333333,13.8306666666
401.08,9.96933333335,21.9233333334,15.56,22.8665,5.4785,5.87583333334,15.3648333333,7.35666666669,5.1325,20.4915,9.8525,20.331,13.8871666666
401.44,9.97408333335,22.1133333333,15.654,23.0278333333,5.49833333334,5.86,15.3725,7.43966666668,5.164,20.5115,9.87783333331,20.4676666667,13.9073333333
401.80,10.0475833334,22.26275,15.7375,23.1891666667,5.50233333334,5.86483333333,15.4098333334,7.47099999999,5.16083333333,20.6573333333,9.94533333332,20.6158333333,13.9296666667
402.16,10.1534166667,22.3795833333,15.8825,23.3915,5.58566666667,5.94166666667,15.4843333334,7.56583333335,5.25983333334,20.7843333333,10.0636666667,20.7986666666,13.9593333333
402.52,10.1321666667,22.5135833333,15.9111666667,23.4523333333,5.56733333334,5.92633333333,15.4866666667,7.51566666669,5.2245,20.7928333333,10.0875,20.8901666667,13.9868333333
402.88,10.0970833333,22.6256666666,15.9158333333,23.4963333334,5.50933333334,5.8705,15.4081666666,7.462,5.1085,20.803,10.0603333333,20.9291666666,13.9166666667
403.24,10.0441666667,22.6553333334,15.9295,23.5686666666,5.48633333334,5.87916666667,15.3883333334,7.38733333332,5.04883333334,20.7703333333,10.0253333333,21.0228333334,13.8673333334
403.60,9.90783333332,22.6941666666,15.9095,23.5863333333,5.41416666667,5.742,15.306,7.29416666665,4.93516666666,20.6828333333,9.95183333335,21.0561666667,13.817
403.95,9.92758333335,22.7843333333,15.948,23.6421666666,5.42916666667,5.75433333333,15.3215,7.27966666665,4.91216666667,20.7188333333,9.92999999999,21.1026666667,13.881
404.31,9.89408333334,22.819,15.9643333333,23.6385,5.3765,5.69966666667,15.2718333334,7.28333333331,4.8815,20.7445,9.94066666667,21.1248333334,13.869
404.67,9.8895,22.8268333334,15.9698333333,23.6835,5.31566666667,5.62683333333,15.2078333333,7.2365,4.86483333333,20.7718333333,9.983,21.1383333333,13.8543333333
405.03,9.90941666669,22.875,16.0363333333,23.771,5.34416666667,5.658,15.2505,7.26766666665,4.8515,20.8201666667,10.0343333334,21.2278333333,13.884
405.39,9.86366666668,22.86875,15.9831666666,23.6956666666,5.24616666667,5.59016666667,15.2008333333,7.21216666669,4.74433333333,20.8216666667,10.0168333333,21.2573333333,13.8596666667
405.75,9.82366666666,22.8611666666,15.9816666666,23.7511666667,5.22933333333,5.5315,15.1548333334,7.20883333332,4.70166666666,20.803,9.96700000002,21.2715,13.8468333333
406.11,9.70916666665,22.8680833334,15.9628333334,23.7153333333,5.1245,5.422,15.0901666666,7.11200000001,4.62433333333,20.6788333333,9.89116666665,21.2483333333,13.784
406.47,9.72749999998,22.9023333334,16.0141666666,23.7736666667,5.11633333333,5.41033333334,15.0755,7.14333333333,4.6,20.6823333334,9.88833333333,21.2948333333,13.778
406.83,9.74841666666,22.94375,16.0911666667,23.885,5.188,5.41983333333,15.1333333334,7.224,4.6465,20.6991666667,9.91149999999,21.3533333333,13.804
407.19,9.74000000001,23.02725,16.1543333333,23.9595,5.20466666667,5.40216666666,15.1586666666,7.29100000001,4.647,20.7103333333,9.9275,21.4178333333,13.7978333333
407.55,9.88683333333,23.1965,16.3565,24.0871666666,5.28033333334,5.53283333334,15.2373333333,7.38716666668,4.74116666667,20.8393333333,9.99416666669,21.5341666667,13.8691666666
407.90,9.87616666667,23.2435833333,16.4328333334,24.1753333334,5.28,5.54366666667,15.2071666667,7.42483333334,4.727,20.8381666667,9.99650000002,21.6295,13.8106666667
408.26,9.89433333332,23.3825833333,16.4966666667,24.2723333333,5.298,5.5525,15.213,7.46316666668,4.73433333333,20.869,9.97416666665,21.7315,13.7983333333
408.62,9.84666666666,23.4869166666,16.5651666667,24.3096666667,5.28516666666,5.55133333334,15.186,7.46483333333,4.64866666667,20.8131666666,9.933,21.8126666666,13.8091666667
408.98,9.89958333334,23.5865833333,16.6385,24.3898333333,5.3345,5.5515,15.1938333333,7.4715,4.7145,20.8188333333,9.96316666665,21.8983333333,13.8048333334
409.34,9.99849999999,23.7401666666,16.8156666667,24.6083333334,5.42183333333,5.6425,15.3161666667,7.60566666666,4.87433333334,20.8788333333,10.0045,22.0435,13.8915
409.70,10.0424166667,23.9435833333,16.8933333333,24.6806666667,5.4405,5.6705,15.384,7.64566666668,4.90016666667,20.935,10.0708333334,22.1471666667,13.8805
410.06,10.1675,24.1098333334,17.0215,24.8553333333,5.517,5.7595,15.4895,7.75533333333,4.96416666666,21.0371666667,10.1491666667,22.2613333333,13.9068333334
410.42,10.1758333333,24.2096666667,17.1448333334,24.9678333334,5.56466666666,5.80533333333,15.5116666667,7.83150000001,5.02116666666,21.0798333333,10.1873333334,22.3648333333,13.908
410.77,10.17525,24.3668333334,17.1416666666,25.0303333334,5.53616666667,5.80116666667,15.5026666667,7.81000000002,5.05833333333,21.0905,10.161,22.4423333333,13.8683333333
411.13,10.2000833334,24.4144166666,17.1933333334,25.0943333333,5.538,5.79583333334,15.5083333334,7.83733333333,5.06233333333,21.1211666667,10.1983333333,22.4961666666,13.8701666667
411.49,10.1549166667,24.45975,17.1781666667,25.1808333334,5.55416666667,5.77166666667,15.516,7.89233333331,5.069,21.085,10.2135,22.5756666667,13.8695
411.85,10.1388333333,24.56625,17.2645,25.2753333333,5.57016666667,5.78,15.5653333334,7.94133333335,5.113,21.1228333334,10.2508333333,22.6535,13.8773333334
412.21,10.15125,24.6141666667,17.3306666666,25.4121666667,5.606,5.8165,15.6198333333,7.97533333331,5.12766666667,21.1205,10.3053333333,22.738,13.8743333334
412.57,10.28225,24.7953333334,17.4756666666,25.6125,5.71333333333,5.94033333333,15.7233333333,8.15049999998,5.318,21.2871666667,10.4566666667,22.9003333333,13.955
412.92,10.3405833333,24.947,17.5658333333,25.7516666667,5.70733333334,5.994,15.7406666667,8.23383333333,5.36216666666,21.3665,10.4861666667,23.001,14.0
413.28,10.31975,25.03325,17.5708333334,25.7768333333,5.70466666667,5.9755,15.672,8.21616666666,5.29683333333,21.377,10.5243333333,23.0331666667,13.9521666667
413.64,10.3639166667,25.0865833333,17.5781666666,25.905,5.74916666666,6.01433333334,15.6426666667,8.21616666665,5.32333333333,21.4121666667,10.536,23.1031666666,13.9755
414.00,10.32275,25.1614166666,17.63,25.978,5.71166666666,6.0035,15.6306666667,8.20400000002,5.3045,21.4583333333,10.5446666667,23.1821666667,14.0146666666
414.36,10.3558333333,25.2560833333,17.6926666666,26.0558333333,5.6815,5.99983333334,15.6181666667,8.20016666666,5.2745,21.4736666666,10.5863333333,23.2291666667,13.9815
414.72,10.4679166667,25.3831666666,17.8766666667,26.2896666666,5.7585,6.09066666667,15.721,8.3285,5.3105,21.5956666667,10.7213333333,23.3795,14.0906666666
415.07,10.5446666667,25.5171666666,17.974,26.4121666666,5.81383333334,6.19216666666,15.7255,8.377,5.41366666666,21.695,10.7746666667,23.5313333333,14.1423333333
415.43,10.5450833333,25.5819166667,18.0108333333,26.4818333334,5.76083333334,6.15583333333,15.6796666667,8.323,5.39416666666,21.7341666666,10.7623333333,23.562,14.0915
415.79,10.6145833333,25.6955833334,18.0653333333,26.5763333334,5.77483333333,6.1415,15.6803333334,8.31883333332,5.37216666667,21.7813333333,10.7911666667,23.65,14.1373333333
416.15,10.5965,25.7596666666,18.0885,26.6083333334,5.71733333334,6.11366666666,15.5915,8.29066666669,5.3465,21.7973333333,10.778,23.6636666667,14.1313333333
416.51,10.50375,25.7805833334,18.0731666667,26.6465,5.68683333334,6.07083333333,15.5148333333,8.212,5.31683333333,21.7361666667,10.7401666667,23.6823333333,14.0696666667
416.86,10.44225,25.82875,18.0935,26.6965,5.65666666667,5.99533333334,15.4913333333,8.19649999999,5.27433333333,21.7321666667,10.69,23.7023333333,14.04
417.22,10.456,25.9229166666,18.1696666667,26.7693333333,5.68516666667,6.0435,15.4815,8.22950000001,5.30666666667,21.7778333333,10.714,23.7785,14.0836666667
417.58,10.42375,25.9256666667,18.1816666667,26.7693333333,5.60766666667,5.98516666667,15.3965,8.1915,5.29833333334,21.7525,10.6796666667,23.7703333334,14.0728333334
417.94,10.4030833333,25.9704166666,18.1781666667,26.785,5.59566666667,5.96316666666,15.2853333333,8.18333333331,5.26383333334,21.737,10.628,23.7395,14.0573333333
418.29,10.3876666667,26.0414166667,18.1716666666,26.8601666667,5.58916666667,5.973,15.2776666667,8.22266666666,5.2845,21.777,10.6436666667,23.7488333333,14.081
418.65,10.33725,26.0440833333,18.1658333334,26.8566666666,5.587,5.951,15.201,8.23116666669,5.27383333333,21.7418333334,10.5956666667,23.7576666667,14.076
419.01,10.3185833333,26.1139166666,18.1883333333,26.9243333333,5.57983333333,5.93633333333,15.161,8.222,5.2425,21.7385,10.6133333333,23.7641666666,14.0748333333
419.37,10.3730833333,26.17975,18.2313333334,27.0005,5.615,5.97033333334,15.1183333333,8.28683333332,5.28483333333,21.7655,10.6438333333,23.8138333333,14.1261666667
419.73,10.3689166667,26.204,18.2505,27.0293333333,5.615,5.979,15.0456666667,8.29433333334,5.28083333333,21.7563333333,10.6461666667,23.8166666667,14.141
420.08,10.4028333333,26.31175,18.3073333334,27.1341666667,5.64933333333,6.00766666667,15.0355,8.33733333331,5.32683333334,21.8251666667,10.688,23.8888333333,14.19
420.44,10.4280833333,26.3676666666,18.3575,27.2031666666,5.66666666667,6.02883333333,15.0195,8.39033333335,5.34316666666,21.8565,10.7048333333,23.8978333333,14.2115
420.80,10.4793333333,26.462,18.4018333333,27.2648333333,5.71233333333,6.09133333334,14.9826666666,8.42266666667,5.396,21.9131666666,10.7678333334,23.9525,14.2613333334
421.16,10.4711666666,26.5040833333,18.4333333333,27.348,5.7025,6.06,14.94,8.42183333333,5.39083333333,21.924,10.7851666666,23.9928333333,14.2461666667
421.51,10.4695,26.5804166667,18.505,27.3996666666,5.73016666666,6.083,14.914,8.47116666666,5.41583333333,21.9373333333,10.803,24.0241666667,14.251
421.87,10.48525,26.645,18.5536666667,27.4631666666,5.7595,6.09383333333,14.8883333333,8.49933333335,5.45833333334,21.9365,10.8486666667,24.088,14.2566666667
422.23,10.514,26.6865833334,18.5891666667,27.5328333333,5.775,6.0935,14.8371666667,8.49583333333,5.46,21.956,10.847,24.1298333333,14.2683333334
422.58,10.5319166667,26.7445833334,18.6273333334,27.5928333333,5.769,6.103,14.7995,8.49216666668,5.4765,21.9833333333,10.8781666667,24.1266666666,14.2755
422.94,10.5093333333,26.8020833334,18.6603333334,27.6645,5.74866666667,6.07333333333,14.7528333334,8.488,5.47533333333,21.9896666667,10.8821666667,24.1346666666,14.2736666667
