wavelength,Back_PooWhim,Belly_PooWhim,Breast_PooWhim,Crissum_PooWhim,Crown_PooWhim,DorTail_PooWhim,Patch10_PooWhim,Patch11_PooWhim,Patch12_PooWhim,Rump_PooWhim,Throat_PooWhim,WingTip_PooWhim
310.75,6.31252666667,10.7665,3.4212,7.31586666667,5.6952,7.363,5.33993333333,4.96933333333,17.4337617284,6.34856666667,6.19953333333,8.0768
311.12,6.26869333333,10.8718333333,3.47253333333,7.2622,5.635,7.4015,5.33386666667,4.99626666667,17.2543037037,6.3937,6.13566666667,7.94426666666
311.49,6.44470666667,11.0822333333,3.49613333334,7.41586666667,5.87233333333,7.56476666667,5.5929,5.14026666667,17.3947283951,6.50816666667,6.2364,8.0968
311.85,6.32536666667,11.0373666667,3.3226,7.25806666667,5.63473333333,7.3639,5.48036666667,4.9698,17.4367530864,6.45606666667,6.209,7.96626666667
312.22,6.38973333333,11.2315666667,3.29706666667,7.17506666666,5.7488,7.46896666667,5.58273333333,5.00493333333,17.5736530864,6.41683333333,6.41573333333,7.98733333333
312.59,6.2448,11.2468666666,3.00473333333,7.00666666667,5.56606666667,7.16646666667,5.5401,4.792,17.7045703704,6.06106666667,6.383,7.59606666667
312.96,5.96351333333,11.2231,2.80313333333,6.77653333333,5.3934,6.92536666667,5.29373333333,4.60093333333,17.5587530864,5.8228,6.17186666667,7.26206666667
313.33,5.7863,11.2658,2.39713333333,6.3864,5.15953333334,6.53716666667,4.9501,4.43886666667,17.4386296296,5.39506666667,5.8636,6.95633333333
313.70,5.5909,11.1846333333,2.16466666667,6.16206666667,5.00673333333,6.3021,4.81903333333,4.18033333333,17.2677938271,5.1005,5.53566666666,6.71053333333
314.07,5.56511333333,11.2578666667,2.10686666667,5.97433333333,4.92353333333,6.17886666667,4.8157,4.13593333333,17.2358024691,5.11783333333,5.45526666667,6.51613333333
314.43,5.47046666667,11.2681,2.00706666667,5.80313333333,4.9346,6.18026666667,4.81533333333,4.01146666667,17.2356345679,5.0474,5.29233333334,6.4542
314.80,5.7924,11.5568333333,2.3048,6.12353333333,5.18966666667,6.31943333333,5.0911,4.1624,17.5887419753,5.26813333333,5.56206666667,6.57613333333
315.17,6.02186666667,12.0923,2.37286666667,6.33266666667,5.55826666667,6.39993333333,5.4886,4.35406666667,18.091437037,5.5391,5.90313333333,6.80073333333
315.54,6.0764,12.2938333333,2.43593333333,6.41873333333,5.68553333333,6.45493333333,5.50856666667,4.4284,18.2024851852,5.74683333334,5.8696,6.90073333333
315.91,6.24239333333,12.5277,2.449,6.7144,5.975,6.8551,5.7557,4.52126666667,18.3199753086,6.0452,5.98053333333,7.01826666667
316.28,6.91219333334,13.1275333333,3.10393333333,7.39166666667,6.51846666667,7.3845,6.36576666667,4.97906666667,18.8633962963,6.77173333333,6.39233333333,7.58746666667
316.64,7.58846,14.0767666667,3.79593333333,8.21233333333,7.33466666666,8.13406666667,7.18096666667,5.68273333333,19.5168962963,7.71060000001,7.04126666667,8.43613333334
317.01,8.25457333333,14.6747,4.173,8.7432,7.88953333334,8.5531,8.05163333333,6.0862,20.0891049383,8.39266666666,7.50340000001,9.07573333332
317.38,9.11412666667,15.4493333333,5.13253333333,9.83313333335,8.98893333334,9.5218,9.066,6.79286666667,20.941691358,9.40529999998,8.54566666667,9.99853333333
317.75,9.61603333334,16.0844666667,5.63333333333,10.4874666667,9.62993333333,9.97909999999,9.64793333334,7.29226666667,21.6534358025,10.0124,9.21933333334,10.5572666667
318.12,9.37089333333,16.0683333333,5.453,10.4418,9.61133333335,10.0014,9.60993333334,7.14206666667,21.4271061728,9.95666666667,9.09673333333,10.3998666667
318.49,9.25484666667,16.2143333333,5.55086666667,10.3838666667,9.5882,9.89130000001,9.61606666667,7.14793333333,21.3982716049,10.0417,9.24306666668,10.2448
318.85,8.98808666667,16.2421333333,5.37073333333,10.2194,9.46799999999,9.85886666667,9.48323333334,7.09406666667,21.2618839506,9.77513333334,9.12446666667,10.1662
319.22,8.60934000001,15.7754333333,4.96853333333,9.84133333335,8.87026666667,9.46383333333,9.06809999999,6.66093333334,20.6855876543,9.38253333334,8.59226666667,9.8582
319.59,8.33866666666,15.6705666667,4.67166666667,9.48280000001,8.46266666667,9.1263,8.99556666667,6.35133333333,20.5693925926,9.13616666667,8.43706666668,9.62486666667
319.96,8.28524666667,15.6291,4.7224,9.44493333334,8.44006666668,8.9425,8.92406666667,6.33653333333,20.6322987654,8.98526666666,8.32046666666,9.60993333333
320.32,8.21437333334,15.8017666667,4.73606666667,9.43766666666,8.53406666667,8.89676666667,9.07763333333,6.3482,20.7589580247,8.99323333333,8.34753333332,9.60719999999
320.69,8.05276666666,15.4371666667,4.4406,9.12873333334,8.47,8.57483333333,8.89286666667,6.0052,20.4857888889,8.64976666667,8.04419999999,9.2868
321.06,7.51061333334,14.9826,4.00686666667,8.47939999999,7.85773333334,8.07893333333,8.1426,5.38306666667,20.1147271605,8.01393333333,7.58313333333,8.73953333333
321.43,7.02069999999,14.6619666667,3.58386666667,7.96473333333,7.25773333333,7.61123333333,7.77336666667,5.01526666667,20.0434617284,7.50390000001,7.04333333334,8.14706666667
321.80,7.17094000001,14.9259,3.6826,8.05513333333,7.29619999999,7.68726666667,7.7001,5.03086666667,20.0147567901,7.6153,7.08919999999,8.21913333333
322.16,7.66218666666,15.3896666667,3.87206666667,8.35533333333,7.54060000001,8.04423333333,7.9891,5.40793333333,20.5365790124,7.81783333334,7.46426666668,8.42033333333
322.53,8.41615333333,16.0653333333,4.27566666667,9.08000000001,8.07606666667,8.6004,8.59063333333,5.9928,21.2179753086,8.36556666668,7.84406666665,9.02126666667
322.90,8.80109333334,16.4389666667,4.45426666667,9.41613333335,8.28133333334,8.9033,8.8366,6.2602,21.6437098765,8.67303333333,8.10699999999,9.3616
323.27,8.71659333334,16.5429,4.29973333333,9.39026666668,8.16573333335,8.734,8.75793333333,6.0942,21.7419469136,8.49309999999,8.0352,9.1348
323.63,9.04040000001,16.8488333333,4.6248,9.88073333333,8.56486666667,9.13683333333,9.17916666667,6.4358,22.0568580247,8.83676666667,8.44166666667,9.3882
324.00,9.11515999999,17.0875,4.8314,10.0362,8.65633333334,9.279,9.4783,6.66666666667,22.1281580247,9.07126666668,8.59906666668,9.51566666667
324.37,8.63956000001,16.7759666667,4.1392,9.54106666667,8.21559999999,8.76306666667,9.11743333333,6.2418,21.6235901235,8.53593333333,8.14999999999,8.95613333334
324.74,8.17910666667,16.6513666667,3.57466666667,9.14973333333,7.52526666667,8.44093333333,8.76573333333,5.8914,21.1533024691,8.20076666667,7.80119999999,8.42673333333
325.10,8.20948,16.8606333333,3.5804,9.31206666666,7.54613333333,8.47513333333,8.93346666667,5.98093333333,21.2275049383,8.30323333333,7.92466666667,8.428
325.47,8.04118000001,16.7651333333,3.3954,9.08106666667,7.41039999999,8.17906666667,8.74316666667,5.76466666667,20.8762814815,8.0433,7.80826666665,8.21286666667
325.84,7.72506666666,16.5587,3.12513333333,8.76113333335,7.21653333333,7.941,8.64656666667,5.49566666667,20.8045716049,7.71490000001,7.55039999999,7.81733333333
326.21,7.64219333333,16.5910666667,3.29613333333,8.89266666666,7.3312,7.84646666667,8.73263333333,5.45606666667,20.891437037,7.78183333333,7.67333333333,7.91446666667
326.57,7.69179333333,16.7408,3.3464,8.96440000001,7.36206666666,7.61273333333,8.84013333333,5.37386666667,21.0430111111,7.81666666666,7.81546666666,7.89626666667
326.94,7.54624666667,16.5948,3.1122,8.67260000001,7.15026666667,7.29283333333,8.6584,5.08333333333,20.7619185185,7.62930000001,7.59020000001,7.55533333333
327.31,7.86740666666,16.7734333333,3.37906666666,8.85693333334,7.43086666667,7.5244,8.90713333333,5.35593333333,20.9946111111,7.88149999999,7.79873333332,7.69433333333
327.67,7.86843333333,16.9424,3.20486666667,8.74026666666,7.37386666667,7.44196666667,8.78533333333,5.32006666667,21.0055469136,7.8232,7.72106666667,7.6442
328.04,7.89306666667,16.9997333333,2.974,8.64253333333,7.30833333333,7.2001,8.73786666667,5.13113333333,21.0256407407,7.73316666667,7.69113333334,7.56726666667
328.41,8.26679333333,17.2749666667,3.3434,9.03580000001,7.56966666666,7.56966666667,9.01473333333,5.55,21.4181666667,8.07593333333,8.05473333333,8.00133333333
328.78,8.34358000001,17.4228333333,3.6858,9.34193333333,7.82466666667,7.67303333333,9.15883333334,5.7452,21.7318765432,8.29323333334,8.16153333332,8.23293333333
329.14,8.83337999999,17.841,4.2084,9.8486,8.35846666666,8.1513,9.53726666667,6.15573333333,22.1784950617,8.72943333333,8.5556,8.61853333333
329.51,9.03511333334,18.1857,4.44226666667,10.1186666667,8.45266666666,8.34856666667,9.72866666667,6.30273333333,22.3954679012,9.01646666667,8.60406666665,8.74646666667
329.88,8.98385999999,18.1554333333,4.2578,10.0743333333,8.30993333333,8.12476666667,9.65713333334,6.2484,22.2725975309,8.97496666665,8.50200000001,8.71673333333
330.24,8.99122666667,18.4130333333,4.1608,10.0670666667,8.27326666667,8.11603333333,9.74920000001,6.27126666667,22.3246666667,9.07649999999,8.35193333332,8.717
330.61,8.80148,18.2993666667,4.0766,9.83293333334,8.15993333333,8.2245,9.63243333334,6.20346666667,22.1248506173,8.98259999999,8.19459999999,8.6484
330.98,8.68865333334,18.4498666667,4.05066666667,9.87886666666,8.12433333333,8.22123333333,9.71783333334,6.1822,22.0445,9.06453333333,8.24766666667,8.70006666667
331.34,8.45325333333,18.4587333333,3.94846666667,9.71759999999,7.96546666667,8.09303333333,9.58179999999,6.07646666666,21.9516617284,9.07156666666,8.1614,8.61006666667
331.71,8.27577333333,18.2190666667,3.96673333333,9.58260000001,7.79613333335,7.88393333333,9.40373333333,5.91293333333,21.8358790123,8.92900000001,8.05040000001,8.34973333333
332.08,8.00414666666,18.1541,3.9456,9.48573333334,7.58413333335,7.77243333333,9.22946666667,5.73806666666,21.8511506173,8.74736666666,7.96486666666,8.12286666667
332.44,7.79763333333,18.2020333334,3.80946666667,9.30613333332,7.48493333332,7.4716,9.1807,5.54486666667,21.6737283951,8.57030000001,7.84993333333,7.86986666667
332.81,7.89710666666,18.3665666667,3.7572,9.22300000001,7.42733333333,7.41306666667,9.19136666667,5.53993333333,21.8476345679,8.47673333334,7.8544,7.90673333333
333.18,7.50819333334,18.3021,3.49706666667,8.99219999999,7.13179999999,7.11456666667,9.00296666667,5.21526666667,21.6044246914,8.23966666668,7.61620000001,7.6916
333.54,7.40181333333,18.3776,3.3472,8.99413333334,7.14880000001,7.0112,9.04746666667,5.088,21.7489777778,8.15573333335,7.63306666667,7.64586666667
333.91,7.45946666666,18.4998333333,3.45693333333,8.92459999999,7.06086666668,6.99593333333,9.1395,5.021,21.8857765432,8.18976666667,7.67093333333,7.65193333333
334.28,7.37724000001,18.3894666667,3.41893333333,8.66366666668,6.7822,6.81813333333,8.9696,4.78113333333,21.6271814815,7.94420000001,7.58166666667,7.4498
334.64,7.25234666667,18.3347333333,3.20613333333,8.39986666667,6.53653333333,6.55666666666,8.8729,4.65666666667,21.3405320988,7.62283333333,7.35633333333,7.218
335.01,7.07469333334,18.4182666667,3.11906666667,8.2312,6.43213333333,6.29373333333,8.78216666667,4.5664,21.3998530864,7.54196666667,7.164,7.06293333333
335.38,7.32302,18.8565666667,3.30953333333,8.51806666667,6.72026666666,6.40246666667,9.126,4.6264,21.726428395,7.69356666666,7.47720000001,7.3022
335.74,7.51819333333,19.2874333333,3.55666666667,8.77860000001,6.94413333334,6.5477,9.3761,4.79886666667,22.0691864198,7.8939,7.71773333334,7.5386
336.11,7.93560666667,19.5903333333,3.90266666666,8.98119999999,7.26713333333,6.82653333333,9.7947,5.16953333333,22.2739320988,8.13569999999,8.00113333335,7.86553333333
336.47,7.88494000001,19.5572333333,3.7848,8.81660000001,7.12393333333,6.72326666667,9.8396,4.93573333333,22.359891358,8.12479999999,7.77899999999,7.7042
336.84,7.77918666667,19.4437333333,3.68133333333,8.77533333333,7.13446666667,6.60016666667,9.91826666667,4.78993333333,22.3180901235,8.17556666667,7.76766666668,7.61153333333
337.21,7.7963,19.6257333333,3.63966666667,8.85793333333,7.19233333335,6.60703333334,10.0321666667,4.8176,22.371391358,8.18126666667,7.81426666667,7.61386666667
337.57,8.03162,19.8086,3.83513333333,9.01586666666,7.30766666666,6.8077,10.2213,4.94913333333,22.6131975309,8.42549999999,8.09073333334,7.84973333333
337.94,8.13283333334,20.0690666667,3.92686666667,9.21806666667,7.56133333334,7.01056666667,10.4342333333,5.1608,22.7413728395,8.60869999999,8.29186666667,8.0534
338.31,8.12676666666,20.1462,3.87153333333,9.25886666665,7.6704,7.01033333333,10.5297666667,5.13406666667,22.8503469136,8.62663333333,8.22539999999,8.07646666667
338.67,8.02357999999,20.1461333333,3.72673333333,9.2994,7.66273333332,6.9195,10.4470666667,5.01146666667,22.9659716049,8.6439,8.11440000001,7.97013333333
339.04,8.22729333333,20.265,3.936,9.45986666667,7.81313333333,7.20943333333,10.6644,5.05486666667,23.1951111111,8.7929,8.30253333334,8.14606666667
339.40,8.04546666666,19.9918,3.8084,9.22386666667,7.65346666665,7.09893333333,10.4332666667,4.943,22.9055419753,8.58726666667,7.99626666665,8.00186666667
339.77,7.98272,19.8462,3.7576,9.191,7.58539999999,7.12236666667,10.472,4.91006666667,22.6697,8.44116666665,7.90546666665,7.90713333333
340.14,7.96085333334,19.9544333333,3.7306,9.30573333333,7.60073333333,7.0478,10.4284333333,4.8058,22.7184382716,8.44070000001,7.91733333333,7.85633333333
340.50,7.88063333333,20.0053666667,3.82573333333,9.39933333333,7.69586666667,7.10493333333,10.3663,4.8,22.8670234568,8.43033333333,8.13580000001,7.86266666666
340.87,8.10656666667,20.3377,4.10786666667,9.64213333335,7.96806666667,7.46416666667,10.5873333333,5.0558,23.0253716049,8.60206666668,8.36546666667,8.06113333333
341.23,8.52565333333,20.6259333333,4.45986666667,9.9564,8.31666666665,7.87713333333,10.9088333333,5.40626666667,23.4017580247,8.93883333334,8.67206666665,8.3096
341.60,8.62755333333,20.8307,4.64653333333,10.1502,8.50746666667,8.03873333333,11.0665333333,5.5994,23.3826691358,9.04703333334,8.74493333335,8.42553333333
341.96,8.52819999999,20.7224333333,4.55346666666,10.0890666667,8.32159999999,7.84826666667,10.9416666667,5.5236,23.2614308642,8.95933333333,8.56153333333,8.18893333333
342.33,8.60576000001,20.8526333333,4.65446666667,10.1503333333,8.33086666667,7.94246666667,10.9534333333,5.69686666667,23.3476950617,8.97653333334,8.59806666667,8.19893333333
342.70,8.75982666667,21.0761666667,4.7894,10.3058,8.4886,8.11053333333,11.0930666667,5.7752,23.4514802469,9.02476666667,8.77173333334,8.3066
343.06,8.70106666667,21.017,4.7412,10.2330666667,8.48013333333,8.07543333333,11.0551666667,5.78073333333,23.3886061728,8.9416,8.7436,8.21673333333
343.43,8.52949333334,20.9750333333,4.5632,10.1334,8.36273333333,7.975,11.0106333333,5.63326666667,23.3896135803,8.79053333334,8.65493333334,8.03466666667
343.79,8.56877999999,21.0364333333,4.4974,10.0949333333,8.38473333334,7.83933333333,11.0262666667,5.60066666667,23.5442814815,8.8212,8.62599999999,8.0594
