wavelength,Back_PooWhim,Belly_PooWhim,Breast_PooWhim,Crissum_PooWhim,Crown_PooWhim,DorTail_PooWhim,Patch10_PooWhim,Patch11_PooWhim,Patch12_PooWhim,Rump_PooWhim,Throat_PooWhim,WingTip_PooWhim
205.36,25.73816,25.8928333333,18.5714,38.5714666667,51.5476,21.8748333333,55.0297333333,33.8689333333,28.216662963,33.4524,30.3570666667,40.2380666667
205.74,33.7016333333,34.7076,22.8070666667,44.2106,60.1168666667,29.6199,59.9122666667,40.7018,36.1716827161,38.8889333333,39.1813333333,44.7368666667
206.12,47.90836,49.7553666667,34.9847333333,58.0427333333,73.2721999999,41.5902333333,75.9632,52.4770666667,55.155782716,50.1222333333,56.942,56.2079333333
206.50,49.3334466667,54.3858666667,31.9298666667,58.5262666666,74.0350666667,41.1579666667,81.8245333333,55.2280666667,56.5251037037,49.2280333333,53.2632,60.0702666667
206.87,48.7227333333,50.1051333333,30.1054,57.2631333334,72.9824666667,38.8421666667,75.7895,51.4387333333,53.3942160494,41.8245,51.8596666667,63.0176
207.25,44.2847933333,49.6180666666,25.2082666667,50.4860666667,71.25,35.9374666667,68.5764333333,47.2916,46.8543716049,36.9445333333,44.7917333333,61.5973333333
207.63,37.5578266667,49.0429333333,18.5479333333,43.9603333333,62.8383333333,30.9570666667,65.0164666666,42.6402,42.5289617284,32.5083333333,38.3499333333,55.4455333333
208.01,34.0666,46.5556,19.1110666667,37.3332666667,53.1666,25.7500333333,57.4168,38.2222666667,41.1532987654,33.3889,34.3332666667,49.1112
208.39,33.7966333333,47.6835666667,18.5876666667,36.497,52.7118,24.4633333333,58.5027666667,36.2146,37.3590790124,33.9830666667,35.7626666667,53.6722666667
208.77,42.4729666667,57.8916666666,23.1909333333,43.4758666667,61.0256666667,30.3705,70.1138333333,39.886,44.2009135803,40.0284333333,42.2792666667,59.1452666667
209.14,37.3108866666,54.1176666667,15.6862666667,38.8236,55.3501333333,24.9300666667,65.7703333333,33.2213333333,43.0128728395,34.8179,39.7198666667,57.8152
209.52,39.9230666667,56.4744333334,12.3718666667,40.3845333333,60.1922666667,23.0449,71.6987666667,29.8718666667,43.1588333333,36.0897333333,39.1668,63.3974
