wavelength,Back_PooHypm,Belly_PooHypm,Breast_PooHypm,Crissum_PooHypm,Crown_PooHypm,DorTail_PooHypm,Patch10_PooHypm,Patch11_PooHypm,Patch12_PooHypm,Rump_PooHypm,Throat_PooHypm,WingTip_PooHypm
206.12,82.4338000002,126.349166667,14.8676666667,-18.4158274509,12.328,-92.0899333334,53.0687333333,-64.8941333334,33.5979166667,-63.8096,-38.0689333333,-114.788333333
206.50,48.2856,90.3571999999,-4.2857999998,-19.7871725489,0.6190666666,-72.1664999999,31.1904666667,-51.9523333334,24.9404166668,-55.2039809523,-37.2857999999,-80.0952000002
206.87,40.458,85.2137666665,9.39653333348,-6.57884705866,16.3928666666,-37.3384666666,36.2131333334,-26.9618666668,25.5616666668,-37.8293714287,-16.4527333335,-42.1693999998
207.25,73.9454666667,98.0906666666,45.2370666667,37.711580392,45.5356,13.0868666667,69.9215333333,12.9301333332,60.5636666665,1.78150476206,23.6208666666,6.9914
207.63,68.2050666668,107.2649,35.0996666666,27.0922941179,34.6723333332,13.3901000001,61.1253999999,-6.8804666666,51.4956666667,-17.1142476191,17.0657333334,-14.1168
208.01,-11.2522,78.2811333333,-28.4406000001,-28.8606078433,-9.9536,-61.2869333333,-5.73920000006,-80.4638666666,-4.71741666675,-114.721314286,-58.6840666668,-88.6783333333
208.39,71.9001333333,109.225933333,52.6945333333,41.8387058823,48.2923333335,9.33246666666,57.1457333335,6.9412,69.2208333333,-13.9821238094,35.9050000001,-2.52266666654
208.77,99.6426666665,112.108633333,81.5853999999,63.3631882352,69.1226666665,33.8434000001,82.1441333333,28.4404000002,91.8776666668,22.1795619049,67.5502666667,24.8862666667
209.14,108.064466667,118.2654,97.7775999998,67.7627137255,78.7531999999,38.2403666667,90.5682000001,34.8516666667,97.2850833333,35.7379523809,81.3172666666,44.1932
209.52,81.9233333334,90.6822333333,76.1597999999,55.0311529413,60.9357333333,33.4047666667,76.764,25.8867999999,80.6530833333,25.8878190477,61.2151999999,39.0382000001
209.90,86.0530666667,103.028066667,80.0614000001,65.3518470587,71.8507999999,38.6482666667,85.6557333335,29.1310666668,100.161333333,29.0083809523,77.7779333332,48.9019333333
210.28,35.8588,62.0984666667,36.3686666667,33.6565882353,41.8739999999,4.83576666666,55.6314666666,2.4948666666,68.5898333333,-7.31629523806,43.1183999999,11.0881333333
210.66,26.3080666666,59.9801000001,32.1864,31.8212862746,35.0298666668,-0.5955,50.1233999999,-9.1954666668,68.0455,-28.3337333331,44.1138666667,-9.19946666666
211.03,64.3414,75.4466333333,50.3093999998,58.9120666668,41.6974666666,9.4869666666,69.3368666667,-7.5951333334,102.398416667,-31.3161714287,88.5586666669,-24.3235999999
211.41,-97.1428666666,-42.8572,-90.238,-64.7618666666,-65.4762,-80.4762666666,-46.4285333333,-88.5714,-35.41675,-108.333266667,-52.1429333334,-69.9999333334
211.79,-540.246999999,-324.074166667,-458.271666666,-375.52654902,-271.604866667,-268.888933333,-314.814733333,-220.987666667,-419.752916666,-284.479685714,-434.567933333,-150.6172
212.17,-306.454533333,-174.606133333,-289.4848,-219.221086275,-199.121266667,-182.7879,-176.575666666,-158.4546,-243.901416666,-233.510733333,-241.3636,-121.8182
212.55,-355.0,-225.8333,-287.222333333,-260.980254902,-200.000066667,-191.111133333,-235.0,-87.2222666666,-346.527833333,-193.888857143,-321.666666667,-120.555466667
212.92,250.605999999,128.989966667,225.151599999,135.068407843,236.767666665,289.898933333,90.908933334,419.696933333,155.681916667,484.228009523,104.949466667,284.848400001
213.30,-485.7778,-361.777733333,-449.333400001,-395.450913725,-258.666600001,-185.333266667,-386.222266667,30.6667333332,-510.0,-88.4444666666,-522.2222,-102.666666666
213.68,95.0409333334,12.3507999999,72.9592,40.5654980392,75.3918000002,148.4562,52.3274,216.631466667,39.6490833332,213.694171429,-5.3567333332,124.397466667
214.06,166.777733333,58.3888666668,131.4444,88.0261215685,110.222266667,194.611133333,84.6667333332,276.6666,94.3055,287.079409524,33.7777333334,154.2222
214.44,108.465133333,43.3426333333,83.6961333333,68.6729647059,80.3596666667,109.6929,73.9720666667,150.4682,83.3256666668,168.940952381,41.2280000001,85.7612
214.81,67.0555333333,41.4583999999,57.2499333333,56.9198941177,53.2777333333,78.2778,51.4723333334,102.3334,62.8124166667,121.996038095,34.3056000001,61.5278
215.19,70.0498666667,45.4652999999,67.1473333333,62.8127372548,53.7718666667,78.9565,52.5012666666,102.473733333,70.5852499998,121.176257143,38.2099333334,59.2711333333
215.57,3.80006666654,-14.5618000001,10.5332666667,30.4313058824,-6.7429333336,30.0476333333,9.49526666674,80.8476000001,12.1905,73.3659714287,-23.5142666667,15.4951333335
215.95,3.55620000014,-14.5288333334,9.20473333341,36.795070588,-12.2339333333,42.2948999999,16.4639999998,71.9403333333,-7.21891666675,61.4915047619,-30.9117999999,24.1844666666
216.32,-35.7835333336,-62.8918999999,-18.7180000001,32.4318274512,-48.4616666666,44.3732333333,-4.6153333334,46.3531333334,-55.1280833335,42.8407714287,-87.6352666665,8.3759333332
216.70,5.1254666666,-16.4994666666,21.3620666669,65.3411843138,-27.9330666666,72.3118,18.3512666666,58.1362666666,-19.3848333332,88.9502476191,-61.7922666667,11.7920000002
217.08,62.2272666667,29.6275333333,78.0876666669,97.3113764707,34.3011333333,107.453933333,60.5451999999,97.3118666667,38.5849166666,129.003761905,13.6482,63.986
217.46,89.3680666665,50.1333333334,116.278333333,109.609490196,65.7159333334,135.6058,72.1506666667,130.2376,60.50725,166.628504762,28.3131333334,94.2608
217.83,42.0201999999,35.1348000001,83.4006666667,85.2564196077,74.3097333333,101.228966667,58.4176000001,88.5184666668,20.9596666667,119.547847619,-17.0032666666,88.4848666668
218.21,99.4285333334,85.5620000001,141.9428,132.282352941,122.4762,164.914333333,106.8952,141.257133333,73.7619166666,157.981038095,48.3810000001,137.8286
218.59,130.952333333,112.666666667,200.476133334,194.85712549,179.761933333,248.2857,124.3334,222.381,46.6666666665,220.877571428,45.0952,222.904866667
218.97,3628.88893333,1388.88886667,2924.4444,1988.6274902,1322.2222,2405.55553333,1648.88886667,2431.11106667,2572.22225,3254.28562857,2308.88886667,1604.44433333
219.34,-465.641066668,-180.974366667,-393.435933333,-390.841537255,-281.9488,-549.487100001,-243.282066667,-507.179466667,-136.025666667,-531.487180952,-175.179533334,-327.692266667
219.72,-617.111066667,32.3334,-298.6666,13.3072588234,101.5556,-15.7776333334,-107.3334,-101.333266667,-251.111166667,-350.793561905,-218.888933334,107.333466668
220.10,-243.0,357.333333334,49.6666666674,472.31372549,545.666666667,496.166666666,185.666666666,409.333333333,22.4999999999,184.238095238,65.3333333327,560.000000001
220.47,-209.861133333,62.9168,-81.8055333334,51.1111333334,43.6112,21.4584,-34.1666,16.9443999999,-50.6944166667,-59.5039904761,-53.4722666667,92.6388666666
220.85,-2640.88886667,-501.111066667,-1794.22213333,-1156.49667059,-1549.7778,-1749.7777,-1383.55546667,-1812.88886667,-1295.55566667,-1988.88898095,-1182.6666,-687.111133333
221.23,303.148266667,181.759366667,323.889,333.148137255,418.5186,422.407433333,309.814933333,418.518466667,243.287083333,421.719666666,213.8888,366.666666667
221.61,-2157.66666667,-252.333333333,-1506.66666667,-995.019607844,-1409.66666667,-2086.0,-1340.0,-1162.0,-1160.41666667,-1885.71428571,-682.666666666,-435.0
221.98,-2273.33333333,323.333333333,-1246.66666667,432.156862746,266.666666665,-1383.33333333,-553.333333332,960.0,-1516.66666667,-845.714285716,-579.999999999,1526.66666667
222.36,-37.1428000001,-22.1429666667,-53.3332666665,-100.896305882,-146.190533333,-139.523733333,-70.9522666666,-141.904933333,-28.5714166667,-149.523819048,-21.9048,-104.2856
222.74,-39.7815333333,-21.862,-53.7930000001,-61.9384980391,-94.4368,-111.9655,-50.2988666668,-90.5978,-55.1868333334,-114.633761905,-18.9885333333,-50.8391333333
223.11,-37.8332666666,-35.2221666667,-67.111,-70.8234666666,-93.5554666667,-115.2777,-28.3889999998,-87.7222666668,-69.6525833332,-112.412761905,-30.1110666666,-62.4445333333
223.49,-266.349333333,-126.745933333,-300.991933333,-259.213258824,-304.0874,-427.400799999,-177.103266667,-276.3492,-301.438583333,-399.56344762,-192.4206,-188.2144
223.87,-359.105666667,-206.449766667,-390.135533334,-342.925180391,-339.7562,-513.794100001,-227.7778,-296.3416,-421.68025,-474.204438097,-273.550066667,-234.6612
224.24,-140.6296,-61.2223,-134.740733333,-113.655760784,-107.777733333,-214.296366667,-72.5186,-96.8889333334,-139.583166667,-212.634980952,-80.0000666667,-66.9260000001
224.62,-66.1023333333,-14.6826,-59.7531333333,-45.812737255,-40.4938666666,-100.291,-17.6366666667,-45.5378666666,-40.1675833333,-111.093409524,-11.6224666667,-21.1639999999
225.00,-53.4124,-4.44446666668,-49.8024666665,-33.2240980392,-27.6492666666,-66.8988,-3.34806666668,-31.2938666666,-23.5925,-84.9284000001,-5.71353333342,-17.9407333333
225.38,-36.1661333333,-4.1555,-33.4799333333,-19.9040745098,-15.1893333333,-43.0607333333,6.41413333332,-19.5928666667,-11.3959166667,-59.3767047619,-3.11766666667,-19.414
225.75,-47.1800666667,-15.7282666667,-45.7629999999,-36.2676823529,-25.7747333333,-55.6549666666,-11.4798,-33.3472666667,-28.9951666667,-70.4034761906,-13.2659333333,-28.3484666667
226.13,-39.7434666666,-9.16673333334,-43.2050666667,-30.8371647059,-26.1537333333,-48.2691999999,-10.3846,-40.8973333333,-11.859,-65.9157523809,-13.3332666666,-31.5385333333
226.51,-37.8702666667,-3.05546666666,-38.7035333334,-33.1208705883,-22.2224,-38.7038666666,-16.3888000001,-34.7223333333,3.00924999998,-62.6851523809,-11.9444000001,-34.4445333333
226.88,-23.6188666667,17.3075999999,-24.4638,-22.7492470589,-5.02920000002,-22.1660000001,-15.1613333334,-15.5576666667,16.1251666667,-38.8673047619,1.27219999999,-22.1211333333
227.26,-17.4175333334,22.7390666666,-23.2054,-13.636772549,-3.91753333335,-14.7390666666,-17.3704,-13.2222,22.5190833333,-37.4110095237,4.96133333326,-16.0690000001
227.64,-8.39880000001,12.6454333333,-13.8290666667,-4.86061176469,-6.65279999998,-16.0986,-9.18126666666,-15.8702,13.4885,-20.2788476191,9.84960000001,-2.73173333335
228.01,3.93133333334,14.0545,-5.684,2.87315686274,-2.89713333335,-10.3255333333,0.428066666666,-12.1899333333,18.6305,-11.2677047619,11.433,8.62680000001
228.39,13.3791333333,16.2241333333,3.69879999999,9.89823921568,2.69853333333,-4.89553333334,7.63693333333,-2.94960000001,19.694,0.08760952378,16.6481333333,12.6840666667
228.76,21.6448,17.8242333333,14.9278666667,15.0029137255,9.90913333333,0.614066666666,12.1743333333,4.75886666667,23.59025,9.9234952381,23.0545333333,17.1178
229.14,23.1417333333,15.2699666667,15.9826666667,14.8598823529,7.42359999999,0.389133333346,10.2396666667,0.118200000008,26.7771666667,12.2482952381,23.048,16.4034666667
229.52,26.9766,13.9902333333,20.4727333333,17.6283333333,8.4324,2.66296666667,10.4145333334,-0.722933333333,32.40075,17.462952381,25.5722666666,18.9365333333
229.89,29.2775333333,16.5914333333,24.1750666667,23.3555215686,12.5237333333,4.68356666666,14.6445333333,0.265999999999,35.57075,19.018752381,25.63,21.4470666667
230.27,26.4914,16.5994333333,22.5497333333,23.6584588235,14.0064,7.34476666667,16.0876,6.25560000001,33.8360833333,19.4099809524,26.7707333334,19.6293333333
230.65,26.5424666667,17.222,19.1921333333,23.0521607843,12.2174666667,3.24926666666,15.0234666667,5.92800000001,35.3115833333,18.5895809524,28.1123333333,18.4638
231.02,25.3710666667,12.6343666667,14.0817333334,21.2471294118,9.89673333335,1.21779999999,13.7490666667,2.49633333333,32.9191666666,15.6115238095,26.3173333333,17.3605333333
231.40,21.6540666667,8.6329,9.47659999999,17.8332509804,6.62726666666,1.97986666666,11.2479333333,0.411333333328,28.6220833333,13.4860095238,25.2822,12.4705333333
231.78,21.533,4.41683333334,7.3806,14.8328627451,5.82946666668,4.38859999999,9.25306666667,0.59426666668,26.4915833333,10.1820095238,23.3687333333,8.69533333334
232.15,19.8592,2.24780000001,5.91100000001,12.0279843137,5.95253333334,4.24053333333,5.54240000002,0.31453333334,25.24775,8.02787619047,23.7098666667,4.29100000001
232.53,15.2575333333,-0.7801,1.19320000001,8.59713333334,4.4524,2.16686666667,2.29553333335,-3.61453333334,21.6519166667,4.25354285713,20.559,1.5284
232.90,17.3413333333,2.1403,-1.66833333334,9.2575254902,6.48266666665,2.56406666668,4.3,-5.4194,23.9513333333,4.86702857143,18.8955333333,2.12673333334
233.28,19.6880666667,3.28556666665,0.584800000014,12.0193764706,9.71460000001,4.28259999999,7.674,-2.43986666667,26.31625,6.20174285713,18.3744,2.95179999999
233.66,20.3982666667,4.6226,1.04666666665,15.176227451,10.8127333333,7.05236666667,10.4406666667,0.31453333332,27.7654166667,6.61449523809,20.1068,6.22793333334
234.03,17.9918,2.35449999999,-2.2624,12.5142745098,8.40613333331,7.87799999999,8.81160000001,0.13066666666,25.7865,6.18134285715,17.2847333333,5.12779999999
234.41,19.9237333333,6.14290000002,0.725466666652,14.1430627451,12.4910666667,8.88986666666,10.0768666667,2.4794,29.3765833333,8.08606666667,17.3546,8.21940000001
234.78,18.2062,8.1132,2.55126666667,14.4456705882,13.8602,10.7520666667,9.95193333333,2.01506666668,28.53375,7.42775238097,15.7722666667,9.55420000001
235.16,14.5028666667,4.49879999999,1.76239999999,14.3915254902,11.6644,7.157,6.68160000001,0.31613333332,26.5385,7.36038095237,12.5226666667,7.59513333333
235.54,11.7202666667,4.62150000001,1.81640000001,11.8810392157,9.94106666668,1.48636666667,4.5256,-4.53460000001,24.2124166667,7.01874285715,10.3190666667,7.15339999999
235.91,13.3716,9.54413333334,6.10233333333,16.4485960784,11.4948666667,5.35236666667,9.03706666666,0.257733333334,27.3945,11.9369238095,12.0574,14.0096
236.29,12.656,9.7898,6.31340000002,15.2428784314,11.0842,7.91540000001,9.91593333333,0.362533333326,25.6301666667,11.6187047619,10.2706666666,11.1062666667
236.66,12.2884666667,7.03003333332,5.15726666666,14.4239333333,6.55373333333,7.0603,9.24046666667,-1.37873333333,21.94625,8.84713333333,8.34333333332,8.97393333335
237.04,11.5772666667,7.95713333334,8.3232,14.7261137255,5.91620000001,9.27733333333,9.24113333333,-0.151599999993,19.8948333333,8.12062857142,9.84553333334,10.5062666667
237.41,10.2959333333,6.37689999999,8.75319999999,12.609745098,6.34033333333,8.58273333333,8.03586666667,-0.36419999998,18.2655833333,6.76250476191,9.37813333335,11.7518
237.79,7.07166666667,4.651,7.67726666668,8.78579607842,4.72486666666,6.12186666667,5.51453333333,-3.93633333334,16.54975,4.8089047619,6.66386666665,10.6315333334
238.17,9.89539999999,8.28663333333,11.2018,11.3548784314,6.43513333335,7.88243333334,9.27053333333,-0.70066666666,18.539,7.60905714285,10.9618,13.9362
238.54,7.36120000001,4.77436666667,9.06826666667,8.22540784314,1.51733333333,6.06856666667,7.22213333333,-4.7264,15.0681666667,5.21536190476,8.87659999998,12.3126
