wavelength,Back_PooHypm,Belly_PooHypm,Breast_PooHypm,Crissum_PooHypm,Crown_PooHypm,DorTail_PooHypm,Patch10_PooHypm,Patch11_PooHypm,Patch12_PooHypm,Rump_PooHypm,Throat_PooHypm,WingTip_PooHypm
390.63,9.20266666667,15.7442666667,9.23999999999,13.9154431372,6.86913333334,5.52326666667,17.2441333333,4.84733333333,29.38375,7.84178095237,23.2242,7.66366666666
391.00,9.23606666667,15.7584,9.24873333333,13.9590470588,6.86593333333,5.5022,17.2733333333,4.8632,29.4259166667,7.86819047619,23.2874,7.69786666667
391.36,9.24893333334,15.7397333333,9.22966666667,13.9413803921,6.832,5.49296666667,17.2947333333,4.84946666667,29.4284166667,7.85766666666,23.3556666667,7.6396
391.72,9.27166666667,15.7972,9.24560000001,13.9862431373,6.82806666666,5.48173333333,17.3605333333,4.8588,29.4666666667,7.86198095239,23.4341333333,7.61506666667
392.08,9.26753333334,15.8629333333,9.26393333334,13.9897294118,6.82926666666,5.44966666667,17.4388666667,4.86193333333,29.51575,7.86614285715,23.5173333333,7.59653333333
392.44,9.23806666667,15.8504666667,9.20273333334,13.9738666667,6.81186666666,5.41546666667,17.4342,4.79693333333,29.5309166667,7.80463809525,23.5374,7.568
392.80,9.17153333333,15.804,9.15486666667,13.9297882353,6.73866666667,5.32133333333,17.3908666667,4.72213333333,29.4856666667,7.7382952381,23.5043333333,7.5262
393.16,9.11026666667,15.7975666667,9.1474,13.9411411765,6.71740000001,5.3021,17.4174666667,4.71246666667,29.4349166667,7.69344761905,23.491,7.52713333333
393.52,9.17726666667,15.8736,9.24806666666,14.0208470588,6.77586666667,5.3733,17.5459333333,4.7732,29.4926666667,7.76699047619,23.6120666667,7.582
393.88,9.19106666666,15.9421,9.27126666666,14.0615137255,6.846,5.40173333333,17.6464666667,4.81726666667,29.53925,7.78943809523,23.6914,7.61853333333
394.24,9.15313333333,15.9727333333,9.30906666667,14.0533294118,6.82680000001,5.3644,17.6643333333,4.81926666667,29.5866666667,7.79875238095,23.7122,7.57913333333
394.60,9.14186666666,16.0175,9.31793333332,14.0672117647,6.81180000001,5.3457,17.7219333333,4.80006666667,29.6314166667,7.77825714285,23.7553333333,7.5152
394.96,9.1346,16.0439,9.38740000001,14.1151215686,6.87233333333,5.36013333333,17.7846666667,4.83,29.6671666667,7.79334285714,23.8014666666,7.52646666667
395.32,9.17173333333,16.1428,9.45519999999,14.2014039216,6.91413333333,5.39376666667,17.8766,4.86606666667,29.73925,7.84669523809,23.8409333333,7.60793333333
395.68,9.20620000001,16.1673666667,9.49273333333,14.2544705882,6.95366666667,5.42776666667,17.9255333333,4.89066666667,29.80425,7.88525714287,23.9035333333,7.64426666667
396.04,9.23226666666,16.2249,9.51346666667,14.3106705882,6.98219999999,5.4332,18.0008,4.93953333333,29.8813333333,7.89677142857,23.9646666667,7.68113333333
396.40,9.23246666667,16.3040666667,9.55473333333,14.3499019608,7.00653333333,5.43883333333,18.0692666666,4.99753333333,29.9256666667,7.94225714285,24.0196666667,7.7024
396.76,9.28506666667,16.3922666667,9.61333333333,14.4120196078,7.062,5.51886666667,18.2098,5.06026666667,30.0151666667,7.98835238096,24.1006,7.73186666667
397.12,9.31153333333,16.5133,9.61720000001,14.4542901961,7.09179999999,5.5039,18.2679333333,5.04486666667,30.0606666667,8.01034285715,24.1852,7.72813333333
397.48,9.23153333334,16.5143,9.54786666667,14.4306627451,7.01893333334,5.42316666667,18.2300666667,4.9824,30.0478333333,7.94426666667,24.1476666667,7.64106666667
397.84,9.20686666668,16.4919666667,9.56306666666,14.4525019608,6.97960000001,5.40153333333,18.2466,4.93273333333,30.122,7.9304952381,24.2114666667,7.6176
398.20,9.29293333334,16.6007666667,9.58873333333,14.5445176471,7.073,5.4811,18.3445333333,5.00833333333,30.2181666667,7.98956190475,24.3126666667,7.7098
398.56,9.33446666667,16.6694666667,9.63133333333,14.5645568627,7.08699999999,5.50326666667,18.4155333333,5.0112,30.2309166667,8.00705714286,24.3456666667,7.7654
398.92,9.36753333334,16.7075666667,9.62466666667,14.5997647059,7.08053333334,5.49403333333,18.4866,4.99626666667,30.3059166667,8.03236190476,24.4311333333,7.78773333333
399.28,9.35526666667,16.7557,9.62086666666,14.5958509804,7.07933333333,5.47486666667,18.5279333333,4.97513333333,30.3328333333,8.04212380953,24.4904666667,7.74913333334
399.64,9.32053333333,16.7784333333,9.58899999999,14.5766470588,7.06573333333,5.41893333333,18.5519333333,4.96346666667,30.3423333333,8.00826666666,24.4746,7.69393333333
400.00,9.32786666667,16.8852,9.6444,14.6278705882,7.10253333334,5.47083333333,18.6160666667,4.9486,30.42,8.04086666667,24.5579333334,7.70593333333
400.36,9.37639999999,16.9461,9.70440000001,14.6984313725,7.14986666667,5.49873333333,18.7107333333,4.98866666667,30.4866666666,8.09380952381,24.6252,7.7232
400.72,9.41240000001,17.0171666667,9.75826666666,14.7484431372,7.18359999999,5.51216666667,18.7402666667,5.00746666667,30.5329166666,8.11084761905,24.7037333333,7.71833333333
401.08,9.42933333333,17.0007333333,9.81193333333,14.7449803922,7.18486666667,5.5167,18.825,4.99286666667,30.6329166666,8.13491428572,24.7301333334,7.70426666667
401.44,9.48093333334,17.0819333333,9.88253333334,14.806745098,7.22799999999,5.5542,18.9678,5.03286666667,30.7375833333,8.1629904762,24.8390666667,7.7492
401.80,9.53026666666,17.1737666667,9.91626666667,14.8569490196,7.24913333334,5.56866666667,19.0768666667,5.05133333333,30.7759166667,8.19127619047,24.9034,7.76646666667
402.16,9.53753333334,17.255,9.9758,14.9249882353,7.28619999999,5.5774,19.1986,5.05553333333,30.8461666666,8.22433333333,24.9796,7.7844
402.52,9.54373333333,17.3230666667,9.98053333333,14.9989098039,7.34380000001,5.5943,19.2535333333,5.11753333333,30.98875,8.24726666666,25.0876666667,7.78226666667
402.88,9.55753333332,17.4272,10.009,15.0618666667,7.38066666667,5.61093333333,19.3362666667,5.16806666667,31.02875,8.27776190477,25.1558,7.82233333333
403.24,9.60766666667,17.4698666667,10.0382,15.1108392157,7.41486666666,5.6154,19.4182666667,5.2198,31.1245,8.29241904762,25.2404666667,7.84673333333
403.60,9.61733333333,17.4956666667,10.0734,15.184054902,7.42293333333,5.64256666667,19.5106666666,5.23826666667,31.1769166667,8.32493333333,25.3203333334,7.87913333333
403.95,9.68313333334,17.5625666667,10.1302,15.2488196079,7.45546666667,5.64213333333,19.5804,5.293,31.2361666666,8.37478095237,25.3706,7.87913333334
404.31,9.6494,17.5361333333,10.1076666667,15.2516705882,7.43479999999,5.6174,19.5822,5.25586666667,31.2520833334,8.37166666666,25.384,7.85666666666
404.67,9.64913333333,17.5469,10.083,15.2858039216,7.42733333334,5.59096666667,19.6308,5.25246666667,31.322,8.37225714286,25.4291333334,7.85853333333
405.03,9.64559999999,17.6075,10.0694666667,15.3539647059,7.42760000001,5.57716666667,19.6599333333,5.27086666667,31.3484166667,8.37207619047,25.4678666667,7.85953333333
405.39,9.65273333333,17.6329333333,10.0796666667,15.3849764706,7.44720000001,5.5612,19.6963333333,5.26926666667,31.3963333333,8.39798095238,25.4937333333,7.8536
405.75,9.65613333333,17.6610333333,10.0658,15.4112196078,7.4492,5.52763333333,19.7206,5.28673333333,31.4751666667,8.36408571428,25.5550666667,7.82306666667
406.11,9.65526666667,17.6836666667,10.061,15.4326941176,7.42480000001,5.5047,19.7316,5.2682,31.49625,8.35167619047,25.6019333333,7.8188
406.47,9.69333333333,17.7346,10.1052,15.5140235294,7.45160000001,5.51503333333,19.8016,5.2976,31.5211666667,8.37722857143,25.6568,7.83
406.83,9.66986666666,17.7209666667,10.0834666667,15.4965137255,7.44206666667,5.4848,19.8128,5.25866666667,31.5355833333,8.32746666667,25.6624666667,7.74586666667
407.19,9.65580000001,17.7714,10.0582666667,15.5477803922,7.4414,5.477,19.8341333333,5.24533333333,31.5100833333,8.31202857143,25.6816666667,7.75046666667
407.55,9.68366666667,17.8487,10.0722666667,15.5918588235,7.46240000001,5.47263333333,19.8904,5.24946666667,31.5390833333,8.32140952381,25.7285333333,7.76433333333
407.90,9.66060000001,17.8601,10.0532666667,15.6403490196,7.44266666667,5.4441,19.9228,5.23273333333,31.55175,8.30325714287,25.8018,7.7706
408.26,9.70073333334,17.9265666667,10.0681333333,15.7067019608,7.45906666667,5.44243333333,19.9929333333,5.2554,31.5775833333,8.29199047619,25.8868,7.78573333333
408.62,9.72913333333,18.0077,10.1062666667,15.7630941176,7.47499999999,5.43563333333,20.0754666667,5.25106666667,31.613,8.32285714286,25.9438,7.79913333333
408.98,9.78893333333,18.1225666667,10.1628666667,15.810372549,7.54139999999,5.46953333333,20.1784666667,5.33246666667,31.7208333333,8.35423809523,26.084,7.85366666667
409.34,9.81906666667,18.2017333333,10.1681333333,15.8640901961,7.56513333333,5.47273333333,20.2459333333,5.34573333333,31.7314166667,8.36472380952,26.158,7.86833333333
409.70,9.80160000001,18.2319666667,10.2076,15.9140313725,7.58306666666,5.49,20.3069333333,5.33966666667,31.7300833334,8.40776190476,26.1686,7.89106666667
410.06,9.82866666667,18.2778,10.2264666667,15.9393058824,7.61273333333,5.5004,20.3913333333,5.38366666667,31.766,8.42315238096,26.2470666667,7.90366666667
410.42,9.7972,18.2777,10.1985333333,15.9078392157,7.57960000001,5.47293333333,20.4033333333,5.33433333333,31.7516666667,8.4014095238,26.2554,7.89593333333
410.77,9.81479999999,18.2994,10.2262,15.9581372549,7.57933333334,5.49116666667,20.4528666667,5.34686666667,31.74425,8.41762857142,26.3088,7.91426666667
411.13,9.83413333333,18.3439,10.2718,15.9859019608,7.57713333333,5.4801,20.5247333333,5.35673333334,31.81275,8.44597142856,26.3588666667,7.91686666667
411.49,9.82073333334,18.3543333333,10.2789333333,15.9977529411,7.55986666667,5.45573333333,20.5197333334,5.33073333333,31.8140833333,8.44587619048,26.3972,7.87986666667
411.85,9.79220000001,18.3295333333,10.2553333333,15.9709137255,7.54933333333,5.41446666667,20.5469333333,5.30613333333,31.8268333333,8.41421904761,26.4144666667,7.84226666667
412.21,9.79866666667,18.3704333333,10.2639333333,15.9874470588,7.56586666667,5.4036,20.6155333333,5.32673333333,31.8750833333,8.40773333333,26.4459333333,7.8532
412.57,9.82766666666,18.4209,10.3177333333,16.051372549,7.61713333333,5.4451,20.6881333333,5.38153333333,31.8999166667,8.43919047619,26.5212,7.871
412.92,9.83946666667,18.4194,10.3216666667,16.0919803922,7.59653333334,5.4345,20.7464,5.33453333333,31.9164166667,8.46448571429,26.5500666667,7.85046666667
413.28,9.81193333333,18.4396,10.3222,16.0859137255,7.54899999999,5.37966666667,20.7778,5.3164,31.96825,8.42584761905,26.5799333333,7.8194
413.64,9.89126666667,18.5709333333,10.3932,16.1741568627,7.58726666666,5.4305,20.8834,5.38886666667,32.0638333333,8.46781904761,26.7124,7.8844
414.00,9.86253333333,18.5776666667,10.3944666667,16.2297176471,7.5408,5.36466666667,20.9198666667,5.34813333333,32.0985,8.44836190475,26.7276666667,7.85093333333
414.36,9.90773333334,18.6640333333,10.4454666667,16.3139137255,7.589,5.39006666667,21.0462666667,5.41186666667,32.2145,8.4792095238,26.8421333333,7.882
414.72,9.92726666666,18.7456666667,10.4513333333,16.3727529412,7.58646666666,5.38466666667,21.1216,5.40886666667,32.30725,8.49498095238,26.9006,7.89626666667
415.07,9.92606666667,18.8055333333,10.4578666667,16.4140470588,7.61893333334,5.38446666667,21.1795333333,5.41426666667,32.3524166667,8.49872380953,26.9372,7.87326666667
415.43,9.943,18.8933333333,10.496,16.4856666666,7.66086666667,5.3986,21.2875333333,5.45253333333,32.4205833334,8.51298095237,27.0181333334,7.89966666667
415.79,9.97106666667,19.0179333333,10.5274666667,16.581772549,7.68813333333,5.43996666667,21.3837333333,5.4944,32.5186666667,8.5448,27.0804,7.93766666666
416.15,9.98373333333,19.0618666667,10.5533333333,16.612772549,7.67513333333,5.4149,21.4444,5.48306666667,32.5401666667,8.56446666667,27.1474666667,7.92986666666
416.51,9.97993333334,19.1088333333,10.5363333333,16.6173098039,7.65073333334,5.40096666667,21.4926,5.46366666667,32.546,8.5442095238,27.1716,7.9282
416.86,9.94766666667,19.1476666667,10.5398,16.6283529412,7.61366666667,5.38003333333,21.5111333333,5.45,32.5353333333,8.51121904762,27.1777333333,7.90986666667
417.22,9.94406666666,19.1873333333,10.5366666667,16.6798039216,7.63893333333,5.4052,21.5831333333,5.45173333333,32.5483333333,8.53361904763,27.2135333333,7.9116
417.58,9.92259999999,19.1968333333,10.4961333333,16.6696627451,7.62566666666,5.3698,21.6002,5.40153333333,32.5633333333,8.51083809524,27.1977333333,7.8564
417.94,9.95826666666,19.2726666667,10.5236666667,16.7044,7.67486666667,5.41833333333,21.6631333334,5.4544,32.6130833333,8.56030476191,27.2536,7.89513333333
418.29,9.96093333334,19.2753,10.5142,16.7156627451,7.65999999999,5.39423333333,21.6644,5.44206666667,32.5995833333,8.57621904763,27.2534666667,7.882
418.65,9.97406666667,19.3427333333,10.547,16.7558627451,7.6878,5.40053333333,21.7328666667,5.47253333333,32.6461666667,8.61094285714,27.3058666667,7.89306666667
419.01,9.99993333334,19.3861,10.5696666667,16.7928509804,7.71400000001,5.4097,21.7856,5.5032,32.6711666667,8.64066666667,27.3680666667,7.91486666667
419.37,10.0484,19.4546,10.5914666667,16.8491882353,7.75066666667,5.44343333333,21.8640666667,5.55386666667,32.74775,8.68483809525,27.4185333333,7.95746666667
419.73,10.0449333333,19.4773666667,10.5889333333,16.8734784314,7.74386666666,5.43866666667,21.8910666667,5.56053333333,32.7181666667,8.67564761904,27.4419333333,7.95853333333
420.08,10.08,19.5561,10.616,16.9220431373,7.77093333333,5.48096666667,21.9578666667,5.60273333333,32.7764166667,8.70074285715,27.4862,7.98813333333
420.44,10.0650666667,19.5733,10.6258666667,16.9400705882,7.76853333334,5.4658,21.971,5.5984,32.7968333334,8.69250476191,27.5014,7.9818
420.80,10.0773333333,19.6161333333,10.6279333333,16.9764627451,7.78673333334,5.47426666667,22.0068,5.62026666667,32.8370833333,8.71680952381,27.5629333333,7.99193333333
421.16,10.1137333333,19.6873333333,10.6692666667,17.0226862745,7.81726666667,5.49956666667,22.0568666667,5.666,32.8745833334,8.75088571429,27.6042666667,8.02966666667
421.51,10.1530666667,19.7393,10.7168,17.0809058823,7.85386666667,5.53453333333,22.1251333334,5.71673333333,32.907,8.79888571429,27.6646666667,8.0704
421.87,10.1692666667,19.7787333333,10.735,17.1342666667,7.86866666667,5.54156666667,22.1895333333,5.72093333333,32.946,8.81245714287,27.7155333334,8.0804
422.23,10.1998666667,19.8712666667,10.7756,17.1981960784,7.9022,5.5702,22.2622,5.75866666667,32.9791666667,8.84163809523,27.7965333333,8.11993333333
422.58,10.2208,19.9116,10.798,17.227254902,7.91133333334,5.57596666667,22.3144666667,5.77153333333,33.0241666666,8.85300952381,27.8425333333,8.15433333333
422.94,10.2154666667,19.9551,10.8051333333,17.255454902,7.89853333333,5.58333333333,22.3649333333,5.78186666667,33.0403333333,8.84091428571,27.8708666667,8.13853333333
423.30,10.2074666667,19.9795333333,10.8195333333,17.2764941177,7.8984,5.57153333333,22.4016,5.76713333333,33.0683333333,8.84308571428,27.9142666667,8.12966666667
423.66,10.2524666667,20.0439666667,10.852,17.3146235294,7.93853333333,5.5996,22.4664,5.7932,33.1298333333,8.88275238095,27.9800666667,8.1372
424.01,10.2598,20.0826333333,10.8666666667,17.3628588235,7.94386666667,5.5908,22.5164,5.79686666667,33.1564166667,8.88716190477,28.0314,8.13893333333
424.37,10.2855333333,20.1429333333,10.8932666667,17.427227451,7.96413333333,5.61653333333,22.5838,5.82466666667,33.2103333333,8.9216952381,28.0953333333,8.15493333333
424.73,10.3119333333,20.1905,10.9330666667,17.4760352941,7.98633333333,5.63293333333,22.6318666667,5.8472,33.2675833333,8.93333333333,28.1332,8.1676
425.08,10.3205333333,20.2038333333,10.9363333333,17.5078196078,7.98566666667,5.62433333333,22.6736666667,5.84133333333,33.301,8.93575238096,28.1723333333,8.1564
425.44,10.3105333333,20.2479333333,10.9317333333,17.5251960784,7.97513333333,5.6037,22.7108,5.84206666667,33.32275,8.92920952381,28.2079333333,8.14166666667
425.80,10.3204,20.2947666667,10.9366,17.5466745098,7.99140000001,5.60786666667,22.7418,5.8676,33.3381666667,8.93305714285,28.2281333333,8.12626666667
426.16,10.3108666667,20.3271,10.9337333333,17.559454902,8.00026666667,5.60973333333,22.7849333333,5.86906666667,33.3818333334,8.92589523809,28.2467333333,8.09473333333
426.51,10.3214,20.3748333333,10.9367333333,17.6002,8.01006666666,5.607,22.8275333333,5.87673333333,33.4094166667,8.92910476191,28.2961333333,8.06973333333
426.87,10.3686,20.4713333333,10.9814666667,17.6696078431,8.05813333333,5.62476666667,22.9072666667,5.88946666667,33.4994166667,8.97045714287,28.3830666667,8.11246666667
427.23,10.3766,20.5329666667,10.9820666666,17.7076549019,8.0674,5.63343333333,22.9363333333,5.91073333333,33.481,8.96877142857,28.3982666667,8.10226666667
427.58,10.359,20.5619333333,11.0071333333,17.7516117647,8.04746666667,5.60893333333,22.9948,5.8948,33.5085833333,8.96561904761,28.4319333333,8.0966
427.94,10.3584,20.6073666667,11.0034666666,17.7706862745,8.05160000001,5.59916666667,23.0319333334,5.8934,33.5061666667,8.96053333334,28.4376,8.06253333333
428.30,10.3716666667,20.6975333333,11.0272666667,17.8069294118,8.06880000001,5.59743333333,23.0963333333,5.92826666667,33.5519166667,8.98223809524,28.4713333333,8.05626666667
428.65,10.3906666667,20.7569333333,11.0211333333,17.835372549,8.0732,5.59363333333,23.1676,5.9312,33.5229166667,9.00682857142,28.4992666667,8.05453333333
429.01,10.3842666667,20.8218333333,11.0436,17.8773647059,8.0638,5.58306666667,23.2276666667,5.9334,33.5469166667,9.00892380953,28.5519333333,8.05006666667
429.37,10.4104,20.8702,11.075,17.9360117647,8.0726,5.58366666667,23.2922666667,5.92566666667,33.5573333334,9.02307619047,28.5938666667,8.07066666667
429.72,10.4252,20.9452333333,11.1066666667,17.9867450981,8.06239999999,5.5931,23.3652,5.92226666667,33.6088333333,9.03497142858,28.6742666667,8.0968
430.08,10.4678,21.0150333333,11.1532666667,18.0607215686,8.07613333333,5.6195,23.4434666667,5.95513333333,33.6744166667,9.08123809523,28.7469333333,8.1414
430.44,10.4972666667,21.0937333333,11.2012666667,18.1436784314,8.11033333333,5.65523333333,23.55,5.9974,33.7296666666,9.12005714285,28.8215333334,8.1602
430.79,10.4733333333,21.0990333333,11.2007333333,18.1775254902,8.10026666667,5.64533333333,23.5871333333,6.012,33.76225,9.13337142858,28.844,8.14606666667
431.15,10.4799333333,21.1472,11.219,18.2124980392,8.08913333334,5.62636666667,23.6705333333,6.00346666667,33.8309166667,9.14306666666,28.9014,8.1526
431.50,10.5098,21.2254333333,11.2423333333,18.2552156863,8.11420000001,5.64113333333,23.7243333333,6.02513333333,33.8711666667,9.17137142857,28.9564,8.1528
431.86,10.5248,21.2990666667,11.274,18.3115490196,8.136,5.65916666667,23.7859333333,6.0606,33.95425,9.21325714285,29.0632,8.1948
432.22,10.5526,21.3403333333,11.2818,18.3550235294,8.15373333333,5.6776,23.8582,6.05113333333,33.9661666667,9.23287619046,29.1402,8.2082
432.57,10.6005333333,21.4286,11.3372,18.4367686275,8.21340000001,5.70986666667,23.9522666667,6.1024,34.06525,9.27383809523,29.2260666667,8.25206666667
432.93,10.6117333333,21.4458,11.3287333333,18.4490980392,8.233,5.6964,23.9675333333,6.10366666667,34.1063333334,9.27126666667,29.2584,8.244
433.29,10.6122,21.4753666667,11.3344,18.487627451,8.2608,5.7116,24.0012666667,6.1266,34.1570833333,9.27873333333,29.3088,8.23593333333
433.64,10.6438,21.5236,11.3646666667,18.5411137255,8.30633333334,5.73816666667,24.0473333333,6.14953333333,34.2159166667,9.30949523809,29.3421333333,8.27053333333
434.00,10.6415333333,21.5634333333,11.3634666667,18.5669960784,8.31240000001,5.71903333333,24.0890666667,6.13826666667,34.2293333333,9.29385714287,29.367,8.25793333333
434.35,10.6338666667,21.5696666667,11.3521333333,18.5721764706,8.30306666666,5.69576666667,24.0888,6.1124,34.2286666666,9.27669523809,29.3664,8.23626666667
434.71,10.6633333333,21.6225333333,11.3618,18.6190039216,8.31346666667,5.69793333333,24.1548,6.12073333333,34.2726666667,9.28446666667,29.4264,8.25173333333
435.07,10.7108,21.6939,11.4020666666,18.6807490196,8.36980000001,5.7403,24.2168666667,6.17073333333,34.3351666667,9.31740000001,29.5002,8.28646666667
435.42,10.725,21.7397,11.4227333333,18.7279019608,8.40453333334,5.7548,24.2870666667,6.20693333333,34.3848333334,9.34065714286,29.5494,8.296
435.78,10.7366666667,21.7832333333,11.4507333333,18.7671686275,8.4128,5.75553333333,24.3452,6.20066666667,34.4153333333,9.35849523809,29.5784,8.3024
436.13,10.746,21.8217,11.4761333333,18.8138156863,8.4308,5.7315,24.4075333333,6.21593333333,34.4683333334,9.34446666665,29.6374666667,8.32546666667
436.49,10.7252666667,21.8578,11.4798,18.8289019608,8.41466666666,5.71876666667,24.4524,6.2004,34.4739166667,9.33823809525,29.6826666667,8.30406666667
436.84,10.7517333333,21.9437,11.5407333333,18.8908117647,8.44166666667,5.7515,24.546,6.24633333333,34.5273333333,9.37586666667,29.7567333333,8.32653333333
437.20,10.7701333333,22.0071333333,11.581,18.9264,8.46306666667,5.7597,24.6184,6.27453333333,34.56325,9.39904761904,29.8252,8.3456
437.56,10.7818666667,22.0669,11.5868666667,18.9738941176,8.47506666667,5.74686666667,24.6937333333,6.30966666667,34.5785,9.41217142857,29.9199333333,8.33193333333
437.91,10.8057333333,22.14,11.6118666666,19.0174980392,8.49866666667,5.7475,24.7661333333,6.34086666667,34.61725,9.43724761905,29.9848666667,8.3582
438.27,10.7962666667,22.1989333333,11.6174666667,19.0402470588,8.50180000001,5.7422,24.8176,6.37193333333,34.6223333333,9.45394285715,30.0242666666,8.377
438.62,10.7846,22.2430666667,11.6150666667,19.0627176471,8.49206666666,5.73613333333,24.8580666667,6.37693333333,34.63375,9.44648571429,30.0615333334,8.35146666667
438.98,10.7703333333,22.2991333333,11.612,19.0915333333,8.47053333334,5.70933333333,24.9076,6.3534,34.6614166666,9.44305714286,30.0964666667,8.32373333333
439.33,10.7649333333,22.3252333333,11.5872,19.1187450981,8.45493333334,5.68993333333,24.9404,6.34326666667,34.6805,9.42159047618,30.1290666667,8.3288
439.69,10.7950666667,22.3805666667,11.5974,19.174372549,8.46966666667,5.69333333333,25.0076,6.3716,34.7089166667,9.43221904763,30.1697333333,8.35
440.04,10.8284666667,22.4543333333,11.6258666667,19.2238941176,8.4968,5.72523333333,25.0719333333,6.41393333333,34.7774166667,9.48447619048,30.2135333333,8.36306666667
440.40,10.8589333333,22.5225,11.6533333333,19.2775098039,8.52146666666,5.73446666667,25.1358666667,6.4442,34.8385,9.50694285713,30.255,8.37813333333
440.75,10.8798666667,22.5737666667,11.6585333333,19.3285254902,8.52939999999,5.7331,25.1810666667,6.4474,34.8529166667,9.5215904762,30.284,8.38233333334
441.11,10.8778666667,22.6275333333,11.6433333333,19.3631607843,8.5166,5.72386666667,25.2228,6.4396,34.90075,9.52198095237,30.308,8.39326666667
441.47,10.9116666667,22.6923333333,11.6927333333,19.421682353,8.53826666667,5.74216666667,25.28,6.46673333333,34.95075,9.55641904762,30.3472,8.42033333333
441.82,10.9092666667,22.7204333333,11.7139333333,19.4688666666,8.53226666667,5.7423,25.3191333333,6.46393333333,34.9881666667,9.55980952381,30.3774,8.41293333333
442.18,10.9576,22.8012666667,11.7461333333,19.5377411765,8.5618,5.7597,25.3991333333,6.4958,35.059,9.58601904761,30.4525333333,8.4318
442.53,11.016,22.8835333333,11.8068,19.6010392157,8.61173333333,5.79263333333,25.4670666667,6.54733333333,35.1094166666,9.64374285713,30.5120666667,8.48533333333
442.89,11.0488,22.9308333333,11.8364,19.668454902,8.6474,5.81433333333,25.5402666667,6.59173333333,35.117,9.67150476191,30.5596666667,8.51773333333
443.24,11.0798666667,23.0099666667,11.8902,19.7112705882,8.6616,5.8307,25.6065333333,6.6026,35.1751666667,9.70658095238,30.6117333333,8.53966666667
443.60,11.0922,23.0817333333,11.9080666667,19.7526705883,8.68486666666,5.8495,25.6736666667,6.6288,35.2369166667,9.74262857143,30.6826666667,8.54893333333
443.95,11.1002666667,23.1265,11.8988,19.7957529412,8.68233333333,5.83846666667,25.7376666667,6.62993333333,35.2635,9.73948571428,30.7490666667,8.54546666667
444.31,11.1040666667,23.1370333333,11.8970666667,19.8427137255,8.67213333333,5.81726666667,25.7837333333,6.62966666667,35.28675,9.74036190475,30.7947333333,8.5496
444.66,11.1032666667,23.1951666667,11.9055333333,19.8934235294,8.67266666666,5.82093333333,25.8678666667,6.63426666667,35.3311666667,9.73920952381,30.8719333333,8.57173333333
445.02,11.119,23.2404,11.9141333333,19.9455529412,8.68766666666,5.81593333333,25.9216666667,6.66473333333,35.36075,9.75773333334,30.9407333334,8.579
445.37,11.1033333333,23.2537666667,11.8975333333,19.9521490196,8.66739999999,5.79306666667,25.9656,6.64126666667,35.371,9.74551428571,30.9467333333,8.54346666667
445.72,11.1197333333,23.3103666667,11.9033333333,19.9869803922,8.68346666666,5.79936666667,26.0200666667,6.665,35.3953333333,9.76354285715,30.9858,8.5598
446.08,11.1108666667,23.3363333333,11.9131333333,20.0248784314,8.68266666667,5.80206666667,26.0645333333,6.66053333333,35.4159166667,9.76342857143,31.0228666667,8.56833333333
446.43,11.1106666667,23.3678333333,11.8993333333,20.067372549,8.68306666667,5.80026666667,26.0966666667,6.6608,35.4126666667,9.75293333332,31.0361333333,8.57653333333
446.79,11.1162,23.4172666667,11.9062,20.0802509804,8.67873333333,5.8009,26.1158666667,6.6712,35.4578333334,9.76417142857,31.0723333333,8.5694
447.14,11.137,23.4716,11.9161333333,20.1357019608,8.71060000001,5.8026,26.173,6.706,35.4828333333,9.78396190476,31.126,8.57906666667
447.50,11.1499333333,23.4937666667,11.9261333333,20.168254902,8.72366666667,5.80873333333,26.1956,6.72066666667,35.4906666667,9.78249523809,31.1402666667,8.56566666667
447.85,11.1408666667,23.5275333333,11.9373333333,20.1949490196,8.73166666666,5.79606666667,26.221,6.7172,35.5134166667,9.78272380953,31.1472,8.55573333333
448.21,11.1487333333,23.5845333333,11.9568,20.2162078431,8.763,5.82046666667,26.2524,6.73886666667,35.5200833333,9.80133333333,31.1646,8.5476
448.56,11.1628,23.6198333333,11.9762666667,20.2353215686,8.77366666667,5.82533333333,26.277,6.77553333333,35.52975,9.83252380952,31.1668,8.54546666667
448.92,11.1960666667,23.6901,12.0079333333,20.2841333333,8.80426666666,5.84883333333,26.3316666667,6.81206666667,35.5588333333,9.85636190477,31.1787333333,8.55333333333
449.27,11.2222,23.7422666667,12.0255333333,20.321317647,8.81939999999,5.86266666667,26.3662,6.8376,35.5761666667,9.87157142858,31.2138666667,8.5744
449.62,11.2346,23.7807666667,12.0383333333,20.3467490196,8.84086666667,5.861,26.3943333333,6.85653333333,35.5873333333,9.88459047619,31.2434,8.57166666667
449.98,11.2760666667,23.8608666667,12.0741333333,20.3944666667,8.88193333333,5.88796666667,26.4428666667,6.9128,35.6176666667,9.94052380953,31.2802,8.58733333333
450.33,11.3146666667,23.9207333333,12.116,20.4346588235,8.90213333333,5.92656666667,26.5134,6.94213333333,35.6800833333,9.97144761905,31.3497333333,8.58906666667
450.69,11.3368666667,23.9876,12.1326,20.5043921568,8.91486666666,5.9371,26.5783333333,6.95146666667,35.7124166667,9.9815142857,31.3860666667,8.605
451.04,11.3695333333,24.0689,12.1584666667,20.5663411765,8.93659999999,5.97586666667,26.6439333333,6.982,35.749,10.0080761905,31.4352,8.63526666667
