wavelength,Back_SalNigm,Belly_SalNigm,Breast_SalNigm,Crissum_SalNigm,Crown_SalNigm,DorTail_SalNigm,Patch10_SalNigm,Rump_SalNigm,Throat_SalNigm,WingTip_SalNigm
187.91,30.5153333333,18.1158888889,49.3557777778,38.7278888889,29.3073333333,13.0836875,52.6571111111,42.1901111111,27.8582222222,50.3218888889
188.29,40.6485555556,30.1585555556,56.3147777778,46.0317777778,39.4063333334,26.1817569445,55.6246666667,48.8612222222,36.5768888889,55.659
188.67,41.494,30.5086666667,56.3716666667,45.1351111111,38.8575555556,27.9306180556,51.9144444445,48.2735555556,37.6018888889,57.0620555555
189.05,47.5954444444,38.0873333333,58.5958888889,49.7511111111,43.0072222222,32.4730208333,53.5652222222,52.294,43.8917777778,58.2364444444
189.43,52.4784444444,43.7606666667,62.849,55.4416666667,47.0085555556,38.9279930556,60.456,60.6838888889,50.4843333333,63.5043333333
189.81,53.5946666667,41.3726666667,66.1437777778,56.2091111111,45.0326666667,37.6756875,62.941,62.2874444444,50.9147777778,66.2746111111
190.19,51.5873333333,38.7567777778,65.0794444444,55.754,44.1798888889,37.9712152778,61.8386666667,57.1428888889,52.0501111111,66.0381666667
190.57,53.8992222222,35.6796666667,64.9413333333,56.4525555556,43.8923333334,39.9283472222,62.25,56.8666666667,51.7597777778,66.1491111111
190.95,58.8816666667,37.438,70.5587777778,63.8358888889,48.1952222222,48.3502569445,66.595888889,63.3404444444,56.9707777778,74.0623888889
191.33,62.6693333333,44.7154444444,77.8455555555,71.8157777778,54.9456666667,57.604875,71.003111111,68.2251111111,65.786,80.8943333333
191.71,60.0918888889,43.5897777778,75.5425555556,68.4418888889,56.8705555555,55.9705972222,68.8364444444,67.6528888889,66.4035555556,79.5200555555
192.09,63.2528888889,49.5985555556,79.8526666666,70.8165555556,61.2451111111,57.8857013889,71.553,72.2222222222,72.8246666667,82.4632777778
192.47,63.095,49.5368888889,82.2748888889,70.8994444444,60.9787777778,57.4734513889,72.8835555556,71.8253333333,76.918,82.4072222222
192.85,66.4634444444,52.5066666667,85.7045555556,73.5772222222,64.973,61.2551875,76.2874444444,74.3225555556,79.878,83.0963888889
193.23,66.0215555556,51.1112222222,89.8207777777,71.9712222222,67.025,63.7410763889,73.4050000001,73.62,80.7885555556,83.7276666667
193.61,65.945,48.7013333333,88.6723333333,68.4705555556,66.811,63.0141458333,73.0881111111,71.3564444445,82.3233333333,82.7562777778
193.99,61.039,41.6304444445,81.6737777777,63.2756666667,61.5441111111,59.4742361111,69.12,66.811,78.9321111111,77.4891666667
194.37,62.8903333333,46.3325555555,82.0623333332,62.8175555556,61.0021111111,61.1156111111,70.8785555557,67.974,79.8838888889,79.3391111111
194.75,65.368,55.0503333333,87.8790000001,69.3361111111,69.1917777778,69.9720069444,76.6235555557,74.8197777778,90.0434444444,84.8486111111
195.13,60.9834444445,52.9374444444,80.9066666667,63.6016666667,64.6232222222,65.218,70.2425555557,68.0715555556,84.2271111111,74.7447777778
195.51,59.9186666667,49.0402222222,74.3457777778,60.035,62.3035555556,62.7290625,66.4341111111,65.6195555556,79.5228888889,70.4188888889
195.89,58.1153333333,48.1482222222,71.024,58.9868888889,59.3137777778,61.1621875,61.5467777778,63.889,77.8321111111,67.7015555556
196.27,58.6754444444,45.5937777778,70.8812222222,58.9491111111,57.9637777778,63.2902152778,64.0941111111,64.3676666667,76.1903333333,68.3088333333
196.65,60.8624444444,47.153,72.084,62.4102222222,60.2543333334,66.8394513889,66.3347777778,66.9431111111,78.828,69.4582222222
197.03,61.0531111111,49.5948888889,74.8264444445,64.5832222222,61.9213333334,69.2780208333,67.5345555557,70.7174444445,84.2592222222,71.9907777778
197.40,58.4643333333,52.8795555556,72.8911111111,65.6777777778,62.362,67.3501111111,67.6556666667,71.4368888889,86.5618888889,74.6656111111
197.78,53.7125555556,51.3426666667,67.6144444444,60.6635555556,58.9784444444,61.2560069444,60.927,65.8768888889,79.1994444444,69.7997777778
198.16,57.4574444445,56.3564444444,72.4225555555,61.7617777778,64.8147777778,64.3143402778,63.7137777778,69.0691111111,80.18,73.3735
198.54,59.6232222222,59.5734444444,76.2896666667,63.5416666667,68.4027777778,66.648125,66.9641111111,72.7677777778,82.2421111111,72.5943333333
198.92,59.5168888889,60.2415555555,74.4925555556,64.1546666666,67.343,65.6882986111,66.9566666667,72.7053333333,81.2078888889,71.7632777778
199.30,57.3098888889,60.965,73.8302222222,62.8656666667,65.6432222222,62.6034722222,66.6181111111,71.8811111111,80.0196666667,71.0041111111
199.68,60.4938888889,64.4545555555,78.8066666667,65.6378888889,70.1646666667,66.0882083333,69.8559999999,73.9712222222,83.3331111111,72.6592222222
200.06,68.4043333333,71.6166666667,86.1507777778,69.9842222222,76.2506666667,73.3346597222,78.7256666666,79.0942222222,88.730888889,77.9359444444
200.44,72.0378888889,78.4623333333,85.6238888888,72.4066666667,79.6736666667,76.481125,81.2006666668,83.3595555556,91.9432222222,78.8572222222
200.82,73.9666666667,81.5353333333,84.8632222221,71.6585555556,80.6226666667,77.3954861111,81.3202222222,84.3802222222,92.2167777777,79.2539444444
201.19,73.5517777778,77.5881111111,79.6768888889,69.8006666667,77.3978888889,76.7065486111,78.7274444443,79.9618888889,86.1347777777,74.9523888889
201.57,75.3966666666,76.0503333333,80.9523333333,70.028,77.9645555556,78.1746944444,81.1856666667,80.9523333333,85.7609999999,74.3228888889
201.95,79.8071111111,78.4878888889,84.7285555555,75.7482222222,81.3292222222,85.1376180556,88.6349999999,86.1491111111,92.3390000001,78.0568888889
202.33,79.3948888889,77.4125555556,82.2117777778,76.4215555556,79.4992222222,85.9415069444,90.0366666668,85.133,92.8013333334,74.9346666667
202.71,79.3651111111,74.9434444445,79.0816666667,76.9842222222,78.5146666667,85.9836527778,87.8684444443,84.6373333333,91.3266666667,73.5261111111
203.09,79.0123333333,74.0738888889,78.0248888889,73.8272222222,80.1233333333,85.8526805555,89.691111111,83.0246666667,89.8765555557,73.4876666667
203.47,85.6043333332,78.4764444445,82.6695555557,78.6862222222,86.7226666668,93.7150833333,94.0602222222,89.3083333333,97.3443333333,79.5946666667
203.85,87.3772222223,79.1381111111,83.6734444446,77.7777777778,85.4120000001,94.5295763891,95.9184444444,90.7029999999,99.1685555557,81.1036666667
204.22,90.1052222223,82.2384444444,88.8077777777,82.0763333334,89.862111111,98.9608680554,101.216222222,96.5935555554,104.785222222,84.5092777778
204.60,87.9265555556,78.8274444445,95.2755555557,80.5774444444,91.3385555557,98.0042430556,99.5625555556,93.7882222223,107.524,85.608
204.98,80.6026666667,73.4463333333,93.8796666667,74.5762222222,84.181,92.1962916667,97.1751111111,89.8304444443,105.838111111,81.0264444444
205.36,84.7493333333,77.0154444445,100.762333333,77.451,88.9977777779,93.416340278,106.427333333,95.9695555555,117.647222222,84.2047222222
205.74,87.5686666666,81.4082222222,102.970444444,78.6578888889,92.5194444445,97.3115972224,109.240888889,97.9097777779,120.462111111,83.6634444445
206.12,84.6666666668,79.5555555556,101.666666667,71.2222222222,92.9999999999,92.0416666667,101.0,94.4444444444,115.333333333,80.1666666667
206.50,85.8388888888,84.0958888889,101.960777778,72.8756666667,95.9696666666,95.5677847223,100.980444444,97.058888889,118.191666667,83.6601111111
206.87,82.4153333332,83.4782222222,96.4252222224,71.1112222222,93.9131111112,92.5302361109,98.5508888889,94.5894444445,119.033888889,82.7055
207.25,86.0083333334,87.7572222222,102.366222222,76.7492222222,94.9587777777,98.9646805554,102.366555556,100.823222222,127.674666667,83.5389444445
207.63,80.8762222222,81.0895555555,100.320555555,74.7862222222,95.0855555557,100.026638889,105.448888889,99.1453333331,127.991444445,78.7391666667
208.01,72.5856666667,79.6468888889,94.0808888889,72.7933333334,92.8347777778,95.0611111112,106.334333333,96.1576666667,123.779888889,76.1161666667
208.39,65.887,73.002,85.5749999999,70.6626666667,83.3334444443,87.7253680557,100.0,89.8634444444,113.060333333,69.7857222222
208.77,67.299,74.616,84.9141111111,72.2673333333,83.9205555556,89.5381180556,101.896777778,91.3277777778,111.020666667,71.4995555556
209.14,72.0033333333,77.8653333333,85.0393333334,73.4907777778,88.6264444446,96.0629236111,103.062111111,94.8382222222,110.586,77.1216666667
209.52,69.5687777778,78.4413333333,83.499111111,72.5537777778,88.4744444446,94.4236944444,98.4244444443,91.5422222222,105.141,78.1095
209.90,65.942,73.7521111111,77.053,68.5186666667,83.2527777779,88.9793472223,93.0756666668,87.3591111111,100.000111111,75.0
210.28,66.9628888889,75.2591111111,75.926,70.1481111111,81.9259999999,88.7221875001,92.8146666667,85.7036666667,96.4445555554,75.2222222222
210.66,68.4774444444,76.0492222222,79.177,73.498,82.8806666668,89.4548680556,94.9796666667,89.9588888889,101.810666667,79.6295
211.03,67.1111111111,72.3555555556,78.3111111111,68.1777777778,79.8222222221,86.6944444444,94.9333333332,87.1111111111,98.3999999999,78.9333333333
211.41,67.9738888889,72.1404444444,75.2452222222,63.3985555556,78.1863333334,80.5863680556,91.5033333332,81.8627777778,93.3008888888,75.2451666667
211.79,76.917,82.0032222222,79.4992222222,65.5713333333,83.0984444444,86.2530138889,95.305111111,86.4631111111,98.7478888888,79.8513888889
212.17,80.3241111111,82.3302222222,79.5523333333,65.2776666667,85.0308888888,87.1094444444,90.4320000001,86.4196666667,99.0738888889,78.3566111111
212.55,82.2566666667,81.6536666667,77.3472222222,59.776,89.2334444446,87.8553333335,88.7164444446,87.0801111111,106.029111111,80.5771666667
212.92,79.0018888889,74.4822222222,69.5855555555,52.4482222222,87.3822222222,84.7163541666,79.4724444445,80.7907777778,104.708,73.2577777778
213.30,78.5574444445,72.0273333333,69.006,52.0467777778,88.9863333332,79.8124375,78.9474444444,80.2144444444,103.898666667,69.883
213.68,82.8888888889,73.5555555556,70.7777777778,55.2222222222,94.3333333332,83.6180555556,87.2222222222,87.4444444444,110.555555556,75.8333333333
214.06,87.6404444444,80.3995555555,76.5293333333,57.0537777778,100.499333333,88.9589861111,96.5043333333,93.7578888889,117.977444444,78.3396111111
214.44,100.313,85.9153333333,84.6635555556,56.9641111111,114.554111111,97.5545763889,112.832333333,108.137555555,133.489666667,80.9075555555
214.81,113.479222222,103.461,102.003444445,58.8341111111,135.883222222,116.700888889,131.511666667,125.500888889,152.459,85.7923333333
215.19,123.946333333,120.497777778,108.045888889,76.4366666667,148.467666667,134.219465278,144.252777778,136.973111111,162.452,96.7434444444
215.57,162.059666667,160.162333333,145.257111111,109.213888889,200.541888889,182.825201389,197.289888889,194.58,224.932111111,137.805111111
215.95,159.259333334,157.239,142.087444444,117.508333333,209.427666667,194.2970625,214.478222222,216.835,231.986555556,146.969777778
216.32,164.285666667,176.984,146.825666667,124.603222222,215.873,205.902784722,235.714333333,234.920666667,255.158777778,173.214333333
216.70,157.201777778,184.362111111,140.329222222,125.102777778,206.584222222,196.321895833,249.794222222,222.633666667,252.674888889,159.259333333
217.08,412.5,552.777777778,343.055555556,354.166666667,548.611111111,529.513888889,791.666666667,666.666666667,762.5,456.944444445
217.46,-256.565666666,-302.02,-202.020111111,-225.252555555,-341.414111111,-353.661618056,-541.414,-417.171555555,-508.080888889,-267.676944444
217.83,-63.6752222223,-87.1795555557,-49.1453333334,-54.701,-96.5813333335,-112.045944445,-177.777555555,-124.359,-173.077111111,-51.2819999999
218.21,-15.3844444444,-23.9316666667,-2.56433333333,-15.9545555556,-40.4561111111,-49.5013541667,-91.4528888889,-54.7007777778,-94.5867777778,-12.8206111111
218.59,-65.1513333333,-91.9189999999,-55.0504444444,-85.8586666667,-112.626222222,-146.6856875,-193.434333333,-142.929444444,-203.030222222,-82.3232222223
218.97,-711.11111111,-808.333333334,-619.444444445,-869.444444444,-980.555555557,-1123.26388889,-1461.11111111,-1136.11111111,-1280.55555556,-820.833333333
219.34,307.777777778,347.777777778,336.666666667,373.333333334,426.666666666,486.527777778,591.111111111,494.444444444,565.555555555,357.222222222
219.72,147.343111111,156.038666667,147.826111111,176.811555556,198.550666667,225.784902778,241.062888889,207.246555556,259.420555556,154.831111111
220.10,120.987666667,116.975333333,116.357888889,132.716222222,141.357888889,157.156625,165.740888889,140.740666667,183.642111111,106.327111111
220.47,115.459,96.8597777778,99.5166666668,117.149666667,121.980666667,138.979368056,152.657,127.294777778,142.753555555,81.6427222223
220.85,115.254222222,93.7854444446,104.331444445,116.384111111,116.760777778,132.509229167,138.606333333,125.047,120.338888889,89.3597777778
221.23,98.4126666667,79.7616666667,94.0476666666,99.3387777779,96.1640000001,106.035215278,111.640222222,99.3386666667,95.2379999999,76.5215
221.61,86.0587777779,78.5115555555,82.7042222222,86.7924444444,83.8575555556,90.585576389,98.008222222,89.0985555557,85.4296666667,71.1216666667
221.98,83.0808888889,73.7373333333,74.1582222222,78.6196666667,78.788,83.4595555555,90.7406666666,84.2591111111,83.5857777778,70.8335
222.36,82.3867777778,74.8147777778,72.7572222222,78.4361111111,77.6955555556,84.0534444444,86.6665555556,82.14,82.3045555556,67.9835555556
222.74,86.4196666667,80.2468888889,72.4596666667,81.6713333333,79.8668888889,90.0939513889,90.693,84.1405555556,91.4527777777,69.2782222222
223.11,79.6117777778,76.2676666667,64.5091111111,74.4337777778,70.1188888889,86.1989861111,79.288,73.1391111111,90.8306666668,59.5468333333
223.49,93.926,88.4445555555,72.5925555556,84.1481111111,84.8887777778,101.7778125,93.1850000001,85.037,107.851888889,60.9627777778
223.87,101.169777778,94.542,78.5576666666,87.1344444444,91.4230000001,112.938597222,104.678222222,93.5672222221,112.475444444,54.386
224.24,124.691444444,117.901222222,88.5801111111,94.4445555555,117.592666667,144.637333333,120.370111111,116.666666667,153.086333333,54.6295555555
224.62,396.825333333,414.285666667,285.714333333,263.492111111,449.206333333,547.619097222,322.222111111,382.539555555,646.031666667,129.365
225.00,-252.381111111,-301.587333333,-144.444333333,-163.492,-393.650888889,-479.464131945,-204.762,-293.650777778,-604.761888889,-30.1587222222
225.38,-218.888888889,-263.333333333,-136.666666667,-165.555555556,-362.222222222,-441.25,-180.0,-320.0,-501.111111111,-102.222222222
225.75,-142.222222222,-157.037,-121.481555556,-128.148111111,-242.222111111,-315.601854167,-98.5186666668,-220.740777778,-336.296222222,-67.4073333333
226.13,-29.1666666667,-26.9444444444,-48.6111111111,-36.6666666667,-73.8888888889,-104.288194444,-11.3888888889,-60.0,-101.944444444,7.3611111111
226.51,-49.6123333334,-41.0853333333,-60.465,-50.3876666667,-90.6974444443,-110.578368056,-31.7831111111,-82.4289999999,-115.245444444,-24.9352222222
226.88,-31.7738888889,-20.4678888889,-48.928,-32.5535555556,-68.031,-68.445375,-22.807,-61.0136666667,-79.5322222222,-21.6373333333
227.26,-22.2222222222,-10.8298888889,-34.5993333333,-22.7847777778,-50.6331111111,-45.45525,-25.3163333333,-48.6636666667,-61.3218888889,-17.5809444444
227.64,-26.1364444445,-10.9847777778,-35.8587777778,-27.3988888889,-47.8536666667,-42.7476388889,-26.2624444444,-50.0,-61.6161111111,-21.654
228.01,-31.6424444444,-15.9418888889,-41.3044444444,-32.4878888889,-52.1738888889,-47.1619236111,-33.5752222222,-54.7102222222,-68.8407777778,-32.3066111111
228.39,-32.8238888889,-20.3874444445,-43.7307777778,-37.2068888889,-52.0897777778,-40.6918958333,-34.9642222222,-50.2548888889,-60.1427777778,-36.5444444444
228.76,-43.3816666667,-30.7247777778,-54.4927777778,-50.1448888889,-62.1255555555,-47.1860416667,-46.9564444444,-58.5507777778,-66.7634444444,-46.3768333333
229.14,-37.2786666667,-25.121,-47.0207777778,-39.0498888889,-49.9195555556,-36.3728263889,-36.554,-46.9402222222,-54.509,-37.8422222222
229.52,-24.4856666667,-16.3924444445,-35.4594444445,-26.749,-35.3222222222,-21.1290694444,-25.9944444444,-31.6186666667,-41.0151111111,-23.8342777778
229.89,-16.6666666667,-10.6173333333,-27.5925555556,-18.3952222222,-29.8148888889,-12.7893263889,-20.3086666667,-23.7037777778,-32.8395555555,-18.9815555556
230.27,-15.4082222222,-12.7685555556,-24.2482222222,-15.7152222222,-30.3867777778,-12.1929375,-20.8717777778,-23.2044444445,-32.0443333333,-20.3497777778
230.65,-7.8701111111,-7.52322222222,-19.1548888889,-8.73844444446,-23.3216666667,-7.58469444444,-15.7984444444,-15.2775555556,-25.0001111111,-12.6733333333
231.02,-12.5926666667,-12.9012222222,-23.7655555556,-13.5802222222,-30.0,-13.8348402778,-18.5804444444,-19.1358888889,-30.8024444445,-15.9257777778
231.40,-17.4984444444,-21.1575555556,-28.7425555556,-18.696,-37.2586666667,-19.5527361111,-18.9618888889,-22.954,-34.5975555556,-20.9915
231.78,-17.5867777778,-27.8797777778,-33.4696666667,-21.0632222222,-39.9455555556,-22.4777638889,-20.8588888889,-25.6305555555,-39.1955555556,-26.6189444445
232.15,-17.5186666667,-30.8793333333,-36.1963333333,-21.9496666667,-39.1274444444,-20.6287569444,-18.541,-25.426,-38.8547777778,-28.1524444444
232.53,-19.2053333333,-33.7748888889,-41.5012222222,-23.1051111111,-41.5745555555,-27.5019444445,-22.5167777778,-29.7278888889,-45.5482222222,-30.721
232.90,-15.0192222222,-29.1955555555,-37.2412222222,-18.6206666667,-37.4712222222,-27.4905486111,-18.4674444444,-25.4405555555,-41.9155555556,-32.0306111111
233.28,-13.5975555556,-30.2253333333,-34.8097777778,-18.9588888889,-37.3737777778,-27.1028958333,-17.4826666667,-24.4756666667,-40.2486666667,-31.6627777778
233.66,-6.69444444444,-22.498,-23.8785555556,-8.14355555555,-26.2248888889,-18.4609305556,-8.90288888889,-17.2532222222,-27.1908888889,-22.7744444444
234.03,-6.47622222223,-18.7935555555,-19.1746666667,-7.80955555557,-20.8888888889,-16.6545555556,-5.14277777777,-14.2221111111,-22.1587777778,-18.4125555556
234.41,0.871444444443,-11.2197777778,-10.4031111111,-2.06977777778,-10.7842222222,-7.65256944446,3.70377777778,-5.22877777779,-11.9281111111,-9.34083333333
234.78,-0.258444444443,-10.1808888889,-9.66411111111,-0.51688888889,-10.3875555556,-6.56003472222,6.82177777778,-5.42622222221,-9.61211111111,-7.44194444445
235.16,3.83933333333,-5.19422222222,-5.28455555556,3.97488888889,-5.05877777778,-0.973951388889,9.57555555556,-1.355,-4.47166666667,-1.08394444444
235.54,2.39322222222,-2.56422222222,-3.71800000001,4.01722222222,-3.76055555555,0.0373402777777,10.0001111111,-1.453,-3.80355555556,0.854833333333
235.91,1.97266666667,0.402666666667,0.241444444446,4.87111111111,-2.77766666667,2.11857638889,12.9225555555,0.362222222223,-0.64411111111,4.81083333333
236.29,6.58566666667,6.07066666667,6.07066666667,9.63955555557,2.64911111111,5.96255555555,15.1952222222,4.45177777778,3.64233333333,9.84172222222
236.66,8.79922222222,7.66055555554,8.48855555554,10.5933333333,5.24511111111,9.05146527778,15.528,6.10766666667,5.96955555557,10.7662222222
237.04,8.6268888889,6.54566666668,7.48599999999,10.6411111111,5.80744444443,9.21885416666,15.6095555555,5.57233333333,5.4381111111,12.2860555555
237.41,10.6523333334,8.94788888888,8.19422222223,12.1925555555,8.16133333333,10.3490486111,17.5023333333,7.53844444445,7.57133333334,15.1589444444
237.79,10.2466666667,9.73433333334,7.4288888889,12.2317777778,7.71711111111,9.69020138889,18.0595555556,8.13311111112,6.21188888888,16.1223888889
238.17,10.9308888889,10.0,8.25833333333,13.3634444444,8.43833333334,10.9741041667,19.7297777778,9.75977777778,6.66655555557,16.3514444445
238.54,8.86588888889,9.67199999999,5.92977777778,11.6581111111,6.90855555557,10.2366388889,18.9697777778,9.1248888889,5.15266666666,14.8675555555
238.92,8.20088888889,7.6718888889,4.07411111111,9.04766666668,6.21688888889,9.90568055557,16.6665555555,8.8358888889,3.46566666667,13.0687222222
239.29,5.91722222222,5.09044444444,1.67933333333,6.33077777778,4.21177777778,7.0105625,14.1602222222,7.416,0.82688888889,10.0259444444
239.67,6.85911111111,5.00355555556,2.44288888889,7.28222222223,4.58088888889,7.02511111111,13.319,7.96322222221,1.66788888889,8.86772222221
240.04,6.444,4.38866666667,2.24811111111,7.10777777778,4.26044444444,5.98777083333,11.7532222222,7.32166666667,1.79822222222,7.56799999999
240.42,6.29377777778,4.24522222222,2.32577777778,6.55211111111,3.65444444445,5.66747222222,11.3324444444,7.272,2.12255555555,7.14305555556
240.79,5.99533333333,4.10877777778,2.20644444444,5.99533333333,3.45333333334,5.13600694445,11.3991111111,7.21022222222,2.33433333333,7.4181111111
241.17,7.27877777778,5.27988888889,4.21822222222,6.86522222222,4.46644444445,6.59452083333,12.5724444444,8.40922222222,3.99755555556,9.07772222221
241.54,7.121,5.19322222222,4.98455555556,6.78933333333,4.94766666667,7.08638194444,12.6581111111,8.17666666667,4.076,8.82133333333
241.92,6.14422222222,4.54088888889,4.51844444444,5.06788888889,4.09233333334,6.28084027778,11.6715555556,7.36622222222,3.25144444444,7.59616666667
242.29,5.58688888889,4.05944444445,4.41511111111,4.44655555555,3.913,5.75165277778,10.9644444444,6.74822222222,2.898,6.99955555556
242.67,5.902,4.14933333333,5.179,4.84266666667,4.49588888889,5.93384027778,10.6356666667,6.58544444445,3.66422222222,7.33811111111
243.05,6.31044444444,4.52,5.73966666667,5.023,4.68455555556,6.22941666667,11.0142222222,6.70733333333,4.34566666667,7.76722222222
243.42,7.25044444444,5.47088888889,6.92088888889,5.78155555555,5.41444444445,7.40825694445,11.9394444444,7.24111111111,5.47088888889,8.3475
243.80,7.392,5.52755555556,6.59011111111,5.50888888889,5.26666666667,7.51174305556,12.444,7.31722222222,5.42511111111,8.58488888889
244.17,8.05488888889,6.527,7.01466666667,6.14944444444,5.99266666667,8.20455555555,13.339,8.21144444444,5.97422222222,9.14127777778
244.55,7.85388888889,6.79533333333,7.06666666667,6.24322222222,5.83622222222,8.28655555555,13.5993333333,8.36944444443,6.03511111111,9.68577777778
244.92,7.46822222222,6.69633333333,6.89555555555,6.10633333333,5.66411111111,8.21143055555,13.2968888889,7.9538888889,5.72477777778,9.59766666667
245.30,6.49977777778,6.10244444444,6.062,5.45411111111,4.95977777778,7.39520138889,12.4565555555,7.18044444445,4.61955555555,8.85833333333
245.67,5.98811111111,5.97311111111,5.50722222222,5.10844444444,4.28011111111,6.92213888889,11.9908888889,6.89733333333,4.02144444444,8.63094444445
246.05,6.04611111111,6.01933333333,5.21188888889,5.32533333333,4.09066666667,6.8851875,11.6917777778,6.72688888889,4.16411111111,8.55516666667
246.42,6.11966666666,6.13177777778,5.028,5.57988888889,3.98455555556,6.96951388889,11.5115555555,6.61711111111,4.16077777778,8.86716666667
246.79,5.44533333333,5.32122222222,4.231,4.84666666666,3.38355555556,6.31957638889,11.1394444445,5.87477777778,3.536,8.23033333333
247.17,5.44222222222,5.41622222222,4.26855555555,4.84233333333,3.50533333333,6.40324305555,11.1687777778,5.83733333333,3.37388888889,8.35566666667
247.54,5.59044444444,5.61522222222,4.41266666667,4.98911111111,3.65733333333,6.52638888889,11.3101111111,6.09733333333,3.74188888889,8.74816666667
247.92,5.59866666667,5.71388888889,4.49144444444,4.96588888889,3.67655555555,6.6715625,11.0487777778,6.12111111111,4.07433333333,8.81988888889
248.29,5.05255555556,5.12333333333,3.99055555556,4.41344444445,3.13955555556,6.247,10.3825555556,5.579,3.66611111111,8.47911111111
248.67,4.54833333333,4.52,3.42311111111,3.81555555556,2.79444444444,5.81093055555,9.64055555557,5.04488888889,3.31433333333,7.79883333333
249.04,5.09777777778,5.214,4.056,4.429,3.30955555555,6.45954861111,10.0788888889,5.65488888889,4.046,8.47483333333
249.42,5.63222222222,5.883,4.59877777778,4.92111111111,3.83655555556,7.11382638889,10.5483333333,6.23088888889,4.74211111111,9.04705555557
249.79,5.50366666667,5.41077777778,4.33522222222,4.69033333333,3.40688888889,6.892,10.1665555555,5.82577777778,4.51011111111,8.72772222222
250.17,5.11855555555,5.12455555556,4.28622222222,4.29233333333,3.16855555556,6.78215972222,10.1894444444,5.62377777778,4.45277777778,8.65877777778
250.54,4.771,5.11677777778,4.41866666666,3.91933333333,3.234,6.82119444444,10.4193333333,5.72522222222,4.68111111111,8.50133333333
