wavelength,Back_SalNigm,Belly_SalNigm,Breast_SalNigm,Crissum_SalNigm,Crown_SalNigm,DorTail_SalNigm,Patch10_SalNigm,Rump_SalNigm,Throat_SalNigm,WingTip_SalNigm
319.22,7.72422222221,9.56044444444,7.20744444444,5.62677777778,4.275,6.48425694445,15.2913333333,7.81955555556,3.78488888889,7.71994444444
319.59,7.86844444446,9.95844444444,7.35977777778,5.91022222222,4.44033333333,6.69842361111,15.4314444444,8.02422222222,4.10811111111,7.82366666667
319.96,7.80655555556,9.89788888889,7.48622222222,5.88966666666,4.27477777778,6.69856944444,15.2421111111,7.94155555555,4.09522222222,7.64655555556
320.32,7.63955555556,9.69788888889,7.46544444444,5.59622222222,4.078,6.55204861111,15.132,7.80144444445,3.904,7.34811111111
320.69,7.45166666667,9.41544444445,7.35511111111,5.41233333333,3.82233333333,6.32842361111,15.0844444445,7.68688888889,3.89466666667,7.21044444444
321.06,7.38722222222,9.20511111111,7.28711111111,5.27177777778,3.61155555556,6.2468125,15.2202222222,7.71477777778,3.80611111111,7.14127777778
321.43,7.09766666667,8.83455555556,7.11588888889,5.00688888889,3.18766666667,5.95136805556,14.9236666667,7.39922222222,3.46188888889,7.06261111111
321.80,7.02588888889,8.85444444444,7.10177777778,4.95122222222,2.87644444444,5.67572222222,14.7713333333,7.28377777778,3.18033333333,6.94677777778
322.16,7.00355555555,8.90444444444,7.15055555556,4.97988888889,2.98622222222,5.759,14.9636666667,7.39944444445,3.11522222222,7.119
322.53,7.38077777778,9.21955555555,7.46044444445,5.38855555556,3.34011111111,6.0260625,15.5862222222,7.901,3.39055555555,7.51388888889
322.90,7.43633333333,9.10488888889,7.49122222222,5.36933333333,3.36011111111,5.96077083333,15.6201111111,7.92133333333,3.17822222222,7.57783333333
323.27,7.49988888889,9.07711111111,7.65377777778,5.48288888889,3.51333333333,6.08625694444,15.7786666667,8.09944444444,3.23322222222,7.69744444445
323.63,7.64277777779,9.26,7.77088888889,5.58422222222,3.55822222222,6.15324305556,16.0055555555,8.15255555556,3.15455555556,7.85544444444
324.00,7.93,9.63344444443,7.88477777778,5.84666666666,3.81877777778,6.32639583333,16.3516666667,8.39511111111,3.27166666667,8.11061111111
324.37,8.24311111111,10.0821111111,7.97744444445,6.20011111111,4.22222222222,6.64113194445,16.6666666667,8.75622222223,3.52811111111,8.47522222222
324.74,8.72644444443,10.731,8.42911111111,6.71688888889,4.72188888889,7.13857638889,17.1052222222,9.22888888888,3.84211111111,9.05016666667
325.10,8.74999999999,11.0331111111,8.51055555555,6.76033333333,4.83922222222,7.20734722222,17.2337777778,9.26566666668,3.85922222222,9.07888888889
325.47,8.85744444445,11.2872222222,8.47622222222,6.82533333333,4.99333333333,7.30583333333,17.329,9.29811111112,3.79511111111,8.85522222222
325.84,8.93400000001,11.397,8.61544444444,6.87555555555,5.24033333333,7.51509722222,17.4006666667,9.38766666664,3.882,8.93166666667
326.21,8.80800000001,11.3086666667,8.53677777778,6.73,5.03144444444,7.34584722222,17.3057777778,9.20566666667,3.68444444444,8.74244444445
326.57,8.55344444445,11.1865555556,8.42344444444,6.548,4.734,7.16984722222,17.0043333333,8.99388888889,3.49077777778,8.46683333333
326.94,8.51077777777,11.3455555555,8.49488888889,6.53155555556,4.71833333333,7.27090972222,16.9737777778,8.96366666664,3.61733333333,8.47333333333
327.31,8.43633333332,11.5578888889,8.53222222222,6.48933333333,4.663,7.32427777778,16.9848888889,8.90644444446,3.57288888889,8.53338888889
327.67,8.17455555557,11.3212222222,8.23866666667,6.18122222222,4.46866666667,7.13982638889,16.806,8.81844444446,3.31566666667,8.24327777778
328.04,8.12477777777,11.3561111111,8.20055555556,6.183,4.43811111111,7.19588194444,16.8427777778,8.85077777779,3.48322222222,8.23272222222
328.41,8.06755555555,11.5104444444,8.22777777778,6.15922222222,4.32522222222,7.19190972222,16.8173333333,8.78733333331,3.52411111111,8.1185
328.78,7.84111111112,11.3817777778,7.99188888889,5.98733333333,4.11455555556,7.01123611111,16.6724444444,8.60777777777,3.40388888889,7.76916666667
329.14,7.90566666667,11.2771111111,7.87488888889,6.07433333333,4.00622222222,7.03440972222,16.5981111111,8.64722222221,3.381,7.63444444444
329.51,7.90955555556,11.3236666667,8.00511111111,6.1,3.987,7.08680555556,16.5258888889,8.69733333333,3.44288888889,7.68294444445
329.88,8.06955555554,11.4348888889,8.18511111111,6.25744444444,4.01544444444,7.17184722222,16.6653333333,8.83277777779,3.64088888889,7.65366666667
330.24,8.35755555557,11.6757777778,8.47644444444,6.54688888889,4.35566666667,7.49293055556,17.0012222222,9.14788888887,4.07455555555,7.90072222222
330.61,8.45011111111,11.6626666667,8.63644444444,6.58488888889,4.43655555556,7.54220833333,17.0621111111,9.16600000002,4.16577777778,8.02422222222
330.98,8.44077777778,11.7026666667,8.65333333334,6.63488888889,4.37244444445,7.52572916667,17.1061111111,9.16999999999,4.17677777778,8.00733333333
331.34,8.51644444443,11.638,8.70577777778,6.76055555556,4.42955555556,7.48211805556,17.0931111111,9.23277777777,4.25933333333,8.0555
331.71,8.70322222221,11.8757777778,8.97388888889,7.02911111111,4.59733333333,7.57998611111,17.3018888889,9.33955555557,4.49766666667,8.14255555555
332.08,8.80944444443,11.9773333333,9.19766666665,7.09355555557,4.69533333333,7.6068125,17.4114444444,9.35766666666,4.54955555556,8.23866666667
332.44,8.93144444445,11.9464444445,9.39822222223,7.149,4.79777777778,7.66793055556,17.7194444445,9.49544444442,4.62133333333,8.40922222222
332.81,9.10166666667,12.1228888889,9.56977777778,7.34588888889,4.93666666667,7.809125,17.8926666667,9.68844444443,4.77233333333,8.62538888889
333.18,9.05400000001,12.206,9.72922222221,7.31777777779,4.94033333333,7.7273125,17.9885555556,9.72488888891,4.83411111111,8.74261111111
333.54,8.92188888888,12.0552222222,9.7031111111,7.208,4.838,7.58154166667,18.1718888889,9.72077777778,4.82455555556,8.75694444445
333.91,8.76377777778,12.0085555556,9.5691111111,7.06144444444,4.79333333333,7.51991666667,18.1747777778,9.6961111111,4.80833333333,8.77827777778
334.28,8.65066666666,11.9347777778,9.43555555555,6.94044444444,4.58366666667,7.29206944445,17.9671111111,9.55222222223,4.73077777778,8.61394444445
334.64,8.7731111111,12.0212222222,9.472,7.02933333333,4.68255555556,7.38049305556,17.9446666667,9.56811111112,4.91522222222,8.58427777778
335.01,8.84422222221,12.004,9.51466666667,7.03777777778,4.70366666667,7.36920138889,18.0644444444,9.63633333334,4.90733333333,8.57983333333
335.38,8.85500000001,12.1564444445,9.52888888889,6.96777777778,4.68244444445,7.41074305556,18.1886666667,9.703,4.94166666667,8.49083333333
335.74,8.85399999999,12.141,9.51466666667,6.876,4.625,7.41683333333,18.0588888889,9.648,4.89177777778,8.4375
336.11,8.78333333333,12.1912222222,9.43366666667,6.77522222222,4.55266666667,7.31260416667,17.9836666667,9.58155555556,4.73911111111,8.32216666667
336.47,8.7088888889,12.1706666667,9.32577777778,6.71444444444,4.42055555556,7.20963888889,17.8476666667,9.46477777779,4.61388888889,8.24244444445
336.84,8.66322222222,12.1034444445,9.298,6.57877777778,4.31866666667,7.13620833333,17.8555555556,9.34000000001,4.54433333333,8.10611111111
337.21,8.74944444446,12.2393333333,9.379,6.56011111111,4.37488888889,7.27406944445,17.907,9.32744444444,4.53511111111,8.10205555556
337.57,8.90299999999,12.5397777778,9.47433333333,6.72055555556,4.49066666667,7.49633333333,17.9552222222,9.4682222222,4.65555555556,8.21783333333
337.94,9.12388888889,12.6831111111,9.62722222221,6.91344444444,4.60688888889,7.65232638889,18.1476666667,9.59955555558,4.787,8.28383333333
338.31,9.2761111111,12.8777777778,9.79055555555,6.993,4.71211111111,7.83815972222,18.2716666667,9.78255555556,4.81522222222,8.40755555556
338.67,9.15855555557,12.8731111111,9.79944444444,6.89333333333,4.60077777778,7.78885416667,18.329,9.78811111113,4.58711111111,8.33083333333
339.04,9.04255555557,12.8745555556,9.71711111111,6.758,4.45033333333,7.68792361111,18.1743333333,9.67044444444,4.48544444445,8.28427777778
339.40,8.97766666668,12.7565555556,9.64811111111,6.76088888889,4.385,7.60645833333,18.1217777778,9.63633333332,4.34233333333,8.30905555556
339.77,9.05888888888,12.8885555555,9.77711111112,6.87622222222,4.51722222222,7.71083333333,18.2906666667,9.75199999998,4.43255555556,8.46288888889
340.14,9.12055555555,12.9501111111,9.94399999999,7.04033333333,4.61522222222,7.80301388889,18.3793333333,9.83211111111,4.51077777778,8.52827777778
340.50,9.22911111111,13.1097777778,10.0475555556,7.16844444443,4.72366666667,7.89588194445,18.5093333333,9.95744444447,4.55833333333,8.61188888889
340.87,9.22322222223,13.1255555555,10.0451111111,7.108,4.70755555556,7.872625,18.5434444444,9.97622222221,4.40755555556,8.63805555556
341.23,9.13911111111,12.9945555556,9.89500000001,7.097,4.60944444445,7.68856944444,18.4297777778,9.92100000002,4.33222222222,8.55038888889
341.60,9.14400000001,12.9903333333,9.94677777779,7.08366666667,4.57766666667,7.572875,18.4586666667,9.89200000001,4.352,8.54455555555
341.96,9.00422222223,12.9213333333,9.87122222222,6.982,4.45133333333,7.41299305556,18.1653333333,9.7461111111,4.187,8.49811111111
342.33,8.89711111111,12.8578888889,9.84222222222,6.98377777778,4.34744444444,7.27325694444,18.1253333333,9.69177777778,4.14166666667,8.39405555556
342.70,8.94288888888,12.9382222222,9.90011111111,7.049,4.38777777778,7.27663888889,18.1231111111,9.73655555557,4.23277777778,8.39022222222
343.06,9.11800000001,13.1022222222,10.0801111111,7.26833333333,4.61166666667,7.45478472222,18.4086666667,9.90611111111,4.38055555555,8.48211111111
343.43,9.13755555557,13.1561111111,10.1193333333,7.26255555557,4.59255555556,7.4965625,18.3226666667,9.83899999999,4.375,8.40638888889
343.79,9.08566666668,13.1364444444,10.0935555556,7.21622222222,4.60066666667,7.518375,18.3861111111,9.84688888888,4.31566666667,8.38155555555
344.16,9.07111111112,13.1495555556,9.96644444445,7.1338888889,4.50066666667,7.46375,18.3762222222,9.80033333331,4.26811111111,8.38222222222
344.52,9.06800000001,13.2035555555,10.0557777778,7.1091111111,4.49544444444,7.45503472222,18.3956666667,9.80111111112,4.24377777778,8.308
344.89,9.11244444443,13.2415555555,10.1321111111,7.151,4.52277777778,7.44438194444,18.3061111111,9.75133333332,4.313,8.20644444444
345.25,9.19533333335,13.4758888889,10.2917777778,7.2781111111,4.65733333333,7.59306944445,18.4552222222,9.86655555554,4.443,8.29633333333
345.62,9.18111111112,13.4986666667,10.354,7.33099999999,4.69211111111,7.65564583334,18.5926666667,9.90755555554,4.44266666667,8.30083333333
345.99,9.18688888889,13.4846666667,10.4032222222,7.32477777777,4.68188888889,7.67111111111,18.6562222222,9.89322222221,4.42677777778,8.18533333333
346.35,9.21499999999,13.53,10.3658888889,7.27744444445,4.70022222222,7.72384722222,18.7324444444,9.90733333331,4.34066666667,8.15022222222
346.72,9.26533333332,13.6122222222,10.4045555556,7.32022222223,4.73288888889,7.79609027778,18.7682222222,9.90955555556,4.30844444445,8.26555555556
347.08,9.22799999999,13.5863333333,10.4288888889,7.28755555554,4.67266666666,7.74633333333,18.6265555556,9.89922222223,4.23288888889,8.23711111111
347.45,9.24588888889,13.6378888889,10.4253333333,7.26488888889,4.651,7.72340277778,18.7153333333,9.93155555554,4.20855555555,8.265
347.81,9.13144444444,13.6002222222,10.4334444444,7.18255555557,4.47333333333,7.56009722222,18.6121111111,9.8591111111,4.19377777778,8.21211111111
348.18,9.04455555554,13.549,10.5065555556,7.13511111112,4.45422222222,7.53489583333,18.5606666667,9.83555555554,4.19611111111,8.09955555555
348.54,8.8188888889,13.2424444444,10.2502222222,6.96544444445,4.19922222222,7.29688194444,18.3577777778,9.62966666667,4.03511111111,7.91577777778
348.91,8.8638888889,13.3,10.3058888889,7.10522222222,4.23633333333,7.33577777778,18.5053333333,9.79900000002,4.09511111111,8.01366666667
349.27,8.93900000001,13.1991111111,10.3224444445,7.14833333333,4.25711111111,7.35658333333,18.508,9.80355555556,4.09844444444,8.01783333333
349.64,8.86222222222,13.0962222222,10.1314444444,7.03144444443,4.15833333333,7.25621527778,18.4178888889,9.70833333333,3.88488888889,7.93077777778
350.00,9.0091111111,13.2994444444,10.1692222222,7.14966666668,4.24077777778,7.31399305555,18.609,9.84833333332,3.94244444444,8.06738888889
350.37,9.06299999999,13.4126666667,10.2137777778,7.27144444444,4.26533333333,7.394875,18.7727777778,9.93644444444,3.98633333333,8.1225
350.73,9.13466666667,13.4971111111,10.221,7.32411111111,4.266,7.38863888889,18.8256666667,10.0025555556,4.02422222222,8.12283333333
351.10,9.12955555555,13.5211111111,10.1691111111,7.38277777777,4.24033333333,7.41988888889,18.9632222222,10.062,4.064,8.11588888889
351.46,9.10922222221,13.4025555556,10.2297777778,7.43777777779,4.26833333333,7.43367361111,19.0637777778,10.1126666667,4.05855555556,8.10211111111
351.83,9.11644444443,13.3546666667,10.138,7.43033333333,4.20711111111,7.36439583333,19.0412222222,10.0695555555,3.91144444444,8.01027777778
352.19,9.16466666667,13.3892222222,10.0963333333,7.45422222222,4.25533333333,7.35907638889,19.1665555555,10.1131111111,3.88833333333,8.04883333333
352.55,9.29444444443,13.6337777778,10.2021111111,7.51588888888,4.42188888889,7.52054166667,19.3802222222,10.2585555555,4.02455555556,8.1515
352.92,9.16533333332,13.6171111111,10.0913333333,7.3951111111,4.30933333333,7.42542361111,19.2865555556,10.1215555555,3.89511111111,8.06172222222
353.28,9.08922222221,13.6481111111,10.0138888889,7.34022222222,4.25111111111,7.30798611111,19.325,10.1083333333,3.88022222222,8.02427777778
353.65,9.2798888889,13.8661111111,10.2544444445,7.56944444443,4.42555555555,7.456125,19.4926666667,10.269,4.15077777778,8.17022222222
354.01,9.23244444446,13.8054444445,10.2515555556,7.60122222223,4.43388888889,7.43093055555,19.594,10.2736666667,4.12322222222,8.17955555556
354.38,9.3338888889,13.8541111111,10.3164444444,7.64411111111,4.50155555556,7.40698611111,19.5883333333,10.2905555556,4.27733333333,8.29405555556
354.74,9.24344444443,13.8581111111,10.2798888889,7.59366666667,4.42811111111,7.38770833333,19.5868888889,10.2443333333,4.267,8.24177777778
355.11,9.22655555557,13.8761111111,10.2514444444,7.46566666666,4.35222222222,7.34881944444,19.5627777778,10.1542222222,4.21622222222,8.20133333333
355.47,9.19588888888,14.0351111111,10.1937777778,7.45366666667,4.32133333333,7.35525,19.5437777778,10.1624444444,4.23388888889,8.20216666667
355.83,9.28655555556,14.1413333333,10.2007777778,7.55911111112,4.37977777778,7.44677083333,19.7295555556,10.266,4.37055555556,8.26583333333
356.20,9.31722222222,14.1676666667,10.205,7.56366666668,4.32577777778,7.40084722222,19.7102222222,10.303,4.34533333333,8.28188888889
356.56,9.42833333332,14.2306666667,10.3108888889,7.67722222222,4.33966666667,7.46415277778,19.7861111111,10.3927777778,4.37655555556,8.30261111111
356.93,9.5521111111,14.3387777778,10.4115555556,7.80777777777,4.45411111111,7.57227777778,19.9322222222,10.5175555555,4.41755555555,8.38483333333
357.29,9.59644444446,14.4744444444,10.5364444445,7.86366666668,4.499,7.65988194445,20.0321111111,10.5925555556,4.39677777778,8.42961111111
357.66,9.47777777778,14.4495555555,10.4304444445,7.75666666668,4.32344444445,7.53135416667,19.9823333333,10.5193333333,4.23088888889,8.33561111111
358.02,9.49922222223,14.5602222222,10.5018888889,7.7881111111,4.32544444444,7.59620833333,19.9636666667,10.5601111111,4.289,8.37244444444
358.38,9.39588888888,14.4994444445,10.4802222222,7.7468888889,4.24344444444,7.52284027778,19.8161111111,10.5125555555,4.11744444444,8.19772222222
358.75,9.45966666665,14.4538888889,10.5597777778,7.78822222223,4.31466666666,7.58340972222,19.8817777778,10.581,4.165,8.24072222222
359.11,9.49122222221,14.4922222222,10.6101111111,7.89333333332,4.37088888889,7.60033333333,19.9308888889,10.6374444444,4.19488888889,8.25316666667
359.48,9.5841111111,14.5416666667,10.7332222222,7.96677777778,4.45655555555,7.67340972222,20.0303333333,10.6594444444,4.28811111111,8.24883333333
359.84,9.59577777777,14.6396666667,10.8157777778,7.95611111112,4.49377777778,7.6769375,20.0717777778,10.6503333333,4.30755555556,8.21527777778
360.20,9.62333333333,14.6658888889,10.8993333333,8.00755555555,4.532,7.75636805555,20.1837777778,10.6631111111,4.33811111111,8.22822222222
360.57,9.54388888889,14.6776666667,10.8972222222,7.9898888889,4.518,7.69430555556,20.1643333333,10.6165555555,4.30477777778,8.20577777778
360.93,9.49755555556,14.6316666667,10.9045555555,7.92555555557,4.44177777778,7.65313888889,20.1051111111,10.5452222222,4.33244444445,8.15616666667
361.29,9.4548888889,14.4893333333,10.8381111111,7.8871111111,4.34288888889,7.57163194445,20.0668888889,10.4754444444,4.24577777778,8.09133333333
361.66,9.59588888888,14.5793333333,10.9248888889,7.94822222221,4.45277777778,7.64911111111,20.1347777778,10.5477777778,4.32166666667,8.132
362.02,9.60377777779,14.5702222222,10.9262222222,7.94122222221,4.45333333333,7.64404166667,20.144,10.5011111111,4.30977777778,8.09111111111
362.39,9.62588888889,14.6053333333,10.9243333333,7.9338888889,4.44066666667,7.64761805556,20.1781111111,10.4618888889,4.35788888889,8.13616666667
362.75,9.59466666668,14.6417777778,10.9014444444,7.92655555556,4.38822222222,7.56826388889,20.1972222222,10.4443333334,4.31477777778,8.07127777778
363.11,9.64033333333,14.7626666667,10.9861111111,7.97433333333,4.40666666667,7.5866875,20.2836666667,10.502,4.31044444444,8.08438888889
363.48,9.65455555557,14.8126666667,10.9888888889,7.99077777778,4.398,7.53302777778,20.3083333333,10.5316666666,4.25555555555,8.11016666667
363.84,9.60777777778,14.7454444444,10.9424444444,7.99844444446,4.38488888889,7.49833333333,20.2363333333,10.5113333333,4.19744444444,8.08122222222
364.20,9.60522222221,14.7955555556,10.9377777778,7.98922222221,4.38255555556,7.49640277778,20.2117777778,10.5224444445,4.186,8.05555555556
364.57,9.75300000001,14.869,10.9873333333,8.11866666667,4.47833333333,7.5923125,20.3108888889,10.634,4.229,8.17555555556
364.93,9.90833333332,15.0524444444,11.0985555556,8.30044444446,4.63044444444,7.74288888889,20.4897777778,10.8488888889,4.35388888889,8.35105555556
365.29,9.99111111111,15.2193333333,11.1924444444,8.35122222222,4.68744444445,7.84596527778,20.4998888889,10.9353333333,4.38788888889,8.38572222222
365.66,9.96077777777,15.2224444444,11.1601111111,8.34333333332,4.63111111111,7.85707638889,20.4776666667,10.9211111111,4.37266666667,8.3875
366.02,9.9561111111,15.2017777778,11.1345555556,8.3241111111,4.55522222222,7.77578472222,20.4258888889,10.9308888889,4.27622222222,8.34672222222
366.38,9.96966666667,15.2586666667,11.1508888889,8.32944444443,4.53811111111,7.78638888889,20.5063333333,10.9655555556,4.20644444444,8.33516666667
366.75,10.0487777778,15.3465555555,11.2333333334,8.35422222223,4.58344444444,7.82813888889,20.5286666667,10.9718888889,4.17077777778,8.36711111111
367.11,9.99466666666,15.2917777778,11.1705555555,8.31733333333,4.59211111111,7.80995833333,20.4822222222,10.9616666667,4.13633333333,8.28933333333
367.47,10.0352222222,15.3332222222,11.1782222222,8.31,4.624,7.8454375,20.5793333333,11.0036666667,4.16155555556,8.2835
367.84,10.1777777778,15.4816666667,11.3768888889,8.40899999999,4.71266666667,7.94839583333,20.7442222222,11.1231111111,4.25611111111,8.41022222222
368.20,10.1865555555,15.4486666667,11.434,8.45066666668,4.67,7.90141666667,20.7676666667,11.1513333333,4.21111111111,8.37805555556
368.56,10.0348888889,15.3723333333,11.3484444445,8.30466666667,4.53566666667,7.76989583333,20.6524444445,11.0531111111,4.11444444444,8.22972222222
368.93,9.92566666667,15.2911111111,11.2724444444,8.16711111111,4.39755555555,7.61870138889,20.5462222222,10.9312222222,3.95833333333,8.06544444445
369.29,9.91111111112,15.318,11.2487777778,8.1718888889,4.384,7.5356875,20.635,10.8784444445,3.98622222222,8.06716666667
369.65,9.89088888888,15.3514444444,11.2653333333,8.19511111111,4.38588888889,7.5154375,20.6656666667,10.8745555556,3.96133333333,8.03988888889
370.01,9.84488888888,15.437,11.2265555555,8.18444444446,4.37777777778,7.49624305556,20.7086666667,10.8423333333,3.973,8.06761111111
370.38,9.88955555555,15.491,11.2807777778,8.27844444443,4.42455555556,7.55241666667,20.7594444445,10.8997777778,4.07166666667,8.13483333333
370.74,9.86344444446,15.5373333333,11.2377777778,8.30677777778,4.42388888889,7.56256944445,20.8137777778,10.9134444445,4.11544444445,8.1135
371.10,9.91466666667,15.5765555555,11.2454444444,8.30833333333,4.40177777778,7.53071527778,20.8571111111,10.9097777778,4.12077777778,8.157
371.46,9.84355555554,15.5507777778,11.2024444445,8.27677777778,4.29933333333,7.48991666667,20.7448888889,10.8462222222,4.03033333333,8.098
371.83,9.83411111111,15.5704444445,11.1484444444,8.308,4.30533333333,7.4914375,20.7375555556,10.8817777778,4.02322222222,8.10511111111
372.19,9.81322222222,15.6463333333,11.1264444444,8.28633333333,4.29922222222,7.4760625,20.7715555555,10.8298888889,4.06211111111,8.1035
372.55,9.96433333333,15.7773333333,11.3035555556,8.43444444445,4.41655555555,7.5851875,20.9586666667,10.9761111111,4.20333333333,8.18505555556
372.92,9.96155555556,15.8343333333,11.2745555556,8.44122222222,4.396,7.54992361111,20.9992222222,10.9567777778,4.20888888889,8.16572222222
373.28,9.95388888888,15.8451111111,11.246,8.46144444444,4.396,7.55973611111,20.9974444444,11.008,4.18166666667,8.16
373.64,9.95177777779,15.8211111111,11.2336666667,8.48555555554,4.37644444445,7.49552083333,21.0824444445,11.0374444444,4.14255555555,8.13905555555
374.00,10.006,15.8095555556,11.3112222222,8.54755555557,4.43333333333,7.53388888889,21.1406666667,11.1274444444,4.16511111111,8.10905555556
374.37,9.93655555555,15.8304444444,11.2518888889,8.53333333334,4.42866666667,7.4868125,21.1195555556,11.1121111111,4.10455555555,8.05044444444
374.73,9.93644444444,15.8148888889,11.3175555555,8.53322222222,4.38877777778,7.45484027778,21.1128888889,11.0961111111,4.08933333333,8.03866666667
375.09,9.90144444443,15.8346666667,11.379,8.5911111111,4.38577777778,7.46411111111,21.0838888889,11.0923333333,4.079,8.03055555555
375.45,9.9531111111,15.9385555555,11.4568888889,8.69211111111,4.44844444444,7.506,21.2654444444,11.1907777778,4.11533333333,8.05222222222
375.81,9.9321111111,15.9864444445,11.4086666667,8.67488888888,4.39544444445,7.48429861111,21.2938888889,11.1395555556,4.06177777778,7.97366666667
376.18,10.019,16.0855555556,11.4172222222,8.78344444446,4.44088888889,7.55483333333,21.3434444445,11.2224444444,4.074,8.00033333333
376.54,9.94033333332,16.0322222222,11.3485555555,8.74799999999,4.36166666667,7.47364583333,21.2667777778,11.147,3.98011111111,7.98122222222
376.90,9.9691111111,16.0646666667,11.4446666667,8.81544444444,4.42333333333,7.54174305556,21.3382222222,11.1956666667,4.02477777778,8.01338888889
377.26,10.1013333333,16.1908888889,11.6305555555,8.91455555556,4.52744444444,7.64626388889,21.5351111111,11.2945555556,4.13655555556,8.07727777778
377.63,10.1421111111,16.2957777778,11.7431111111,8.95655555554,4.58877777778,7.71663194445,21.5717777778,11.3231111111,4.22688888889,8.11133333333
377.99,10.111,16.3193333333,11.7204444445,8.93488888888,4.54966666667,7.72479861111,21.4978888889,11.2648888889,4.21666666667,8.08883333333
378.35,10.1844444444,16.375,11.8094444444,8.96444444443,4.57055555556,7.74790972222,21.6372222222,11.3188888889,4.24533333333,8.13127777778
378.71,10.2594444444,16.4437777778,11.836,9.03088888888,4.635,7.82846527778,21.694,11.4096666667,4.26344444445,8.179
379.07,10.3384444445,16.5165555556,11.8356666667,9.05455555555,4.66977777778,7.86950694445,21.7906666667,11.4758888889,4.26444444445,8.1925
379.44,10.3777777778,16.5323333333,11.8326666667,9.04733333333,4.68855555556,7.84988888889,21.7395555556,11.4705555556,4.26766666667,8.21916666667
379.80,10.4128888889,16.5703333333,11.8966666667,9.058,4.69688888889,7.89093055556,21.7352222222,11.4937777778,4.30744444444,8.23738888889
380.16,10.3902222222,16.5371111111,11.899,9.04555555555,4.69111111111,7.87865277778,21.7512222222,11.5093333333,4.31211111111,8.19344444444
380.52,10.3696666667,16.6593333333,11.8945555556,9.06522222223,4.69177777778,7.91388194444,21.7143333333,11.4813333333,4.343,8.15066666667
380.88,10.3707777778,16.7085555555,11.9057777778,9.05944444443,4.66333333333,7.91211111111,21.824,11.5194444444,4.32033333333,8.12722222222
381.24,10.2548888889,16.673,11.7916666667,8.97277777777,4.54711111111,7.81579861111,21.687,11.4073333333,4.22255555556,8.01711111111
381.61,10.2397777778,16.6791111111,11.7492222222,8.95644444443,4.50911111111,7.79073611111,21.6813333333,11.4053333333,4.18766666667,7.9605
381.97,10.2862222222,16.7453333333,11.8246666667,8.98499999999,4.56888888889,7.83140277778,21.7618888889,11.4881111111,4.193,7.99755555556
382.33,10.263,16.7725555555,11.8444444445,8.97277777779,4.54211111111,7.84560416666,21.7505555556,11.4738888889,4.20355555555,7.97411111111
382.69,10.2184444444,16.7443333333,11.8037777778,8.94188888888,4.50988888889,7.77440972222,21.7531111111,11.4506666666,4.18888888889,7.92688888889
383.05,10.2201111111,16.784,11.8703333333,8.95366666667,4.51355555555,7.79278472222,21.8068888889,11.4551111111,4.20744444444,7.92827777778
383.41,10.2678888889,16.8138888889,11.9365555555,8.99388888888,4.52044444444,7.83100694444,21.8653333333,11.5217777778,4.27544444444,7.96611111111
383.77,10.2862222222,16.8564444444,11.9993333333,9.05955555554,4.53011111111,7.82116666666,21.9827777778,11.5765555556,4.275,8.00216666667
384.14,10.2945555555,16.9267777778,12.0376666667,9.08355555557,4.52188888889,7.79313194444,22.0236666667,11.5913333333,4.23733333333,8.05038888889
384.50,10.3478888889,16.921,12.0671111111,9.07966666666,4.53933333333,7.78372222222,22.0948888889,11.687,4.241,8.082
384.86,10.287,16.857,12.0633333333,9.04777777778,4.48388888889,7.71526388889,21.9956666667,11.6201111111,4.19566666667,8.04072222222
385.22,10.3362222222,16.8931111111,12.0788888889,9.112,4.51844444445,7.75320138889,22.0355555556,11.6971111111,4.21144444444,8.07522222222
385.58,10.3684444445,16.9488888889,12.1215555555,9.172,4.55977777778,7.77915277778,22.0602222222,11.7554444445,4.23888888889,8.14533333333
385.94,10.4073333333,17.0334444444,12.133,9.24077777778,4.55633333333,7.75253472222,22.1731111111,11.7932222222,4.23588888889,8.13805555555
386.30,10.429,17.0363333333,12.1396666667,9.27966666667,4.58311111111,7.74200694444,22.1773333333,11.8355555555,4.23422222222,8.13688888889
386.66,10.4992222222,17.1528888889,12.2136666667,9.369,4.62733333333,7.83044444445,22.2865555555,11.88,4.29777777778,8.227
387.03,10.4735555556,17.1517777778,12.1847777778,9.37944444445,4.59533333333,7.77340277778,22.2264444445,11.8546666667,4.30977777778,8.21694444444
387.39,10.4283333333,17.156,12.1927777778,9.38433333334,4.55988888889,7.73933333333,22.1792222222,11.7765555556,4.26822222222,8.15127777778
387.75,10.4496666667,17.2471111111,12.2138888889,9.44033333333,4.60644444444,7.76258333333,22.1738888889,11.7936666667,4.31633333333,8.20766666667
388.11,10.446,17.2455555555,12.1628888889,9.41177777779,4.60277777778,7.77556944444,22.1687777778,11.7811111111,4.33722222222,8.17933333333
388.47,10.4288888889,17.2396666667,12.1482222222,9.41822222223,4.56677777778,7.74506944444,22.2003333333,11.7458888889,4.27666666667,8.13977777778
388.83,10.4458888889,17.3008888889,12.0631111111,9.42055555556,4.52133333333,7.70828472222,22.1797777778,11.7333333334,4.21555555555,8.05566666667
389.19,10.401,17.3481111111,12.0532222222,9.41233333334,4.46111111111,7.65534027778,22.2068888889,11.6892222222,4.18933333333,8.0105
389.55,10.3628888889,17.3557777778,12.0377777778,9.37533333333,4.38711111111,7.61552083333,22.2426666667,11.6526666667,4.14755555556,7.94361111111
