wavelength,Back_RamBref,Belly_RamBref,Breast_RamBref,Crissum_RamBref,Crown_RamBref,DorTail_RamBref,Rump_RamBref,Throat_RamBref,WingTip_RamBref
381.97,5.75386666667,6.9608,6.95366666667,4.98863333333,5.5442,6.94913333333,4.2752,7.413,8.9754
382.33,5.9486,7.15266666667,7.15,5.2505,5.75453333333,7.176,4.48666666667,7.58986666667,9.14066666666
382.69,6.038,7.2616,7.1817,5.27203333333,5.79066666667,7.29616666667,4.56326666667,7.65393333333,9.22066666667
383.05,6.2662,7.5242,7.40376666667,5.5418,5.99933333333,7.54996666667,4.85253333333,7.91413333333,9.43106666666
383.41,6.28066666667,7.49686666667,7.3751,5.5275,5.99093333333,7.5478,4.88573333333,7.88726666667,9.38466666666
383.77,6.14813333333,7.4222,7.2837,5.3977,5.89453333333,7.40443333333,4.76073333333,7.82213333333,9.26359999999
384.14,6.08206666667,7.3564,7.19993333333,5.36863333333,5.80906666667,7.34876666667,4.716,7.7058,9.177
384.50,6.0178,7.29373333333,7.13083333333,5.296,5.68733333333,7.24973333333,4.63066666666,7.62906666667,9.05826666667
384.86,5.90353333333,7.16513333333,6.9786,5.16463333333,5.5858,7.14356666667,4.51393333333,7.50326666667,8.93733333333
385.22,5.9806,7.29726666667,7.103,5.21143333333,5.60613333333,7.23016666667,4.621,7.64353333333,9.05766666667
385.58,5.90146666667,7.26233333333,7.08023333333,5.12413333333,5.5212,7.08553333333,4.53906666667,7.59026666667,8.92299999999
385.94,5.91206666667,7.19386666667,7.04706666667,5.11473333333,5.4734,7.028,4.41586666667,7.5626,8.87306666667
386.30,5.9236,7.1392,6.99023333333,5.0725,5.38433333333,6.96386666667,4.3762,7.57153333333,8.83586666667
386.66,5.8322,7.01473333333,6.8883,5.02013333333,5.27366666667,6.87666666667,4.30153333333,7.47546666667,8.72746666667
387.03,5.83733333333,6.9848,6.90403333333,5.0004,5.25366666667,6.8233,4.23113333333,7.45033333333,8.68246666667
387.39,5.88693333333,7.0662,6.98856666667,5.07103333333,5.34446666667,6.92113333333,4.25746666667,7.56266666667,8.77346666667
387.75,5.82193333333,6.9316,6.9314,4.949,5.26673333333,6.81333333333,4.14933333333,7.46153333333,8.6496
388.11,5.8284,6.95193333333,6.99043333333,4.9661,5.28546666667,6.7964,4.18033333333,7.55986666667,8.67353333333
388.47,5.91106666667,7.00566666667,7.06433333333,5.0316,5.3956,6.85206666667,4.19073333333,7.6336,8.6956
388.83,6.06546666666,7.17153333333,7.25283333333,5.16856666667,5.55313333333,7.01956666667,4.34766666667,7.82586666667,8.8728
389.19,6.06873333333,7.16146666667,7.24416666667,5.1656,5.59506666667,7.007,4.31486666667,7.7788,8.8414
389.55,6.0096,7.07486666667,7.15046666667,5.0729,5.53013333333,6.91613333333,4.24473333333,7.74013333333,8.78906666667
389.91,6.03013333333,7.13926666667,7.21476666667,5.09896666667,5.581,6.98136666667,4.3546,7.7972,8.84246666667
390.27,5.9174,7.08046666667,7.15216666667,5.0069,5.563,6.90996666667,4.25693333333,7.71313333333,8.76686666667
390.63,6.0126,7.20346666667,7.3017,5.11166666667,5.71173333333,7.02426666667,4.35866666667,7.839,8.89593333333
391.00,5.88066666667,7.0946,7.2023,4.95976666667,5.55333333333,6.90493333333,4.25113333333,7.74893333333,8.75913333333
391.36,5.85313333333,7.08106666667,7.22373333333,4.9566,5.51186666667,6.8768,4.31466666667,7.70486666667,8.7354
391.72,6.07726666667,7.30753333333,7.4548,5.16926666667,5.73473333333,7.05783333333,4.51613333333,7.92446666667,8.96753333333
392.08,6.06826666667,7.30893333333,7.4338,5.20963333333,5.73666666667,7.05833333333,4.5114,7.8946,8.95940000001
392.44,6.09993333333,7.34386666667,7.4835,5.22013333333,5.761,7.07933333333,4.60613333333,7.9948,9.01846666666
392.80,6.07493333333,7.30526666667,7.41736666667,5.18233333333,5.7138,6.9945,4.5532,7.91886666667,8.91080000001
393.16,5.99466666667,7.20866666667,7.35896666667,5.08866666667,5.6126,6.88953333334,4.52413333333,7.846,8.83786666667
393.52,6.0968,7.33353333333,7.46393333333,5.2138,5.7546,7.02196666667,4.6458,7.9386,8.95553333334
393.88,6.1698,7.3808,7.51676666667,5.25696666667,5.8238,7.0878,4.6836,8.00206666667,8.98473333333
394.24,6.1712,7.39886666667,7.50553333333,5.20836666667,5.8204,7.06443333333,4.70473333333,7.97593333333,8.9774
394.60,6.15246666667,7.37213333333,7.49323333333,5.14826666667,5.78526666667,6.97396666667,4.6614,7.94086666667,8.9146
394.96,6.2796,7.4804,7.58706666667,5.29923333333,5.91626666667,7.06346666667,4.746,8.0438,9.06073333333
395.32,6.2488,7.446,7.51183333333,5.21896666667,5.88186666667,7.01716666667,4.66606666667,8.0128,9.04593333334
395.68,6.1678,7.41973333333,7.4468,5.1863,5.83673333333,7.0288,4.64953333333,7.90866666667,9.03226666666
396.04,6.265,7.51693333333,7.52253333333,5.16173333333,5.90666666667,7.11743333333,4.6762,7.97246666667,9.07206666667
396.40,6.3602,7.58686666667,7.57993333333,5.27706666667,5.996,7.19476666666,4.74846666667,8.01806666667,9.15173333333
396.76,6.397,7.6278,7.6066,5.3542,6.02353333333,7.27586666667,4.79006666667,8.09973333333,9.21013333334
397.12,6.3772,7.60893333333,7.62863333333,5.30803333333,6.02686666667,7.25243333334,4.7112,8.0616,9.1562
397.48,6.34486666667,7.57326666667,7.6022,5.23786666667,5.94866666667,7.17873333333,4.64306666666,7.99746666667,9.10633333333
397.84,6.39453333333,7.64466666667,7.69243333333,5.3023,5.999,7.21263333333,4.71893333333,8.06073333333,9.16706666667
398.20,6.47013333334,7.72053333333,7.76406666667,5.43533333333,6.0538,7.2753,4.77946666667,8.14913333333,9.26640000001
398.56,6.40013333333,7.6704,7.71653333333,5.39206666667,5.99086666667,7.22843333333,4.73613333333,8.1256,9.2526
398.92,6.34313333333,7.66373333333,7.69843333333,5.3441,5.97033333334,7.20543333333,4.7602,8.1314,9.18766666666
399.28,6.3026,7.64786666667,7.6509,5.36363333333,5.92986666667,7.15536666667,4.736,8.1098,9.11593333333
399.64,6.2188,7.54773333333,7.5256,5.255,5.8298,6.9983,4.63446666667,8.07173333333,8.9836
400.00,6.15033333333,7.46966666667,7.48866666667,5.24553333333,5.7404,6.89566666667,4.58386666667,8.051,8.953
400.36,6.09873333333,7.43593333333,7.4412,5.18286666667,5.68033333333,6.84236666667,4.52453333334,7.99,8.87513333333
400.72,6.10126666667,7.4758,7.45883333333,5.13986666667,5.70006666667,6.7855,4.50533333333,7.96173333333,8.87873333333
401.08,6.2188,7.61626666667,7.5085,5.2949,5.86453333333,6.90076666667,4.6386,8.1482,9.03473333334
401.44,6.2302,7.67346666667,7.5544,5.36856666667,5.89833333333,6.97473333333,4.6906,8.2842,9.09953333334
401.80,6.16086666667,7.6008,7.43413333333,5.3215,5.83266666667,6.9083,4.63466666667,8.21413333333,9.03519999999
402.16,6.18573333333,7.64493333333,7.4774,5.33946666667,5.8656,6.99486666667,4.7046,8.2454,9.00986666666
402.52,6.36786666667,7.82053333333,7.60416666667,5.53626666667,6.02053333333,7.20696666667,4.88286666667,8.4294,9.19353333334
402.88,6.40433333333,7.86006666667,7.60436666667,5.55693333333,5.99666666667,7.19556666667,4.87953333333,8.43646666667,9.2228
403.24,6.54786666667,7.94913333333,7.74126666667,5.67163333333,6.1006,7.2962,4.99333333333,8.5402,9.34399999999
403.60,6.61806666666,8.0308,7.853,5.80466666667,6.1482,7.36493333333,5.041,8.60413333333,9.42413333334
403.95,6.70233333334,8.10586666667,7.9235,5.8845,6.2348,7.44456666667,5.1026,8.64806666667,9.51579999999
404.31,6.67373333333,8.1246,7.92496666667,5.89593333333,6.21866666667,7.43716666666,5.11533333333,8.6762,9.55026666667
404.67,6.69133333333,8.1126,7.92746666667,5.94206666667,6.2254,7.43813333333,5.1384,8.71386666666,9.55726666667
405.03,6.7052,8.12113333333,7.95006666667,5.9599,6.17013333333,7.4503,5.12846666667,8.71193333334,9.542
405.39,6.77553333333,8.18393333333,8.01346666667,6.00716666667,6.214,7.45536666667,5.13486666667,8.71493333334,9.55346666667
405.75,6.82273333334,8.1962,8.06856666667,6.01506666667,6.26353333333,7.4579,5.1206,8.7562,9.59913333334
406.11,6.8974,8.26313333333,8.15436666667,6.09623333333,6.358,7.46186666667,5.13826666667,8.82366666668,9.65186666666
406.47,6.8148,8.19246666667,8.12353333333,6.02073333333,6.2648,7.33963333333,5.01686666667,8.73193333333,9.54826666666
406.83,6.7692,8.14346666667,8.08636666667,5.95873333333,6.249,7.30453333333,4.96846666667,8.68213333334,9.48053333333
407.19,6.68153333333,8.107,7.9995,5.8632,6.19346666667,7.21106666667,4.8598,8.59246666667,9.39139999999
407.55,6.65706666667,8.06346666667,7.98033333333,5.78286666667,6.15153333333,7.18543333333,4.81786666667,8.5906,9.34480000001
407.90,6.65546666667,8.06493333333,7.96456666667,5.7606,6.1528,7.18466666667,4.83793333333,8.58173333333,9.32386666667
408.26,6.72546666667,8.12813333333,7.9934,5.79683333333,6.19226666667,7.2298,4.8586,8.6088,9.34346666666
408.62,6.77133333333,8.201,8.0519,5.8014,6.24266666667,7.27836666667,4.925,8.64026666667,9.40340000001
408.98,6.7642,8.20526666666,8.04433333333,5.7856,6.2402,7.253,4.93833333333,8.6524,9.38313333333
409.34,6.76213333333,8.17133333333,8.04263333333,5.7379,6.24726666667,7.257,4.95593333334,8.629,9.39173333334
409.70,6.68173333333,8.13646666666,8.0087,5.6627,6.17673333333,7.24066666667,4.93606666667,8.5738,9.35206666667
410.06,6.66506666667,8.08666666667,7.95616666667,5.594,6.12313333333,7.23406666667,4.902,8.50673333333,9.31333333333
410.42,6.709,8.17373333333,8.01066666667,5.64166666667,6.20006666667,7.30196666667,4.9886,8.59146666667,9.35753333333
410.77,6.80706666667,8.257,8.13826666667,5.74236666667,6.30046666667,7.4308,5.10566666667,8.71426666666,9.50913333334
411.13,6.82273333333,8.25393333333,8.1993,5.75206666667,6.31293333333,7.43203333333,5.1314,8.73713333334,9.50860000001
411.49,6.90726666667,8.32586666667,8.2502,5.83806666667,6.403,7.47866666667,5.19813333333,8.80286666667,9.56606666667
411.85,6.9332,8.3588,8.27766666667,5.87053333333,6.42626666666,7.51263333333,5.23533333333,8.88933333334,9.58233333333
412.21,6.85093333333,8.32153333333,8.261,5.80026666667,6.40873333333,7.45416666667,5.175,8.85566666667,9.53973333333
412.57,6.8548,8.32753333333,8.23466666667,5.79193333333,6.42493333333,7.4788,5.13386666667,8.84913333334,9.53726666667
412.92,6.8742,8.34193333333,8.274,5.78136666667,6.45693333333,7.47496666667,5.15346666667,8.85519999999,9.53986666667
413.28,6.92966666667,8.4142,8.33226666667,5.88763333333,6.5258,7.5646,5.2134,8.91293333333,9.61760000001
413.64,7.01093333334,8.54626666667,8.41356666667,6.0097,6.60346666667,7.61906666667,5.2862,9.00553333333,9.68246666667
414.00,7.03326666667,8.56926666667,8.42883333333,6.0535,6.5994,7.59123333333,5.29973333333,9.06806666666,9.70240000001
414.36,7.02873333333,8.54646666666,8.3907,6.05696666667,6.5676,7.56726666667,5.2658,9.03886666667,9.67786666667
414.72,7.03106666667,8.58066666667,8.4142,6.08293333333,6.5844,7.54643333333,5.26153333333,9.01273333333,9.62226666667
415.07,7.07553333333,8.64699999999,8.4545,6.1317,6.64326666667,7.60146666667,5.33126666667,9.11853333334,9.71026666667
415.43,7.01166666667,8.59480000001,8.41943333333,6.07753333333,6.58433333333,7.53583333333,5.3084,9.05919999999,9.69719999999
415.79,6.97453333333,8.55899999999,8.4035,6.03156666667,6.5468,7.47573333333,5.28173333333,8.98873333333,9.65526666667
416.15,7.0188,8.53646666667,8.4447,6.0465,6.5478,7.46946666667,5.31046666666,8.96006666666,9.67980000001
416.51,6.9682,8.49233333333,8.4486,6.02616666667,6.505,7.41616666667,5.29253333333,8.94540000001,9.62259999999
416.86,6.9846,8.53273333333,8.4781,6.03953333333,6.51113333333,7.4267,5.2702,8.9556,9.65886666667
417.22,6.95406666667,8.51059999999,8.4522,6.0164,6.4798,7.36456666667,5.238,8.96273333333,9.58926666666
417.58,7.01026666667,8.54266666666,8.48946666667,6.06243333333,6.50706666667,7.40406666667,5.26873333333,9.01306666667,9.63319999999
417.94,7.00573333333,8.54933333333,8.5149,6.07383333333,6.48426666667,7.41356666667,5.27253333333,9.02573333334,9.65619999999
418.29,7.0306,8.54933333334,8.5586,6.08533333333,6.51953333333,7.4319,5.3006,9.05346666667,9.68486666667
418.65,7.05453333333,8.54866666667,8.55873333333,6.08563333333,6.51853333333,7.4233,5.28993333333,9.07906666666,9.71226666667
419.01,7.10026666667,8.59066666666,8.6059,6.1584,6.5508,7.48853333333,5.3188,9.09106666666,9.73653333334
419.37,7.1872,8.67280000001,8.68436666667,6.2442,6.61926666667,7.56283333333,5.3808,9.17473333333,9.79219999999
419.73,7.20506666667,8.69113333333,8.69103333333,6.26563333333,6.63606666667,7.58593333333,5.37933333333,9.1956,9.80686666667
420.08,7.2282,8.73066666666,8.70686666667,6.2998,6.6452,7.60153333333,5.3924,9.23853333333,9.81326666665
420.44,7.25806666667,8.75920000001,8.7372,6.33183333333,6.67013333333,7.62186666667,5.3908,9.25120000001,9.84806666667
420.80,7.2688,8.76626666667,8.74499999999,6.3536,6.68453333333,7.64726666667,5.40533333333,9.25553333333,9.84046666667
421.16,7.2766,8.76313333333,8.75396666666,6.3535,6.6824,7.65846666667,5.41093333333,9.25873333333,9.86166666667
421.51,7.25786666667,8.74713333334,8.75153333334,6.33573333333,6.68,7.63116666667,5.40006666667,9.229,9.84873333334
421.87,7.26493333333,8.75546666667,8.75540000001,6.3467,6.70833333333,7.65443333333,5.42873333333,9.25186666667,9.85580000001
422.23,7.29786666667,8.78840000001,8.78630000001,6.3869,6.7386,7.68476666667,5.44673333333,9.28706666667,9.89633333333
422.58,7.2604,8.76433333334,8.76183333334,6.37096666667,6.7236,7.67183333333,5.419,9.28066666667,9.85986666666
422.94,7.27366666666,8.76313333334,8.75923333334,6.3724,6.74273333333,7.65993333333,5.444,9.30386666667,9.87606666667
423.30,7.25053333333,8.73493333334,8.71706666666,6.33253333333,6.72233333333,7.6331,5.42733333333,9.26720000001,9.84846666667
423.66,7.2698,8.75346666667,8.74109999999,6.35873333333,6.74493333333,7.63683333333,5.4402,9.29553333334,9.86559999999
424.01,7.27933333333,8.75653333333,8.74790000001,6.36403333333,6.76,7.6434,5.43993333333,9.30600000001,9.86486666667
424.37,7.32646666667,8.78633333333,8.78763333333,6.39843333333,6.78306666666,7.66373333333,5.49493333333,9.35866666667,9.88659999999
424.73,7.3158,8.76106666667,8.76466666667,6.3781,6.76393333333,7.64366666667,5.4808,9.3496,9.88766666667
425.08,7.32426666667,8.78153333333,8.79526666667,6.38903333333,6.7904,7.65053333333,5.49706666667,9.36466666666,9.87980000001
425.44,7.34833333333,8.80346666666,8.81086666666,6.40506666667,6.81333333333,7.6762,5.52086666667,9.39766666667,9.89653333333
425.80,7.3858,8.83653333333,8.8566,6.42343333333,6.8456,7.70276666667,5.51993333333,9.42493333333,9.91106666666
426.16,7.3764,8.84019999999,8.84616666667,6.38606666667,6.83306666667,7.67096666667,5.52373333333,9.41986666667,9.88466666667
426.51,7.4552,8.90046666667,8.91593333334,6.45353333333,6.8926,7.7299,5.59873333333,9.46399999999,9.94986666667
426.87,7.445,8.91320000001,8.91716666667,6.43456666667,6.8792,7.7243,5.55886666667,9.46406666667,9.92079999999
427.23,7.43353333333,8.92413333334,8.93123333334,6.4421,6.88753333334,7.7264,5.55313333333,9.47713333333,9.92293333335
427.58,7.47053333333,8.95999999999,8.97856666667,6.4678,6.91313333333,7.7614,5.5826,9.5128,9.94346666665
427.94,7.49173333333,8.99486666667,8.99273333334,6.4837,6.9414,7.76886666667,5.6024,9.54033333334,9.98013333333
428.30,7.4824,8.99819999999,8.98756666667,6.47436666667,6.9572,7.7636,5.57573333333,9.55213333333,9.99393333333
428.65,7.5704,9.06626666666,9.07633333333,6.55546666667,7.026,7.80456666667,5.62773333333,9.63986666667,10.0405333333
429.01,7.61853333333,9.10140000001,9.10029999999,6.58993333333,7.04313333333,7.82736666667,5.67273333333,9.69086666666,10.0740666667
429.37,7.6432,9.10533333334,9.11313333333,6.59413333333,7.05133333333,7.82523333333,5.654,9.71053333333,10.0578666667
429.72,7.59953333334,9.07339999999,9.04993333334,6.56453333333,7.0276,7.76163333333,5.64133333333,9.67806666666,10.0298666667
430.08,7.64813333333,9.13373333334,9.09626666667,6.6335,7.0688,7.81663333333,5.6846,9.72733333333,10.0694666667
430.44,7.64213333333,9.16246666667,9.08730000001,6.63533333333,7.07893333334,7.79616666667,5.70073333333,9.76446666666,10.0873333333
430.79,7.641,9.15213333333,9.12336666667,6.6407,7.07726666667,7.77963333333,5.73633333333,9.7602,10.0920666667
431.15,7.6998,9.21479999999,9.20059999999,6.70883333333,7.1358,7.8417,5.8008,9.85166666666,10.1657333333
431.50,7.71766666667,9.23106666666,9.21506666667,6.74066666667,7.16453333334,7.86643333333,5.82533333333,9.90333333335,10.1965333333
431.86,7.73233333333,9.23073333333,9.24576666666,6.771,7.17066666667,7.90206666667,5.85033333333,9.9478,10.2147333333
432.22,7.77226666667,9.26806666667,9.29213333333,6.83013333333,7.2084,7.96363333333,5.906,9.99833333331,10.2578
432.57,7.7542,9.29119999999,9.30253333333,6.83876666667,7.22086666667,7.97703333333,5.90886666667,9.98766666667,10.2642666667
432.93,7.72386666667,9.27119999999,9.26266666667,6.81273333333,7.1978,7.94516666667,5.8616,9.9574,10.2410666667
433.29,7.66326666667,9.23126666667,9.21720000001,6.7717,7.1432,7.90443333333,5.81986666667,9.90146666667,10.1997333333
433.64,7.69093333333,9.25586666666,9.23256666667,6.80243333333,7.15346666667,7.91793333333,5.82186666667,9.90440000001,10.2134
434.00,7.6522,9.21073333333,9.21376666667,6.75663333333,7.1204,7.8712,5.77073333333,9.87293333333,10.2004666667
434.35,7.70373333333,9.22053333333,9.24320000001,6.78963333333,7.1472,7.90823333333,5.79086666667,9.88906666666,10.2138
434.71,7.73133333333,9.24926666666,9.23643333334,6.79296666667,7.1566,7.93706666667,5.76606666667,9.92546666666,10.2299333333
435.07,7.71886666667,9.2152,9.22029999999,6.75263333333,7.1302,7.90726666667,5.73413333333,9.89780000001,10.1777333333
435.42,7.71006666667,9.21753333333,9.19693333334,6.72583333333,7.1152,7.8884,5.70106666667,9.86733333334,10.1462666667
435.78,7.7306,9.25666666667,9.22686666666,6.743,7.15433333333,7.92693333333,5.72106666667,9.88833333334,10.1675333333
436.13,7.74453333333,9.28126666666,9.24216666667,6.7314,7.1678,7.94103333333,5.71926666667,9.89793333335,10.1705333333
436.49,7.8,9.31986666667,9.28323333333,6.7618,7.218,7.98323333333,5.7574,9.97313333334,10.2286
436.84,7.86246666667,9.40140000001,9.38346666666,6.8444,7.2814,8.0404,5.824,10.0390666667,10.2873333333
437.20,7.95173333333,9.49039999999,9.46036666667,6.92146666667,7.35493333333,8.1001,5.87326666667,10.1248666667,10.3648
437.56,7.9542,9.49633333333,9.50893333333,6.9347,7.36513333333,8.124,5.886,10.1405333333,10.366
437.91,8.0002,9.54746666668,9.54880000001,6.9695,7.38293333333,8.16053333333,5.93553333333,10.1596666667,10.3655333333
438.27,7.949,9.56426666666,9.54193333333,6.9276,7.34886666667,8.12583333333,5.8962,10.1546666666,10.3496666667
438.62,7.92653333334,9.52479999999,9.52873333334,6.90673333333,7.32586666667,8.09786666667,5.88413333333,10.1261333333,10.3170666667
438.98,7.9456,9.55439999999,9.53413333334,6.93113333333,7.32766666667,8.12043333333,5.8982,10.136,10.3411333333
439.33,7.94113333333,9.55666666667,9.55436666668,6.9333,7.31906666667,8.10483333333,5.90453333333,10.1359333333,10.3573333333
439.69,7.94986666667,9.54833333333,9.54173333332,6.8938,7.29693333333,8.0577,5.89273333333,10.1222,10.3337333333
440.04,7.93,9.52826666666,9.53746666667,6.882,7.27913333333,8.02253333333,5.8828,10.1108666667,10.3294666667
440.40,7.8772,9.49253333334,9.50496666667,6.83926666667,7.22413333334,7.98043333334,5.84646666667,10.0568666667,10.2778
440.75,7.82746666667,9.44120000001,9.4455,6.77003333333,7.1728,7.93106666667,5.78426666667,9.99700000001,10.2386666667
441.11,7.81306666667,9.41893333334,9.44533333333,6.75573333333,7.17053333333,7.914,5.79606666667,10.0058666667,10.2288666667
441.47,7.7964,9.43653333334,9.44819999999,6.73073333333,7.16866666667,7.89383333333,5.78826666667,10.0274,10.2254666667
441.82,7.83053333333,9.456,9.47530000001,6.74096666667,7.19186666666,7.9162,5.81553333333,10.0504666667,10.2582666667
442.18,7.8456,9.45113333334,9.4954,6.75846666667,7.20733333333,7.9233,5.83306666667,10.0734,10.2703333333
442.53,7.8854,9.51233333333,9.53233333334,6.80956666667,7.26,7.95586666667,5.87973333333,10.1275333333,10.325
442.89,7.8792,9.52366666666,9.53536666668,6.79923333333,7.2614,7.9401,5.8708,10.1182666667,10.3060666667
443.24,7.92166666666,9.56219999999,9.57583333335,6.82856666667,7.29026666667,7.97553333333,5.89173333333,10.1531333333,10.3439333333
443.60,7.9176,9.60099999999,9.61833333333,6.8691,7.31706666667,8.00443333333,5.903,10.1756,10.3766666667
443.95,7.93906666667,9.63553333334,9.60443333333,6.8692,7.3098,8.00383333333,5.89266666667,10.1822666667,10.3647333333
444.31,7.95306666667,9.653,9.60813333332,6.8868,7.32373333333,7.9998,5.89986666667,10.2192,10.3700666667
444.66,8.04186666667,9.75733333334,9.68833333333,6.9744,7.39713333333,8.07156666667,5.97133333333,10.3361333333,10.4459333333
445.02,8.04793333333,9.78573333333,9.69416666668,6.98056666667,7.40493333333,8.08076666667,5.98873333333,10.3328666667,10.4489333333
445.37,8.11406666667,9.82726666666,9.73233333334,7.0372,7.44513333333,8.12413333333,6.0424,10.3858,10.4997333333
445.72,8.06246666667,9.78500000001,9.70156666668,7.00493333333,7.41093333333,8.09303333333,5.98933333334,10.3802666667,10.4662666667
446.08,8.09066666667,9.78733333333,9.70646666666,6.99763333333,7.41413333333,8.09763333333,5.99673333333,10.3694666667,10.4518666666
446.43,8.1026,9.81473333333,9.75449999999,7.00543333333,7.42146666667,8.1132,6.00593333333,10.3818666667,10.4636
446.79,8.12066666667,9.84793333333,9.79103333333,7.04156666667,7.46446666667,8.14123333333,6.0342,10.4328666667,10.5045333333
447.14,8.09946666667,9.85000000001,9.77966666667,7.02803333333,7.4478,8.12693333333,6.0152,10.4139333333,10.466
447.50,8.12093333333,9.85426666666,9.7846,7.0239,7.4576,8.146,6.01606666667,10.4324666667,10.4736666667
447.85,8.12673333334,9.858,9.80539999999,7.02073333333,7.4758,8.1608,6.039,10.4341333333,10.4750666666
448.21,8.16633333333,9.89313333333,9.86193333334,7.05486666667,7.5208,8.197,6.08833333333,10.4574,10.5127333333
448.56,8.16193333334,9.8634,9.84080000001,7.03006666667,7.522,8.1946,6.07406666667,10.4241333333,10.5047333333
448.92,8.17326666667,9.88459999999,9.86286666667,7.0442,7.54126666667,8.21113333333,6.0844,10.4531333333,10.5246
449.27,8.15213333333,9.87733333333,9.85126666667,7.00326666667,7.50966666667,8.1937,6.04693333333,10.4129333333,10.5022666667
449.62,8.17686666667,9.93440000001,9.88113333333,7.0388,7.53693333333,8.2033,6.06366666667,10.4400666667,10.5212
449.98,8.2616,10.0365333333,9.98023333333,7.14786666667,7.62846666667,8.30153333333,6.1382,10.5438666667,10.623
450.33,8.24746666667,10.0076,9.94903333333,7.1474,7.62113333333,8.28453333333,6.12233333333,10.5212,10.6031333333
450.69,8.25633333333,9.99846666667,9.95080000001,7.14496666667,7.6114,8.26243333333,6.1156,10.5105333333,10.5948
451.04,8.28446666667,10.0081333333,9.98239999999,7.16526666667,7.6532,8.28963333333,6.1452,10.5590666667,10.6512
451.40,8.26346666667,10.0134,9.98663333332,7.18066666667,7.6314,8.25446666667,6.1348,10.5454,10.6322
451.75,8.23406666667,9.99926666666,9.98023333333,7.1928,7.61353333333,8.2294,6.1026,10.5495333333,10.6378
452.10,8.2396,10.0067333333,9.96653333333,7.18663333333,7.6026,8.21623333333,6.08573333333,10.5730666667,10.6410666667
452.46,8.20473333333,9.98833333333,9.98706666667,7.1784,7.58453333333,8.19813333333,6.07693333333,10.5823333333,10.6257333333
452.81,8.26813333333,10.0260666667,10.0552666667,7.22843333333,7.6206,8.2431,6.09953333333,10.62,10.6678
453.17,8.29206666667,10.0383333333,10.0760333333,7.2708,7.65986666667,8.26053333333,6.13073333334,10.6491333333,10.6986
453.52,8.36086666667,10.0878,10.1309333333,7.32703333333,7.72373333333,8.31343333333,6.18973333333,10.6838666667,10.7522666667
453.87,8.2662,10.0210666667,10.0589333333,7.2445,7.6438,8.23033333333,6.11586666667,10.6120666667,10.6757333333
454.23,8.31673333334,10.0818,10.1091,7.2738,7.67753333334,8.25723333333,6.15966666667,10.6738,10.7128666667
454.58,8.3506,10.1149333333,10.1494666667,7.31196666667,7.69586666666,8.2971,6.17846666667,10.702,10.7288
454.93,8.40253333333,10.1646666667,10.2038666667,7.349,7.7294,8.3137,6.22793333333,10.7562666667,10.7477333333
455.29,8.43526666667,10.1938,10.2186,7.36683333333,7.77126666666,8.33986666667,6.258,10.8047333333,10.7706666667
455.64,8.5046,10.2568,10.2817,7.40106666667,7.81146666667,8.3825,6.3162,10.8501333333,10.7764
456.00,8.51873333333,10.2611333333,10.2962,7.38933333333,7.82773333333,8.4049,6.321,10.8559333334,10.7536
456.35,8.5832,10.3486666667,10.3777666667,7.44966666667,7.89146666667,8.4587,6.387,10.9371333333,10.8150666667
456.70,8.52926666667,10.3300666667,10.3440666667,7.40366666667,7.85806666667,8.42453333333,6.36426666667,10.935,10.7886
457.06,8.55013333333,10.3593333333,10.3847,7.41846666667,7.88426666667,8.44583333333,6.38553333333,10.9588666667,10.8058
457.41,8.51313333333,10.3366666667,10.3355666667,7.39756666667,7.84366666667,8.40686666667,6.35326666667,10.9435333333,10.7826666667
457.76,8.51366666667,10.3295333333,10.3209,7.37323333333,7.83673333333,8.38353333333,6.33506666667,10.929,10.7686666667
458.12,8.4772,10.303,10.3045666667,7.36186666667,7.82453333333,8.36003333333,6.30413333333,10.9288666667,10.7505333333
458.47,8.5002,10.3274666667,10.3129,7.35393333333,7.85033333333,8.3734,6.31326666667,10.9484,10.7868666667
458.82,8.50973333333,10.3387333333,10.3167333333,7.37433333333,7.86153333334,8.38916666667,6.3076,10.9452,10.7918666667
459.18,8.4786,10.308,10.3175,7.33693333333,7.81966666667,8.36073333333,6.2812,10.9126,10.7682
459.53,8.4742,10.3150666667,10.3190333333,7.34596666667,7.83013333333,8.36416666667,6.27193333333,10.927,10.7872
459.88,8.46153333333,10.324,10.3250333333,7.36046666667,7.82366666667,8.34726666667,6.25806666666,10.9217333333,10.7929333334
460.24,8.47573333333,10.3411333333,10.3184666667,7.36766666667,7.84146666667,8.3539,6.2606,10.9278,10.7985333333
460.59,8.50853333333,10.3639333333,10.3257,7.4077,7.863,8.38016666667,6.27433333333,10.9471333333,10.8111333333
460.94,8.5076,10.3538,10.3038,7.4004,7.8336,8.36103333333,6.24586666667,10.9474,10.7928666667
461.29,8.55233333334,10.3992,10.3619333333,7.4416,7.89786666667,8.42,6.2866,10.9981333333,10.8360666667
461.65,8.5966,10.4608,10.4189666667,7.5075,7.95213333333,8.46073333333,6.33366666667,11.05,10.8879333333
462.00,8.62413333333,10.4963333333,10.4434,7.52546666667,7.96353333333,8.48846666667,6.35786666667,11.0630666667,10.9088
462.35,8.61333333333,10.4955333333,10.4411333333,7.54806666667,7.94473333333,8.4791,6.36106666667,11.0756666666,10.9085333333
