wavelength,Back_ChrChrf,Belly_ChrChrf,Breast_ChrChrf,Crissum_ChrChrf,Crown_ChrChrf,DorTail_ChrChrf,Patch10_ChrChrf,Rump_ChrChrf,Throat_ChrChrf,WingTip_ChrChrf
568.41,10.1388333334,52.3441666667,33.8495,25.6861666667,9.76166666665,9.194,8.178,12.2805,41.6948333334,10.8221666667
568.75,10.168,52.4123333333,33.89,25.744,9.80416666665,9.20066666667,8.214,12.3228333333,41.7446666667,10.8723333333
569.09,10.1436666667,52.4293333334,33.8511666667,25.6973333334,9.7925,9.183,8.23033333333,12.3028333334,41.7498333333,10.859
569.43,10.1453333333,52.4466666667,33.8536666667,25.691,9.78983333332,9.18066666667,8.25966666667,12.2876666667,41.7525,10.8246666666
569.77,10.1351666667,52.4148333334,33.876,25.6553333334,9.80950000001,9.1735,8.262,12.2845,41.7601666666,10.8605
570.11,10.1425,52.4086666667,33.8923333334,25.6575,9.83516666666,9.23249999998,8.276,12.318,41.7858333333,10.8831666667
570.45,10.1701666667,52.42,33.8803333334,25.6896666666,9.88683333334,9.25149999999,8.297,12.3563333333,41.8368333334,10.9241666666
570.79,10.178,52.4015,33.8595,25.6605,9.90483333334,9.28266666665,8.275,12.4026666667,41.8128333333,10.9503333333
571.13,10.2115,52.4055,33.8718333333,25.7063333333,9.96616666665,9.32983333333,8.278,12.4298333334,41.833,10.9836666667
571.47,10.2535,52.4215,33.9393333333,25.7386666667,10.0063333333,9.38116666669,8.32666666667,12.4928333333,41.8903333333,11.044
571.81,10.2646666667,52.4398333333,33.9685,25.7811666667,10.0276666667,9.40883333335,8.31733333333,12.4916666666,41.8845,11.0571666667
572.15,10.247,52.4216666667,33.9558333333,25.7788333334,10.005,9.41566666667,8.274,12.5015,41.94,11.0466666667
572.49,10.2328333333,52.4026666667,33.9305,25.759,10.0051666667,9.42583333335,8.259,12.4731666667,41.9363333333,11.0323333333
572.83,10.2123333333,52.3961666667,33.9586666667,25.7873333333,10.0161666667,9.43683333333,8.24833333333,12.4765,41.9245,11.0508333333
573.17,10.212,52.366,33.958,25.8005,9.995,9.43766666669,8.208,12.4756666666,41.9231666667,11.0643333333
573.51,10.2271666667,52.3906666667,33.9651666667,25.8291666666,9.99299999998,9.45566666666,8.22766666667,12.4821666666,41.9576666667,11.0326666666
573.85,10.18,52.4488333333,33.9766666667,25.8401666666,9.97850000001,9.40949999998,8.21633333333,12.48,41.9563333333,11.0183333333
574.19,10.1475,52.4198333333,33.9461666667,25.8221666667,9.93433333331,9.37083333335,8.18766666667,12.4475,41.9058333334,10.9718333334
574.53,10.092,52.4248333333,33.9243333333,25.8133333333,9.9045,9.31116666666,8.15566666667,12.3638333333,41.9146666666,10.9335
574.87,10.0535,52.4373333333,33.9418333333,25.7795,9.85566666667,9.26383333335,8.16466666667,12.3773333334,41.9098333334,10.8826666666
575.21,9.99766666668,52.431,33.8946666666,25.7538333334,9.81950000002,9.21716666668,8.14433333333,12.3475,41.8831666667,10.8241666667
575.55,10.038,52.4106666667,33.8578333333,25.7538333334,9.83066666669,9.23250000001,8.189,12.3723333333,41.9256666667,10.8261666666
575.89,10.0041666667,52.3986666667,33.7868333334,25.7345,9.80016666665,9.201,8.16466666667,12.356,41.8733333334,10.7966666667
576.22,9.9565,52.354,33.73,25.665,9.75516666666,9.13533333333,8.13666666667,12.3161666667,41.8216666667,10.7571666667
576.56,9.97466666668,52.3376666666,33.7078333334,25.6873333333,9.76383333331,9.15083333333,8.16766666667,12.3165,41.8791666667,10.7465
576.90,10.006,52.4323333334,33.7283333334,25.73,9.80666666665,9.1665,8.2,12.3641666667,41.9743333333,10.785
577.24,9.971,52.3853333333,33.6551666667,25.6776666666,9.76400000002,9.11166666667,8.18666666667,12.3208333334,41.9048333333,10.7581666667
577.58,9.95833333334,52.3818333334,33.6588333333,25.6521666667,9.73050000001,9.11933333333,8.162,12.29,41.9241666666,10.7393333333
577.92,9.96350000001,52.425,33.7391666667,25.6783333334,9.75983333333,9.14483333335,8.21733333333,12.311,41.9865,10.7703333333
578.26,9.99099999999,52.4061666667,33.7696666667,25.7165,9.73733333332,9.17633333335,8.256,12.3765,42.0075,10.7603333334
578.60,10.0113333334,52.4628333333,33.8143333333,25.8093333333,9.7605,9.20433333335,8.27233333333,12.3826666666,42.0593333333,10.8128333333
578.94,9.972,52.4115,33.8183333333,25.8121666667,9.73833333335,9.16550000002,8.23633333333,12.3158333333,42.046,10.7951666667
579.28,9.911,52.3738333333,33.838,25.7811666667,9.74400000001,9.13849999999,8.21566666667,12.3038333333,42.0538333333,10.7668333334
579.61,9.94683333335,52.4448333334,33.9108333333,25.8353333334,9.74750000002,9.15666666665,8.286,12.3141666666,42.0711666667,10.7875
579.95,10.0291666667,52.5301666667,34.0278333334,25.9646666666,9.82166666669,9.22516666665,8.35966666667,12.3921666667,42.1781666667,10.8453333333
580.29,10.0403333334,52.566,34.026,25.9451666667,9.82066666665,9.20166666665,8.36766666667,12.3975,42.137,10.8525
580.63,9.97166666665,52.4791666667,33.9786666666,25.8716666667,9.72833333333,9.13,8.313,12.3266666667,42.0953333333,10.733
580.97,9.97066666667,52.5296666667,34.045,25.9065,9.71816666666,9.12633333334,8.28666666667,12.3436666666,42.1913333333,10.7355
581.31,9.95299999998,52.372,33.9465,25.863,9.70583333335,9.09466666667,8.288,12.318,42.1153333333,10.687
581.65,9.888,52.312,33.8666666667,25.8303333333,9.60550000001,9.006,8.16466666667,12.2775,42.0698333333,10.602
581.98,9.835,52.2808333333,33.8073333334,25.7446666667,9.54833333334,8.903,8.11366666667,12.2105,42.0473333333,10.5516666667
582.32,9.80783333333,52.2585,33.7686666666,25.7226666666,9.52966666666,8.85483333333,8.12766666667,12.171,42.081,10.5333333333
582.66,9.854,52.3668333334,33.7963333333,25.8088333334,9.57883333331,8.897,8.15933333333,12.2048333333,42.1438333333,10.5705
583.00,9.85366666666,52.3865,33.7438333333,25.8471666667,9.54966666667,8.905,8.09833333333,12.2035,42.1401666667,10.5983333333
583.34,9.83066666667,52.35,33.7733333334,25.8668333333,9.55750000002,8.92283333333,8.066,12.2183333333,42.1845,10.584
583.68,9.77266666667,52.3285,33.7078333333,25.8463333333,9.45616666665,8.9075,8.031,12.1463333333,42.1733333334,10.5315
584.01,9.70883333333,52.243,33.7143333333,25.8521666666,9.41233333333,8.87966666666,7.93866666667,12.0931666666,42.1828333333,10.4553333333
584.35,9.81183333333,52.3348333333,33.8058333334,25.9781666667,9.55350000001,8.98766666666,8.02333333333,12.19,42.2545,10.5638333333
584.69,9.85116666666,52.4011666666,33.8208333334,26.0288333333,9.62449999998,9.02833333333,8.02966666667,12.2191666667,42.2913333333,10.567
585.03,9.87383333333,52.553,33.936,26.1198333333,9.61466666667,9.05766666666,8.05933333333,12.2486666666,42.3855,10.5968333333
585.37,9.90866666666,52.6675,33.9916666666,26.187,9.6645,9.09333333333,8.122,12.2933333333,42.4813333334,10.6616666666
585.70,9.95416666668,52.7471666667,34.0825,26.2881666667,9.73983333335,9.17966666668,8.15233333333,12.3346666667,42.5666666667,10.7371666667
586.04,9.95633333335,52.7378333333,34.1245,26.2925,9.7055,9.21016666666,8.12733333333,12.3523333333,42.5251666666,10.7373333333
586.38,9.93266666668,52.6663333333,34.1116666666,26.2548333333,9.65933333334,9.16966666668,8.13333333333,12.3371666667,42.5026666667,10.6975
586.72,9.96033333335,52.6486666667,34.181,26.2928333333,9.66583333335,9.13316666665,8.21266666667,12.3666666667,42.5208333333,10.6956666667
587.06,9.9305,52.6781666667,34.1395,26.2116666667,9.60016666667,9.06483333334,8.17166666667,12.2673333333,42.5286666667,10.6245
587.39,9.96966666666,52.7278333333,34.2458333333,26.2731666666,9.67433333331,9.08866666667,8.21866666667,12.3651666667,42.5808333333,10.6521666667
587.73,10.0475,52.8016666667,34.3213333333,26.2916666667,9.73750000002,9.14966666666,8.31233333333,12.421,42.6223333333,10.731
588.07,10.0615,52.7943333333,34.3138333333,26.2378333334,9.7295,9.12933333331,8.37866666667,12.4306666667,42.6461666667,10.7443333333
588.41,10.0145,52.7956666667,34.305,26.2306666667,9.67416666665,9.0865,8.37466666667,12.4188333334,42.6551666667,10.7436666667
588.74,10.0296666666,52.7645,34.3055,26.2548333333,9.71583333335,9.13033333335,8.37766666667,12.4305,42.6341666667,10.7795
589.08,10.0726666667,52.7323333333,34.35,26.2753333333,9.767,9.1655,8.40433333333,12.5003333333,42.6403333334,10.828
589.42,10.117,52.7731666666,34.3753333333,26.3208333333,9.79916666665,9.1975,8.45533333333,12.5531666667,42.6658333334,10.8768333333
589.76,10.1406666666,52.8073333333,34.4053333334,26.3505,9.86466666665,9.22150000002,8.48233333333,12.5821666667,42.7186666666,10.8638333333
590.09,10.1285,52.8306666667,34.3943333334,26.3223333333,9.85883333333,9.22549999999,8.45433333333,12.5703333333,42.76,10.8591666667
590.43,10.1213333333,52.8958333333,34.394,26.2681666666,9.85766666665,9.25350000002,8.45633333333,12.564,42.7918333333,10.874
590.77,10.1163333333,52.8413333334,34.411,26.2941666666,9.89833333331,9.23966666665,8.49366666667,12.628,42.7356666667,10.9188333333
591.11,10.1145,52.8188333333,34.4331666667,26.2503333333,9.86466666665,9.22183333332,8.45433333333,12.6056666666,42.7105,10.9161666666
591.44,10.1066666666,52.8146666666,34.3748333333,26.2713333334,9.83066666665,9.1845,8.43566666667,12.6333333334,42.7106666666,10.9163333333
591.78,10.0031666666,52.7166666667,34.2845,26.2166666667,9.78,9.1495,8.29566666667,12.5391666667,42.5433333333,10.872
592.12,10.072,52.7906666666,34.3233333333,26.2965,9.86549999998,9.23066666665,8.345,12.5936666667,42.5963333334,10.9568333334
592.46,10.1103333333,52.8361666667,34.3235,26.3106666667,9.89183333331,9.23083333335,8.34766666667,12.642,42.614,11.0285
592.79,10.0928333334,52.7786666666,34.2365,26.2436666667,9.83500000002,9.218,8.31566666667,12.5871666666,42.5393333333,10.9831666666
593.13,10.1665,52.8903333333,34.3251666667,26.2636666666,9.9095,9.31883333334,8.36566666667,12.6438333333,42.6173333333,11.0656666666
593.47,10.2408333333,52.988,34.3501666666,26.336,9.94566666666,9.3875,8.42533333333,12.6955,42.6578333333,11.1546666666
593.80,10.3211666667,53.063,34.4381666667,26.4201666666,10.0066666667,9.44199999999,8.43166666667,12.7543333334,42.6898333333,11.2091666666
594.14,10.2741666667,53.0333333333,34.3776666667,26.4648333334,9.96283333334,9.39400000002,8.339,12.7123333333,42.6526666667,11.1681666666
594.48,10.4176666666,53.1605,34.4513333333,26.5535,10.072,9.53783333335,8.437,12.8436666667,42.7611666666,11.2955
594.81,10.4966666667,53.3815,34.5471666666,26.6511666666,10.1685,9.62533333335,8.481,12.9246666667,42.879,11.3351666667
595.15,10.5226666667,53.4468333333,34.6823333333,26.6753333333,10.2165,9.70200000002,8.506,12.949,42.9133333333,11.3733333333
595.49,10.6086666666,53.4836666666,34.764,26.7416666666,10.2823333333,9.74649999999,8.575,13.0366666666,43.0278333334,11.4561666666
595.82,10.6421666667,53.4261666667,34.757,26.6568333334,10.267,9.79116666665,8.604,13.03,42.9523333333,11.455
596.16,10.6808333333,53.4106666667,34.7608333333,26.6428333333,10.308,9.82216666667,8.677,13.0458333334,42.9808333333,11.4478333334
596.50,10.7063333333,53.4728333333,34.8653333334,26.7025,10.3538333333,9.85966666668,8.71533333333,13.067,43.0548333334,11.446
596.83,10.6796666667,53.4276666666,34.8345,26.6553333334,10.3,9.78250000002,8.66166666667,13.0073333334,42.9998333333,11.4093333334
597.17,10.6665,53.3956666667,34.8395,26.6535,10.2915,9.74233333335,8.61066666667,13.0023333334,43.0188333333,11.3888333333
597.51,10.7026666667,53.4901666666,34.9211666667,26.6593333333,10.2965,9.78050000001,8.65866666667,13.0435,43.1038333333,11.4263333333
597.84,10.7886666667,53.5426666666,34.9983333333,26.6571666667,10.3451666667,9.86166666665,8.74033333333,13.0943333334,43.1536666666,11.4485
598.18,10.7678333333,53.5241666667,35.0138333333,26.6555,10.3288333334,9.82883333333,8.73466666667,13.0676666667,43.2085,11.4028333333
598.52,10.7568333334,53.4203333333,34.9833333333,26.5936666667,10.3218333333,9.81583333332,8.78633333333,13.0695,43.2005,11.4425
598.85,10.7636666666,53.4075,34.8905,26.5713333333,10.3351666667,9.78349999999,8.806,13.08,43.2216666667,11.4203333334
599.19,10.769,53.4773333333,34.9355,26.5523333333,10.297,9.80633333331,8.84066666667,13.0783333333,43.2525,11.4111666667
599.53,10.7428333333,53.431,34.975,26.526,10.3265,9.784,8.84866666667,13.108,43.3128333333,11.4085
599.86,10.7023333334,53.5436666667,35.1005,26.5951666667,10.3085,9.79433333334,8.79966666667,13.1065,43.4111666667,11.419
600.20,10.6958333334,53.5741666667,35.0908333333,26.5471666666,10.292,9.7825,8.825,13.1225,43.3921666667,11.448
600.53,10.6748333334,53.609,35.1178333333,26.5896666667,10.3281666666,9.81500000002,8.86733333333,13.1871666667,43.4028333334,11.4318333333
600.87,10.642,53.5991666666,35.1583333334,26.594,10.2863333333,9.807,8.831,13.127,43.3913333333,11.4083333334
601.21,10.6036666666,53.5706666666,35.1116666667,26.6248333333,10.2765,9.80566666665,8.79733333333,13.113,43.3145,11.4333333333
601.54,10.6028333334,53.578,35.1481666667,26.6955,10.302,9.8225,8.77333333333,13.1251666667,43.3,11.4693333333
601.88,10.5891666667,53.5773333333,35.11,26.6651666667,10.2965,9.834,8.72533333333,13.1176666667,43.2721666667,11.4835
602.21,10.6053333333,53.5891666667,35.1193333333,26.6925,10.3176666667,9.84066666665,8.69333333333,13.0965,43.247,11.5036666667
602.55,10.6566666667,53.6343333333,35.2261666667,26.7591666666,10.3493333333,9.87866666665,8.709,13.115,43.2966666667,11.5846666667
602.88,10.6685,53.6615,35.1828333333,26.7423333334,10.399,9.88916666666,8.689,13.1211666667,43.2813333334,11.5688333333
603.22,10.6528333333,53.7496666667,35.246,26.8125,10.38,9.88750000001,8.67533333333,13.0976666667,43.315,11.5896666667
603.56,10.696,53.7751666667,35.2425,26.8391666667,10.422,9.90616666668,8.704,13.1386666666,43.2983333334,11.5976666667
603.89,10.7415,53.7703333333,35.2591666667,26.8818333333,10.4566666667,9.94616666667,8.70633333333,13.1376666667,43.3488333334,11.6291666667
604.23,10.8016666667,53.7856666667,35.2596666666,26.8556666666,10.4816666667,9.97816666665,8.72233333333,13.1553333334,43.3438333333,11.668
604.56,10.8166666667,53.8091666667,35.2791666666,26.833,10.4911666667,10.004,8.81133333333,13.198,43.3561666666,11.6848333333
604.90,10.8111666666,53.71,35.2325,26.7728333333,10.4951666667,10.0035,8.80933333333,13.2006666667,43.3223333333,11.647
605.23,10.8216666666,53.7358333334,35.265,26.7866666667,10.517,10.0055,8.84433333333,13.2133333334,43.381,11.6833333333
605.57,10.833,53.7808333334,35.3301666667,26.8288333333,10.5361666667,10.0303333333,8.90333333333,13.2316666666,43.3721666667,11.6983333333
605.90,10.7973333334,53.6875,35.2495,26.7385,10.4911666667,9.98516666667,8.855,13.1825,43.3273333333,11.6268333333
606.24,10.7818333334,53.6588333333,35.2658333334,26.7383333333,10.4535,9.98500000001,8.879,13.1608333334,43.2886666667,11.5951666666
606.58,10.7721666666,53.6673333334,35.3583333333,26.8078333333,10.454,10.0203333333,8.88333333333,13.1816666666,43.2941666666,11.6235
606.91,10.7815,53.6371666667,35.2945,26.739,10.4303333333,9.99849999999,8.87333333333,13.1908333333,43.2625,11.5805
607.25,10.7353333333,53.5648333334,35.2056666667,26.6621666667,10.351,9.95533333334,8.86,13.1531666666,43.1946666667,11.5398333333
607.58,10.6488333333,53.5875,35.2103333334,26.6411666667,10.2673333333,9.91516666668,8.807,13.0875,43.1665,11.4791666666
607.92,10.5526666666,53.4076666667,35.088,26.577,10.185,9.84183333333,8.75333333333,12.9495,43.068,11.372
608.25,10.5133333333,53.4415,35.0445,26.5781666667,10.1868333333,9.79699999999,8.77266666667,12.897,43.0381666666,11.34
608.59,10.4405,53.379,34.999,26.5426666666,10.1493333333,9.71166666668,8.83133333333,12.8078333334,43.0048333333,11.2895
608.92,10.2953333333,53.2128333334,34.8621666666,26.4855,10.0508333333,9.60399999998,8.854,12.7021666667,42.8441666667,11.17
609.26,10.1235,52.995,34.6876666667,26.3128333333,9.87950000001,9.43983333335,8.74466666667,12.5278333333,42.7138333333,11.015
609.59,9.90283333333,52.8848333333,34.5065,26.2276666667,9.67100000001,9.24483333332,8.64233333333,12.3081666667,42.599,10.8276666667
609.93,9.73983333333,52.6928333333,34.2811666667,26.1351666667,9.53633333335,9.11500000001,8.56966666667,12.1551666667,42.4433333333,10.6675
610.26,9.628,52.5063333333,34.1238333333,26.0261666667,9.40233333335,8.97766666667,8.61333333333,12.0125,42.3291666666,10.5268333333
610.60,9.51866666667,52.3791666667,34.0306666667,26.0116666667,9.28966666665,8.878,8.61433333333,11.8946666667,42.2505,10.4468333333
610.93,9.34783333334,52.209,33.8708333333,25.9365,9.185,8.736,8.56633333333,11.7165,42.1628333334,10.2978333334
611.27,9.28433333333,52.0321666666,33.7205,25.8863333333,9.16616666667,8.657,8.61466666667,11.6411666667,42.105,10.2436666667
611.60,9.1595,52.0008333334,33.7005,25.8723333333,9.11516666667,8.571,8.618,11.6078333333,42.0841666667,10.1916666667
611.93,9.13333333333,51.824,33.5623333333,25.8068333333,9.09183333333,8.57,8.568,11.5586666666,42.0226666666,10.1713333333
612.27,9.1545,51.7545,33.5113333333,25.7696666667,9.07266666667,8.5645,8.56166666667,11.567,41.9543333334,10.1716666667
612.60,9.21816666667,51.8356666666,33.5676666666,25.7608333333,9.1075,8.584,8.543,11.5741666667,42.0981666667,10.235
612.94,9.294,51.9311666667,33.5973333334,25.8551666667,9.173,8.65133333333,8.611,11.5945,42.1533333333,10.2956666666
613.27,9.51383333334,52.0823333334,33.8345,26.0126666666,9.42733333332,8.85416666666,8.801,11.837,42.3178333334,10.5231666666
613.61,9.63766666667,52.2488333334,34.0281666667,26.0243333334,9.60766666665,8.97566666666,8.888,11.9586666667,42.5046666667,10.6931666667
613.94,9.70533333334,52.4483333333,34.222,26.1605,9.74516666668,9.07533333333,8.90533333333,12.083,42.6965,10.8556666666
614.28,9.77683333333,52.6338333333,34.3386666667,26.223,9.86266666669,9.15666666667,8.95266666667,12.1583333334,42.8073333334,10.9503333333
614.61,9.91166666665,52.7653333333,34.4506666667,26.296,9.90499999998,9.22,8.971,12.2721666667,42.9158333333,11.0338333333
614.94,9.94833333335,52.902,34.5561666667,26.3153333333,9.917,9.27216666668,8.89033333333,12.3136666667,42.965,11.0895
615.28,10.1271666666,52.9876666667,34.6333333334,26.3508333333,9.99516666669,9.4005,8.989,12.413,43.082,11.2036666667
615.61,10.1866666667,53.0713333333,34.7091666666,26.3316666667,9.97216666667,9.43583333334,9.02633333333,12.4858333334,43.1298333333,11.2505
615.95,10.178,53.2841666667,34.7981666667,26.3766666666,9.98166666669,9.42483333334,8.975,12.4805,43.2923333334,11.2248333333
616.28,10.231,53.3698333333,34.7741666667,26.4061666667,9.991,9.48433333333,8.95833333333,12.5226666667,43.2715,11.2371666667
616.61,10.272,53.428,34.9108333333,26.4741666666,10.0455,9.59366666665,8.96233333333,12.6223333333,43.3821666667,11.2816666667
616.95,10.2595,53.463,34.9435,26.4636666666,10.0178333333,9.60716666665,8.924,12.5893333333,43.4358333334,11.2893333334
617.28,10.2385,53.4488333333,34.9268333334,26.469,9.96133333332,9.58516666669,8.86233333333,12.588,43.4046666667,11.2416666666
617.62,10.292,53.2971666666,34.8176666666,26.3771666667,9.93333333331,9.59183333335,8.82933333333,12.5841666667,43.2953333334,11.2313333334
617.95,10.3318333333,53.2851666666,34.8376666667,26.4536666667,9.98866666665,9.69083333334,8.88366666667,12.6435,43.3891666666,11.276
618.28,10.3703333334,53.3025,34.9035,26.4411666666,10.082,9.80516666669,8.90033333333,12.6861666666,43.4403333333,11.3561666667
618.62,10.4958333333,53.4165,34.9998333333,26.5521666667,10.2031666667,9.87966666669,9.079,12.7981666667,43.5296666667,11.4791666667
618.95,10.5066666667,53.5303333333,35.0598333333,26.5778333334,10.2038333333,9.83233333331,9.05166666667,12.813,43.5438333333,11.4335
619.28,10.4401666667,53.5205,35.0481666666,26.5915,10.1843333334,9.82499999998,8.965,12.7143333333,43.5566666667,11.3976666667
619.62,10.4911666666,53.4843333333,35.1198333333,26.6805,10.2568333334,9.91749999999,9.012,12.8048333334,43.6165,11.521
619.95,10.5215,53.4973333333,35.1836666666,26.6758333333,10.246,9.9445,9.03766666667,12.7921666667,43.6738333334,11.5431666667
620.28,10.587,53.5153333333,35.2428333333,26.6915,10.3055,9.94083333332,9.07933333333,12.8488333334,43.6701666667,11.5856666666
620.62,10.642,53.5168333333,35.2295,26.7071666667,10.367,9.98016666666,9.15366666667,12.9513333333,43.7001666667,11.629
620.95,10.7508333333,53.5831666667,35.2676666667,26.7825,10.464,10.0536666666,9.229,13.0695,43.7833333334,11.7108333333
621.28,10.776,53.7683333334,35.404,26.8378333333,10.5053333333,10.1055,9.25533333333,13.0623333334,43.9488333334,11.7681666667
621.62,10.8648333333,53.8343333334,35.4251666667,26.8941666667,10.5533333334,10.1523333333,9.26566666667,13.1015,43.929,11.8421666667
621.95,10.8766666666,53.9296666667,35.5016666666,26.906,10.5523333333,10.2068333333,9.33366666667,13.1286666667,44.0095,11.903
622.28,10.7756666667,53.844,35.4383333334,26.7843333333,10.4483333333,10.2016666667,9.22566666667,13.0885,43.8986666667,11.7915
622.62,10.7808333333,53.8288333334,35.4768333334,26.7933333333,10.4288333333,10.3016666667,9.15933333333,13.112,43.9183333333,11.8673333333
622.95,10.8826666666,53.879,35.558,26.8195,10.5285,10.3376666667,9.23233333333,13.2536666667,43.9311666667,11.9376666667
623.28,10.8771666666,53.958,35.5395,26.7948333333,10.547,10.3725,9.28766666667,13.2891666667,43.9563333333,11.9548333333
623.62,10.8663333333,53.9501666667,35.5558333333,26.8196666667,10.5806666667,10.3906666667,9.22933333333,13.3326666667,43.9478333334,11.9998333334
623.95,10.9861666666,54.0945,35.6435,26.9103333334,10.6848333333,10.4555,9.34166666667,13.4421666666,44.15,12.1251666667
624.28,11.0476666666,54.2135,35.7386666667,26.9953333334,10.699,10.5051666667,9.318,13.429,44.1383333333,12.2051666667
624.62,11.0755,54.2591666667,35.8083333333,26.9691666667,10.7463333333,10.5793333334,9.29633333333,13.4378333333,44.163,12.2446666667
624.95,11.0733333333,54.229,35.7306666667,26.964,10.7011666667,10.546,9.24133333333,13.4535,44.102,12.2151666666
625.28,11.0486666666,54.2813333333,35.8556666667,26.906,10.6935,10.524,9.234,13.4706666667,44.1526666666,12.2106666666
625.61,11.0771666667,54.2808333333,35.8175,26.9271666667,10.7215,10.491,9.17066666667,13.491,44.1373333333,12.1861666666
625.95,11.1663333333,54.316,35.8863333333,26.994,10.8246666666,10.533,9.213,13.5411666666,44.26,12.3065
626.28,11.2556666667,54.472,35.9453333333,27.0666666667,10.99,10.5638333333,9.35466666667,13.6355,44.3946666666,12.4165
626.61,11.2788333333,54.452,35.9435,27.1231666667,10.9988333333,10.6038333333,9.36366666667,13.6311666666,44.4815,12.4435
626.94,11.2745,54.4496666667,35.9778333333,27.1041666666,10.952,10.5721666667,9.31333333333,13.5601666666,44.4603333334,12.3636666667
627.28,11.2868333333,54.4115,35.9715,27.0418333333,10.958,10.5796666667,9.365,13.556,44.4618333334,12.32
627.61,11.2361666666,54.366,35.9203333333,27.0006666667,10.8995,10.5468333334,9.279,13.4938333334,44.3898333333,12.2783333333
627.94,11.2361666666,54.2655,35.8381666667,26.9738333334,10.8713333333,10.5358333333,9.29366666667,13.5031666666,44.355,12.2261666667
628.27,11.2346666666,54.3265,35.8493333333,27.0183333333,10.78,10.5036666667,9.30233333333,13.4808333334,44.4006666667,12.2143333333
628.61,11.237,54.3718333333,35.884,27.0123333333,10.832,10.5186666667,9.38333333333,13.4933333333,44.4266666667,12.2078333333
628.94,11.2381666666,54.2756666666,35.794,26.9636666666,10.8246666666,10.523,9.37433333333,13.4986666667,44.3956666667,12.1778333333
629.27,11.2451666667,54.222,35.8693333333,26.9893333333,10.8463333333,10.5248333333,9.448,13.4951666667,44.4056666666,12.2131666667
629.60,11.2426666666,54.2656666666,35.8498333333,26.9951666667,10.8326666667,10.5198333334,9.52666666667,13.525,44.4018333333,12.2093333333
629.94,11.1741666667,54.047,35.7618333333,26.9925,10.7158333333,10.4905,9.437,13.4585,44.254,12.152
630.27,11.1548333333,54.082,35.8121666667,27.0395,10.7258333333,10.4641666667,9.40966666667,13.4973333333,44.2666666667,12.1925
630.60,11.2656666667,54.0573333333,35.8343333334,27.128,10.7873333333,10.5366666667,9.40266666667,13.5923333334,44.2728333334,12.31
630.93,11.2608333333,54.1531666667,35.8843333333,27.1878333333,10.8221666667,10.5858333333,9.37433333333,13.6438333333,44.2858333333,12.4053333333
631.26,11.2888333334,54.1888333333,35.9265,27.2096666667,10.8878333333,10.652,9.367,13.7056666666,44.2983333334,12.467
631.60,11.3535,54.2885,36.1176666666,27.2166666667,11.0061666666,10.7865,9.45133333333,13.8001666667,44.491,12.637
631.93,11.4216666667,54.3471666666,36.2323333333,27.3171666667,11.1243333333,10.8618333333,9.48066666667,13.9333333333,44.5413333333,12.7356666666
632.26,11.4735,54.3413333334,36.2873333334,27.3756666666,11.1845,10.918,9.45533333333,13.9608333333,44.5813333334,12.8163333333
632.59,11.5378333333,54.5016666667,36.3811666667,27.466,11.2136666667,10.9215,9.486,13.9923333333,44.5911666666,12.8945
632.92,11.5788333333,54.6716666666,36.5258333333,27.5258333334,11.2441666666,11.0096666667,9.461,14.0925,44.7053333333,12.959
633.26,11.6471666667,54.7225,36.59,27.5681666667,11.3161666667,11.0748333333,9.42833333333,14.1075,44.7686666666,13.0035
633.59,11.6716666667,54.8106666667,36.6896666666,27.5463333333,11.3625,11.1226666667,9.46766666667,14.1431666666,44.8655,13.0225
633.92,11.6941666667,54.8916666667,36.745,27.4656666667,11.3721666666,11.12,9.518,14.1091666667,44.8925,12.9776666667
634.25,11.6123333334,54.9013333333,36.7186666667,27.4283333333,11.3398333334,11.1083333333,9.52666666667,14.0608333333,44.9021666667,12.9433333333
634.58,11.7038333334,54.9653333334,36.7756666666,27.4913333333,11.3708333333,11.1515,9.56233333333,14.1081666667,44.9725,12.9413333334
634.91,11.703,54.9528333334,36.768,27.4831666666,11.3366666667,11.1091666667,9.547,14.0558333333,44.9673333333,12.9221666666
635.25,11.6485,54.9648333334,36.691,27.4883333333,11.2323333333,10.9926666667,9.46,13.9805,44.8551666667,12.8105
635.58,11.6163333333,54.8645,36.5801666667,27.3493333334,11.1735,10.94,9.458,13.8856666666,44.7991666666,12.7596666667
635.91,11.5938333334,54.9226666667,36.5186666666,27.3633333333,11.1051666667,10.9805,9.39466666667,13.8923333333,44.8153333333,12.7276666667
636.24,11.653,54.9515,36.6033333334,27.3663333333,11.1396666667,11.0501666667,9.37766666667,13.914,44.98,12.7538333333
636.57,11.7005,54.9411666667,36.4901666666,27.324,11.184,11.0425,9.51266666667,13.898,44.945,12.756
636.90,11.596,54.9095,36.4525,27.2723333333,11.1008333333,10.9638333333,9.43566666667,13.8551666666,44.8375,12.6581666667
637.23,11.5918333333,54.9203333333,36.431,27.288,11.1053333333,10.958,9.438,13.868,44.889,12.7035
637.56,11.5748333333,54.8003333333,36.3206666667,27.247,11.1098333333,11.033,9.46066666667,13.9163333333,44.7715,12.7273333333
637.90,11.6383333334,54.8131666667,36.4345,27.2585,11.1586666667,11.038,9.52133333333,13.9425,44.808,12.746
638.23,11.6546666667,54.827,36.4656666667,27.2933333333,11.2248333333,11.0523333333,9.606,13.9443333334,44.8543333333,12.807
