wavelength,Back_SpoTorf,Belly_SpoTorf,Breast_SpoTorf,Crissum_SpoTorf,Crown_SpoTorf,DorTail_SpoTorf,Patch10_SpoTorf,Patch11_SpoTorf,Rump_SpoTorf,Throat_SpoTorf,WingTip_SpoTorf
230.65,6.76366666666,13.7271666667,6.99208333334,8.59008333334,10.9018333333,8.81841666667,10.9874166667,5.70783333333,10.9019166666,8.50458333332,17.2375
231.02,9.78249999999,15.5518333333,9.53175,10.34,14.019,11.03675,13.2941666667,9.72683333333,13.2943333334,11.14825,19.1471666667
231.40,9.48450000002,14.8849166667,9.48466666668,10.0600833333,11.9244166667,10.1425833333,12.9659166667,10.3071666667,12.2259166666,10.6084166667,17.70825
231.78,11.1205,14.4424166667,10.1069166667,10.6135833333,11.7960833333,9.74091666667,13.964,10.7545833333,11.8525833333,11.79625,17.5958333333
232.15,12.7975,15.5356666667,11.72625,12.1725833333,12.262,10.387,15.6248333334,12.5893333333,12.5893333333,12.1429166667,18.006
232.53,15.3333333333,17.6968333333,13.9395,14.42425,14.394,12.1515833333,16.7879166667,16.0605833333,14.7271666666,14.7575,20.4546666667
232.90,16.358,17.2530833333,12.531,14.0124166666,14.38275,12.4075833333,16.111,17.3764166667,16.0184166667,13.9199166667,20.6789166667
233.28,15.13075,17.2549166667,11.8626666667,11.9280833333,14.085,11.76475,16.1766666667,18.3988333334,14.9348333333,13.5620833333,19.8693333333
233.66,17.18725,19.2055833333,13.93225,14.0299166667,16.7644166667,16.34125,19.0429166667,19.6289166667,17.9036666667,16.1131666667,20.8985
234.03,17.0,18.1333333334,13.9333333333,13.3,16.9,16.6,18.3333333334,18.0666666667,17.8666666667,15.5,20.7333333333
234.41,16.5954166667,17.1296666666,13.0343333333,12.4286666667,14.3875,15.3845833334,17.7351666667,17.3434166667,15.0285,14.9928333333,19.765
234.78,18.4084166667,19.7745833333,15.9154166667,14.2759166667,14.71975,18.6475,19.5696666667,20.04775,15.67625,16.4275833333,22.13125
235.16,18.5338333333,19.3984166667,16.321,14.7649166667,12.72475,19.744,19.2254166667,18.67225,14.4535833333,17.1161666667,22.372
235.54,19.1273333334,22.2441666667,18.0773333333,17.9134166667,15.9446666667,22.3755,19.6850833333,20.2101666667,15.71525,20.4395833334,24.2125
235.91,17.7615,22.62775,16.7579166667,17.18375,15.146,21.32,18.03525,18.8565,14.4464166667,20.6811666667,23.0535
236.29,17.1298333333,22.8009166667,17.53475,16.0879166667,16.2038333333,20.89125,17.824,18.3449166667,14.7568333333,22.1354166667,23.4374166667
236.66,14.9885833333,22.0421666667,15.3868333333,13.4244166667,15.0170833333,18.686,16.21175,15.0738333333,13.14,20.222,21.3310833333
237.04,15.5538333334,23.1813333333,16.3953333333,13.9795,16.4766666667,18.2680833333,17.3723333333,14.9295,13.1651666667,20.1140833333,20.5754166666
237.41,19.3756666667,24.5098333333,19.6336666667,17.1569166666,18.9885,20.5883333334,20.1753333333,18.4725833334,16.9246666667,22.1361666667,23.9421666666
237.79,19.504,23.9008333333,20.0664166667,17.5869166666,17.8425,19.8109166667,19.7085,19.7595833333,16.59,22.367,23.9263333334
238.17,17.28575,22.936,18.3951666666,16.1765,16.5635,17.1828333333,17.4148333333,19.2980833333,14.3704166667,22.1361666667,22.05875
238.54,15.8824166667,22.6960833333,18.3823333333,15.2450833333,17.0589166666,17.0343333333,16.4951666667,18.7746666666,14.8774166667,20.8823333333,22.3039166667
238.92,12.8296666667,19.5150833333,15.91325,11.9821666667,15.3955,14.807,13.3004166667,16.9256666667,13.0650833333,17.7025833333,19.774
239.29,9.84258333334,16.75425,12.4453333333,8.81449999999,12.5545833333,11.52675,10.8268333333,14.0419166667,10.7611666667,14.34825,17.19175
239.67,7.88441666667,13.7198333333,10.1090833334,6.51833333333,11.0266666666,9.50425,9.81658333332,10.71425,9.03583333333,11.2996666667,14.40275
240.04,8.54041666666,13.2333333333,11.0075833333,7.281,11.83575,10.8869166667,10.6453333333,11.2665,9.98950000001,11.0248333333,14.63075
240.42,9.08541666668,12.92125,10.2134166667,7.91200000001,11.25125,11.4320833333,10.80025,11.19125,9.73216666668,10.3790833333,14.1996666667
240.79,8.28075000001,11.3875,9.43916666667,7.99108333333,10.0710833333,10.9269166667,10.3738333333,10.4134166667,9.16266666667,9.66308333333,13.5728333334
241.17,8.1575,10.7008333333,9.07166666667,7.64183333334,9.08358333333,10.6541666667,9.55224999999,9.59916666666,8.68499999999,9.38833333333,13.87725
241.54,5.80583333333,7.921,6.64116666666,5.20291666667,6.78933333333,8.33325000001,6.747,7.12775,6.3135,7.23341666667,11.6541666667
241.92,4.94516666667,7.18766666667,6.07133333333,4.14233333333,6.22808333333,7.82416666666,5.99283333333,6.09075,5.33675,6.08108333333,11.39825
242.29,5.6535,7.44300000001,6.87325,5.08383333333,6.58841666667,9.17916666667,7.24699999999,6.57958333333,6.04525,6.45483333334,11.9570833333
242.67,6.6095,8.28283333332,7.37475,6.13025,7.37475,10.074,8.24091666668,7.65233333333,6.94583333333,7.18958333333,12.3948333333
243.05,7.61966666667,8.65758333333,7.7985,7.27141666666,8.13883333333,10.3518333333,8.95741666667,8.06583333333,7.5795,7.82266666667,13.05125
243.42,7.675,8.35716666666,8.00033333333,7.10433333333,8.54733333333,10.1095,8.67441666666,7.87333333333,7.40575,7.55633333333,12.94
243.80,7.79683333333,8.24650000001,8.43583333333,7.22058333333,8.60158333333,10.1089166667,8.95674999999,8.29408333333,7.67833333333,7.6705,13.447
244.17,7.13041666667,7.39791666667,7.83008333333,6.34441666667,7.86958333333,9.41808333333,8.65558333332,7.50808333333,7.05983333333,7.2405,12.956
244.55,7.10258333333,6.9955,8.00458333333,6.20025,8.04291666667,9.24316666667,8.73074999999,7.5535,6.965,7.52291666667,12.8211666667
244.92,7.662,7.26791666668,8.30425,6.115,8.39166666667,9.66874999999,8.79316666667,8.18741666666,7.12941666666,8.01941666667,13.0035833333
245.30,7.50883333333,7.01133333334,8.18358333333,5.9485,7.99266666667,9.92091666666,8.39466666666,8.16975,7.03858333333,7.9245,12.5785
245.67,7.50000000001,7.03983333332,7.87308333333,5.81475,7.70516666667,9.96875,8.47641666666,7.89791666667,6.847,7.74883333333,12.2510833333
246.05,7.791,7.15233333334,7.69491666666,5.93783333333,7.70041666667,9.98291666666,8.58191666667,7.83625,7.03966666667,8.05083333333,12.08475
246.42,8.40558333333,7.28516666666,7.72408333333,6.09233333333,7.75508333333,10.0734166667,8.68958333333,8.26616666667,7.39358333334,8.24041666667,12.4121666667
246.79,8.16825000001,6.86658333333,7.43733333333,5.56025,7.24391666667,9.86133333334,8.35216666667,7.94183333333,7.07408333333,7.97966666667,12.12975
