wavelength,Back_HemRusf,Belly_HemRusf,Breast_HemRusf,Crissum_HemRusf,Crown_HemRusf,DorTail_HemRusf,Patch10_HemRusf,Rump_HemRusf,Throat_HemRusf,WingTip_HemRusf
519.33,6.70166666667,9.97499999999,8.93966666666,7.46886666667,5.79993333333,6.77,10.8384,8.26273333333,10.5476,7.7938
519.68,6.69586666667,9.97580000002,8.95506666667,7.47033333333,5.794,6.758,10.853,8.26361111111,10.5648,7.777
520.02,6.70846666667,9.98953333333,8.97933333333,7.4786,5.798,6.7532,10.891,8.27955555556,10.5910666667,7.77773333333
520.37,6.77513333333,10.0464666667,9.06733333333,7.53086666667,5.86006666667,6.81766666667,10.9902,8.33654444444,10.6944666667,7.85193333333
520.72,6.77293333333,10.0781333333,9.08966666667,7.5466,5.8768,6.82013333333,11.0369333333,8.34836666667,10.7333333333,7.8372
521.06,6.80693333333,10.1227333333,9.14746666666,7.57653333333,5.91213333333,6.8496,11.0898,8.38506666666,10.7823333333,7.86846666667
521.41,6.8442,10.1744,9.21706666666,7.62433333333,5.95026666666,6.89126666667,11.1712,8.43618888889,10.8463333333,7.9008
521.75,6.83026666667,10.1977333333,9.23993333335,7.6374,5.95266666667,6.89046666667,11.2144,8.43161111111,10.8813333333,7.8918
522.10,6.82406666667,10.2205333333,9.26780000001,7.6364,5.95186666667,6.8718,11.2570666667,8.41992222223,10.9194666667,7.88126666667
522.45,6.80066666666,10.2367333333,9.3006,7.6188,5.9326,6.86053333333,11.2748,8.40596666667,10.9396666667,7.85833333333
522.79,6.76613333334,10.2226,9.29333333334,7.58366666667,5.8786,6.82153333333,11.2948666667,8.38252222222,10.9477333333,7.81533333333
523.14,6.75633333333,10.2218666667,9.35013333334,7.56833333333,5.86526666667,6.8134,11.3262666666,8.36028888889,10.9886,7.80153333333
523.48,6.75686666667,10.2474666667,9.40346666667,7.57246666667,5.86426666667,6.8138,11.4009333333,8.38583333333,11.0660666667,7.8216
523.83,6.74773333333,10.2539333333,9.43853333333,7.5566,5.8676,6.81393333333,11.4473333333,8.39057777777,11.1012666667,7.81126666667
524.17,6.7022,10.2322,9.44206666665,7.522,5.8252,6.77793333333,11.4646,8.35876666667,11.1142666667,7.7704
524.52,6.6898,10.2352,9.46820000001,7.49566666667,5.81013333333,6.76986666667,11.4852666667,8.35632222222,11.1402666667,7.7716
524.87,6.69146666667,10.2431333333,9.50533333333,7.50766666667,5.80153333334,6.77293333333,11.5452666667,8.37265555555,11.1904,7.78133333333
525.21,6.65753333333,10.2288666667,9.511,7.47933333333,5.76813333333,6.7392,11.5649333334,8.34301111111,11.2137333333,7.76686666667
525.56,6.65886666667,10.2408,9.54133333333,7.49066666666,5.76013333333,6.74606666666,11.6123333333,8.35677777778,11.2371333333,7.77186666667
525.90,6.64173333333,10.2222,9.55960000001,7.47866666667,5.74913333333,6.728,11.6332,8.35274444444,11.2638666667,7.77006666667
526.25,6.60506666667,10.1944,9.56226666667,7.4538,5.70773333333,6.69366666667,11.6511333333,8.33088888889,11.2744666667,7.74346666667
526.59,6.58293333334,10.1890666667,9.58866666668,7.43973333333,5.6876,6.68553333333,11.672,8.32239999999,11.2715333333,7.73046666667
526.94,6.57706666666,10.2010666667,9.59606666667,7.43626666667,5.67773333333,6.68093333333,11.7116666667,8.32826666667,11.2954666667,7.71893333333
527.28,6.5686,10.2124666667,9.63206666665,7.438,5.6764,6.67653333333,11.7438,8.33275555555,11.3163333333,7.71386666667
527.63,6.55573333333,10.2098,9.65193333333,7.43473333333,5.66026666666,6.66666666667,11.7690666667,8.32984444444,11.3474666667,7.70373333333
527.97,6.55146666667,10.2245333333,9.66739999999,7.42646666667,5.65326666667,6.65073333333,11.7924,8.34040000001,11.3676666667,7.70726666667
528.32,6.54746666667,10.2256,9.68866666667,7.4302,5.64833333333,6.641,11.8214,8.34887777779,11.3953333333,7.70566666666
528.66,6.54393333333,10.2372,9.71526666667,7.4392,5.65233333333,6.6468,11.8528,8.35848888889,11.4244666667,7.7098
529.01,6.5438,10.2599333333,9.7436,7.4486,5.6588,6.6504,11.8897333333,8.38105555556,11.4612666666,7.70933333333
529.35,6.5478,10.2752666667,9.7718,7.4472,5.66433333333,6.6422,11.9222666667,8.39226666666,11.4994666667,7.70926666667
529.70,6.5568,10.2980666667,9.80706666667,7.45433333333,5.6784,6.65,11.9722,8.41788888889,11.537,7.71366666667
530.04,6.5856,10.347,9.87013333333,7.4894,5.70993333333,6.6736,12.0371333334,8.44847777779,11.5876666667,7.73773333333
530.39,6.60853333333,10.3795333333,9.9128,7.51013333333,5.72333333333,6.68306666667,12.0934666667,8.46886666666,11.6564,7.75366666667
530.73,6.61406666667,10.4032,9.96833333332,7.5176,5.73406666667,6.68653333333,12.1449333333,8.48465555555,11.7098,7.76493333333
531.08,6.62973333333,10.4385333333,10.0112666667,7.53166666666,5.7446,6.6998,12.2027333333,8.49985555556,11.7689333333,7.77886666667
531.42,6.65046666667,10.4832666667,10.0657333333,7.55593333333,5.7708,6.71486666667,12.2692,8.52846666666,11.8344666667,7.80513333333
531.77,6.6594,10.5107333333,10.1146,7.56273333333,5.77373333333,6.72986666667,12.3302666667,8.54289999999,11.8921333333,7.80726666667
532.11,6.64846666667,10.5166666667,10.1455333333,7.5538,5.75686666667,6.71746666667,12.3741333333,8.54255555555,11.9304,7.79393333333
532.46,6.66326666667,10.5408666667,10.1939333333,7.5598,5.7676,6.73093333333,12.4274,8.55696666667,11.9816,7.806
532.80,6.68,10.5586666667,10.2385333333,7.57473333333,5.78233333333,6.74893333333,12.4762,8.57264444444,12.0182,7.8168
533.15,6.66966666667,10.5607333334,10.2667333333,7.5698,5.7758,6.75126666667,12.5090666667,8.57448888889,12.0476666667,7.81353333333
533.49,6.66273333333,10.5663333333,10.2859333333,7.56306666667,5.7612,6.74886666666,12.5384666667,8.56767777777,12.0796666667,7.81626666667
533.84,6.65966666667,10.5596666667,10.3095333333,7.5418,5.75393333333,6.73766666667,12.5796666667,8.57856666667,12.1216666667,7.8096
534.18,6.64426666667,10.5684,10.3407333333,7.5358,5.75106666666,6.71973333333,12.6109333333,8.57827777778,12.1536,7.79786666667
534.52,6.64933333333,10.5878,10.3745333333,7.5432,5.75006666667,6.73286666667,12.6601333333,8.58773333334,12.208,7.80726666667
534.87,6.64853333333,10.5806,10.4096666667,7.54006666667,5.739,6.72653333333,12.698,8.60435555556,12.2472,7.80293333333
535.21,6.6368,10.5902666667,10.4449333333,7.52726666667,5.7288,6.72746666667,12.7446,8.61706666666,12.2782666667,7.80126666667
535.56,6.65426666667,10.6264666667,10.5022,7.56026666667,5.75633333333,6.74473333333,12.8084666667,8.64836666667,12.3300666667,7.82393333333
535.90,6.67726666667,10.6731333334,10.5774,7.596,5.7908,6.77426666667,12.8823333333,8.68965555555,12.3872666667,7.86293333333
536.25,6.671,10.6960666667,10.6137333333,7.59333333333,5.79693333333,6.75986666667,12.9294,8.70369999999,12.4262,7.85253333333
536.59,6.6494,10.6898666667,10.6262,7.57086666667,5.7836,6.74026666667,12.9595333333,8.69544444445,12.46,7.82693333333
536.93,6.64333333333,10.705,10.6664666667,7.56773333333,5.78886666667,6.73593333333,13.0177333334,8.71757777777,12.4968,7.8354
537.28,6.6554,10.7435333333,10.723,7.60113333333,5.809,6.7626,13.0887333333,8.75563333333,12.5585333333,7.84553333333
537.62,6.6994,10.8287333333,10.8088666667,7.65613333333,5.86006666667,6.8132,13.1801333333,8.82378888889,12.6544,7.89826666667
537.97,6.72626666667,10.8716666667,10.8816,7.69493333333,5.89166666667,6.85326666667,13.2823333333,8.87774444445,12.7225333333,7.93766666667
538.31,6.75253333333,10.919,10.9641333333,7.73606666667,5.92106666667,6.8684,13.357,8.92493333333,12.7746666667,7.9768
538.65,6.75106666667,10.9436,11.0015333333,7.74113333333,5.92746666667,6.87133333333,13.416,8.92718888889,12.8201333333,7.9826
539.00,6.77153333333,10.9882,11.0718,7.7706,5.94026666667,6.8802,13.4989333333,8.95473333333,12.8908666667,7.9944
539.34,6.7718,11.0138666667,11.1522666667,7.776,5.94693333333,6.89433333333,13.5756,8.98732222222,12.9869333333,8.011
539.69,6.78313333333,11.0323333333,11.2103333333,7.78573333333,5.9558,6.90773333333,13.6458,9.00275555555,13.0490666667,8.0162
540.03,6.7832,11.0512666667,11.2501333333,7.7934,5.93573333333,6.9052,13.7009333333,9.02238888889,13.0934,8.02233333333
540.37,6.8094,11.0895333333,11.3122666667,7.822,5.94566666667,6.92726666667,13.7709333333,9.06155555555,13.1596,8.062
540.72,6.8244,11.1186,11.3599333333,7.8388,5.94633333333,6.94293333333,13.8143333333,9.07701111111,13.2016,8.0664
541.06,6.81593333333,11.126,11.3818,7.8224,5.92866666667,6.9314,13.8515333333,9.08394444444,13.2165333333,8.0536
541.40,6.77873333333,11.0954666667,11.3763333333,7.79966666667,5.89853333333,6.9068,13.8582666667,9.06623333333,13.2028,8.02613333333
541.75,6.77373333333,11.0978666666,11.3934666667,7.79646666667,5.8784,6.90066666667,13.8787333333,9.06763333333,13.228,8.00846666666
542.09,6.76446666667,11.0908666667,11.3923333333,7.77993333333,5.86706666667,6.89433333333,13.9164,9.07145555556,13.2539333333,7.99113333333
542.43,6.7626,11.1078,11.4329333333,7.77986666667,5.86686666667,6.90246666666,13.96,9.09014444445,13.2956,7.99033333333
542.78,6.7656,11.1166666667,11.4702666667,7.78093333333,5.86733333333,6.9154,14.0022,9.10121111111,13.332,7.98826666667
543.12,6.76646666667,11.1079333333,11.4793333333,7.77633333333,5.8596,6.91233333333,14.0344,9.09538888889,13.3442666667,7.98513333333
543.46,6.7826,11.1418666667,11.5198666667,7.78613333333,5.87013333333,6.92113333333,14.092,9.1286,13.3939333333,7.99453333333
543.81,6.77633333333,11.1358666667,11.5404,7.78006666667,5.8654,6.91426666667,14.1251333333,9.12424444445,13.4194666667,7.98173333333
544.15,6.77433333333,11.1352666667,11.5837333333,7.76293333333,5.85426666667,6.90386666667,14.1750666667,9.11955555555,13.4490666667,7.97146666666
544.49,6.76826666667,11.1284,11.6171333333,7.75673333334,5.85153333334,6.89586666667,14.2343333333,9.13585555556,13.5074666667,7.9716
544.84,6.76993333333,11.1315333333,11.6573333333,7.75106666667,5.8612,6.89566666667,14.2970666667,9.144,13.5645333333,7.9694
545.18,6.79186666667,11.158,11.7197333333,7.7608,5.86773333333,6.91166666667,14.3755333333,9.17270000001,13.65,7.97553333333
545.52,6.8246,11.2062,11.8077333333,7.78313333333,5.9166,6.95246666667,14.4756666667,9.21978888889,13.7424666667,8.0204
545.87,6.8374,11.2386666667,11.8738666667,7.802,5.93306666667,6.97773333333,14.5448666667,9.247,13.8174666667,8.031
546.21,6.85693333333,11.2804,11.9341333333,7.82373333333,5.95366666667,6.99566666667,14.6181333333,9.28631111112,13.8756,8.0488
546.55,6.86666666667,11.2969333333,11.9740666667,7.84186666667,5.9558,6.998,14.6760666667,9.31687777778,13.9214,8.07653333333
546.90,6.86406666667,11.3136,11.998,7.83846666667,5.95033333333,6.97146666667,14.7183333333,9.32962222221,13.9552,8.06073333333
547.24,6.83886666667,11.3023333333,12.0271333333,7.82786666667,5.9342,6.95933333333,14.7522666667,9.32071111111,13.9841333333,8.0466
547.58,6.83893333333,11.3398666667,12.0919333333,7.84746666667,5.96046666667,6.98466666667,14.8392,9.35943333333,14.0442666667,8.0688
547.92,6.82106666667,11.359,12.1251333333,7.85633333334,5.95566666667,6.98126666667,14.9036,9.38851111112,14.0986,8.0692
548.27,6.86973333333,11.4168666667,12.2066,7.8986,5.98946666667,7.02326666667,14.9655333333,9.41740000001,14.1508666667,8.10273333333
548.61,6.89406666667,11.4784666667,12.2873333333,7.94653333333,5.99533333333,7.04753333333,15.0412,9.45007777779,14.2399333333,8.13386666667
548.95,6.89266666667,11.4916,12.3247333333,7.9528,5.9954,7.03953333333,15.0934666667,9.44015555556,14.2758666667,8.13446666667
549.29,6.86353333333,11.4699333333,12.3238666667,7.92593333333,5.955,6.99773333333,15.1124,9.42266666667,14.2892666667,8.09066666667
549.64,6.85046666667,11.4854,12.3776,7.9148,5.95,6.97346666667,15.1678666667,9.43794444445,14.3123333333,8.07733333333
549.98,6.8546,11.4704666667,12.4211333333,7.92146666667,5.96353333333,6.9696,15.2286,9.4414,14.3757333333,8.08093333333
550.32,6.81213333333,11.4558666667,12.4445333333,7.87813333333,5.92366666667,6.9192,15.2449333333,9.42015555555,14.4140666666,8.02253333333
550.66,6.78046666667,11.4513333333,12.4829333333,7.866,5.8942,6.92166666667,15.2970666667,9.39732222223,14.4463333333,8.00413333333
551.01,6.82293333333,11.5197333333,12.5632,7.89266666667,5.9178,6.9636,15.3879333333,9.44236666667,14.5384,8.0264
551.35,6.8414,11.5540666667,12.6366,7.88773333333,5.91806666667,6.9612,15.4399333333,9.43536666667,14.5932666667,8.03313333333
551.69,6.88413333333,11.6195333333,12.7197333334,7.9462,5.95853333334,6.99953333333,15.5176666666,9.4687888889,14.6688666666,8.07446666667
552.03,6.8916,11.6511333333,12.7847333333,7.946,5.96206666667,7.0064,15.6071333333,9.50718888888,14.742,8.096
552.38,6.89886666667,11.6556666667,12.8387333333,7.95586666667,5.97493333333,6.99053333333,15.6274,9.50782222223,14.7592666667,8.1102
552.72,6.92633333333,11.7021333333,12.9199333333,7.9974,6.00573333333,7.02273333333,15.7088666667,9.57472222222,14.8522666667,8.15566666667
553.06,6.96373333333,11.7698666667,13.0119333333,8.04893333333,6.0522,7.06453333333,15.7818,9.61752222223,14.9340666667,8.1924
553.40,6.96726666667,11.7738,13.067,8.05646666667,6.04073333333,7.05933333333,15.8184666667,9.62259999999,14.9911333333,8.1948
553.74,6.97753333333,11.8015333333,13.1165333333,8.06313333333,6.01406666667,7.0444,15.8749333333,9.62152222221,15.0384,8.19446666667
554.09,7.05473333333,11.8805333333,13.2124,8.1316,6.08713333333,7.12853333333,16.0122,9.69910000001,15.136,8.2646
554.43,7.10306666667,11.9282666667,13.3035333333,8.1666,6.12906666667,7.16926666667,16.0912666667,9.7637,15.2090666667,8.3082
554.77,7.1196,11.9368,13.3487333333,8.18686666667,6.12613333333,7.16986666667,16.1647333333,9.77956666668,15.2754666667,8.32273333333
555.11,7.13633333333,11.9425333333,13.3950666667,8.20713333333,6.12413333333,7.1966,16.2440666667,9.82388888888,15.3542,8.33133333333
555.45,7.1486,11.9672666667,13.4644666667,8.22486666667,6.15893333333,7.20073333333,16.3115333333,9.87273333333,15.4247333333,8.30873333333
555.80,7.10366666667,11.9843333333,13.4719333333,8.2044,6.14366666667,7.1672,16.3494666667,9.84692222221,15.4515333333,8.2796
556.14,7.13893333333,12.0266,13.5432666667,8.24520000001,6.1884,7.22513333333,16.4775333333,9.92150000001,15.5270666667,8.32326666667
556.48,7.15773333334,12.0736,13.6168666667,8.2534,6.2148,7.24713333333,16.5581333333,9.94933333335,15.5845333333,8.33413333333
556.82,7.12346666667,12.0466666667,13.6328666667,8.20746666667,6.17186666667,7.21013333333,16.5964,9.92804444445,15.5888666667,8.30473333333
557.16,7.16066666667,12.1155333333,13.6993333334,8.23426666667,6.21726666667,7.25213333333,16.6886666667,9.96083333333,15.6730666667,8.34213333333
557.50,7.2,12.1824,13.7847333333,8.28646666667,6.2756,7.31333333333,16.7984,10.0389888889,15.7697333333,8.40073333333
557.85,7.21866666667,12.2685333333,13.8944,8.33539999999,6.31333333334,7.35293333333,16.9129333333,10.0975777778,15.8816666667,8.45
558.19,7.232,12.3162,13.9535333333,8.39293333334,6.3312,7.36233333333,16.996,10.1410777778,15.9612,8.48646666667
558.53,7.2166,12.3329333333,13.9905333333,8.37326666667,6.3286,7.352,17.0370666667,10.1566,15.9896666666,8.4816
558.87,7.2126,12.3598666667,14.0231333333,8.37646666667,6.34146666667,7.34333333333,17.0834666667,10.1460333333,16.0360666666,8.48073333333
559.21,7.17933333333,12.3517333333,14.0238666667,8.3364,6.2822,7.3258,17.0794,10.1053444445,16.036,8.46973333333
559.55,7.1528,12.3031333333,14.0527333333,8.32213333333,6.25373333333,7.2932,17.0922666667,10.0987333333,16.0651333333,8.43093333333
559.89,7.0826,12.2702,14.0462666667,8.25420000001,6.18406666667,7.21126666667,17.0636666667,10.0189222222,16.0684666667,8.3598
560.23,7.08366666667,12.2811333334,14.0654666667,8.24653333333,6.17246666666,7.19093333333,17.093,10.0078777778,16.1034,8.35693333333
560.58,7.13866666667,12.3447333333,14.1500666667,8.30946666666,6.22646666667,7.24286666667,17.2084,10.0696888889,16.1960666667,8.42046666667
560.92,7.14053333333,12.3613333333,14.2226666667,8.32953333333,6.22753333333,7.2514,17.2736,10.0873444444,16.2677333333,8.4478
561.26,7.11613333333,12.3734666667,14.239,8.29720000001,6.21286666667,7.2236,17.2857333333,10.0756222222,16.274,8.41053333333
561.60,7.113,12.3572666667,14.2459333333,8.30080000001,6.1942,7.20906666667,17.2924666667,10.0491444445,16.2899333333,8.40266666667
561.94,7.0838,12.3579333333,14.2958,8.23733333333,6.178,7.17686666667,17.327,10.0195555556,16.3161333334,8.354
562.28,7.05146666667,12.3221333333,14.2988,8.2138,6.14153333333,7.1374,17.3289333333,9.98237777777,16.3203333333,8.3172
562.62,7.03386666667,12.3139333333,14.3342,8.19686666667,6.11613333333,7.12086666667,17.3706,9.98409999999,16.3578666667,8.29846666667
562.96,7.0484,12.3494666667,14.4284,8.21753333334,6.14693333333,7.15353333333,17.4911333333,10.0304111111,16.4514666667,8.3206
563.30,7.02913333334,12.352,14.4870666667,8.20333333333,6.12393333333,7.1398,17.5315333334,10.0229111111,16.4778,8.3044
563.64,6.996,12.3358,14.5117333333,8.19719999999,6.09046666667,7.1186,17.5631333333,10.0261,16.5202666667,8.26493333333
563.99,6.9542,12.3101333333,14.5314666667,8.1702,6.05613333333,7.0836,17.5966666667,10.0048333333,16.5153333334,8.2414
564.33,6.938,12.3016666667,14.5765333333,8.15873333333,6.02273333333,7.05946666667,17.6284,10.0051,16.5639333333,8.21873333333
564.67,6.95006666667,12.3222666667,14.6094666667,8.16253333334,6.02146666667,7.05766666667,17.6786666667,10.0177111111,16.579,8.21346666667
565.01,6.94453333333,12.3464,14.6912,8.17933333333,6.0146,7.0734,17.7661333333,10.0360111111,16.6273333333,8.2238
565.35,6.87786666667,12.2688,14.6751333333,8.10173333333,5.965,7.0038,17.7436666667,9.98874444446,16.5982666666,8.1524
565.69,6.9014,12.2970666667,14.7218,8.14279999999,5.95946666667,7.03006666666,17.8190666667,10.0271,16.6545333333,8.17273333333
566.03,6.89393333333,12.3388666667,14.8011333333,8.16679999999,5.96093333333,7.05066666667,17.8979333333,10.0507666667,16.7099333333,8.1974
566.37,6.92993333333,12.3594666667,14.8679333333,8.1996,5.98833333333,7.0674,17.9443333333,10.0936666667,16.7544,8.20426666667
566.71,6.9558,12.3629333333,14.8938666667,8.21839999999,6.001,7.0754,17.988,10.1161444444,16.7858,8.22606666667
567.05,7.02326666667,12.4396,14.9754666667,8.26733333333,6.05213333334,7.1488,18.0957333333,10.1890444444,16.8906,8.2864
567.39,7.13526666667,12.568,15.1128,8.34946666667,6.1742,7.25966666667,18.255,10.3091444444,17.0338,8.4016
567.73,7.17766666667,12.6306,15.217,8.39813333333,6.2214,7.3144,18.3466666667,10.3692333333,17.1489333333,8.44066666667
568.07,7.1892,12.6788666667,15.2801333333,8.42726666667,6.25506666667,7.33753333333,18.4204666667,10.3906222222,17.2261333333,8.4708
568.41,7.22233333333,12.7315333333,15.3698666667,8.47646666666,6.27413333333,7.368,18.5159333333,10.4426555555,17.3230666667,8.51153333333
568.75,7.2084,12.7017333333,15.3932666667,8.46266666666,6.25813333333,7.3448,18.5313333333,10.4349333333,17.3513333333,8.4956
569.09,7.23206666667,12.8045333333,15.5001333333,8.48686666667,6.27933333334,7.36526666667,18.6585333333,10.4968,17.4560666667,8.5382
569.43,7.23273333333,12.8254666667,15.5621333333,8.47986666667,6.32813333333,7.36486666667,18.7358666667,10.5401333333,17.5433333333,8.562
569.77,7.29146666667,12.8674,15.6438666667,8.51266666666,6.38406666667,7.40393333333,18.8304666667,10.5893444445,17.6195333333,8.59833333333
570.11,7.29686666667,12.913,15.7251333333,8.5262,6.40866666667,7.41746666667,18.9162,10.6232444444,17.6818,8.64773333333
570.45,7.25786666667,12.9061333333,15.7402666667,8.46486666666,6.36613333333,7.3654,18.9283333333,10.5743888889,17.7023333333,8.6008
570.79,7.2448,12.9188,15.7781333334,8.46840000001,6.354,7.34473333333,18.9838666667,10.5674333333,17.7606,8.62153333334
571.13,7.18113333333,12.8557333333,15.7724,8.42553333333,6.27133333333,7.27233333333,18.9555333333,10.5120333333,17.7313333333,8.55373333333
571.47,7.19193333333,12.8719333333,15.7994666667,8.4214,6.24946666667,7.2668,18.9909333333,10.5114,17.7843333333,8.54993333333
571.81,7.20306666667,12.8793333333,15.859,8.42213333333,6.24686666667,7.2736,19.0474666667,10.5318555555,17.8383333333,8.56573333333
572.15,7.1662,12.8802666667,15.8972,8.419,6.24406666667,7.27333333333,19.0968,10.5479333333,17.87,8.54566666667
572.49,7.19433333333,12.9376,15.9808,8.44873333333,6.2784,7.31213333333,19.1801333333,10.5969555555,17.9548666667,8.591
572.83,7.26006666667,12.9675333333,16.0521333333,8.52113333334,6.33333333333,7.3662,19.2571333333,10.6314,18.0440666667,8.62153333333
573.17,7.2652,12.9723333333,16.0848666667,8.52173333333,6.29966666667,7.3602,19.2807333333,10.5978,18.0656,8.59353333333
573.51,7.2724,12.9852,16.1356,8.52866666667,6.30233333333,7.3582,19.3292,10.6161111111,18.1151333333,8.5944
573.85,7.3046,13.0388666667,16.2139333333,8.58366666667,6.335,7.39413333333,19.4336666667,10.6659222222,18.2152,8.63493333333
574.19,7.3206,13.0694666667,16.2940666667,8.63486666667,6.35293333333,7.43106666667,19.5249333333,10.7194777778,18.2944,8.65073333333
574.53,7.31613333333,13.0704666667,16.3408,8.64353333333,6.34206666667,7.4198,19.5603333333,10.7304777778,18.3242,8.6322
574.87,7.34093333333,13.1088,16.3888666667,8.65639999999,6.35693333333,7.45,19.6656,10.7709111111,18.4145333333,8.6486
575.21,7.29666666667,13.0914,16.3952,8.62866666667,6.31806666667,7.40886666667,19.6923333333,10.7478,18.3926,8.6052
575.55,7.2872,13.0862666667,16.4195333333,8.61219999999,6.30053333333,7.39486666667,19.722,10.7543555556,18.4188,8.572
575.89,7.30293333333,13.0944,16.4640666667,8.57826666667,6.29606666667,7.38573333333,19.7555333333,10.7385444444,18.4628,8.56573333333
576.22,7.28106666667,13.0944,16.4539333333,8.5668,6.27466666667,7.36446666667,19.7912,10.7293666667,18.4830666667,8.53366666667
576.56,7.232,13.0531333333,16.4435333333,8.49406666667,6.2204,7.31986666667,19.7822666667,10.7095555556,18.4573333333,8.50333333333
576.90,7.2342,13.0714,16.5092666667,8.50426666666,6.23813333333,7.32826666667,19.8414,10.7582222222,18.4958,8.53453333333
577.24,7.24373333333,13.1097333333,16.5698,8.5226,6.25586666667,7.35426666667,19.9336,10.7857555556,18.5672,8.53493333333
577.58,7.22033333333,13.084,16.5852,8.46779999999,6.22,7.3174,19.9520666667,10.7541666667,18.586,8.50226666667
577.92,7.28146666667,13.1656666667,16.7106666667,8.52999999999,6.28986666667,7.37773333334,20.0927333333,10.8377222222,18.6801333333,8.57013333334
578.26,7.28626666667,13.1742,16.7454666667,8.52873333333,6.31593333333,7.40466666667,20.1659333333,10.8677888889,18.7219333333,8.57073333333
578.60,7.27853333333,13.1662,16.8005333333,8.53766666666,6.32166666667,7.39873333333,20.1754666667,10.8611444445,18.7504,8.59153333333
578.94,7.3544,13.2484,16.9381333333,8.62533333333,6.41833333333,7.4678,20.3092,10.9630111111,18.8718,8.67626666667
579.28,7.35186666667,13.3205333333,16.9819333333,8.62633333334,6.43913333333,7.46693333333,20.4051333333,10.9906555556,18.9117333333,8.70613333333
579.61,7.308,13.2740666667,16.9868666667,8.59639999999,6.4246,7.43126666667,20.4204666667,10.9768,18.9115333333,8.67953333333
579.95,7.35953333333,13.3204,17.0894,8.6222,6.46906666667,7.44486666666,20.5014,11.0199111111,18.9664666667,8.71393333333
580.29,7.36613333333,13.3710666667,17.1688666667,8.67166666666,6.48466666667,7.46366666667,20.6026666667,11.0561333333,19.0464,8.73266666667
580.63,7.35726666667,13.4025333333,17.2106,8.66060000001,6.45866666667,7.46026666667,20.6845333333,11.0378555556,19.1126,8.72273333333
580.97,7.32586666667,13.4256,17.2414666667,8.65873333333,6.44486666667,7.44233333333,20.7001333333,11.0391555555,19.1499333333,8.7184
581.31,7.33086666667,13.4654666667,17.2752,8.67446666667,6.4474,7.4502,20.7682666667,11.0664888889,19.1858666667,8.71826666667
581.65,7.33786666667,13.4855333333,17.3076666667,8.68546666666,6.4382,7.4512,20.8102,11.0639444445,19.238,8.73793333333
581.98,7.3992,13.5614666667,17.4125333334,8.72393333334,6.47586666667,7.49713333333,20.9166,11.1107444444,19.3236,8.77026666667
582.32,7.43273333333,13.6498666667,17.5038,8.74419999999,6.5202,7.53406666667,21.0324666667,11.1701444444,19.4160666667,8.80113333333
582.66,7.36346666667,13.6016666667,17.4998,8.67319999999,6.4324,7.4714,21.068,11.1220888889,19.4116666667,8.75033333333
583.00,7.36233333333,13.5838666667,17.5096,8.69306666667,6.42106666666,7.4744,21.1050666667,11.1038888889,19.4523333333,8.71933333333
583.34,7.43413333333,13.6933333333,17.5980666667,8.79979999999,6.45486666667,7.5352,21.2560666667,11.1838222222,19.5780666667,8.78473333333
583.68,7.44366666667,13.7218666667,17.6691333333,8.84166666667,6.4694,7.5774,21.3216666667,11.2098444445,19.6794666667,8.8072
584.01,7.45233333333,13.7087333333,17.7413333333,8.8208,6.45473333333,7.58293333334,21.3385333333,11.1929222222,19.7498,8.78906666667
584.35,7.4804,13.713,17.814,8.84833333333,6.48386666667,7.60026666667,21.4126666666,11.2404222222,19.7988,8.79173333333
584.69,7.45593333333,13.6736666667,17.8447333333,8.81520000001,6.4376,7.5628,21.4656666667,11.2091,19.8362,8.75946666667
585.03,7.4142,13.6298,17.8601333333,8.77733333333,6.38926666667,7.53326666667,21.4733333333,11.1575333333,19.8252,8.71273333334
585.37,7.37026666667,13.5606,17.8554666667,8.72546666667,6.35993333333,7.46706666666,21.4316666667,11.0905777778,19.7744666667,8.6642
585.70,7.29673333333,13.5253333333,17.8441333333,8.67226666667,6.3188,7.39013333333,21.4272,11.0373555555,19.7667333333,8.61853333333
586.04,7.27046666667,13.4815333333,17.9008666667,8.6714,6.27513333333,7.35226666667,21.4710666666,11.0056555555,19.7588,8.572
586.38,7.286,13.5278666667,17.9669333333,8.70166666667,6.3124,7.38233333333,21.5094,11.0380666667,19.8344666667,8.5768
586.72,7.31286666667,13.5794,18.1182666667,8.7314,6.31266666667,7.4252,21.6217333333,11.1040111111,19.9608666667,8.62086666667
587.06,7.2356,13.4903333333,18.0953333333,8.66393333333,6.28073333333,7.35706666667,21.5582,11.0299222222,19.9204666667,8.55286666667
587.39,7.19326666667,13.4574,18.1440666667,8.62533333334,6.24486666667,7.32566666667,21.6378,11.0293777778,19.9424666667,8.5328
587.73,7.17466666667,13.4981333333,18.1532666667,8.6366,6.25153333333,7.31273333333,21.7134666666,11.0515222222,19.9442,8.55353333333
588.07,7.18313333333,13.5482,18.2162666667,8.65246666667,6.25886666667,7.32186666667,21.7826,11.0989666667,20.0212666667,8.59326666667
588.41,7.201,13.5662,18.2732,8.66446666667,6.27573333333,7.34273333333,21.8444666667,11.1660777778,20.0924666667,8.62073333333
588.74,7.22333333333,13.6438666667,18.3746,8.70066666666,6.3078,7.36013333333,21.9528666667,11.2397333333,20.1993333333,8.67466666667
589.08,7.1476,13.6158,18.3338666667,8.63013333333,6.23,7.30073333333,21.9542,11.2039444444,20.1989333333,8.62453333333
