wavelength,Back_ChaEucf,Belly_ChaEucf,Breast_ChaEucf,Crissum_ChaEucf,Crown_ChaEucf,DorTail_ChaEucf,Patch10_ChaEucf,Patch11_ChaEucf,Patch12_ChaEucf,Rump_ChaEucf,Throat_ChaEucf,WingTip_ChaEucf
334.28,9.95888888888,9.74233333335,8.20211111111,9.29733333332,7.59766666667,7.63188888889,9.69666666666,19.0703263889,9.58255555555,14.3394444445,9.54833333332,12.001
334.64,9.95277777779,9.63799999999,8.33333333333,9.3681111111,7.64733333333,7.65844444444,9.84033333335,19.1983888889,9.75044444443,14.2151111111,9.60422222223,12.2244444444
335.01,10.4016666667,10.0961111111,8.579,9.47400000001,8.15322222222,7.97877777778,10.336,19.2896111111,10.3033333333,14.6037777778,9.82322222221,12.8245555556
335.38,10.4355555556,10.1994444445,8.56922222222,9.26666666668,8.12966666667,7.73266666667,10.3065555556,19.3297152778,10.3175555556,14.6933333333,9.70633333334,12.8593333333
335.74,10.0808888889,9.53899999999,8.16877777778,8.67866666667,7.64822222222,7.11711111111,9.68766666665,18.8509375,9.69822222221,14.181,9.14599999999,12.4918888889
336.11,10.1932222222,9.57055555557,8.146,8.78966666667,7.80844444444,7.06977777778,9.48622222222,19.1622569444,9.69722222221,14.1501111111,9.14833333332,12.5777777778
336.47,10.685,10.3106666667,8.51266666667,9.25066666668,8.22166666667,7.52522222222,10.0511111111,19.6244027778,10.1965555556,14.5203333333,9.40655555556,13.1586666667
336.84,10.38,10.3593333333,8.14533333333,9.20599999999,7.89822222222,7.33188888889,9.6488888889,19.3317222222,9.78288888889,14.3342222222,9.17533333333,13.0676666667
337.21,10.8046666667,11.0395555556,8.507,9.32377777778,8.08822222222,7.63877777778,9.99800000001,19.5133888889,10.0488888889,14.665,9.74266666668,13.4905555556
337.57,10.5771111111,11.0494444445,8.30766666667,8.99566666665,7.95855555556,7.476,9.65300000001,19.2537847222,9.86866666665,14.5818888889,9.45777777779,13.165
337.94,9.95455555556,10.8117777778,7.99266666667,8.44688888888,7.44533333333,7.10444444444,9.10788888889,19.0133819444,9.38655555556,14.2296666666,8.77744444446,12.7323333333
338.31,9.496,10.6687777778,7.67488888889,8.14811111112,7.09877777778,6.79022222222,8.786,18.8541041667,9.19733333334,13.9196666667,8.45666666668,12.397
338.67,9.56788888889,10.7612222222,7.69533333334,8.05555555555,7.19133333333,6.84144444444,8.6008888889,18.9758611111,9.08444444445,13.9608888889,8.45666666668,12.5516666667
339.04,9.12922222221,10.5772222222,7.45533333334,7.91755555554,6.77755555556,6.49011111111,8.29755555557,18.7584166667,8.65677777778,13.6373333333,8.14333333335,12.2306666667
339.40,9.0668888889,10.5491111111,7.42133333334,8.06511111111,6.808,6.60355555555,8.24933333334,18.8394861111,8.70922222222,13.6051111111,8.27999999999,12.4604444445
339.77,9.26911111112,11.2016666667,8.0011111111,8.65544444444,7.28644444444,7.13566666667,8.68566666668,19.2243263889,9.32966666667,14.1807777778,8.82655555555,12.8624444444
340.14,8.90499999999,10.8704444444,7.58111111111,8.1928888889,6.91933333333,6.62844444445,8.27333333334,18.8753958333,8.97533333335,13.6583333334,8.44366666667,12.525
340.50,8.33833333333,10.2502222222,7.067,7.62755555554,6.33633333333,6.086,7.69777777777,18.4534652778,8.54855555555,13.1732222222,7.88777777777,11.9318888889
340.87,8.498,10.0737777778,7.12144444445,7.53044444443,6.36355555555,6.164,7.79966666667,18.5581388889,8.56755555557,13.1457777778,8.0391111111,11.8691111111
341.23,8.39744444443,9.75933333332,7.11466666667,7.47977777778,6.32522222222,5.96011111111,7.50944444444,18.5482638889,8.38755555555,12.9071111111,7.82511111112,11.6045555555
341.60,7.92244444445,9.02477777779,6.61344444445,7.13522222223,5.92455555555,5.52122222222,6.90855555555,18.0826736111,7.71577777778,12.4396666667,7.42044444443,11.1308888889
341.96,8.16833333332,9.14944444445,6.66288888889,7.34244444443,5.92466666667,5.55566666667,7.10944444445,18.1071597222,7.91566666667,12.4124444445,7.64377777779,11.1498888889
342.33,8.29,9.12755555556,6.62422222222,7.27911111112,5.98866666667,5.37277777778,7.10577777778,18.1650208333,7.876,12.3917777778,7.6351111111,11.1496666667
342.70,8.45388888888,9.33333333333,6.54366666666,7.35711111112,6.03311111111,5.36177777778,7.35711111111,18.1323888889,8.11333333333,12.5201111111,7.70688888888,11.0732222222
343.06,8.61711111112,9.47333333334,6.62544444444,7.56555555556,6.16055555556,5.55555555555,7.41666666667,18.3108888889,8.46833333332,12.6092222222,7.95644444443,11.0738888889
343.43,8.41122222223,9.42144444444,6.29922222222,7.23577777778,5.90433333333,5.326,7.32777777778,18.0986319444,8.32888888888,12.2957777778,7.73188888888,10.7346666667
343.79,8.44222222222,9.30477777778,6.10944444444,7.16222222222,5.74622222222,5.24688888889,7.36188888889,18.2087777778,8.23344444444,12.291,7.53444444446,10.6391111111
344.16,8.75733333333,9.53888888888,6.40388888889,7.37177777777,5.99511111111,5.54211111111,7.79822222222,18.3364097222,8.47322222221,12.7186666666,7.91355555554,10.7825555556
344.52,8.96622222221,9.75733333335,6.58388888889,7.61244444446,6.24122222222,5.793,8.1311111111,18.6363055556,8.49133333335,12.9221111111,8.21911111112,11.1112222222
344.89,8.92377777777,9.77766666668,6.51844444445,7.55533333334,6.20455555556,5.69933333333,8.21777777777,18.7717083333,8.58388888889,12.854,8.23533333333,11.1894444444
345.25,8.63044444443,9.61055555554,6.08922222222,7.15588888888,5.98488888889,5.49922222222,8.03188888889,18.3092222222,8.43100000001,12.5597777778,7.87577777777,10.9463333333
345.62,8.91488888888,10.0735555556,6.26888888889,7.27211111112,5.98355555556,5.61188888889,8.49122222222,18.7246041667,8.91488888889,12.8577777778,7.93777777778,11.1025555556
345.99,9.44744444446,10.3612222222,6.62877777778,7.50800000001,6.37022222222,6.00811111111,8.97355555556,19.1271805556,9.22322222221,13.1368888889,8.27522222221,11.6541111111
346.35,9.62733333333,10.4467777778,6.65977777778,7.52244444443,6.22855555555,6.13366666666,8.98888888888,19.080625,9.25644444445,13.2678888889,8.29888888888,11.5597777778
346.72,9.4621111111,10.3514444444,6.61333333333,7.32966666668,6.147,6.02611111111,8.84911111111,19.0209930556,9.1168888889,13.1833333333,8.20177777779,11.4217777778
347.08,9.24477777777,10.2431111111,6.45833333333,7.00533333333,5.85066666667,5.77244444445,8.81933333333,18.7940138889,8.83688888889,13.0297777778,7.8561111111,11.2761111111
347.45,9.44000000001,10.5161111111,6.77166666667,7.20033333333,5.94044444444,5.84411111111,8.90644444443,18.9463055556,8.95888888889,13.2022222222,7.99644444444,11.5924444444
347.81,9.73100000001,10.8562222222,6.96211111111,7.47188888889,6.19722222222,6.09188888889,9.26522222221,19.1802361111,9.28266666668,13.3525555556,8.34222222222,11.8406666667
348.18,9.94622222223,11.323,7.16622222222,7.83711111112,6.43366666667,6.30122222222,9.65488888888,19.5900416667,9.60177777777,13.8116666667,8.51655555556,12.1172222222
348.54,9.84399999999,11.1731111111,6.94677777778,7.62877777779,6.33533333333,6.11355555556,9.4541111111,19.4971319444,9.51622222223,13.7425555556,8.38222222222,11.9351111111
348.91,10.0407777778,11.3675555556,7.11255555556,7.75844444444,6.64377777778,6.14822222222,9.4391111111,19.5899236111,9.72233333334,13.8888888889,8.46588888889,12.0401111111
349.27,10.6713333333,11.7971111111,7.61866666667,8.27844444445,7.09055555556,6.54511111111,9.9938888889,20.2317638889,10.1697777778,14.4102222222,8.89422222223,12.4661111111
349.64,10.8672222222,11.817,7.843,8.40955555556,7.30277777778,6.57077777778,9.91744444443,20.1791944444,10.1701111111,14.4224444444,9.25477777777,12.549
350.00,10.6592222222,11.5195555556,7.50588888889,8.14866666667,7.13233333333,6.23744444444,9.44311111112,19.9906736111,10.0076666667,14.4035555555,9.04355555557,12.1014444445
350.37,10.9213333333,11.5941111111,7.67777777778,8.33344444443,7.462,6.46133333333,9.61888888888,20.3285763889,10.3173333333,14.6825555555,9.23066666666,12.431
350.73,11.2832222222,11.9884444444,8.12688888889,8.72055555556,7.75733333333,6.85422222222,9.94166666668,20.6780833333,10.6897777778,15.0155555555,9.68344444443,12.8741111111
351.10,11.6827777778,12.2204444444,8.48255555555,9.02888888888,8.16711111111,7.16,10.2747777778,21.0701527778,11.0002222222,15.3865555556,10.1298888889,13.2018888889
351.46,11.7565555556,12.0286666667,8.33344444444,9.05555555554,8.18055555556,7.12722222222,10.44,21.1630972222,10.831,15.5453333333,10.1766666667,12.997
351.83,11.4237777778,11.7615555556,8.06922222222,8.68611111112,7.98466666667,6.692,10.2324444444,20.9515138889,10.5112222222,15.3357777778,9.93677777778,12.818
352.19,11.2707777778,11.3797777778,7.66766666667,8.33122222221,7.75177777778,6.49211111111,9.75055555554,20.6749652778,10.2713333333,14.9156666667,9.675,12.6145555555
352.55,11.0861111111,11.0445555556,7.45722222222,8.23988888889,7.549,6.35055555556,9.59633333333,20.3957708333,10.2456666667,14.8063333333,9.57144444443,12.4428888889
352.92,10.896,10.6477777778,7.30544444445,8.11622222222,7.28888888889,6.29622222222,9.55555555557,20.0949444444,10.0521111111,14.6521111111,9.25811111112,12.1701111111
353.28,10.6506666667,10.3874444445,7.10588888889,7.95277777779,7.08922222222,6.16022222222,9.3428888889,19.9375347222,9.97622222223,14.5078888889,9.17033333333,12.0487777778
353.65,10.5486666667,10.3855555556,6.96177777778,7.75255555556,7.00244444444,6.08133333333,9.37477777777,19.9426527778,9.97800000001,14.4778888889,9.00777777777,11.9343333333
354.01,10.302,10.3742222222,6.76922222222,7.69855555555,6.93744444444,5.97622222222,9.58922222222,19.9421180556,9.86944444444,14.2594444444,9.02844444446,12.0404444444
354.38,10.1111111111,10.3078888889,6.70144444445,7.62266666667,6.85088888889,5.86644444445,9.58355555554,19.7844444444,9.70944444443,14.0168888889,9.06366666667,11.9221111111
354.74,9.47511111112,9.638,5.94711111111,7.10255555556,6.25722222222,5.14066666667,8.8471111111,19.2356597222,9.0641111111,13.3133333333,8.28877777777,11.1653333333
355.11,9.27455555557,9.44222222221,5.54033333333,6.851,5.86788888889,4.78588888889,8.33722222222,18.8808958333,8.67255555557,12.8638888889,8.01722222222,10.8368888889
355.47,9.22344444444,9.49833333333,5.58888888889,6.845,5.89366666667,4.84566666667,8.15311111112,18.9065625,8.78499999999,12.7983333333,8.101,10.9551111111
355.83,9.31033333332,9.46355555556,5.57755555556,6.83855555556,5.73777777778,4.87733333334,8.10744444444,18.8829861111,8.7051111111,12.8243333333,8.10011111112,10.7611111111
356.20,9.28666666666,9.53722222223,5.70933333333,6.86833333333,5.56633333334,4.92944444445,8.19211111112,18.8757152778,8.69288888889,12.7565555556,8.12044444444,10.7245555556
356.56,9.58311111111,10.1042222222,5.96411111111,7.05533333333,5.74566666667,5.18944444444,8.4141111111,19.2350625,8.80866666667,12.8995555556,8.28755555557,10.8788888889
356.93,9.87344444444,10.4821111111,6.13988888889,7.28744444446,5.98766666667,5.48288888889,8.55288888888,19.4988194444,9.05766666667,13.0747777778,8.58766666668,11.125
357.29,9.94388888889,10.5377777778,6.19711111111,7.26166666666,6.05366666667,5.51466666667,8.70199999999,19.5957847222,8.90000000001,13.0766666667,8.68144444446,11.2406666667
357.66,10.0788888889,10.4877777778,6.25255555556,7.34477777778,6.03144444445,5.58244444445,8.71200000001,19.5905694445,8.7991111111,12.9875555555,8.55777777779,11.2384444444
358.02,10.3668888889,10.7357777778,6.56655555556,7.61366666668,6.25711111111,5.91444444445,8.87855555557,19.8930486111,9.0428888889,13.3305555555,8.8521111111,11.289
358.38,10.3577777778,10.8643333334,6.53288888889,7.66933333333,6.22766666666,6.07822222222,9.0071111111,20.0253263889,9.11755555556,13.4942222222,8.84466666668,11.3123333334
358.75,10.9335555556,11.2948888889,7.04811111111,8.17011111111,6.60455555555,6.66788888889,9.64700000001,20.5377569444,9.5898888889,14.0902222222,9.45055555555,11.6814444444
359.11,10.7214444444,11.1793333333,7.07333333333,8.05033333334,6.54166666667,6.56033333333,9.67666666667,20.5698055555,9.46644444443,14.1594444444,9.36133333335,11.5997777778
359.48,10.7218888889,11.1471111111,7.044,8.06233333334,6.469,6.58877777778,9.83511111111,20.5031875,9.46400000001,14.1,9.26633333334,11.5243333333
359.84,10.5143333333,11.1168888889,6.89366666667,8.06977777777,6.30855555555,6.44188888889,9.74411111111,20.4735208334,9.29200000001,13.8915555555,9.14733333335,11.4644444444
360.20,10.5331111111,11.1167777778,6.95644444445,8.26466666667,6.50155555555,6.55777777778,9.87033333332,20.4946180556,9.32566666667,14.0531111111,9.23577777777,11.5826666667
360.57,10.527,11.0184444445,7.07066666667,8.392,6.45377777778,6.53022222222,9.93166666668,20.5245763889,9.46222222222,14.0432222222,9.2928888889,11.6243333333
360.93,10.2872222222,10.7314444444,6.77788888889,8.25433333335,6.15733333333,6.18955555556,9.672,20.4194444444,9.20666666668,13.8714444444,9.09977777779,11.3624444444
361.29,10.0752222222,10.5167777778,6.58344444445,8.10344444446,5.842,6.08933333333,9.30733333332,20.2357152778,9.04966666666,13.6771111111,8.81322222223,11.0953333333
361.66,9.99422222223,10.5761111111,6.55544444444,8.18655555557,5.85433333334,6.14522222222,9.236,20.3511111111,9.04388888889,13.7708888889,8.89811111111,11.0434444444
362.02,9.9788888889,10.4698888889,6.38022222222,8.12766666666,5.64588888889,6.04422222222,9.04833333333,20.1938194444,8.8878888889,13.6085555555,8.59811111112,10.9561111111
362.39,10.1957777778,10.6764444444,6.504,8.31422222221,5.74222222222,6.15122222222,9.20377777779,20.3066180555,9.00455555556,13.7546666667,8.69766666665,11.0446666667
362.75,9.8411111111,10.4273333333,6.15444444444,7.92322222223,5.42944444444,5.77911111111,8.98244444445,20.0884513889,8.64311111111,13.4453333333,8.32966666667,10.7974444445
363.11,9.91122222221,10.3994444444,5.93733333333,7.92677777777,5.35044444445,5.81788888889,8.97100000001,20.0938680556,8.63844444444,13.3186666667,8.2801111111,10.6644444444
363.48,9.81266666668,10.2916666667,5.78444444444,7.83833333333,5.16711111111,5.63533333333,8.75922222222,20.2030972222,8.50344444444,13.2343333333,8.10977777779,10.5896666667
363.84,9.87577777778,10.1577777778,5.81288888889,7.76322222222,5.12488888889,5.70455555556,8.74366666668,20.1690208333,8.61911111111,13.2565555556,8.10455555556,10.5911111111
364.20,9.84011111112,10.0843333333,5.66633333333,7.53688888888,4.82844444444,5.43911111111,8.63566666667,20.1440972222,8.48588888889,13.1368888889,7.88088888888,10.3453333333
364.57,9.91033333333,10.1752222222,5.72188888889,7.4918888889,4.93266666667,5.46266666667,8.50666666668,20.1508263889,8.42766666667,13.1968888889,7.88655555555,10.3557777778
364.93,10.4358888889,10.8443333333,6.29333333333,7.84811111112,5.27744444445,6.04355555556,9.00577777777,20.6073819445,8.90944444446,13.6363333333,8.31900000001,10.8102222222
365.29,10.7017777778,11.2191111111,6.621,8.43999999999,5.74033333333,6.34277777778,9.40611111112,20.9698541666,9.2411111111,13.9811111111,8.80955555554,11.1281111111
365.66,10.9685555556,11.4763333333,6.717,8.66855555556,5.90666666666,6.44855555556,9.713,21.2022222222,9.49033333334,14.2156666667,9.11955555557,11.3452222222
366.02,10.8713333333,11.7044444444,6.91666666667,8.82877777778,5.97511111111,6.51144444445,9.68444444443,21.4001597222,9.66155555556,14.3811111111,9.31355555557,11.368
366.38,10.7027777778,11.5943333333,6.81511111111,8.81066666668,5.84333333333,6.44122222222,9.59844444444,21.3457152778,9.50066666668,14.1993333333,9.27655555556,11.2778888889
366.75,10.8034444445,11.7845555555,6.89077777778,8.99788888888,5.91544444444,6.54811111111,9.57277777779,21.5402222222,9.64244444443,14.3504444444,9.46244444444,11.3548888889
367.11,10.8128888889,11.9533333334,7.01177777778,9.14633333335,5.86555555556,6.52066666667,9.76011111111,21.5968611111,9.78955555558,14.6141111111,9.56722222221,11.5028888889
367.47,10.67,11.8757777778,6.91711111111,8.96411111111,5.55855555556,6.48788888889,9.70522222223,21.3630833333,9.54066666666,14.5875555556,9.44644444444,11.1406666667
367.84,10.904,12.2597777778,7.26333333333,9.34099999999,5.80711111111,6.83122222222,9.99244444446,21.7594166667,9.76744444444,15.0712222222,9.76133333332,11.4071111111
368.20,10.8923333333,12.412,7.33255555555,9.52633333333,5.95466666667,6.98377777778,10.0882222222,21.888625,9.79244444444,15.0908888889,9.82200000001,11.525
368.56,10.7018888889,12.3205555556,7.06755555556,9.56955555554,5.77488888889,6.87777777778,10.0794444444,21.9197708333,9.74755555554,15.0361111111,9.79477777779,11.455
368.93,10.1557777778,11.9591111111,6.46,9.15266666666,5.45111111111,6.34666666667,9.70788888889,21.6385138889,9.20655555555,14.6874444445,9.30788888888,11.0752222222
369.29,10.101,11.918,6.28777777778,8.82188888889,5.15811111111,6.162,9.52122222223,21.5742083334,9.06088888888,14.6554444444,9.10288888889,10.878
369.65,9.96344444445,11.8702222222,6.34744444444,8.79199999999,5.12822222222,6.174,9.46166666667,21.5828194445,8.98322222222,14.5058888889,9.0071111111,10.9257777778
370.01,9.8818888889,11.6897777778,6.14633333334,8.61677777777,4.97688888889,5.99111111111,9.65511111111,21.6970625,8.80788888889,14.3274444445,8.89122222222,10.9261111111
370.38,9.72444444446,11.5182222222,5.97766666667,8.49122222222,4.89177777778,5.85344444445,9.48266666666,21.5729236111,8.74488888889,14.274,8.69777777778,10.8866666666
370.74,9.66677777777,11.5245555555,5.98077777778,8.57211111111,4.85088888889,5.87577777778,9.58555555554,21.4575486111,8.83988888889,14.2092222222,8.70599999999,10.913
371.10,9.67044444446,11.4453333333,6.08577777778,8.66755555557,5.03133333333,6.07411111111,9.636,21.6764305556,8.83477777778,14.1425555556,8.7771111111,11.0764444444
371.46,10.1476666667,11.7496666667,6.37944444444,9.08144444444,5.55277777778,6.28822222222,10.005,22.0705138889,9.25822222221,14.4233333333,9.26966666668,11.5672222222
371.83,10.1946666667,11.7884444444,6.33533333333,9.02211111111,5.55555555556,6.15322222222,9.96699999999,22.0895694445,9.21566666668,14.2133333333,9.25555555557,11.5665555556
372.19,10.1604444444,11.726,6.33544444444,9.01622222223,5.39055555556,6.03944444444,9.81333333335,22.1359722222,9.27244444443,14.2077777778,9.23833333333,11.4754444445
372.55,10.149,11.7372222222,6.39211111111,8.96522222222,5.402,6.00533333333,9.93277777779,22.14975,9.13022222222,14.2188888889,9.14744444443,11.4184444444
372.92,10.3234444444,11.9042222222,6.68022222222,9.10522222221,5.46755555555,6.21544444444,10.0572222222,22.2478125,9.32055555557,14.3464444445,9.4168888889,11.491
373.28,9.99955555557,11.6501111111,6.40344444444,8.91044444446,5.12166666667,5.82488888889,9.82933333332,21.8944305555,9.07477777777,14.0832222222,9.06355555557,11.3096666667
373.64,9.62511111111,11.4207777778,6.12955555556,8.61755555555,4.72244444444,5.53866666667,9.63066666668,21.6369097222,8.70766666667,13.9198888889,8.78644444443,10.914
374.00,9.74677777778,11.6346666667,6.366,8.86111111112,4.94566666667,5.77011111111,9.808,21.5761666667,8.86111111112,14.1462222222,8.95022222223,11.089
374.37,10.0045555556,11.9024444444,6.73422222222,9.03055555554,5.16833333333,5.93188888889,10.1041111111,21.8832847222,9.04177777777,14.2043333334,9.20200000001,11.2494444444
374.73,10.044,11.9005555556,6.83755555555,9.04777777778,5.17733333333,5.90111111111,10.18,21.8910208333,8.92788888888,14.1761111111,9.21644444445,11.2581111111
375.09,9.90744444443,11.9457777778,6.75655555555,8.86977777777,5.007,5.69188888889,10.0306666667,21.7322013889,8.86966666668,14.1283333333,9.05155555554,11.1005555556
375.45,9.69633333332,12.0718888889,6.83477777778,8.85544444445,5.00711111111,5.76955555556,10.046,21.7701875,8.82422222223,14.1237777778,8.93377777779,11.0795555555
375.81,9.41922222222,11.8985555556,6.55888888889,8.66222222223,4.76566666667,5.51755555556,9.8561111111,21.5728402778,8.68744444444,13.9408888889,8.68266666667,10.8367777778
376.18,9.43800000001,11.8905555556,6.68266666667,8.71811111111,4.89522222222,5.60022222222,10.0385555555,21.6348263889,8.70822222223,13.961,8.87700000001,10.982
376.54,9.46111111111,11.9578888889,6.75044444444,8.73611111111,4.789,5.59688888889,10.0645555556,21.7441180556,8.76033333332,13.9582222222,8.97922222222,10.9652222222
376.90,9.49711111111,11.9875555555,6.772,8.86477777777,4.71744444444,5.55555555555,10.1341111111,21.7869444445,8.75477777777,13.9273333333,8.92722222222,11.0202222222
377.26,9.78222222221,12.3086666667,7.09588888889,9.1481111111,5.12811111111,5.936,10.4771111111,22.126875,9.08233333333,14.0978888889,9.30788888888,11.2144444444
377.63,9.85066666665,12.423,7.20355555556,9.23888888888,5.196,5.96655555556,10.5834444445,22.1773541667,9.31366666666,14.1315555556,9.36966666667,11.2885555556
377.99,9.81811111111,12.3025555555,7.16277777778,9.12077777779,5.08911111111,5.89711111111,10.4876666667,22.1015416667,9.23611111112,13.9927777778,9.28211111112,11.1017777778
378.35,9.62244444446,12.3368888889,6.982,9.02333333333,4.88955555555,5.77444444444,10.2585555556,22.0263680556,9.17077777777,14.0144444445,9.17555555557,10.9314444444
378.71,9.93611111111,12.6001111111,7.25411111111,9.3078888889,5.23688888889,6.04711111111,10.4555555555,22.2614513889,9.45822222221,14.2987777778,9.46733333333,11.1838888889
379.07,10.1557777778,12.8946666667,7.471,9.59600000001,5.48733333333,6.24266666667,10.788,22.5861388889,9.59611111112,14.4645555556,9.70522222223,11.2158888889
379.44,10.2535555555,12.9441111111,7.63122222222,9.67733333333,5.62133333333,6.30644444445,10.8797777778,22.6249930555,9.75,14.4956666667,9.80433333333,11.27
379.80,10.3883333333,13.0616666667,7.87433333333,9.79722222222,5.77833333333,6.424,11.043,22.8272152778,9.81544444443,14.6798888889,10.0473333333,11.4475555555
380.16,10.4045555556,13.2814444445,7.82844444444,9.75699999999,5.722,6.31466666667,11.0017777778,22.8567430556,9.76144444445,14.5762222222,10.0076666667,11.3618888889
380.52,10.3827777778,13.3097777778,7.81755555555,9.67677777777,5.70944444444,6.25688888889,10.8938888889,22.6795694444,9.75844444446,14.4272222222,9.87611111112,11.2514444444
380.88,10.2075555556,13.238,7.81966666667,9.48777777779,5.58477777778,6.11977777778,10.7872222222,22.6295555556,9.70377777778,14.4071111111,9.70344444443,11.0796666667
381.24,10.0584444444,13.1138888889,7.71666666667,9.3268888889,5.35255555556,5.96366666667,10.7275555556,22.5171875,9.54122222222,14.2334444445,9.51888888889,10.9327777778
381.61,10.2761111111,13.2122222222,7.81466666667,9.39699999999,5.45877777778,6.03011111111,10.8604444444,22.6732638889,9.56399999999,14.3415555556,9.62111111111,11.089
381.97,10.0926666667,13.1786666667,7.69744444445,9.284,5.27144444444,5.90511111111,10.7351111111,22.6309166667,9.48066666665,14.2102222222,9.59877777777,10.9362222222
382.33,10.0961111111,13.0214444445,7.69277777778,9.20500000001,5.20433333333,5.78677777778,10.6998888889,22.5137291667,9.40188888888,14.0152222222,9.53055555555,10.7726666667
382.69,9.76955555557,12.8231111111,7.49533333333,8.95177777777,4.855,5.52377777778,10.5661111111,22.3713541666,9.25422222222,13.743,9.19466666665,10.5276666667
383.05,9.61233333332,12.6138888889,7.36255555556,8.7478888889,4.67611111111,5.34366666667,10.4605555556,22.2125902778,9.17177777778,13.6633333333,9.071,10.473
383.41,9.49055555556,12.5241111111,7.16155555556,8.62444444444,4.38477777778,5.09355555555,10.3237777778,22.0522569444,9.00977777778,13.49,8.85666666666,10.2243333333
383.77,9.46255555556,12.5474444444,7.11633333333,8.65077777777,4.27222222222,5.08822222222,10.3846666667,21.9566458333,9.04233333332,13.4778888889,8.78933333332,10.1481111111
384.14,9.67822222222,12.6597777778,7.28377777778,8.892,4.49788888889,5.31588888889,10.6122222222,22.0509097222,9.29122222222,13.7172222222,8.92788888888,10.329
384.50,9.699,12.7315555556,7.36677777778,8.995,4.61744444444,5.38055555555,10.7926666667,22.2852291667,9.40811111111,13.8562222222,9.06977777779,10.4504444444
384.86,9.64233333333,12.731,7.30155555555,9.13844444443,4.75911111111,5.41411111111,10.8824444445,22.3288194444,9.47955555555,13.8782222222,9.24311111112,10.4717777778
385.22,9.55888888888,12.8286666667,7.24988888889,9.20144444444,4.77177777778,5.38644444445,10.8882222222,22.2686875,9.536,13.9272222222,9.25533333333,10.454
385.58,9.45133333335,12.8468888889,7.13966666667,9.11788888888,4.71422222222,5.30555555556,10.8457777778,22.2406944445,9.508,13.8244444444,9.29977777778,10.3228888889
385.94,9.51144444445,12.8387777778,7.05733333334,9.05622222221,4.67844444445,5.17922222222,10.8854444445,22.2958819445,9.41344444446,13.825,9.2441111111,10.3432222222
386.30,9.39511111111,12.857,7.02477777778,8.99522222223,4.62466666667,5.13322222222,10.9277777778,22.2995138889,9.39877777778,13.7728888889,9.34644444446,10.3298888889
386.66,9.44422222223,12.9601111111,7.02011111111,9.10644444446,4.74433333333,5.21577777778,10.9663333333,22.3896597222,9.4888888889,13.8916666667,9.51844444444,10.3983333334
387.03,9.35655555557,12.9948888889,7.06644444445,9.18666666668,4.72077777778,5.201,10.9964444444,22.4625763889,9.54866666666,13.778,9.52655555557,10.3613333333
387.39,9.31077777778,13.0255555556,7.10988888889,9.17100000001,4.828,5.24677777778,11.0632222222,22.5133888889,9.59377777778,13.8224444445,9.64511111112,10.3836666667
387.75,9.1571111111,13.0101111111,7.01633333333,9.062,4.828,5.15788888889,11.0048888889,22.5518472222,9.51266666666,13.6625555556,9.60455555554,10.2973333333
388.11,9.01633333335,13.0007777778,7.01311111111,8.92455555555,4.74622222222,5.021,10.9536666667,22.5303194445,9.52911111111,13.5941111111,9.59511111111,10.2065555556
388.47,9.01988888889,13.1036666667,7.10033333333,8.97599999999,4.83,5.05277777778,11.0561111111,22.5628958333,9.57555555555,13.6631111111,9.64133333333,10.2262222222
388.83,9.114,13.1335555556,7.18555555555,9.009,4.88433333333,5.06522222222,11.1326666667,22.6424166667,9.55888888888,13.6508888889,9.63855555554,10.221
389.19,9.16166666668,13.1178888889,7.223,8.96877777779,4.90933333333,5.03788888889,11.1647777778,22.7242291667,9.49722222222,13.614,9.64355555555,10.2077777778
389.55,9.13366666668,13.2017777778,7.34022222222,9.03111111112,4.99133333333,5.101,11.2136666667,22.8228541667,9.50522222221,13.6615555555,9.67855555556,10.2798888889
389.91,9.15011111112,13.3702222222,7.442,9.11200000001,5.09311111111,5.25222222222,11.3261111111,22.8580138889,9.62477777777,13.706,9.76322222222,10.3176666667
390.27,9.25733333333,13.4751111111,7.47933333333,9.20277777778,5.18033333333,5.355,11.3922222222,22.9634305555,9.64811111111,13.8211111111,9.76455555555,10.3677777778
390.63,9.3021111111,13.5793333333,7.60122222222,9.19722222221,5.187,5.39333333333,11.5067777778,22.9417291667,9.67744444443,13.8297777778,9.81944444445,10.3537777778
391.00,9.46122222222,13.7336666667,7.71166666667,9.26544444444,5.22844444445,5.50066666667,11.6156666667,22.9304722222,9.75666666668,13.9028888889,9.93944444443,10.4373333333
391.36,9.47111111112,13.773,7.69666666667,9.29366666666,5.19555555556,5.47177777778,11.6895555556,23.0310416667,9.73411111111,13.888,9.91166666667,10.3847777778
391.72,9.5358888889,13.7602222222,7.74388888889,9.35466666667,5.15611111111,5.45366666667,11.6608888889,22.9834652778,9.79455555556,13.867,9.93044444444,10.3703333333
392.08,9.35411111112,13.6073333334,7.58133333333,9.24222222223,4.97966666667,5.34111111111,11.4917777778,22.8948958333,9.54933333333,13.7224444445,9.76377777778,10.1222222222
392.44,9.41722222222,13.6361111111,7.56555555556,9.29077777777,4.93944444445,5.35022222222,11.544,22.9896666667,9.57222222222,13.7436666667,9.83122222222,10.0777777778
392.80,9.32577777779,13.632,7.54677777778,9.18755555555,4.79955555556,5.23644444444,11.4128888889,22.8738958333,9.51744444446,13.6662222222,9.82866666667,10.0016666667
