wavelength,Back_SpoAmef,Belly_SpoAmef,Breast_SpoAmef,Crissum_SpoAmef,Crown_SpoAmef,DorTail_SpoAmef,Rump_SpoAmef,Throat_SpoAmef,WingTip_SpoAmef
191.71,22.2223333332,-5.55566666646,70.3704666666,34.8148666669,23.7036,60.3703333335,183.333333334,-87.4074666667,68.1482666666
192.09,-71.4285333334,-177.142733333,10.9524666668,-19.0476666666,-83.8094000001,-20.9523333333,320.9524,-358.095266667,39.0476
192.47,-46.6666,-130.3704,77.0370333334,35.5556666665,-0.7407333332,9.62959999986,240.7408,-241.481333333,40.0
192.85,37.9166666666,-6.24999999988,55.6249999999,56.0416666667,40.4166666666,37.7083333333,87.9166666667,-24.3750000001,53.7500000001
193.23,20.6452,-23.0108666666,46.9893000001,44.5162,23.6558666667,9.24733333326,66.0214666667,-42.7956666667,29.2473333334
193.61,-22.2223333333,-131.9998,38.2222333334,5.77773333334,-20.8890666667,-56.4444666666,47.1111333331,-172.889066667,-46.6666666669
193.99,-200.0,-538.666666666,26.0,-165.333333333,-113.333333333,-233.333333333,-31.9999999998,-601.333333333,-322.666666667
194.37,-10.2564000001,-138.974266667,76.1538000002,-0.51279999994,21.5384,-17.9486000001,58.9744666667,-134.359,-71.7948666665
194.75,63.9999999999,-100.666666667,187.333333333,58.6666666666,101.333333333,17.3333333333,154.0,-155.333333333,-5.33333333327
195.13,-64.4444,-657.777733334,427.777666667,-53.3333333334,108.8888,-166.6666,306.666599999,-840.000066666,-271.111066666
195.51,-191.111066667,-784.444333335,251.111033333,-313.3334,-73.3333333333,-222.222066667,166.666533333,-988.888866665,-357.777866667
195.89,180.0,414.166666667,3.3333333334,254.166666667,150.0,158.333333334,-1.6666666666,477.5,259.999999999
196.27,128.484933333,334.5456,27.2726666666,215.151466667,122.424333333,118.787866667,13.3333333332,329.090866667,242.424133333
196.65,248.889,671.111066667,104.999933333,396.666666667,271.111133333,252.222266667,-22.2222666667,627.777866667,518.889066666
197.03,179.555466667,332.888933333,99.5554666667,218.222266667,170.6666,155.5556,36.0000000001,294.666666666,290.666733333
197.40,129.473733333,264.561333333,73.5088333333,157.193,125.263133333,102.807,18.2455333333,213.333333333,213.684266667
197.78,164.166666667,323.333333333,87.2916666667,182.916666667,157.5,116.666666667,32.5000000001,249.166666667,262.083333333
198.16,157.333333333,287.0,97.8333333335,183.0,161.0,138.0,61.3333333334,219.333333333,225.333333333
198.54,152.698333333,285.0794,98.0952,177.143066666,157.142733333,138.0952,69.5238666666,213.650733334,230.1588
198.92,193.066666667,307.2,140.4,198.933333333,181.6,163.733333333,114.933333333,219.733333333,253.6
199.30,354.285666667,550.952333333,240.952433333,340.0,328.571466667,294.285733333,197.619,378.095266667,448.0952
199.68,302.456066667,436.4912,217.894833333,290.175466667,290.526333333,255.789533333,163.158066667,298.5964,370.8772
200.06,467.692333333,634.359,312.3077,401.025466667,417.9488,382.0514,244.615333333,442.564133333,546.153733333
200.44,801.666666667,1007.5,474.583333333,610.833333333,669.166666667,608.333333333,397.5,736.666666665,815.000000001
200.82,271.282133333,312.307733333,172.307733333,212.051333333,229.743666667,199.999933333,139.7436,253.8462,258.717933333
201.19,299.130466667,344.927466667,182.753633333,228.405666667,252.753533333,221.7392,140.000133333,270.144866667,276.231866667
201.57,351.228066667,407.017666667,199.649266667,258.245733333,302.807133333,258.596466667,145.263133333,319.2984,327.0176
201.95,307.333333333,357.0,166.833333333,209.666666667,262.0,229.333333333,95.6666666668,267.0,285.0
202.33,262.6086,316.811533333,139.710166667,163.768133333,226.956533333,196.231866667,78.2609999999,235.0724,252.7534
202.71,191.851933333,223.518466667,104.1667,127.5926,166.481466667,142.407333333,72.2221333333,178.333266667,178.888733334
203.09,137.6922,155.640933333,74.6795666667,92.0512,126.0256,109.359066667,56.5384666667,132.820533333,126.6668
203.47,106.956466667,120.1932,61.7874333333,76.4252666667,104.637666667,87.9227999999,52.7536,101.932466667,101.0628
203.85,96.4383333332,108.2192,48.0364000001,66.3928666667,92.8768000001,79.2693333334,50.8676,92.0548,89.3150666667
204.22,89.7222,102.870333333,45.6482333333,65.0000000001,92.0371333333,74.8149333334,50.2778666666,85.7407333333,81.8517999999
204.60,76.0973999999,88.6178666666,39.5121666667,60.1625333333,80.3251333333,63.5773333333,42.2764,74.4716,76.5852666667
204.98,70.1959333334,85.8040666667,36.0783,61.4116666667,73.9608666667,62.1176,41.647,71.3726,75.6080000001
205.36,75.5822666668,87.7912666667,41.2047666667,69.0762666666,74.2972666666,62.731,44.8192,80.9638666666,81.5261999999
205.74,78.9474000001,86.0350666667,51.2982,75.2281999999,74.9473333334,65.4736666667,52.7718,81.7544,83.2982
206.12,85.6409999999,90.2564666666,59.4871333333,83.3332666665,80.3206000001,71.4744,60.5768666667,84.8717999999,89.4872000001
206.50,90.9151333332,91.5687333333,64.1503333334,88.8234666667,81.3071333333,71.3072,64.1829333333,85.6207999999,92.8757999999
206.87,94.3689333332,92.9448666667,66.7961333333,92.1681333332,83.6245333333,73.7217999999,64.919,84.2717333334,94.8219999999
207.25,102.2482,98.217,66.3954333333,99.3799333333,89.1472,73.6435333333,64.8061333334,85.8914666667,105.038666667
207.63,106.7556,104.622333333,63.689,103.022066667,89.9555333332,71.1110000001,62.1333333334,87.1111333333,110.311066667
208.01,95.9670666667,97.0369333333,63.7038666667,91.6871333331,79.0122,61.5638,52.5926,75.9671333334,102.798333333
208.39,100.925933333,104.722266667,66.0185333334,94.6295333333,81.7594,66.2037333334,49.0740666667,78.7036666667,115.8334
208.77,110.808066667,117.9798,75.8586666667,103.9394,92.8284,76.1615333333,55.7575333333,85.6565333332,126.6666
209.14,115.487266667,124.307733333,82.8204666665,107.4872,99.3847333335,77.7435333334,58.8717333333,82.2564666665,131.794933333
209.52,109.596066666,121.414133333,76.7677333333,101.414066667,99.0908000001,75.4546666668,60.9091333333,73.0304666666,124.646533333
209.90,108.022533333,124.1806,67.6836333334,102.373066667,100.338933333,72.4294,54.3503333333,69.8305333333,130.0566
210.28,106.545466666,130.545533333,63.3939666665,104.242466667,103.2726,70.3030000001,52.9698,71.0303333334,131.7576
210.66,100.987666667,133.333266667,61.1111333332,103.4568,109.506266667,71.7284666666,50.3702666667,70.4938666667,132.716133333
211.03,94.2424666665,137.5758,48.1061000001,93.9392666665,103.788066667,55.1514666666,39.6970666667,61.0606666666,132.8788
211.41,86.2412,133.617066667,54.6809333334,87.9434,93.9006666667,59.858,42.2696,58.1559999999,119.432733333
211.79,93.3332666667,131.9046,71.6072333332,100.595266666,102.499866667,81.7857333333,62.2618666667,75.7144,118.3332
212.17,106.792533333,147.044,78.4906,120.3774,122.767266667,96.9811999999,81.3834666665,88.9308666666,131.195
212.55,97.4285333333,125.523866666,76.3809333335,108.4764,107.0476,86.0952666666,76.7619999999,80.9524,110.190466667
212.92,91.6882666667,113.160133333,69.0909666666,96.1905333335,98.3549333333,78.5281333334,72.7273333333,76.7963999999,101.731666667
213.30,94.9123333335,118.421066667,69.2542999999,95.3507999998,98.9474666667,81.9298666668,75.3508,84.9122666667,105.701733333
213.68,96.9154666665,126.766266667,68.3085000001,99.3034666665,103.482466667,83.2836,74.4278666666,89.1542666667,111.243733333
214.06,90.5333333334,130.133333334,56.9999999999,88.8000000001,94.5333333332,72.2666666667,58.9333333333,76.8000000001,108.0
214.44,81.5475999999,118.095266667,59.1072666667,79.0476000001,81.6665999999,69.6428666667,59.5238,73.6904,97.5000666667
214.81,83.9584666667,109.6876,56.1459333333,73.646,78.3335333333,69.8960666667,61.5625333333,74.5834666667,91.3544666666
215.19,86.5497333333,111.6958,51.5205666667,71.8128000001,80.3509333334,71.2281333333,57.1929333333,73.8011333332,92.6316
215.57,94.5455333333,118.545466667,57.9394999999,82.7878666667,92.0001333334,76.0000666667,63.6363333333,82.6666666666,105.697
215.95,88.5416666667,104.895866667,57.2395333333,71.3540666666,84.1665999999,65.0,57.5,73.3332666667,100.3126
216.32,94.2857333332,117.142733333,55.3741666667,68.7075333334,86.5305333332,69.1156,54.0137333333,76.1904000001,110.748333333
216.70,86.6665333333,123.9316,39.9145,56.4102,84.2734666666,69.2307333334,47.0086,71.7948666667,115.042666667
217.08,72.9166666667,130.208333333,26.5625,59.375,77.4999999999,62.5000000001,29.5833333333,58.9583333333,124.166666667
217.46,80.3029333333,143.0304,14.3939,61.8182,85.4546666669,54.2424666667,10.3030666666,45.4546666667,137.575866667
217.83,60.4878666667,87.4797333334,29.5122666667,49.9187999999,63.7397999999,44.7154666667,24.0648,41.6259333333,88.6178
218.21,64.0374666667,81.4083999999,44.9764666667,61.4085333333,64.6009333333,52.77,44.6948666667,56.244,81.5023333334
218.59,71.2169333333,81.7988666667,41.7990666667,64.2329333333,69.4181333334,49.5238666667,41.3756666667,49.6296,79.3651333334
218.97,60.9524,77.5509333333,35.7141333333,59.5919333333,64.8979333333,37.5511333333,23.9455333333,29.1157333333,73.0612666667
219.34,58.2979333333,81.9858000001,49.5744,71.3474666667,70.7802000001,44.1134,26.383,33.9007333333,81.8440000001
219.72,44.0000666667,70.5454666667,42.6059,58.4242666666,51.7576,29.9395333333,22.4242,23.1513333333,64.2424666666
220.10,29.2,66.5333333333,31.6666666667,56.5333333333,38.9333333333,20.4,8.00000000001,8.8,52.3999999999
220.47,32.4444,60.2223333333,36.2221666667,57.3334666666,40.7777333333,22.2222666667,14.7778,16.0,45.2222000001
220.85,39.798,58.2829333333,36.6667,62.3232666667,42.9293333333,24.7474666667,21.0100666667,24.1416,48.99
221.23,46.2802,58.1643333333,37.5845333333,59.2270666667,44.5410666667,30.1448666667,24.9276,25.7970666667,46.9564666667
221.61,41.0833333333,50.8333333333,32.5,53.25,40.25,34.5,26.0,21.4166666667,42.9166666667
221.98,47.1037333333,59.3442666667,35.6284333333,62.1858,45.2458666667,42.6229333333,22.8414666667,17.705,47.1039333333
222.36,40.5556666667,61.3888,37.4306,62.3611333333,44.4442666667,37.2222,12.0834,1.80546666665,37.3612
222.74,18.1482666667,48.1481333333,26.7593,51.2963333334,28.1482,15.3703333333,-10.5555333333,-27.4074666667,28.1481333333
223.11,12.9412,42.9412666667,21.6665333333,47.6469999999,14.3137333333,8.8234,-13.3334,-21.1764,29.8040666666
223.49,38.3333333333,58.4999999999,31.6666666667,50.3333333333,28.3333333333,20.0,5.16666666669,4.33333333333,47.5000000001
223.87,34.2857333333,54.5238000001,7.61903333341,46.4285333333,24.5238,12.1428666667,-32.1429333333,-4.52373333333,52.3810000001
224.24,40.8334000001,51.3887999999,-4.30540000006,28.3335333333,29.1666666667,11.3889333333,-46.1111999999,-9.1666,45.2777333333
224.62,42.3188,57.6809999999,-16.2319333333,6.0870666666,26.9565333333,18.8405333333,-59.4203333333,-5.50713333328,51.3042666667
225.00,25.7970666668,55.6521999999,-20.4347333334,0.86953333334,20.8696666667,13.3334666667,-63.1883333333,-6.95653333326,46.9564666665
225.38,17.7777333334,60.0000000001,-33.6508666667,-7.61920000007,3.17460000008,7.61906666667,-74.6032,-13.3334000001,28.5714666668
225.75,40.4597333333,76.3218000001,-2.2989,12.1838666666,23.2184000001,18.3908,-25.5171333333,16.0918666667,38.6207333333
226.13,29.756,56.2602,-1.05679999999,12.1950666667,13.1708,16.9106666666,-5.85366666667,15.9348666667,39.5121333333
226.51,31.0345333333,42.4139333333,7.24123333333,17.816,18.3909333333,27.9309333333,5.74713333333,28.0458666667,43.9080666667
226.88,36.8839333333,46.1593333333,23.1522,29.1303333333,30.4348,40.5073333334,22.8985333333,40.0725333333,46.5217333333
227.26,36.508,45.1852,28.1480333333,31.1111333333,34.3386,41.2698666667,27.0371333333,38.8888666667,44.8678666667
227.64,26.6667333333,34.6496666667,20.9553333333,26.4118,27.0064666667,35.7112666667,23.4393333333,29.4692,35.329
228.01,26.2845333333,32.1179333333,22.5519,26.9443333333,24.9651333333,34.0276666667,25.5208,26.4236,32.0485333333
228.39,23.0188666667,27.7357333333,20.2201666667,23.6162666667,21.1948666667,30.7548,24.5911333333,22.7044666667,30.2831333333
228.76,16.3394,20.4464666667,14.5833333333,19.0178666667,15.7738666667,23.8690666667,18.9583333333,15.8332666667,25.0593333333
229.14,16.7610666667,19.2443333333,15.2226666667,17.8946666667,15.7354666667,22.3481333333,18.2185333333,14.6018,23.8596666667
229.52,18.1888,19.4718,16.1761333333,18.9938,16.9308,23.1194666667,19.5470666667,16.1006666667,25.283
229.89,13.7794666667,15.7622,12.4412333333,15.8116666667,14.1512666667,18.984,15.9355333333,13.3332666667,21.4869333334
230.27,13.8751333333,15.1943333333,12.6384333333,15.524,15.0058666667,17.3851333333,14.9822666667,14.2285333333,19.5052
230.65,12.7018666667,13.5673333333,9.68426666666,14.1754666667,14.1521333333,15.1813333333,14.4093333333,12.4444666667,17.8010666667
231.02,9.67666666666,9.35326666667,5.4104,10.9203333333,10.6218666667,11.6916666667,11.3682666667,9.35333333333,15.0498666667
231.40,7.14853333333,6.34540000001,1.43246666667,8.00513333332,6.5596,8.40686666666,9.31713333332,6.85399999999,13.2798
231.78,5.37433333333,5.9324,-0.704799999999,7.78273333333,5.19826666667,7.07786666667,7.7534,7.16586666668,13.2158666667
232.15,1.94173333334,2.65366666667,-6.08400000001,5.30753333334,3.6894,3.042,4.04533333333,6.14879999999,10.3560666667
232.53,2.0538,4.2654,-5.49770000001,7.36173333333,3.72826666667,2.78026666667,3.19113333334,7.45666666668,10.3001333333
232.90,7.90333333334,10.166,-0.648566666667,12.0965333333,7.81293333334,8.6274,7.39066666667,11.5838,14.6908
233.28,7.07246666666,9.07246666669,-1.3043,9.884,5.97093333333,8.78273333335,6.17393333332,10.2608666667,13.3332666667
233.66,5.61253333334,9.11679999999,0.014099999998,8.09126666667,7.208,8.77499999999,4.64386666667,9.60126666667,13.5043333333
234.03,3.6238,7.054,-0.304399999998,4.97940000001,4.75793333334,7.13686666667,2.35126666667,7.30286666668,13.3057333333
234.41,1.1974,5.44213333333,-2.40823333333,2.25846666667,1.52379999999,6.17686666666,0.299333333335,4.13613333334,12.7892
234.78,4.34226666667,8.27586666667,1.40476666667,3.11613333333,3.03966666666,9.6808,2.9884,4.26573333334,13.7931333333
235.16,6.23646666666,9.29520000001,3.4049,4.44453333333,3.6798,9.84466666667,3.32133333333,4.61179999999,13.9547333333
235.54,7.46300000001,10.3072666666,5.71106666667,6.91679999999,5.5972,11.8088666667,3.77693333334,6.57566666667,14.5847333333
235.91,8.09066666665,10.097,7.14116666667,6.17040000001,5.86840000001,11.8446666667,5.28586666667,6.14893333333,14.9516
236.29,9.07079999999,10.8686666667,8.54543333334,5.9396,6.10086666666,13.2526666667,6.586,7.03019999999,16.2220666667
236.66,8.95653333333,9.82786666668,8.34846666667,4.9038,6.4438,13.0495333333,6.7882,7.03146666669,16.4336
237.04,9.38766666667,10.2234666667,9.81543333335,5.13133333333,7.36626666667,13.3916,7.56073333334,8.76593333333,17.0262
237.41,8.77893333333,9.57353333333,8.68219999999,5.81413333333,7.20933333332,12.3838,6.3954,7.77133333335,15.8914666667
237.79,8.65340000001,9.4556,7.79370000001,7.1062,7.12520000001,12.6074,7.04873333333,8.00379999999,15.1290666667
238.17,11.9964,12.1793333333,10.751,10.1833333333,10.4028666667,15.7508,10.2198,11.2270666667,16.282
238.54,15.3166666667,15.3833333333,13.5916666667,12.65,13.4166666667,18.5333333333,13.2,13.75,18.4833333333
238.92,15.8492,16.4624,14.5283,14.1666,14.434,19.1822666667,13.0503333333,15.7862666667,19.4024
239.29,14.3114666667,15.1994,12.6711333333,12.4003333333,12.8818666667,18.1940666667,11.7681333333,14.6726,18.1340666667
239.67,13.487,14.4374666667,11.9007333333,10.6358666667,12.0756666667,17.3305333333,10.8316,14.0881333334,16.3941333333
240.04,14.0981333333,15.3091333333,12.6769333334,11.383,12.6067333333,17.4505333333,10.5928,14.8628666667,16.2778666667
240.42,13.322,14.8840666667,12.3882666667,11.1148666667,11.8053333333,16.4232666667,10.3565333333,13.6957333333,15.4272666667
240.79,12.5172,14.1200666667,11.6075333333,11.1308,10.8849333333,15.536,9.82299999999,12.6842666667,14.5820666667
241.17,10.943,12.9260666667,10.1371,9.89813333333,9.5352,14.0858666667,8.98620000001,11.1021333333,13.5014666667
241.54,11.3566,13.2372,10.6123333333,9.94806666667,9.93206666666,14.4777333334,9.80386666665,11.7086,14.3496666667
241.92,10.7936,12.1428,9.90253333334,9.10533333333,8.78059999999,13.5425333333,9.05486666665,10.7432,13.7373333333
242.29,9.29460000001,10.5047333333,8.5187,8.31166666667,7.44906666667,12.3236,7.77666666667,9.40146666667,12.8384666667
242.67,8.28353333333,9.56686666667,8.1873,8.11666666667,6.66013333334,11.479,7.1222,9.09840000001,12.1592
243.05,8.38426666667,9.3728,8.38433333333,8.31013333333,6.54913333333,11.1584666667,7.371,9.03300000001,12.2088666667
243.42,9.16300000001,10.1626666667,9.38186666665,9.22200000001,7.45933333333,12.0200666667,8.44719999999,9.89653333335,12.7064
243.80,9.39660000001,10.2127333333,9.72976666665,9.6608,7.7988,12.2528666667,8.90240000001,9.94253333332,13.2931333333
244.17,8.63053333333,9.12273333334,8.98973333333,9.03240000001,7.3062,11.7997333333,8.2286,8.97006666666,12.5296666667
244.55,7.729,8.35960000001,8.37353333333,8.36513333334,6.90453333333,11.1036666667,7.40246666667,8.13826666667,11.8726666667
244.92,7.94133333333,8.81066666667,8.55466666667,8.18666666667,7.21066666667,11.424,7.664,8.56,12.144
245.30,8.389,9.11659999999,8.90626666667,8.49293333333,7.5328,11.8436,8.16626666667,8.95826666667,12.3286
245.67,7.40573333333,8.20019999999,8.0463,7.43346666667,6.54273333333,11.1020666667,7.43346666667,7.90633333333,11.3177333333
246.05,7.20593333333,8.28026666667,8.11676666667,7.49033333333,6.45853333333,11.0447333333,7.55393333333,7.79626666667,11.3927333333
246.42,7.03946666667,8.24800000001,7.91456666667,7.1142,6.2978,10.8848,7.43186666667,7.67113333333,11.4185333333
246.79,6.70673333333,7.86619999999,7.23723333333,6.63393333333,6.02326666667,10.6362,7.19746666667,7.21193333334,11.1014
247.17,5.86446666667,7.08499999999,6.2207,5.70893333333,5.22133333333,10.0691333333,6.58713333333,6.3554,10.3906666667
247.54,5.25233333333,6.4936,5.6199,5.169,4.7396,9.5656,5.951,5.69486666667,10.0518
247.92,5.0692,6.36346666667,5.2585,4.91273333333,4.5574,9.53546666667,5.71473333333,5.37906666667,9.85166666666
248.29,5.39713333333,6.71506666667,5.38573333333,5.03386666667,4.8056,9.70106666666,5.90813333334,5.6316,10.1799333333
248.67,6.03306666667,7.22206666667,5.61073333333,5.3702,5.20146666667,10.1494666667,6.3516,6.11093333333,10.7342
249.04,5.7478,6.86453333333,5.34053333333,4.96633333333,4.89593333333,9.77533333333,6.10993333334,5.66393333333,10.3120666667
249.42,5.0376,6.22626666667,4.6956,4.5078,4.30726666667,9.1084,5.3956,4.96233333333,9.74226666667
249.79,5.023,6.30733333333,4.5987,4.87393333333,4.41906666667,9.09406666667,5.44726666667,5.17966666667,9.87393333333
250.17,5.48953333333,6.71986666667,4.90096666667,5.27686666667,5.07666666667,9.59333333333,5.95953333333,5.7918,10.3781333333
250.54,5.58546666667,6.83733333333,4.7778,5.33586666667,5.31846666667,9.64759999999,6.29906666667,5.67733333334,10.2997333333
250.92,5.26126666667,6.61506666667,4.56543333334,4.8864,5.09726666667,9.21526666666,5.8468,5.102,10.1569333333
251.29,5.51486666667,7.0864,4.7341,5.1196,5.59306666667,9.27773333333,5.86633333333,5.30966666667,10.2976666667
251.66,5.87533333333,7.54833333333,5.0263,5.39453333333,5.78513333333,9.45646666667,6.0656,5.73513333333,10.4332
252.04,5.7696,7.72173333333,4.97966666667,5.4128,5.69813333333,9.19473333333,5.95313333333,5.9632,10.3466666667
252.41,5.47673333334,7.69733333334,4.93333333334,5.32826666667,5.6,8.94873333333,6.0154,5.78446666667,10.0872666667
252.79,5.12033333333,7.71133333333,5.0893,5.45133333333,5.53926666667,9.11819999999,6.24766666667,5.87526666667,9.99220000001
253.16,5.5306,8.0416,5.4707,6.18426666667,5.85746666667,9.75353333333,6.51093333333,6.288,10.7962666667
253.54,6.05346666666,8.408,5.70843333333,6.62533333333,6.20306666667,10.1288,6.9706,6.7182,11.2726
253.91,6.8238,8.93953333333,6.31063333333,6.93913333333,6.7504,10.6363333333,7.4104,7.227,11.6364
254.28,5.81553333333,8.23226666667,5.50736666667,5.88646666667,5.75013333333,9.57973333335,6.04473333333,6.10473333333,10.6872666667
254.66,6.11553333333,8.65593333334,5.80296666666,6.2346,6.01313333333,9.85513333333,5.8994,6.445,10.9974
255.03,7.2226,9.73366666666,6.82463333333,7.39253333333,6.9768,11.2379333333,7.205,7.67346666667,11.9054
255.41,7.66906666667,10.0534,7.45846666667,7.78773333333,7.248,11.8208666667,7.76393333333,8.17926666666,12.2478
255.78,6.84313333334,9.337,6.8673,7.20806666667,6.81273333333,11.0219333333,7.16546666666,7.3358,11.4416
256.15,6.90866666667,9.09859999999,6.833,7.39866666667,6.71506666667,11.0465333333,7.31386666667,7.2294,11.4157333333
256.53,6.4516,8.41093333333,6.3352,7.0072,5.85426666667,10.6511333333,6.8816,6.83993333333,10.7945333333
256.90,6.54346666667,8.35859999999,6.55746666667,6.64406666667,5.6584,10.4426,6.72826666667,6.74506666667,10.3024666667
257.28,6.7698,8.88886666667,6.88326666667,6.83166666667,6.1872,10.7502,7.1102,7.01733333333,10.3118
257.65,6.676,8.85659999999,6.94556666667,6.79573333333,6.21486666667,10.7745333333,7.13693333333,6.99413333333,10.3689333333
258.02,5.16866666667,7.38146666667,5.74296666667,5.3976,4.84746666667,9.3976,5.99213333333,5.63853333333,9.2208
258.40,5.5468,7.40400000001,6.0043,5.54706666667,5.1034,9.64333333334,6.31853333333,5.9224,9.44193333332
258.77,5.897,7.63313333333,6.41023333333,5.70313333333,5.3602,10.0254,6.58906666667,6.255,9.85526666667
259.15,5.68466666667,7.30513333333,6.11666666667,5.42453333333,5.12393333333,9.66859999999,6.216,5.9048,9.67673333335
259.52,5.404,7.04766666667,5.8636,5.1624,4.88853333333,9.3462,5.99193333333,5.6532,9.49059999999
259.89,5.427,7.2314,5.85933333333,5.2514,4.8812,9.54426666667,6.109,5.73166666667,9.73640000001
260.27,5.39213333333,7.18873333333,5.78306666667,5.09373333333,4.90173333333,9.49833333333,6.08573333333,5.688,9.79206666667
260.64,5.6718,7.399,5.95736666667,5.26806666667,5.15133333333,9.70866666667,6.23873333333,5.89886666667,10.0154666666
261.01,5.92953333333,7.57006666666,6.05973333333,5.525,5.41133333333,9.8864,6.45233333333,6.10466666667,10.3083333333
261.39,5.92933333333,7.47253333334,6.029,5.53306666667,5.3382,9.74420000001,6.42973333333,6.05566666667,10.2578666667
261.76,5.917,7.45746666666,6.0198,5.42573333333,5.21306666667,9.68346666665,6.32153333333,5.96493333333,10.28
262.13,6.75813333333,8.38806666667,6.7328,6.19066666667,5.92853333333,10.4314666667,6.9648,6.6522,11.0036666666
262.51,6.65613333333,8.36920000001,6.59863333333,6.23246666667,5.7068,10.268,6.89153333333,6.53066666667,10.8723333333
262.88,6.4014,8.21739999999,6.41436666667,6.19106666667,5.41866666667,9.90053333335,6.86853333333,6.43906666667,10.6556666667
263.25,6.3774,8.45733333333,6.48543333333,6.3358,5.40706666667,9.87913333333,7.077,6.63166666667,10.7665333333
263.63,5.89653333333,8.19646666667,6.1492,6.151,4.99046666667,9.47906666667,6.7328,6.27286666667,10.4827333333
