wavelength,Back_SpoAmef,Belly_SpoAmef,Breast_SpoAmef,Crissum_SpoAmef,Crown_SpoAmef,DorTail_SpoAmef,Rump_SpoAmef,Throat_SpoAmef,WingTip_SpoAmef
559.21,9.92019999999,37.4647333333,17.1845,21.0,8.87379999999,9.20886666667,10.6284,20.8296666667,10.6067333333
559.55,9.97313333334,37.5795333333,17.2673666667,21.0948,8.9086,9.25646666668,10.6810666667,20.9088,10.6610666667
559.89,10.0015333333,37.6259333333,17.2886333333,21.1098666667,8.91253333333,9.28213333333,10.6990666667,20.9210666667,10.6711333333
560.23,10.0628,37.7595333333,17.3735666667,21.1964666667,8.99146666666,9.36413333332,10.7804666667,21.0204666667,10.7514666667
560.58,10.0696,37.8091333333,17.3882,21.2142666667,8.97459999999,9.36740000001,10.7752,21.0223333333,10.7548
560.92,10.0870666667,37.8608,17.3997666667,21.1803333333,8.99393333333,9.37073333335,10.7541333333,21.0628666667,10.7694
561.26,10.1158666667,37.9126,17.463,21.1889333333,9.01273333334,9.39453333333,10.7654,21.113,10.7940666667
561.60,10.1208,37.9130666667,17.4890666667,21.1731333333,9.01239999999,9.41106666667,10.7684666667,21.0873333333,10.7878666667
561.94,10.1494,37.9734666667,17.5230333333,21.1901333333,9.05086666667,9.4604,10.8158,21.1255333333,10.8368666667
562.28,10.1470666667,37.9918666667,17.5028333333,21.2126666667,9.03546666667,9.47106666668,10.8054,21.12,10.8425333333
562.62,10.1985333333,38.0370666667,17.5591666667,21.2860666667,9.07413333334,9.49193333333,10.8372666667,21.1588,10.8881333333
562.96,10.2238666667,38.1064666667,17.6164333333,21.3574,9.11873333333,9.533,10.8834,21.2098666667,10.9328
563.30,10.2030666667,38.0560666667,17.5784333333,21.3402666667,9.109,9.51306666666,10.8521333333,21.1718,10.9138666667
563.64,10.1780666667,38.1071333333,17.5989666667,21.3700666666,9.09120000001,9.48726666666,10.8570666667,21.1931333333,10.9012666667
563.99,10.1075333333,38.0499333333,17.5403,21.3197333333,9.01926666667,9.41053333335,10.7942,21.1239333333,10.8350666666
564.33,10.0984666667,38.0526,17.55,21.3344666667,9.01639999999,9.38526666668,10.7804,21.1173333333,10.8222
564.67,10.1164666667,38.0962,17.5994333333,21.3919333333,9.02846666667,9.41739999999,10.8394666667,21.1349333333,10.8481333333
565.01,10.1172,38.0946666667,17.5928333333,21.407,9.03046666666,9.42173333332,10.8362666667,21.1126666667,10.8479333333
565.35,10.08,38.0528,17.5470333333,21.3858,8.97399999999,9.37139999999,10.8019333333,21.0668,10.803
565.69,10.0638666667,38.0276,17.5506,21.4044,8.96606666666,9.35579999999,10.7969333333,21.0586,10.7671333333
566.03,10.0971333333,38.0621333334,17.5987333333,21.4496,9.0204,9.39106666667,10.8387333333,21.0799333333,10.7876666667
566.37,10.0714666667,38.0946,17.5722,21.4602666667,8.99879999999,9.36573333335,10.8208,21.0900666667,10.7532666666
566.71,10.0736666667,38.0927333333,17.5792,21.4818,8.98799999999,9.34653333333,10.8247333333,21.0771333333,10.7737333333
567.05,10.1097333333,38.1399333333,17.6502666667,21.5310666667,9.01973333333,9.37199999999,10.8648,21.1150666667,10.7922
567.39,10.1636,38.174,17.7019666667,21.6078666666,9.06566666668,9.40353333335,10.8952666667,21.1510666667,10.8285333333
567.73,10.1985333333,38.1808,17.7301666667,21.657,9.09406666667,9.41786666666,10.9124666667,21.1528666667,10.8312666667
568.07,10.238,38.2288,17.7638666667,21.6844,9.10433333333,9.44513333334,10.9479333333,21.1770666667,10.8512
568.41,10.2451333333,38.2115333333,17.7596666667,21.6942666667,9.10333333334,9.43393333333,10.9263333333,21.1641333333,10.8600666667
568.75,10.2744,38.2966,17.8216,21.755,9.13400000001,9.46466666667,10.9625333334,21.2224666667,10.8967333333
569.09,10.3277333333,38.3835333333,17.885,21.8319333333,9.20733333333,9.53099999999,11.0192666667,21.2965333333,10.9505333333
569.43,10.3448,38.3903333333,17.9068,21.8590666667,9.19279999999,9.54086666666,11.0140666666,21.2871333333,10.9663333333
569.77,10.323,38.3985333333,17.8867,21.8606,9.16306666667,9.51573333333,10.9966666667,21.2729333333,10.9648
570.11,10.3204666667,38.3599333333,17.8957333333,21.8687333333,9.16459999999,9.52106666665,10.9984666667,21.2590666667,10.9675333333
570.45,10.3296666667,38.3986666667,17.8904333333,21.8758,9.16406666667,9.53999999999,10.9746666667,21.2510666667,10.9592666667
570.79,10.3055333333,38.4293333333,17.8725666667,21.8666,9.14906666667,9.5322,10.9634,21.2487333333,10.9468666667
571.13,10.3180666667,38.4704666667,17.8849,21.9032666666,9.17273333333,9.5608,10.9954666667,21.245,10.9692
571.47,10.3364,38.5409333333,17.9147,21.9486,9.17926666666,9.59166666668,11.0196,21.2924,11.0081333333
571.81,10.3416,38.5834666667,17.9136,21.9788666667,9.20600000001,9.6234,11.0198,21.2988666667,11.0250666667
572.15,10.3082,38.6224,17.9223333333,22.0001333333,9.19413333333,9.6008,11.0092,21.2954666667,10.9882666667
572.49,10.2514666667,38.6201333333,17.8777333333,21.9964,9.14133333334,9.54386666667,10.9715333333,21.2792666667,10.9483333333
572.83,10.2527333333,38.648,17.8880333333,22.0024,9.13400000001,9.52633333333,10.9796666667,21.2815333333,10.9564
573.17,10.2627333333,38.7266,17.9158666667,22.0588,9.17953333333,9.55379999999,11.0155333333,21.338,10.9834666667
573.51,10.2636,38.7557333333,17.9358666667,22.0748,9.18899999999,9.57093333333,11.0416666667,21.3585333333,10.9628666667
573.85,10.2722,38.8322666667,17.9644666667,22.0972666667,9.19073333334,9.57653333333,11.0593333333,21.3922,10.9876
574.19,10.2689333333,38.873,17.9905,22.1340666667,9.18339999999,9.58433333333,11.0922,21.4318,10.9748666667
574.53,10.2599333333,38.9144,17.9936666667,22.1648666667,9.17039999999,9.56493333332,11.0833333334,21.4398666667,10.9684
574.87,10.2736,38.9042666667,18.0121666667,22.1704,9.17580000001,9.57173333334,11.0928,21.4758666667,10.9711333334
575.21,10.2944,38.9987333333,18.0688,22.2408,9.21413333333,9.6004,11.1248666667,21.5119333333,10.9914666667
575.55,10.3212,39.0511333333,18.1374666667,22.3022,9.26146666668,9.61586666667,11.174,21.5780666667,11.0152
575.89,10.3724,39.1476,18.2172666667,22.3701333333,9.29333333334,9.68000000001,11.2174666667,21.6604,11.0758
576.22,10.3786666667,39.1285333333,18.2236333333,22.354,9.30779999999,9.68153333333,11.2038666667,21.6616,11.0634666667
576.56,10.3830666667,39.1322666666,18.2362666667,22.3842,9.29419999999,9.65773333333,11.1873333333,21.6458,11.0353333333
576.90,10.3879333333,39.1518,18.2558333333,22.3832,9.27460000001,9.64666666668,11.1822666667,21.6346666667,11.0219333333
577.24,10.423,39.1996,18.289,22.4484,9.29879999999,9.64799999999,11.1939333333,21.6858666666,11.0851333333
577.58,10.4522666667,39.2550666667,18.3478333333,22.5080666667,9.33506666668,9.68566666667,11.2322,21.7396666667,11.0868666667
577.92,10.4572,39.2276,18.3515666667,22.5043333333,9.33973333333,9.66826666667,11.1982666667,21.7189333333,11.0824666667
578.26,10.5288,39.3420666666,18.4446333333,22.5988,9.41266666667,9.76073333333,11.2815333333,21.8106,11.1492
578.60,10.5232,39.4498,18.4627333333,22.6229333333,9.41393333333,9.74133333333,11.2778666667,21.8422666667,11.1717333333
578.94,10.5148666667,39.3743333333,18.4199,22.6003333333,9.38900000001,9.72153333333,11.2628,21.8092,11.1423333333
579.28,10.5144,39.3585333333,18.446,22.5878666667,9.37373333333,9.7242,11.2561333333,21.8177333334,11.1573333333
579.61,10.5368666667,39.3502,18.4506,22.6138,9.40013333333,9.71380000001,11.2929333333,21.8458,11.1782666667
579.95,10.6632666667,39.516,18.5889333333,22.7422,9.5072,9.82073333333,11.4158666667,21.9586,11.3056
580.29,10.6976666667,39.585,18.6295666667,22.7932666667,9.55640000001,9.8752,11.4625333333,22.0442,11.3794
580.63,10.7288,39.6118,18.6527666667,22.8474666667,9.61046666667,9.91126666667,11.497,22.0817333333,11.4137333333
580.97,10.7020666667,39.6719333333,18.6719333333,22.8346666667,9.58846666665,9.91913333333,11.4798666666,22.0846,11.3821333333
581.31,10.7256,39.6575333333,18.6527333334,22.8323333333,9.60713333333,9.95946666667,11.5024,22.0806,11.4222666667
581.65,10.792,39.7503333333,18.6979666667,22.9052,9.65366666667,10.0178666667,11.5661333333,22.1478,11.4931333333
581.98,10.7883333334,39.7594666667,18.7134666667,22.916,9.61933333333,9.98506666666,11.5396,22.1464,11.4866
582.32,10.7675333333,39.7078666667,18.7275666667,22.9232,9.62306666665,10.0074666667,11.5066666667,22.139,11.4608
582.66,10.7962666667,39.7843333333,18.7992666667,22.9587333333,9.67273333333,10.0563333333,11.5695333333,22.2216666667,11.5185333333
583.00,10.8724666667,39.9104,18.8478,23.0296666667,9.72573333333,10.1226,11.6454,22.3038,11.5800666667
583.34,10.8774666667,39.9421333333,18.8502333333,23.0532666667,9.72646666665,10.1463333333,11.6431333333,22.2974666667,11.5910666666
583.68,10.7861333333,39.9355333333,18.7887,23.0374,9.67299999999,10.1002666667,11.5680666667,22.2520666667,11.4982
584.01,10.7474666667,39.9645333333,18.7971,23.0704,9.64466666665,10.0842,11.5377333333,22.2562,11.4489333333
584.35,10.7995333333,40.0994666667,18.8685666667,23.167,9.64360000001,10.1183333333,11.5684,22.331,11.5027333333
584.69,10.8380666667,40.0644666667,18.8896333333,23.1948666666,9.67086666667,10.1148666667,11.5796,22.3338,11.5049333333
585.03,10.8622,40.2075333333,18.981,23.2728666667,9.71933333334,10.1380666667,11.6106,22.4197333333,11.5307333333
585.37,10.8633333333,40.3036,19.0645,23.3266666667,9.73686666667,10.1717333333,11.6552,22.5148,11.5551333333
585.70,10.8513333333,40.2501333333,19.0329,23.2728,9.72340000001,10.1683333333,11.6388666667,22.5055333333,11.5324666667
586.04,10.8876,40.2822,19.0606333333,23.2947333333,9.74499999999,10.1954,11.7127333333,22.4864666667,11.5603333333
586.38,10.8418666667,40.2433333333,19.0390666667,23.2812,9.69126666667,10.1167333333,11.6478,22.4552666667,11.4933333333
586.72,10.821,40.2232,19.0683,23.3360666666,9.64906666667,10.0816666667,11.6312666667,22.4532,11.4576666666
587.06,10.7519333333,40.1868666667,19.0105666667,23.2662666667,9.58073333334,10.0139333333,11.5498666667,22.3962666667,11.392
587.39,10.7516666666,40.1878,19.0379,23.2779333333,9.5854,10.0009333333,11.5978,22.4193333333,11.4333333333
587.73,10.7783333333,40.2486666667,19.0756333333,23.3134666667,9.63533333333,10.0418666667,11.6470666667,22.4312666667,11.4839333333
588.07,10.7315333333,40.179,19.0352,23.2414666666,9.59973333334,9.9894,11.6189333333,22.3776,11.4448
588.41,10.7264,40.2272,19.0592333333,23.2798666667,9.60593333333,10.0005333333,11.6476,22.3758,11.4571333333
588.74,10.7227333333,40.1914666667,19.0141,23.2812,9.56900000001,9.98006666667,11.6084666667,22.3281333333,11.4658666667
589.08,10.7293333333,40.1484,18.9775666667,23.278,9.58766666666,9.9844,11.5921333333,22.2797333333,11.4482
589.42,10.7689333333,40.2199333333,19.0260666667,23.3662666667,9.62786666667,10.0382666667,11.6335333333,22.3105333333,11.4928666667
589.76,10.7677333333,40.2969333333,19.0399666667,23.3960666667,9.61439999999,10.0172,11.6367333333,22.3876666667,11.4949333333
590.09,10.8057333333,40.3992,19.0780666667,23.4407333333,9.65926666665,10.0774666667,11.6550666667,22.4233333334,11.5405333333
590.43,10.7468,40.4027333333,19.0446,23.4068,9.62406666667,10.0466,11.6212666667,22.3409333334,11.5073333333
590.77,10.7918,40.4643333333,19.1216666667,23.4519333333,9.6826,10.0976666667,11.6722,22.3812666667,11.5571333333
591.11,10.8147333333,40.5391333333,19.1493333333,23.5096,9.69553333334,10.1170666667,11.6705333333,22.4078,11.5634
591.44,10.7769333333,40.4934,19.1270666667,23.4666,9.64420000001,10.0915333333,11.6206,22.3803333333,11.5344
591.78,10.7724,40.5006666667,19.1603333333,23.4872,9.6494,10.0943333333,11.6214666667,22.3658666667,11.5258
592.12,10.7811333333,40.5426,19.1591666667,23.4580666667,9.63773333333,10.0960666667,11.5924,22.3898,11.5279333333
592.46,10.7873333334,40.5690666667,19.233,23.4778,9.6382,10.0994666667,11.5956666667,22.3908666667,11.4963333333
592.79,10.7999333333,40.6483333333,19.2620666667,23.5316,9.64466666667,10.1046,11.622,22.4249333334,11.507
593.13,10.8044666667,40.6322,19.26,23.5385333333,9.65300000001,10.094,11.6260666667,22.4243333333,11.5084
593.47,10.8458,40.7026,19.2983666667,23.6218,9.68386666667,10.1261333333,11.6322,22.4374,11.5266666667
593.80,10.8412,40.6852,19.3256333333,23.6315333334,9.67833333333,10.1252666667,11.6601333333,22.4447333333,11.5378666667
594.14,10.9016,40.713,19.3924333333,23.7082,9.75093333333,10.1833333333,11.7109333333,22.5273333333,11.6018
594.48,10.8914,40.6837333333,19.3964666667,23.7556,9.75499999999,10.1919333333,11.7272666667,22.5198666667,11.5894666667
594.81,10.9540666667,40.6858666667,19.4562,23.8176,9.7938,10.2838,11.7596666667,22.5291333333,11.63
595.15,11.0234,40.7515333333,19.5323,23.904,9.86279999999,10.3321333333,11.8324666667,22.5829333333,11.6744666667
595.49,11.0885333333,40.8392666667,19.5909333333,23.963,9.90559999999,10.4024666667,11.8811333334,22.6449333333,11.7251333333
595.82,11.159,40.948,19.7044,24.0870666667,9.99686666667,10.4917333333,11.979,22.7084,11.8050666667
596.16,11.1168666667,40.9758,19.6686666667,24.0772,9.98453333333,10.474,11.973,22.7016,11.8132666667
596.50,11.1267333333,41.0072,19.7047,24.1262,10.0244666667,10.4947333333,11.997,22.7152,11.8544666667
596.83,11.078,41.0197333333,19.689,24.1207333333,9.98693333333,10.4641333333,11.9633333333,22.6808,11.8184
597.17,11.0144666667,40.9686666667,19.6832333333,24.0623333333,9.93860000001,10.4144666667,11.9174,22.6193333333,11.78
597.51,11.0131333333,40.9881333333,19.6629333333,24.0876,9.93126666666,10.3973333333,11.8782666667,22.585,11.7696666667
597.84,10.9101333333,40.9668666667,19.5707666667,24.0026,9.83326666668,10.3076,11.7878,22.5022666667,11.6657333333
598.18,10.9413333333,41.1029333333,19.6006333333,24.0078,9.82613333333,10.3016666667,11.8153333333,22.5335333333,11.6772
598.52,10.9464666667,41.1510666667,19.6304666667,24.0093333333,9.83153333333,10.2758666667,11.8372666667,22.5541333333,11.6792
598.85,10.8965333333,41.1478,19.5856,23.9477333333,9.75766666666,10.2113333333,11.7859333333,22.5058,11.6146
599.19,10.8620666667,41.1692,19.5714666667,23.9651333333,9.7496,10.1703333333,11.7743333333,22.5066666667,11.6002666667
599.53,10.8332,41.1683333333,19.5625,23.9419333333,9.69913333335,10.1185333333,11.7333333333,22.521,11.5678666667
599.86,10.8955333333,41.2339333333,19.6421333333,24.0232666667,9.7324,10.1891333333,11.7933333333,22.5933333333,11.6084
600.20,10.8426666667,41.2390666667,19.6173666667,23.9802666667,9.63026666667,10.1196,11.7118666667,22.5629333333,11.5360666667
600.53,10.9340666667,41.4114666667,19.7382,24.0894,9.73160000001,10.2094,11.7918666667,22.6879333333,11.6424
600.87,11.0182,41.479,19.8030666667,24.185,9.79819999999,10.3037333333,11.8904,22.7946666667,11.7456666667
601.21,11.0556,41.5661333333,19.8903333333,24.2440666667,9.81239999999,10.3715333333,11.9763333333,22.8854,11.7986
601.54,11.2048666667,41.6508,20.0045333333,24.3925333333,9.93920000001,10.5354666667,12.1161333333,22.9748666667,11.935
601.88,11.2541333333,41.6792666666,20.0603666667,24.4842666667,10.002,10.6355333333,12.1647333333,23.0374,12.0110666667
602.21,11.2101333333,41.647,20.0193,24.4908,9.98546666667,10.6023333333,12.1308,22.9871333333,11.9797333333
602.55,11.2211333333,41.6281333333,20.0557666667,24.5252666667,10.0164666667,10.6335333333,12.1542,22.9902666667,12.0032666667
602.88,11.2530666667,41.6587333333,20.0961666667,24.5454666667,10.0254,10.6705333333,12.1643333333,22.9981333333,12.03
603.22,11.2235333333,41.6485333333,20.0619,24.5572,10.0069333333,10.6495333333,12.1568,22.9588,12.0116
603.56,11.2504,41.6517333333,20.0608666667,24.5748666667,10.0216666667,10.6502,12.158,22.9422666667,12.0188666667
603.89,11.2986,41.7038,20.1319666667,24.6434666666,10.0803333333,10.7172,12.2168,22.9695333333,12.0820666667
604.23,11.2924666667,41.6532666667,20.1258333333,24.6486,10.0673333333,10.7075333333,12.208,22.934,12.0705333333
604.56,11.2543333333,41.6108666666,20.0962,24.6018,10.0528666667,10.6776,12.1554666667,22.8806,11.9964
604.90,11.2730666667,41.6540666666,20.1020666667,24.6294666667,10.0922666667,10.6748666667,12.1505333333,22.8705333333,12.0044666666
605.23,11.257,41.6832666667,20.1278,24.6112666667,10.0841333333,10.6438666667,12.1138,22.8764,11.9948666667
605.57,11.2074666667,41.6354666667,20.0822666667,24.5794,10.0291333333,10.5552666667,12.0588,22.8281333333,11.9438
605.90,11.1869333333,41.6876,20.0751666667,24.5786,10.0009333333,10.5307333333,12.0498666667,22.8230666667,11.9368666667
606.24,11.1953333333,41.7476,20.1029666667,24.639,9.99580000001,10.5565333333,12.0354,22.8454666667,11.9654
606.58,11.1733333333,41.6818666667,20.0414,24.631,9.99433333333,10.522,12.0119333333,22.8378,11.9114
606.91,11.1557333333,41.6474666667,20.0296666667,24.6079333333,9.97706666667,10.5061333333,11.9671333333,22.8238666667,11.8955333333
607.25,11.1342,41.6984,20.0631,24.6438666667,9.96346666667,10.4836666667,11.9605333333,22.8630666667,11.8706666667
607.58,11.1576,41.7044666667,20.0858666667,24.6444,9.96293333333,10.4948666667,11.9618666667,22.9184,11.8684
607.92,11.131,41.6962666667,20.1055,24.6289333333,9.93346666667,10.4770666667,11.9556666667,22.9494666667,11.8383333333
608.25,11.1944666667,41.8144666667,20.1835,24.7266,9.98880000001,10.5209333333,12.0312,23.0728666667,11.9282666667
608.59,11.1790666667,41.7438666667,20.1578,24.6587333333,9.94580000001,10.5140666667,12.0264666667,23.1284666667,11.8828666667
608.92,11.1776666667,41.7579333333,20.1274666667,24.6914666667,9.91820000001,10.5092666666,12.0388666667,23.1932,11.8775333333
609.26,11.1968,41.7852666667,20.1780666667,24.7044,9.9466,10.5527333333,12.0769333333,23.2746,11.8824
609.59,11.2652,41.8016,20.2155666667,24.7504666667,10.0033333333,10.6006,12.1274666667,23.4068666667,11.9195333333
609.93,11.3162,41.9052,20.2661333333,24.8179333333,10.0464666667,10.6219333334,12.1958666667,23.5780666667,11.9445333333
610.26,11.2444666667,41.9011333333,20.244,24.7656666667,9.96726666667,10.5681333333,12.1449333333,23.5705333333,11.9066666667
610.60,11.2956,41.9818666667,20.2902,24.8576666667,9.98686666667,10.6065333333,12.208,23.6900666667,11.9386666667
610.93,11.2318666667,41.9015333333,20.2142,24.7862,9.9472,10.5574,12.1541333333,23.6670666667,11.8870666667
611.27,11.2278666666,41.9127333333,20.2025,24.7815333333,9.95580000001,10.534,12.1906,23.7212,11.8804
611.60,11.2503333333,41.968,20.1909333333,24.8321333333,9.95953333333,10.5621333333,12.2322,23.8003333333,11.8986
611.93,11.2373333333,41.9892,20.1843666667,24.8526,9.92440000001,10.5776666667,12.2226,23.8244,11.9016666667
612.27,11.3152,42.0926,20.2955666667,25.0368666667,10.0391333333,10.6929333333,12.3265333333,23.9138666667,12.0252666667
612.60,11.3891333333,42.2125333333,20.4201333333,25.1398666666,10.1304666667,10.7637333333,12.4081333333,24.0126666667,12.1343333333
612.94,11.4539333334,42.3086666667,20.4583333333,25.2458,10.1758,10.8026666667,12.4526666667,24.0568666667,12.1864
613.27,11.4391333333,42.3836666667,20.5107,25.2625333333,10.1619333333,10.8111333333,12.4645333333,24.0357333333,12.2071333333
613.61,11.3944,42.2836,20.4609,25.2166,10.1332666667,10.7548666667,12.4306,23.9290666666,12.1774
613.94,11.5277333333,42.4034666666,20.5954,25.3914666667,10.2846,10.8744666667,12.5476,24.0316,12.3218666667
614.28,11.5540666667,42.4227333333,20.6445666667,25.4026666667,10.3634,10.9378,12.5818,24.0226666667,12.3715333333
614.61,11.5716666667,42.4631333333,20.7235333333,25.4459333333,10.3721333333,10.9801333333,12.6386,24.0261333333,12.4282
614.94,11.5432666667,42.4772,20.7052,25.4476,10.3773333333,10.9619333333,12.5976666666,23.9619333333,12.4068666667
615.28,11.5555333334,42.4648666667,20.7368,25.4448666667,10.4302666667,10.9686666667,12.6243333333,23.9424666667,12.4178666667
615.61,11.5034666667,42.4356666667,20.7280333333,25.4075333333,10.4088666667,10.9326,12.6026,23.8866666667,12.3588
615.95,11.4849333333,42.5069333333,20.7207666667,25.359,10.3806666667,10.8810666667,12.5707333333,23.8104666667,12.3140666667
616.28,11.4360666667,42.4230666667,20.6333666667,25.2703333333,10.3271333333,10.8166,12.5154,23.6982,12.2048666667
616.61,11.4242,42.412,20.6554,25.2790666667,10.3444,10.8403333333,12.5098,23.6763333333,12.2262
616.95,11.463,42.4541333333,20.7309333333,25.3776,10.3766666667,10.8925333334,12.5348,23.6934,12.2717333333
617.28,11.539,42.5266,20.7795,25.425,10.4378,10.978,12.5696,23.6908,12.3389333333
617.62,11.5472,42.6470666667,20.8188333333,25.4550666667,10.4272,10.9929333333,12.6313333333,23.7213333333,12.3331333333
617.95,11.5124666667,42.6448666666,20.8055666666,25.4625333333,10.3712666667,10.9554,12.5904666667,23.6893333333,12.2876666667
618.28,11.5364,42.6828666667,20.7866333333,25.4604666667,10.3443333333,10.9359333333,12.5505333333,23.6720666667,12.2569333333
618.62,11.5376,42.7422666667,20.8337,25.5224,10.3648,10.9750666667,12.5946,23.6911333333,12.2879333333
618.95,11.5002,42.7814,20.8390666667,25.5214666667,10.3004,10.9133333333,12.5252,23.6684,12.251
619.28,11.4589333333,42.7662666667,20.7817333333,25.4794666667,10.2258666667,10.8492666667,12.4726666667,23.6161333333,12.1860666667
619.62,11.4608666667,42.7958666667,20.7982333333,25.5249333333,10.2074,10.8628,12.4763333333,23.6371333333,12.1981333333
619.95,11.4481333333,42.801,20.8153,25.5464666667,10.2161333333,10.8794,12.4738,23.6097333333,12.211
620.28,11.4599333333,42.8498666667,20.8016666667,25.5693333333,10.2032,10.8733333333,12.4591333333,23.5982666667,12.1864
620.62,11.4994666667,42.8620666667,20.8109333333,25.5312666667,10.2324,10.9214,12.4855333333,23.6254,12.1895333333
620.95,11.4810666667,42.9751333333,20.8873666667,25.5916666667,10.2326666667,10.9494,12.5237333333,23.6976666667,12.2312666667
621.28,11.4586,42.9209333334,20.8776666667,25.5636,10.2503333333,10.9546666667,12.4854666667,23.6722666667,12.2246666667
621.62,11.5036666667,43.0025333333,20.9442,25.5902,10.3250666667,10.9978666667,12.5536,23.7188,12.2881333333
621.95,11.5583333333,43.1019333333,21.0029,25.6788,10.4238,11.0674666667,12.6411333333,23.7978,12.3693333333
622.28,11.6248,43.1626666667,21.0629,25.7316666667,10.4400666667,11.0845333333,12.6738666667,23.8219333333,12.3872666666
622.62,11.6814,43.2094666667,21.1166333333,25.8220666667,10.5024,11.1688,12.7382666667,23.8304,12.4514666667
622.95,11.8492,43.4,21.3087333333,26.0280666667,10.7022,11.3337333333,12.8706,23.985,12.6378666667
623.28,11.7984666667,43.3603333333,21.3131333333,26.0653333333,10.6884,11.2757333333,12.8362666667,23.9684666667,12.6208
623.62,11.8198666667,43.4376,21.3639333333,26.1515333333,10.7052666667,11.2994666666,12.8530666666,24.0112,12.653
623.95,11.7543333333,43.4069333333,21.3668666667,26.0960666667,10.6762666667,11.2617333334,12.8172666667,23.9706,12.6041333333
624.28,11.6794666667,43.3546,21.2962,26.099,10.6137333333,11.176,12.7688666667,23.8628666667,12.5789333333
624.62,11.7320666667,43.3575333333,21.3274,26.1405333334,10.6584,11.1962666667,12.8019333333,23.8428,12.6054666667
624.95,11.8242,43.4710666667,21.46,26.2596666667,10.708,11.2566,12.9051333333,23.9381333333,12.6829333333
625.28,11.8192666667,43.5074,21.4704666667,26.2762666667,10.6586,11.2454666667,12.8746666667,23.9450666667,12.6577333333
625.61,11.8282666667,43.5168666667,21.5065,26.3081333333,10.6561333333,11.2412,12.8725333333,23.9424,12.6639333333
625.95,11.8058666667,43.4888,21.4744333333,26.3409333333,10.6481333333,11.2653333333,12.8384,23.9336,12.6431333333
626.28,11.798,43.4982,21.4643666667,26.3121333333,10.6317333334,11.2524666667,12.8321333333,23.9384,12.6200666667
626.61,11.7980666667,43.5117333333,21.4713666667,26.3215333333,10.6374,11.2603333333,12.8589333333,23.9222666667,12.6240666667
626.94,11.8565333334,43.5176,21.4914666667,26.2970666667,10.6812,11.2968,12.8872,23.9468666667,12.6673333333
627.28,11.8313333333,43.4732,21.4714666667,26.2628,10.6468,11.2768,12.8711333333,23.9042,12.6363333333
627.61,11.9197333333,43.5344666667,21.5454333333,26.3570666667,10.7143333333,11.3528666667,12.9648666667,23.956,12.7596666667
627.94,11.9594666667,43.6364,21.6442333333,26.4042666667,10.7658,11.3982,13.0034,24.0463333333,12.8039333333
628.27,11.9312666667,43.6177333333,21.6204,26.4026666667,10.7660666667,11.3930666667,12.9858666667,24.0814666667,12.7758
628.61,11.8498,43.5289333333,21.5082333333,26.3279333333,10.7118666667,11.3416666667,12.9150666667,23.9991333333,12.7082
628.94,11.8437333333,43.5346,21.5443333333,26.3636666666,10.7456666667,11.3648666667,12.9573333333,24.0211333333,12.748
629.27,11.8656,43.5394666667,21.5680333333,26.398,10.7826666667,11.4053333334,12.9954666667,24.0653333333,12.7818666667
629.60,11.8238,43.5446,21.5663666667,26.317,10.7230666667,11.353,12.9872666667,24.0378666667,12.7626
629.94,11.8390666667,43.5933333333,21.6118666667,26.3617333333,10.7531333333,11.3990666667,12.99,24.0339333333,12.813
630.27,11.8309333333,43.5249333333,21.6194333333,26.3094666667,10.7336,11.3712,12.9572,24.0176666667,12.7777333333
630.60,11.8422,43.609,21.6593333333,26.3590666667,10.7684666667,11.4208,13.0118,24.0442666667,12.7822
630.93,11.9306,43.7849333333,21.762,26.4796,10.8578666667,11.4958,13.0932666667,24.1525333333,12.8710666667
631.26,11.9446,43.7887333333,21.7721333333,26.5000666667,10.8608666667,11.5014666667,13.1086666667,24.1722666667,12.8342666667
631.60,11.9338,43.7052,21.6981666667,26.4749333333,10.8442666667,11.4800666667,13.0877333333,24.1291333333,12.8013333333
631.93,11.9276666667,43.7370666667,21.7093,26.4945333333,10.8168,11.4439333333,13.0810666667,24.0790666667,12.7628
632.26,11.9117333333,43.8133333333,21.7518,26.5093333334,10.8022666667,11.4547333333,13.0350666667,24.0746666667,12.7732666667
632.59,11.9667333333,43.8278,21.7592,26.5330666667,10.8550666667,11.5005333333,13.0655333333,24.0476,12.828
632.92,12.0536666667,43.9403333333,21.8202333333,26.6043333333,10.9288666667,11.5396666667,13.1146666667,24.0730666667,12.8763333333
633.26,12.1995333333,44.1172,21.9977333333,26.8106,11.0906,11.6856666667,13.2628,24.2136666666,13.0164666667
633.59,12.1546,44.0738,21.9047666667,26.7892,11.044,11.6384666667,13.2695333333,24.1946666667,12.9788
633.92,12.0974666667,44.1281333333,21.8735333333,26.8033333333,10.9816666666,11.6048666667,13.2522666667,24.194,12.958
634.25,12.0817333333,44.1142,21.8863666667,26.8201333333,10.9581333333,11.5856,13.2375333333,24.1791333333,12.9624666667
634.58,11.9816,44.0178666667,21.8195666667,26.7258,10.8770666667,11.5092,13.1334666667,24.063,12.8833333333
634.91,11.9422,44.062,21.8295666667,26.7308,10.8548666667,11.4689333333,13.0858,24.0634666667,12.8632666667
635.25,11.9823333333,44.1545333333,21.9076333333,26.7736666667,10.8672666666,11.5004666667,13.122,24.0932,12.8929333333
635.58,11.9607333333,44.1371333333,21.905,26.7955333333,10.8260666667,11.5194,13.0808,24.053,12.9142
