wavelength,Back_CoeFlaf,Belly_CoeFlaf,Breast_CoeFlaf,Crissum_CoeFlaf,Crown_CoeFlaf,DorTail_CoeFlaf,Patch10_CoeFlaf,Patch11_CoeFlaf,Rump_CoeFlaf,Throat_CoeFlaf,WingTip_CoeFlaf
191.71,32.70835,32.1296,27.9630666667,-8.2871,39.4444666667,43.3796333333,6.11113333334,1.48153333334,36.0184,2.22206666666,57.6852
192.09,34.2792833333,30.7206666667,26.3064,-2.61276666666,44.2342666667,43.6036666667,7.47746666666,3.96400000001,35.0899333333,6.39640000001,56.6666666667
192.47,38.0054333333,27.2130666667,26.7760666667,-12.2402333333,51.3662,52.5137333333,-2.07633333334,-2.18573333333,34.9180111112,8.41513333335,61.8580666666
192.85,45.4386166667,9.12280000007,28.0700666666,-38.2458,62.6315999999,76.7543666667,-20.0000666667,-18.9473333334,31.1696222222,2.80706666666,78.2456666667
193.23,123.333433333,43.9393333333,90.0000666668,-11.9697999999,126.666733333,169.696866667,-4.24233333334,-3.33326666652,80.5051222222,41.8181333333,156.666666667
193.61,168.333333333,25.0,131.666666667,-41.6666666667,155.833333333,225.833333333,-0.41666666654,5.8333333334,112.708333333,45.4166666666,207.083333333
193.99,310.605966667,94.5456,201.212133333,-39.3939000001,263.030266667,381.5151,73.3332000002,36.3636666667,205.858588889,87.2726,354.545466667
194.37,148.333383333,57.3914666667,99.7101333334,-15.0726,116.5218,186.376833333,57.3914666667,20.5798666666,110.579711111,58.2608000001,178.261
194.75,629.999999999,93.3333333333,371.666666667,-423.333333333,428.333333333,790.0,115.0,-39.9999999993,368.611111112,133.333333334,836.666666666
195.13,125.2222,-20.8887333333,60.8889333331,-158.2223,72.0000000001,146.666833333,-16.0000666667,-24.8888666666,43.1112222222,-24.0000666666,166.6666
195.51,148.7778,17.3333333333,69.7778000001,-105.111066667,105.7778,159.555566667,-2.22226666674,2.22226666667,62.8889222223,-5.33340000001,181.777733333
195.89,144.666616667,20.0000000001,37.7777999999,-127.555466667,124.889,176.222233333,14.6665333333,-7.11113333313,60.0000222224,-15.5555333333,189.777933333
196.27,82.7083333333,-20.0,26.2499999999,-150.416666667,65.0000000001,138.75,7.50000000013,-57.0833333333,24.2361111111,-51.6666666667,145.416666667
196.65,44.3860833334,-23.1578666666,17.5438666666,-115.9649,40.0000666667,118.5965,16.8421999999,-51.5788666668,14.9122111111,-61.4035333334,111.9298
197.03,-26.8055500002,-102.222066667,-81.1111333334,-267.222266667,-23.3333333334,83.3334000001,-65.5556000001,-181.111133333,-73.8888888888,-206.666733333,88.8888000001
197.40,-116.444383333,-198.2222,-142.222333333,-317.333333333,-104.4444,-11.5554666666,-126.666733333,-228.8888,-146.888844444,-246.6668,2.22220000006
197.78,-133.1944,-253.889,-193.888933334,-384.166733333,-127.777733333,-3.33333399901e-05,-169.999933333,-296.666733333,-169.722088889,-306.666666667,7.77786666693
198.16,-46.3044000001,-108.115866667,-86.6667333333,-163.333266667,-46.3767999999,17.1015,-69.2753333334,-120.869533333,-68.3090666666,-118.5508,20.8694666666
198.54,-321.29635,-494.814933333,-452.592533333,-671.481433334,-340.740666667,-185.9257,-417.7778,-530.3704,-394.321033333,-537.037,-174.8148
198.92,-363.703633333,-554.814866667,-516.296266667,-729.259233334,-389.629666667,-237.037033333,-459.999933333,-598.5186,-438.765411111,-605.185133333,-273.333266667
199.30,-1051.11111667,-1666.6666,-1591.11106667,-1968.8889,-1104.4444,-639.999833332,-1308.88893333,-1811.11106667,-1252.22223333,-1642.2222,-886.666600001
199.68,-447.777733333,-814.444533333,-683.3334,-880.000033332,-517.777733333,-186.6666,-528.888733333,-758.888866665,-490.740677777,-684.444533333,-337.777799999
200.06,-258.030316666,-481.212333333,-336.3636,-495.7577,-343.0304,-129.090866667,-316.969666667,-419.999866667,-286.767688889,-382.4242,-187.8788
200.44,-465.666666667,-1005.33333333,-704.0,-1046.66666667,-672.0,-308.000000001,-655.999999999,-762.666666667,-548.666666667,-705.333333334,-315.999999999
200.82,-174.0741,-495.5556,-354.074133333,-545.555433333,-304.4444,-147.4074,-280.740733333,-331.851933333,-215.308688889,-287.407333333,-99.9999333332
201.19,-29.7221166667,-140.277666667,-85.5554666666,-159.444466667,-88.0555333334,-17.6388333334,-67.5000666667,-73.3333333333,-35.0926111112,-50.0000666667,1.66666666686
201.57,-18.5801833333,-123.703733333,-78.7654666667,-133.827033333,-79.5062000001,-36.4196666667,-57.7778,-61.4814666667,-34.8972555556,-37.0369999999,-11.8518666667
201.95,-23.6666666667,-137.6,-95.4666666667,-153.066666667,-99.7333333334,-50.6666666667,-54.6666666666,-76.7999999999,-52.7555555555,-40.7999999999,-27.4666666667
202.33,-276.25,-1003.33333333,-628.333333333,-1064.16666667,-678.333333333,-434.999999999,-400.000000001,-498.333333334,-343.055555556,-391.666666666,-310.000000001
202.71,-146.666666667,-888.333333333,-433.333333333,-754.166666666,-526.666666667,-313.333333333,-211.666666666,-283.333333333,-183.055555555,-235.0,-240.000000001
203.09,-127.916666667,-953.333333335,-421.666666667,-676.666666667,-534.999999999,-359.166666667,-206.666666667,-135.0,-210.277777777,-179.999999999,-241.666666666
203.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203.85,174.833333334,502.0,303.333333333,442.0,311.333333333,293.333333333,178.0,190.0,252.666666667,193.333333333,192.666666667
