wavelength,Back_CoeFlaf,Belly_CoeFlaf,Breast_CoeFlaf,Crissum_CoeFlaf,Crown_CoeFlaf,DorTail_CoeFlaf,Patch10_CoeFlaf,Patch11_CoeFlaf,Rump_CoeFlaf,Throat_CoeFlaf,WingTip_CoeFlaf
587.06,11.55745,38.6769333333,35.948,26.2501333333,10.1732,9.35976666666,24.1806666667,23.9508,20.4422222222,21.6007333333,13.0068
587.39,11.6145333333,38.6962,36.0140666667,26.3310333333,10.2160666667,9.39989999999,24.2003333333,23.9916,20.5184777778,21.6394666667,13.0638666667
587.73,11.64685,38.7085333333,36.0186,26.3945333333,10.2436,9.4502,24.2220666667,24.0661333333,20.5423111111,21.6584,13.1146
588.07,11.7012333333,38.8571333333,36.143,26.4969666667,10.2996666667,9.49233333333,24.2940666667,24.0996666667,20.5893222222,21.7191333333,13.1735333333
588.41,11.6678166667,38.8210666667,36.1182666666,26.4226333333,10.2643333333,9.46736666667,24.2952666667,24.0662666666,20.5701222222,21.6934666667,13.1453333334
588.74,11.6986,38.8139333333,36.1419333333,26.4475666667,10.2902666667,9.51356666667,24.3302,24.1124666667,20.5886888889,21.7211333333,13.1936
589.08,11.7904,38.9108666667,36.2456666667,26.5388333333,10.3638,9.57616666666,24.4213333333,24.1702666667,20.6888222222,21.792,13.2610666667
589.42,11.8851,38.9979333333,36.3518,26.6521666667,10.4516666667,9.67960000001,24.5047333333,24.2594,20.7589,21.8796,13.3255333333
589.76,11.9413833333,39.0568666667,36.3897333333,26.6948333333,10.4688666667,9.71286666666,24.5268,24.2942,20.7793888889,21.9192666667,13.3580666667
590.09,11.9309,39.0152,36.3887333333,26.7051,10.4316,9.7103,24.5458,24.302,20.7695,21.9264,13.3511333333
590.43,11.8952166667,38.9638,36.3771333333,26.6689333333,10.4108,9.70823333334,24.5239333333,24.2680666666,20.7403666667,21.925,13.34
590.77,11.9508666667,39.0172666667,36.4568666667,26.7364333333,10.4561333333,9.76490000001,24.5783333333,24.354,20.7762555555,21.9761333333,13.4186
591.11,11.9757333333,39.0576,36.4614666667,26.713,10.4765333334,9.80356666666,24.6218,24.354,20.7976666667,21.9992,13.4443333333
591.44,12.0096833333,39.0652,36.5209333333,26.7082666667,10.5328666667,9.82616666667,24.6503333333,24.3424666667,20.8202222222,22.0436666667,13.4610666667
591.78,12.0066,39.0160666667,36.5202,26.6589,10.5437333333,9.82680000001,24.6508666667,24.3353333333,20.8339777778,22.0444,13.4662
592.12,11.97885,38.9635333333,36.4501333333,26.6442,10.5042,9.79686666667,24.6010666667,24.2765333333,20.8331444445,21.999,13.4368
592.46,11.9954833333,39.0366666667,36.4904666667,26.7097,10.5205333333,9.82226666667,24.6351333333,24.3146666667,20.878,22.0296666667,13.453
592.79,11.9736833333,39.0559333333,36.4617333333,26.6658666667,10.5323333333,9.84906666667,24.6148,24.2931333333,20.8395,22.0287333333,13.4615333333
593.13,11.9741833333,39.0797333333,36.4927333333,26.6812333333,10.5172666667,9.87083333333,24.6506,24.3040666667,20.8755555556,22.0649333333,13.4741333333
593.47,11.9458,39.1194666667,36.5148,26.6458,10.5131333333,9.84503333333,24.6679333334,24.3066,20.8561666667,22.0547333333,13.4815333333
593.80,11.96515,39.1886,36.6116666667,26.6687666667,10.5777333333,9.87266666667,24.6999333333,24.3354666667,20.8963111111,22.0972666667,13.5530666667
594.14,11.9327833333,39.2278666667,36.6086,26.6512,10.5503333333,9.87863333333,24.6849333333,24.3503333333,20.8572222222,22.0853333333,13.5453333333
594.48,11.9786666667,39.3012,36.6573333333,26.6572,10.6028,9.91776666667,24.7044,24.3930666667,20.9264888889,22.143,13.5607333333
594.81,12.0071666667,39.3068666667,36.6847333333,26.6485666667,10.6338,9.9337,24.6960666667,24.4382666667,20.9325888889,22.1520666667,13.5708666667
595.15,12.0085833333,39.3766,36.7314666667,26.6788666667,10.6070666667,9.93946666667,24.6976,24.4711333333,20.9264111111,22.1638666667,13.583
595.49,12.0075166667,39.3585333333,36.6946,26.6136333333,10.5880666667,9.92746666667,24.6935333333,24.4825333333,20.8942777778,22.1178,13.573
595.82,12.0544666667,39.4178666667,36.7842666667,26.6272333333,10.6315333333,9.95706666666,24.7292,24.5457333333,20.9096333333,22.1436666667,13.6045333333
596.16,12.0246166667,39.3713333333,36.7564666667,26.5799333333,10.6106666667,9.94676666667,24.674,24.4888,20.8860777778,22.0884666667,13.5772666666
596.50,11.9747,39.3465333333,36.7475333333,26.5602333333,10.554,9.88726666667,24.6516,24.4770666667,20.8636777778,22.0361333333,13.5306666667
596.83,11.9238166667,39.3302666667,36.7486,26.5242,10.5002666666,9.84033333333,24.619,24.4428666667,20.8347111111,21.9954666666,13.497
597.17,11.9143333333,39.2959333334,36.7707333333,26.5376666667,10.4975333334,9.85513333333,24.599,24.4289333333,20.8295888889,21.9689333333,13.4846666667
597.51,11.9287833333,39.3527333333,36.7968666667,26.5963666667,10.4972666667,9.86493333334,24.6345333333,24.4760666667,20.8562,21.9852,13.5033333333
597.84,11.9483666667,39.3194666667,36.8241333333,26.5852333333,10.5276666667,9.86123333333,24.6347333333,24.4781333333,20.8783555556,21.9656666667,13.5261333333
598.18,11.94205,39.3070666667,36.8274666667,26.5705,10.5126666667,9.86516666667,24.6572666667,24.4552,20.8547,21.9184,13.5126
598.52,11.9377,39.2981333333,36.8576,26.592,10.5008,9.869,24.6625333333,24.4466,20.8527333333,21.9096,13.5090666667
598.85,11.9115166667,39.1954,36.7955333333,26.5396666667,10.4716666667,9.8492,24.6076,24.3874666667,20.8300333333,21.8239333333,13.4459333333
599.19,11.8651333333,39.1680666667,36.8548,26.6055333333,10.4506,9.82000000001,24.5707333333,24.3642666667,20.8016444445,21.8469333333,13.4124
599.53,11.8307833333,39.1583333333,36.8427333333,26.6086,10.4396666667,9.7986,24.5734,24.3254666667,20.7889222222,21.8320666667,13.3986666667
599.86,11.8852666667,39.2559333333,36.9788666666,26.6964333333,10.5062666667,9.84026666667,24.6571333334,24.43,20.8636,21.9411333333,13.4645333333
600.20,11.8914,39.1931333333,36.9819333333,26.6743333333,10.5225333333,9.86133333333,24.6192666667,24.4062666667,20.8287333333,21.932,13.446
600.53,11.9210666667,39.2116,36.9834666667,26.6777333333,10.5738,9.89676666667,24.6798666666,24.4494666666,20.8827777778,21.9644666667,13.4969333333
600.87,11.9730833333,39.2546666667,37.0179333333,26.7128,10.6134,9.93686666666,24.7056666667,24.4930666667,20.9490777778,22.0280666667,13.5582666667
601.21,12.0002,39.2390666667,36.9934666667,26.7006666667,10.6535333333,9.97203333333,24.6859333333,24.4736666667,20.9658555555,22.0243333333,13.5563333333
601.54,12.04325,39.3338,37.0861333333,26.7857,10.6868,10.0058333333,24.7562,24.5476,21.0517888889,22.1094,13.5933333334
601.88,12.0703,39.3905333333,37.1143333333,26.8206,10.6933333333,10.0171333333,24.7910666667,24.5628666667,21.1158888889,22.1664,13.6242
602.21,12.1209166667,39.4787333333,37.1236666667,26.8696,10.734,10.0825333333,24.832,24.6043333333,21.1448888889,22.1947333333,13.6944
602.55,12.231,39.6512,37.266,26.9959666667,10.8544,10.1972,24.9867333333,24.7385333333,21.2846,22.3632666667,13.8730666667
602.88,12.2883833334,39.75,37.2895333333,27.0218333333,10.9134666667,10.2757,25.0579333333,24.7941333333,21.3688444445,22.4104,13.9524
603.22,12.3543333333,39.8072666667,37.3603333333,27.0712666667,10.9498,10.3423333333,25.1033333333,24.8672666667,21.4181444445,22.4654666667,14.0018
603.56,12.2925333333,39.7382666667,37.2662,27.0185666667,10.8978,10.3115666667,25.0349333334,24.7879333333,21.3296777778,22.3943333333,13.9657333333
603.89,12.3297666667,39.7676,37.2782666667,27.0369333333,10.9214666667,10.3382666667,25.0776,24.7987333333,21.3871333333,22.4149333333,14.0252
604.23,12.34625,39.828,37.3566,27.0746,10.9458666667,10.3590666667,25.0702666666,24.8441333333,21.3920111111,22.447,14.0217333333
604.56,12.3130166667,39.8237333333,37.3371333333,27.0664666667,10.9387333333,10.3362333333,25.058,24.83,21.3559444445,22.4031333333,14.0002
604.90,12.3171833333,39.8332,37.3554666667,27.0640666667,10.9113333333,10.3186,25.0553333333,24.8440666667,21.3456,22.4195333333,14.0049333333
605.23,12.3306833333,39.8520666667,37.3658666667,27.0947,10.9212666667,10.3631333333,25.0644666667,24.8514666667,21.3314444444,22.4274666667,13.999
605.57,12.3009333333,39.842,37.3850666667,27.0896333333,10.9154,10.3467333333,25.0213333333,24.8687333333,21.2832,22.3852,13.9915333334
605.90,12.2133333334,39.7634666667,37.3364,27.0701333333,10.8468,10.2802666667,24.9685333333,24.7955333333,21.2282333333,22.3406666667,13.9196
606.24,12.1519666667,39.6574,37.2597333333,26.9923666667,10.763,10.2125666667,24.8900666667,24.7072,21.1381111111,22.2478666667,13.8192666667
606.58,12.13185,39.5874666667,37.2492,27.0121333333,10.7084666667,10.1528,24.8812,24.6744666667,21.0905888889,22.2138,13.7258666667
606.91,12.0924333333,39.621,37.2914666667,27.0172,10.678,10.1354,24.8660666667,24.6494666667,21.0846555555,22.2109333333,13.6998666666
607.25,12.1121,39.6467333333,37.3680666667,27.0091,10.6595333333,10.1228,24.8984,24.6565333333,21.1156777778,22.2047333333,13.7018666667
607.58,12.0675666667,39.6342,37.3908666667,27.0339333333,10.6215333333,10.0741333333,24.8755333333,24.6336666667,21.0851888889,22.2109333333,13.6565333333
607.92,11.9259333333,39.4748666667,37.2229333333,26.9336333333,10.4705333333,9.9263,24.7782666667,24.4526666667,20.9517,22.0476,13.5372
608.25,11.8226666667,39.3334666667,37.1308,26.8115666667,10.3534,9.80536666666,24.6728,24.3490666667,20.8442777778,21.9235333333,13.4078
608.59,11.6671166667,39.175,36.9898666667,26.6520333333,10.2317333333,9.68223333333,24.5571333333,24.1688666667,20.6867888889,21.7442666667,13.2452666667
608.92,11.49205,39.0235333333,36.8678,26.4983333333,10.0742,9.50593333334,24.4437333333,23.9835333333,20.5328,21.5761333333,13.0972
609.26,11.2699333333,38.7310666667,36.6099333333,26.2647666667,9.86379999999,9.29930000001,24.2275333333,23.7345333334,20.2998111111,21.3424666666,12.8691333333
609.59,11.1396333333,38.5738666667,36.5163333333,26.1203,9.74566666667,9.13686666666,24.1044,23.5866666667,20.1564555556,21.1791333333,12.7001333333
609.93,10.9729166667,38.4295333333,36.4252666667,26.0248666667,9.62079999999,8.98570000001,23.9997333333,23.4545333334,20.0034666667,21.0208,12.5476666667
610.26,10.7650666667,38.2314666667,36.2088666667,25.8229333333,9.47099999999,8.82753333333,23.7826,23.2222,19.8100444445,20.7912666666,12.3945333333
610.60,10.6327333333,38.0645333333,36.0778666667,25.7124,9.36319999999,8.71086666667,23.6734666667,23.0938666667,19.6583111111,20.6325333333,12.2648666666
610.93,10.5172833333,37.9637333333,36.0046666667,25.6353,9.28426666667,8.6463,23.5973333333,22.99,19.5478555555,20.5236666667,12.1662666667
611.27,10.3289666667,37.8030666667,35.8481333333,25.4398,9.11573333333,8.5164,23.4706,22.8441333333,19.3621111111,20.3132666667,11.9876
611.60,10.2362,37.6582,35.7652666667,25.2784666667,8.99133333333,8.4074,23.3395333333,22.7252,19.2307777778,20.1802,11.8574666667
611.93,10.1822166667,37.6873333333,35.7958,25.2920666667,8.95693333332,8.38393333333,23.3322,22.6846,19.1798222222,20.1536666667,11.8266
612.27,10.11665,37.6468666667,35.7998666667,25.3223666667,8.89740000002,8.3364,23.2812,22.6712,19.1484666667,20.0895333333,11.7838
612.60,10.1500333333,37.6419333333,35.8136,25.3522333333,8.9198,8.34896666667,23.2636666667,22.6776666667,19.1807666667,20.1039333333,11.7894666667
612.94,10.2965833333,37.866,36.0062,25.5416333333,9.06813333333,8.50923333333,23.4204,22.8473333333,19.3380333333,20.2561333333,11.9269333333
613.27,10.3481666667,37.9914,36.0646666667,25.5887333333,9.11539999999,8.57733333333,23.4923333333,22.9226666667,19.4100666667,20.3537333333,12.017
613.61,10.3800666667,38.0595333333,36.0906666667,25.5493333333,9.14313333333,8.63133333333,23.4932666666,22.9644,19.4404777778,20.3941333333,12.0489333333
613.94,10.6191166667,38.3039333333,36.3626,25.7647,9.35953333331,8.82963333333,23.7128,23.2526,19.6698111111,20.6320666667,12.2809333333
614.28,10.6683,38.3112,36.4006666667,25.8063666667,9.39006666668,8.83983333333,23.6944666667,23.273,19.6839444445,20.6639333333,12.3052
614.61,10.7132833333,38.313,36.3983333333,25.8363666667,9.40833333333,8.83239999999,23.6913333333,23.3081333333,19.7121555556,20.7153333333,12.3568
614.94,10.8578333333,38.4506666667,36.549,26.0396666667,9.54559999999,8.91153333333,23.7775333333,23.4106,19.8368222222,20.8615333333,12.468
615.28,10.98765,38.6328666667,36.7001333333,26.2301333333,9.7076,9.07586666667,23.9230666667,23.5686666667,19.9791222222,21.0322666667,12.6258666667
615.61,11.0768166667,38.6709333333,36.7456666667,26.2472,9.77139999998,9.14803333333,23.9626,23.6238666667,20.0860444444,21.1124,12.7052
615.95,11.2245166667,38.8198,36.8899333333,26.3539333333,9.89786666668,9.28826666667,24.1147333333,23.7675333333,20.2183333333,21.3148666667,12.8384
616.28,11.2883166667,38.9384,36.975,26.4229666667,9.97826666667,9.36516666667,24.2046666667,23.8937333333,20.2803888889,21.3748666667,12.9496666667
616.61,11.44525,39.1458666667,37.1651333333,26.6118666667,10.1064,9.44839999999,24.3858,24.0518666667,20.4510444444,21.5578,13.1066
616.95,11.5699,39.255,37.3448666667,26.7335666667,10.2271333333,9.58233333334,24.515,24.1920666667,20.5603,21.6726666667,13.2172
617.28,11.6409166667,39.3132666667,37.4468666667,26.8571333333,10.2867333333,9.65496666666,24.5675333333,24.2356666667,20.6368777778,21.7404666667,13.2836
617.62,11.59035,39.3292,37.4883333333,26.8365333333,10.2208,9.62866666667,24.5917333333,24.2205333333,20.6362777778,21.7348666667,13.243
617.95,11.6311666667,39.4348,37.5417333333,26.8717333333,10.263,9.67273333333,24.6825333333,24.3100666667,20.7379777778,21.822,13.2878666667
618.28,11.6270166667,39.4965333333,37.6096666667,26.8619,10.2499333333,9.65626666667,24.7036666667,24.3424,20.7458333333,21.8162666667,13.266
618.62,11.7095833333,39.585,37.6919333333,26.8951,10.3050666667,9.75196666667,24.7923333334,24.4174666667,20.8185666667,21.8884666667,13.3710666667
618.95,11.8396833333,39.7443333333,37.8702,27.0440666667,10.4175333333,9.87503333334,24.9387333333,24.5642,20.9568444445,22.0122,13.5076666667
619.28,11.9322666667,39.8424,37.9322,27.1837,10.5294666667,9.97426666667,25.0409333334,24.6485333333,21.0225888889,22.1208666667,13.632
619.62,11.9524666667,39.8884666667,37.9864666667,27.1449,10.5626666667,10.0204666667,25.0345333333,24.6356,21.0633555556,22.1126,13.6628
619.95,11.9398,39.8472666667,37.9567333333,27.0871,10.498,10.0062,25.0008666666,24.5924,21.0171777778,22.0818666667,13.6115333333
620.28,11.9131333333,39.7554666667,37.9652,27.0311,10.4846666667,10.0605333333,24.9862,24.5607333333,21.0084444445,22.0836666667,13.6118666667
620.62,11.9232333333,39.8084,37.9758,27.0288666667,10.4872666667,10.073,24.9484666667,24.5824666667,21.0445,22.0579333333,13.6312666667
620.95,11.9457666667,39.8745333333,37.9762666667,27.0488333333,10.5018666667,10.0845,25.0054666667,24.5918666667,21.0874555556,22.0925333333,13.6712
621.28,12.00775,39.8942666667,37.9585333333,27.0876,10.5476666667,10.1401,24.9948666667,24.5932,21.1167888889,22.1304666666,13.7328666666
621.62,12.0672833333,39.8838666667,37.9677333333,27.1132666667,10.5719333333,10.1823666667,25.0206,24.5995333333,21.1316222222,22.1519333333,13.7905333333
621.95,12.098,39.8796666667,37.9516,27.1218666667,10.6064,10.2245333333,25.0473333333,24.6027333333,21.1584888889,22.1858,13.8006666667
622.28,12.0410166667,39.8250666667,37.9134666667,27.0942666667,10.5583333333,10.1719333333,25.0019333333,24.5660666667,21.1194666666,22.1282,13.7392
622.62,11.9384166667,39.7066,37.7940666667,26.9748333333,10.4723333333,10.0563666667,24.8871333333,24.4588,21.0187888889,22.0288,13.6363333333
622.95,11.9204,39.7474666667,37.8648666667,26.9578333333,10.4406666667,10.0380666667,24.8966666667,24.5023333333,21.0362888889,22.0195333334,13.6145333333
623.28,11.9668833333,39.8247333333,37.9206,27.0348,10.4659333333,10.0720666667,24.9511333333,24.5939333333,21.0851111111,22.0519333333,13.6942
623.62,11.9882166667,39.8476666667,37.9814,27.0588666667,10.5168,10.1144333333,24.9238666667,24.6260666667,21.1086333333,22.1048666667,13.7373333334
623.95,12.0054166667,39.9571333333,38.0122666667,27.1056333333,10.511,10.1136333333,24.9342666667,24.6822666666,21.1283777778,22.1069333333,13.7637333333
624.28,12.0270333333,39.9320666667,37.9814,27.1117333333,10.5200666667,10.1284666667,24.9526,24.6652666667,21.1435666667,22.1380666667,13.8085333333
624.62,12.1141833333,40.029,38.0815333333,27.1981666667,10.6140666667,10.2146666667,25.0270666667,24.8022,21.2556111111,22.2101333333,13.9021333333
624.95,12.1110333333,40.0466666667,38.1146666667,27.2239333333,10.6117333333,10.2337666667,25.0394,24.7698666667,21.2515666666,22.2208,13.8976666667
625.28,12.1205833333,40.1356666667,38.2085333333,27.2749666667,10.639,10.2890333333,25.0842,24.7887333333,21.3064111111,22.2424,13.9133333333
625.61,12.2046833333,40.1886,38.2675333333,27.3747,10.7114,10.3799333333,25.152,24.8364,21.3738333333,22.3086666667,13.9876666667
625.95,12.32825,40.3496666667,38.3858666667,27.4524,10.8052,10.4986666667,25.2564666667,24.941,21.4775888889,22.4226,14.1085333333
626.28,12.3535,40.3738,38.442,27.457,10.8442,10.5637666667,25.2722,24.961,21.4874222222,22.4442666667,14.1414
626.61,12.3948333333,40.3416666667,38.4403333333,27.4343,10.8684666667,10.6068,25.2720666667,24.9445333333,21.5017,22.4467333333,14.184
626.94,12.3944166667,40.3096666667,38.4231333333,27.4470333333,10.8731333333,10.6206333333,25.3129333333,24.9056666667,21.4995444444,22.4912,14.1782666667
627.28,12.4366,40.3769333333,38.4591333333,27.4904,10.9254666667,10.6367,25.3856,24.9568666667,21.5627666667,22.5394,14.2410666667
627.61,12.4226166667,40.3192,38.4338666667,27.4866666667,10.9326666667,10.6266,25.3972,24.9336666667,21.5588777778,22.5211333333,14.237
627.94,12.3912666667,40.3801333333,38.5294,27.4989333333,10.908,10.6243666667,25.4056,24.9374,21.5536333333,22.5124666667,14.1856666667
628.27,12.4338833333,40.4217333333,38.5980666667,27.5411666667,10.9555333334,10.6974333333,25.4458666667,24.955,21.5567333333,22.5654,14.2373333334
628.61,12.4366,40.4754666667,38.6417333333,27.5659333333,10.9806,10.7002333333,25.4811333334,25.0214666667,21.5771888889,22.5705333333,14.2624
628.94,12.5107,40.4758666667,38.6762666667,27.618,11.0614666667,10.748,25.5390666667,25.09,21.6167777778,22.6404,14.3601333333
629.27,12.4417166667,40.537,38.6872666667,27.5927,11.0296,10.7204333333,25.4926666667,25.0986,21.5609111111,22.5961333333,14.3075333333
629.60,12.34355,40.4401333333,38.6262,27.5437333333,10.9738,10.6538666667,25.4188666666,25.0584,21.5027222222,22.5106,14.2489333333
629.94,12.4017833333,40.5218,38.658,27.6294333333,11.0205333333,10.6916,25.5182,25.107,21.5885444444,22.5616666667,14.3128
630.27,12.3620166667,40.5174,38.6159333333,27.6373,11.0035333334,10.6797666667,25.513,25.1348,21.5642,22.55,14.2696666667
630.60,12.35645,40.5450666667,38.6577333333,27.6677,11.0164,10.6845666667,25.4791333333,25.1448666667,21.5418888889,22.5216,14.2598666667
630.93,12.43325,40.6388666667,38.7276,27.8203,11.0910666667,10.7786666667,25.5468666667,25.2116,21.6173222222,22.5555333334,14.3086666666
631.26,12.5118666667,40.6727333333,38.7926666667,27.8473666667,11.1492666667,10.8563666667,25.5665333333,25.2585333333,21.6299333333,22.6052,14.3777333333
631.60,12.6521833333,40.7326,38.8208666667,27.981,11.2653333333,10.9719666667,25.6736,25.3743333333,21.7204888889,22.7036,14.5042
631.93,12.6827,40.737,38.7864,28.0694333333,11.2835333333,10.9657666667,25.6946666667,25.4246666667,21.7528333333,22.7575333333,14.536
632.26,12.7868333333,40.8223333333,38.8714666667,28.1783,11.3760666667,11.0521,25.7567333333,25.5020666667,21.8231888889,22.8417333333,14.6354
632.59,12.7195333333,40.8453333333,38.8344,28.1486,11.3278666667,11.0394333333,25.674,25.4243333333,21.7548888889,22.7984666667,14.6115333333
632.92,12.7685,40.8398,38.8492,28.1704,11.3293333333,11.0056333333,25.7135333334,25.4248666667,21.8038888889,22.8176666667,14.6672666667
633.26,12.8326166666,40.9158,38.8736666667,28.196,11.3942,11.0629666667,25.7261333333,25.4557333333,21.8262333333,22.8885333333,14.7229333333
633.59,12.8464833333,40.9287333333,38.9231333333,28.1971,11.403,11.1033,25.7675333333,25.4766666667,21.8569666667,22.8938,14.7406
633.92,12.8975833333,41.0842,39.0708,28.3171333333,11.4390666667,11.1198,25.8536,25.5042666667,21.9425111111,22.9575333333,14.7832
634.25,12.96345,41.1258,39.1042666667,28.2948666667,11.5016,11.1799,25.9144,25.5856,21.9921333333,23.0075333333,14.8432
634.58,13.0193833333,41.1719333333,39.2276666667,28.2720333333,11.5376666667,11.2410333333,25.9899333333,25.6407333334,22.0398,23.0716,14.9283333333
634.91,12.9951166667,41.2659333333,39.2678666667,28.2789333333,11.5196666667,11.2093666667,26.0046,25.6502666667,22.0794111111,23.1218,14.9118
635.25,12.9235166667,41.2161333333,39.2668,28.1656333333,11.4900666667,11.1510666667,25.9711333333,25.614,22.0263555556,23.0864,14.879
635.58,12.8782166667,41.2408,39.3144666667,28.1001,11.4683333333,11.1330333333,25.9611333333,25.5847333334,22.0078222222,23.0482,14.8428
635.91,12.8969,41.3098666667,39.3413333333,28.1261666667,11.4978,11.1638,26.0174,25.6297333333,22.0752444444,23.0662,14.8511333333
636.24,12.8967666667,41.3185333333,39.3916,28.1471666667,11.4670666667,11.1212666667,26.0462,25.6634,22.1023,23.0551333333,14.7956
636.57,12.92265,41.3189333333,39.4091333333,28.2012,11.5302666667,11.2058,26.085,25.7324,22.1470444444,23.1049333333,14.8364666667
636.90,12.9142833333,41.3265333333,39.458,28.2174,11.5126666667,11.2109,26.1708,25.7388666667,22.1728666667,23.0918,14.8469333333
637.23,12.8982166667,41.3391333333,39.4628,28.2095,11.5119333333,11.1613666667,26.1029333333,25.7583333333,22.1189,23.1251333334,14.827
637.56,12.8951666667,41.2277333333,39.3836,28.1532666667,11.5131333334,11.1897666667,26.0473333333,25.7343333333,22.0457111111,23.0999333333,14.8259333333
637.90,12.899,41.2741333333,39.4327333333,28.3006,11.4978666667,11.1720333334,26.0681333333,25.7482666667,22.0715222222,23.1408666667,14.8673333333
638.23,12.80325,41.1856,39.283,28.286,11.4142666667,11.0908333333,25.9752666667,25.6648666667,22.0028555555,23.0825333333,14.7954
638.56,12.8453833333,41.1288666667,39.2414666667,28.2963333333,11.4738,11.1915333333,25.9822666667,25.658,21.9959333333,23.0497333333,14.8050666667
638.89,12.8253166667,41.153,39.2287333333,28.3532,11.4304,11.1775,25.9492666667,25.6146,21.9553333333,23.0318,14.7724666667
639.22,12.81875,41.1476666667,39.2220666667,28.3357333333,11.3982,11.1801333333,25.9183333333,25.6049333333,21.9471444445,23.0119333333,14.7992
639.55,12.7449,41.0887333333,39.2037333333,28.2300333333,11.2889333333,11.1199666667,25.8382,25.5443333333,21.8235888889,22.9605333333,14.7616666667
639.88,12.8552666667,41.2344666667,39.3357333333,28.3115,11.3735333333,11.1990666667,25.9720666667,25.6936,21.9264111111,23.1127333333,14.9394
640.21,12.8789333333,41.2628,39.3300666667,28.3009333333,11.3780666667,11.2279666667,25.9966,25.7002666666,21.9511888889,23.0930666667,14.9628666667
640.54,12.8848166667,41.2650666667,39.2676,28.309,11.4109333333,11.2316,25.9575333333,25.7162,21.9617222222,23.1276,14.9538666667
640.87,12.8026166667,41.2318666667,39.2491333333,28.3304666667,11.3252666667,11.1954666667,25.8998,25.6772666667,21.9163111111,23.0824666667,14.8929333333
641.20,12.8142833333,41.3432666667,39.3650666667,28.3664666667,11.3441333333,11.2483333333,25.9480666667,25.7512666667,21.9943777778,23.1126,14.9898666667
641.53,12.8275,41.3937333333,39.3690666667,28.309,11.3768,11.2562,25.9435333333,25.7553333333,22.0012444444,23.101,14.9867333333
641.87,12.8192333333,41.4730666667,39.4706666667,28.2906333333,11.3664,11.2535666667,25.9746,25.7894666667,21.9763444444,23.1240666667,14.9574666667
642.20,12.7889166667,41.4362666667,39.5072,28.2687666667,11.3326,11.1554,25.9564,25.7976,21.9553333333,23.1051333333,14.9597333333
642.53,12.7070666667,41.2424,39.3764,28.1758333333,11.252,11.0891,25.8580666667,25.6815333333,21.8731333333,23.0138666667,14.9254666666
642.86,12.72615,41.3172,39.3996,28.1873666667,11.2972,11.0873666667,25.8942666667,25.7175333333,21.9114777778,23.0134666667,14.9672666667
643.19,12.80275,41.3735333333,39.5227333333,28.3504,11.3834666667,11.1372333333,25.959,25.7443333333,22.0175555556,23.1118,15.0528666667
643.52,12.7127833333,41.2764,39.4691333333,28.3113666667,11.3640666667,11.1238,25.8588666666,25.7015333333,21.9567111111,23.0196666667,14.9737333333
643.85,12.6479,41.1927333333,39.426,28.2793,11.3126,11.0451,25.7458666667,25.5666666667,21.8657777778,22.9414,14.9007333334
644.18,12.6636833333,41.258,39.5558666667,28.3487333333,11.3196666667,11.0860333333,25.7856666667,25.5666666667,21.8661444445,22.96,14.9681333333
644.51,12.8551,41.3863333333,39.6244666667,28.4502,11.4852,11.1949333333,25.9306,25.6694666667,22.0274777778,23.0806666666,15.1317333333
644.84,12.8969333333,41.3672666667,39.6238,28.5316666667,11.5205333333,11.2124666667,25.9298666667,25.6741333333,22.0486222222,23.1189333333,15.1468666667
645.17,12.8515666667,41.3416666667,39.5892,28.5781,11.4878,11.2090666667,25.8667333333,25.6770666667,22.0059666666,23.0699333333,15.1344
645.50,12.89945,41.3407333333,39.5967333333,28.5826333333,11.5026,11.2645,25.8860666667,25.6683333333,22.0439888889,23.072,15.1838
645.83,12.8156,41.3614666667,39.5858666667,28.6101666667,11.4437333333,11.2278,25.8236666667,25.6112,21.9907333333,23.0590666667,15.1621333333
646.16,12.8849333333,41.5848,39.7346666667,28.7522333333,11.5362,11.3213333333,25.9556,25.7780666667,22.0781333333,23.1672,15.2244
646.49,12.8705333333,41.5694666667,39.8068666667,28.7716333333,11.4552666667,11.2917666667,25.9428,25.7620666667,22.0554777778,23.1374,15.1454666667
646.82,12.7661,41.4666,39.7038,28.6563,11.3946,11.2610666667,25.8368,25.6676666667,21.9546555556,22.9994,15.0124666667
647.15,12.7590333333,41.4584,39.6058,28.6243,11.3826,11.2391,25.8461333333,25.5784,21.9404333333,22.9808,14.9689333333
647.48,12.90815,41.6386,39.8116,28.6932,11.5146666667,11.4313333333,26.0708666667,25.7889333333,22.1332888889,23.1840666667,15.1176666667
647.81,12.9201333333,41.5766666667,39.8184,28.7387333333,11.5212666667,11.4061,26.0524,25.8314,22.1415111111,23.2003333333,15.0690666666
648.14,12.8102666667,41.5573333333,39.8463333333,28.6654333333,11.4182666667,11.3744,26.0334,25.7618,22.0505111111,23.1335333333,14.9858666667
648.47,12.6794833333,41.4382,39.7247333333,28.5070333333,11.2715333333,11.2427,25.9480666667,25.6452,21.9886,23.0252666667,14.8307333333
648.80,12.66155,41.4376666667,39.6862666667,28.4262,11.2146,11.2166333333,25.9704666667,25.601,22.0043333333,23.0159333333,14.8434
649.13,12.6408833333,41.3919333333,39.6573333333,28.4618,11.2326,11.1818333333,25.9607333333,25.5768666667,21.9893222222,23.0096,14.8376
649.46,12.8527,41.5499333333,39.8236,28.6212333333,11.4280666667,11.3916666667,26.1097333333,25.7891333333,22.1698666666,23.2079333333,15.0036
