wavelength,Back_GeoMagf,Belly_GeoMagf,Breast_GeoMagf,Crissum_GeoMagf,Crown_GeoMagf,DorTail_GeoMagf,Patch10_GeoMagf,Rump_GeoMagf,Throat_GeoMagf,WingTip_GeoMagf
186.77,74.7952809524,24.0349666667,59.2981666666,71.5789333335,89.4735999999,106.783666667,51.4620666667,66.5496666667,78.1872333333,29.8830333333
187.15,65.0668238096,25.7290666667,51.1978,66.0417333333,77.2916666667,94.2709666667,50.5207333333,59.3751333334,64.8437,24.7395
187.53,79.3468714287,34.6665666667,65.8571666667,75.5236666667,89.3332000001,97.6667333333,68.8572666667,74.1903999999,82.4286000001,40.9999333333
187.91,88.0305047619,34.4634,61.6949333333,81.9209333332,96.1582666667,103.898433333,78.4181333334,83.9548,93.5028666667,45.4801999999
188.29,80.0250190475,29.6491333333,45.3801666666,76.1403999999,92.1636666667,94.0352333335,67.7194666666,79.5322000001,86.0818666666,25.0877333333
188.67,119.574871429,73.5714999999,77.2619000001,110.4762,129.762,138.4523,103.928666667,117.142866667,122.8571,54.1666333334
189.05,121.825261905,82.3456333333,72.0989666667,110.123533333,131.4814,139.0122,113.333266666,124.321066667,128.209833333,63.3334333334
189.43,146.801066667,91.795,71.8802666667,134.871666667,156.410266667,178.0342,138.119666667,155.384666667,148.2051,66.1539000001
189.81,191.000104762,119.666666667,102.4444,156.666666667,204.222266667,236.444333333,183.5554,209.999933333,186.2222,93.3333666667
190.19,223.103585714,152.758633333,131.3793,175.6322,238.390866667,260.5747,223.448266667,254.712733333,215.5172,126.666533333
190.57,388.571352381,284.127166667,269.682533333,305.396933333,393.650933333,421.746066667,373.968133333,427.301533333,373.333433333,245.079466667
190.95,818.095238095,542.5,535.833333333,595.833333333,820.833333333,865.833333333,804.166666667,969.166666665,825.833333333,415.833333333
191.33,408.603233333,276.6666,279.555533333,315.555533333,399.999933333,425.333266667,401.333333333,500.8888,407.777666667,176.8889
191.71,712.916666667,512.083333333,473.333333333,537.5,698.333333334,713.333333333,638.333333333,841.666666666,640.416666666,274.166666667
192.09,458.35167619,293.5898,320.512833333,373.846133333,438.974333333,447.179533333,414.8718,503.5896,398.7179,172.0512
192.47,342.460371429,229.9999,251.1111,273.703666667,319.629533333,321.481433333,316.296266667,377.037,292.222266667,153.888833333
192.85,730.714304761,443.333266667,436.666700001,624.4444,706.666800001,659.999933333,694.444333335,917.777733335,591.111066667,348.889033333
193.23,1277.3017,692.222166666,800.000133333,1184.44446667,1137.77766667,1102.2223,1188.88873333,1497.77773333,982.222266665,407.777666668
193.61,-348.0,-192.666666667,-192.333333333,-320.666666667,-274.666666667,-262.333333334,-306.0,-408.666666667,-234.0,-96.6666666668
193.99,-173.531752381,-66.9445000001,-45.5555666667,-222.777866667,-111.111133333,-69.1666666666,-140.555466667,-223.888866667,-88.0556999999,34.1667000002
194.37,602.857142856,410.666666667,376.0,809.333333333,478.666666667,367.333333333,577.333333333,729.333333333,360.0,54.6666666666
194.75,340.0,149.333333333,114.0,665.333333333,226.666666667,48.0,377.333333333,454.666666666,49.9999999998,-210.666666667
195.13,311.005323809,205.185233333,128.148166667,479.259266667,239.259266667,117.777766667,282.963066667,353.333333334,115.555633333,-8.8887333334
195.51,187.989414286,129.444466667,84.4444333333,255.925866667,161.481666666,68.8888666667,165.185266667,213.3332,96.2963666667,32.4072666666
195.89,106.014214286,74.4443666666,51.9753333333,169.3828,88.1481999999,42.2222666667,102.222133333,140.740666667,61.7282333333,17.4072
196.27,78.2380952381,63.6666666667,43.2666666667,113.6,69.3333333333,41.1333333334,64.9333333333,99.0666666667,58.4666666668,34.8666666667
196.65,55.9789476191,53.4920666667,32.3280333334,93.1215333334,55.1324,30.1588333334,55.6614,81.6932000001,44.7089666667,30.8994
197.03,48.5452666667,49.6803333333,32.6940333333,76.6211333333,50.4110666667,24.0183666667,50.685,66.1187333333,36.5752666667,24.5204666667
197.40,49.6003904762,52.9886333333,38.3526333333,78.5440666666,51.6475333333,31.4560666667,53.7931333333,67.2796666667,37.5096,36.0535333333
197.78,39.1749,45.8138333333,33.8761,71.7829333333,44.8837333333,19.4961,41.7053333333,56.0465333333,31.2016,26.6666
198.16,46.973247619,54.0231,40.9577333333,74.0996,52.5671333333,28.2757,51.6476,66.2835333334,38.1225,37.6627333333
198.54,51.3306238095,57.0776333333,35.3881333333,80.7306,50.1370000001,26.7124333334,51.6895333333,72.2374666667,41.5981666667,44.6575333333
198.92,48.7385238095,55.3543,35.1419,68.3689333333,48.4398666667,33.3334333333,48.7943333333,62.5532666667,40.9220333333,47.2695
199.30,49.6123047619,56.6665,36.8726333333,70.5154666666,48.0412,37.0790666667,55.67,61.8556,41.4775,53.3332666667
199.68,46.7429666667,55.4322,34.6914333333,72.6747999999,43.7037333333,34.4032333333,54.8971333333,62.0576666667,38.7654666667,58.8067666667
200.06,54.1055333333,65.7657666667,37.2973333333,79.4594666667,48.1981999999,33.9640333333,61.9819333333,65.1350666667,44.9999666667,63.8288666667
200.44,44.3184952381,61.8964333333,30.6896333333,73.6780000001,33.1035333333,22.2988333333,62.069,59.6552,36.8390333334,57.0115333333
200.82,42.1194285714,63.0065,28.3659,67.5818,24.0523333333,13.6601666667,53.7255333333,49.2811333333,28.3660000001,51.5687
201.19,18.4303666666,60.7408,-10.3703666667,68.3950666667,-24.6914666668,-43.9506666666,38.0247333334,33.5802666667,-12.0987333334,30.2468666667
201.57,-10.4495714286,81.4815333335,-49.6297,48.1481333333,-66.2962666666,-150.3704,20.7407333333,1.8518666666,-31.2962666668,-4.25920000006
201.95,-1.33928571422,28.4374999999,-38.1250000001,14.7916666666,-41.0416666666,-104.6875,18.75,-7.50000000001,-28.0208333334,-8.95833333334
202.33,-61.5734904762,-21.7389666667,-112.898533333,-33.913,-127.5362,-201.014566667,-23.4782666667,-91.8838666667,-91.3044666667,-73.4782333333
202.71,-207.619047619,-149.791666667,-224.166666667,-142.083333333,-276.666666667,-407.291666667,-123.333333333,-249.166666667,-251.666666667,-221.458333333
203.09,494.904761905,393.0,505.0,352.0,574.666666667,818.333333334,323.333333333,538.0,547.666666667,480.0
203.47,393.988095238,291.041666667,365.416666667,295.0,420.416666667,595.833333333,258.75,389.583333333,418.958333333,364.375
203.85,342.040804762,239.523833333,308.095266667,253.3334,342.857133333,481.7461,215.555533334,332.381,369.365066667,320.634866667
204.22,435.761904762,309.166666667,365.833333333,318.0,423.666666667,547.5,269.666666667,388.333333333,449.166666667,372.333333333
204.60,1434.68254286,833.333266666,1133.88896667,892.222333333,1329.99986667,1777.2222,801.111133334,1123.3334,1492.22223333,1098.8889
204.98,569.166666667,344.791666667,440.833333333,338.333333333,547.5,696.25,326.25,452.916666667,591.666666667,443.333333333
205.36,-1118.70745714,-665.238166667,-759.047566667,-556.190466667,-1069.52386667,-1388.09513333,-557.142866666,-821.904733334,-1107.14286667,-825.714333333
205.74,701.758261904,445.897466667,463.846166667,381.5384,649.230799999,803.333200001,369.7434,486.666466667,702.820433333,515.128133333
206.12,366.761904762,220.666666667,241.466666667,199.466666667,327.733333333,386.4,189.066666667,252.0,355.066666667,260.933333333
206.50,333.517580952,197.9569,202.365566667,188.387066666,287.956933333,349.1398,188.172066667,223.440866667,312.903266667,244.731133333
206.87,452.770561905,260.6062,280.6061,259.090866667,385.4546,488.939266667,260.606066667,305.151533333,426.3637,323.181766667
207.25,1002.59755238,599.090933333,640.000166667,638.181933333,872.121133333,1073.6362,638.787866667,713.939533333,985.151433334,767.878800001
207.63,750.158742857,485.777766667,485.999966667,488.444533333,672.888733333,809.555666667,515.111,568.0,747.999933333,595.3332
208.01,1170.1587,705.925866666,725.185133333,731.851799999,1064.4444,1280.0,776.2962,917.037000001,1172.96296667,909.629566667
208.39,387.432028572,254.762,268.809566666,268.3334,352.142866667,439.642866667,272.857133333,328.333333333,402.500066667,319.2857
208.77,263.399428571,175.000033333,185.926,195.000133333,232.963066667,326.018633333,181.2964,243.888866667,281.0184,219.814833333
209.14,323.431961905,204.8273,236.436666667,252.8736,278.620733333,401.494366667,219.770133334,301.149533333,332.8735,270.229866667
209.52,243.344247619,156.590933333,190.909266667,196.5152,214.545333333,290.151533333,180.000133333,240.151466667,251.515233333,197.803
209.90,334.682471429,225.666633333,278.666533333,291.999933333,316.4444,409.111166667,254.2222,354.888733333,353.222266667,276.4445
210.28,510.952404762,356.666633333,403.492,447.619066667,499.9998,642.539733333,403.492133333,538.095266667,534.9207,434.4443
210.66,1157.61904762,827.916666666,992.5,1050.83333333,1139.16666667,1541.66666666,976.666666666,1288.33333333,1290.41666667,960.416666667
211.03,493.378680952,362.380966667,441.428533333,460.317466667,491.745933333,628.571466667,424.444266667,544.127,535.873,419.3651
211.41,289.578176191,222.190433333,275.904766667,278.4762,304.571333333,385.904733333,260.762066667,330.666666667,310.6667,244.9523
211.79,272.319914286,201.111033333,254.700766667,267.521533333,285.128,368.717866667,254.871666667,302.222133333,280.341966667,234.8718
212.17,240.592633333,186.814933333,224.666666667,241.925933333,252.740666667,328.444333333,233.3332,262.3704,241.703633333,211.925866667
212.55,235.327452381,188.6806,219.791666667,236.111066667,248.888866667,320.208366667,223.611066667,257.0834,235.069433333,211.875133333
212.92,243.03572381,210.000033333,230.893033333,248.4524,259.762,310.7739,236.190333333,265.357133333,244.8809,228.6905
213.30,211.513885714,186.6666,197.711433333,212.338333333,221.592,265.1742,205.174133333,226.3682,211.641866667,193.631933333
213.68,187.936490476,171.111066667,175.0855,190.256333333,196.666666667,233.162333333,179.6582,197.6924,187.3503,174.273533333
214.06,173.235904762,154.166766667,156.287766667,164.393933333,176.060533334,209.848666667,165.454666667,177.0454,164.166566667,157.803066667
214.44,135.300442857,115.6386,124.1122,129.4704,138.878466667,163.9876,128.8474,138.068533333,129.252566667,124.3613
214.81,126.929766667,106.2574,109.7661,117.836266667,127.426866667,148.6843,115.497066667,127.836333333,117.1637,114.883066667
215.19,120.172390476,103.7643,102.614933333,112.586266667,121.551733333,138.3046,110.402066667,120.0574,110.833333334,109.798833333
215.57,114.230904762,95.3687666666,91.2389666667,103.126866667,112.2124,127.728533333,97.9351333333,108.259666667,105.044266667,103.126833333
215.95,126.344157143,105.555633333,101.7363,111.736133333,122.569466667,134.687466667,104.791666667,120.2778,120.555666667,108.159533333
216.32,146.352871429,119.725433333,115.176266667,128.078466667,138.196133333,146.5098,117.7254,135.450933333,130.941133333,118.7452
216.70,160.387257143,122.577866667,123.9112,137.3334,148.8,156.666533333,130.755466667,143.822133333,141.511133333,124.399866667
217.08,139.614333333,101.984166667,104.1666,115.952466666,127.7778,132.579333333,114.285666667,121.349133333,121.230166667,104.6824
217.46,164.149738095,116.4287,118.0476,136.381,149.4286,157.095133333,133.047866667,143.904733333,145.095233333,123.5238
217.83,210.864885714,126.870866667,138.8436,165.170066667,179.728066667,194.217633333,165.0342,181.6326,175.306033333,151.292566667
218.21,221.677004762,137.4638,152.028966667,183.623066667,186.521866667,209.6376,177.101466667,189.420333333,192.826066667,156.9566
218.59,302.883647619,197.4074,212.314966667,252.592666667,245.185266667,270.555533333,242.222333333,261.481333333,258.0555,203.148233333
218.97,303.306166667,191.8096,212.5714,256.5714,253.333333333,262.571466667,245.333333333,253.333266667,255.619066667,202.2856
219.34,391.561904762,229.066666667,265.466666667,324.0,312.533333333,339.466666667,301.6,329.066666667,327.6,246.8
219.72,398.223261905,248.974333333,303.589833333,345.384533333,325.128266667,338.589866667,323.5898,362.051333333,336.4102,268.846066667
220.10,303.3591,190.900933333,245.765833333,266.306266667,250.991066667,264.774733333,250.090066667,281.2614,258.017866667,222.072033333
220.47,219.245214286,143.081766667,180.125766667,196.729533333,181.761066667,194.968433333,191.949666667,204.528266667,197.610133334,165.849033333
220.85,205.185209524,139.5063,162.963,186.6666,171.481533333,181.111066667,178.765466666,200.864333333,184.320866667,156.111133333
221.23,220.204057143,149.455633333,172.1769,199.047533333,179.319666667,191.7687,183.537466667,212.653066667,197.482966667,162.9931
221.61,179.960971428,130.6011,150.491933333,163.825,152.349733333,155.573833333,146.775933333,176.393466667,159.234933333,140.273066667
221.98,150.726190476,118.416666667,131.291666667,141.166666667,130.166666667,133.375,127.666666667,144.0,135.125,122.041666667
222.36,171.796509524,139.090833333,154.798,164.7474,151.2122,151.4141,149.293,171.515133334,153.939366667,147.121366667
222.74,166.908490476,138.888866667,152.962933333,156.084666667,149.206333333,150.264366667,151.217,170.2646,147.566266667,140.687866667
223.11,170.72652381,142.485833333,160.508533333,166.1018,154.2372,164.124366667,160.791,178.531133333,150.903966667,148.192
223.49,153.167857143,129.861066667,145.138933333,148.518533333,141.666666667,149.536866667,147.222133333,161.203666666,138.750066667,133.9815
223.87,157.763938095,130.8696,145.2174,153.2368,145.314,153.7199,155.942,166.57,141.256,134.927566667
224.24,182.531361905,160.350933333,160.994066667,183.391733333,171.344933333,176.4328,180.116933333,189.707533333,154.561433333,158.011733333
224.62,175.147838095,162.356233333,168.160866667,185.5172,172.873466667,176.034466667,172.988466667,188.161,152.930966667,156.4367
225.00,174.030580952,163.690533333,175.357066666,189.285666667,178.9286,181.0714,183.9286,190.833266667,153.988166667,163.5714
225.38,227.955880952,218.292733333,238.699166667,255.447133333,248.2926,245.934933333,253.1708,260.162533333,197.967466667,228.5365
225.75,223.584142857,219.473666667,236.403533333,267.193,252.982466667,256.4912,267.017466667,270.8772,211.754466667,226.052533333
226.13,304.533333333,290.8,317.733333333,376.533333333,361.6,354.8,367.466666667,399.2,291.866666667,307.6
226.51,268.959485714,246.790233333,263.209833333,327.407533333,315.308533333,300.740933333,314.568,350.617333333,261.234666667,259.135866667
226.88,980.873104763,882.222166665,958.333366666,1253.33346667,1225.55553333,1126.6667,1171.11106667,1383.33326667,1002.7778,968.888866667
227.26,1132.38094762,1090.5555,1158.88876667,1395.55546667,1398.88886667,1221.6666,1348.8888,1552.22226667,1220.0,1123.88893333
227.64,-202.533333333,-198.8,-197.6,-260.533333333,-269.333333333,-206.933333333,-262.933333333,-306.133333333,-212.533333333,-187.2
228.01,-73.7754809524,-68.5119333333,-68.0357,-91.9048,-100.238133333,-76.4879999999,-93.9285333334,-108.690666667,-76.3690666666,-59.9999
228.39,-43.1022714286,-40.5883,-46.7647666667,-60.3922,-71.2745333333,-49.8039000001,-68.7255333333,-78.8234666667,-61.5196,-32.1568333333
228.76,-38.1641333334,-34.0161,-40.2008666667,-49.1567333334,-64.9798666667,-47.7510333333,-59.3573333333,-65.221,-59.9999666667,-30.7228333333
229.14,-42.4794904762,-38.8122666667,-43.1417666667,-54.3294666667,-65.8237333333,-49.6551333333,-60.3832,-65.2872666667,-65.0575000001,-38.0844666667
229.52,-46.8174047619,-44.4304,-51.1815666667,-61.9408666667,-69.5358000001,-56.3712666667,-68.8607333333,-71.7298666667,-78.1011,-43.2067333333
229.89,-30.2992,-23.8412333333,-33.4922,-37.5874,-43.3015333333,-30.5080333333,-46.1586666667,-46.9207333333,-49.2063666667,-24.5397
230.27,-30.8188285714,-27.8815666667,-35.7009333333,-42.7414,-44.486,-36.7289333333,-46.8536666667,-46.2305333333,-52.0871333333,-26.1682
230.65,-37.8805333333,-34.3464,-47.1242,-54.4444,-51.3726,-46.1438666667,-56.6011333333,-56.013,-59.6405333333,-33.8890333333
231.02,-56.3135904762,-52.4344333333,-65.9551,-78.1274,-67.4906,-68.5767666667,-78.8014666667,-77.4532,-79.5879333333,-52.0225
231.40,-52.8467047619,-44.6520666667,-64.6888,-76.9230666667,-60.8790666667,-70.2197333333,-71.8681333333,-78.5348666666,-77.9854,-47.3993
231.78,-64.8247238095,-54.5054666667,-79.0108666667,-90.2564666667,-71.8682,-86.8499666665,-86.0073333333,-87.7656666666,-91.7581666666,-62.2710333333
232.15,-80.0060666666,-73.3765333333,-100.346266667,-115.584466667,-93.0734666667,-105.238033333,-114.545466667,-115.7576,-114.069233333,-77.3161333333
232.53,-83.6592761905,-76.7105666666,-104.868433333,-117.456133333,-90.2632666666,-106.228,-117.456333333,-116.491333333,-110.175533333,-86.6227000001
232.90,-88.1442380953,-78.2843666667,-106.519533333,-123.9216,-90.2941333333,-106.960866667,-126.3726,-127.647,-106.4705,-92.1079333333
233.28,-59.7935047619,-50.8432666667,-73.6948,-87.5502,-63.3734,-75.7027666667,-92.6104666667,-90.4418666666,-70.6024333333,-61.1645333333
233.66,-38.2539857143,-35.2379666667,-46.8571333333,-61.4603333333,-43.8730666667,-52.0953333333,-65.1428666667,-63.4921333333,-44.9841666667,-39.4603666667
234.03,-22.894447619,-24.0291,-29.7390333333,-44.116,-31.4202666667,-37.0144333333,-47.5941333333,-45.8550666667,-33.7391666667,-26.8407
234.41,-14.4331714286,-18.2010333333,-25.1322666667,-34.5503333333,-23.9682666667,-26.9576,-40.1586666667,-37.7778,-26.6402,-21.0581333333
234.78,-7.65302857143,-10.6190333333,-16.5239333333,-23.7619333334,-19.9048,-17.5476666667,-32.2382,-28.7619333333,-18.9524666667,-13.4048
235.16,0.97055238096,-2.17953333333,-9.16669999999,-14.2308,-13.5469333333,-6.26053333334,-21.8375333333,-17.3932,-12.3717,-7.05136666666
235.54,-2.48474285715,-7.37176666667,-13.8673666667,-17.4358666667,-18.8462666667,-8.07686666665,-24.5300666667,-18.4188666667,-16.7307,-11.6879333333
235.91,6.60529523809,-0.715766666654,-5.93053333333,-9.44773333334,-11.2064,0.961199999986,-14.5602,-7.85273333333,-9.14103333334,-5.05113333333
236.29,9.36411904761,5.26516666666,-1.07969999999,-4.0152,-6.4014,6.79923333333,-8.06800000001,-2.19693333333,-5.17050000002,-3.35220000001
236.66,9.31338095237,5.5233,-1.18213333332,-4.49613333333,-9.26333333333,4.14709999999,-8.64346666667,-3.75973333333,-6.80220000002,-2.77136666667
237.04,14.3519714286,7.75393333333,3.3509,1.60413333332,-5.34746666667,8.164,-4.27806666667,2.06773333333,-4.09979999999,1.96069999999
237.41,11.5742190476,6.11106666667,-1.09263333332,-1.14813333333,-8.92586666667,7.55553333333,-5.92593333333,-0.407400000001,-9.85180000002,1.90753333333
237.79,11.6261190476,6.73756666667,0.159566666666,0.992933333328,-9.60986666666,8.8476,-5.88653333333,0.461066666667,-10.0710666667,5.14189999999
238.17,9.0047952381,3.10863333334,-5.35576666668,-4.23233333333,-15.3558666667,3.70776666666,-13.4457333333,-3.40826666667,-12.9399666666,1.64789999999
238.54,13.6289476191,11.0344666667,2.3809,5.18886666666,-7.52053333333,12.7421333333,-5.81286666667,6.17406666667,-4.81136666667,8.19390000001
238.92,15.048152381,12.2572,6.06866666667,7.71300000001,-3.79673333333,15.5605333333,-1.55446666666,9.62619999999,-2.21230000001,10.4933666667
239.29,11.8176619047,9.5979,2.87936666667,5.49933333333,-4.12446666667,11.2840333333,-2.23093333333,7.31506666667,-4.07266666667,8.40466666667
239.67,16.9749952381,15.4463,11.0395333333,12.3163333333,3.36733333334,17.4577666667,2.91533333333,12.4068666666,4.02263333333,15.0734666667
240.04,17.656,17.8373333333,11.2401333333,13.8888,5.37693333334,18.1943333333,4.6232,13.1746666667,5.83333333333,16.3490666667
240.42,16.0505571429,14.6718666667,9.64123333334,11.4960666667,3.90200000001,15.4156666667,3.48213333333,11.4961333333,4.0157,14.3658
240.79,12.2035666667,11.8333333333,6.68186666667,8.80313333333,2.48486666667,13.5530333333,1.03026666667,9.09086666667,1.70450000001,12.7729
241.17,11.5102,11.9167,5.28843333333,8.48713333334,3.2436,13.3460666667,1.80773333333,8.94886666666,2.01283333333,12.8268666667
241.54,10.8894333333,11.2652333333,4.8328,7.88180000001,3.08806666667,12.3802,1.37113333333,7.73693333333,2.34666666667,11.388
241.92,10.0581428571,10.8092,3.7303,7.318,2.78886666667,11.9033,1.2926,6.66653333333,2.1729,10.2645666667
242.29,9.17792857141,10.3553666667,3.6793,6.67606666667,2.71153333333,11.8140333333,1.84193333333,6.63866666666,1.89806666667,9.96266666667
242.67,9.18510952381,9.91536666667,3.64523333333,6.14986666667,2.64706666667,11.1897333333,1.943,5.94473333333,2.2371,10.2940666667
243.05,8.33864285713,9.23983333334,2.31533333333,5.1812,2.0008,10.3714,1.46786666667,5.356,1.62943333333,9.35326666667
243.42,8.02928095238,9.1502,2.2789,4.8454,1.72546666667,10.4009666667,1.27233333333,5.38553333333,1.95203333333,9.31596666667
243.80,5.62326666667,6.68409999999,-0.593833333334,2.24533333333,-0.823599999999,8.2315,-0.433333333333,3.40706666667,-0.710866666666,6.83573333333
244.17,2.46568095238,3.79886666667,-3.23246666667,-1.19453333333,-4.014,5.51616666666,-3.29386666667,0.342466666667,-4.2601,3.73733333333
244.55,3.18039047619,5.44116666667,-2.2208,0.192400000001,-2.2082,6.236,-1.17933333333,2.11633333333,-2.1373,5.14436666667
244.92,5.57125714286,7.02366666667,-0.127999999999,1.99453333333,-0.139799999999,8.0327,1.82393333333,4.12873333333,0.124133333334,6.86856666667
245.30,4.61705238095,6.3627,-0.122966666667,1.0858,-0.506733333333,7.23843333333,1.25946666667,3.63373333333,0.1266,6.417
245.67,5.31853333333,6.92376666667,1.48436666667,2.48046666667,0.885400000001,8.67190000001,2.53913333333,5.0652,1.22086666667,7.96876666667
246.05,5.79880952381,7.15123333333,1.74246666667,3.0648,1.7104,9.02513333333,3.2166,5.82613333334,1.5498,8.7273
246.42,6.26125714286,7.18773333333,2.20206666667,3.7548,2.5712,9.19083333333,3.96953333333,6.30539999999,2.17596666667,9.53126666667
246.79,5.56792380952,6.3999,1.49586666667,3.1122,2.01546666667,8.43443333334,3.15546666667,5.67093333333,1.05573333333,8.94413333333
247.17,5.50404285714,6.08086666667,1.78656666667,3.11586666666,2.01506666667,8.23126666666,2.88946666667,5.71226666667,1.16506666667,9.14339999999
247.54,5.45328095238,5.64046666667,1.61193333333,2.92886666667,1.76986666667,8.16706666666,2.76013333333,5.73546666667,0.849233333334,9.07083333333
247.92,6.50783333334,6.67463333333,2.84663333333,4.41106666666,2.82853333333,9.05856666665,3.7862,6.859,2.1694,10.1763
248.29,6.99305238095,6.95186666667,3.51933333333,5.10366666667,3.57946666667,9.38326666667,4.47926666667,7.54326666666,2.9106,10.7758666667
248.67,6.58078571428,6.31086666667,3.06413333333,4.73266666667,2.952,9.03116666666,3.91906666667,6.97719999999,2.1992,10.3479333333
249.04,5.5100047619,5.51806666667,2.3382,4.00906666667,2.113,8.12876666667,2.79686666666,6.18339999999,1.24696666667,9.48206666667
249.42,6.20763809524,6.12986666667,2.8991,4.6982,2.66153333333,8.73986666666,3.54733333333,6.85926666667,1.5105,9.97426666667
249.79,5.57720952381,5.4454,1.96786666667,3.8764,1.64946666667,7.7022,2.6758,6.126,0.517666666667,9.10886666667
250.17,4.91095238095,5.00106666667,1.6879,3.4952,1.0008,7.14466666667,2.13093333334,5.90486666667,-0.054633333334,8.56116666667
250.54,3.76838095238,4.58933333333,0.927999999998,2.62933333333,-0.213333333332,6.25600000001,0.991999999999,5.06666666667,-1.192,7.26666666667
250.92,3.06728571429,4.16526666667,0.3674,2.6156,-0.95146666667,5.86626666667,0.415933333333,4.9458,-1.42453333333,6.84046666667
251.29,2.9811047619,4.4019,0.091933333334,2.56373333333,-1.0894,5.37303333333,0.142133333334,4.7898,-1.67856666666,6.75843333333
251.66,2.7882,4.98476666667,0.622566666666,3.1014,-0.640999999999,5.31433333334,0.610533333333,5.03046666666,-0.976866666668,7.26503333333
252.04,1.51611428571,4.13183333333,-0.230466666666,1.84973333333,-1.69186666667,4.04033333333,-0.403999999999,4.05926666667,-1.85613333333,6.0638
252.41,1.20593809524,4.477,-0.479566666666,1.45126666667,-2.07966666667,3.55356666667,-1.0302,3.76426666667,-2.05693333333,5.9928
252.79,0.497095238093,4.05416666667,-0.8202,0.939066666668,-2.69186666667,2.81086666667,-1.99726666667,3.39286666667,-2.7514,5.64146666667
253.16,1.76291904762,5.33203333333,0.480000000002,2.16946666667,-1.3216,4.29973333333,-0.197266666669,4.72706666667,-1.1176,7.10073333334
253.54,0.232885714287,4.01423333333,-0.834966666666,1.18706666667,-2.67613333333,3.02816666667,-1.29446666667,3.41386666667,-2.38083333333,6.18386666666
253.91,-1.19913333333,2.99973333333,-2.38783333333,0.0,-3.73993333333,1.40766666667,-2.5442,2.51653333333,-3.70526666667,5.28
254.28,-2.36767142857,2.2874,-3.16623333333,-1.3164,-4.85253333333,0.359300000001,-4.01993333334,1.23086666666,-4.60336666667,4.43976666667
254.66,-2.83368095238,1.91323333333,-3.4715,-1.90586666667,-5.7474,-0.508233333335,-5.11946666667,0.575533333335,-4.9401,3.86393333333
