wavelength,Back_OryNutm,Belly_OryNutm,Breast_OryNutm,Crissum_OryNutm,Crown_OryNutm,DorTail_OryNutm,Rump_OryNutm,Throat_OryNutm,WingTip_OryNutm
374.73,3.89486666667,3.7975,4.3995,4.3772,4.00182222222,6.01536666667,3.66423333334,3.72493333333,5.65293333333
375.09,3.93833333333,3.8869,4.4821,4.48553333333,4.0536,6.07573333333,3.74676666667,3.79466666667,5.63346666667
375.45,3.96033333333,3.916,4.53576666667,4.52306666667,4.06724444445,6.13263333333,3.7253,3.80286666667,5.6816
375.81,3.95806666667,3.91046666667,4.51033333333,4.4754,4.09957777778,6.09603333333,3.7248,3.79813333333,5.6782
376.18,4.1332,4.07293333333,4.6755,4.64146666667,4.26884444445,6.28833333333,3.8992,3.997,5.7958
376.54,4.01386666667,4.01383333333,4.64956666667,4.58033333333,4.18231111111,6.20373333333,3.7688,3.97726666667,5.68526666667
376.90,4.02093333333,4.04486666667,4.63736666667,4.60786666667,4.21684444444,6.25666666667,3.78166666666,3.9532,5.66453333333
377.26,3.9798,3.98023333333,4.54543333333,4.59486666667,4.18148888889,6.16536666667,3.70266666667,3.8544,5.54453333333
377.63,4.07386666667,4.09096666667,4.6708,4.73706666667,4.28446666667,6.25133333333,3.77953333333,3.95046666667,5.64866666667
377.99,3.98313333333,3.95656666667,4.56816666667,4.67013333333,4.21033333333,6.1682,3.68,3.87806666667,5.56113333333
378.35,3.84933333333,3.82643333333,4.39903333333,4.52133333333,4.05075555555,5.9636,3.52976666667,3.75013333333,5.46793333333
378.71,3.8438,3.7895,4.37506666667,4.49706666667,4.01077777778,5.89273333333,3.45886666667,3.73526666667,5.42806666667
379.07,3.80353333333,3.6632,4.27283333333,4.41993333333,3.94637777778,5.79356666667,3.36973333333,3.6422,5.37693333333
379.44,3.70813333333,3.55976666667,4.1649,4.27246666667,3.84373333333,5.63,3.23323333333,3.594,5.22
379.80,3.7816,3.6447,4.22876666667,4.3648,3.92553333333,5.70246666667,3.3328,3.6508,5.2992
380.16,3.6576,3.52956666667,4.11453333333,4.26013333333,3.84988888889,5.57006666667,3.20043333334,3.51553333333,5.22793333333
380.52,3.7706,3.57196666667,4.11196666667,4.34673333333,3.95168888889,5.6293,3.30463333333,3.57846666667,5.37953333333
380.88,3.83146666667,3.55486666667,4.0995,4.3312,4.008,5.61263333333,3.3401,3.63053333333,5.48746666667
381.24,3.88686666667,3.64963333333,4.19393333333,4.36653333333,4.06924444445,5.68813333333,3.43983333333,3.77233333333,5.5848
381.61,3.92633333333,3.6602,4.202,4.39873333333,4.1424,5.67756666667,3.49656666667,3.83293333333,5.6556
381.97,4.0278,3.74043333333,4.28873333333,4.47133333333,4.21122222222,5.79556666667,3.58276666667,3.95793333333,5.72826666667
382.33,4.05313333333,3.72783333333,4.29416666667,4.50073333333,4.27086666667,5.8421,3.62286666667,4.0064,5.76886666667
382.69,3.9418,3.6558,4.21003333333,4.45293333333,4.18497777778,5.78043333333,3.55836666667,3.89613333333,5.6994
383.05,3.89026666667,3.63413333333,4.18666666667,4.42066666667,4.1472,5.74233333333,3.5499,3.83,5.65413333333
383.41,3.95346666667,3.69676666667,4.22006666667,4.5204,4.23902222222,5.81086666667,3.6762,3.86753333334,5.7282
383.77,3.8962,3.62426666667,4.16656666667,4.45273333333,4.17617777778,5.74933333334,3.6016,3.82093333333,5.696
384.14,3.94893333333,3.71176666667,4.18773333333,4.489,4.21751111111,5.8155,3.67846666667,3.918,5.7656
384.50,3.94193333333,3.7726,4.27263333333,4.5148,4.18713333333,5.82023333333,3.68936666667,3.96373333333,5.74393333333
384.86,3.881,3.7729,4.23123333333,4.5106,4.09146666667,5.78463333333,3.6363,3.89973333333,5.62886666667
385.22,3.82673333333,3.68763333333,4.1855,4.42526666667,4.01208888889,5.73443333333,3.5552,3.82506666667,5.57846666667
385.58,3.77073333333,3.6119,4.12143333333,4.33813333333,3.93384444445,5.67926666667,3.49463333333,3.7552,5.51346666667
385.94,3.67853333333,3.5508,4.00126666667,4.2682,3.8702,5.56556666667,3.43393333333,3.6596,5.446
386.30,3.6588,3.5425,3.9823,4.26606666667,3.86491111111,5.55436666666,3.41703333333,3.6268,5.39646666667
386.66,3.69273333333,3.5795,3.9692,4.25653333333,3.87417777778,5.57866666667,3.44816666667,3.65506666667,5.3974
387.03,3.7102,3.55086666667,3.96996666667,4.2566,3.84157777778,5.59776666667,3.45773333333,3.68826666667,5.38893333333
387.39,3.71,3.55923333333,3.98663333333,4.26773333333,3.8078,5.6015,3.4384,3.67913333333,5.38406666667
387.75,3.88433333333,3.72393333333,4.17936666667,4.4686,3.99395555555,5.8059,3.626,3.85693333333,5.56093333333
388.11,3.98213333333,3.78646666667,4.3016,4.54286666667,4.11215555556,5.8858,3.73113333333,3.9368,5.65173333333
388.47,4.0076,3.7648,4.2835,4.5786,4.16782222222,5.91673333333,3.76836666667,3.9032,5.69233333333
388.83,4.04953333333,3.79836666667,4.33516666667,4.58453333333,4.23404444444,5.9606,3.81883333333,3.97646666667,5.74326666667
389.19,4.09893333333,3.85183333333,4.36656666667,4.64446666667,4.32633333333,6.03603333333,3.8847,4.0266,5.79966666667
389.55,4.07306666667,3.8766,4.3474,4.6272,4.33984444445,6.03693333333,3.84916666667,4.0144,5.8024
389.91,4.1294,3.8896,4.40923333333,4.65453333333,4.36182222222,6.06713333333,3.8429,4.0508,5.84746666667
390.27,4.21953333333,4.0026,4.4778,4.71313333333,4.41195555556,6.14013333333,3.9267,4.17633333333,5.94426666667
390.63,4.2956,4.03916666667,4.53616666667,4.78786666667,4.49615555556,6.17916666666,3.97773333334,4.24826666667,6.03413333333
391.00,4.3272,4.11126666667,4.56883333333,4.84673333333,4.57913333333,6.19216666666,4.05776666667,4.31926666667,6.1042
391.36,4.37706666667,4.1488,4.61123333333,4.901,4.64753333333,6.21843333333,4.10143333333,4.36933333333,6.1798
391.72,4.27446666667,4.0771,4.47836666667,4.7698,4.52931111111,6.0828,3.99133333333,4.27446666666,6.0338
392.08,4.2056,4.02983333333,4.39076666667,4.7052,4.46702222222,6.02636666667,3.90986666667,4.1884,5.94766666667
392.44,4.02586666667,3.88096666667,4.24836666667,4.50346666667,4.31757777778,5.86046666667,3.76,4.04733333333,5.76213333333
392.80,3.96753333333,3.8366,4.18886666667,4.48833333333,4.24988888889,5.79163333333,3.70276666667,3.98633333333,5.71393333333
393.16,3.9656,3.8179,4.16323333333,4.4934,4.20684444445,5.74133333333,3.687,3.95666666667,5.68126666667
393.52,4.00813333333,3.7991,4.2012,4.49593333333,4.20333333333,5.75,3.71626666667,3.97073333333,5.6788
393.88,3.96013333333,3.76786666667,4.1618,4.48013333333,4.18746666667,5.7154,3.70076666667,3.9272,5.63413333333
394.24,3.92753333334,3.71053333333,4.1354,4.45626666667,4.17846666667,5.6883,3.67796666667,3.86146666667,5.58926666667
394.60,3.899,3.70116666667,4.12706666667,4.4384,4.15151111111,5.69673333333,3.67513333333,3.83273333333,5.58093333333
394.96,3.92913333333,3.72826666667,4.137,4.4234,4.1492,5.74403333333,3.65916666667,3.8432,5.5854
395.32,3.891,3.69016666667,4.08923333333,4.349,4.10988888889,5.7447,3.6315,3.80166666667,5.5396
395.68,3.8974,3.67086666667,4.12223333333,4.36193333333,4.13675555555,5.7733,3.6441,3.8198,5.5804
396.04,3.92013333333,3.69956666667,4.1305,4.39633333333,4.13011111111,5.80636666667,3.6843,3.86626666667,5.59266666667
396.40,4.11066666667,3.86636666667,4.24596666667,4.56913333333,4.2612,5.9706,3.81816666667,4.03106666667,5.776
396.76,4.1374,3.9286,4.29376666667,4.60033333333,4.32191111111,6.05653333333,3.899,4.10833333333,5.8386
397.12,4.1492,3.9438,4.32416666667,4.61813333333,4.37317777778,6.101,3.9175,4.13833333333,5.86113333333
397.48,4.1474,3.98106666667,4.36883333333,4.67946666667,4.38002222222,6.15363333333,3.93963333333,4.1652,5.88153333333
397.84,4.20306666667,4.0483,4.4487,4.71793333333,4.42675555556,6.24686666667,4.01753333333,4.24846666667,5.95126666667
398.20,4.1696,4.03373333333,4.42876666667,4.67393333333,4.39593333333,6.20756666667,3.9918,4.2414,5.93693333333
398.56,4.1212,4.0052,4.41743333333,4.6304,4.37402222222,6.1365,3.95956666667,4.2188,5.9008
398.92,4.11926666667,3.9949,4.46433333333,4.6558,4.39602222222,6.1292,3.93766666667,4.2062,5.90226666667
399.28,4.07906666667,3.97846666667,4.44753333333,4.6474,4.37064444444,6.10923333333,3.9054,4.1962,5.90293333333
399.64,4.0002,3.91753333333,4.38383333333,4.58106666666,4.28504444445,6.02646666667,3.8204,4.0942,5.82966666667
400.00,3.98993333333,3.8643,4.3662,4.56406666667,4.2638,5.979,3.81663333333,4.06593333333,5.84086666667
400.36,3.99333333333,3.89193333333,4.41516666667,4.56566666667,4.29051111111,5.9999,3.83883333334,4.0804,5.8684
400.72,4.04393333333,3.90516666667,4.43916666667,4.57406666667,4.33506666667,6.01863333333,3.8579,4.0714,5.88626666667
401.08,4.08433333333,3.94443333333,4.4306,4.56653333333,4.31771111111,6.0258,3.8983,4.0774,5.9092
401.44,4.02733333333,3.8888,4.33296666667,4.50666666667,4.27317777778,5.95106666667,3.85713333333,4.03746666667,5.844
401.80,3.97126666667,3.84713333333,4.26273333333,4.45953333333,4.21368888889,5.88333333333,3.79093333334,3.98086666667,5.78813333333
402.16,3.98313333333,3.848,4.2545,4.49466666667,4.25028888889,5.90613333333,3.8141,3.99133333333,5.83693333333
402.52,4.066,3.93883333333,4.30693333333,4.57826666667,4.30986666667,5.99433333333,3.89016666667,4.05673333333,5.90353333333
402.88,4.01726666667,3.8912,4.1946,4.50346666666,4.28602222222,5.90153333333,3.8663,4.0098,5.8826
403.24,4.04553333333,3.88433333333,4.2116,4.5016,4.28406666667,5.893,3.88366666667,4.00433333333,5.86606666667
403.60,4.09846666667,3.91466666667,4.22523333333,4.527,4.31808888889,5.9311,3.92376666667,4.05753333333,5.9008
403.95,4.01426666667,3.83443333333,4.1603,4.45053333333,4.25373333333,5.89516666667,3.8364,3.98446666667,5.81413333333
404.31,3.87013333333,3.68103333333,4.03763333333,4.34486666667,4.12922222222,5.7591,3.69823333333,3.86706666667,5.69653333333
404.67,3.86746666667,3.65553333333,4.02536666667,4.3424,4.10695555556,5.7151,3.6692,3.86906666667,5.67093333333
405.03,3.73946666666,3.56196666667,3.95293333333,4.25113333333,4.04195555555,5.61986666667,3.55253333333,3.78146666667,5.57613333333
405.39,3.6984,3.5252,3.9277,4.1898,4.02288888889,5.5795,3.5094,3.72806666667,5.56813333333
405.75,3.7182,3.54933333333,3.9462,4.21546666667,4.06351111111,5.60233333333,3.53606666667,3.75946666667,5.5952
406.11,3.72753333333,3.5634,3.96436666667,4.21693333333,4.06928888889,5.6145,3.53406666667,3.76786666667,5.554
406.47,3.69866666667,3.49196666667,3.92713333333,4.181,4.03675555556,5.56176666667,3.48923333333,3.72293333333,5.5224
406.83,3.69446666667,3.5153,3.9691,4.21093333334,4.0308,5.60446666667,3.4968,3.73026666667,5.5236
407.19,3.683,3.5178,3.9684,4.21313333333,4.05133333333,5.6199,3.5062,3.727,5.52873333333
407.55,3.64873333334,3.5188,3.9551,4.19326666667,4.02151111111,5.60753333333,3.48616666667,3.70293333333,5.5056
407.90,3.78286666667,3.64856666667,4.09043333333,4.31006666667,4.14453333333,5.7328,3.6161,3.83386666667,5.63273333333
408.26,3.88453333333,3.7457,4.19753333333,4.4286,4.22051111111,5.8287,3.73136666667,3.92986666667,5.73066666666
408.62,3.88693333333,3.75123333333,4.2082,4.456,4.23035555555,5.85423333333,3.76143333333,3.93526666667,5.7636
408.98,4.01786666666,3.86903333333,4.32563333333,4.56653333333,4.35626666667,5.96393333333,3.88966666667,4.04506666667,5.86386666667
409.34,4.11753333333,3.95946666667,4.3952,4.67613333333,4.42906666666,6.034,3.9806,4.14413333333,5.9262
409.70,4.14166666667,3.99116666667,4.4378,4.7106,4.45377777778,6.06556666667,4.0151,4.16713333333,5.94833333333
410.06,4.117,3.9572,4.42553333333,4.67293333333,4.41591111111,6.03723333333,3.98813333333,4.11253333333,5.95033333333
410.42,4.05906666667,3.93483333333,4.37786666667,4.62206666667,4.36777777778,6.00196666667,3.95156666667,4.08773333333,5.91226666667
410.77,4.07793333333,3.93033333333,4.37523333333,4.62473333333,4.37035555556,6.02396666667,3.95626666667,4.12913333333,5.94346666667
411.13,4.15353333333,3.98203333333,4.42343333333,4.70006666667,4.45171111111,6.06633333333,4.0144,4.20293333333,6.00833333333
411.49,4.21646666667,4.0176,4.4896,4.77786666667,4.50242222222,6.14773333333,4.0864,4.2564,6.0634
411.85,4.13413333333,3.959,4.4081,4.7122,4.42855555556,6.03283333333,4.00053333333,4.16646666667,5.9816
412.21,4.06406666667,3.9039,4.3253,4.60986666667,4.38515555556,5.95106666666,3.91746666667,4.07906666667,5.8816
412.57,4.05513333333,3.9008,4.3272,4.59386666667,4.38666666667,5.92073333333,3.90836666667,4.07293333333,5.87966666667
412.92,4.06053333333,3.8984,4.31733333333,4.609,4.38155555556,5.92496666667,3.90316666667,4.10173333333,5.91246666667
413.28,4.0482,3.90566666667,4.32993333333,4.6076,4.37104444444,5.95233333333,3.90726666667,4.074,5.90613333333
413.64,4.03,3.86813333333,4.31306666667,4.58146666667,4.34944444444,5.92146666667,3.87406666667,4.0374,5.89833333333
414.00,4.05626666667,3.8903,4.29683333333,4.60033333333,4.36433333333,5.9163,3.88406666667,4.0686,5.917
414.36,4.10706666667,3.92693333333,4.34083333333,4.6356,4.40562222222,5.9843,3.93756666667,4.08533333333,5.9368
414.72,4.11153333333,3.92066666667,4.3611,4.6264,4.39304444445,5.97586666667,3.905,4.045,5.92006666667
415.07,4.02633333333,3.84356666667,4.28213333333,4.54273333333,4.28122222222,5.88546666667,3.82843333334,3.9714,5.83793333333
415.43,4.05333333333,3.87506666667,4.3015,4.55953333333,4.3164,5.85596666667,3.84153333333,4.0042,5.88286666667
415.79,4.11306666667,3.9032,4.3331,4.59006666667,4.36106666667,5.9113,3.8977,4.08273333333,5.924
416.15,4.15246666667,3.9317,4.36083333333,4.6352,4.40711111111,5.97136666667,3.94853333333,4.1512,5.98773333333
416.51,4.143,3.93566666667,4.34416666667,4.62,4.39602222222,5.9596,3.93206666667,4.162,5.96886666666
416.86,4.09833333333,3.87106666667,4.3156,4.5934,4.36264444444,5.93926666667,3.9134,4.1148,5.9434
417.22,4.122,3.88126666667,4.32346666667,4.60933333333,4.39595555556,5.94996666667,3.93686666667,4.164,5.95626666667
417.58,4.1226,3.87646666667,4.30323333333,4.61506666667,4.37868888889,5.94066666667,3.9239,4.17026666667,5.94233333333
417.94,4.16113333333,3.91553333333,4.36676666667,4.6704,4.42548888889,5.98916666667,3.9858,4.2368,5.999
418.29,4.17253333333,3.9511,4.37463333333,4.69833333333,4.4532,5.98203333333,4.0079,4.27413333333,6.01046666667
418.65,4.20893333333,3.98803333333,4.38906666667,4.72493333333,4.49375555555,5.99543333333,4.0635,4.31426666667,6.04113333333
419.01,4.18926666667,3.98066666667,4.38323333333,4.72126666667,4.48937777778,5.99833333333,4.0442,4.31826666667,6.04306666667
419.37,4.159,3.9524,4.34836666667,4.68826666667,4.46151111111,5.97966666667,4.01896666667,4.28453333333,6.02333333333
419.73,4.1406,3.9394,4.31833333333,4.66986666667,4.44382222222,5.95856666667,3.99436666666,4.24233333333,6.00833333333
420.08,4.192,3.98293333333,4.36326666667,4.70473333333,4.47084444445,5.98126666667,4.03626666667,4.27113333334,6.03366666667
420.44,4.19866666667,3.99176666667,4.368,4.71626666667,4.48137777778,5.99793333333,4.05296666666,4.27806666667,6.05006666667
420.80,4.19366666666,3.99476666667,4.36036666667,4.7162,4.478,5.9681,4.045,4.26753333333,6.04173333333
421.16,4.16053333333,3.97413333333,4.33883333333,4.6812,4.4376,5.9178,4.01786666667,4.21433333333,6.018
421.51,4.17006666667,3.9763,4.33426666667,4.6622,4.43904444444,5.89783333333,4.01856666667,4.20213333333,6.0204
421.87,4.15166666667,3.97366666667,4.31566666667,4.63226666667,4.4192,5.8767,4.00246666667,4.17653333333,5.993
422.23,4.1498,3.95696666667,4.3071,4.62193333333,4.3988,5.86453333333,3.9887,4.1758,5.99246666667
422.58,4.14486666667,3.9527,4.30883333333,4.62286666667,4.38251111111,5.859,3.9844,4.17653333333,5.9896
422.94,4.1766,3.97833333333,4.32873333333,4.6344,4.40986666667,5.86196666667,4.00843333333,4.187,6.01686666667
423.30,4.1708,3.9638,4.32303333333,4.6244,4.40562222222,5.85126666667,4.00856666667,4.1896,5.99566666667
423.66,4.1784,3.96576666667,4.35133333333,4.63733333334,4.40851111111,5.86023333333,4.01613333333,4.19973333333,6.01226666667
424.01,4.1478,3.942,4.33166666667,4.6118,4.39477777778,5.84713333333,3.9903,4.1832,5.99293333333
424.37,4.12133333333,3.9215,4.32506666667,4.5808,4.36931111111,5.8277,3.9781,4.15326666666,5.96033333333
424.73,4.1206,3.92226666667,4.3238,4.58286666667,4.3596,5.83663333334,3.98223333333,4.14953333333,5.9568
425.08,4.13946666667,3.93303333333,4.33596666667,4.59786666667,4.39073333333,5.85756666667,3.99296666667,4.18166666667,5.98913333333
425.44,4.157,3.95756666667,4.37793333333,4.63986666667,4.42515555556,5.9053,4.03573333333,4.23246666667,6.01546666667
425.80,4.15106666667,3.94156666667,4.3609,4.64593333334,4.41313333334,5.89983333333,4.02416666667,4.22026666667,6.0154
426.16,4.12873333333,3.92373333333,4.34123333333,4.62386666666,4.40113333333,5.88293333334,4.00976666667,4.19353333333,6.0086
426.51,4.09666666667,3.89336666667,4.31223333333,4.6044,4.39224444444,5.86153333333,3.99156666667,4.16446666667,5.98366666667
426.87,4.09526666667,3.90623333333,4.3302,4.61146666667,4.38991111111,5.8696,4.00986666667,4.15986666667,5.96586666667
427.23,4.09186666667,3.91523333333,4.33193333333,4.60886666666,4.39115555556,5.86593333333,4.00793333333,4.146,5.9522
427.58,4.09593333333,3.9386,4.32453333333,4.62833333333,4.41975555556,5.89056666667,4.0316,4.1548,5.94906666667
427.94,4.1008,3.9472,4.32203333333,4.6354,4.418,5.87136666667,4.0338,4.1418,5.952
428.30,4.16946666667,3.9674,4.36306666667,4.69293333333,4.47553333333,5.914,4.0711,4.17126666667,6.0134
428.65,4.2064,4.01443333333,4.38023333333,4.71313333333,4.51135555555,5.94336666667,4.09136666667,4.21273333333,6.045
429.01,4.21966666667,4.0213,4.3875,4.7282,4.49768888889,5.94596666667,4.09556666667,4.2154,6.02526666667
429.37,4.22526666667,4.01773333333,4.3898,4.7324,4.49891111111,5.94363333333,4.0897,4.186,6.00973333333
429.72,4.26386666667,4.0602,4.44303333333,4.76986666667,4.54626666667,5.98493333333,4.1162,4.22733333333,6.03906666667
430.08,4.29806666667,4.0836,4.45736666667,4.79566666667,4.55846666667,5.99753333333,4.1264,4.2388,6.05046666667
430.44,4.35453333333,4.14956666667,4.52826666667,4.85433333333,4.59788888889,6.03523333333,4.1743,4.2886,6.08773333333
430.79,4.343,4.12056666667,4.50513333333,4.83273333333,4.58557777778,6.0276,4.15636666667,4.28526666667,6.0884
431.15,4.32626666667,4.10323333333,4.48796666667,4.82613333333,4.56271111111,6.01013333333,4.13766666667,4.273,6.08593333333
431.50,4.30466666667,4.06626666667,4.48786666667,4.80393333333,4.51748888889,5.9863,4.11726666667,4.2664,6.06506666667
431.86,4.28806666667,4.0449,4.46076666667,4.7914,4.50386666667,5.9877,4.10246666667,4.2706,6.04653333334
432.22,4.2586,4.0557,4.42706666667,4.77306666667,4.47993333333,5.96633333333,4.08036666667,4.27666666667,6.0224
432.57,4.2212,4.01306666667,4.4044,4.7308,4.44066666667,5.9287,4.04973333333,4.24713333333,5.966
432.93,4.2158,4.0191,4.40986666667,4.7364,4.44873333333,5.93236666667,4.06073333333,4.2502,5.97646666667
433.29,4.19946666667,4.01153333333,4.383,4.712,4.43586666667,5.89523333333,4.04953333333,4.25073333333,5.98026666667
433.64,4.17253333333,3.98923333333,4.36396666667,4.6848,4.40902222222,5.86356666667,4.0326,4.2352,5.95446666667
434.00,4.1638,3.9842,4.37913333333,4.6862,4.41988888889,5.86916666667,4.03036666667,4.2422,5.9572
434.35,4.15793333333,3.9592,4.37006666667,4.66193333333,4.42084444444,5.86093333333,4.0254,4.26173333333,5.95666666667
434.71,4.1522,3.95503333333,4.37236666667,4.67066666667,4.40737777778,5.8545,4.01326666667,4.25833333333,5.94593333333
435.07,4.19666666667,4.0006,4.42313333333,4.72153333333,4.4656,5.89976666667,4.0706,4.29266666667,6.00466666667
435.42,4.1696,3.98543333333,4.40553333333,4.7064,4.45535555555,5.8609,4.0449,4.27266666667,5.98813333333
435.78,4.16846666667,3.99266666667,4.4149,4.7092,4.44346666667,5.85463333333,4.0536,4.2678,5.98826666667
436.13,4.15286666666,3.9802,4.4082,4.70106666667,4.43395555555,5.83813333333,4.0526,4.25826666667,5.97833333333
436.49,4.1402,3.96516666667,4.38946666667,4.68653333333,4.42271111111,5.8181,4.04193333333,4.25226666667,5.98253333333
436.84,4.1458,3.95666666667,4.38836666667,4.69346666667,4.43513333333,5.83126666667,4.04906666667,4.2634,5.99753333333
437.20,4.14153333333,3.94773333333,4.38453333333,4.69406666667,4.43573333334,5.83293333333,4.05826666667,4.25973333333,5.99426666667
437.56,4.13766666667,3.93733333333,4.3764,4.70246666667,4.42157777778,5.83443333333,4.05676666667,4.24946666667,5.98993333333
437.91,4.14053333333,3.93346666667,4.37573333333,4.69953333333,4.41548888889,5.8376,4.07683333333,4.2582,5.9904
438.27,4.11846666667,3.93353333333,4.3403,4.68826666667,4.39264444444,5.81263333333,4.0521,4.21146666667,5.96113333333
438.62,4.13793333333,3.96283333333,4.34883333333,4.7116,4.41935555556,5.82573333333,4.09756666667,4.23713333333,5.9818
438.98,4.14466666666,3.9815,4.36466666667,4.71813333333,4.42697777778,5.84136666667,4.10933333333,4.2704,5.97926666667
439.33,4.16086666667,3.992,4.36703333333,4.7116,4.42924444445,5.8545,4.12386666667,4.27506666666,5.98666666667
439.69,4.17253333333,3.99946666667,4.38816666667,4.7322,4.44591111111,5.85263333333,4.13786666667,4.28946666667,5.9952
440.04,4.2166,4.0263,4.4208,4.77213333333,4.47564444444,5.89136666667,4.16773333333,4.33086666667,6.03733333333
440.40,4.261,4.0729,4.4676,4.813,4.51971111111,5.94366666667,4.21483333333,4.37753333333,6.0878
440.75,4.26346666667,4.07806666667,4.47533333333,4.8106,4.51817777778,5.93446666667,4.2053,4.37626666667,6.08526666667
441.11,4.26646666667,4.0923,4.48633333333,4.8226,4.52155555555,5.95893333333,4.2029,4.38726666667,6.09506666667
441.47,4.2896,4.11703333333,4.5,4.83266666667,4.55464444445,5.98603333333,4.23523333333,4.41913333333,6.12133333333
441.82,4.30046666667,4.1347,4.5036,4.84013333333,4.57253333333,5.99276666667,4.23446666667,4.4256,6.133
442.18,4.32686666667,4.15776666667,4.54433333333,4.86926666667,4.60275555556,6.027,4.275,4.45053333333,6.17753333333
442.53,4.3308,4.1532,4.5639,4.8658,4.60466666667,6.03053333333,4.25993333333,4.45493333333,6.19073333333
442.89,4.31393333333,4.13186666667,4.54873333333,4.8546,4.57411111111,6.0112,4.2373,4.431,6.18426666667
443.24,4.3518,4.16416666667,4.57653333333,4.88193333333,4.60366666667,6.0313,4.2648,4.46753333333,6.21466666667
443.60,4.34126666667,4.17303333333,4.5694,4.87506666667,4.60253333333,6.02936666667,4.25426666667,4.45886666667,6.22326666667
443.95,4.32086666666,4.1594,4.56276666667,4.86506666666,4.59777777778,6.02236666667,4.24163333333,4.43286666667,6.20306666667
444.31,4.3344,4.16453333333,4.5802,4.8898,4.61848888889,6.0243,4.25943333333,4.43953333333,6.22786666667
444.66,4.30693333333,4.1438,4.5499,4.86493333333,4.58935555556,6.00476666667,4.2425,4.4146,6.20666666667
445.02,4.30546666667,4.13543333333,4.5456,4.84586666667,4.58637777778,5.98023333333,4.23463333333,4.39893333333,6.19906666667
445.37,4.28006666667,4.10306666667,4.5198,4.82166666667,4.56157777778,5.95963333333,4.20133333333,4.36326666667,6.17413333333
445.72,4.26946666667,4.1039,4.52303333333,4.8312,4.55615555555,5.96126666667,4.20393333333,4.35326666667,6.17473333333
446.08,4.24713333333,4.07496666667,4.49073333333,4.80886666667,4.53857777778,5.93486666667,4.1799,4.34566666667,6.14953333333
446.43,4.24133333333,4.0634,4.47623333333,4.80233333333,4.52784444444,5.93266666667,4.17223333333,4.34,6.14086666667
446.79,4.26466666667,4.08276666667,4.4933,4.81886666666,4.55113333333,5.95103333333,4.1966,4.35806666667,6.15666666667
447.14,4.24773333334,4.08073333333,4.4956,4.821,4.55317777778,5.94956666667,4.19503333333,4.3498,6.1526
447.50,4.25846666667,4.07546666667,4.5098,4.8214,4.56046666667,5.9641,4.20373333333,4.3596,6.1442
447.85,4.25906666667,4.0711,4.51196666667,4.8128,4.5562,5.95663333333,4.20056666667,4.3564,6.14233333333
448.21,4.24533333333,4.06796666667,4.50643333333,4.80453333333,4.53588888889,5.95256666667,4.18106666667,4.344,6.1192
448.56,4.26726666667,4.08713333333,4.53056666667,4.82613333333,4.55371111111,5.97643333333,4.1961,4.36453333333,6.1242
448.92,4.2672,4.07563333333,4.52623333333,4.82913333334,4.5462,5.98516666667,4.19666666667,4.37766666667,6.11613333333
449.27,4.28753333333,4.11356666667,4.56733333333,4.8622,4.57784444445,6.00116666667,4.22856666667,4.42473333333,6.14146666667
449.62,4.31266666667,4.13083333333,4.6102,4.88726666667,4.60953333333,6.0207,4.25896666667,4.45326666667,6.15866666667
449.98,4.3432,4.18586666667,4.6561,4.9166,4.64037777778,6.05643333333,4.28973333333,4.47286666667,6.18626666667
450.33,4.36446666667,4.21353333333,4.6843,4.9558,4.68377777778,6.08146666667,4.32586666667,4.50626666667,6.21486666667
450.69,4.35846666667,4.1978,4.67706666667,4.9468,4.68486666667,6.0659,4.31376666667,4.511,6.21633333333
451.04,4.37166666667,4.19436666667,4.6692,4.95566666667,4.69788888889,6.0735,4.31443333333,4.51853333333,6.23706666667
451.40,4.3772,4.18873333333,4.6497,4.957,4.69246666667,6.0721,4.3211,4.51386666667,6.2514
451.75,4.3454,4.17526666667,4.6267,4.93146666667,4.66468888889,6.03623333333,4.2951,4.513,6.2438
452.10,4.3468,4.17253333333,4.62463333333,4.93273333334,4.66473333333,6.0315,4.29746666667,4.50933333333,6.24753333333
452.46,4.36226666667,4.1933,4.65296666667,4.93866666667,4.69151111111,6.03593333333,4.32266666667,4.52086666667,6.27253333333
452.81,4.39186666667,4.22606666667,4.6917,4.96333333333,4.72357777778,6.0531,4.3553,4.5416,6.30313333333
453.17,4.4142,4.23126666667,4.712,4.97873333333,4.73202222222,6.07346666667,4.37513333333,4.5434,6.3172
453.52,4.38546666667,4.19746666667,4.6599,4.94826666667,4.69784444444,6.04803333333,4.34463333333,4.51766666666,6.29766666667
453.87,4.3736,4.16353333333,4.62813333333,4.934,4.6766,6.02633333333,4.31933333333,4.52173333333,6.2968
454.23,4.3538,4.18106666667,4.60356666667,4.9126,4.65804444445,6.0078,4.30126666667,4.50966666667,6.27373333333
454.58,4.3798,4.2043,4.6213,4.93513333333,4.67726666667,6.03363333333,4.3093,4.5244,6.2802
454.93,4.39413333333,4.22933333333,4.66236666667,4.961,4.69884444444,6.04836666667,4.3306,4.55153333333,6.30253333333
455.29,4.4114,4.26876666667,4.69386666667,4.98786666667,4.7342,6.06083333333,4.3391,4.5762,6.32153333333
455.64,4.48193333333,4.34203333333,4.76466666667,5.05733333333,4.81984444445,6.13613333333,4.42913333333,4.6366,6.37066666667
456.00,4.5022,4.36786666667,4.7847,5.08686666667,4.85935555556,6.1598,4.4572,4.6534,6.39893333333
