wavelength,Back_NesAcuf,Belly_NesAcuf,Breast_NesAcuf,Crissum_NesAcuf,Crown_NesAcuf,DorTail_NesAcuf,Rump_NesAcuf,Throat_NesAcuf,WingTip_NesAcuf
362.39,7.338,13.6365,13.99125,16.811,6.1035,6.8875,7.09616666666,13.8402083333,8.976
362.75,7.279,13.5421666667,13.999,16.784,6.05383333333,6.8335,7.00566666667,13.8428333334,8.9615
363.11,7.2575,13.61875,14.053,16.8376666667,6.1,6.829,7.08466666667,13.8151666667,8.8885
363.48,7.1225,13.4759166667,13.8678333333,16.6903333334,5.96716666666,6.62616666667,6.93583333333,13.6255833334,8.67466666667
363.84,7.16983333334,13.53675,13.995,16.7455,6.04116666667,6.59416666667,7.01016666667,13.6544166667,8.71166666666
364.20,7.30566666667,13.6453333333,14.00375,16.8718333334,6.1415,6.747,7.16616666667,13.76325,8.78
364.57,7.30683333333,13.5835,13.9351666666,16.8361666667,6.17016666667,6.76466666667,7.158,13.74375,8.80533333333
364.93,7.38083333333,13.5925833333,13.95375,16.9105,6.2335,6.8315,7.27083333334,13.8134166666,8.88883333334
365.29,7.2705,13.49325,13.9095,16.8345,6.1945,6.76683333333,7.266,13.7339166667,8.86266666666
365.66,7.25066666667,13.4273333333,13.91025,16.7816666667,6.168,6.66916666667,7.13333333333,13.623375,8.82366666667
366.02,7.286,13.5450833334,13.9381666666,16.939,6.2105,6.696,7.25783333333,13.641,8.83416666667
366.38,7.408,13.5825,14.0016666666,16.9221666667,6.1725,6.7005,7.22683333333,13.6382916667,8.8965
366.75,7.40816666667,13.591,13.9421666666,16.8851666667,6.14433333334,6.66933333334,7.21816666667,13.5624166666,8.81666666667
367.11,7.391,13.6141666667,13.9164166667,16.8151666667,6.06116666667,6.66166666667,7.22066666667,13.552875,8.84316666667
367.47,7.378,13.5089166667,13.8498333334,16.822,5.946,6.64783333333,7.22716666666,13.4979166667,8.79883333333
367.84,7.15,13.3795833333,13.6114166667,16.6248333333,5.68216666667,6.4315,6.94383333334,13.296625,8.56066666666
368.20,7.17183333333,13.3505,13.499,16.5058333334,5.65033333333,6.3725,6.90333333333,13.1649166667,8.44216666667
368.56,7.203,13.3333333334,13.5618333333,16.5218333333,5.7145,6.4205,6.9305,13.21,8.43216666667
368.93,7.06083333333,13.3244166666,13.5976666666,16.4376666666,5.57266666667,6.29233333333,6.82733333333,13.0376666667,8.32233333333
369.29,6.90966666667,13.2086666667,13.49475,16.4166666667,5.45533333333,6.2385,6.66383333333,12.9660833333,8.10533333334
369.65,6.80383333333,13.2230833334,13.4011666666,16.3828333333,5.38233333333,6.16383333333,6.58983333334,12.9750833333,8.057
370.01,6.75533333334,13.2455,13.39425,16.3738333333,5.3515,6.137,6.55333333333,12.8829166667,8.00266666667
370.38,6.5825,13.0854166666,13.18,16.3036666666,5.25466666667,5.94866666667,6.43,12.696,7.79616666667
370.74,6.52516666666,13.1689166667,13.1740833334,16.2496666667,5.27816666667,5.91133333333,6.41716666667,12.6843333334,7.70216666667
371.10,6.499,13.1731666667,13.2016666667,16.2585,5.31,5.914,6.385,12.66775,7.7275
371.46,6.57016666667,13.4065833333,13.3136666667,16.3351666667,5.432,5.99466666667,6.4785,12.754875,7.84433333333
371.83,6.73966666667,13.6365,13.5474166666,16.4808333333,5.67266666667,6.18833333333,6.715,12.931625,7.94333333334
372.19,6.93,13.80575,13.72,16.6136666667,5.87716666667,6.332,6.836,13.137125,8.19
372.55,6.9315,13.8573333333,13.6570833334,16.6423333333,5.83733333333,6.28,6.73166666667,13.0283333333,8.163
372.92,6.88916666666,13.8535,13.4969166666,16.6768333333,5.87666666667,6.30866666667,6.75866666667,13.0785416667,8.1625
373.28,7.1,14.1713333333,13.56425,16.8393333333,6.087,6.4085,6.94933333333,13.2094583333,8.39116666667
373.64,7.19883333334,14.2026666666,13.6790833334,16.8366666667,6.1,6.50066666667,6.9885,13.2220833333,8.4575
374.00,7.252,14.1233333334,13.56625,16.7533333333,6.08366666667,6.45433333334,6.95566666666,13.284625,8.5185
374.37,7.43583333334,14.3264166667,13.6605833334,16.9196666667,6.21283333333,6.54766666667,7.07483333333,13.4002083333,8.77733333334
374.73,7.45816666666,14.2893333334,13.6209166667,17.0356666667,6.21933333333,6.61033333334,7.15316666666,13.4018333333,8.87316666666
375.09,7.44666666667,14.2673333333,13.56025,17.1085,6.22066666667,6.60566666666,7.211,13.427625,8.87233333333
375.45,7.539,14.3569166667,13.725,17.1553333334,6.341,6.716,7.337,13.5805,8.94666666666
375.81,7.5595,14.3308333334,13.6260833333,17.1861666667,6.32633333333,6.71216666667,7.362,13.621375,9.06966666667
376.18,7.37766666667,14.25725,13.4609166667,17.126,6.13533333333,6.53533333334,7.2925,13.4865416666,8.85716666667
376.54,7.39966666667,14.28525,13.46425,17.1108333333,6.127,6.537,7.4,13.498625,8.8775
376.90,7.43283333334,14.2769166666,13.4829166666,16.998,6.183,6.527,7.33,13.4044583334,8.88633333333
377.26,7.30333333333,14.1643333334,13.41025,16.8551666666,6.0675,6.45883333334,7.223,13.3106666667,8.78883333333
377.63,7.2425,14.1119166666,13.3164166666,16.8685,6.00666666666,6.402,7.18733333334,13.244875,8.68883333333
377.99,7.16633333334,14.1354166667,13.3185,16.8616666667,5.949,6.32,7.13733333334,13.1757916666,8.61133333333
378.35,7.1285,14.1964166667,13.3700833333,16.8546666667,5.99066666666,6.4445,7.2115,13.2638333333,8.66266666667
378.71,7.1835,14.2533333333,13.3658333334,16.8763333334,6.03633333333,6.51266666666,7.2405,13.2682083333,8.67133333333
379.07,7.13683333333,14.2325833334,13.3246666666,16.69,5.9915,6.4405,7.167,13.2042083333,8.6065
379.44,7.0775,14.1604166667,13.1578333334,16.6998333333,5.92533333334,6.38366666667,7.01766666667,13.07325,8.53533333333
379.80,6.99133333333,14.1056666667,13.1201666667,16.5948333333,5.78583333333,6.25216666666,6.8965,12.93325,8.40816666667
380.16,6.97133333334,14.02525,13.1421666666,16.5451666666,5.83433333333,6.27783333333,6.85816666666,12.8810416667,8.44216666667
380.52,7.02333333333,14.0426666666,13.166,16.6133333333,5.92983333333,6.38466666666,6.85066666667,12.8707916666,8.46016666666
380.88,7.07216666667,14.109,13.2460833334,16.6731666666,5.90283333333,6.42066666666,6.92816666667,12.924,8.506
381.24,7.03433333333,14.1325833333,13.2808333333,16.8093333334,5.94283333333,6.52083333334,6.962,12.9588333333,8.54766666667
381.61,7.04783333333,14.2035833334,13.3194166666,16.8045,6.03433333333,6.584,7.00233333334,13.0489166667,8.66366666667
381.97,7.1605,14.31225,13.4224166667,16.8715,6.1685,6.73966666667,7.11566666667,13.1934166667,8.75416666667
382.33,7.26016666667,14.3800833334,13.4745,16.9428333334,6.14783333333,6.75366666666,7.0645,13.2474583334,8.71816666667
382.69,7.25333333334,14.3789166666,13.4589166666,16.9496666666,6.1015,6.69216666667,6.98133333333,13.1940416667,8.6705
383.05,7.25916666667,14.3888333334,13.4931666667,17.0393333333,6.1135,6.70116666667,6.97566666667,13.196,8.67466666667
383.41,7.18666666666,14.3111666666,13.505,16.927,6.0785,6.62183333334,6.89883333333,13.1436666667,8.59316666666
383.77,7.30783333333,14.3669166666,13.5075833333,16.9916666667,6.20033333333,6.75166666666,6.9635,13.309,8.685
384.14,7.3165,14.4085833334,13.5509166667,16.9803333333,6.18016666667,6.70066666667,6.95733333334,13.2752916667,8.66583333333
384.50,7.238,14.4340833333,13.55425,16.931,6.11666666667,6.63266666667,6.94483333333,13.2845,8.60216666667
384.86,7.19883333334,14.46275,13.434,16.9568333333,6.1665,6.61433333333,6.92433333333,13.26375,8.57783333334
385.22,7.28216666667,14.4691666667,13.4533333333,16.8513333333,6.197,6.57366666667,6.928,13.2312916666,8.57783333334
385.58,7.23766666667,14.4038333334,13.3325,16.816,6.105,6.548,6.89416666666,13.1089583333,8.47816666667
385.94,7.17433333334,14.3206666667,13.2986666666,16.7816666667,6.0435,6.50133333333,6.829,13.0331666667,8.41483333333
386.30,6.9735,14.1404166666,13.1146666666,16.6055,5.945,6.35066666667,6.7295,12.827875,8.28583333333
386.66,7.06966666667,14.2469166666,13.2811666666,16.668,6.07016666666,6.42933333334,6.83483333334,12.969,8.434
387.03,7.09166666667,14.2304166667,13.2524166666,16.6706666666,6.03933333333,6.42933333334,6.83566666667,12.9127083334,8.36966666667
387.39,7.11683333334,14.323,13.2229166667,16.6946666667,6.02333333333,6.50083333333,6.8915,12.9607083333,8.40916666666
387.75,7.07966666667,14.385,13.2063333333,16.6495,6.01883333334,6.4205,6.8285,12.855,8.39433333334
388.11,7.09016666666,14.3545833333,13.1659166667,16.6441666667,6.022,6.48383333334,6.82966666667,12.8092083333,8.36266666666
388.47,7.14366666667,14.4124166666,13.1984166667,16.6191666667,6.08216666666,6.497,6.87766666667,12.84225,8.45916666667
388.83,7.097,14.33275,13.25,16.5855,6.021,6.47716666667,6.8625,12.79625,8.452
389.19,7.103,14.2776666666,13.18175,16.6016666667,5.97166666666,6.4225,6.83416666667,12.8144583333,8.4475
389.55,7.19183333333,14.3206666666,13.2711666667,16.6165,6.06633333333,6.46416666667,6.85866666667,12.9315,8.553
389.91,7.27433333333,14.38375,13.3374166667,16.635,6.11483333333,6.54116666666,6.87283333334,12.9330416666,8.62783333333
390.27,7.38216666667,14.48675,13.4611666666,16.7228333333,6.2115,6.59666666667,6.9705,13.03175,8.7645
390.63,7.3525,14.44325,13.36975,16.6653333333,6.18366666667,6.59766666667,6.96533333333,12.9859583334,8.72433333334
391.00,7.36283333333,14.4358333334,13.371,16.6811666667,6.27216666667,6.65583333333,6.985,13.0112916666,8.81383333333
391.36,7.37683333334,14.3683333333,13.3951666666,16.7048333333,6.26266666666,6.5725,6.98966666667,12.977,8.80883333334
391.72,7.3785,14.2685833333,13.4300833333,16.6946666667,6.21333333334,6.5895,7.00583333333,12.92875,8.7895
392.08,7.43066666667,14.3169166667,13.4711666666,16.762,6.27233333333,6.66283333333,7.053,13.0550416667,8.89083333333
392.44,7.4445,14.30275,13.4265833333,16.8313333333,6.29816666666,6.71366666667,7.0315,13.0254583333,8.92216666666
392.80,7.55183333334,14.3913333333,13.44675,16.8761666667,6.36933333333,6.8055,7.06833333333,13.1115416667,9.0015
393.16,7.4975,14.3948333334,13.4331666666,16.8941666667,6.3655,6.86883333334,7.08466666667,13.0586666667,8.97533333333
393.52,7.46633333334,14.4105833334,13.4165833334,16.9138333333,6.37816666667,6.87716666666,7.0445,12.968375,8.92933333333
393.88,7.4455,14.35875,13.3505833334,16.9116666666,6.37066666667,6.85116666666,7.03166666667,12.9335,8.85666666667
394.24,7.45966666667,14.3244166666,13.3326666667,16.926,6.35183333333,6.93233333334,7.02166666667,12.8997916666,8.82116666667
394.60,7.4375,14.3175,13.3431666666,16.8911666667,6.31683333333,6.9125,6.976,12.8275,8.7965
394.96,7.44216666666,14.3371666666,13.3725833334,16.8578333333,6.31033333333,6.93816666666,7.00266666667,12.8595833333,8.83116666667
395.32,7.36966666667,14.3135,13.3018333334,16.8046666667,6.319,6.94933333333,6.9515,12.794125,8.82433333333
395.68,7.32733333333,14.3511666667,13.2385833334,16.7575,6.35366666667,6.974,6.95083333333,12.7980833333,8.82366666667
396.04,7.34233333334,14.4253333334,13.2409166667,16.762,6.3715,6.96716666666,6.96116666666,12.7543333333,8.84883333333
396.40,7.33116666667,14.3613333334,13.1998333333,16.7033333333,6.36466666667,6.9155,6.95233333333,12.723625,8.77483333333
396.76,7.24133333333,14.2609166667,13.1289166666,16.669,6.32533333334,6.8515,6.90983333334,12.5894583334,8.73
397.12,7.34016666667,14.32775,13.17325,16.6465,6.37816666667,6.88133333333,6.96016666666,12.6795416666,8.87116666667
397.48,7.31283333333,14.249,13.1839166666,16.62,6.34366666667,6.897,7.0415,12.6734583333,8.90333333333
397.84,7.28833333334,14.2413333333,13.1130833334,16.5628333333,6.36316666667,6.896,7.087,12.6288333333,8.944
398.20,7.32216666667,14.2660833334,13.06225,16.5606666667,6.36983333333,6.88183333333,7.13283333333,12.60275,8.95316666667
398.56,7.18283333333,14.0895833333,12.8710833334,16.4288333333,6.2625,6.77733333334,7.0165,12.4815416666,8.86716666666
398.92,7.122,13.9680833334,12.7563333333,16.3736666666,6.175,6.72666666667,6.95116666667,12.3892083334,8.8145
399.28,7.20316666667,14.0251666666,12.7809166667,16.3691666667,6.27,6.81316666667,7.0405,12.39675,8.90833333334
399.64,7.22,13.9184166666,12.7275833333,16.3748333334,6.279,6.81283333333,7.05483333333,12.35225,8.96383333333
400.00,7.18283333333,13.736,12.5886666666,16.2461666667,6.2205,6.73383333333,7.01633333333,12.2399166667,8.8915
400.36,7.186,13.6666666667,12.52025,16.2096666667,6.18433333333,6.75333333333,7.0105,12.2224583333,8.95333333333
400.72,7.2465,13.6408333333,12.5310833334,16.2325,6.2215,6.77433333333,7.07416666667,12.2647916667,8.9665
401.08,7.18983333334,13.5385,12.4765,16.2345,6.24866666666,6.7505,7.05933333334,12.1675,8.8595
401.44,7.2085,13.5026666667,12.4239166666,16.2043333334,6.25783333334,6.718,6.9955,12.1519166667,8.87583333334
401.80,7.1435,13.44275,12.3756666666,16.1295,6.19883333334,6.65433333333,6.93083333334,12.1350416667,8.87066666667
402.16,7.15766666666,13.4235,12.3833333333,16.0851666667,6.25766666667,6.68266666666,6.931,12.135875,8.9365
402.52,7.3085,13.5291666666,12.47775,16.2011666666,6.37766666667,6.8215,7.09833333334,12.2395833333,9.07166666666
402.88,7.3685,13.5899166666,12.5605,16.2023333333,6.4725,6.8445,7.1265,12.2237916666,9.11166666667
403.24,7.40766666666,13.53225,12.59875,16.269,6.49316666667,6.86833333334,7.13733333333,12.2730833333,9.1855
403.60,7.41266666667,13.517,12.6235,16.3148333334,6.474,6.86383333334,7.11483333334,12.2753333333,9.154
403.95,7.46016666666,13.6676666666,12.6785833334,16.4065,6.57316666667,6.94733333333,7.1765,12.358375,9.27683333333
404.31,7.45716666666,13.70375,12.7075833333,16.4033333333,6.61916666667,6.97316666666,7.185,12.335125,9.29033333333
404.67,7.426,13.7061666667,12.685,16.368,6.5735,6.9995,7.12883333333,12.2927083333,9.30366666667
405.03,7.41216666667,13.6938333333,12.6495,16.3371666666,6.5305,6.96316666666,7.111,12.2790833334,9.33316666667
405.39,7.35633333333,13.667,12.5815,16.258,6.48383333333,6.90816666667,7.07966666667,12.226,9.3185
405.75,7.411,13.6831666666,12.6474166667,16.29,6.54366666667,6.934,7.122,12.244625,9.3375
406.11,7.38216666667,13.6326666666,12.6198333333,16.3071666667,6.50616666666,6.912,7.09083333334,12.2657916667,9.34483333333
406.47,7.32616666667,13.5715833333,12.6238333333,16.2556666667,6.47216666667,6.87666666667,7.02416666667,12.2317916667,9.2755
406.83,7.32016666667,13.5745833333,12.5934166667,16.3161666666,6.50966666666,6.91366666666,7.0525,12.283625,9.3235
407.19,7.2585,13.5554166667,12.53325,16.2595,6.44066666666,6.86233333333,7.04883333333,12.2524583333,9.23333333334
407.55,7.2835,13.6245833333,12.5685,16.2608333333,6.51583333333,6.91133333333,7.14033333333,12.32075,9.265
407.90,7.267,13.5093333333,12.6181666666,16.2275,6.47233333333,6.92316666667,7.15683333333,12.31675,9.22533333333
408.26,7.2255,13.39975,12.5366666666,16.176,6.42616666666,6.84433333334,7.12583333333,12.2530833334,9.1735
408.62,7.21966666667,13.3654166666,12.492,16.1285,6.41133333333,6.8035,7.12316666666,12.2380416667,9.12466666667
408.98,7.25933333334,13.3879166666,12.5124166667,16.1725,6.43,6.83033333334,7.1355,12.2262916666,9.14366666667
409.34,7.32133333333,13.4228333333,12.5639166666,16.2405,6.52566666667,6.8915,7.22333333334,12.2560833333,9.19716666667
409.70,7.33316666667,13.4498333333,12.5105,16.2468333334,6.53016666667,6.9225,7.2435,12.2806666667,9.22033333334
410.06,7.3215,13.4949166666,12.5278333333,16.191,6.5595,6.91283333333,7.254,12.2304166667,9.175
410.42,7.41183333334,13.593,12.53475,16.2595,6.6315,6.944,7.31066666666,12.2980416667,9.25816666668
410.77,7.44633333333,13.6474166666,12.55175,16.2633333334,6.615,6.95316666667,7.3385,12.2998333333,9.2835
411.13,7.51166666667,13.7209166666,12.6265,16.3213333333,6.69966666667,7.02466666667,7.355,12.374,9.33199999999
411.49,7.48083333334,13.68575,12.5850833333,16.2796666667,6.633,6.98716666666,7.25516666666,12.291875,9.37783333335
411.85,7.503,13.7910833333,12.6183333334,16.284,6.69466666667,6.99266666667,7.26683333334,12.3104583333,9.433
412.21,7.57616666666,13.9553333334,12.7045,16.3981666667,6.75566666667,7.08816666666,7.34333333333,12.3897083334,9.51916666667
412.57,7.5995,13.9746666667,12.7520833334,16.411,6.8015,7.0845,7.3835,12.4074166667,9.58933333335
412.92,7.61083333334,13.9166666667,12.7449166666,16.3443333333,6.82383333334,7.10233333334,7.3775,12.3707083333,9.57966666667
413.28,7.59883333333,13.84875,12.694,16.274,6.7755,7.03833333333,7.28833333334,12.3399583334,9.513
413.64,7.55516666667,13.7520833334,12.6921666666,16.2475,6.751,7.026,7.2315,12.2746666666,9.52299999999
414.00,7.5715,13.71375,12.6666666667,16.302,6.72766666667,7.0385,7.21733333334,12.2705416667,9.55716666665
414.36,7.47633333333,13.5990833334,12.617,16.23,6.6885,6.98566666667,7.15266666667,12.1556666666,9.52650000001
414.72,7.4525,13.5003333333,12.5785,16.1881666666,6.68633333333,6.9685,7.14133333333,12.0913333334,9.52216666668
415.07,7.38483333333,13.4258333333,12.4981666667,16.0783333333,6.61266666666,6.90466666666,7.108,11.9534583333,9.48783333335
415.43,7.40233333334,13.4215833334,12.5463333333,16.0655,6.69333333333,6.95283333334,7.17216666666,11.9805,9.49050000002
415.79,7.31466666666,13.2449166666,12.3825833334,15.9571666667,6.60133333333,6.84966666666,7.0935,11.8742083334,9.3885
416.15,7.30083333333,13.1680833333,12.3445,15.9158333334,6.603,6.86233333334,7.0655,11.8290833333,9.37416666666
416.51,7.252,13.1596666667,12.2401666666,15.8836666667,6.59466666666,6.89716666667,7.03816666667,11.7667083333,9.37066666665
416.86,7.26083333333,13.15325,12.2365833333,15.8725,6.62166666667,6.94216666666,7.0975,11.778625,9.44150000002
417.22,7.24866666667,13.12525,12.1840833333,15.8756666667,6.63466666667,6.99833333333,7.13233333334,11.7301666667,9.462
417.58,7.2425,13.1301666667,12.1666666666,15.8608333333,6.6615,7.016,7.15533333333,11.7034583333,9.51066666666
417.94,7.23283333333,13.06625,12.1170833333,15.7391666667,6.66416666667,7.01116666667,7.15483333333,11.64725,9.50149999999
418.29,7.22916666666,13.0165,12.0888333333,15.672,6.6285,7.04783333333,7.15216666667,11.587,9.51483333334
418.65,7.17416666667,12.9661666667,12.0159166666,15.5836666667,6.59566666667,7.02466666667,7.14066666667,11.5055,9.47833333335
419.01,7.13066666667,12.8699166666,11.902,15.5016666667,6.5545,7.01716666667,7.0965,11.4291666667,9.47016666667
419.37,7.05533333333,12.7621666666,11.7641666666,15.3886666666,6.4735,6.9795,7.05383333333,11.2917083333,9.42133333335
419.73,7.03633333333,12.7256666666,11.6955833334,15.3416666667,6.4555,6.9935,7.02583333334,11.2320416667,9.43366666667
420.08,7.01633333333,12.6784166666,11.6605833334,15.2438333334,6.42666666666,6.97933333334,7.0105,11.1945833333,9.42316666669
420.44,7.0335,12.5945833333,11.6181666666,15.178,6.41766666666,6.98233333334,7.0075,11.1641666667,9.40716666669
420.80,6.98883333334,12.5393333334,11.5265833334,15.1153333333,6.38216666667,6.95416666666,6.95866666666,11.088125,9.3745
421.16,6.9695,12.4734166666,11.4785,15.0331666667,6.34733333333,6.94266666667,6.93066666667,11.0411666667,9.36799999998
421.51,6.972,12.4269166666,11.41475,14.9673333333,6.32083333333,6.937,6.92316666666,10.98175,9.35766666667
421.87,6.95033333334,12.36375,11.385,14.9275,6.31083333333,6.94683333333,6.91933333334,10.9380416667,9.374
422.23,6.94966666667,12.305,11.311,14.8683333333,6.314,6.92866666667,6.918,10.908875,9.36716666665
422.58,6.9585,12.2390833333,11.2529166667,14.8043333333,6.3185,6.9275,6.88383333333,10.8855416666,9.39099999998
422.94,6.9585,12.1818333333,11.22125,14.7588333333,6.325,6.93183333333,6.88916666667,10.8622916667,9.39199999998
423.30,6.9665,12.14825,11.1705,14.722,6.31683333333,6.912,6.85766666667,10.8647083334,9.37583333333
423.66,6.95266666667,12.0805833333,11.1526666666,14.6601666667,6.318,6.907,6.83516666666,10.8255833333,9.37316666668
424.01,6.91183333334,11.9956666666,11.07525,14.5836666667,6.29466666666,6.88133333333,6.80133333334,10.7783333333,9.35083333334
424.37,6.87383333333,11.9365,11.0268333333,14.5181666666,6.28766666667,6.84516666666,6.7785,10.7191666667,9.348
424.73,6.8555,11.8995833333,10.9758333333,14.4441666667,6.26583333333,6.83116666667,6.76083333333,10.6795833333,9.33083333334
425.08,6.855,11.89675,10.9743333333,14.4255,6.30416666667,6.83566666667,6.78516666666,10.6740416667,9.38116666666
425.44,6.841,11.8606666667,10.9175833333,14.379,6.30516666667,6.8225,6.76933333333,10.6624166667,9.36050000001
425.80,6.82916666666,11.8486666667,10.8559166666,14.3461666666,6.30233333333,6.82283333333,6.76383333333,10.6482083333,9.36033333333
426.16,6.80316666667,11.8135,10.8418333333,14.2963333333,6.29383333333,6.809,6.7355,10.6248333334,9.35333333333
426.51,6.79433333334,11.8048333334,10.8223333333,14.2993333333,6.27333333333,6.8095,6.7475,10.617125,9.34599999999
426.87,6.7505,11.7665833334,10.78875,14.2521666667,6.248,6.7555,6.6945,10.5895416666,9.34516666667
427.23,6.72983333333,11.74625,10.781,14.2248333333,6.28383333334,6.75966666666,6.71533333333,10.5745833333,9.37033333334
427.58,6.74666666667,11.7525,10.7519166667,14.2301666666,6.28766666667,6.7635,6.764,10.575,9.39516666667
427.94,6.779,11.8018333334,10.7486666666,14.2715,6.33666666666,6.80516666667,6.8175,10.5934583333,9.46533333331
428.30,6.81083333333,11.8633333333,10.80875,14.301,6.36433333333,6.862,6.855,10.621375,9.49650000002
428.65,6.809,11.8035833333,10.8115,14.3148333333,6.38016666666,6.851,6.86666666667,10.6449583334,9.50583333333
429.01,6.8365,11.8100833334,10.81275,14.3581666666,6.366,6.853,6.86516666667,10.6462916667,9.45933333333
429.37,6.86183333333,11.8074166666,10.8665833334,14.3758333333,6.37816666667,6.86133333333,6.88966666667,10.6655,9.48616666669
429.72,6.883,11.7858333333,10.9044166667,14.391,6.38116666666,6.859,6.88416666667,10.6760833333,9.48883333332
430.08,6.91566666667,11.8448333333,10.9285,14.4481666667,6.42316666667,6.89966666667,6.94,10.72075,9.545
430.44,6.92333333334,11.8393333333,10.9504166666,14.4403333333,6.4205,6.88566666667,6.9445,10.731625,9.54400000002
430.79,6.96683333333,11.8865833333,10.9910833334,14.4693333334,6.44333333333,6.913,6.997,10.7375,9.54599999998
431.15,6.98266666666,11.9355,11.0293333333,14.5101666667,6.417,6.9545,6.99633333334,10.750375,9.57849999999
431.50,7.026,12.0008333334,11.084,14.5551666666,6.45233333333,7.00783333334,7.01616666667,10.7878333334,9.60916666668
431.86,7.06066666667,12.0055833333,11.1605833334,14.6156666667,6.46583333334,7.02683333334,7.03383333333,10.792125,9.63733333334
432.22,7.037,11.983,11.1240833334,14.6048333333,6.4575,6.9815,7.01083333334,10.7819583333,9.60866666665
432.57,7.02383333333,12.0274166666,11.1455,14.616,6.44266666667,6.98333333333,7.002,10.7692916667,9.59516666665
432.93,6.974,12.0200833334,11.10525,14.5871666667,6.43516666666,6.95116666667,6.96116666667,10.7779166667,9.603
433.29,6.965,12.04125,11.12775,14.6165,6.44016666667,6.97016666666,6.95916666667,10.7886666667,9.59683333334
433.64,6.94183333333,12.038,11.1346666667,14.612,6.44016666667,6.93266666666,6.94983333334,10.7770416666,9.58099999998
434.00,6.917,12.0455833334,11.1559166667,14.6053333333,6.43566666666,6.91116666667,6.92466666667,10.7580416667,9.54
434.35,6.92566666667,12.097,11.1625,14.6441666667,6.47566666667,6.9295,6.92583333333,10.7700416667,9.53916666665
434.71,6.95916666667,12.1449166667,11.21275,14.714,6.52133333334,6.99683333333,6.95816666666,10.8287916667,9.55833333335
435.07,7.01066666666,12.2039166667,11.2440833333,14.7735,6.56716666666,7.01383333333,6.992,10.8736666667,9.57050000001
435.42,7.0395,12.2664166666,11.307,14.8406666667,6.6115,7.03966666667,7.02783333333,10.9286666667,9.6005
435.78,7.06116666667,12.2965833334,11.3113333333,14.867,6.64083333334,7.03416666666,7.03666666666,10.9808333333,9.57950000001
436.13,7.0985,12.36075,11.378,14.9326666667,6.6465,7.07633333334,7.069,11.039875,9.61166666667
436.49,7.177,12.4335,11.4350833334,15.012,6.72683333333,7.13666666666,7.11866666666,11.1108333333,9.66633333335
436.84,7.22966666667,12.5206666667,11.523,15.0831666667,6.74266666667,7.19616666667,7.17516666667,11.1278333334,9.70333333335
437.20,7.22883333334,12.5325,11.5299166666,15.1058333333,6.7375,7.16783333334,7.182,11.12975,9.72316666668
437.56,7.25433333333,12.596,11.5490833333,15.1466666667,6.75333333333,7.205,7.2125,11.18,9.74366666665
437.91,7.27166666667,12.5954166666,11.518,15.1903333334,6.73833333333,7.203,7.2325,11.1964583333,9.75766666666
438.27,7.28066666667,12.63,11.5536666666,15.2025,6.73866666666,7.20866666666,7.257,11.21,9.77983333332
438.62,7.27566666666,12.6111666666,11.52075,15.1746666667,6.7265,7.14516666667,7.21616666667,11.1809583333,9.76750000002
438.98,7.29266666667,12.5860833334,11.5486666666,15.1941666666,6.7615,7.16083333334,7.25616666667,11.1976666667,9.80833333333
439.33,7.27416666666,12.55475,11.5100833333,15.1628333333,6.73033333334,7.14533333333,7.251,11.1826666667,9.782
439.69,7.20833333334,12.5400833333,11.484,15.1326666666,6.68483333333,7.11366666667,7.21533333333,11.1437916667,9.75516666666
440.04,7.21883333333,12.5319166666,11.48325,15.1331666666,6.7015,7.1145,7.228,11.1332083333,9.76266666668
440.40,7.19783333333,12.5359166666,11.4893333334,15.1361666667,6.71383333333,7.107,7.23466666666,11.1279583333,9.79566666665
440.75,7.18533333333,12.49925,11.4599166667,15.101,6.71333333334,7.09533333333,7.2095,11.12125,9.77266666669
441.11,7.18033333333,12.4696666666,11.4470833334,15.0976666667,6.71616666667,7.10516666667,7.19483333333,11.11025,9.76466666667
441.47,7.20566666666,12.4791666666,11.435,15.0966666667,6.72983333333,7.112,7.20366666666,11.0949166667,9.78516666665
441.82,7.18833333333,12.4644166666,11.4225833334,15.0556666667,6.71783333334,7.103,7.17416666667,11.0887916667,9.79600000001
442.18,7.15033333334,12.3925,11.3643333334,14.9848333334,6.689,7.10716666667,7.13016666666,11.065875,9.77000000001
442.53,7.14883333333,12.3935833333,11.35425,14.9773333333,6.694,7.134,7.16316666667,11.07875,9.79616666669
442.89,7.121,12.378,11.30775,14.8991666667,6.6525,7.10383333334,7.12266666666,11.0168333333,9.74616666665
443.24,7.079,12.2995,11.2503333333,14.8261666667,6.61816666667,7.05916666666,7.06116666667,10.9345416666,9.72916666668
443.60,7.0715,12.2335833334,11.2006666667,14.7726666667,6.60966666666,7.0755,7.039,10.9093333333,9.73266666668
443.95,7.005,12.14625,11.09775,14.6816666667,6.5555,7.039,6.98283333333,10.8423333334,9.71866666665
444.31,6.96566666667,12.04225,11.0259166666,14.5715,6.506,7.00666666666,6.93,10.78625,9.67083333331
444.66,6.9575,11.9621666666,10.9598333334,14.4995,6.48066666666,6.9995,6.923,10.7365,9.67466666669
445.02,6.96416666667,11.94825,10.9274166667,14.4143333334,6.4915,7.01483333333,6.9185,10.6947083333,9.69950000002
445.37,6.91333333334,11.8410833333,10.8378333333,14.3315,6.4685,7.00233333333,6.86683333333,10.6259583333,9.67866666669
