wavelength,Back_ParCapf,Belly_ParCapf,Breast_ParCapf,Crissum_ParCapf,Crown_ParCapf,DorTail_ParCapf,Rump_ParCapf,Throat_ParCapf,WingTip_ParCapf
554.09,5.60533333333,66.7596666667,62.024,58.6266666667,4.66111111111,6.13066666666,6.31911111111,5.58211111111,7.66155555555
554.43,5.56577777778,66.7231111111,62.0235555556,58.5824444444,4.63288888889,6.07,6.27066666667,5.52344444444,7.60811111111
554.77,5.54133333333,66.7216666667,62.0243333333,58.5666666667,4.62155555556,6.06622222222,6.24022222222,5.51888888889,7.59577777778
555.11,5.57688888889,66.854,62.1741111111,58.7115555556,4.684,6.10111111111,6.28166666667,5.55155555556,7.62755555556
555.45,5.53055555556,66.8478888889,62.173,58.7271111111,4.67522222222,6.10811111111,6.26,5.53044444444,7.62155555556
555.80,5.53677777778,66.8082222222,62.1268888889,58.6922222222,4.67355555556,6.10144444444,6.27166666667,5.54311111111,7.61277777778
556.14,5.54711111111,66.8757777778,62.1982222222,58.7247777778,4.71155555556,6.123,6.307,5.57666666667,7.63133333333
556.48,5.48933333333,66.9233333334,62.2381111111,58.766,4.66711111111,6.07144444445,6.26255555556,5.53244444444,7.58588888889
556.82,5.44766666666,66.9618888889,62.2374444445,58.7786666667,4.65877777778,6.03922222222,6.24477777778,5.51022222222,7.58322222222
557.16,5.45255555555,66.924,62.2371111111,58.7511111111,4.67088888889,6.02744444445,6.24011111111,5.51333333333,7.59633333333
557.50,5.45366666667,67.0048888889,62.3172222222,58.8024444445,4.69533333333,6.021,6.24266666667,5.50855555555,7.60677777778
557.85,5.44533333333,67.028,62.3378888889,58.8338888889,4.70455555555,6.03188888889,6.25633333333,5.52055555556,7.60788888889
558.19,5.47377777778,67.1293333333,62.365,58.9133333333,4.73311111111,6.06666666666,6.282,5.56622222222,7.66266666667
558.53,5.44622222222,67.1623333333,62.3433333334,58.9285555556,4.71977777778,6.06477777778,6.27322222222,5.559,7.62211111111
558.87,5.41511111111,67.0527777778,62.2434444445,58.7971111111,4.70811111111,6.056,6.23622222222,5.54855555555,7.58555555556
559.21,5.41977777778,67.09,62.2527777778,58.8045555556,4.69488888889,6.04344444445,6.24233333333,5.56177777778,7.57911111111
559.55,5.38466666667,67.1167777778,62.297,58.8095555556,4.65688888889,6.008,6.20922222222,5.52677777778,7.55677777778
559.89,5.34866666667,67.163,62.3478888889,58.8537777778,4.62855555555,5.98744444444,6.15766666667,5.51177777778,7.52644444444
560.23,5.40833333333,67.1747777778,62.3531111111,58.8478888889,4.68277777778,6.01911111111,6.20166666667,5.54955555556,7.58166666667
560.58,5.43977777778,67.1168888889,62.3058888889,58.7922222222,4.69277777778,6.044,6.23144444444,5.58133333334,7.60122222222
560.92,5.40844444444,67.0692222222,62.2214444445,58.7744444445,4.68011111111,6.03433333333,6.21688888889,5.56788888889,7.57488888889
561.26,5.40066666667,66.9988888889,62.1228888889,58.7108888889,4.67433333333,6.01511111111,6.19633333333,5.55433333333,7.54211111111
561.60,5.41766666667,66.9615555556,62.1147777778,58.6683333333,4.67066666666,6.00266666666,6.18922222222,5.55677777778,7.52666666667
561.94,5.47622222222,66.9473333333,62.1258888889,58.6157777778,4.73277777778,6.03566666667,6.23588888889,5.60111111111,7.55344444444
562.28,5.49844444444,67.0147777778,62.1754444445,58.6531111111,4.77366666667,6.02711111111,6.25888888889,5.606,7.57611111111
562.62,5.51066666667,66.9702222222,62.1373333333,58.6552222222,4.78066666667,6.00688888889,6.27088888889,5.61966666667,7.57922222222
562.96,5.52655555555,66.9827777778,62.1911111111,58.6586666667,4.80744444444,6.00044444445,6.25455555556,5.62622222222,7.57333333333
563.30,5.56911111111,67.0878888889,62.2883333334,58.7277777778,4.876,6.05111111111,6.29122222222,5.67355555555,7.59844444445
563.64,5.55155555556,67.0805555556,62.297,58.6985555556,4.88266666667,6.01322222222,6.29377777778,5.67677777778,7.60388888889
563.99,5.536,67.1116666667,62.364,58.7117777778,4.90111111111,6.02966666667,6.29666666666,5.69322222222,7.58355555555
564.33,5.54822222222,67.2728888889,62.4596666667,58.8062222222,4.93477777778,6.03866666667,6.29555555555,5.71166666667,7.59544444444
564.67,5.57177777778,67.2568888889,62.4574444444,58.7192222222,4.97388888889,6.055,6.29222222222,5.75922222222,7.60844444444
565.01,5.588,67.2747777778,62.481,58.7266666666,5.00266666667,6.06933333333,6.29177777778,5.78233333333,7.61833333333
565.35,5.57766666667,67.3598888889,62.5574444444,58.7834444444,5.022,6.06477777778,6.289,5.77222222222,7.62788888889
565.69,5.55655555555,67.3851111111,62.5425555555,58.7695555555,5.01777777778,6.05422222222,6.28555555555,5.77844444444,7.62733333333
566.03,5.55788888889,67.3474444444,62.5348888889,58.7486666666,5.02622222222,6.04888888889,6.27622222222,5.79722222222,7.64122222222
566.37,5.53488888889,67.3768888889,62.5497777778,58.7415555555,5.02211111111,6.03511111111,6.24822222222,5.77788888889,7.61522222222
566.71,5.55611111111,67.4166666667,62.5785555556,58.7692222222,5.055,6.06522222222,6.27455555556,5.80711111111,7.64133333333
567.05,5.55355555556,67.4353333333,62.5715555556,58.7533333333,5.07677777778,6.05911111111,6.28855555555,5.81222222222,7.65177777778
567.39,5.562,67.4722222222,62.5395555556,58.7507777778,5.09788888889,6.07066666667,6.28755555556,5.82166666667,7.643
567.73,5.56255555556,67.443,62.4553333333,58.7373333333,5.10311111111,6.06111111111,6.27822222222,5.80633333333,7.64077777778
568.07,5.55133333333,67.415,62.4837777778,58.7167777778,5.104,6.057,6.25522222222,5.80088888889,7.631
568.41,5.49711111111,67.437,62.5323333334,58.7495555556,5.05522222222,6.01366666667,6.21322222222,5.74544444444,7.58644444445
568.75,5.47777777778,67.4108888889,62.5247777778,58.7226666667,5.06188888889,6.01544444445,6.229,5.76355555556,7.59244444444
569.09,5.49088888889,67.3977777778,62.4541111111,58.6926666667,5.08533333333,6.01388888889,6.22988888889,5.782,7.59255555556
569.43,5.495,67.4387777778,62.4891111111,58.727,5.11222222222,6.03088888889,6.21355555555,5.77955555556,7.59555555556
569.77,5.49311111111,67.4936666667,62.533,58.7253333333,5.11844444444,6.04688888889,6.21811111111,5.77766666667,7.60366666667
570.11,5.53355555556,67.576,62.5998888889,58.7924444445,5.15811111111,6.08122222222,6.24433333333,5.80011111111,7.66033333333
570.45,5.53088888889,67.5317777778,62.5601111111,58.7658888889,5.17411111111,6.06555555556,6.24611111111,5.78755555556,7.66044444444
570.79,5.51655555556,67.5062222222,62.54,58.7613333333,5.17677777778,6.04877777778,6.22044444444,5.78544444444,7.62688888889
571.13,5.51322222222,67.4951111111,62.5567777778,58.7482222222,5.18344444445,6.03811111111,6.219,5.775,7.62855555556
571.47,5.49477777778,67.5785555555,62.6874444444,58.8004444444,5.18411111111,6.02255555556,6.19944444444,5.77211111111,7.60977777778
571.81,5.47911111111,67.5514444445,62.636,58.7683333333,5.19633333333,6.02144444445,6.20255555555,5.77377777778,7.59077777778
572.15,5.52266666667,67.5966666667,62.6761111111,58.8184444444,5.26766666667,6.04511111111,6.252,5.80777777778,7.62855555555
572.49,5.53055555556,67.6528888889,62.7554444444,58.8727777778,5.28022222222,6.03188888889,6.23822222222,5.802,7.61944444445
572.83,5.51233333333,67.6367777778,62.7691111111,58.8546666667,5.29555555556,6.02844444444,6.22644444445,5.79066666667,7.60055555555
573.17,5.49466666667,67.6183333333,62.7793333333,58.8781111111,5.30066666667,6.01233333333,6.23022222222,5.79,7.57711111111
573.51,5.49622222222,67.6012222222,62.7692222222,58.8928888889,5.30977777778,5.99788888889,6.21144444444,5.78677777778,7.55766666667
573.85,5.47477777778,67.568,62.7283333333,58.8428888889,5.31977777778,5.99111111111,6.18266666667,5.77422222222,7.51344444444
574.19,5.43844444444,67.6015555555,62.7304444445,58.8345555556,5.32177777778,5.96766666667,6.14744444444,5.75588888889,7.48044444445
574.53,5.40511111111,67.5603333333,62.6901111111,58.7865555556,5.31566666667,5.94677777778,6.12366666666,5.72211111111,7.47022222222
574.87,5.44622222222,67.5686666667,62.6926666667,58.8295555556,5.377,5.97911111111,6.15588888889,5.758,7.49866666667
575.21,5.463,67.5216666666,62.6228888889,58.8041111111,5.40977777778,5.98655555556,6.15844444444,5.76111111111,7.52388888889
575.55,5.48855555556,67.5502222222,62.6713333333,58.8671111111,5.45933333333,6.00377777778,6.18011111111,5.75966666667,7.542
575.89,5.526,67.6063333333,62.7018888889,58.9254444444,5.53977777778,6.05688888889,6.20944444445,5.80611111111,7.58022222222
576.22,5.54222222222,67.6446666667,62.699,58.9911111111,5.59722222222,6.07911111111,6.227,5.81244444444,7.60755555555
576.56,5.55233333333,67.7537777778,62.7612222222,59.0984444444,5.62122222222,6.10777777778,6.22433333334,5.82811111111,7.61311111111
576.90,5.55466666667,67.7646666667,62.771,59.1364444444,5.66233333334,6.11455555555,6.22911111111,5.81477777778,7.62655555556
577.24,5.55255555556,67.7321111111,62.7583333333,59.1576666667,5.72322222222,6.13266666666,6.23077777778,5.80855555556,7.62377777778
577.58,5.56411111111,67.8057777778,62.8232222222,59.2892222222,5.78977777778,6.12488888889,6.26155555556,5.823,7.65933333333
577.92,5.61733333333,67.9272222222,62.9614444444,59.464,5.88566666667,6.18466666667,6.32088888889,5.88111111111,7.72277777778
578.26,5.66611111111,67.9514444445,62.9784444444,59.5434444444,5.98755555556,6.24611111111,6.36333333333,5.94755555556,7.76277777778
578.60,5.65733333333,67.9953333333,63.033,59.585,6.03277777778,6.26077777778,6.38288888889,5.96011111111,7.76
578.94,5.67466666667,68.0474444444,63.0686666667,59.6497777778,6.10677777778,6.28788888889,6.41155555556,5.98011111111,7.76866666667
579.28,5.69422222222,68.1025555556,63.1186666667,59.7005555555,6.17766666666,6.29511111111,6.43333333333,6.03088888889,7.793
579.61,5.65166666667,68.0703333333,63.054,59.6795555556,6.17411111111,6.24777777778,6.398,5.98444444444,7.735
579.95,5.63955555556,68.1107777778,63.0825555556,59.7335555555,6.19977777778,6.22377777778,6.38622222222,5.96988888889,7.72711111111
580.29,5.61455555556,68.0456666666,63.0324444444,59.7124444445,6.22977777778,6.17466666667,6.37988888889,5.93766666666,7.71166666667
580.63,5.61855555556,68.0588888889,62.9908888889,59.7058888889,6.29433333333,6.201,6.37133333333,5.95355555555,7.71788888889
580.97,5.63677777778,68.1334444444,63.0643333333,59.7573333333,6.37,6.21411111111,6.38422222222,5.975,7.73333333333
581.31,5.65322222222,68.0441111111,63.0232222222,59.6648888889,6.44188888889,6.24533333333,6.38477777778,5.98,7.71733333333
581.65,5.649,67.8972222222,62.9007777778,59.5478888889,6.48055555555,6.23711111111,6.34344444444,5.97244444445,7.67533333334
581.98,5.64344444444,67.8402222222,62.8613333333,59.5005555556,6.51255555555,6.20177777778,6.32255555556,5.947,7.648
582.32,5.66222222222,67.8476666667,62.8326666667,59.5506666667,6.59655555555,6.187,6.29155555556,5.944,7.64311111111
582.66,5.69733333333,67.8601111111,62.8383333333,59.5192222222,6.7,6.189,6.32844444445,6.00288888889,7.67055555555
583.00,5.68866666667,67.8662222222,62.8394444444,59.5592222222,6.73344444445,6.15688888889,6.30688888889,5.97288888889,7.66033333333
583.34,5.74344444445,67.8807777778,62.8738888889,59.6198888889,6.833,6.18544444444,6.30666666666,6.00211111111,7.70522222222
583.68,5.75466666667,67.82,62.819,59.5385555556,6.919,6.23744444444,6.324,6.02322222222,7.70577777778
584.01,5.76377777778,67.7925555556,62.7903333334,59.4933333333,7.00922222222,6.24488888889,6.32655555556,6.05422222222,7.712
584.35,5.75077777778,67.7658888889,62.7948888889,59.5042222222,7.06155555555,6.21044444444,6.28722222222,6.04877777778,7.70466666667
584.69,5.79055555555,67.8486666667,62.8324444445,59.5327777778,7.176,6.24277777778,6.34488888889,6.11777777778,7.74855555556
585.03,5.81255555555,67.8967777778,62.8424444444,59.6005555556,7.27377777778,6.264,6.37433333333,6.16833333333,7.78377777778
585.37,5.80055555556,67.958,62.8673333333,59.6522222222,7.36255555556,6.25222222222,6.38677777778,6.15733333333,7.78966666667
585.70,5.78455555556,68.0973333333,62.9914444444,59.7525555556,7.45155555556,6.24144444444,6.39355555555,6.15555555555,7.79855555556
586.04,5.79877777778,68.0446666666,63.0491111111,59.7118888889,7.56977777778,6.27233333333,6.43077777778,6.21233333333,7.827
586.38,5.81966666667,68.072,63.1298888889,59.8352222222,7.67766666667,6.30288888889,6.46322222222,6.216,7.85177777778
586.72,5.85311111111,68.0624444444,63.1386666667,59.7964444444,7.80666666667,6.35055555556,6.49255555556,6.27755555555,7.89888888889
587.06,5.81355555556,68.0352222222,63.1118888889,59.7561111111,7.871,6.32755555556,6.47866666667,6.291,7.87266666667
587.39,5.83566666667,68.0884444444,63.1297777778,59.7872222222,7.99577777778,6.31277777778,6.48755555556,6.30855555556,7.88988888889
587.73,5.852,68.1144444444,63.1993333334,59.8342222222,8.14522222222,6.35388888889,6.52666666667,6.33055555555,7.932
588.07,5.89355555555,68.197,63.2585555556,59.8607777778,8.26677777778,6.36,6.57611111111,6.35,7.93788888889
588.41,5.87588888889,68.2015555556,63.2627777778,59.9167777778,8.35388888889,6.35077777778,6.56588888889,6.33211111111,7.91822222222
588.74,5.81288888889,68.24,63.3298888889,59.9373333333,8.42744444444,6.29977777778,6.51633333333,6.26744444444,7.89844444444
589.08,5.85055555555,68.3001111111,63.3946666667,59.9513333333,8.56411111111,6.33833333333,6.54122222222,6.32588888889,7.95522222222
589.42,5.931,68.3168888889,63.4054444444,59.9788888889,8.76177777778,6.42711111111,6.613,6.412,8.03644444444
589.76,5.92988888889,68.4712222222,63.4547777778,60.0681111111,8.87511111111,6.41788888889,6.60355555556,6.35966666667,8.04955555555
590.09,5.91277777778,68.5086666666,63.4253333333,60.0312222222,8.99133333335,6.42177777778,6.58733333333,6.38833333333,8.05088888889
590.43,5.86166666667,68.4896666667,63.3632222222,59.9961111111,9.05466666667,6.36211111111,6.52866666667,6.32088888889,7.97833333333
590.77,5.87944444445,68.5971111111,63.3885555556,60.077,9.22055555555,6.40755555556,6.559,6.33022222222,8.01933333333
591.11,5.89311111111,68.5938888889,63.415,60.0775555556,9.3571111111,6.41833333333,6.58166666667,6.33933333334,8.04222222222
591.44,5.93866666667,68.5471111111,63.3782222222,60.0515555556,9.49566666667,6.43833333334,6.58644444445,6.34133333333,8.04266666667
591.78,5.92288888889,68.4531111111,63.2718888889,59.982,9.62455555555,6.456,6.565,6.34155555556,8.039
592.12,5.91755555556,68.4311111111,63.2883333333,59.9338888889,9.76222222222,6.42588888889,6.52566666667,6.323,8.04688888889
592.46,5.95922222222,68.5508888889,63.3648888889,59.9605555556,9.97355555556,6.46377777778,6.55244444444,6.37155555556,8.09477777778
592.79,5.919,68.5221111111,63.3327777778,59.9276666666,10.0907777778,6.40811111111,6.50566666667,6.335,8.05911111111
593.13,5.87922222222,68.5518888889,63.355,59.914,10.1717777778,6.32433333334,6.46522222222,6.29622222222,8.00922222222
593.47,5.83522222222,68.4138888889,63.2627777778,59.7711111111,10.2567777778,6.29188888889,6.42944444445,6.295,7.95011111111
593.80,5.76433333333,68.4054444444,63.3287777778,59.7236666666,10.3531111111,6.20888888889,6.35866666667,6.23188888889,7.897
594.14,5.74388888889,68.4491111111,63.3658888889,59.7326666667,10.5527777778,6.23111111111,6.36355555555,6.227,7.89566666666
594.48,5.67877777778,68.4891111111,63.463,59.7146666667,10.683,6.16466666667,6.33277777778,6.21677777778,7.85566666667
594.81,5.63366666667,68.523,63.4863333333,59.7072222222,10.8143333333,6.13833333333,6.283,6.19488888889,7.83688888889
595.15,5.57666666667,68.5754444445,63.4716666667,59.6216666667,10.9462222222,6.08177777778,6.24588888889,6.19788888889,7.82566666666
595.49,5.57877777778,68.6298888889,63.5856666667,59.6525555555,11.1593333333,6.09288888889,6.26622222222,6.24477777778,7.85377777778
595.82,5.63577777778,68.6897777778,63.5815555556,59.6735555556,11.3647777778,6.15166666667,6.35522222222,6.32522222222,7.90488888889
596.16,5.66833333333,68.5623333333,63.5508888889,59.6,11.4965555555,6.17722222222,6.408,6.37066666667,7.92011111111
596.50,5.68577777778,68.5915555556,63.5364444444,59.638,11.655,6.20222222222,6.44533333333,6.38766666667,7.93766666666
596.83,5.70366666667,68.5475555556,63.5512222222,59.6248888889,11.8326666667,6.25788888889,6.47211111111,6.41077777778,7.98944444444
597.17,5.71177777778,68.5956666667,63.6098888889,59.6866666667,12.001,6.26411111111,6.49022222222,6.449,8.01411111111
597.51,5.78044444445,68.6203333333,63.6014444444,59.7633333333,12.2136666667,6.32433333334,6.57988888889,6.50522222222,8.07177777778
597.84,5.81777777778,68.5917777778,63.5761111111,59.7837777778,12.3692222222,6.34077777778,6.60433333334,6.55311111111,8.09777777778
598.18,5.87011111111,68.4578888889,63.4736666667,59.6905555556,12.5357777778,6.35511111111,6.62822222222,6.57588888889,8.14322222222
598.52,5.88455555556,68.4364444444,63.4456666667,59.6614444444,12.7366666667,6.36255555556,6.65211111111,6.60422222222,8.13955555555
598.85,5.90644444444,68.4918888889,63.5493333333,59.8016666667,12.9357777778,6.39055555556,6.67166666667,6.59233333333,8.14855555556
599.19,5.927,68.5421111111,63.5502222222,59.8553333333,13.1196666667,6.382,6.695,6.595,8.16633333333
599.53,5.90388888889,68.4591111111,63.5403333333,59.821,13.265,6.36977777778,6.65677777778,6.55866666667,8.13777777778
599.86,5.88622222222,68.5931111111,63.5621111111,59.9341111111,13.4496666667,6.347,6.62988888889,6.52022222222,8.10277777778
600.20,5.88288888889,68.6632222222,63.7153333333,60.0123333334,13.6755555555,6.33988888889,6.61933333334,6.52544444444,8.10644444445
600.53,5.885,68.723,63.7222222222,60.06,13.8721111111,6.31222222222,6.60355555556,6.53555555556,8.08111111111
600.87,5.93922222222,68.8095555556,63.794,60.1172222222,14.1475555555,6.32677777778,6.64977777778,6.54566666667,8.12855555556
601.21,5.91844444444,68.8297777778,63.8423333333,60.0616666667,14.3433333333,6.305,6.59977777778,6.51333333333,8.10777777778
601.54,5.93477777778,68.936,63.9382222222,60.1055555556,14.6306666667,6.31177777778,6.62211111111,6.525,8.15855555555
601.88,5.91322222222,68.9856666667,63.9582222222,60.1512222222,14.8854444444,6.33355555556,6.644,6.52511111111,8.13444444444
602.21,5.90122222222,69.0286666667,63.999,60.1692222222,15.1132222222,6.32788888889,6.65611111111,6.53033333333,8.15777777778
602.55,5.89988888889,68.9502222222,63.9113333333,60.0888888889,15.3221111111,6.32077777778,6.66911111111,6.57188888889,8.17111111111
602.88,5.86422222222,68.9212222222,63.8875555556,60.0455555556,15.4852222222,6.30188888889,6.64233333333,6.55411111111,8.15488888889
603.22,5.79044444444,68.9578888889,63.8963333333,60.0453333333,15.6688888889,6.24744444444,6.59755555556,6.51377777778,8.12466666667
603.56,5.77811111111,68.8855555556,63.8514444445,59.9552222222,15.845,6.23533333333,6.57855555556,6.51722222222,8.12988888889
603.89,5.71633333333,68.7908888889,63.7225555555,59.8258888889,15.9535555555,6.16911111111,6.534,6.45466666667,8.07811111111
604.23,5.70655555555,68.7372222222,63.6436666667,59.7311111111,16.113,6.17522222222,6.53311111111,6.44344444444,8.086
604.56,5.71422222222,68.7892222222,63.6655555556,59.7618888889,16.2905555556,6.19855555555,6.53477777778,6.47133333333,8.10544444444
604.90,5.70355555555,68.7593333333,63.6165555556,59.7626666667,16.4451111111,6.20788888889,6.55044444444,6.47933333333,8.106
605.23,5.70677777778,68.796,63.6278888889,59.8066666667,16.5958888889,6.21988888889,6.58133333333,6.49888888889,8.13455555556
605.57,5.72088888889,68.8318888889,63.6694444444,59.8601111111,16.7643333333,6.20977777778,6.57933333333,6.48733333333,8.14611111111
605.90,5.70111111111,68.8463333333,63.6011111111,59.8642222222,16.928,6.204,6.55311111111,6.46722222222,8.123
606.24,5.69933333333,68.8671111111,63.6352222222,59.9071111111,17.1428888889,6.219,6.55633333333,6.45677777778,8.13677777778
606.58,5.69622222222,68.8923333333,63.6908888889,59.9437777778,17.3724444444,6.21388888889,6.53966666667,6.43522222222,8.12144444444
606.91,5.70455555556,68.8934444445,63.6703333333,59.9671111111,17.5945555556,6.20577777778,6.53866666667,6.45111111111,8.12466666667
607.25,5.67955555556,68.944,63.6658888889,60.0062222222,17.8468888889,6.17755555555,6.54577777778,6.44711111111,8.103
607.58,5.754,69.0046666667,63.7358888889,60.1161111111,18.1401111111,6.24833333333,6.60822222222,6.51422222222,8.15811111111
607.92,5.749,69.0944444444,63.8352222222,60.2582222222,18.406,6.253,6.59088888889,6.51333333333,8.14677777778
608.25,5.68,68.93,63.7126666667,60.1536666667,18.5395555556,6.17522222222,6.51277777778,6.42477777778,8.05344444445
608.59,5.70388888889,68.8997777778,63.7134444444,60.1736666667,18.77,6.18411111111,6.49944444444,6.44766666667,8.057
608.92,5.678,68.7168888889,63.5447777778,60.0691111111,18.921,6.15811111111,6.44755555556,6.38644444444,8.00766666667
609.26,5.69222222222,68.6541111111,63.4681111111,60.0443333333,19.1065555556,6.18844444444,6.45988888889,6.41111111111,8.01666666667
609.59,5.69055555555,68.4067777778,63.3394444444,59.9712222222,19.2563333333,6.18133333333,6.46144444444,6.42255555556,8.00111111111
609.93,5.67155555555,68.2737777778,63.179,59.8886666667,19.3637777778,6.15022222222,6.43133333334,6.38488888889,7.962
610.26,5.70655555555,68.2402222222,63.1088888889,59.9174444444,19.5603333333,6.19433333333,6.47622222222,6.44766666666,7.99922222222
610.60,5.777,68.1064444445,62.984,59.8646666667,19.7668888889,6.26911111111,6.514,6.47011111111,8.01311111111
610.93,5.845,67.9694444444,62.868,59.8304444444,19.9264444445,6.34455555556,6.56266666667,6.50188888889,8.06322222222
611.27,5.82466666666,67.9214444445,62.8446666667,59.8168888889,20.1032222222,6.33611111111,6.54055555556,6.48444444445,8.03977777778
611.60,5.80633333333,67.7641111111,62.6621111111,59.7195555556,20.2344444444,6.311,6.527,6.454,8.02066666667
611.93,5.83922222222,67.7918888889,62.6591111111,59.7864444445,20.4883333334,6.37533333333,6.56277777778,6.52055555556,8.07977777778
612.27,5.82533333333,67.8186666667,62.6105555556,59.8037777778,20.6762222222,6.36788888889,6.557,6.52322222222,8.085
612.60,5.86677777778,67.924,62.7588888889,59.9301111111,20.9633333333,6.40566666666,6.61611111111,6.60033333333,8.10466666667
612.94,5.85655555556,67.9982222222,62.784,59.9476666667,21.1578888889,6.38833333333,6.598,6.60322222222,8.09244444444
613.27,5.90233333333,68.2144444445,62.9763333333,60.0401111111,21.4211111111,6.42322222222,6.63466666667,6.61911111111,8.12788888889
613.61,5.946,68.4476666667,63.1747777778,60.1637777778,21.7358888889,6.45488888889,6.668,6.68,8.17711111111
613.94,5.908,68.5083333333,63.1984444445,60.16,21.8958888889,6.39222222222,6.64488888889,6.60366666667,8.12533333333
614.28,5.85722222222,68.7216666667,63.3875555555,60.2637777778,22.121,6.33511111111,6.633,6.58111111111,8.116
614.61,5.84355555556,68.9026666667,63.5482222222,60.3614444444,22.4204444445,6.30633333333,6.57366666667,6.60877777778,8.10766666667
614.94,5.83088888889,68.9176666667,63.5327777778,60.3315555555,22.6368888889,6.33666666667,6.57466666667,6.60766666667,8.11922222222
615.28,5.80211111111,68.9865555556,63.6104444444,60.3378888889,22.8403333333,6.31066666667,6.55577777778,6.60766666667,8.10555555555
615.61,5.74611111111,69.003,63.6244444444,60.3297777778,22.9917777778,6.27544444444,6.54211111111,6.55311111111,8.05722222222
615.95,5.68711111111,69.056,63.6678888889,60.354,23.1877777778,6.19533333333,6.48411111111,6.48177777778,8.00455555556
616.28,5.588,69.0277777778,63.6388888889,60.2401111111,23.2917777778,6.10288888889,6.36877777778,6.38311111111,7.95733333333
616.61,5.56944444444,69.0961111111,63.7054444445,60.2846666667,23.541,6.08866666667,6.35711111111,6.363,7.947
616.95,5.46955555556,69.0778888889,63.6707777778,60.2762222222,23.6704444444,6.01355555556,6.28488888889,6.28766666667,7.87111111111
617.28,5.47366666667,69.0578888889,63.6773333333,60.2955555556,23.8678888889,6.02933333333,6.28233333333,6.31544444444,7.878
617.62,5.50988888889,68.8965555555,63.5886666666,60.1478888889,24.0708888889,6.06555555555,6.28088888889,6.38977777778,7.923
617.95,5.48611111111,68.7663333333,63.4902222222,60.0763333333,24.1956666667,6.046,6.23011111111,6.38822222222,7.91822222222
618.28,5.45877777778,68.6668888889,63.4374444444,59.9984444444,24.3291111111,6.03111111111,6.24033333333,6.35377777778,7.88888888889
618.62,5.51622222222,68.7586666667,63.5186666667,60.055,24.5401111111,6.01522222222,6.28255555556,6.38666666667,7.90966666667
618.95,5.54455555555,68.8908888889,63.6363333333,60.1441111111,24.7495555555,6.02822222222,6.30166666667,6.42044444445,7.91422222222
619.28,5.60233333333,68.8448888889,63.6218888889,60.0998888889,24.9725555555,6.08833333333,6.351,6.47566666667,7.997
619.62,5.675,68.8358888889,63.65,60.1067777778,25.1802222222,6.17944444445,6.40355555556,6.51855555556,8.06433333334
619.95,5.73766666667,68.9078888889,63.7123333333,60.1938888889,25.4168888889,6.23944444445,6.47144444444,6.62,8.10455555556
620.28,5.75966666667,68.8537777778,63.7036666667,60.0966666667,25.6245555555,6.24677777778,6.48533333333,6.62522222222,8.13633333333
620.62,5.86711111111,68.9903333333,63.8064444445,60.1733333333,25.9204444444,6.31833333333,6.56211111111,6.73077777778,8.21488888889
620.95,5.84755555555,69.0317777778,63.8568888889,60.1492222222,26.1076666667,6.30922222222,6.569,6.71255555556,8.19311111111
621.28,5.84522222222,69.1113333333,63.9623333333,60.2343333333,26.2881111111,6.32833333333,6.58677777778,6.65977777778,8.16322222222
621.62,5.84777777778,69.1542222222,63.9957777778,60.2342222222,26.4921111111,6.32844444444,6.61422222222,6.64922222222,8.15877777778
621.95,5.83533333333,69.1803333334,64.0453333333,60.3151111111,26.6508888889,6.31755555556,6.59,6.63511111111,8.17044444444
622.28,5.77966666666,69.1738888889,63.9911111111,60.3174444445,26.8144444445,6.32777777778,6.558,6.64066666667,8.181
622.62,5.85133333334,69.1176666667,63.9798888889,60.33,27.0708888889,6.41377777778,6.63188888889,6.72855555556,8.28533333333
622.95,5.83066666667,69.2841111111,64.122,60.4206666667,27.2697777778,6.35911111111,6.58411111111,6.71655555556,8.22811111111
623.28,5.81333333334,69.3082222222,64.1261111111,60.3634444444,27.4593333333,6.35644444445,6.59922222222,6.75044444444,8.21666666667
623.62,5.85388888889,69.3737777778,64.1743333333,60.392,27.6555555556,6.40244444444,6.63022222222,6.79188888889,8.23066666666
623.95,5.81944444444,69.396,64.2371111111,60.4518888889,27.7785555556,6.40266666667,6.59822222222,6.79877777778,8.20722222222
624.28,5.79266666667,69.405,64.2174444444,60.4444444445,27.8888888889,6.38144444444,6.55988888889,6.78522222222,8.19044444444
624.62,5.77511111111,69.3555555556,64.1187777778,60.4107777778,27.9943333333,6.35333333333,6.55233333333,6.78044444444,8.20944444444
624.95,5.78244444445,69.4497777778,64.1453333333,60.4157777778,28.208,6.37411111111,6.54622222222,6.82777777778,8.25544444444
625.28,5.79622222222,69.5412222222,64.2191111111,60.4373333333,28.4174444444,6.38811111111,6.56588888889,6.84855555556,8.29133333333
625.61,5.81977777778,69.7106666667,64.3151111111,60.4494444444,28.6318888889,6.42388888889,6.62333333334,6.88333333333,8.34588888889
625.95,5.88044444444,69.7167777778,64.3388888889,60.4081111111,28.805,6.45211111111,6.68144444445,6.92955555556,8.40655555555
626.28,5.87211111111,69.7337777778,64.3698888889,60.413,28.9387777778,6.42411111111,6.65333333333,6.87933333333,8.37022222222
626.61,5.89666666667,69.7771111111,64.3668888889,60.4245555556,29.0657777778,6.43822222222,6.67255555556,6.88255555556,8.40122222222
626.94,5.91466666666,69.8428888889,64.4457777778,60.5091111111,29.2233333333,6.44333333333,6.70122222222,6.88111111111,8.44488888889
