wavelength,Back_CamParm,Belly_CamParm,Breast_CamParm,Crissum_CamParm,Crown_CamParm,DorTail_CamParm,Rump_CamParm,Throat_CamParm,WingTip_CamParm
327.67,9.3376,13.0550333333,6.29386666667,11.1338,5.78292,7.61406666667,7.05952,5.69846666667,9.66026666667
328.04,9.51159999999,13.1563666667,6.48326666667,11.3344333333,5.95944,7.77653333333,7.23796444444,5.81806666667,9.78179999999
328.41,9.55773333332,13.1958333334,6.4062,11.4062666666,5.94032,7.75433333333,7.28197703704,5.72966666667,9.80013333334
328.78,9.36236666667,13.1515,6.225,11.3740666667,5.859,7.70273333333,7.15305333334,5.61566666667,9.71353333332
329.14,9.1814,13.0636,5.9018,11.2296,5.68304,7.5256,6.95461703704,5.45633333333,9.46386666667
329.51,9.26506666667,13.2416,5.89426666667,11.3839333333,5.61092,7.48653333333,6.93133777778,5.45893333333,9.42080000001
329.88,9.03783333333,12.9790666667,5.4478,10.9688,5.29910666667,7.21326666667,6.60884962963,5.09773333333,9.22153333333
330.24,8.76426666667,12.8212666667,5.06826666667,10.6075666667,4.96638666667,6.91826666667,6.38155185185,4.89133333333,8.98033333333
330.61,8.5486,12.7345333333,4.8262,10.4340666667,4.775,6.762,6.17158222222,4.7102,8.85713333334
330.98,8.33986666667,12.7877666667,4.6906,10.3795666667,4.7144,6.74766666667,6.0913562963,4.63733333333,8.75453333333
331.34,7.90143333333,12.3916,4.2058,9.92046666666,4.30825333333,6.27793333333,5.6955437037,4.0962,8.31226666667
331.71,7.73883333333,12.2392,3.95833333333,9.6307,4.15444,6.01126666666,5.50663925926,3.8094,8.09966666666
332.08,7.55693333334,12.2931666667,3.71853333333,9.53773333334,3.93749333333,5.83593333333,5.23843407407,3.68153333333,7.92353333333
332.44,7.717,12.5978666667,3.8602,9.77630000001,4.09378666667,6.01726666667,5.42285703704,3.91813333333,8.11793333333
332.81,8.05456666667,12.9128,4.1386,9.90546666667,4.33189333333,6.2722,5.62995037037,4.18586666667,8.3162
333.18,8.1816,13.0622,4.2638,10.0838,4.3992,6.41226666667,5.70756666667,4.32,8.34626666667
333.54,8.2607,13.1008,4.36213333333,10.1375,4.58728,6.65733333333,5.82873037037,4.546,8.48386666667
333.91,8.16463333333,13.0615666667,4.28246666667,10.0549333333,4.53204,6.62173333333,5.62972148148,4.50513333333,8.3232
334.28,8.1865,13.0718,4.31946666667,10.1735666667,4.49766666667,6.5246,5.55474518518,4.44346666667,8.31506666667
334.64,8.23923333333,13.1399666667,4.3104,10.2272,4.57298666667,6.55413333333,5.6607037037,4.4948,8.29413333334
335.01,8.31613333333,13.2259666667,4.30393333333,10.2968666667,4.44398666667,6.522,5.58375777778,4.46466666667,8.2826
335.38,8.57446666667,13.4619666667,4.53946666667,10.5213333333,4.60396,6.7316,5.77217185185,4.77286666667,8.50293333333
335.74,8.9665,13.8845666667,4.91013333333,10.8659666667,4.94229333333,7.00473333334,6.07387481482,5.2524,8.77986666667
336.11,9.08133333333,14.0343666667,4.98093333333,10.9172666667,5.04033333333,6.9888,6.11870740741,5.28606666667,8.83493333333
336.47,8.92023333334,13.7537333334,4.77166666667,10.6857,4.82982666667,6.78626666667,5.80683777778,4.95526666667,8.52766666666
336.84,8.62666666667,13.5272333333,4.51693333333,10.5418,4.43745333333,6.4408,5.47646222222,4.61706666667,8.28306666667
337.21,8.696,13.6608,4.51046666666,10.5558666667,4.44946666667,6.4676,5.47642222222,4.73186666667,8.37013333333
337.57,8.68993333333,13.7012333333,4.4794,10.5059666667,4.30046666667,6.3484,5.46806518519,4.61906666667,8.25933333333
337.94,8.77976666667,13.7991,4.54053333333,10.6292666667,4.26829333333,6.37046666667,5.58348296296,4.685,8.2966
338.31,9.00276666666,14.1219333333,4.726,10.8451666667,4.58673333334,6.50273333333,5.79281259259,4.96826666667,8.51513333334
338.67,8.89806666667,14.1598666667,4.62473333333,10.8272,4.368,6.33186666667,5.60295111111,4.8364,8.32533333333
339.04,8.96726666667,14.1732333333,4.66826666667,10.8322666667,4.48352,6.30146666667,5.68361481482,4.91053333333,8.3696
339.40,8.89543333334,14.1225666667,4.3884,10.7322666667,4.23296,6.09053333333,5.47854074074,4.67846666667,8.19093333334
339.77,8.67739999999,14.0354666667,4.13673333333,10.6259,3.92624,5.9488,5.27367259259,4.3394,7.897
340.14,8.63476666667,13.8774,4.0724,10.5547333333,3.74328,5.86786666666,5.21368518518,4.19993333333,7.85006666667
340.50,8.98413333335,14.2432666667,4.3504,10.9032666667,3.99170666666,6.1532,5.53103851852,4.58733333333,8.15266666667
340.87,9.19320000001,14.3853,4.4022,10.9963333333,4.1702,6.26153333333,5.67385259259,4.7242,8.24106666667
341.23,9.16643333333,14.3910333333,4.4282,10.9884333333,4.16965333333,6.1736,5.67284,4.65073333333,8.20946666667
341.60,8.94583333334,14.2483333333,4.19466666667,10.895,4.02494666667,5.90566666667,5.42543777778,4.40553333333,8.01533333333
341.96,9.02450000001,14.4394333333,4.27086666667,11.0793666667,4.17485333333,5.93553333333,5.58044740741,4.4734,8.09413333333
342.33,9.02780000001,14.5057333333,4.4142,11.149,4.20834666667,6.18913333333,5.68032,4.6124,8.1246
342.70,9.28519999999,14.6847333333,4.6234,11.3732,4.39717333333,6.44326666667,5.96074148148,4.80673333333,8.38133333333
343.06,9.13079999999,14.6934,4.4522,11.2877333333,4.17816,6.30186666667,5.77451777778,4.5454,8.14786666667
343.43,9.14429999999,14.7709333333,4.5794,11.4171333333,4.22348,6.38333333333,5.84700296296,4.62413333333,8.1418
343.79,9.08486666666,14.6145,4.5072,11.3362,4.15428,6.22233333333,5.74302592592,4.4884,8.1438
344.16,9.17570000001,14.8715333333,4.62733333333,11.4745666667,4.33005333333,6.2516,5.89759703704,4.64026666667,8.202
344.52,8.87833333333,14.6739666667,4.42093333333,11.3199666667,4.12441333333,6.04686666667,5.6867237037,4.3338,7.99926666667
344.89,8.86236666666,14.7629,4.4902,11.4290666667,4.13064,6.07026666667,5.75304666667,4.404,8.0288
345.25,8.79473333333,14.7874666667,4.4674,11.4742666667,4.08208,6.0578,5.72907333333,4.37766666667,7.95646666667
345.62,8.8537,14.8581333333,4.4998,11.6134666667,4.04713333333,6.14386666667,5.71786074074,4.3972,7.92613333333
345.99,8.80420000001,14.8526,4.45106666667,11.5819333333,3.93394666667,6.1262,5.60659111111,4.3736,7.90966666667
346.35,8.57829999999,14.6898666667,4.15273333333,11.4105333333,3.63082666667,5.7694,5.34597111111,4.0448,7.62873333333
346.72,8.55416666667,14.7333666667,4.1112,11.4530333333,3.56965333333,5.68593333333,5.26403481481,4.04873333333,7.6318
347.08,8.48506666667,14.6927333333,4.1146,11.4035666667,3.50725333333,5.62766666667,5.25988,4.1032,7.65293333333
347.45,8.4536,14.7170666667,4.0874,11.3781666667,3.50664,5.60806666667,5.29754666667,4.09066666667,7.67926666667
347.81,8.4406,14.9139666667,4.1976,11.5409333333,3.57058666667,5.72673333333,5.41824518519,4.25486666667,7.71073333333
348.18,8.4997,14.9242333333,4.2188,11.6665666667,3.57045333333,5.8802,5.4949637037,4.27133333333,7.72733333333
348.54,8.57416666667,15.0409,4.2828,11.725,3.58588,5.91853333333,5.57269851852,4.387,7.74706666666
348.91,8.5833,15.1376,4.25166666667,11.8015333333,3.54249333333,5.921,5.57758962963,4.3506,7.73333333333
349.27,8.6082,15.2132333333,4.28993333333,11.8336333333,3.52456,5.91073333333,5.59673481481,4.39066666667,7.77519999999
349.64,8.6955,15.3678,4.39353333333,11.9049,3.60089333333,6.01613333333,5.75024962963,4.58773333333,7.92766666667
350.00,8.75856666666,15.4042666667,4.477,12.0152,3.59401333333,6.03666666667,5.80562074074,4.56826666667,7.90866666666
350.37,8.90480000001,15.5324333333,4.59326666667,12.1985333333,3.63909333333,6.17526666667,5.92782222222,4.61293333333,7.97326666666
350.73,8.64099999999,15.4325333333,4.38786666667,12.0137666667,3.41944,5.96913333333,5.73890296296,4.39446666667,7.66426666667
351.10,8.86753333333,15.6221666667,4.6026,12.3323,3.55705333333,6.18646666667,5.93764148148,4.59733333333,7.83006666667
351.46,8.9332,15.819,4.71466666667,12.4761333333,3.64578666667,6.26793333333,5.99350888889,4.62966666667,7.87286666667
351.83,9.03313333335,15.9434,4.75013333333,12.5893,3.68110666667,6.27233333333,6.05617555556,4.7106,7.95793333334
352.19,8.90790000001,15.9059666667,4.6534,12.5312333333,3.61737333334,6.11433333334,5.92977851852,4.62686666667,7.78213333333
352.55,8.9005,15.9425666667,4.6048,12.5512333333,3.57830666667,6.06446666667,5.88658296296,4.6196,7.73819999999
352.92,8.93123333333,15.9344,4.64686666667,12.6523333333,3.58692,6.03826666667,5.91901259259,4.64066666667,7.75746666667
353.28,9.21529999999,16.1517333333,4.8976,12.9830333333,3.84570666667,6.30406666667,6.20884296296,4.87586666667,8.04446666666
353.65,9.13643333334,16.1968,4.8314,12.9961,3.80225333333,6.22333333333,6.19220518518,4.80706666667,7.96393333333
354.01,9.21886666668,16.3277666667,4.89406666667,13.0639333333,3.87710666667,6.2762,6.31507851852,4.879,8.03166666667
354.38,9.23856666667,16.4880666667,5.01293333334,13.1883,3.96381333333,6.342,6.46306444445,4.9962,8.10399999999
354.74,9.46433333334,16.7403,5.3024,13.3525666667,4.21142666667,6.5348,6.71294888889,5.1638,8.34946666666
355.11,9.29263333333,16.7172666667,5.1368,13.2568,4.13365333333,6.31893333333,6.5591237037,4.96006666667,8.16813333334
355.47,9.04753333335,16.4984333333,4.87346666666,13.0782333333,3.85364,6.0102,6.30400814815,4.74133333333,7.94133333334
355.83,9.00283333332,16.4515,4.8378,13.0386666667,3.80249333334,5.95593333333,6.23635111111,4.68953333333,7.88966666667
356.20,9.07976666668,16.6447666667,4.886,13.1368,3.78149333333,6.01873333333,6.29635481481,4.70626666667,8.02546666667
356.56,9.01486666667,16.7361,4.9038,13.2050666667,3.79816,6.0194,6.31276814815,4.6844,8.06059999999
356.93,9.03089999999,16.8543333333,4.9994,13.2658666667,3.89184,6.08946666667,6.37828962963,4.70673333333,8.11200000001
357.29,8.98,16.9002666667,4.91213333333,13.2253666667,3.81122666667,6.00973333334,6.31574592593,4.63006666667,8.00226666667
357.66,9.04626666665,16.9202666667,4.92173333333,13.3070333333,3.82124,5.97006666667,6.33740592593,4.54513333333,8.03506666667
358.02,9.0859,17.0626333333,5.00753333333,13.4279333333,3.89825333333,6.03153333333,6.38633407407,4.59953333333,8.10619999999
358.38,9.0437,17.0429666667,4.90506666667,13.3906,3.82697333333,5.9444,6.21764740741,4.60933333333,8.08033333333
358.75,8.96863333332,16.9920666667,4.7866,13.3993,3.73524,5.80833333333,6.11583925926,4.493,8.00286666667
359.11,9.11666666667,17.1825,4.87753333333,13.5486666667,3.84956,5.91,6.26546148148,4.6246,8.16473333333
359.48,9.27699999999,17.4563666667,5.01806666667,13.7664666667,4.03188,6.09146666667,6.42730296296,4.75853333333,8.33973333333
359.84,9.29343333333,17.6111333333,5.03646666667,13.9361,4.11294666667,6.07366666666,6.50394444444,4.77253333333,8.383
360.20,9.31203333332,17.6870333333,5.08653333333,14.0549333333,4.18282666667,6.07706666666,6.57895407407,4.81926666667,8.4082
360.57,9.44146666667,17.8479666667,5.2002,14.2078,4.27229333333,6.15393333333,6.67921037037,4.89413333333,8.47106666667
360.93,9.54296666665,18.0301333333,5.24873333333,14.3304,4.34014666667,6.22386666667,6.71843777778,4.9902,8.53793333333
361.29,9.50766666667,18.0353333333,5.22773333333,14.3457,4.32892,6.1934,6.68248814815,4.95206666667,8.50913333333
361.66,9.55296666668,18.2203666667,5.33266666667,14.4371333333,4.45482666667,6.3024,6.76767185185,5.107,8.58733333334
362.02,9.54296666667,18.2198,5.30033333333,14.4323,4.44936,6.27893333333,6.7417162963,5.0786,8.60779999999
362.39,9.67246666667,18.3683,5.47373333333,14.5904333333,4.63037333333,6.40213333333,6.95743703704,5.12446666667,8.72966666666
362.75,9.74906666665,18.4556333333,5.5498,14.7233333333,4.72412,6.54173333333,7.06372814815,5.25653333333,8.80946666667
363.11,9.75909999998,18.4771333333,5.5688,14.8018,4.73356,6.5486,7.07943555556,5.21106666667,8.79733333333
363.48,9.87469999999,18.5964666667,5.6752,14.9226666667,4.80074666667,6.62253333333,7.1718562963,5.30106666667,8.87146666667
363.84,9.97426666667,18.7618333334,5.75373333333,14.9943333333,4.86258666667,6.75653333333,7.25326888889,5.39826666667,8.95553333333
364.20,10.0781333333,18.8663666667,5.86893333333,15.0860333333,4.98416,6.8582,7.30957185185,5.45546666667,9.06306666667
364.57,10.0901333333,18.8789,5.86033333333,15.1365333333,5.01558666666,6.87826666667,7.32553259259,5.4822,9.055
364.93,9.95833333332,18.8070666667,5.76666666667,15.0651666667,4.93685333333,6.76513333333,7.30230740741,5.38473333333,8.95953333334
365.29,9.81620000001,18.8193666667,5.66813333333,15.0228,4.85481333333,6.63006666667,7.20846296296,5.3068,8.9116
365.66,9.87006666667,18.8909333333,5.70533333333,15.1336,4.86349333333,6.674,7.24907925926,5.3132,8.95226666666
366.02,9.72436666665,18.8629,5.6012,15.1125333333,4.72862666666,6.51813333333,7.14026148148,5.18733333333,8.80999999999
366.38,9.64296666666,18.89,5.50546666667,15.0804666667,4.64190666667,6.46666666667,7.02923555555,5.11186666667,8.76866666667
366.75,9.41313333332,18.7992,5.27726666667,14.9150333333,4.40473333334,6.2044,6.78165481482,4.86746666667,8.54326666666
367.11,9.34930000001,18.8684,5.2362,14.9128,4.33988,6.19486666667,6.74314666666,4.8788,8.47913333334
367.47,9.31423333334,18.8174666667,5.2618,14.9453333333,4.3898,6.198,6.76114592593,4.89766666667,8.49720000001
367.84,9.277,18.7823666667,5.24573333333,14.9795333333,4.36745333333,6.13626666667,6.7206237037,4.81253333333,8.41866666667
368.20,9.25869999999,18.8562666667,5.22813333333,15.0055333333,4.35010666667,6.12073333333,6.71424444445,4.88873333333,8.43513333334
368.56,9.33083333333,19.0108333333,5.30426666667,15.1394333333,4.4198,6.10993333333,6.79021481481,4.93946666667,8.49973333333
368.93,9.42773333335,19.1666333333,5.42373333333,15.2657666667,4.51521333333,6.23213333333,6.85771555556,5.0102,8.59206666666
369.29,9.47660000001,19.2285,5.452,15.3692666667,4.53652,6.2476,6.88795407407,5.00253333333,8.56853333333
369.65,9.32316666667,19.1556,5.3302,15.2934666667,4.43390666667,6.13353333333,6.75772148148,4.8798,8.42473333334
370.01,9.33123333333,19.1521,5.2978,15.2441333333,4.45629333333,6.14833333333,6.75688814815,4.8874,8.41019999999
370.38,9.32543333333,19.1942,5.2468,15.2677666667,4.43669333333,6.06346666667,6.74424814815,4.88926666667,8.35053333333
370.74,9.5647,19.4632666667,5.48293333333,15.5243,4.67296,6.3096,6.97739111111,5.11066666667,8.54166666666
371.10,9.64136666666,19.5734,5.5812,15.6078333333,4.83042666667,6.3864,7.06989037037,5.23186666667,8.66853333333
371.46,9.65063333333,19.6760666667,5.53953333333,15.648,4.83001333333,6.3926,7.07324148148,5.23566666667,8.61893333334
371.83,9.63200000001,19.6835666667,5.51873333333,15.6511666667,4.81646666667,6.3738,7.02475407407,5.28573333333,8.60446666666
372.19,9.47163333333,19.6217,5.33126666667,15.5794333333,4.66845333333,6.22406666667,6.87201703703,5.10233333333,8.42240000001
372.55,9.22963333333,19.4813333333,5.13913333334,15.3952333333,4.47602666667,6.10106666667,6.66448888889,4.93446666667,8.25553333334
372.92,9.11803333333,19.4026333333,5.0212,15.3782,4.38093333333,5.98526666667,6.55570666667,4.85386666667,8.15693333333
373.28,9.27986666667,19.6087666667,5.1682,15.5681,4.57869333333,6.19666666667,6.72748740741,5.03686666667,8.32033333333
373.64,9.36269999999,19.7681333333,5.2486,15.6811333333,4.65188,6.26946666667,6.83023037037,5.12153333333,8.38906666667
374.00,9.50203333333,20.0343,5.39753333333,15.961,4.79038666667,6.43526666667,6.94436592593,5.25393333333,8.54453333333
374.37,9.54056666667,20.1392,5.46113333333,16.0893,4.86957333333,6.561,6.99431333333,5.3112,8.61806666666
374.73,9.47373333333,20.1181,5.41473333333,16.0717333333,4.80734666667,6.4832,6.9508637037,5.24053333333,8.57173333334
375.09,9.42373333333,20.1254,5.3742,16.0847333333,4.74990666667,6.4344,6.88156740741,5.1642,8.50346666667
375.45,9.27633333334,20.0708666667,5.2316,16.0195333333,4.61813333333,6.2842,6.74380444445,5.04106666667,8.3982
375.81,9.31453333335,20.1579666667,5.25546666667,16.1001333333,4.67617333333,6.3352,6.78224444444,5.03106666667,8.47339999999
376.18,9.51366666667,20.3651666667,5.418,16.2840333333,4.86270666667,6.50566666667,6.95645481481,5.17286666667,8.61580000001
376.54,9.58626666666,20.4787333333,5.4556,16.4199666667,4.93161333333,6.566,7.0479437037,5.2506,8.64733333333
376.90,9.62616666667,20.5341333333,5.431,16.4277333333,4.95530666667,6.57633333333,7.05725851852,5.22646666667,8.66446666666
377.26,9.55173333332,20.4841,5.36686666667,16.3884333333,4.86345333333,6.50726666667,6.99816074074,5.16086666667,8.59766666667
377.63,9.5381,20.4786666667,5.308,16.3795,4.81054666667,6.44966666667,6.92898592593,5.13633333333,8.55846666667
377.99,9.59890000001,20.5341333333,5.2808,16.3899333333,4.83892,6.43493333333,6.95667037037,5.1396,8.52926666666
378.35,9.59663333333,20.5688333333,5.25026666667,16.4015333333,4.81998666667,6.3986,6.93526518518,5.13266666667,8.52180000001
378.71,9.5672,20.6114,5.2044,16.4205333333,4.81109333333,6.37233333333,6.94072666667,5.13586666667,8.50879999999
379.07,9.55283333333,20.6583666667,5.15026666667,16.4107666667,4.75048,6.35373333333,6.91524962963,5.11746666667,8.46579999999
379.44,9.61850000001,20.7427333333,5.23006666667,16.5193333333,4.82690666667,6.45113333333,6.98128,5.177,8.53093333334
379.80,9.65033333333,20.84,5.25153333333,16.5829666667,4.83986666667,6.48293333333,7.03302370371,5.21926666667,8.52113333333
380.16,9.52796666666,20.7386666667,5.13153333333,16.498,4.71688,6.34126666666,6.90263407407,5.09866666667,8.40219999999
380.52,9.55846666668,20.7904333333,5.139,16.5142666667,4.67829333333,6.32753333333,6.89928962963,5.04586666667,8.40346666667
380.88,9.59456666667,20.9283333333,5.18333333333,16.6341,4.69952,6.37613333333,6.92248074074,5.08326666667,8.43206666667
381.24,9.59649999999,20.9824,5.15193333333,16.6524666667,4.67612,6.2998,6.87782740741,5.072,8.37753333333
381.61,9.59756666667,21.0617666667,5.17813333333,16.6944,4.73162666667,6.30306666666,6.90809333333,5.08213333333,8.40153333333
381.97,9.42419999999,20.9497666667,5.04793333333,16.5874333333,4.53456,6.16233333333,6.74782888889,4.9312,8.24706666667
382.33,9.4236,20.9773,5.0166,16.6266666667,4.49264,6.16193333333,6.73960592593,4.87506666667,8.21620000001
382.69,9.42513333333,21.0523333333,5.00933333333,16.6959666667,4.49332,6.18686666667,6.68597111111,4.85433333333,8.21480000001
383.05,9.38763333334,21.0057333333,4.94693333333,16.6921666667,4.42726666667,6.11973333333,6.60139185185,4.78026666667,8.13266666667
383.41,9.39026666667,21.0895,4.9284,16.7117666667,4.37918666667,6.05646666667,6.5733762963,4.756,8.10506666667
383.77,9.30753333332,21.0866333333,4.84093333333,16.6910333333,4.3058,5.9552,6.50708740741,4.71086666667,8.02293333333
384.14,9.36746666668,21.1697,4.86026666667,16.7634666667,4.28782666667,5.99406666667,6.56153703704,4.74726666667,8.04386666666
384.50,9.42836666667,21.2682333333,4.86733333334,16.8529333333,4.30742666667,6.0526,6.57157925926,4.82413333333,8.08506666667
384.86,9.46463333333,21.3651666667,4.89553333333,16.8935,4.32581333333,6.07766666667,6.60775037037,4.84933333333,8.09746666667
385.22,9.52906666665,21.4711,4.96106666667,16.9739333333,4.37908,6.15573333333,6.66732074074,4.86753333333,8.16386666667
385.58,9.52886666667,21.4931333333,4.9168,17.0279666667,4.3296,6.16973333333,6.6364,4.8492,8.11799999999
385.94,9.62540000001,21.6598666667,5.04633333333,17.1711,4.49113333333,6.30613333333,6.77399925926,4.9572,8.25759999999
386.30,9.60249999999,21.6897666667,5.0374,17.1418,4.48188,6.2746,6.77189185185,4.967,8.21846666667
386.66,9.65259999999,21.7649666667,5.02826666667,17.1864333333,4.47518666667,6.286,6.80455111111,5.0072,8.20826666667
387.03,9.72639999999,21.9017,5.107,17.2825333333,4.58422666667,6.37606666667,6.93010666667,5.10233333333,8.30993333333
387.39,9.81213333335,22.0355666667,5.15366666667,17.4134,4.63949333334,6.46613333333,6.99413777778,5.1682,8.35373333333
387.75,9.85226666667,22.0937333333,5.1828,17.4456333333,4.63790666667,6.52406666667,7.02038296296,5.15393333333,8.38553333334
388.11,9.78133333333,22.1190333333,5.122,17.4655333333,4.58952,6.49606666667,6.98305777778,5.08233333333,8.32386666666
388.47,9.75743333333,22.1795333333,5.1142,17.4803666667,4.5674,6.4558,6.97293407408,5.04106666667,8.27953333334
388.83,9.7648,22.2152666667,5.09706666667,17.5341666667,4.53478666667,6.4582,6.97116740741,5.04713333333,8.28886666667
389.19,9.7843,22.3018333333,5.06533333334,17.5876,4.511,6.43953333333,6.96999703704,5.05146666667,8.25906666666
389.55,9.85079999999,22.4266,5.16666666667,17.6785333333,4.57746666667,6.4904,7.06905777778,5.12426666667,8.33720000001
389.91,9.84213333333,22.4351,5.113,17.6813666667,4.48692,6.4258,7.04999037037,5.12453333333,8.28093333334
390.27,9.89963333334,22.5575666667,5.1582,17.7957,4.51797333333,6.45733333333,7.11456148148,5.16466666667,8.34586666667
390.63,9.83426666667,22.5339,5.09633333333,17.7589333333,4.43862666667,6.36133333333,7.07091111111,5.0464,8.30606666667
391.00,9.88226666667,22.6242333333,5.12066666667,17.8603666667,4.43550666667,6.41866666667,7.12311851852,5.0644,8.34373333333
391.36,9.83099999999,22.6123666667,5.07746666667,17.8134666667,4.37957333333,6.3906,7.09323481482,4.9834,8.29553333333
391.72,9.88140000001,22.7463,5.11206666667,17.9078,4.40168,6.41806666667,7.11948592593,5.01606666667,8.31866666667
392.08,9.98913333332,22.9069,5.22526666667,18.0286,4.49085333333,6.51306666667,7.22252740741,5.13526666667,8.4286
392.44,9.97593333334,22.9333666667,5.2472,18.0574666667,4.49886666667,6.5388,7.27147185185,5.15733333333,8.4466
392.80,9.9739,22.9441,5.25926666667,18.0538333333,4.51710666667,6.5262,7.30364,5.18286666667,8.44086666668
393.16,9.94649999999,22.9519666667,5.27986666666,18.0852333333,4.51622666667,6.57993333333,7.32424,5.16293333333,8.44659999999
393.52,9.93016666666,22.9579,5.25226666667,18.1290333333,4.49742666667,6.57886666667,7.29800222222,5.1458,8.43240000001
393.88,9.97116666669,23.0277,5.272,18.1809333333,4.54401333333,6.6198,7.30755037037,5.16606666667,8.44593333333
394.24,9.96396666667,23.0733,5.2686,18.1948666667,4.51424,6.62366666667,7.28230814815,5.16433333333,8.41159999999
394.60,10.0950666667,23.2413666667,5.4232,18.3581666667,4.64148,6.7812,7.40920296296,5.3312,8.49840000001
394.96,10.0943333333,23.3033333333,5.42853333333,18.3975333334,4.64388,6.75486666667,7.40697333333,5.35213333333,8.49113333333
395.32,10.1301333333,23.3860666667,5.4828,18.4869333333,4.69406666667,6.77593333333,7.46680074074,5.4268,8.54840000001
395.68,10.1129666667,23.4074333334,5.47053333333,18.506,4.69250666667,6.7696,7.47901185185,5.4598,8.55233333333
396.04,10.0985,23.4169333333,5.4688,18.5231,4.68022666667,6.75506666667,7.45045111111,5.44093333333,8.52186666667
396.40,10.1310333333,23.4861333333,5.45473333333,18.5901666667,4.66352,6.74926666667,7.44773259259,5.42513333333,8.5168
396.76,10.1582666667,23.6179333333,5.45886666667,18.6874333333,4.65157333334,6.7606,7.46017407407,5.42526666667,8.50273333334
397.12,10.1880333333,23.6982,5.46626666667,18.7132,4.65850666667,6.7208,7.46337111111,5.4554,8.50293333333
397.48,10.2163,23.7802333333,5.48093333333,18.7164,4.64374666667,6.71086666667,7.49210518519,5.4528,8.50859999999
397.84,10.1918666667,23.8685666667,5.4726,18.7802666667,4.61069333333,6.67533333333,7.51296296296,5.45546666667,8.49779999999
398.20,10.1782666667,23.8536,5.4526,18.8188,4.59558666667,6.6386,7.51542888889,5.43146666667,8.45560000001
398.56,10.1639,23.9296333333,5.43473333334,18.8667,4.57862666667,6.59446666667,7.50181777778,5.41833333333,8.43893333334
398.92,10.1391333333,23.9636,5.44466666667,18.8909333333,4.55281333333,6.5968,7.48299481482,5.39026666667,8.43100000001
399.28,10.1832666667,24.0384666667,5.4464,18.9643333334,4.55102666667,6.62133333333,7.48497333333,5.39153333333,8.45100000001
399.64,10.1995333333,24.0833,5.4626,19.0276666667,4.56286666667,6.62466666667,7.4886037037,5.36606666667,8.42799999999
400.00,10.2586666667,24.2104,5.51226666667,19.1347,4.63328,6.69573333333,7.57420444444,5.409,8.50086666667
400.36,10.2664,24.2354333333,5.55506666667,19.1736333333,4.68021333334,6.71233333333,7.58969925926,5.45833333333,8.53033333334
400.72,10.2267666667,24.2722,5.55913333333,19.1803333333,4.66461333333,6.70593333333,7.59670518519,5.418,8.52466666667
401.08,10.205,24.3570666667,5.54346666667,19.2695333333,4.6562,6.69733333333,7.61565481481,5.44053333333,8.53320000001
401.44,10.1643333333,24.3784,5.5198,19.2904333333,4.63984,6.65853333333,7.58870962963,5.41206666667,8.50453333334
401.80,10.1725,24.4402,5.54946666667,19.3612,4.65644,6.7,7.60503333334,5.39313333333,8.52893333333
402.16,10.1918333333,24.5641333333,5.56973333333,19.4572666667,4.66146666667,6.7374,7.63735037037,5.40746666667,8.57666666667
402.52,10.1704,24.6047333333,5.59886666666,19.4961666667,4.69586666667,6.76506666667,7.67826,5.44573333333,8.6152
402.88,10.1617666666,24.6630666667,5.55886666667,19.5424333333,4.6914,6.749,7.68061037037,5.41733333333,8.58166666666
403.24,10.1508333333,24.6810333333,5.57166666667,19.5687333333,4.69736,6.7486,7.72315777778,5.4398,8.57526666666
403.60,10.1027666667,24.7089666667,5.5334,19.5599,4.64832,6.68686666667,7.69485185185,5.406,8.57073333333
403.95,10.0541,24.7142,5.49646666667,19.5494666667,4.59389333333,6.62666666667,7.64988666667,5.3852,8.52820000001
404.31,10.0458666667,24.8004666667,5.49973333333,19.5797333333,4.58524,6.6228,7.65985555556,5.38206666667,8.52393333334
404.67,10.1545666667,24.8710666667,5.59866666667,19.6993666667,4.69013333333,6.7326,7.76177111111,5.49993333333,8.6256
405.03,10.2228666667,24.9369333333,5.65346666667,19.7747,4.74104,6.7788,7.81317037037,5.54006666667,8.66033333334
405.39,10.2969333333,25.0648333333,5.7284,19.8909666667,4.81069333333,6.86053333333,7.89513037037,5.626,8.72946666666
405.75,10.3268333333,25.1457333333,5.7764,19.9524,4.86605333333,6.88966666667,7.92593333333,5.6984,8.7568
406.11,10.3692666667,25.2144666667,5.8146,20.0334,4.94382666667,6.93393333333,7.97748222222,5.7438,8.81113333334
406.47,10.3892,25.2515666667,5.79713333333,20.0706,4.91968,6.93406666667,7.96421925926,5.70706666667,8.79959999999
406.83,10.4254666667,25.3206,5.84613333334,20.1443333333,4.95178666666,6.961,8.00229037037,5.75626666667,8.84246666667
407.19,10.4124,25.4102666667,5.8248,20.1903,4.94930666667,6.9264,7.97993185185,5.7292,8.80980000001
407.55,10.4652666667,25.488,5.87866666667,20.2901,5.00462666667,6.99273333333,8.03828222222,5.78153333333,8.82939999999
407.90,10.5178666667,25.5903666667,5.91386666667,20.4166333333,5.0484,7.0432,8.08489037037,5.82626666667,8.85839999999
408.26,10.5561666667,25.6420333333,5.90066666667,20.4892,5.07794666667,7.0774,8.10534814815,5.83266666667,8.86653333333
408.62,10.4896,25.664,5.8148,20.4618666667,4.98524,6.95893333333,8.01670444444,5.73546666667,8.75800000001
