wavelength,Back_CamParm,Belly_CamParm,Breast_CamParm,Crissum_CamParm,Crown_CamParm,DorTail_CamParm,Rump_CamParm,Throat_CamParm,WingTip_CamParm
203.47,-294.814966667,-355.185233333,-250.370133333,-169.259133333,-381.037026667,-318.5186,-336.576157037,-548.889,-485.185333333
203.85,-1495.0,-1683.33333333,-1143.33333333,-941.666666665,-1674.66666667,-1463.33333333,-1542.66666667,-2523.33333333,-2266.66666667
204.22,-594.0,-779.333333333,-484.0,-400.0,-665.866666667,-578.666666667,-637.881481482,-1066.66666667,-873.333333332
204.60,570.9524,812.857133333,549.5238,456.190566667,670.666706667,508.5714,690.867662223,974.285733333,807.619133334
204.98,376.6666,468.0,391.111133333,336.0,427.022266667,333.7778,442.35558,550.666733333,501.333333333
205.36,406.222166667,498.888733333,419.5556,353.333266667,472.533306667,355.111066667,481.32343037,566.666666667,530.666666667
205.74,203.9394,233.939566667,219.798,193.737333333,233.05044,188.080733333,243.167212592,287.6766,265.050466667
206.12,162.666666667,188.416666667,183.0,151.083333333,188.866666667,150.333333333,213.474074074,236.166666667,211.333333333
206.50,133.741566667,159.932,154.149733333,125.306133333,157.93212,114.4216,182.633499259,195.918466667,165.442266667
206.87,128.630933333,149.761966667,144.999933333,116.7262,153.047613334,103.3332,169.343873333,182.023866667,153.928533333
207.25,112.1079,129.0686,126.470666667,102.990266667,134.0,91.5685999999,139.30173037,150.3922,135.000066667
207.63,120.2452,144.852933333,130.784266667,109.656866667,144.313746667,97.0588000001,149.120901482,156.1764,146.274533333
208.01,109.365233333,142.6986,121.693,99.6825666667,143.6614,92.6985333333,151.477914074,156.825466667,142.963
208.39,110.7247,134.492733334,114.396133333,95.3624333333,139.555586667,96.2318666668,146.803066667,149.275333333,135.265666667
208.77,130.818833333,148.771766667,126.198733333,108.947333333,163.321626667,113.099466667,170.548528148,168.304133333,163.625733333
209.14,132.533333333,159.266666667,134.933333333,116.666666667,174.72,112.4,188.082962963,183.2,174.933333333
209.52,139.999933333,172.8787,130.606066667,124.091,177.363666667,115.1514,195.550602963,195.605933333,190.151666666
209.90,212.361,294.444366667,186.1112,188.611033333,301.055533333,174.166533333,310.512363704,320.0,322.499933333
210.28,794.666666666,1186.0,629.333333333,691.999999999,1298.13333333,717.333333333,1161.27407408,1310.66666667,1404.0
210.66,424.666666667,579.666666667,280.0,324.666666667,639.200000001,389.333333333,546.288888889,610.666666667,736.666666667
211.03,244.385766667,336.666533333,147.7194,175.263233333,334.596453333,198.596466667,295.559451111,329.8246,396.842066667
211.41,-759.166666667,-1322.5,-283.333333334,-456.666666667,-1301.33333333,-463.333333334,-1108.35185185,-1253.33333333,-1476.66666667
211.79,-476.666666666,-712.222233334,-144.444466667,-186.666666667,-853.555480001,-197.777866667,-664.296242963,-779.999866667,-945.555333333
212.17,-152.1568,-201.1765,-24.3137333333,-26.0784666667,-254.431426667,-20.3920666667,-162.82787037,-236.862933333,-275.6862
212.55,-56.0416666666,-88.5416666667,-0.20833333334,-3.0208333334,-113.25,23.75,-57.8842592592,-116.666666667,-133.333333333
212.92,-45.2687999999,-78.2795999999,1.07533333332,7.2042,-109.290426667,28.8172,-45.3453807408,-127.311933333,-116.344133333
213.30,-142.539766667,-186.031666667,-35.5555999999,-37.9365000001,-230.476213333,-15.8730000001,-108.945279259,-262.539666667,-240.0
213.68,-124.210466667,-147.192966667,-29.4737333333,6.49119999992,-224.28076,20.3509333334,-91.3645385185,-255.4386,-208.0702
214.06,-93.7179666667,-91.7949000001,-18.7179333333,38.7179666667,-139.12812,29.2308,-57.7264837037,-174.871733333,-136.923133333
