wavelength,Back_HemCalm,Belly_HemCalm,Breast_HemCalm,Crissum_HemCalm,Crown_HemCalm,DorTail_HemCalm,Patch10_HemCalm,Rump_HemCalm,Throat_HemCalm,WingTip_HemCalm
526.25,10.8810666667,28.0452,25.319,17.7863333333,7.05306666667,11.8456755555,17.6544666667,11.2877666667,24.8446666667,12.0285333333
526.59,10.8896,28.1184,25.3930666667,17.8302,7.07106666667,11.8785555556,17.73,11.3094666667,24.9315333333,12.0388
526.94,10.8809333333,28.1618666667,25.4285333333,17.8463333333,7.04686666666,11.8649355556,17.7674666667,11.3067333334,24.9911333333,12.0183
527.28,10.8762666667,28.2028666667,25.4853333333,17.8603333333,7.04466666667,11.8725222222,17.8158666667,11.3177666667,25.0432666667,12.0231666667
527.63,10.8933333333,28.2484,25.5518666667,17.8952666667,7.05686666667,11.8947155555,17.8771333333,11.3448666667,25.1283333333,12.0405333333
527.97,10.8980666667,28.2937333333,25.6064,17.9165333333,7.055,11.9001555556,17.9288,11.3622,25.1912,12.0430666667
528.32,10.891,28.3217333333,25.6411333333,17.9314666667,7.0494,11.9051355555,17.9548,11.3730666667,25.2330666667,12.0421333333
528.66,10.9000666667,28.3637333333,25.6823333333,17.9576666667,7.06433333333,11.9218066667,18.0048666667,11.3936333333,25.2906666667,12.0531333333
529.01,10.9098666667,28.4334666667,25.7331333333,17.9931333333,7.07206666667,11.9352244444,18.0502666667,11.4158,25.3512666667,12.0609
529.35,10.9404,28.5010666667,25.7933333333,18.0387333333,7.09813333333,11.9640266667,18.1131333333,11.4486,25.4275333333,12.0931
529.70,10.975,28.5714,25.8434,18.0858666667,7.11693333333,11.9988733333,18.1823333333,11.4901,25.4986666667,12.1205
530.04,10.9712,28.5952,25.8556,18.0876666667,7.1,12.0042244445,18.2090666667,11.4882666667,25.5408666667,12.1107666667
530.39,10.9683333333,28.6215333333,25.8816,18.097,7.107,12.0019688889,18.2416666667,11.4932333333,25.5822666667,12.1112
530.73,10.9803333333,28.6545333333,25.9296666667,18.1020666667,7.1184,12.0187,18.3024,11.5138,25.6440666667,12.1209
531.08,10.9990666667,28.7044666667,25.9927333333,18.1375333333,7.12893333333,12.0386866667,18.362,11.5432333333,25.7293333333,12.1331
531.42,11.0063333333,28.7506666667,26.0396,18.1574666667,7.13373333334,12.0451288889,18.414,11.5504,25.7813333333,12.1297666666
531.77,11.0338666667,28.82,26.0967333333,18.1892666667,7.15813333334,12.0646733333,18.4949333333,11.572,25.8682666667,12.1571
532.11,11.0374,28.8707333333,26.1466,18.2061333333,7.1582,12.0629955556,18.555,11.5708,25.9354,12.1583666667
532.46,11.0812666667,28.9688666667,26.2408,18.2565333333,7.17793333333,12.1001577778,18.6352666667,11.6160333333,26.0368666667,12.1990333333
532.80,11.0884666667,28.9968,26.297,18.2813333334,7.18546666666,12.1095911111,18.698,11.6303,26.0954,12.2138333333
533.15,11.0888,29.0385333333,26.3283333333,18.2970666666,7.17733333333,12.1277577778,18.7427333333,11.6390333333,26.1402666666,12.2145
533.49,11.0841333333,29.0526,26.3611333334,18.2907333333,7.17406666667,12.12552,18.7794666667,11.6462,26.1804666667,12.2185333333
533.84,11.0966,29.083,26.4126,18.3084,7.18693333333,12.1332244444,18.8286666667,11.6609,26.2179333333,12.2278
534.18,11.1429333333,29.1594666667,26.4839333333,18.3667333333,7.21199999999,12.1702244444,18.928,11.7007,26.3250666667,12.2659
534.52,11.167,29.2267333333,26.56,18.4246666667,7.2338,12.2053666667,19.0002,11.7324333333,26.4094666667,12.3011
534.87,11.1654,29.2595333333,26.5829333333,18.4336666667,7.22899999999,12.2132555555,19.041,11.7402,26.4582666667,12.2985
535.21,11.1696666667,29.2936,26.6136666667,18.4512,7.22780000001,12.2280977778,19.0907333334,11.7498,26.5168,12.3107666667
535.56,11.1784666667,29.3348666666,26.6640666667,18.478,7.24386666667,12.2426466667,19.1392,11.7801333333,26.5688,12.3203
535.90,11.2174,29.4131333333,26.7272,18.5323333333,7.27700000001,12.2868133333,19.2112,11.8154666666,26.672,12.3564333333
536.25,11.1986,29.4084666667,26.7106666667,18.5069333333,7.26559999999,12.2704844445,19.2389333333,11.8130666667,26.6966,12.3448
536.59,11.2267333333,29.4462666667,26.7500666667,18.5453333333,7.28186666667,12.2953155555,19.2866666667,11.8287333333,26.7615333333,12.3570666667
536.93,11.2528,29.4854,26.8047333333,18.5737333333,7.29573333334,12.3061644444,19.3535333333,11.8462666667,26.8296,12.3736666667
537.28,11.2945333333,29.5534666667,26.8813333333,18.6544666667,7.33073333334,12.35664,19.4532,11.8874,26.9394,12.4261666666
537.62,11.2932666667,29.6002666667,26.9004666667,18.6675333333,7.31673333334,12.3636422222,19.5073333333,11.896,26.9976666667,12.4406666667
537.97,11.3097333333,29.6425333334,26.9453333333,18.6911333333,7.33993333333,12.4000688889,19.5632,11.9178,27.06,12.4610333333
538.31,11.335,29.6978,26.9861333333,18.7138666667,7.35813333333,12.4266822222,19.6388,11.9501666667,27.134,12.4850333333
538.65,11.3692666667,29.7443333333,27.0495333333,18.7526666667,7.3836,12.4670244444,19.7185333333,11.9839333333,27.227,12.5204
539.00,11.3638666667,29.7606666667,27.0604,18.7465333333,7.38280000001,12.4530155556,19.7738,11.9894,27.3018666667,12.5029
539.34,11.3606,29.7795333333,27.09,18.7334,7.35100000001,12.4487111111,19.8119333333,11.9753333333,27.3653333334,12.4783333334
539.69,11.3624,29.7945333333,27.127,18.7495333333,7.35480000001,12.4535866667,19.8794666667,11.9894666667,27.43,12.4839333333
540.03,11.3782666667,29.8071333334,27.1782,18.7802,7.37073333334,12.4856644445,19.9320666667,12.0043666667,27.4841333333,12.4839
540.37,11.3502,29.8144,27.1826666667,18.7638666667,7.35306666666,12.4735688889,19.9693333333,12.0133666667,27.5177333333,12.4719333333
540.72,11.3543333333,29.8374,27.2028,18.7815333333,7.35846666666,12.49836,20.007,12.0301,27.5650666666,12.4786666667
541.06,11.3326666667,29.8551333333,27.2068,18.7626,7.3352,12.4858155556,20.0219333333,12.0136333333,27.5895333333,12.4495333333
541.40,11.3614,29.8765333333,27.2680666667,18.7910666667,7.36033333334,12.5151355555,20.0848,12.0509333333,27.6687333333,12.4753333333
541.75,11.3545333334,29.9088666667,27.3061333333,18.8049333333,7.34459999999,12.5194266667,20.1275333333,12.0593666667,27.7198666667,12.4671666667
542.09,11.3660666667,29.9477333333,27.34,18.8260666667,7.34906666667,12.5392933333,20.1757333333,12.0704333333,27.7754,12.4694666667
542.43,11.3814,29.9857333333,27.3736666666,18.8582,7.36706666666,12.5526133333,20.2319333333,12.0819666667,27.8226,12.4885333333
542.78,11.4003333333,30.012,27.4352666667,18.8883333333,7.38226666666,12.5876266667,20.2956,12.1130666667,27.8725333333,12.515
543.12,11.3874666667,30.0148666667,27.4532,18.9034,7.37746666667,12.5903977778,20.3266,12.1035333333,27.9019333333,12.5276333333
543.46,11.4008,30.0488,27.4878,18.9278666667,7.38813333334,12.6087111111,20.3783333333,12.1195333333,27.9448666667,12.5391333333
543.81,11.3778,30.0817333333,27.5032,18.9302666667,7.37546666666,12.5983133334,20.4191333333,12.1025666667,27.9816666667,12.5331333333
544.15,11.3809333333,30.125,27.5486666667,18.9431333333,7.38040000001,12.6209711111,20.4728666666,12.1048666667,28.0523333333,12.5346333333
544.49,11.3673333333,30.1548666667,27.5779333334,18.9319333333,7.3714,12.6065444445,20.5108666667,12.0954666667,28.0892666667,12.5227666667
544.84,11.3544,30.1728,27.5935333333,18.9434666667,7.36353333333,12.5942066667,20.549,12.0855666667,28.1322666667,12.5109666667
545.18,11.3505333333,30.2147333333,27.6108666667,18.9673333333,7.35639999999,12.5879444444,20.5788666667,12.0758333333,28.1726,12.5025333333
545.52,11.3569333334,30.216,27.6124,18.9618666667,7.35979999999,12.5849888889,20.6139333333,12.0753333333,28.194,12.5126333333
545.87,11.3254666667,30.1893333333,27.6192,18.9521333333,7.34133333334,12.5478355556,20.6411333333,12.0682333334,28.2256666667,12.4894666666
546.21,11.3347333333,30.2462,27.6782,18.9678666666,7.35460000001,12.55996,20.7145333333,12.0903,28.2910666667,12.4876
546.55,11.3596666667,30.3172,27.7204,19.0083333333,7.37313333332,12.5635422222,20.7621333333,12.0989333333,28.3669333333,12.5118
546.90,11.3813333333,30.3797333333,27.7865333333,19.045,7.3972,12.5906666667,20.8489333333,12.1376666667,28.4726666667,12.5279
547.24,11.3939333333,30.4445333333,27.8667333333,19.0866666667,7.41526666667,12.6144755555,20.9305333333,12.1701,28.5884666667,12.5529333333
547.58,11.4241333333,30.5034,27.937,19.135,7.42266666666,12.6385688889,20.9920666667,12.2007,28.6953333333,12.5774666667
547.92,11.4864,30.5379333333,27.9786666667,19.1738666667,7.45246666667,12.6614222222,21.0614666667,12.2446333334,28.7674,12.6244
548.27,11.5010666667,30.5615333333,28.0355333333,19.2218666667,7.46846666666,12.6759911111,21.122,12.2598333333,28.8408,12.6424666667
548.61,11.5244666667,30.6048666667,28.1063333334,19.2643333333,7.49226666666,12.6974311111,21.2048,12.2937,28.9255333333,12.6690333333
548.95,11.5292666667,30.6312666667,28.1454,19.2751333333,7.51299999999,12.7107822222,21.272,12.3174666667,28.9792,12.6698666667
549.29,11.5632666667,30.6928,28.236,19.3291333333,7.54793333333,12.7410777778,21.3604,12.369,29.0812666667,12.7072
549.64,11.6194666667,30.7996,28.3094,19.3886,7.58920000001,12.8002644445,21.4419333333,12.4228666667,29.1813333333,12.7781666667
549.98,11.5914,30.7928666667,28.3018666667,19.3779333334,7.53579999999,12.76472,21.4602,12.3833666667,29.2341333333,12.746
550.32,11.6169333333,30.8464,28.3686666667,19.4161333333,7.56060000001,12.8309555556,21.5576,12.4301666667,29.3293333333,12.7762
550.66,11.6434,30.8946,28.4233333333,19.4622,7.58026666666,12.8661,21.6178666667,12.4721666667,29.3885333333,12.8017
551.01,11.6764,30.93,28.4491333333,19.4797333333,7.59993333333,12.8900377778,21.6877333333,12.4993333333,29.4425333333,12.8152333333
551.35,11.6978,30.9608,28.4838666667,19.4809333333,7.62246666666,12.9039377778,21.7752666667,12.5403,29.4779333333,12.8512333333
551.69,11.6921333333,31.0076666667,28.5310666667,19.5150666667,7.60946666667,12.9196244444,21.8316666667,12.5305333333,29.5467333333,12.8629666667
552.03,11.7196,31.0745333333,28.5565333333,19.5206,7.61653333333,12.9314755555,21.9128,12.5574666666,29.6276666666,12.8807
552.38,11.7387333334,31.1262,28.6142666667,19.5618666667,7.64586666667,12.9542688889,21.9700666667,12.6146666667,29.7067333333,12.9223666667
552.72,11.7404666667,31.1872666667,28.6659333333,19.5863333333,7.6348,12.9910711111,22.0281333333,12.6171333333,29.7928,12.9595
553.06,11.6792666667,31.1723333333,28.6298666667,19.5408,7.58386666666,12.9464444445,22.0486666667,12.5706666667,29.8066666667,12.9068333333
553.40,11.6463333333,31.1598,28.6384,19.5246,7.55913333334,12.9196333333,22.0963333333,12.5452666667,29.851,12.8755333333
553.74,11.6711333333,31.2195333333,28.6710666667,19.5595333333,7.577,12.9578688889,22.1415333333,12.5735666667,29.8856666667,12.9101333333
554.09,11.6369333333,31.2305333333,28.6704,19.5453333333,7.5304,12.9111155555,22.1553333333,12.5424333333,29.9028,12.8729666667
554.43,11.6468666667,31.2544,28.6961333333,19.5448,7.54486666667,12.9222533333,22.2124,12.5474333333,29.9456666667,12.8997
554.77,11.6276666667,31.2635333333,28.702,19.54,7.52706666667,12.9232333333,22.228,12.5352666667,29.963,12.9004666667
555.11,11.6312666667,31.2905333333,28.7406666667,19.5624,7.52919999999,12.9278022222,22.2592,12.5421,30.0386,12.8973
555.45,11.6118666667,31.3006666667,28.758,19.5661333333,7.54853333334,12.9378044445,22.311,12.5659333333,30.0566666667,12.8857666667
555.80,11.6038,31.2769333333,28.7953333333,19.5976666667,7.58906666667,12.9503755556,22.3396,12.5812666667,30.0975333333,12.9124
556.14,11.6025333333,31.2795333333,28.8062,19.5822,7.56833333333,12.9638955556,22.3952,12.5537666667,30.1363333333,12.8710666667
556.48,11.6399333333,31.3354666667,28.881,19.6257333333,7.61720000001,12.9893266667,22.4595333333,12.5800333334,30.2172666667,12.8762333333
556.82,11.6984,31.4042,28.9353333333,19.7061333333,7.683,13.0613622222,22.5531333333,12.638,30.2972666667,12.9573333333
557.16,11.7574,31.4893333333,29.0562666667,19.7607333333,7.72306666667,13.1277755556,22.627,12.6792333333,30.3944,13.0037
557.50,11.7467333333,31.4914,29.089,19.7858666667,7.74799999999,13.1293266667,22.7185333333,12.7067,30.4765333333,13.0068333333
557.85,11.7986,31.5028666667,29.1304666667,19.8070666667,7.77633333333,13.1921177778,22.7801333333,12.7594333333,30.5165333333,13.0574333333
558.19,11.8354,31.5355333333,29.1793333333,19.8358,7.79233333333,13.2003555556,22.8370666667,12.7787666667,30.564,13.0527333333
558.53,11.8756666667,31.6108,29.2662,19.9020666667,7.80686666667,13.2489466667,22.9404,12.8472666667,30.6576666667,13.0988
558.87,11.8964666667,31.6268,29.297,19.8956666667,7.81126666667,13.2583844444,23.0282,12.8529666667,30.6975333333,13.1064333333
559.21,11.9225333333,31.6724666667,29.328,19.9208666667,7.83259999999,13.28138,23.0755333333,12.854,30.7708,13.1317333333
559.55,11.9516666667,31.7231333333,29.3629333333,19.9478,7.80406666667,13.32082,23.1648,12.9015666667,30.8318,13.1534
559.89,11.9806666667,31.7836666667,29.3875333333,19.9769333333,7.825,13.3439822222,23.2111333333,12.9353333333,30.8782666667,13.1972666667
560.23,11.9946,31.785,29.4084,20.0025333333,7.82339999999,13.3430844444,23.3134666667,12.9575,30.9461333333,13.2418
560.58,11.9906666667,31.7776,29.4252,19.9798,7.79213333333,13.3040311111,23.2936,12.9433333333,30.9996,13.1954666667
560.92,11.9614,31.7839333333,29.3792,19.9546666667,7.77820000001,13.2890355556,23.3295333333,12.941,31.0130666667,13.1880333333
561.26,11.9539333333,31.8202666667,29.4024,19.9264666667,7.75859999999,13.3051577778,23.3370666667,12.9173333333,31.0486666667,13.1942333333
561.60,11.9338666667,31.8401333333,29.4115333333,19.9138666667,7.7536,13.2689288889,23.3988,12.8805333333,31.1083333334,13.1742333333
561.94,11.9505333333,31.883,29.4163333333,19.9626666667,7.7698,13.3002177778,23.4559333333,12.9185333334,31.1942666667,13.2125333333
562.28,11.9120666667,31.862,29.3994666667,19.9246,7.74553333333,13.2556955556,23.4367333333,12.8645333333,31.2078666667,13.1739
562.62,11.8882666667,31.8665333333,29.3729333333,19.9287333333,7.71653333333,13.2313844444,23.4166666667,12.8373666667,31.2316,13.1488666667
562.96,11.8749333333,31.8818666667,29.3746,19.9228666667,7.68633333333,13.2147244444,23.4626,12.8355,31.2494666667,13.1226
563.30,11.8491333333,31.8508,29.3761333333,19.8965333333,7.66859999999,13.17912,23.4813333333,12.7965666667,31.2906666667,13.0681666667
563.64,11.8489333333,31.8317333333,29.4026666667,19.8924666667,7.66553333333,13.19936,23.5549333333,12.8124,31.3514,13.0775
563.99,11.854,31.8506,29.403,19.8908,7.67499999999,13.2278577778,23.5915333333,12.8392,31.3759333333,13.0955
564.33,11.8956,31.8864,29.4312666667,19.9216666666,7.7306,13.2901777778,23.691,12.8939333333,31.4194666667,13.1661333333
564.67,11.884,31.8582,29.4364,19.9180666667,7.71279999999,13.2941,23.7165333333,12.8749333334,31.4356666667,13.1607
565.01,11.9270666667,31.8102666667,29.4395333333,19.9265333333,7.74120000001,13.31886,23.7506666667,12.9194666667,31.4738666667,13.1821
565.35,11.9244666667,31.8107333333,29.4665333333,19.947,7.75586666667,13.3320533333,23.7580666667,12.9379,31.5415333333,13.2129333333
565.69,11.8918,31.8148666667,29.4666,19.9268666667,7.74506666666,13.3231577778,23.7947333333,12.9253333333,31.5683333333,13.1891333333
566.03,11.9601333333,31.8608666667,29.5031333333,19.9600666667,7.78439999999,13.3912888889,23.9070666667,12.9749,31.6613333333,13.2444
566.37,12.0222,31.9074,29.6001333333,20.0252,7.86093333333,13.4647711111,24.0168,13.0573333333,31.7644666667,13.3083
566.71,12.0478666667,31.9479333333,29.6744666667,20.0549333333,7.87506666666,13.4846066667,24.089,13.0816666667,31.8454,13.3587666667
567.05,12.0956,32.0224666667,29.7284,20.1127333333,7.91913333334,13.5317022222,24.1698666667,13.1201333333,31.9398666667,13.4210333334
567.39,12.1073333334,32.0751333333,29.7756,20.1268666667,7.90999999999,13.5322533333,24.2136666667,13.1122333333,31.9822666667,13.4369666667
567.73,12.1227333334,32.0685333333,29.8026,20.1416,7.91779999999,13.5337444444,24.2562,13.1071666667,32.0152,13.4489333333
568.07,12.1430666667,32.1537333333,29.8770666667,20.1964,7.93526666667,13.5629711111,24.3106,13.1356,32.1315333333,13.4649
568.41,12.1686666667,32.1928,29.9324666667,20.2366,7.96253333333,13.5800644445,24.3894,13.1834333333,32.2114,13.4888666667
568.75,12.1716,32.2978,30.0129333333,20.304,7.98813333334,13.6071066667,24.5119333333,13.2116,32.3031333333,13.5212
569.09,12.1826666667,32.309,30.0233333333,20.3034666667,7.98446666667,13.6423622222,24.5834666666,13.2139666667,32.3276,13.5084
569.43,12.2387333333,32.3447333333,30.0896666667,20.3393333333,8.0238,13.7063022222,24.6493333334,13.2606333333,32.4039333334,13.587
569.77,12.2403333333,32.3405333333,30.1284666667,20.3572,8.03233333333,13.6964888889,24.6952666667,13.2899333333,32.4251333333,13.5850333333
570.11,12.2254,32.3575333333,30.1050666667,20.3524666667,8.00573333333,13.6972777778,24.7412666667,13.2874,32.4795333333,13.5815333333
570.45,12.233,32.3390666667,30.0885333333,20.3608,8.03126666667,13.7096866667,24.7649333333,13.2884333333,32.5057333333,13.5815
570.79,12.1771333333,32.3275333333,30.0876,20.3192,8.01619999999,13.69804,24.7987333333,13.2791333333,32.5112666667,13.5386
571.13,12.1277333333,32.3012666667,30.0608,20.2774,7.99513333333,13.6816444445,24.7953333333,13.2643333333,32.5326,13.5238666667
571.47,12.1196666667,32.3656666667,30.1088666667,20.2923333333,8.00153333333,13.7037533333,24.8575333333,13.2878333333,32.6262,13.5364
571.81,12.0956666667,32.3783333333,30.1078,20.2794,7.97653333333,13.7063533333,24.9031333333,13.2623666667,32.6546,13.5333
572.15,12.1174,32.3994,30.1456,20.316,7.96886666666,13.7222244444,24.9362,13.2595,32.7212666667,13.5684666667
572.49,12.1221333333,32.4172666667,30.1769333333,20.3132,7.96026666666,13.7250511111,24.9649333333,13.2627333333,32.7606,13.5663
572.83,12.1408666667,32.4516,30.2160666667,20.3406666667,7.9818,13.7323511111,25.0180666667,13.2990666667,32.8255333333,13.5909333333
573.17,12.1138666667,32.4475333333,30.1926666667,20.3499333333,7.96786666666,13.7247244444,25.0542,13.281,32.8559333333,13.5748
573.51,12.0728,32.4254,30.1729333334,20.3304,7.95419999999,13.7063622222,25.0652666667,13.2422333333,32.8827333333,13.5540333333
573.85,12.0472,32.433,30.1983333333,20.3118666667,7.94466666666,13.7014222222,25.0966,13.2066333333,32.9062,13.5531666667
574.19,12.05,32.5058,30.2718666667,20.3369333334,7.94653333333,13.7379444444,25.173,13.2416,33.0072,13.5808
574.53,12.0996,32.5596666667,30.3178,20.3856666667,7.97933333333,13.7615244445,25.2392666667,13.2738666667,33.0766666667,13.6503333334
574.87,12.1434,32.6308666667,30.3606,20.4401333333,8.02593333333,13.777,25.3184666666,13.3071666667,33.1662,13.6666333333
575.21,12.1194,32.6196666667,30.3498666667,20.4128,7.98806666667,13.73584,25.3238666667,13.2702666667,33.162,13.6246
575.55,12.1246,32.5856666667,30.3876,20.411,7.98773333334,13.7339711111,25.3672666667,13.2886333333,33.174,13.636
575.89,12.1378666667,32.6006666667,30.4008666667,20.4187333333,8.04660000001,13.7750288889,25.4475333333,13.3474333333,33.1916666667,13.6449
576.22,12.1606666667,32.6107333333,30.4083333333,20.4383333333,8.0792,13.7919822222,25.5069333333,13.3668333333,33.2502666667,13.6841
576.56,12.1885333333,32.6660666667,30.4639333333,20.4776,8.10040000001,13.8260311111,25.6019333333,13.3904,33.3197333333,13.7131333333
576.90,12.1914666667,32.7133333333,30.5444,20.5008666667,8.10966666667,13.8269755555,25.6743333333,13.4058,33.4047333333,13.7184
577.24,12.2069333333,32.7751333333,30.6049333333,20.5526666667,8.11980000001,13.8480888889,25.7284666667,13.4288666667,33.4826,13.7383
577.58,12.272,32.8414,30.6480666667,20.6185333333,8.17320000001,13.8921333333,25.8136666667,13.5080666667,33.5687333334,13.7613333333
577.92,12.2891333333,32.8480666667,30.6484666667,20.6086666667,8.17046666666,13.8750377778,25.8308,13.5185333333,33.5820666667,13.7774333333
578.26,12.2346666667,32.8594666667,30.6434,20.5619333333,8.14186666667,13.8569066667,25.8661333333,13.4808,33.6008,13.7347333333
578.60,12.2548666667,32.8496666667,30.682,20.5898666667,8.16500000001,13.9136488889,25.929,13.518,33.6528666666,13.7523333333
578.94,12.3107333333,32.8872666667,30.7498666667,20.6244666667,8.2174,13.9821333333,26.0201333333,13.5799333333,33.7476,13.8082666667
579.28,12.334,32.9150666667,30.7802,20.6512,8.25126666667,14.0091955555,26.0917333333,13.6099666667,33.7923333333,13.8378333333
579.61,12.309,32.9705333333,30.7973333333,20.6486666667,8.23973333333,13.98864,26.1029333333,13.5799,33.8327333334,13.8249333333
579.95,12.2824666667,32.9476,30.7887333333,20.6164,8.21499999999,13.9765577778,26.1150666667,13.5566666667,33.84,13.7833666667
580.29,12.2418666667,32.9688,30.7672,20.6035333333,8.16006666666,13.9408755556,26.097,13.5342666667,33.8419333333,13.7762666667
580.63,12.2774666667,33.0458666667,30.8376,20.6209333333,8.18066666666,13.9607266667,26.1976666667,13.5758,33.9238666667,13.7857
580.97,12.2096666667,32.9978,30.7814666667,20.5382666667,8.13620000001,13.9379688889,26.1837333333,13.5504333333,33.8870666667,13.7411666667
581.31,12.1884666667,33.0062,30.7788,20.5109333333,8.13446666666,13.9393022222,26.1872666667,13.5325666667,33.8878666667,13.7607666667
581.65,12.1870666667,33.0067333333,30.7984,20.5388,8.13159999999,13.9630555555,26.2936,13.5192333333,33.9891333333,13.7534333333
581.98,12.2366,32.9927333333,30.8261333333,20.592,8.12493333333,13.98746,26.3228,13.5502666667,34.034,13.7781333333
582.32,12.2643333333,33.006,30.8783333333,20.6084,8.16060000001,14.0216844445,26.3908666667,13.5632,34.0552666667,13.8001666667
582.66,12.2715333333,33.03,30.8862,20.6481333333,8.20313333334,14.0517355555,26.443,13.5783333333,34.0862,13.8317333333
583.00,12.2228,32.9695333333,30.8404,20.5988,8.16906666667,14.0060377778,26.4361333333,13.5354,34.1161333333,13.7653
583.34,12.2066,32.9377333333,30.8420666667,20.5947333333,8.12986666667,13.9769466667,26.4877333333,13.514,34.1962,13.7669666667
583.68,12.1826666666,32.9493333333,30.8615333333,20.6144,8.13393333334,13.9897577778,26.536,13.5215666667,34.286,13.7614333333
584.01,12.1598,32.8882666667,30.8642666667,20.5722,8.11913333333,13.95788,26.5893333333,13.4761,34.3336666667,13.7298333333
584.35,12.1646666667,32.8438666667,30.8224666667,20.5535333333,8.10893333334,13.9954955556,26.6108666667,13.4958333333,34.3488666667,13.7214333333
584.69,12.2579333333,32.9592666667,30.9378666667,20.6565333333,8.1946,14.0742088889,26.7774,13.5683,34.5046666667,13.8292333333
585.03,12.2028,32.8657333333,30.9092,20.6181333333,8.14366666667,14.0562644445,26.7946,13.5168333333,34.4985333334,13.798
585.37,12.1571333333,32.8279333333,30.8647333333,20.5834,8.14580000001,14.02752,26.7975333333,13.4953333333,34.4645333333,13.7511666667
585.70,12.1616666667,32.8366,30.8984,20.5722,8.18293333334,14.0715888889,26.84,13.5214333333,34.5374,13.7645333333
586.04,12.1681333333,32.9025333333,30.9122666667,20.6166666667,8.17573333334,14.08044,26.9032,13.5597,34.6302,13.8091333333
586.38,12.1554,32.8863333333,30.9158666667,20.5972,8.15793333334,14.0647755556,26.9320666667,13.5757333333,34.6724666667,13.7989
586.72,12.2681333333,33.0372,31.0276,20.7111333333,8.23586666666,14.1722866667,27.0592,13.6606,34.7976,13.8907666667
587.06,12.3252,33.0556,31.0483333333,20.7066,8.30986666667,14.2226422222,27.114,13.6924,34.8283333333,13.9301333333
587.39,12.3898,33.1152,31.1212666667,20.7434666667,8.35,14.2698577778,27.2261333333,13.7427333333,34.8902,14.0002
587.73,12.4102666667,33.1859333333,31.2069333333,20.8281333333,8.43386666666,14.3422288889,27.2785333333,13.8146,34.9634,14.0728
588.07,12.3795333334,33.1152,31.1782666667,20.7951333333,8.41559999999,14.3073466667,27.2587333333,13.7710666666,34.9490666667,14.0894
588.41,12.4034666666,33.0924,31.1709333333,20.8086,8.42653333334,14.3112155556,27.2891333333,13.7656666667,34.9698666667,14.0791333333
588.74,12.4731333333,33.2123333333,31.2758666667,20.8732,8.50073333333,14.3635977778,27.3970666667,13.8300666667,35.0672666667,14.1453666667
589.08,12.5139333333,33.2644666667,31.3318666667,20.9236,8.51686666666,14.4227511111,27.4696666667,13.8742,35.1675333333,14.2099
589.42,12.5231333333,33.286,31.3056,20.9266,8.50799999999,14.4044355555,27.5429333333,13.8721333333,35.2083333333,14.2260333333
589.76,12.5408,33.2729333333,31.3386,20.9350666667,8.52679999999,14.4531133333,27.6059333333,13.8626,35.2782666667,14.2828
590.09,12.5664666667,33.3394666667,31.4026666667,20.9883333333,8.53326666666,14.4909133333,27.7082666667,13.8885,35.3474,14.3098
590.43,12.4922666667,33.3040666667,31.3610666667,20.9246666667,8.47473333333,14.4224066667,27.6941333333,13.8452,35.3734,14.2739
590.77,12.4626666667,33.3044,31.3822,20.9433333333,8.43206666666,14.4163133333,27.6958,13.8384,35.3854666667,14.2586333333
591.11,12.4368,33.2531333333,31.3362666667,20.9298,8.4372,14.4025666667,27.6745333333,13.8200666667,35.3724,14.2424333333
591.44,12.3879333333,33.1682,31.1998,20.8573333333,8.35720000001,14.3560866667,27.651,13.7617666667,35.3009333333,14.1501
591.78,12.3902,33.2094666667,31.2339333334,20.8716666667,8.35540000001,14.3591288889,27.7001333333,13.7578666667,35.3524666667,14.1462333333
592.12,12.3723333333,33.2228666667,31.2692,20.8574666667,8.33266666666,14.3618577778,27.7164,13.7640666667,35.4058666666,14.1653333333
592.46,12.4252,33.3284,31.3446,20.9267333333,8.34353333334,14.4057644444,27.8714,13.8357,35.552,14.2047
592.79,12.3878,33.2827333333,31.3146666667,20.8679333333,8.29873333334,14.3454333333,27.8753333333,13.8176333333,35.5301333333,14.1603333333
593.13,12.3447333333,33.2638,31.3171333333,20.852,8.24080000001,14.3221,27.8592666666,13.7636,35.5149333333,14.1409666667
593.47,12.3110666667,33.2508,31.3117333333,20.8094,8.21653333333,14.2544044444,27.8594666667,13.7473333333,35.4608,14.0852333333
593.80,12.2760666667,33.2337333333,31.2876,20.7725333333,8.17899999999,14.2080977778,27.842,13.6865,35.4542,14.0467333333
594.14,12.2846666666,33.3084666667,31.3799333333,20.8219333333,8.19006666667,14.25252,27.9422666667,13.7236,35.5335333333,14.0588666667
594.48,12.3230666667,33.3268,31.4186666667,20.8750666667,8.23333333333,14.3138755555,28.0652666667,13.7665,35.608,14.0981
594.81,12.34,33.3761333333,31.5131333333,20.9192666667,8.20606666667,14.3369755556,28.1638,13.7924,35.7177333333,14.1020666667
595.15,12.4200666667,33.5054666667,31.6466,21.0004,8.28299999999,14.4101822222,28.3204,13.8985,35.8506,14.2212666667
595.49,12.4545333333,33.6035333333,31.7381333333,21.0613333333,8.33486666667,14.4521622222,28.419,13.9447333333,35.9246,14.2758
595.82,12.4386666667,33.6190666667,31.6846,21.0194666667,8.31686666666,14.4282777778,28.4458,13.9124666667,35.9115333333,14.2350666667
596.16,12.4162666667,33.572,31.682,21.0069333334,8.31653333333,14.4027644445,28.4411333333,13.8919,35.9221333333,14.2213
