wavelength,Back_SpoPerf,Belly_SpoPerf,Breast_SpoPerf,Crissum_SpoPerf,Crown_SpoPerf,DorTail_SpoPerf,Patch10_SpoPerf,Patch11_SpoPerf,Rump_SpoPerf,Throat_SpoPerf,WingTip_SpoPerf
366.38,8.73716666667,37.1265833333,18.818375,32.0608333333,6.735,7.61829166667,7.44233333333,12.7954166667,8.30476388889,24.56575,9.05987500002
366.75,8.72583333333,37.20425,18.8217916667,32.1323333333,6.70216666667,7.59408333333,7.35658333333,12.8399166667,8.27565277778,24.5213333333,8.94054166667
367.11,8.72916666666,37.2649166667,18.8427083333,32.1794166667,6.66591666666,7.62979166666,7.32883333333,12.8318333333,8.2915,24.4575,8.909125
367.47,8.85108333333,37.5356666667,19.0256666667,32.369,6.74858333334,7.71383333333,7.42908333333,12.94225,8.37958333333,24.6089166666,8.98429166668
367.84,9.00558333334,37.7615833333,19.198625,32.6190833333,6.85525,7.829875,7.52316666667,13.09,8.50494444444,24.7813333333,9.092
368.20,9.10033333334,37.895,19.279875,32.6844166667,6.91641666667,7.88958333333,7.61125,13.2171666667,8.56833333333,24.7556666667,9.125
368.56,9.19583333334,38.0205,19.3491666667,32.7479166667,6.98866666667,7.93175000001,7.6775,13.31775,8.64525,24.7383333333,9.16245833335
368.93,9.19475000001,38.1780833334,19.3430416667,32.8294166666,6.97708333333,7.8835,7.65233333333,13.31025,8.63361111111,24.7993333333,9.11229166667
369.29,9.26516666668,38.3463333333,19.4479583333,32.9501666666,6.98733333333,7.88979166667,7.63291666667,13.3418333333,8.67055555556,24.9314166666,9.13991666665
369.65,9.24033333334,38.5620833333,19.5139166667,33.0965833333,7.00883333333,7.861,7.58966666667,13.3216666667,8.61534722223,24.9844166667,9.13170833332
370.01,9.34175,38.738,19.6575416667,33.2091666666,7.12258333333,7.99675000001,7.68041666667,13.4133333333,8.72491666667,25.1043333333,9.16966666667
370.38,9.41741666667,38.9689166667,19.8527083333,33.3360833333,7.23933333333,8.07070833333,7.7345,13.4565833333,8.78865277777,25.2340833333,9.22837499999
370.74,9.36375000001,39.1290833333,19.8235,33.403,7.22716666667,8.02254166668,7.701,13.4289166667,8.75713888889,25.3089166666,9.24366666668
371.10,9.38775,39.2683333333,19.912125,33.5209166667,7.28325,8.06000000001,7.7565,13.4881666667,8.8012638889,25.4228333333,9.27062499999
371.46,9.46258333334,39.3244166667,19.93725,33.6215,7.33716666667,8.15337499999,7.81108333334,13.5708333333,8.86318055557,25.4905833333,9.36004166667
371.83,9.49324999999,39.275,19.9392916667,33.5468333333,7.32366666667,8.11649999999,7.793,13.5720833333,8.86463888888,25.4701666667,9.35129166667
372.19,9.42066666668,39.3159166667,19.9323333333,33.6095833334,7.26666666667,8.05758333334,7.76375,13.5408333333,8.84169444444,25.5021666667,9.32283333333
372.55,9.37008333333,39.39425,19.8950416667,33.6085833333,7.16216666666,8.03020833333,7.68316666667,13.4948333333,8.80593055555,25.5563333333,9.27675
372.92,9.32125000001,39.4285833333,19.9361666667,33.6363333333,7.11833333334,7.96654166666,7.607,13.4284166667,8.75590277777,25.5224166667,9.22874999999
373.28,9.2515,39.3321666667,19.87275,33.5606666667,7.031,7.8675,7.53791666666,13.3746666667,8.68172222222,25.4486666666,9.11149999999
373.64,9.30258333332,39.43925,19.9164166667,33.6223333333,7.0555,7.856,7.56216666667,13.4204166667,8.71918055556,25.5425,9.09679166668
374.00,9.27575,39.4833333334,19.9352083333,33.7384166666,7.06425,7.837375,7.52225,13.4385833333,8.70211111111,25.5364166667,9.10733333334
374.37,9.23466666666,39.6046666667,19.9492083333,33.8251666667,7.0245,7.806125,7.47458333333,13.4753333334,8.67895833333,25.5990833334,9.06745833335
374.73,9.16333333333,39.6495833333,20.01225,33.8323333334,6.9435,7.7265,7.37166666666,13.4026666667,8.59918055556,25.66275,8.96341666665
375.09,9.11074999998,39.7190833333,20.009375,33.861,6.87916666667,7.715875,7.31866666666,13.3524166667,8.57284722222,25.6185,8.93849999999
375.45,9.06666666669,39.7935,20.08975,33.85925,6.90108333333,7.678875,7.32233333333,13.3725833334,8.571,25.62875,8.90008333335
375.81,9.10116666668,40.08525,20.2845,34.0361666667,6.98566666666,7.79008333333,7.42016666667,13.4774166667,8.67681944443,25.7765833333,8.99958333333
376.18,9.11300000001,40.1719166667,20.305125,34.0564166667,7.02258333333,7.87941666667,7.44433333333,13.5136666667,8.70754166666,25.782,9.003125
376.54,9.13074999999,40.2541666667,20.4010833333,34.1531666667,7.07475,7.88754166667,7.50975,13.546,8.72351388888,25.8335833333,8.98187499998
376.90,9.17366666667,40.4365833333,20.435625,34.2364166667,7.08416666667,7.90791666667,7.50758333333,13.6123333333,8.75858333332,25.9401666667,8.98208333332
377.26,9.26708333333,40.6500833333,20.553,34.39825,7.18241666667,8.00366666667,7.602,13.72925,8.85252777778,26.0284166666,9.09758333334
377.63,9.30816666667,40.77425,20.62925,34.498,7.22391666667,8.07679166667,7.66758333333,13.8320833334,8.93352777778,26.0145,9.15983333333
377.99,9.23733333335,40.92525,20.6070416666,34.5475,7.14683333333,7.973875,7.65033333334,13.79025,8.87881944443,25.9961666667,9.09287499999
378.35,9.24183333333,40.9693333334,20.64725,34.58925,7.09483333333,7.9435,7.66766666667,13.7835,8.90981944443,26.008,9.116375
378.71,9.29891666667,41.0853333333,20.7014583333,34.6720833334,7.12441666667,7.95670833333,7.75575,13.82925,8.97361111111,26.04325,9.18154166667
379.07,9.39408333332,41.3380833333,20.843625,34.8220833333,7.24391666667,7.98795833333,7.8295,13.9376666667,9.05255555555,26.1845833333,9.25337499999
379.44,9.31250000001,41.3756666667,20.7742916667,34.91,7.13883333333,7.91729166666,7.76375,13.87425,8.98905555555,26.1185,9.14220833333
379.80,9.37275000001,41.4893333333,20.8329166667,35.07825,7.195,7.94033333333,7.8285,13.9470833333,9.01933333334,26.1583333334,9.18095833332
380.16,9.44908333333,41.70225,20.957125,35.2175833333,7.28133333333,7.99429166666,7.90658333333,14.0089166666,9.10791666666,26.2751666667,9.22279166667
380.52,9.52599999999,41.85225,21.0691666667,35.3511666667,7.36091666667,8.07616666668,7.96375,14.07475,9.19779166666,26.3603333333,9.32641666667
380.88,9.55083333333,41.9004166667,21.1839166666,35.418,7.40258333334,8.08600000001,8.06358333333,14.07975,9.2453611111,26.401,9.39091666668
381.24,9.45808333332,41.8881666667,21.1253333333,35.3864166666,7.31525,7.97420833334,7.98641666666,13.9765,9.17188888889,26.2979166667,9.29962500001
381.61,9.43725000001,41.943,21.1367083333,35.38275,7.26958333333,7.92891666667,7.9495,13.9388333333,9.13312499999,26.32675,9.26395833333
381.97,9.55074999999,42.1224166666,21.2935,35.5905,7.3315,8.02875,8.00066666667,14.0480833334,9.22868055556,26.5028333333,9.36533333333
382.33,9.56683333333,42.2600833333,21.3498333333,35.6996666667,7.39691666667,8.05254166667,8.02608333333,14.0914166666,9.24448611112,26.5589166667,9.37270833334
382.69,9.67274999998,42.4256666667,21.518375,35.8469166667,7.505,8.21987500001,8.13225,14.23825,9.37136111111,26.6820833333,9.47979166667
383.05,9.64383333333,42.4155,21.5036666667,35.8315833334,7.43566666667,8.18491666668,8.10041666667,14.2190833333,9.33731944443,26.7305,9.45091666665
383.41,9.72333333335,42.56075,21.606875,35.8801666667,7.50016666666,8.21537499999,8.12425000001,14.2983333333,9.42230555555,26.8911666667,9.52512500001
383.77,9.68050000001,42.6095833334,21.6194166667,35.8795,7.46525,8.19904166667,8.05883333334,14.2529166667,9.36880555557,26.9108333333,9.45445833335
384.14,9.59341666668,42.6151666667,21.607875,35.90575,7.362,8.08495833332,7.9455,14.1595,9.29972222221,26.8865,9.39116666667
384.50,9.54241666667,42.68825,21.6243333333,35.9430833333,7.31741666667,8.01479166667,7.89466666667,14.1369166667,9.25355555557,26.88175,9.31500000001
384.86,9.48350000001,42.7173333333,21.5820416667,35.985,7.29125,8.003125,7.83425,14.1395833334,9.21869444444,26.8718333333,9.24500000001
385.22,9.55208333333,42.9161666667,21.70825,36.1625,7.37658333333,8.08316666667,7.8945,14.2545833333,9.28900000001,27.0033333333,9.31533333333
385.58,9.57374999999,43.0100833333,21.7994166667,36.2194166666,7.41408333334,8.12325,7.90925,14.27225,9.31459722222,27.0231666667,9.34583333332
385.94,9.53175,42.9498333333,21.7783333333,36.1813333333,7.40525,8.10429166667,7.89458333333,14.2503333333,9.29184722222,26.93225,9.29950000001
386.30,9.57575000002,43.0354166667,21.8286666667,36.2795,7.41283333333,8.14483333333,7.9275,14.3024166667,9.33673611111,26.997,9.30425
386.66,9.50250000002,43.0604166667,21.7625833333,36.271,7.34716666667,8.03129166667,7.84408333333,14.241,9.27715277777,26.9155833333,9.20799999999
387.03,9.48475000001,43.1561666667,21.797,36.3141666666,7.34925,8.02395833333,7.84475,14.248,9.27455555555,26.9035833333,9.192875
387.39,9.44841666668,43.2025,21.8251666666,36.38725,7.33925,8.03712500001,7.82258333334,14.2525,9.23694444445,26.88075,9.15791666668
387.75,9.44741666666,43.2661666667,21.88625,36.4344166667,7.35608333334,8.0595,7.87316666667,14.3229166667,9.28429166666,26.9084166666,9.20912499999
388.11,9.51016666665,43.3591666667,21.9104583334,36.4665,7.43125,8.095875,7.91683333333,14.38525,9.31980555556,26.9575833333,9.24616666665
388.47,9.49708333335,43.3875,21.9575416667,36.466,7.44441666667,8.10945833334,7.9345,14.4135,9.33912500001,27.0005833333,9.28329166666
388.83,9.54808333333,43.56375,22.0424583333,36.5615,7.46983333333,8.10804166667,7.98933333333,14.4641666667,9.36086111112,27.06975,9.29862499998
389.19,9.58641666667,43.6875,22.0993333333,36.62675,7.4745,8.14937500001,8.02541666667,14.4854166667,9.41947222223,27.12275,9.33975
389.55,9.55633333333,43.7606666667,22.1452916666,36.7313333334,7.46216666667,8.13720833333,8.03100000001,14.4840833334,9.41779166666,27.1968333333,9.3345
389.91,9.57091666665,43.8583333333,22.190625,36.7669166666,7.44483333333,8.15158333334,8.0365,14.4919166667,9.427375,27.2964166667,9.32312499998
390.27,9.607,43.93625,22.2454166667,36.8078333333,7.477,8.21008333334,8.07024999999,14.5133333333,9.44468055556,27.3265833333,9.3375
390.63,9.67208333333,44.03225,22.32375,36.8856666667,7.52716666667,8.24616666668,8.09616666667,14.5549166667,9.46893055557,27.418,9.36666666668
391.00,9.73800000002,44.1184166666,22.401875,37.0154166666,7.59391666667,8.30308333333,8.12650000001,14.6355,9.53472222223,27.4869166667,9.37099999998
391.36,9.79366666666,44.2400833333,22.5042083334,37.0778333333,7.672,8.32366666667,8.19608333332,14.71325,9.59344444444,27.5735,9.41170833333
391.72,9.80366666667,44.3605,22.5355833333,37.1545833333,7.68208333333,8.30225,8.20541666667,14.7039166667,9.61181944445,27.6245833333,9.398875
392.08,9.82249999999,44.3814166667,22.5975416666,37.1766666667,7.66725,8.28654166667,8.18391666667,14.7355833334,9.62065277777,27.6489166667,9.39670833332
392.44,9.86908333333,44.5484166667,22.672875,37.3495,7.67616666667,8.26008333334,8.19325000001,14.7790833333,9.65086111111,27.6994166667,9.38474999999
392.80,9.88308333333,44.5768333334,22.683125,37.35325,7.69624999999,8.27600000001,8.17716666667,14.785,9.67413888888,27.6675833333,9.40470833333
393.16,9.88391666668,44.6663333333,22.7684166667,37.4203333334,7.70708333333,8.25504166667,8.17858333333,14.8030833333,9.67195833334,27.7303333333,9.37879166667
393.52,9.97666666667,44.7526666667,22.84425,37.4905,7.78125000001,8.31766666667,8.23991666667,14.89775,9.73269444444,27.789,9.44916666667
393.88,10.041,44.84125,22.9387916667,37.6050833333,7.85741666668,8.368625,8.29583333332,14.9679166667,9.79562500001,27.8203333333,9.52625000001
394.24,10.0085,44.8976666666,22.9536666667,37.5988333333,7.85674999999,8.29687499999,8.27991666666,14.9806666667,9.79345833334,27.8116666666,9.52495833333
394.60,10.0060833333,44.9499166666,22.997875,37.653,7.87325,8.28216666666,8.28458333334,14.9760833333,9.80279166668,27.81025,9.53129166668
394.96,10.0091666667,44.948,23.04175,37.6365833333,7.87783333333,8.29737500001,8.30308333333,14.9655833333,9.818,27.7874166667,9.56979166666
395.32,10.01475,44.9966666667,23.02,37.6499166667,7.84016666666,8.304,8.28300000001,14.9216666666,9.81884722222,27.7654166667,9.56833333335
395.68,9.97850000001,44.9595833333,22.961875,37.5745833333,7.77883333333,8.23775,8.19433333333,14.8815833333,9.74059722223,27.6890833333,9.49379166667
396.04,9.94749999999,45.09325,23.0001666666,37.6614166667,7.76541666667,8.24108333334,8.18691666667,14.9058333333,9.74088888889,27.6825833333,9.47545833333
396.40,9.95008333333,45.1175,22.9704583333,37.6281666667,7.78074999999,8.29491666666,8.19125,14.89425,9.72127777778,27.6463333334,9.47995833333
396.76,10.00775,45.2135833333,23.106125,37.7198333333,7.81041666667,8.36162500001,8.24549999999,14.99525,9.80344444443,27.7593333333,9.53108333333
397.12,10.022,45.2569166666,23.1272916667,37.7565,7.85708333333,8.42970833332,8.28874999999,15.0378333333,9.85241666667,27.7836666667,9.57262499998
397.48,10.0015833333,45.3131666667,23.1145,37.747,7.82733333334,8.40854166667,8.25899999999,15.0391666667,9.84402777778,27.7498333333,9.55808333333
397.84,9.99933333333,45.4363333333,23.1369583333,37.80225,7.82641666666,8.39179166666,8.27399999999,15.0411666667,9.85359722223,27.79325,9.53424999999
398.20,10.0268333333,45.542,23.1748333334,37.9048333333,7.84474999999,8.43175,8.28841666667,15.063,9.87473611109,27.8553333333,9.550125
398.56,10.0430833333,45.6445833333,23.236125,37.96575,7.86541666667,8.50083333334,8.34349999999,15.1336666667,9.93854166667,27.918,9.57712500002
398.92,10.0089166667,45.7335833333,23.2174583333,38.0244166667,7.8415,8.45104166666,8.29583333334,15.13575,9.89748611112,27.946,9.49929166668
399.28,9.99924999998,45.82925,23.29975,38.1409166666,7.84425000001,8.443625,8.29108333333,15.1595833333,9.89666666668,28.0295833333,9.49708333332
399.64,10.0413333333,46.0586666667,23.4285,38.3195,7.90275000001,8.49162499999,8.37033333333,15.2205833333,9.96231944444,28.1479166667,9.57595833333
400.00,10.0661666667,46.1065,23.4665,38.3669166667,7.93099999999,8.54275,8.44575,15.241,9.98515277777,28.2201666666,9.62916666668
400.36,10.0918333333,46.2101666667,23.5748333333,38.47625,7.95074999999,8.55224999999,8.47141666666,15.2915,10.044625,28.3198333334,9.65887500001
400.72,10.0723333333,46.2996666667,23.5485416666,38.5550833333,7.96283333332,8.56724999999,8.48508333333,15.2895833333,10.0353055555,28.3304166667,9.64841666666
401.08,10.07,46.2923333334,23.5674583333,38.5236666667,7.93008333333,8.52095833332,8.44041666666,15.27775,10.0024722222,28.3215,9.61054166667
401.44,10.094,46.47825,23.6719166666,38.6884166667,7.97183333334,8.52420833334,8.46458333333,15.32025,10.0234583333,28.3978333333,9.62854166665
401.80,10.1296666667,46.57475,23.7622083333,38.76175,7.98666666666,8.55512500001,8.49166666667,15.4221666667,10.0697361111,28.4489166667,9.66983333334
402.16,10.2173333333,46.672,23.8665416667,38.8289166667,8.03950000001,8.61212500001,8.54,15.5093333333,10.1617916667,28.5133333333,9.73225
402.52,10.2335833333,46.7991666667,23.919875,38.9131666667,8.04125000001,8.60187500001,8.53158333332,15.53875,10.1515277778,28.54625,9.73170833333
402.88,10.3110833333,46.9815,24.0421666667,39.068,8.10183333333,8.66004166667,8.62158333333,15.6491666667,10.2350694444,28.6304166666,9.83541666666
403.24,10.3394166667,47.04275,24.0705416667,39.1009166667,8.10741666666,8.62545833333,8.63008333333,15.6885,10.2669305556,28.61875,9.84412500001
403.60,10.3046666667,46.973,24.018,39.0270833333,8.06533333333,8.58520833332,8.57341666667,15.65575,10.2515,28.5685,9.77787500001
403.95,10.3525833333,47.0253333333,24.0988333333,39.1425833333,8.10291666666,8.59391666666,8.58358333333,15.7144166667,10.3192361111,28.6345,9.81487500002
404.31,10.3476666667,47.0485833333,24.0879583333,39.16125,8.11183333333,8.587375,8.55991666666,15.7278333333,10.3143055556,28.62225,9.78429166667
404.67,10.3514166667,47.057,24.116125,39.1559166667,8.11516666667,8.54541666668,8.54175000001,15.7178333333,10.3153888889,28.60125,9.76358333332
405.03,10.3610833333,47.074,24.1555,39.24175,8.13975,8.55591666667,8.56575,15.71525,10.3184444444,28.6195833333,9.77283333332
405.39,10.329,47.0120833333,24.1348333333,39.2133333334,8.11191666666,8.53554166666,8.54708333334,15.69075,10.321625,28.6118333333,9.75108333334
405.75,10.2896666667,47.03125,24.130375,39.23,8.09441666666,8.50091666667,8.50941666666,15.6554166667,10.3158194444,28.6070833333,9.70095833334
406.11,10.2088333333,47.06525,24.1217916667,39.2705833333,8.04208333332,8.442375,8.46191666667,15.6050833334,10.2439166667,28.5831666667,9.63608333333
406.47,10.1834166667,47.06275,24.1219166667,39.2706666667,8.03275000001,8.41241666666,8.46641666666,15.6040833333,10.2425694444,28.602,9.63858333332
406.83,10.1475833333,47.0988333333,24.1334583333,39.2798333333,8.01475,8.40258333333,8.44133333334,15.5761666666,10.2314444444,28.6,9.60529166668
407.19,10.163,47.1563333333,24.1953333333,39.3119166667,8.05466666667,8.45591666667,8.46858333334,15.5930833333,10.2267222222,28.6294166667,9.61195833333
407.55,10.2138333333,47.3211666667,24.3243333333,39.473,8.13316666666,8.52737499999,8.50350000001,15.6700833333,10.268125,28.7313333333,9.67199999999
407.90,10.1795,47.4593333333,24.3689583334,39.52475,8.10425,8.505,8.46958333334,15.6646666667,10.2301527778,28.7381666667,9.61258333333
408.26,10.1691666667,47.5059166667,24.387875,39.5216666667,8.10075000001,8.49420833333,8.47183333332,15.6591666667,10.2295138889,28.7148333333,9.60687500001
408.62,10.1685833333,47.5426666667,24.4272916667,39.5705,8.09366666666,8.50716666667,8.45508333334,15.6645,10.2028194444,28.7524166667,9.61074999998
408.98,10.1725833333,47.6461666667,24.4350833334,39.60075,8.06683333333,8.52608333334,8.46583333332,15.6959166667,10.2138333333,28.7578333333,9.60999999999
409.34,10.2236666667,47.7898333333,24.5136666666,39.7116666667,8.08108333334,8.55441666666,8.50675,15.763,10.2420555556,28.8183333334,9.63712499999
409.70,10.2323333333,47.8189166667,24.547,39.719,8.09408333333,8.55712499999,8.51266666668,15.7536666667,10.2038194445,28.81425,9.64183333334
410.06,10.26025,47.86075,24.5957916667,39.7579166666,8.12233333333,8.58549999999,8.53333333334,15.799,10.2322222222,28.8424166667,9.66495833332
410.42,10.3020833333,47.9155,24.6380833334,39.8266666667,8.13833333333,8.62379166667,8.54291666667,15.8366666667,10.2498611111,28.8564166666,9.67541666667
410.77,10.3071666667,47.9524166666,24.6635833333,39.8410833333,8.12425,8.60624999999,8.52166666668,15.8385833333,10.2380694445,28.8785,9.66329166667
411.13,10.2745,48.0190833333,24.6758333333,39.8965,8.0865,8.55804166666,8.47875000001,15.8474166667,10.2229861111,28.8650833334,9.62308333334
411.49,10.27725,48.0296666667,24.6889583333,39.9188333333,8.05008333334,8.54270833334,8.48558333333,15.8645833333,10.2392777778,28.8653333333,9.61424999999
411.85,10.2910833333,48.0443333333,24.6896666666,39.9028333334,8.06975000001,8.53612499999,8.50241666666,15.8755,10.2501944445,28.85225,9.62937500002
412.21,10.3155,48.12625,24.785,39.9989166667,8.06541666667,8.53416666667,8.51708333334,15.9225,10.2727638889,28.9151666666,9.65770833334
412.57,10.3435833333,48.2353333333,24.830375,40.0736666666,8.08425000001,8.52241666667,8.54908333333,15.95875,10.3158472222,28.9579166667,9.68145833333
412.92,10.3845833333,48.3330833333,24.9251666667,40.1814166667,8.13383333333,8.53387499999,8.56008333334,16.0181666667,10.3803611111,29.0451666667,9.69000000001
413.28,10.3905,48.4061666667,24.98475,40.21325,8.16333333333,8.53849999999,8.577,16.0478333333,10.3966805555,29.0845,9.68220833333
413.64,10.4805,48.5914166667,25.118125,40.3331666667,8.21941666666,8.59779166667,8.64633333334,16.1331666666,10.5038611111,29.1806666667,9.74958333332
414.00,10.568,48.717,25.2047916666,40.4450833333,8.28425000001,8.64491666666,8.69625000001,16.183,10.5594722222,29.2821666667,9.78004166668
414.36,10.5701666667,48.8116666666,25.2622083333,40.5059166667,8.29508333333,8.63445833333,8.70008333333,16.2105833333,10.601875,29.3190833333,9.78966666667
414.72,10.5918333333,48.8365833333,25.2964583333,40.5243333334,8.31699999999,8.63741666667,8.71874999999,16.236,10.6144305555,29.31925,9.81824999999
415.07,10.6611666667,48.929,25.3467083334,40.6140833333,8.36433333332,8.69933333334,8.77291666668,16.2915833334,10.6801388889,29.4113333333,9.88987499998
415.43,10.6420833333,48.93775,25.3235416667,40.587,8.34424999999,8.651875,8.74525000001,16.2534166667,10.6613611111,29.3725833334,9.85529166667
415.79,10.6270833333,48.9549166667,25.35675,40.6218333333,8.31908333333,8.65991666666,8.72875,16.2535833333,10.6552777778,29.3956666666,9.83804166667
416.15,10.5931666667,48.897,25.3110416667,40.5540833333,8.29333333334,8.62908333333,8.70774999999,16.2180833333,10.6278888889,29.335,9.79233333333
416.51,10.5695,48.8959166667,25.3069583333,40.5235,8.28499999999,8.64704166666,8.70533333332,16.22975,10.6299861111,29.3066666667,9.79370833333
416.86,10.5840833333,48.9253333333,25.31775,40.5289166667,8.27766666667,8.65483333333,8.70658333334,16.2673333333,10.6323472222,29.30925,9.81679166667
417.22,10.5728333333,48.9225,25.2796666667,40.5091666667,8.25975,8.64470833332,8.698,16.2425,10.6262777778,29.2790833333,9.79775
417.58,10.5405833333,48.9195,25.2473333333,40.5073333333,8.22524999999,8.61704166666,8.65225,16.2424166667,10.602125,29.25075,9.77174999998
417.94,10.4896666667,48.905,25.222625,40.4859166667,8.17916666666,8.56891666666,8.61983333334,16.2136666666,10.5731666667,29.2225833334,9.75266666665
418.29,10.4851666667,48.883,25.205625,40.4570833333,8.16025000001,8.56183333333,8.60391666666,16.1970833334,10.5404444444,29.1795,9.72920833333
418.65,10.4971666667,48.8475,25.215875,40.4456666666,8.16908333333,8.58112500001,8.62108333333,16.19375,10.568,29.1681666667,9.73325000001
419.01,10.4940833333,48.7723333333,25.2214583333,40.3733333333,8.16750000001,8.591,8.62041666667,16.1858333333,10.5677222222,29.1139166667,9.72479166667
419.37,10.5448333334,48.8085,25.285375,40.4043333333,8.22975000001,8.65345833333,8.6665,16.2271666667,10.6025694445,29.1435833334,9.76475000001
419.73,10.58475,48.85475,25.3223333333,40.4503333333,8.27458333334,8.68170833333,8.70166666667,16.27425,10.6476666666,29.1734166667,9.79075
420.08,10.62325,48.9101666667,25.3657916667,40.5156666667,8.30633333334,8.71704166666,8.73008333334,16.3256666667,10.6832361111,29.2138333333,9.82725
420.44,10.61825,48.8699166667,25.3581666666,40.4978333333,8.29500000001,8.698625,8.71666666668,16.3043333333,10.6777361111,29.1908333334,9.811375
420.80,10.6238333333,48.87,25.3767916667,40.4853333333,8.31516666667,8.71983333334,8.73216666668,16.31475,10.6908611111,29.1901666667,9.81529166667
421.16,10.6719166667,48.8893333334,25.4282083333,40.54425,8.34716666668,8.75975000001,8.76366666667,16.36025,10.7369027778,29.2411666667,9.84874999999
421.51,10.6910833333,48.8804166667,25.4542083333,40.5479166666,8.36625000001,8.77674999999,8.79408333333,16.3641666667,10.743,29.258,9.86437500001
421.87,10.7210833333,48.8865,25.4965,40.56,8.38074999999,8.79058333332,8.80633333334,16.3858333333,10.7739444444,29.2458333333,9.87324999998
422.23,10.7376666667,48.9225833333,25.547625,40.6164166666,8.41333333334,8.80516666666,8.83816666668,16.4174166667,10.8097777778,29.2994166667,9.89066666667
422.58,10.7690833334,49.0085,25.5941666667,40.67775,8.43775,8.8265,8.85791666666,16.4588333333,10.8376805556,29.34125,9.91058333333
422.94,10.7864166667,49.01275,25.6114166667,40.69475,8.44516666668,8.81250000001,8.86358333332,16.4688333333,10.8511527778,29.34875,9.90920833332
423.30,10.7830833333,48.9953333333,25.6171666667,40.72475,8.42966666666,8.80258333334,8.8675,16.4876666667,10.8649722222,29.3699166667,9.90529166665
423.66,10.7765,48.9843333333,25.6234166667,40.7205833333,8.43683333334,8.80133333332,8.87183333333,16.4869166666,10.8691527778,29.3589166667,9.90645833334
424.01,10.7965833333,49.0200833334,25.6706666666,40.7516666667,8.44899999999,8.81941666666,8.88474999999,16.5188333333,10.8954583333,29.3869166667,9.919125
424.37,10.8385,49.0871666666,25.734625,40.8005,8.49158333334,8.85195833334,8.90949999999,16.5758333333,10.9357222222,29.4469166667,9.95383333332
424.73,10.82425,49.0761666666,25.7472916667,40.82175,8.48608333333,8.82666666666,8.88966666666,16.5569166667,10.9215277778,29.43625,9.94895833333
425.08,10.78175,49.0601666667,25.7439166667,40.77175,8.454,8.78295833333,8.84466666667,16.52575,10.8858472222,29.3921666666,9.91445833333
425.44,10.7799166667,49.0800833333,25.7734166667,40.7943333334,8.45641666666,8.77833333333,8.84000000001,16.5439166667,10.8989166667,29.3919166667,9.91820833332
425.80,10.7709166666,49.0836666667,25.7784583334,40.7903333333,8.46891666666,8.78579166667,8.84808333334,16.5595,10.9031944444,29.4003333333,9.91795833333
426.16,10.7671666667,49.0946666667,25.795375,40.7926666666,8.46166666666,8.78854166667,8.82699999999,16.5656666666,10.907,29.4035,9.92145833332
426.51,10.74975,49.07375,25.819625,40.80525,8.45833333333,8.77945833332,8.81924999999,16.5770833334,10.9047083333,29.4114166667,9.91429166666
426.87,10.71025,49.1075,25.8219166667,40.8228333333,8.43408333333,8.76149999999,8.78641666667,16.5785,10.8954027778,29.4120833334,9.89208333334
427.23,10.6950833333,49.1796666667,25.8609166666,40.85425,8.42358333333,8.73583333333,8.74808333333,16.58025,10.8820416667,29.3956666666,9.88024999998
427.58,10.6923333333,49.226,25.9104166667,40.8648333333,8.40933333334,8.72241666668,8.72541666666,16.6001666666,10.8798055556,29.3875,9.87941666666
427.94,10.6815,49.197,25.907125,40.8650833333,8.39850000001,8.700375,8.70349999999,16.5823333333,10.8716944444,29.3783333333,9.86033333333
428.30,10.6679166667,49.1865,25.9170833333,40.8861666666,8.38116666668,8.68141666667,8.69699999999,16.5925,10.8576527778,29.3534166667,9.82695833333
428.65,10.7035,49.2826666667,25.974125,40.9410833333,8.38608333333,8.70079166666,8.71799999999,16.63525,10.8906388889,29.4083333334,9.84029166668
429.01,10.7615833333,49.4005,26.0782916666,41.0605,8.44874999999,8.76066666668,8.78841666667,16.7219166667,10.9588055555,29.48475,9.89708333333
429.37,10.76525,49.4656666667,26.105,41.099,8.45391666668,8.7645,8.79441666666,16.7539166667,10.9935416667,29.5160833334,9.88962500002
429.72,10.7904166667,49.6176666667,26.1884583333,41.2115833333,8.45291666668,8.77666666668,8.78333333334,16.78075,11.0129861111,29.5635833333,9.88929166667
430.08,10.8041666667,49.67925,26.2181666667,41.2449166667,8.45758333333,8.77579166667,8.78891666667,16.7965,11.0150277778,29.5554166667,9.88279166667
430.44,10.8373333333,49.8100833334,26.2687916667,41.3178333333,8.47108333333,8.79608333333,8.81583333333,16.8435,11.0467361111,29.6003333333,9.90287500001
430.79,10.86,49.8608333333,26.29375,41.337,8.48391666666,8.82775,8.84166666666,16.85825,11.0585555556,29.608,9.92341666668
431.15,10.9125,49.9766666667,26.358625,41.4348333333,8.54291666667,8.87991666666,8.91366666666,16.92725,11.1201111111,29.6759166667,9.96016666668
431.50,10.9410833333,50.0115,26.38375,41.4779166667,8.56108333332,8.89525000001,8.92391666666,16.94575,11.1364027778,29.7165,9.95337500001
431.86,10.9434166667,50.133,26.4182083333,41.5381666666,8.56708333334,8.89358333334,8.93466666667,16.9695833333,11.138375,29.7296666667,9.94316666666
432.22,10.945,50.3045,26.4929166667,41.6554166666,8.56341666667,8.89279166668,8.94233333333,16.9855833333,11.1516666667,29.77675,9.94837499999
