wavelength,Back_CamPsif,Belly_CamPsif,Breast_CamPsif,Crissum_CamPsif,Crown_CamPsif,DorTail_CamPsif,Rump_CamPsif,Throat_CamPsif,WingTip_CamPsif
360.20,9.92273333334,17.8030666667,13.4039666667,15.91776,5.9744,7.68246666667,8.2378,14.6648666667,9.81223333333
360.57,9.8511,17.8078,13.4158,15.9110666667,5.93493333333,7.57316666667,8.1664,14.6432,9.79316666666
360.93,9.84860000001,17.8787333333,13.4330333333,15.94742,5.92986666667,7.51186666667,8.1762,14.6626666667,9.80666666666
361.29,9.95880000001,18.0076666667,13.5697333333,16.0976933333,6.0488,7.58146666667,8.2752,14.7886,9.9038
361.66,9.93150000001,17.9921333333,13.5382666667,16.15466,5.99866666667,7.53173333333,8.25903333333,14.7964666667,9.87996666667
362.02,9.8253,17.8948,13.4824666667,16.08042,5.8592,7.44053333333,8.17296666666,14.7013333333,9.78183333333
362.39,9.79873333334,17.8987333334,13.5128,16.13314,5.83826666667,7.3889,8.1651,14.723,9.74279999999
362.75,9.759,17.9290666667,13.5155,16.1199533333,5.81266666667,7.33456666667,8.08483333333,14.6814,9.67696666666
363.11,9.79113333333,17.9057333333,13.6084333333,16.1847266667,5.8148,7.3473,8.12023333333,14.6909333333,9.66006666666
363.48,9.7303,17.9282,13.6770666667,16.2106066667,5.79433333333,7.30036666667,8.10703333333,14.683,9.63779999999
363.84,9.71103333334,17.9590666666,13.6781,16.19388,5.83006666667,7.32563333333,8.09263333333,14.7162666667,9.61669999999
364.20,9.77723333333,18.0442666667,13.8128666667,16.3376666667,5.93733333333,7.4157,8.1814,14.8159333333,9.68970000001
364.57,9.92723333333,18.2222,13.925,16.5163933333,6.1026,7.60333333333,8.35013333334,14.9902666667,9.79783333333
364.93,9.9324,18.2528666666,13.9533666667,16.6425466667,6.1246,7.6539,8.36653333333,15.0072,9.81216666666
365.29,9.8955,18.2920666667,14.0406,16.7095866667,6.13066666667,7.66976666667,8.33573333334,14.9853333333,9.78340000001
365.66,9.83556666667,18.3112,14.0661,16.70508,6.1284,7.59386666667,8.30556666667,14.9961333333,9.74456666667
366.02,9.76969999999,18.3705333333,14.0593666667,16.7292066667,6.12806666667,7.52316666667,8.19486666666,15.0228,9.65539999999
366.38,9.81540000001,18.4181333333,14.0695333333,16.79706,6.17373333333,7.59033333333,8.2038,15.0411333333,9.65913333333
366.75,9.67136666666,18.3776666667,14.0307666667,16.75272,6.06073333333,7.45846666667,8.12183333333,14.9914,9.57283333333
367.11,9.68496666666,18.4854,14.1323333333,16.8622533333,6.1242,7.4831,8.16023333333,15.0977333333,9.60843333334
367.47,9.77816666666,18.6271333333,14.1725666667,16.9561666667,6.23173333333,7.56376666667,8.2122,15.1753333333,9.68263333334
367.84,9.74349999999,18.6660666667,14.2072,16.9944466667,6.214,7.4862,8.14296666667,15.1935333333,9.67133333334
368.20,9.66473333333,18.6092,14.1589666667,16.87104,6.06793333333,7.37333333333,8.01953333333,15.1082666667,9.58636666668
368.56,9.63983333333,18.5852666666,14.1901333333,16.8810066666,6.04506666667,7.28136666667,7.96256666667,15.0889333333,9.5061
368.93,9.58763333333,18.5934666667,14.1826666667,16.82416,5.95706666667,7.16686666667,7.8686,15.0399333333,9.38273333333
369.29,9.52120000001,18.5816,14.113,16.77726,5.875,7.081,7.82543333333,15.0295333333,9.30123333332
369.65,9.60103333334,18.7248666667,14.2198,16.9186,5.94706666667,7.1737,7.87403333333,15.1324666667,9.32733333334
370.01,9.66696666667,18.8560666667,14.3368333333,17.03046,5.99286666667,7.2468,7.96676666667,15.1926666667,9.40976666666
370.38,9.64033333333,18.9506,14.3677666667,17.0763933333,5.93993333333,7.21696666667,7.9652,15.2108,9.38103333333
370.74,9.71840000001,18.9898666667,14.4326333333,17.1463133333,5.9008,7.19903333333,7.9578,15.2607333333,9.38160000001
371.10,9.74053333334,19.0383333334,14.4694333333,17.23566,5.9,7.2145,7.9351,15.2566,9.39066666666
371.46,9.66103333333,18.9183333333,14.4361666667,17.1816066667,5.7996,7.08216666667,7.83603333333,15.1584,9.28729999999
371.83,9.67143333334,19.023,14.4529,17.2517933333,5.8128,7.0994,7.87786666667,15.2176666667,9.28923333334
372.19,9.67453333333,19.0592666667,14.4863333333,17.3558066667,5.84413333333,7.0817,7.9116,15.2902666667,9.30266666666
372.55,9.60156666666,19.0356,14.4145666667,17.33134,5.75206666667,7.01883333333,7.86423333333,15.1824,9.28199999999
372.92,9.4884,18.9544,14.3230666667,17.2318333333,5.65026666667,6.89296666667,7.75543333333,15.0875333333,9.19106666667
373.28,9.52176666667,18.9581333333,14.3067,17.2872066667,5.66826666667,6.91713333333,7.73813333333,15.0739333333,9.2003
373.64,9.38909999999,18.8850666667,14.2300333333,17.2046733333,5.53413333333,6.7869,7.59963333333,14.9966,9.08219999999
374.00,9.46599999999,18.9526666667,14.2669666667,17.3574066667,5.62813333333,6.88523333333,7.66173333333,15.0653333333,9.16520000001
374.37,9.41396666667,18.9736666667,14.2716,17.3686333333,5.63166666667,6.8841,7.60753333333,15.0876,9.15110000001
374.73,9.37883333333,19.0292666667,14.2639333333,17.4575333333,5.6814,6.91156666667,7.60933333333,15.1265333333,9.13829999999
375.09,9.33119999999,19.004,14.2299333333,17.4024933333,5.6574,6.85556666667,7.56396666667,15.1246666667,9.09686666667
375.45,9.34296666666,19.098,14.2768333333,17.46078,5.681,6.86046666667,7.61006666667,15.1849333333,9.11923333334
375.81,9.31639999999,19.0920666667,14.3093666667,17.4505466667,5.64886666667,6.83413333333,7.56166666667,15.1574666667,9.0929
376.18,9.2357,19.1348666667,14.3490333333,17.47898,5.63353333333,6.82713333333,7.53793333333,15.1645333333,9.02369999999
376.54,9.23716666667,19.1792666667,14.402,17.5436066667,5.64593333333,6.8318,7.53003333333,15.2392,9.03230000001
376.90,9.33333333333,19.3348,14.5448333333,17.7351666667,5.7378,6.9312,7.6126,15.3795333333,9.15703333333
377.26,9.33086666666,19.3897333333,14.5573666667,17.8092,5.73886666667,6.86603333333,7.59073333333,15.4099333333,9.12543333334
377.63,9.30166666666,19.4263333333,14.5856333333,17.829,5.72386666667,6.82623333333,7.56746666667,15.3868,9.07603333334
377.99,9.19750000001,19.3663333333,14.5364666667,17.7381333333,5.6156,6.63096666667,7.44906666667,15.2945333333,8.96213333333
378.35,9.16393333333,19.3525333333,14.5488333333,17.7425,5.58373333333,6.52556666667,7.4097,15.3097333333,8.90363333334
378.71,9.19716666667,19.4020666667,14.5834,17.76188,5.596,6.53953333333,7.3902,15.3399333333,8.91623333333
379.07,9.20400000001,19.4994,14.5997333333,17.8307533334,5.57946666667,6.51003333333,7.3729,15.3662,8.89693333333
379.44,9.19396666667,19.5557333333,14.6106,17.8839333333,5.58173333333,6.5166,7.36786666666,15.4123333333,8.87146666666
379.80,9.09063333333,19.4712666667,14.4867,17.84884,5.4276,6.37346666667,7.26063333333,15.3206,8.7397
380.16,9.25293333333,19.6076,14.5862333333,18.0142466667,5.54193333333,6.45403333333,7.36316666667,15.4246,8.86746666667
380.52,9.30173333333,19.6756,14.6727666667,18.07234,5.62286666667,6.48963333333,7.4333,15.5060666667,8.91523333333
380.88,9.26153333333,19.6912666667,14.6596,18.0483066667,5.61253333333,6.4824,7.4355,15.4870666667,8.84340000001
381.24,9.30076666667,19.8142,14.7095666667,18.15842,5.66906666667,6.56516666667,7.51566666667,15.6086666667,8.93883333333
381.61,9.44706666667,19.9492666667,14.8661333333,18.30852,5.80513333333,6.7077,7.6559,15.7683333333,9.09593333333
381.97,9.46596666667,20.033,14.8869333333,18.3594333333,5.79633333333,6.72423333333,7.66063333333,15.8456666667,9.11070000001
382.33,9.51683333334,20.158,14.9331,18.49076,5.8472,6.79806666667,7.70863333333,15.8961333333,9.17606666667
382.69,9.59163333333,20.2430666667,15.0091333333,18.59686,5.9094,6.84826666667,7.80413333333,15.9716,9.21796666667
383.05,9.63193333333,20.282,15.0430666667,18.6211333333,5.951,6.85656666667,7.82783333333,15.9922666667,9.2725
383.41,9.60830000001,20.2718,15.0203,18.63896,5.93333333333,6.81806666667,7.805,16.0165333333,9.27356666666
383.77,9.65133333333,20.3426666667,15.0907666667,18.70568,5.9952,6.86843333333,7.819,16.0709333333,9.31133333332
384.14,9.50019999999,20.2623333333,15.0355333333,18.61728,5.8926,6.73843333333,7.71366666667,15.9943333333,9.22523333333
384.50,9.42946666667,20.2392666667,14.9875333333,18.6154133333,5.82066666667,6.67666666667,7.6056,15.9247333333,9.11553333333
384.86,9.41480000001,20.2581333334,15.0023,18.62762,5.80493333334,6.635,7.56033333333,15.8866,9.09736666667
385.22,9.37066666667,20.2376,15.0677666667,18.58624,5.7392,6.57166666667,7.50606666667,15.8613333333,9.0564
385.58,9.37816666667,20.2920666667,15.0711666667,18.67022,5.771,6.57636666667,7.5223,15.9008666667,9.08749999999
385.94,9.40043333333,20.296,15.1059,18.6987666667,5.82813333333,6.59996666667,7.5581,15.9025333333,9.10020000001
386.30,9.51713333333,20.4082,15.2556,18.81026,5.9444,6.69173333333,7.66886666667,16.0244,9.18879999999
386.66,9.44706666667,20.4344,15.2474333333,18.79888,5.90186666667,6.63026666667,7.63506666667,15.9906666667,9.13963333333
387.03,9.41596666666,20.4532666667,15.2758,18.8149866667,5.86806666667,6.6335,7.62816666667,15.9878,9.09080000001
387.39,9.32593333333,20.4479333334,15.2602666667,18.8013333333,5.77826666667,6.5397,7.5354,15.9248666667,8.97593333334
387.75,9.40139999999,20.5804666667,15.373,18.9446266667,5.87486666667,6.60993333333,7.65533333333,16.051,9.05600000001
388.11,9.41313333333,20.667,15.3583333333,18.98,5.86606666667,6.62926666667,7.6424,16.0505333333,9.0281
388.47,9.48983333333,20.8321333333,15.4452666667,19.1109266667,5.91873333333,6.67696666667,7.73673333333,16.1779333333,9.1196
388.83,9.65376666666,21.0087333333,15.5843333333,19.3274866667,6.08113333333,6.81006666667,7.90463333333,16.4042666667,9.26080000001
389.19,9.70316666667,21.0870666667,15.6729333333,19.4057933333,6.15633333333,6.87273333333,7.97076666667,16.4652666667,9.29820000001
389.55,9.6861,21.0973333333,15.7100666667,19.4287666667,6.12786666667,6.81996666667,7.9693,16.4926,9.27833333333
389.91,9.76470000001,21.2309333333,15.8258666667,19.5813533333,6.18293333333,6.8716,8.03353333333,16.612,9.34376666667
390.27,9.71793333334,21.2220666667,15.8030333333,19.57118,6.13153333333,6.825,8.0215,16.6043333333,9.28496666667
390.63,9.87180000001,21.3472666667,15.9723,19.7250866667,6.25046666667,6.9485,8.1482,16.792,9.39643333333
391.00,9.90486666667,21.4300666667,16.0417333333,19.8354333333,6.27273333333,6.9663,8.20026666667,16.8785333333,9.44063333333
391.36,10.0416666667,21.5295333333,16.1436333333,19.9274933333,6.35706666667,7.0465,8.3287,16.9885333334,9.55346666667
391.72,10.0482666667,21.5686666667,16.1604333333,19.9689333333,6.36453333333,7.05816666667,8.33783333333,16.9973333333,9.55460000001
392.08,10.146,21.6650666667,16.2864666667,20.0757066667,6.46233333333,7.0991,8.4597,17.1132,9.63349999999
392.44,10.1159,21.6364666667,16.3011666667,20.0637533333,6.43273333333,7.0827,8.43806666666,17.1193333333,9.60656666666
392.80,10.0405666667,21.5893333333,16.2953,20.0003266667,6.33926666667,7.00643333333,8.39423333333,17.0585333333,9.55876666667
393.16,10.0359,21.6608,16.2844666667,20.05862,6.32606666667,6.9885,8.41446666667,17.0838666667,9.54373333334
393.52,10.0195333333,21.6553333333,16.2788333333,20.0659733333,6.33373333333,7.00276666667,8.40966666667,17.0688666667,9.50613333335
393.88,9.99023333334,21.6329333333,16.2473666667,20.0536466667,6.27606666667,6.95526666667,8.4013,17.0526666667,9.46903333334
394.24,10.0286333333,21.7178,16.2893333333,20.15316,6.2986,6.9963,8.43613333333,17.1348,9.51080000001
394.60,9.98793333333,21.7368,16.2307333333,20.17746,6.28773333333,6.98683333333,8.43346666667,17.1208,9.48343333335
394.96,10.0156,21.7815333333,16.2419333333,20.21284,6.35353333333,7.00216666667,8.47396666667,17.1672,9.48636666668
395.32,9.99916666667,21.8104,16.2577333333,20.27356,6.369,7.0253,8.48726666667,17.1935333333,9.49553333333
395.68,10.0364666667,21.8501333333,16.2932333333,20.3078866667,6.38313333333,7.0156,8.51846666667,17.2341333333,9.50613333333
396.04,10.0951,21.9305333333,16.3835666667,20.4029266667,6.4274,7.1047,8.5846,17.3265333333,9.52703333333
396.40,10.1706666667,22.0366666667,16.4910333333,20.5150533333,6.4912,7.1614,8.67856666667,17.365,9.5635
396.76,10.2427333333,22.1297333333,16.5542,20.61874,6.5742,7.21213333333,8.72286666666,17.4341333333,9.6021
397.12,10.2424666667,22.1112,16.5687333333,20.63236,6.55633333333,7.1668,8.69556666667,17.4484,9.57329999999
397.48,10.3478666667,22.281,16.6593333333,20.7154066667,6.593,7.23483333333,8.78280000001,17.5904,9.62723333333
397.84,10.3414666667,22.3311333333,16.6967,20.7755266667,6.64446666667,7.26676666667,8.79543333333,17.6344666667,9.63776666667
398.20,10.3432333333,22.3715333333,16.7378333333,20.8257266667,6.63973333333,7.2436,8.82706666667,17.6482,9.65403333333
398.56,10.3762666667,22.437,16.8130666667,20.8870466667,6.665,7.24666666667,8.8579,17.6644,9.68536666667
398.92,10.3202,22.4216666667,16.7951333333,20.89986,6.5822,7.20866666667,8.79046666667,17.6174666667,9.6436
399.28,10.3148666667,22.4831333333,16.8195,20.93418,6.55813333333,7.17166666667,8.75740000001,17.6472,9.60516666667
399.64,10.3122666667,22.5313333333,16.8504333333,20.9926933333,6.56573333333,7.16613333333,8.74763333333,17.6965333333,9.59936666667
400.00,10.3417333333,22.6137333333,16.8637,21.07418,6.59846666667,7.18503333333,8.78236666667,17.7220666667,9.64159999999
400.36,10.3249,22.6236666667,16.8455666667,21.08278,6.59013333333,7.1381,8.75130000001,17.7475333333,9.6182
400.72,10.3237333333,22.6603333333,16.8372666667,21.1460533333,6.5808,7.12206666667,8.75686666667,17.7994,9.60570000001
401.08,10.3530333333,22.7618666667,16.8800333333,21.2484733333,6.62406666667,7.17736666667,8.79013333333,17.8580666667,9.62606666667
401.44,10.3348,22.8101333333,16.9059333333,21.32302,6.61446666667,7.14153333333,8.77163333333,17.8565333333,9.62263333332
401.80,10.4444666667,22.9528,17.0294333333,21.45552,6.69533333333,7.2348,8.89193333333,17.9756,9.69606666667
402.16,10.4971333333,23.0368,17.0807666667,21.5341666667,6.75973333333,7.28286666667,8.93009999999,18.0354,9.71680000001
402.52,10.4485,23.0708,17.1283666667,21.5684533333,6.74086666667,7.25653333333,8.92103333333,18.0756666667,9.69303333333
402.88,10.523,23.1741333333,17.2167,21.6638266667,6.7928,7.31193333333,9.01813333333,18.1991333333,9.74546666667
403.24,10.6086666667,23.2628666667,17.2798,21.7218933333,6.85126666667,7.3901,9.08406666666,18.2681333333,9.8003
403.60,10.6236,23.3198,17.365,21.7816666667,6.8596,7.44356666667,9.12693333334,18.2961333333,9.84586666666
403.95,10.6049,23.3194666667,17.3634,21.7784933333,6.84073333333,7.42203333333,9.10413333333,18.3223333334,9.82363333334
404.31,10.6287,23.3823333333,17.4087,21.851,6.89186666667,7.47106666667,9.14996666667,18.4004,9.87846666665
404.67,10.6824333333,23.4580666667,17.4706333333,21.93122,6.9444,7.5101,9.21653333333,18.4834,9.91239999999
405.03,10.7839666667,23.553,17.5642333333,22.0101266667,7.0308,7.593,9.28256666667,18.5786666667,9.9822
405.39,10.832,23.5764,17.6119666667,22.0720066667,7.0854,7.6358,9.34166666667,18.6202,10.0272333333
405.75,10.8845,23.6280666667,17.6367333333,22.1163666667,7.12333333333,7.683,9.34033333335,18.6579333333,10.0536
406.11,10.9009666667,23.6384666667,17.6789333333,22.1326533333,7.14046666667,7.69626666667,9.35010000001,18.671,10.0484666667
406.47,10.9499,23.6844666667,17.7014666667,22.18418,7.166,7.72183333333,9.35409999999,18.6996666667,10.0391
406.83,11.0052,23.7566666667,17.7907,22.2818,7.23653333333,7.76886666667,9.40350000001,18.7651333333,10.0788333333
407.19,11.0179666667,23.8225333333,17.8733666667,22.37002,7.2896,7.7905,9.45863333333,18.825,10.1087666667
407.55,11.0679666667,23.8973333333,17.8901333333,22.4398066667,7.3482,7.81493333333,9.49413333333,18.8891333333,10.1117666667
407.90,11.0753333333,23.9434,17.9622333333,22.5317066667,7.3588,7.81846666667,9.52273333332,18.9316,10.1175666667
408.26,11.0912666667,24.0116666667,17.9987333333,22.5846133333,7.36833333333,7.83263333333,9.54273333332,18.9638,10.0945333333
408.62,11.0942666667,24.0652,18.0575666667,22.6137266667,7.37033333333,7.85053333333,9.5304,18.9556666667,10.0792
408.98,11.0235333333,24.0523333333,18.0113333333,22.6092533333,7.30273333333,7.77353333333,9.49476666666,18.9027333333,10.0125333333
409.34,11.0239333333,24.1322666667,18.0709666667,22.7007866667,7.30393333333,7.7802,9.50800000001,18.9707333333,10.0140666667
409.70,10.9651,24.1370666667,18.0611,22.7006666667,7.2498,7.72136666667,9.47743333335,18.9596666667,9.96196666666
410.06,10.9821333333,24.2030666667,18.0862333333,22.7543133333,7.25493333333,7.73263333333,9.48936666665,19.0074666667,9.97733333333
410.42,10.9541666667,24.2048666667,18.0680666667,22.7561533333,7.2228,7.7081,9.46126666667,18.9856,9.9683
410.77,10.9103,24.1858666667,18.0122,22.71906,7.171,7.65403333333,9.41276666666,18.9270666667,9.92436666667
411.13,10.9052333333,24.1906,18.0043666667,22.7356666667,7.13606666667,7.61863333333,9.38236666667,18.9162666667,9.9045
411.49,10.9133,24.2645333333,18.0385333333,22.80512,7.1348,7.63983333333,9.41203333333,18.9624,9.93146666666
411.85,10.9578333333,24.3387333333,18.0490666667,22.8529333333,7.16626666667,7.65936666667,9.42273333334,18.9911333333,9.96589999999
412.21,10.9870666667,24.4252,18.1114333333,22.9291866667,7.17866666667,7.64876666667,9.45060000001,19.0494,10.002
412.57,10.9704333333,24.4612666667,18.1103333333,22.94532,7.14446666667,7.63173333333,9.4433,19.0680666667,9.99543333332
412.92,11.0159,24.5064,18.2106,23.0169733333,7.1808,7.69036666667,9.48956666667,19.1312666667,10.0462
413.28,11.0023666667,24.5343333333,18.1809666667,23.00118,7.1766,7.6822,9.47416666667,19.137,10.0213
413.64,11.006,24.6023333333,18.2435,23.0691533333,7.19333333333,7.6906,9.49573333332,19.1804,10.0364
414.00,10.9779333333,24.6276666667,18.2644333333,23.0986,7.1742,7.66053333333,9.49116666667,19.1788666667,9.99886666667
414.36,11.0339333333,24.7087333333,18.3622666667,23.1794866667,7.23113333333,7.71416666667,9.56220000001,19.2617333333,10.0538333333
414.72,11.0743,24.7813333333,18.4357666667,23.25378,7.28873333333,7.78016666667,9.6105,19.3338666667,10.0986666667
415.07,11.0494,24.798,18.4451666667,23.27502,7.29046666667,7.7937,9.61036666668,19.3295333333,10.0749
415.43,11.0285333333,24.7666666667,18.4188666667,23.2094,7.2764,7.77223333333,9.57549999999,19.2857333333,10.0363
415.79,10.9738666667,24.7194666667,18.3938333333,23.17402,7.2206,7.72163333333,9.53693333332,19.2524,9.97663333333
416.15,10.9505333333,24.6704,18.3719333333,23.1490933333,7.2136,7.70753333333,9.5078,19.194,9.94503333334
416.51,10.9585,24.6877333333,18.4082333333,23.21004,7.241,7.7367,9.53183333333,19.2259333333,9.98089999999
416.86,10.9259,24.6859333333,18.3714666667,23.2001066667,7.201,7.68603333333,9.50276666667,19.1954666667,9.96230000001
417.22,10.9468,24.7066666667,18.4030333333,23.22868,7.1884,7.6982,9.51156666666,19.1868,9.96923333332
417.58,10.9070333333,24.6666666667,18.3666333333,23.1891,7.1468,7.65396666667,9.48463333332,19.1514666667,9.92103333335
417.94,10.9132666667,24.6526666667,18.3665,23.1916866667,7.13326666667,7.66203333333,9.47386666667,19.1468,9.93783333334
418.29,10.8784,24.6337333333,18.3286666667,23.1650866667,7.1138,7.6295,9.44713333333,19.1174666667,9.89933333333
418.65,10.8551333333,24.6376,18.3008,23.1653733333,7.0842,7.60396666667,9.41586666667,19.0824,9.87436666667
419.01,10.8582,24.6469333333,18.3001333333,23.1778533333,7.0684,7.59823333333,9.40613333332,19.0704666667,9.86676666667
419.37,10.8423,24.6544666667,18.3136,23.2210466667,7.04953333334,7.58153333333,9.39473333332,19.0763333333,9.85783333333
419.73,10.8325,24.6774,18.2964333333,23.2367266667,7.0466,7.58023333333,9.39486666667,19.0758,9.8495
420.08,10.8398666667,24.6985333333,18.2936666667,23.2583933333,7.04386666667,7.59296666667,9.40333333333,19.0797333333,9.86283333333
420.44,10.8349666667,24.7099333333,18.2804333333,23.2702466667,7.02586666667,7.57626666667,9.3851,19.0726,9.83886666667
420.80,10.8401,24.7404,18.2959,23.3034266667,7.04766666667,7.60183333333,9.39976666667,19.0863333333,9.83833333332
421.16,10.8077,24.7382666667,18.2952,23.3104666666,7.03226666667,7.57676666667,9.37560000001,19.0581333333,9.81403333335
421.51,10.8074,24.7566666667,18.3058,23.34052,7.03846666667,7.58423333333,9.37463333333,19.0688,9.82463333334
421.87,10.7747,24.7506,18.2783,23.3378266667,7.01186666667,7.5583,9.35086666667,19.0504666667,9.78580000001
422.23,10.7872666667,24.7732666667,18.2793,23.3762133333,7.00666666667,7.5633,9.35666666666,19.0699333333,9.79863333332
422.58,10.7831333333,24.7828,18.2950333333,23.3923933333,6.99646666667,7.55136666667,9.36043333335,19.0812,9.78893333334
422.94,10.7928,24.8208,18.3122,23.4292866667,7.00973333333,7.56726666667,9.37843333333,19.1097333333,9.80576666667
423.30,10.7897333333,24.8270666667,18.3186,23.44258,7.00446666667,7.55643333333,9.37636666667,19.1038666667,9.80726666667
423.66,10.7937,24.8268666667,18.3461666667,23.46118,7.0012,7.56093333333,9.37756666667,19.103,9.80943333333
424.01,10.7798,24.8380666667,18.3534333333,23.4744466667,6.97553333333,7.53426666667,9.36566666667,19.0961333334,9.78089999999
424.37,10.7420666667,24.8243333333,18.3442,23.4547066667,6.94353333333,7.50236666667,9.33396666668,19.0682,9.73680000001
424.73,10.7376,24.8204666667,18.3506666667,23.46502,6.9292,7.48533333333,9.32916666667,19.0692666667,9.72493333333
425.08,10.7384666667,24.8365333333,18.3568666667,23.4891666667,6.93226666667,7.4876,9.33296666667,19.0944666666,9.72426666667
425.44,10.7766666667,24.8839333334,18.4085,23.5428933333,6.95846666667,7.51396666667,9.37500000001,19.1204666667,9.75190000001
425.80,10.8154,24.9498666667,18.4668666667,23.5974466667,7.0034,7.5442,9.40526666666,19.1536,9.78256666667
426.16,10.8151333333,24.9810666667,18.506,23.6186733334,7.009,7.53843333333,9.40056666667,19.1628666667,9.77563333334
426.51,10.8268333333,25.0181333334,18.5285,23.6633266667,7.01926666667,7.53926666667,9.40589999999,19.1877333333,9.77753333334
426.87,10.8253333333,25.0514,18.5664333333,23.6990466667,7.02713333333,7.53976666667,9.40679999999,19.2131333333,9.78053333333
427.23,10.8301333333,25.0979333333,18.6064333333,23.73736,7.04086666667,7.55333333333,9.41723333333,19.2442,9.76483333334
427.58,10.8385666667,25.1684,18.6494,23.80556,7.05586666667,7.55096666667,9.42236666667,19.284,9.765
427.94,10.8656333333,25.2403333333,18.6738,23.8861866667,7.0964,7.59293333333,9.45733333335,19.3406666667,9.80530000001
428.30,10.9151666667,25.3242,18.7475333333,23.9732466666,7.15793333333,7.6302,9.51403333334,19.3966666667,9.85476666667
428.65,10.9332333333,25.4094666667,18.7976666667,24.0362933333,7.18353333333,7.6474,9.51833333334,19.4445333333,9.88470000001
429.01,10.9584,25.4467333333,18.8369,24.0873733333,7.215,7.65906666667,9.54533333333,19.4692,9.89479999999
429.37,10.9622666667,25.4940666667,18.8589333333,24.1430066667,7.21833333334,7.67756666667,9.55876666668,19.5122,9.89176666668
429.72,10.9944,25.5542,18.9053,24.2234333333,7.256,7.70693333333,9.59456666668,19.5598,9.92599999999
430.08,11.0090333333,25.6164,18.9668666667,24.3116333333,7.26626666667,7.7312,9.6332,19.5964666667,9.9459
430.44,11.0472,25.6720666666,19.0241,24.37756,7.3088,7.76566666667,9.6802,19.6374,9.97563333333
430.79,11.0356333333,25.7022666667,19.0256,24.41562,7.28206666667,7.7401,9.66946666666,19.6297333333,9.95723333333
431.15,11.0724,25.7658,19.0634333333,24.4959533333,7.29133333333,7.7454,9.71766666667,19.6892,9.9846
431.50,11.093,25.8043333333,19.0878,24.5401866667,7.31646666667,7.7543,9.74036666666,19.7185333333,10.0039333333
431.86,11.0831,25.8489333333,19.1105666667,24.5712466667,7.3238,7.76513333333,9.7367,19.7326,9.98386666666
432.22,11.1029666667,25.9014,19.1471,24.63102,7.33633333333,7.78553333333,9.76713333333,19.7936666667,10.0122666667
432.57,11.1201,25.9419333333,19.1675666667,24.6801533333,7.3504,7.81013333333,9.81216666667,19.8218666667,10.0169333333
432.93,11.1238,25.9882,19.1757666667,24.7058933333,7.35466666666,7.80336666667,9.81899999999,19.8384666667,10.0219333333
433.29,11.1269333333,26.0320666667,19.1772333333,24.7245533333,7.34586666667,7.7754,9.80389999999,19.8402,10.0140666667
433.64,11.0711666667,25.9976,19.1227333333,24.6950666667,7.30126666667,7.734,9.78163333333,19.8114666667,9.97919999999
434.00,11.0806333333,26.021,19.1314,24.7202066667,7.30673333333,7.73166666667,9.7884,19.8302,9.98086666668
434.35,11.0401666667,26.0292,19.1116333333,24.7069466667,7.2704,7.70093333333,9.74973333332,19.813,9.95313333335
434.71,11.0216333333,26.0305333333,19.0936333333,24.7044466667,7.2572,7.67163333333,9.74493333334,19.8109333333,9.92486666667
435.07,11.0371666667,26.0632,19.1113333333,24.72884,7.2832,7.6931,9.74986666667,19.8116,9.94390000001
435.42,11.0442333333,26.1222,19.1360666667,24.775,7.27826666667,7.68793333333,9.76053333333,19.83,9.94263333333
435.78,11.0663,26.1678,19.2014,24.8256066667,7.2866,7.67793333333,9.77826666665,19.8762,9.95006666667
436.13,11.0808666667,26.2206,19.2139333333,24.85392,7.3024,7.68666666667,9.79026666667,19.8936,9.95346666667
436.49,11.0592333333,26.2306666667,19.2071666667,24.8596133333,7.27546666666,7.6454,9.75746666667,19.8858666667,9.92466666666
436.84,11.0716333333,26.2956666667,19.2490333333,24.93252,7.2972,7.65413333333,9.78496666667,19.9368666667,9.94009999999
437.20,11.0797666667,26.3384666667,19.2878333333,24.98422,7.31646666666,7.66613333333,9.81316666667,19.9654,9.95653333334
437.56,11.1483333333,26.4531333333,19.3891333333,25.0899133333,7.37273333333,7.70756666667,9.86579999999,20.0456666667,10.0065333333
437.91,11.1559666667,26.4953333333,19.4227,25.11334,7.40673333333,7.73266666667,9.89173333335,20.0742,10.0245333333
438.27,11.2074,26.5917333333,19.4949333333,25.2086333333,7.4688,7.77396666667,9.96469999999,20.1594,10.0923
438.62,11.2552,26.6816666667,19.5695,25.30414,7.52953333333,7.83616666667,10.017,20.2436666667,10.1597333333
438.98,11.2538666667,26.7116666667,19.5730666667,25.3285333333,7.52686666667,7.82553333333,10.0085333333,20.2473333333,10.1490333333
439.33,11.2531,26.7420666667,19.6054333333,25.3609533333,7.52753333333,7.8413,10.0202,20.2747333333,10.1563666667
439.69,11.2643,26.7582666667,19.6165666667,25.3808866667,7.5266,7.8414,10.0324333333,20.2813333333,10.1689333333
440.04,11.2675,26.7905333333,19.6461,25.4159133333,7.5288,7.84616666667,10.0488,20.3006666667,10.1720666667
440.40,11.3023,26.848,19.6838,25.4516133333,7.576,7.8853,10.0951,20.3356,10.2091333333
440.75,11.3157,26.8756666667,19.7036666667,25.4783266667,7.565,7.90363333333,10.1136,20.3393333333,10.2076666667
441.11,11.3239,26.8879333333,19.7166,25.5032,7.57546666667,7.90623333333,10.1279666667,20.3614,10.2055
441.47,11.3182333333,26.9052,19.7244,25.5371133333,7.5578,7.8908,10.1209,20.3626666667,10.1905333333
