wavelength,Back_SpoHyxm,Belly_SpoHyxm,Breast_SpoHyxm,Crissum_SpoHyxm,Crown_SpoHyxm,DorTail_SpoHyxm,Patch10_SpoHyxm,Rump_SpoHyxm,Throat_SpoHyxm,WingTip_SpoHyxm
379.44,10.937,8.7208,7.37533333333,9.60866666667,15.1327833334,7.16746666667,25.2506,8.95326666668,9.93163333335,9.74655555554
379.80,10.8824666667,8.68123333333,7.30773333333,9.51846666667,15.0974666667,7.09846666667,25.2839333333,8.88580000001,9.87576666665,9.70033333334
380.16,10.8626666667,8.68783333333,7.42393333333,9.51433333333,15.1391666667,7.0937,25.3092,8.88366666667,9.85706666667,9.71544444445
380.52,10.7485333333,8.61813333333,7.2866,9.42806666666,15.0752833333,7.0035,25.2184,8.75159999999,9.81943333333,9.61300000001
380.88,10.7757333333,8.65903333333,7.27013333333,9.44473333333,15.12435,7.01533333333,25.2416666667,8.76986666667,9.88140000001,9.45388888888
381.24,10.7481333333,8.64193333333,7.27673333333,9.3958,15.1402333333,6.96063333333,25.2220666667,8.77733333333,9.91806666669,9.48055555554
381.61,10.8358666667,8.73253333333,7.38746666667,9.53293333334,15.2827166667,7.05323333334,25.3851333333,8.9186,10.0712666666,9.62455555554
381.97,10.9718,8.85903333333,7.50706666667,9.67173333334,15.44485,7.18646666667,25.5847333333,9.04953333333,10.2168666667,9.77466666666
382.33,10.9322,8.87056666666,7.52706666667,9.7084,15.5186666667,7.20683333333,25.6032666667,9.03480000001,10.1965333333,9.80122222222
382.69,10.9410666667,8.86183333333,7.61466666667,9.78706666667,15.6227666666,7.26406666667,25.6871333333,9.15193333333,10.1967333333,9.77944444443
383.05,11.0038,8.9595,7.60906666667,9.85006666668,15.6423666667,7.31673333333,25.7428666667,9.2298,10.2639,9.84655555556
383.41,10.967,8.93013333333,7.60766666667,9.87986666667,15.6502166667,7.3062,25.7202666667,9.22033333333,10.2437333333,9.76233333332
383.77,10.9682666667,8.94146666666,7.62066666667,9.9406,15.6801333333,7.30333333333,25.7842666667,9.28766666667,10.2971666667,9.78577777777
384.14,10.9924666667,8.95316666667,7.60986666667,10.0131333333,15.7205333333,7.32903333333,25.8718666667,9.33780000001,10.3882,9.75933333334
384.50,11.0644,9.06043333333,7.65253333333,10.0692,15.7905666667,7.34203333333,25.955,9.41613333333,10.4038,9.81933333334
384.86,11.1586666667,9.20323333333,7.74146666667,10.1754,15.87825,7.44323333333,26.0610666667,9.51540000001,10.4634,10.0101111111
385.22,11.3201333333,9.31516666667,7.87713333333,10.3542666667,16.0079333333,7.55736666667,26.245,9.65419999999,10.5827333333,10.0971111111
385.58,11.4528,9.45356666666,8.00993333333,10.479,16.1048333333,7.70993333333,26.3326,9.76359999999,10.6942666667,10.0527777778
385.94,11.2511333333,9.28563333333,7.88166666667,10.3148666667,15.9455666667,7.53406666667,26.2120666666,9.61806666667,10.5475666667,9.88955555556
386.30,11.1212,9.1859,7.7878,10.2084666667,15.8122666667,7.3952,26.1308666667,9.52539999999,10.4802666667,9.72477777777
386.66,11.1347333333,9.15653333334,7.6902,10.168,15.7789,7.33226666667,26.1480666667,9.47966666667,10.4949333333,9.609
387.03,11.1021333333,9.12866666667,7.67286666667,10.2064666667,15.8305666667,7.29936666667,26.2302666667,9.45500000001,10.5004666667,9.61144444443
387.39,11.2089333334,9.2164,7.773,10.3002,15.91365,7.42106666667,26.3587333333,9.58533333334,10.655,9.73777777779
387.75,11.2064,9.22896666667,7.76433333333,10.2644,15.8679833333,7.3803,26.3228666667,9.58679999999,10.6351666667,9.706
388.11,11.1396,9.15163333333,7.68093333333,10.1499333333,15.8024,7.27373333333,26.2306,9.47846666666,10.528,9.648
388.47,11.1884666667,9.1704,7.75686666667,10.2135333333,15.8414666667,7.3316,26.2958,9.51620000001,10.6365666666,9.74011111112
388.83,11.1466666667,9.10046666667,7.733,10.1766666667,15.8479,7.25993333333,26.3309333333,9.51273333334,10.6135666667,9.70966666667
389.19,11.0725333333,9.01643333333,7.659,10.0866666667,15.7978166667,7.1971,26.3225333333,9.41146666667,10.5143666667,9.61833333333
389.55,10.9978666667,8.90423333333,7.53086666667,9.97299999999,15.74045,7.0578,26.354,9.27366666666,10.4063,9.56611111111
389.91,11.1184666667,8.97543333333,7.59946666667,10.0360666667,15.8508666667,7.153,26.4524666667,9.34593333333,10.4926,9.60988888888
390.27,11.1758,8.99596666667,7.58713333333,10.0757333333,15.8978,7.1551,26.5432666667,9.34513333332,10.4826666667,9.61688888888
390.63,11.1939333333,9.07373333333,7.64753333333,10.1376666667,15.9200333333,7.18396666667,26.6192,9.35086666666,10.5153333333,9.76011111111
391.00,11.2609333333,9.08756666666,7.7236,10.122,15.9294333333,7.1924,26.622,9.38580000001,10.5425,9.72300000001
391.36,11.2076666667,9.04950000001,7.68793333333,10.054,15.8656,7.09986666667,26.6350666667,9.28673333332,10.4582666667,9.64977777779
391.72,11.2631333333,9.08136666667,7.74273333333,10.1202666667,15.9653333334,7.16866666667,26.7310666667,9.30679999999,10.5050666667,9.655
392.08,11.2588,9.11233333334,7.76326666667,10.1438666667,15.96205,7.12716666667,26.7358,9.32126666666,10.5125666667,9.62888888888
392.44,11.2227333333,9.07126666666,7.68553333333,10.1117333333,15.93345,7.0791,26.7336666667,9.28893333334,10.5097333333,9.57544444446
392.80,11.1257333333,9.01596666667,7.6038,10.0197333333,15.8403666667,6.98966666667,26.6415333333,9.17746666667,10.4562333333,9.4178888889
393.16,11.1297333334,9.0116,7.60246666667,10.0266,15.85495,6.99143333333,26.6462666667,9.22193333333,10.4847333333,9.41955555557
393.52,11.0720666667,8.97880000001,7.63066666667,10.0294666667,15.81025,6.9341,26.5101333333,9.20086666667,10.4606333333,9.35199999999
393.88,11.1099333333,9.0068,7.6634,10.0969333333,15.8933166667,6.90966666667,26.6176666667,9.24526666667,10.4821,9.34977777779
394.24,11.2384666667,9.16836666667,7.81166666667,10.2118,16.0236833333,7.06696666667,26.7419333334,9.40973333333,10.6514333333,9.49355555554
394.60,11.3201333333,9.23193333333,7.89553333333,10.2595333333,16.1256666667,7.14226666667,26.7710666667,9.51026666666,10.7263333333,9.58211111111
394.96,11.3659333333,9.3365,7.97053333333,10.3217333333,16.2031666667,7.2358,26.8252666667,9.55486666666,10.7947666667,9.67422222222
395.32,11.4715333333,9.45476666667,8.0586,10.4506,16.3895666667,7.3706,26.9405333333,9.70913333334,10.9242666667,9.8051111111
395.68,11.4512,9.44443333334,8.00246666667,10.4238,16.3675833333,7.35613333333,26.9244666667,9.71506666667,10.9212,9.81122222221
396.04,11.474,9.45743333333,8.01066666667,10.4376666667,16.4376666667,7.4199,27.0137333333,9.73453333334,10.9728666667,9.86888888889
396.40,11.6117333333,9.59819999999,8.21673333333,10.5974,16.5912,7.54496666667,27.1585333333,9.87200000001,11.1148666667,9.98577777779
396.76,11.6676,9.6182,8.24866666667,10.6692666667,16.6511333333,7.60916666667,27.2176,9.94126666666,11.1772,10.0742222222
397.12,11.635,9.61826666666,8.21713333333,10.6444,16.6440166667,7.542,27.2281333333,9.87353333334,11.1293333333,10.0546666667
397.48,11.6598666667,9.57753333333,8.13546666667,10.6232666667,16.6675333333,7.53763333333,27.3384666666,9.88360000001,11.093,10.0367777778
397.84,11.7253333334,9.69413333333,8.176,10.6687333333,16.7141166667,7.5908,27.3918666667,9.9442,11.1689666667,10.1528888889
398.20,11.7215333333,9.66710000001,8.184,10.6852666667,16.7185833333,7.58436666667,27.3915333333,9.9096,11.1878333333,10.1517777778
398.56,11.6341333334,9.58773333333,8.138,10.6270666667,16.6697333333,7.4892,27.4182,9.81053333333,11.1164,9.99844444444
398.92,11.5793333333,9.53513333333,8.0804,10.578,16.6692666667,7.37573333333,27.4251333333,9.78500000001,11.0935,9.99099999999
399.28,11.5048666667,9.46440000001,8.05026666667,10.5173333333,16.5779166667,7.27553333333,27.372,9.70726666666,11.0398,9.93955555557
399.64,11.5346666667,9.51879999999,8.15693333333,10.5617333333,16.6592,7.2594,27.4774666667,9.73553333334,11.0736333333,9.96866666665
400.00,11.5426,9.54679999999,8.1738,10.6125333333,16.6878666667,7.24726666667,27.4922666667,9.72119999999,11.0916666667,9.93488888888
400.36,11.5048666667,9.53546666666,8.13533333333,10.5630666667,16.6692,7.18143333333,27.501,9.69026666666,11.0426,9.86977777778
400.72,11.6032,9.62633333334,8.25733333333,10.6853333333,16.7852,7.23003333333,27.6587333333,9.7862,11.1371666667,9.95177777777
401.08,11.6269333333,9.61546666666,8.29053333333,10.7341333333,16.8082833333,7.25403333333,27.7140666667,9.81053333335,11.1939,9.95144444443
401.44,11.6375333333,9.65566666667,8.37186666667,10.7610666667,16.8202666667,7.28723333333,27.7440666667,9.84853333334,11.2684666666,10.0063333333
401.80,11.5831333333,9.56296666667,8.30746666667,10.7009333333,16.7582833333,7.20386666667,27.7415333333,9.77653333333,11.2090333333,9.89144444445
402.16,11.5980666667,9.55633333333,8.31233333333,10.7252666667,16.76575,7.19256666667,27.7786666667,9.80206666667,11.2035666667,9.86355555554
402.52,11.6746666667,9.62473333333,8.35466666667,10.7864,16.8262,7.2384,27.897,9.91813333332,11.2823666667,9.91322222221
402.88,11.6822,9.61546666667,8.3496,10.7956666667,16.8133166667,7.23016666667,27.944,9.92213333333,11.3281333333,9.85555555557
403.24,11.7155333333,9.65066666667,8.361,10.7979333333,16.8097,7.21726666667,28.0076666667,9.93853333335,11.3702666667,9.82211111112
403.60,11.763,9.67200000001,8.4066,10.8451333333,16.8268333333,7.25843333333,28.0356666667,9.97773333333,11.4293333333,9.84788888889
403.95,11.8601333333,9.71983333334,8.495,10.9186666667,16.8823,7.33053333333,28.1474666667,10.0688666667,11.5272666667,9.93288888889
404.31,11.8718666667,9.72319999999,8.5016,10.9061333333,16.8892,7.37443333334,28.143,10.0703333333,11.5518666667,9.87866666667
404.67,11.8918,9.69410000001,8.49733333333,10.8816,16.9143833333,7.35733333333,28.1676,10.0618666667,11.5548333333,9.88833333334
405.03,11.8931333333,9.69546666666,8.50666666667,10.8899333333,16.9300333333,7.35826666667,28.233,10.0966666667,11.6063666667,9.85633333334
405.39,11.9518666667,9.74423333333,8.5154,10.9472,16.98855,7.41336666667,28.2884666667,10.1347333333,11.6738666667,9.93022222223
405.75,11.9881333333,9.82243333334,8.591,11.0195333333,17.0532833333,7.47366666667,28.3476,10.2086,11.7720666667,10.0046666667
406.11,11.9788666667,9.82259999999,8.58133333333,11.0086,17.0680833333,7.44463333333,28.3863333333,10.1826666667,11.7983666667,9.9841111111
406.47,12.0143333333,9.85776666667,8.61993333333,11.0729333333,17.1498666666,7.45933333333,28.4294666667,10.2040666667,11.8774666667,10.0587777778
406.83,12.0496666667,9.89589999999,8.64393333333,11.1148,17.1839833333,7.5204,28.4412666667,10.2246666667,11.8882666667,10.0918888889
407.19,12.1170666667,9.96549999999,8.6966,11.1888,17.2620666667,7.5889,28.5043333333,10.2734,11.9224333333,10.1357777778
407.55,12.0922,9.95156666667,8.65313333333,11.1834666667,17.2841833333,7.5714,28.5025333333,10.2630666667,11.9471333333,10.1228888889
407.90,12.0864666667,9.9842,8.63993333333,11.186,17.30055,7.54473333333,28.4988666667,10.2804666667,11.9634,10.1085555556
408.26,12.1125333333,10.0174333333,8.62746666667,11.2234,17.3169166667,7.51886666667,28.5688666667,10.3072,11.9790333333,10.1561111111
408.62,12.1080666667,10.0619666667,8.59313333333,11.2366666667,17.32815,7.50686666667,28.6358666667,10.3038666667,12.0253333333,10.1212222222
408.98,12.1493333333,10.1362333333,8.69906666667,11.318,17.4047333333,7.5776,28.6914,10.3498666667,12.0676666667,10.1788888889
409.34,12.2024666667,10.1740666667,8.78393333333,11.3947333333,17.48295,7.58396666667,28.8004,10.4040666667,12.0987,10.1942222222
409.70,12.2639333333,10.1938666667,8.8386,11.4372666667,17.5170666667,7.6164,28.8816,10.4415333333,12.1574333333,10.2512222222
410.06,12.2972,10.2217,8.9338,11.4802,17.5585666667,7.63533333333,28.978,10.5118666667,12.2017,10.2622222222
410.42,12.3012666667,10.2713666667,8.95586666667,11.4978666667,17.5675666667,7.6433,28.9897333333,10.5190666667,12.1963,10.1993333333
410.77,12.3097333333,10.3038666667,9.0134,11.5104666666,17.6084333333,7.6337,29.0688666667,10.5421333333,12.2293,10.2198888889
411.13,12.2728666667,10.2730666667,9.00113333333,11.499,17.6355333333,7.5819,29.0991333333,10.5260666667,12.2468666667,10.1747777778
411.49,12.2678666667,10.2852,9.0544,11.4910666667,17.6231,7.554,29.1568,10.5318,12.2583666667,10.1513333333
411.85,12.287,10.2947,9.0874,11.5260666666,17.63965,7.56103333333,29.2092,10.569,12.2778333333,10.142
412.21,12.3076666666,10.2891666667,9.15333333333,11.5534,17.6997166667,7.58706666667,29.2848666667,10.5987333333,12.3423333333,10.1665555556
412.57,12.3261333334,10.3061,9.233,11.6002666667,17.7293333333,7.61716666667,29.3287333333,10.6545333333,12.3700333333,10.195
412.92,12.3466,10.3261666667,9.20386666667,11.5964,17.7685833333,7.57396666667,29.3872666667,10.6712666667,12.4126,10.2101111111
413.28,12.2730666667,10.3104666667,9.15913333333,11.529,17.7249666667,7.52443333333,29.381,10.6460666667,12.4116333333,10.135
413.64,12.3024,10.3822,9.25746666667,11.6073333333,17.8225666667,7.56656666667,29.4740666667,10.6982666667,12.4565666667,10.1751111111
414.00,12.3247333333,10.4417666667,9.23786666667,11.6446,17.8504,7.56643333333,29.4938666667,10.6781333333,12.4660666667,10.1968888889
414.36,12.3805333333,10.4786333333,9.31353333333,11.7082666667,17.9068666667,7.60766666667,29.5952,10.7603333333,12.5251666667,10.2726666667
414.72,12.3912666667,10.4647666667,9.31913333333,11.7373333333,17.9067333333,7.60416666667,29.6162,10.7819333333,12.5542,10.2756666667
415.07,12.4314666667,10.4949333333,9.35286666667,11.7988666667,17.9089,7.65693333333,29.659,10.8239333333,12.6046,10.3216666667
415.43,12.4728666667,10.5096666667,9.34893333333,11.8573333333,17.9685166667,7.68213333333,29.7168666667,10.8505333333,12.6307333333,10.2976666667
415.79,12.5099333333,10.5734,9.3822,11.898,18.0478,7.7202,29.8298,10.8810666667,12.6822,10.3557777778
416.15,12.5968666667,10.6822666667,9.47846666667,12.0063333333,18.1352,7.8136,29.9272666667,10.9682666667,12.7886666667,10.4338888889
416.51,12.6177333333,10.7112333333,9.49633333333,12.0361333333,18.1326666666,7.8274,29.9349333333,10.9851333333,12.8131666667,10.4514444444
416.86,12.6167333333,10.7235333333,9.53000000001,12.0397333333,18.09145,7.82573333333,29.9404666667,10.977,12.8326,10.407
417.22,12.6200666667,10.7385666667,9.54406666666,12.0833333333,18.1013666667,7.81696666667,29.9869333333,10.9709333333,12.8565,10.4216666667
417.58,12.529,10.6432333333,9.43446666667,11.9827333333,17.9942666667,7.7146,29.8842666667,10.8840666667,12.7911666667,10.3078888889
417.94,12.5337333333,10.6553,9.4346,11.9982666667,17.9926833333,7.7202,29.8762,10.9172,12.8136333333,10.309
418.29,12.4923333333,10.6317666667,9.36813333334,11.9579333333,17.9530666666,7.67283333333,29.8688666667,10.8516666667,12.7926666667,10.262
418.65,12.5040666667,10.6488666667,9.37513333334,11.9706666666,17.9701833333,7.6409,29.8897333333,10.8566,12.8181333333,10.2225555556
419.01,12.5053333333,10.6394333333,9.36959999999,11.9488666667,17.9743666667,7.62863333333,29.8821333333,10.8530666667,12.8227666667,10.2188888889
419.37,12.5169333333,10.6964,9.4192,11.9862,17.9904333333,7.65213333333,29.9287333333,10.881,12.8552,10.2525555556
419.73,12.4896666667,10.6749666667,9.43313333334,11.9787333333,17.9680666667,7.62816666667,29.9268,10.8674,12.8425,10.2456666667
420.08,12.4171333333,10.5922,9.37673333333,11.9284666667,17.8845666667,7.54296666667,29.8452,10.8000666667,12.7935333333,10.1424444444
420.44,12.4366,10.6015666667,9.4178,11.932,17.9189333333,7.53886666667,29.8952666667,10.8108,12.8141666667,10.1577777778
420.80,12.4702666667,10.633,9.4456,11.9717333333,17.96,7.55646666667,29.9211333333,10.8530666667,12.8510333333,10.192
421.16,12.5054666667,10.6746333333,9.49679999999,12.004,17.9951,7.57336666667,29.944,10.9092666667,12.8935,10.222
421.51,12.5276,10.6965666667,9.52699999999,12.0271333333,18.0266833333,7.57256666666,29.9768,10.9345333333,12.9304,10.2363333333
421.87,12.5289333333,10.7134,9.55186666667,12.0404666667,18.0488,7.57626666667,30.0216,10.9472,12.9777333333,10.2551111111
422.23,12.5048666667,10.6902,9.57786666666,12.0362666667,18.0421,7.56716666667,30.0118,10.9368,12.9835333333,10.2227777778
422.58,12.5022,10.6987666667,9.6198,12.0487333333,18.0516166667,7.5891,30.0295333333,10.9606666667,12.9936,10.2337777778
422.94,12.5196666667,10.7406666667,9.6632,12.0902,18.08305,7.59566666667,30.0724666667,10.9886,13.0354333333,10.2406666667
423.30,12.5280666667,10.7374666667,9.66393333333,12.1005333333,18.10275,7.5975,30.0957333333,11.0144,13.0747666666,10.2515555556
423.66,12.5538666667,10.7817333333,9.68813333333,12.1426666667,18.1347166667,7.6214,30.124,11.0576,13.1384,10.2652222222
424.01,12.6209333333,10.8541666667,9.75546666667,12.1972,18.2151166667,7.6654,30.2191333333,11.1199333333,13.1994666667,10.3685555556
424.37,12.5966,10.8653333333,9.72999999999,12.2003333333,18.2155166667,7.64763333333,30.2226,11.1162666667,13.2132666667,10.3392222222
424.73,12.59,10.8674333333,9.74366666667,12.2018,18.2274166667,7.64786666667,30.2695333333,11.1144,13.2108666666,10.3184444444
425.08,12.5483333333,10.8242,9.73213333333,12.1758666667,18.2053833333,7.62426666667,30.2546,11.063,13.1999333333,10.2633333333
425.44,12.596,10.8877,9.78586666667,12.2398,18.2638,7.68843333333,30.3526666667,11.1207333333,13.2522666667,10.2836666667
425.80,12.6063333333,10.8986333333,9.81000000001,12.2634666667,18.2954,7.68866666667,30.3985333333,11.1381333333,13.2598333333,10.2625555556
426.16,12.6859333333,10.9784,9.87580000001,12.3355333333,18.3689333333,7.7319,30.5107333333,11.2201333333,13.3523,10.3168888889
426.51,12.7356666667,11.0301,9.89979999999,12.4048,18.4373,7.75846666667,30.6114,11.2680666667,13.4221666667,10.3424444445
426.87,12.7476666667,11.0544333333,9.93513333333,12.4342666667,18.4765833333,7.77306666667,30.6828666666,11.3004,13.4716333333,10.3496666667
427.23,12.7852666667,11.1235,9.99133333333,12.4812,18.5272666667,7.7948,30.7270666667,11.3254,13.5055,10.3672222222
427.58,12.7889333333,11.1205,10.0112666667,12.4714,18.5511666667,7.7617,30.7567333333,11.3034666667,13.5023333333,10.3298888889
427.94,12.7484666667,11.1367,10.0110666667,12.4957333333,18.5525333333,7.75913333333,30.7780666667,11.3178,13.5371333333,10.2824444444
428.30,12.7634666667,11.1646333333,10.0615333333,12.5202666667,18.5695833333,7.78073333334,30.8214,11.3484666667,13.5733333333,10.2825555556
428.65,12.787,11.2146,10.0837333333,12.5574,18.6100666667,7.80063333333,30.8459333333,11.384,13.6155,10.3026666667
429.01,12.8451333333,11.2737333333,10.1082,12.6086,18.673,7.83013333333,30.8989333333,11.4628,13.6723666667,10.3436666667
429.37,12.8712,11.3387666667,10.1884666667,12.6565333333,18.7321166667,7.84886666667,30.9292,11.5034666667,13.7570666667,10.3998888889
429.72,12.8995333333,11.3815333333,10.2484666667,12.7148,18.7673166667,7.8785,30.9682,11.5462666667,13.8129333333,10.4511111111
430.08,12.8552666667,11.3752333333,10.2525333333,12.6918666667,18.7343666667,7.84843333333,30.9286,11.5326666667,13.8055,10.4394444444
430.44,12.8133333333,11.3439333333,10.2177333333,12.6715333333,18.7049,7.81323333334,30.9266,11.5016,13.784,10.4052222222
430.79,12.82,11.3623333333,10.2356,12.6879333333,18.7030666667,7.82203333333,30.8967333333,11.4903333333,13.7788666667,10.4244444445
431.15,12.8322,11.3584333333,10.2625333333,12.6894666667,18.6953666667,7.83603333333,30.9282,11.4968666667,13.8031666667,10.3935555556
431.50,12.8770666667,11.4153666667,10.2824666667,12.7342666667,18.72835,7.87356666667,30.9912666666,11.5716666667,13.8484666667,10.4524444445
431.86,12.885,11.4262,10.3094666667,12.7154,18.74785,7.83053333333,31.0208,11.5570666667,13.8537666667,10.4095555555
432.22,12.8854666667,11.447,10.3225333333,12.7478666667,18.7666833333,7.8231,31.0353333333,11.5640666667,13.878,10.4004444444
432.57,12.909,11.4893,10.3611333333,12.7883333333,18.8203833333,7.82976666667,31.0934666667,11.613,13.9599666667,10.4393333333
432.93,12.9738666667,11.5779666667,10.4549333333,12.8696666667,18.8805333333,7.87966666667,31.1910666667,11.6692666667,14.0349666667,10.5144444444
433.29,12.9391333333,11.5415666667,10.4107333333,12.8411333333,18.8236,7.82363333333,31.1481333333,11.6351333333,13.9933333333,10.4747777778
433.64,12.9304,11.5315333333,10.4220666667,12.8334,18.8273166667,7.8072,31.1527333333,11.6281333333,13.9893,10.446
434.00,12.9582,11.5333666667,10.4428666667,12.8629333333,18.8598333333,7.82546666667,31.1777333333,11.6506666667,14.0033333333,10.4503333333
434.35,13.0205333333,11.6069333333,10.5228,12.9122666667,18.9210333333,7.88136666667,31.248,11.7168666667,14.0939333333,10.4992222222
434.71,13.012,11.5952333333,10.5284,12.9041333333,18.9224166667,7.86026666667,31.2701333333,11.7146666667,14.1306333333,10.4943333333
435.07,12.9848,11.5648666667,10.5092,12.8954666667,18.9175,7.8132,31.2784,11.7018,14.1437666667,10.4713333333
435.42,12.9752666667,11.5778,10.5293333333,12.8931333333,18.92495,7.79916666666,31.2890666667,11.6866666667,14.1977333333,10.4434444445
435.78,13.0065333333,11.6261666667,10.5612,12.9463333333,18.9500333333,7.85493333333,31.3252666667,11.7452666667,14.2319666667,10.5144444445
436.13,13.0441333333,11.6747333333,10.61,12.9871333333,18.9947833333,7.8772,31.3969333333,11.7921333333,14.2956666667,10.5546666667
436.49,13.0165333333,11.6370666667,10.5956,12.9658666667,18.9322,7.8427,31.3655333333,11.7543333333,14.2632333333,10.5242222222
436.84,12.9800666667,11.6398,10.5680666667,12.9484666667,18.93485,7.8097,31.3658,11.7558,14.2731,10.4624444444
437.20,13.0306,11.7081333333,10.623,13.0047333333,19.0114333333,7.85183333333,31.4791333333,11.8133333333,14.3293333333,10.4937777778
437.56,13.0652,11.7684,10.6624,13.0391333333,19.04525,7.8702,31.5132666667,11.8452,14.3976,10.5325555556
437.91,13.0792666667,11.8229,10.6728666667,13.0798,19.0808333333,7.8805,31.5802666667,11.8610666667,14.4465,10.5605555556
438.27,13.0679333333,11.8303333333,10.6854666667,13.093,19.07425,7.86416666667,31.5633333333,11.8736,14.449,10.5386666667
438.62,13.1091333334,11.9062333333,10.7394666667,13.1526,19.1190333333,7.8811,31.6320666667,11.941,14.5019,10.5616666667
438.98,13.1197333333,11.9647333333,10.7598,13.1804,19.1151166667,7.8984,31.6471333333,11.9654,14.5289,10.6003333334
439.33,13.1048,11.9691333333,10.7708666667,13.2154666667,19.0920333333,7.90486666667,31.6492,11.9784666667,14.5322,10.6196666667
439.69,13.1084666667,11.9785,10.7890666667,13.2356666667,19.0958,7.8826,31.6522666667,11.9702666667,14.5549666667,10.5646666667
440.04,13.1297333333,12.0138666667,10.8246666667,13.2724,19.1072333333,7.89093333333,31.6733333333,11.9998666667,14.5893333333,10.5941111111
440.40,13.1367333333,12.0498666667,10.8531333333,13.3093333333,19.12635,7.90346666667,31.678,12.0228,14.6311333334,10.6107777778
440.75,13.1403333333,12.0630666667,10.8701333333,13.3198666667,19.1166166667,7.9001,31.6830666667,12.0312666667,14.6533666667,10.6341111111
441.11,13.1251333333,12.0392666667,10.8703333333,13.3194,19.0853166667,7.88613333333,31.6401333333,12.0222666667,14.6734,10.6168888889
441.47,13.1145333333,12.0489666667,10.8462,13.3275333333,19.05955,7.8792,31.657,12.0350666667,14.6684,10.6017777778
441.82,13.1488666667,12.0867333333,10.9273333333,13.3673333333,19.0845166667,7.91373333333,31.6782666667,12.0934666667,14.7222,10.623
442.18,13.1461333333,12.1117666667,10.939,13.3694666667,19.0756666667,7.9121,31.6784666667,12.0798666667,14.7432,10.6236666667
442.53,13.1530666667,12.1195333333,10.9747333333,13.3864666667,19.08445,7.9062,31.7011333333,12.0989333333,14.7605333333,10.6132222222
442.89,13.1940666667,12.1578333333,11.0477333333,13.4464666667,19.1501666667,7.93816666667,31.7736,12.1599333333,14.8341666667,10.6337777778
443.24,13.2379333333,12.2052,11.1228666667,13.4787333333,19.2083166666,7.9554,31.8155333333,12.2047333333,14.888,10.6211111111
443.60,13.2758666667,12.2610666667,11.1982,13.5205333333,19.2665,7.97619999999,31.911,12.2564,14.9653666667,10.6761111111
443.95,13.2826,12.2945333333,11.215,13.5544666667,19.2941333333,7.99946666667,31.9612666667,12.2846666667,14.9979333333,10.6734444445
444.31,13.3158,12.3537333333,11.2604,13.6015333333,19.34795,8.02823333333,32.0357333333,12.3172,15.0515,10.6926666667
444.66,13.3414666667,12.4112,11.313,13.6456666667,19.3854,8.04583333334,32.0738,12.344,15.1084333333,10.7043333333
445.02,13.3631333333,12.4556666667,11.3244,13.6899333333,19.4237833333,8.06179999999,32.1122,12.3787333333,15.1543333333,10.7084444445
445.37,13.3766,12.4820333333,11.3634,13.7268,19.46325,8.05890000001,32.1440666667,12.4080666667,15.2034666667,10.7192222222
445.72,13.3476666667,12.4925,11.3441333333,13.732,19.4451333333,8.02039999999,32.1264666667,12.3913333333,15.2078,10.6832222222
446.08,13.3728666667,12.534,11.3968666667,13.782,19.48895,8.03606666667,32.1774666667,12.4297333333,15.2563,10.7135555556
446.43,13.3704,12.5691666667,11.3958666667,13.8090666667,19.5098833333,8.03843333334,32.1960666667,12.4460666667,15.2810666667,10.7381111111
446.79,13.3772,12.5964,11.4086666667,13.8329333333,19.5147666667,8.02756666666,32.1825333333,12.449,15.3004666667,10.7618888889
447.14,13.4072,12.6462666667,11.4509333333,13.8916,19.5525333333,8.05900000001,32.2341333333,12.4862,15.3551,10.802
447.50,13.4240666667,12.6739,11.4618666667,13.925,19.5576666666,8.07213333333,32.2352,12.5115333333,15.3853333333,10.8163333333
447.85,13.4414666667,12.6832333333,11.4998,13.9468,19.5641166667,8.06066666666,32.2418,12.5244,15.4194333333,10.8182222222
448.21,13.4657333333,12.7298666667,11.5625333333,13.9943333333,19.6097666667,8.08236666666,32.2934,12.5822,15.4665333334,10.8432222222
448.56,13.4910666666,12.7414333333,11.5884666667,14.0322666667,19.6393333333,8.09726666667,32.3305333333,12.6162666667,15.5016333333,10.8595555556
448.92,13.5344,12.7931666667,11.661,14.0742,19.6911333333,8.11433333333,32.4002,12.6626,15.5644333333,10.8846666666
449.27,13.5398666667,12.8220666667,11.7071333333,14.0944666667,19.6995166667,8.14216666667,32.3956666667,12.6680666667,15.5968,10.867
449.62,13.6038666667,12.8865333333,11.7995333333,14.1696666667,19.7853833333,8.19886666667,32.4928,12.7290666667,15.6814,10.9294444445
449.98,13.5912666667,12.8840333333,11.7989333333,14.1734666667,19.7758333333,8.16716666666,32.4904,12.7163333333,15.6927666667,10.9047777778
450.33,13.6428,12.9426666667,11.8732,14.2332,19.8181333333,8.22723333333,32.5336666667,12.7612,15.7706666667,10.9433333333
450.69,13.6886666667,12.9868,11.9412,14.283,19.8783333333,8.26729999999,32.6217333333,12.8172666667,15.8429,10.9575555556
451.04,13.6571333333,12.9669333333,11.943,14.2698666667,19.8619166667,8.23596666667,32.6122,12.7958,15.8434,10.9296666667
451.40,13.6184666667,12.9547,11.9278,14.2624,19.8604666667,8.22286666667,32.6040666667,12.7832666667,15.8310666667,10.913
451.75,13.6199333334,12.9744,11.9493333333,14.2733333333,19.8826,8.22210000001,32.6168,12.7932,15.8624666667,10.9094444444
