wavelength,Back_DigHumm,Belly_DigHumm,Breast_DigHumm,Crissum_DigHumm,Crown_DigHumm,DorTail_DigHumm,Rump_DigHumm,Throat_DigHumm,WingTip_DigHumm
203.47,-252.2808,-280.701666667,-301.403466667,-201.0527,-311.578866667,-222.807,-422.806933333,-257.192866667,-151.929666667
203.85,-204.637733333,-226.376866667,-242.318733333,-175.652133333,-258.8404,-202.028866667,-353.913,-222.898733333,-138.5508
204.22,-289.803866667,-326.2746,-339.2156,-257.0587,-360.392133333,-285.098,-480.392333333,-316.0786,-183.529533333
204.60,-76.8519333333,-108.703666667,-103.703733333,-66.4815666667,-114.074,-79.8148,-169.074,-101.296333333,-38.3332666667
204.98,-84.3750000001,-130.625,-119.791666667,-72.4999999999,-138.541666667,-94.375,-195.208333333,-120.625,-51.6666666667
205.36,-95.1999999999,-168.266666667,-145.6,-85.0666666667,-187.2,-113.066666667,-235.733333333,-135.733333333,-46.6666666668
205.74,-143.333333333,-274.583333333,-192.916666666,-107.5,-287.5,-163.75,-337.083333333,-204.583333333,-72.0833333333
206.12,-47.4666666667,-146.933333333,-53.0666666666,-29.5999999999,-160.8,-55.7333333333,-172.0,-81.3333333332,-7.46666666678
206.50,-11.8095333333,-88.5714666667,-12.5713333333,-0.57146666666,-88.1905333333,-12.3808666666,-110.0952,-35.9999333333,12.7619333333
206.87,20.8333333333,-153.333333333,20.0,52.0833333333,-171.666666667,15.8333333332,-194.583333333,-32.9166666666,76.25
207.25,64.5833333333,-108.333333333,91.2499999999,106.041666667,-130.416666667,57.0833333332,-130.833333333,32.9166666667,121.25
207.63,1166.66666667,-2013.33333333,1506.66666667,1626.66666667,-1733.33333333,500.0,-1846.66666667,926.666666666,1986.66666667
208.01,-366.666666667,1080.0,-726.666666667,-780.000000001,806.666666667,-290.0,1026.66666667,-473.333333335,-919.999999998
208.39,-113.333333333,441.333333333,-372.0,-262.0,349.333333334,-168.0,389.333333333,-137.333333333,-405.333333333
208.77,-4.99999999994,291.666666667,-197.5,-87.4999999999,260.833333333,-54.9999999999,301.666666667,-60.8333333335,-240.833333334
209.14,-24.0000000001,191.333333333,-185.333333333,-69.0,162.666666667,-7.33333333328,220.666666667,-86.0,-206.666666667
209.52,154.285733334,-140.952333333,404.761866667,214.285766667,-58.0952,102.857133333,-206.6666,210.4762,376.190466667
209.90,26.0606666667,-37.8787333333,118.484666667,55.3030666667,-24.2424666666,26.9697333333,-76.9696666665,65.7576666665,127.878933333
210.28,-118.0,-225.333333333,85.3333333333,-22.0,-184.666666667,-125.333333333,-360.666666667,-33.3333333333,98.6666666667
210.66,-271.666666666,-485.0,293.333333333,-40.8333333335,-406.666666667,-355.0,-773.333333333,-55.0000000014,266.666666667
211.03,-125.128133333,-187.1794,58.9744,-57.6922666667,-162.564133333,-186.153866667,-266.666666667,-81.0255333335,16.9229333333
211.41,-820.000066668,-1128.88873333,-37.7777333332,-510.000033333,-940.000133333,-1235.55546667,-1475.5556,-664.444466667,-342.222200001
211.79,-100.833333333,-161.25,50.4166666668,-28.9583333333,-121.25,-176.666666667,-229.583333333,-79.1666666667,-4.58333333326
212.17,-51.111,-140.0,158.888866667,28.3333333332,-109.4444,-216.1112,-238.333333333,-30.5557333334,82.7777333334
212.55,0.41666666674,-62.4999999999,157.083333333,85.2083333334,-41.6666666667,-142.5,-149.583333333,22.0833333333,95.4166666668
212.92,-84.9999999994,-434.999999999,541.666666666,250.833333333,-281.666666667,-723.333333333,-671.666666668,-28.3333333326,233.333333334
213.30,313.333333333,-1620.0,2726.66666667,1426.66666667,-1140.0,-2046.66666667,-2020.0,233.333333334,1340.0
213.68,27.3333333331,194.0,-228.0,-103.0,202.666666667,271.333333333,249.333333333,6.66666666654,-74.6666666668
214.06,-11.4285333334,67.9365333334,-115.555666667,-52.3810000001,82.8570666668,127.301533333,83.8094666669,-29.8412666667,-44.7619333334
214.44,-883.333333333,-53.3333333326,-1733.33333333,-1250.0,163.333333332,650.000000001,-183.333333333,-1053.33333333,-1396.66666667
214.81,171.666666667,69.1666666665,262.5,220.0,39.1666666668,-18.3333333334,91.6666666665,190.0,261.666666667
215.19,148.0,66.3333333332,227.333333333,207.5,34.3333333334,10.3333333333,89.6666666666,199.666666667,243.666666667
215.57,131.9192,71.3132666666,180.404066667,162.020266667,54.9495333332,53.7372666666,95.7576666667,161.212,190.7072
215.95,140.238133333,65.4762666667,185.476133333,160.952333333,51.6667333333,40.4762666667,110.7142,174.999866667,201.666666667
216.32,130.9678,63.8707999999,160.430133333,144.946333333,52.9031999999,37.6344666667,113.548533333,150.537733333,181.935533333
216.70,160.606133333,57.2725999999,190.606,158.636366667,45.1514666667,2.42419999986,145.7576,184.242466667,227.5756
217.08,132.8,43.2,165.866666667,135.6,25.3333333335,-8.26666666666,126.133333333,161.6,206.133333333
217.46,78.2353999999,18.6274666667,112.156866667,88.1372666666,22.7451333333,-22.5488666667,81.3724000001,108.6274,150.5882
217.83,60.6666666666,-13.5556,102.0,68.4443999998,-0.66666666672,-50.0000000001,74.2221333333,82.2223333333,145.5556
218.21,47.2381333333,-23.8095333333,90.2857333333,65.9047666667,-3.8094666666,-59.2381333333,66.2857333334,64.3810666665,117.714133333
218.59,46.0869999997,-72.7534666667,121.449333333,75.3623333332,-30.4349333332,-124.6378,70.7247333334,70.7246000001,128.116066667
218.97,26.6666666665,-175.897466667,169.230733333,94.3590666667,-93.8461333333,-289.743533333,92.8204000001,77.4358666666,169.7436
219.34,-323.333333333,-1756.66666667,413.333333333,-151.666666667,-1146.66666667,-2560.0,53.333333332,-133.333333334,303.333333335
219.72,83.3333333332,222.333333333,3.66666666666,84.8333333333,163.333333333,323.666666667,31.3333333332,64.9999999999,33.9999999998
220.10,78.6109999999,191.388933333,-2.5,79.9999666667,149.166533333,271.3888,30.5556,62.7778000001,31.9443999999
220.47,113.9394,245.4546,22.7273333334,112.2727,188.787866667,318.7878,71.212,86.0606666666,73.6363999999
220.85,133.75,302.5,16.6666666668,119.791666667,219.166666667,404.166666667,70.8333333334,71.6666666667,72.5000000001
221.23,141.818133333,384.848533333,-2.4242,148.484966667,269.696866667,540.000066666,66.6667333332,80.6060666668,82.4241999999
221.61,75.8728666667,210.1588,4.12693333326,80.6349000001,149.206266667,291.110933333,35.5556000001,54.2856666667,66.9840000001
221.98,59.7777999999,153.3334,1.99993333326,51.8888333333,102.444466667,214.222266667,40.8889333334,30.8889333335,55.3332
222.36,44.3750000001,127.916666667,-15.2083333334,42.5000000001,82.7083333334,173.541666667,36.4583333334,26.8750000002,37.7083333334
222.74,38.0246666667,82.469,-1.97539999998,30.9877000001,62.0987999999,108.271666667,29.9998666667,26.5432666666,27.4074666667
223.11,44.2707333334,82.8122666667,5.9374,34.3228666667,66.2498666665,97.8123333334,36.1456666666,30.8331999999,34.8958
223.49,47.6851333333,77.8703333332,9.2592,33.7963,61.4814666667,88.2406000001,39.1667333333,34.2593333333,38.6110666667
223.87,57.3334000001,95.6666666667,16.7778,42.8888,72.7780000001,106.666733333,50.5554666667,42.1111333333,43.4445333333
224.24,67.9245333333,108.302,19.7484666667,47.2956333333,84.7796666667,116.477933333,63.1446,55.8491333335,49.8114000001
224.62,65.2631999999,102.923866667,18.1286,40.2924,80.7018666666,102.924,52.7486,56.7251333333,43.5088
225.00,72.7179333333,102.871866667,30.359,48.5128333333,90.4615333333,95.6922000001,59.6923333333,67.2819333333,52.8206
225.38,75.8559333333,98.0179333335,32.7027333334,50.5404333333,87.3873999999,92.6126666667,61.5315333333,65.8558000001,53.9639333333
225.75,72.3371999999,83.9079999999,32.9502666667,44.7893333334,77.8544666666,83.6782666666,58.3141333333,60.0766666667,51.1111333333
226.13,67.7887333333,76.6335999999,35.8416666667,44.9173333333,70.0330666667,73.0694,52.9372666667,55.3136,47.2606
226.51,60.0508666667,67.6338,36.5393333333,39.4656333333,60.1527333333,63.4606666666,50.1272666667,49.5673333333,42.7989333333
226.88,59.1076,64.6720666666,32.1259333333,39.0549666666,56.0631333333,60.2624666667,46.8241333333,46.9816666667,39.7376
227.26,49.4172,52.6340666667,25.0350666667,33.4499,44.895,50.4428,38.6014666667,40.6992,33.1934666667
227.64,42.4419333333,44.5736,24.4184666667,29.9611666667,38.6046666667,45.1938666667,33.9924,35.1938666667,29.1086
228.01,39.2703333333,39.9004,24.0133333333,26.8325666667,36.4178666667,40.1326,31.8740666667,32.5041333333,28.4577333333
228.39,33.9600666667,33.6182,20.6267333334,21.7521666667,30.9972,34.9002666667,27.2364,26.8091333333,25.8118666667
228.76,30.8018666666,30.0250666667,19.2481333333,21.0150333334,28.8471333333,34.2104666667,26.7419333333,24.4360666667,24.8623333333
229.14,27.9952,26.3818666667,16.6074,18.5409333333,25.1246,31.2218666667,23.8434666667,21.8505333333,22.4436
229.52,27.9194,26.0934,18.3863333334,19.5009666667,25.0744,30.7855333333,24.1614,22.4842666667,22.8875333333
229.89,27.0934,26.2397333333,18.1300666667,19.1565666667,25.1626,29.3904,22.9065333333,21.9513333333,22.378
230.27,25.5900666667,24.4307333333,16.5010666667,17.5568333333,24.1614666667,28.3022666667,20.3312666667,20.9524,20.2691333333
230.65,27.4657333333,25.6150666666,18.5068,19.958,25.8675333333,30.0314666667,21.472,22.1871333333,22.8181333333
231.02,26.4843333333,24.2552,18.8246666667,19.1997,25.2685333333,29.4427333333,21.0333333333,21.0741333333,22.4315333333
231.40,29.6606666667,27.4251333333,23.7126666667,23.1537,29.8203333333,33.4331333333,25.2294666667,24.6506666667,27.0858666667
231.78,30.6294666667,27.6368,23.8595333333,23.261,30.5882666667,34.1588666667,25.2838,25.6967333333,27.389
232.15,30.9071333333,28.1748666667,23.5846666667,23.3114666667,30.776,34.5572666667,24.5464,26.0548,27.5190666667
232.53,34.0613333333,31.1490666667,27.1899333333,27.3037666666,32.6050666667,36.5869333333,26.6438666667,29.397,30.1023333333
232.90,37.2814,34.0661333333,30.1417333333,29.7519333333,35.319,37.3994666667,28.0850666667,33.1206,32.2459333333
233.28,38.7404666667,36.1564,32.0955333333,32.0847333333,37.0250666667,39.3704,30.0107333333,35.0924,34.4407333333
233.66,35.9174666667,34.1802666667,29.3594,29.0879333333,34.9836666667,37.2638,27.6437333333,32.3994666667,33.2681333333
234.03,35.6644666667,33.6166,29.3029333333,29.2702333333,34.6188,37.1023333333,28.0828666667,32.2439333333,33.0938
234.41,34.5397333333,33.3757333333,29.9892,30.0001,34.6455333333,36.4656,29.5661333333,31.4285333333,34.3278
234.78,32.5788666667,31.9062,28.1345333333,28.5321,33.2111333333,34.5974666667,28.3178666667,30.3975333333,31.9875333333
235.16,31.2852666667,31.5152,27.7116,27.5966666667,32.5182666667,34.0857333334,28.1714,30.4700666667,30.8464666667
235.54,28.3278666667,29.2897333333,24.3934,23.7593666667,30.317,31.1037333333,25.3552666667,27.8250666667,27.7377333333
235.91,23.4694666667,24.5578666667,20.1132666667,19.2970333333,25.5102,25.0793333333,20.0000666667,22.585,21.9047333333
236.29,21.7439333333,20.2207333333,18.0794666667,16.4127333333,22.6930666667,22.1854666667,18.7417333333,20.0882,20.6402
236.66,23.0227333333,20.6211333333,20.1655333333,16.8839666667,24.5549333333,22.6501333334,21.2422666667,20.9316666667,21.5941333333
237.04,23.0081333333,19.7358,20.4268,16.8800666667,23.5772666667,21.9104666667,22.0528,20.0407333333,21.504
237.41,22.1734,19.1013333334,19.4566666667,15.9665666667,22.2987333333,19.5192,21.9853333333,19.7074,20.8358
237.79,25.1941333333,21.6119333333,22.3680666667,19.3334,24.4976,21.5323333333,24.2786,23.1643333334,23.383
238.17,25.2181333333,21.2500666667,22.5992,19.0774666667,24.9008666667,21.3292666667,24.5039333333,23.1745333334,23.1150666667
238.54,25.6896666667,20.6704,21.4175333333,18.1896,24.5785333333,21.1685333333,23.5442,23.6972,22.797
238.92,25.5463333333,20.6796,21.5979333333,17.8512,24.0036,20.2937333333,22.4426666666,22.6996666667,22.9201333333
239.29,25.5528,21.0111333333,22.1594,18.5946666667,23.599,20.5311333333,22.5878666667,22.3992666667,23.1876666667
239.67,25.6306666667,21.3964,22.6576666667,19.0840333333,22.7927333333,21.4862666667,22.5376,22.1770666667,23.1081333334
240.04,24.5455333333,20.6984,21.6601333333,18.4189666667,22.0948666667,21.3438666667,22.0158,20.9619333333,22.6614666667
240.42,23.3563333333,20.1614666667,21.0381333333,18.0277666667,21.3147333333,20.9804,21.0381333333,19.8960666667,21.4417333333
240.79,20.726,17.9958666666,18.7422,15.9970333333,18.6708,20.0306666667,18.4048666667,17.3312666667,19.6932
241.17,18.3222666667,16.1236666667,16.6359333333,14.6005333333,16.6180666667,18.6578666667,16.468,15.011,18.2868
241.54,16.9058666667,15.0693333333,15.6482666667,13.2329666667,15.2931333333,17.6775333333,15.0848,13.5107333333,17.3921333333
241.92,15.6556,13.6976666667,14.6766666667,12.2472333333,14.3694666667,16.5846,14.2052666667,12.2971333333,16.1559333333
242.29,15.0741333333,13.4520666667,14.4016666667,12.0771,13.6366,16.3402666667,13.8807333333,12.1332,15.8983333333
242.67,14.6527333333,12.9355333333,14.2424,11.5911,13.1755333333,16.4520666667,13.6678666667,11.7928,15.5366666667
243.05,13.1655333333,11.0096,13.0102,10.3604666667,11.7863333333,15.6632666667,12.6312666667,10.5687333333,14.1347333333
243.42,13.5864666667,11.2778666667,13.1886666667,10.5545666667,12.1217333334,15.7382666667,12.7364666667,10.9464666667,14.3038
243.80,12.9339333333,10.4174666667,12.4329333333,9.89579999999,11.264,14.8658,11.9022,9.94033333333,13.4108
244.17,12.7756666667,9.9342,12.3921333333,9.52936666667,11.0012,14.4844,11.3789333333,9.5564,13.3813333333
244.55,12.4248666667,9.79173333333,11.9329333333,9.42713333333,10.4919333333,14.1608,10.9665333333,9.23046666667,13.2292666667
244.92,11.1110666667,8.99453333334,10.6611333333,8.5889,9.48886666666,12.7999333333,10.1888,8.21113333333,12.2888
245.30,10.1017333333,8.11806666667,9.48046666667,7.47063333333,8.53553333333,11.6000666667,9.28726666667,7.1468,11.2921333333
245.67,9.16186666666,7.29646666667,8.41086666666,6.8775,7.96986666667,10.7802,8.75473333334,6.473,10.6492666667
246.05,8.10473333333,6.41813333333,7.46113333333,5.94326666667,6.72426666666,10.0445333333,7.94946666667,5.69886666667,9.89793333333
246.42,6.84033333333,5.18473333333,6.11753333333,4.6376,5.3504,8.93606666667,6.73126666667,4.36493333333,8.74633333334
246.79,6.24886666666,4.93633333333,5.5316,4.365,4.7552,8.43046666667,6.208,3.70133333333,8.28633333333
247.17,6.37713333333,5.22573333333,5.50846666667,4.51393333334,4.7984,8.50733333333,6.28393333333,3.73313333333,8.52806666667
247.54,5.90993333333,4.90626666667,4.995,4.14783333333,4.53113333333,8.27919999999,5.9558,3.21153333333,8.13433333333
247.92,4.87986666667,3.9446,4.0672,3.3205,3.7866,7.41166666667,5.0894,2.35446666667,7.2924
248.29,4.80573333333,3.93993333333,3.88626666667,3.32373333333,3.70306666667,7.327,5.18153333333,2.477,7.11213333333
248.67,4.3048,3.40046666667,3.4388,2.79786666667,3.23746666667,6.89993333333,4.75866666667,1.85366666667,6.56446666667
249.04,4.2162,3.18113333333,3.1614,2.59596666667,2.94313333333,6.875,4.53033333333,1.62353333333,6.39886666667
249.42,3.70253333333,2.66026666667,2.7874,2.16736666667,2.51913333333,6.62066666667,4.03113333333,0.985733333334,5.88586666667
249.79,3.136,1.99126666667,2.39713333333,1.64086666667,1.91446666667,6.3604,3.54566666667,0.203000000001,5.2766
250.17,2.2166,1.1396,1.3984,0.770266666666,1.127,5.431,2.60906666667,-1.0226,4.33313333333
250.54,1.52706666666,0.202999999999,0.433666666666,0.193766666665,0.475266666666,4.5306,1.65626666667,-1.9884,3.2618
250.92,1.37626666667,-0.0996000000014,0.373999999999,0.246699999999,0.214400000001,4.38273333333,1.53086666667,-2.28873333333,2.90206666667
251.29,1.3708,-0.0732666666674,0.361133333334,0.334999999999,0.497066666665,4.17566666667,1.39193333333,-2.3234,2.79946666666
251.66,0.4054,-1.11206666667,-0.361599999999,-0.405299999999,-0.641,3.16086666667,0.514800000001,-3.2922,2.14733333333
252.04,1.06433333333,-0.270266666667,0.325266666667,-0.024833333334,-0.137800000001,3.6008,1.2406,-2.66893333333,2.95
252.41,0.756,-0.182066666665,0.176133333334,-0.173500000001,-0.318266666667,3.57506666667,0.8808,-3.09753333333,3.1316
252.79,1.30766666667,0.274333333333,0.408600000001,0.078733333334,0.0466,4.0338,1.3018,-2.66213333333,3.56093333333
253.16,1.07253333333,-0.136266666665,0.337799999999,-0.429666666667,-0.023666666666,4.0414,0.823666666667,-2.81493333333,2.9986
253.54,1.5164,0.144266666667,0.7522,-0.276833333333,0.330800000002,4.27813333333,1.29353333333,-2.13606666667,3.35133333333
253.91,0.834866666666,-0.309333333335,-0.0434,-0.884300000001,-0.241199999998,3.87753333333,0.537999999999,-2.64686666667,2.78286666667
254.28,0.792133333332,-0.430933333333,-0.107733333335,-1.20403333333,-0.133066666666,3.8784,0.329466666667,-2.64886666667,2.5666
254.66,2.25466666667,1.15353333333,1.59666666666,0.3812,1.388,5.61746666667,2.02673333333,-1.19906666667,4.34666666667
255.03,1.48593333333,0.3272,0.702133333332,-0.514633333334,0.811200000002,4.78526666666,1.0906,-1.84053333333,3.824
255.41,0.337266666666,-0.767999999999,-0.093333333336,-1.88016666667,-0.366,4.11186666667,0.121933333334,-2.9422,2.99953333333
255.78,0.4214,-0.495200000001,-0.295666666666,-2.10646666667,-0.221733333335,4.09466666667,0.236466666665,-2.98586666666,2.72713333333
256.15,0.204933333333,-1.01753333333,-0.819933333333,-1.921,-0.409999999999,4.41906666667,-0.121466666665,-3.34093333333,2.0198
256.53,0.239400000001,-1.04473333333,-0.834399999999,-1.70116666667,-0.457066666666,4.5266,0.522266666667,-2.87266666667,1.79906666667
256.90,-0.661200000001,-1.71393333333,-1.36306666667,-2.29423333333,-1.33606666667,3.37373333333,-0.519600000001,-3.2322,1.00546666667
257.28,-0.295599999999,-1.14,-1.146,-1.8732,-0.948933333334,3.22246666667,0.0554000000014,-2.69873333333,1.95926666667
257.65,0.278000000002,-0.464933333333,-0.577466666666,-1.219,-0.497200000001,3.92406666667,0.486599999999,-2.13306666667,2.641
258.02,1.64506666667,0.936200000002,0.886200000002,0.227166666667,0.695200000001,4.94886666667,1.9496,-0.758933333333,3.99
258.40,2.62073333333,2.21846666667,1.8006,1.40236666667,1.6244,5.98833333333,2.8084,0.249066666668,5.13793333333
258.77,2.5552,2.2034,1.70546666667,1.3972,1.58293333333,6.10246666667,2.79746666666,0.381466666667,5.2132
259.15,2.7002,2.50293333333,1.7432,1.59156666667,1.7698,6.14826666667,2.95353333333,0.703666666666,5.41506666667
259.52,3.01693333333,2.7622,1.98446666667,1.96966666667,2.0756,6.37146666667,3.16706666667,0.992133333333,5.62893333333
259.89,3.06433333333,2.7048,2.0564,2.1555,2.2172,6.56866666667,3.21013333334,1.05586666667,5.7138
260.27,3.0842,2.748,2.02706666667,2.25093333333,2.17213333333,6.62806666667,3.2848,1.11993333333,5.85126666667
260.64,2.9286,2.62393333333,1.96186666667,2.16783333333,1.95713333333,6.63326666667,3.07146666667,0.992866666667,5.71426666667
261.01,3.06906666667,2.9764,2.16513333333,2.63723333333,2.26246666667,7.08413333333,3.46013333333,1.2404,5.94806666667
261.39,3.24386666667,3.1056,2.28093333333,2.9437,2.44793333334,7.38893333333,3.63486666667,1.37766666667,6.06613333333
261.76,3.1576,2.96606666667,2.015,3.08143333333,2.4498,7.32273333333,3.64173333334,1.35146666667,6.00333333333
262.13,3.02973333333,2.73146666667,1.64993333333,2.98316666667,2.25933333333,7.26593333333,3.48893333333,1.16466666667,5.77953333333
262.51,2.68093333333,2.13853333333,1.27346666667,2.79223333333,1.71873333333,7.08926666667,3.24626666667,0.756533333334,5.37613333334
262.88,2.1726,1.5596,0.7432,2.5537,1.27673333333,6.89853333333,2.8394,0.298600000001,4.888
263.25,1.6278,0.831666666665,0.297266666666,2.2488,0.838466666666,6.76226666667,2.56906666667,-0.268866666665,4.36673333333
