wavelength,Back_DigHumm,Belly_DigHumm,Breast_DigHumm,Crissum_DigHumm,Crown_DigHumm,DorTail_DigHumm,Rump_DigHumm,Throat_DigHumm,WingTip_DigHumm
372.19,5.61793333333,5.656,5.5806,6.13303333333,4.75093333333,7.01326666667,5.87746666666,4.32546666667,7.2532
372.55,5.59673333333,5.65106666667,5.5502,6.11996666667,4.72913333333,7.0224,5.892,4.33393333333,7.21513333333
372.92,5.5684,5.62726666667,5.51046666667,6.08056666667,4.6682,6.96426666667,5.83446666667,4.3,7.21193333333
373.28,5.74026666667,5.77953333333,5.68393333333,6.26286666667,4.83553333333,7.1554,6.0092,4.5094,7.33313333333
373.64,5.7378,5.79173333333,5.683,6.2717,4.8622,7.21146666667,6.0664,4.50126666667,7.35413333333
374.00,5.8876,5.9308,5.79533333333,6.39703333333,4.99613333333,7.32333333333,6.2312,4.5932,7.5674
374.37,5.93373333333,5.9654,5.7852,6.4105,4.99466666667,7.36166666666,6.2736,4.58246666667,7.58646666667
374.73,6.01133333333,5.97926666667,5.81413333333,6.47003333333,5.0476,7.3996,6.2956,4.63386666667,7.58093333333
375.09,6.08086666666,6.01313333333,5.8508,6.53496666667,5.05573333333,7.4142,6.3764,4.68206666667,7.63453333334
375.45,6.11306666667,6.0384,5.90786666667,6.62983333333,5.09946666667,7.4564,6.41866666667,4.75766666667,7.72
375.81,6.12946666667,6.11053333333,5.96866666667,6.69263333333,5.12213333333,7.48853333333,6.46026666667,4.792,7.78173333333
376.18,6.20706666667,6.13446666667,5.97433333333,6.72673333333,5.12406666667,7.4978,6.45753333333,4.84466666667,7.773
376.54,6.1732,6.09573333333,5.92713333333,6.7141,5.11993333334,7.4426,6.4514,4.82006666667,7.74653333333
376.90,6.25866666667,6.16793333333,5.96773333333,6.78986666667,5.20173333333,7.51373333333,6.5566,4.89033333333,7.82346666667
377.26,6.2122,6.0894,5.8798,6.73443333333,5.11593333333,7.40893333333,6.5162,4.78606666666,7.79326666667
377.63,6.19206666667,6.0364,5.837,6.73563333333,5.04993333333,7.37973333333,6.47473333333,4.78473333333,7.77153333333
377.99,6.1666,6.03226666667,5.84853333333,6.771,5.03626666667,7.41106666667,6.49593333333,4.81746666667,7.76873333333
378.35,6.126,5.9792,5.8408,6.7499,4.94993333333,7.42913333333,6.47173333333,4.80713333333,7.74033333333
378.71,6.0652,5.9208,5.76233333333,6.6268,4.82753333333,7.3238,6.3924,4.73046666667,7.66493333333
379.07,6.12286666667,5.97206666667,5.81426666667,6.64876666667,4.84546666667,7.37373333333,6.40713333333,4.79266666667,7.71653333334
379.44,6.07733333333,5.8896,5.7434,6.54863333333,4.731,7.3036,6.34186666666,4.73866666667,7.6336
379.80,6.0622,5.8404,5.66546666667,6.48583333333,4.6732,7.2526,6.3142,4.74766666667,7.61266666667
380.16,6.0314,5.8988,5.68233333333,6.48993333333,4.65753333333,7.23606666667,6.33546666667,4.78186666667,7.6862
380.52,6.04106666667,5.8926,5.70693333333,6.4777,4.61773333333,7.23533333333,6.32293333333,4.76706666667,7.71613333334
380.88,6.15486666667,5.97966666667,5.84166666667,6.59833333333,4.68566666667,7.35873333333,6.43593333333,4.9138,7.82206666667
381.24,6.20426666667,6.0598,5.9398,6.63453333333,4.7182,7.40433333333,6.491,4.99346666667,7.86606666667
381.61,6.25106666667,6.14533333333,6.05153333333,6.702,4.81053333333,7.44453333333,6.574,5.0328,7.92886666667
381.97,6.2658,6.14566666667,6.0348,6.68523333333,4.80526666667,7.38653333333,6.5414,5.00206666667,7.8814
382.33,6.203,6.07293333333,5.9272,6.602,4.7778,7.25846666667,6.47513333333,4.95893333333,7.81426666667
382.69,6.22426666667,6.1014,5.93193333333,6.65946666667,4.79466666667,7.30553333333,6.50386666667,5.0166,7.84046666667
383.05,6.04426666667,5.944,5.77746666667,6.51353333333,4.6626,7.14966666667,6.35666666667,4.8672,7.6792
383.41,6.00033333333,5.9336,5.71546666667,6.46143333333,4.60746666667,7.116,6.3338,4.8426,7.6418
383.77,5.9768,5.9166,5.66906666667,6.44656666667,4.5828,7.0894,6.3162,4.7854,7.60133333333
384.14,5.90933333333,5.8052,5.57506666667,6.3575,4.49386666667,7.0134,6.27286666667,4.725,7.53113333333
384.50,5.92046666667,5.82346666667,5.55813333333,6.36303333333,4.51346666667,7.00646666667,6.28693333333,4.76886666667,7.53606666667
384.86,5.79186666667,5.72093333333,5.3954,6.24036666667,4.405,6.8738,6.16873333333,4.617,7.4328
385.22,5.7038,5.61773333333,5.24733333333,6.09633333333,4.31766666667,6.73586666667,6.07573333333,4.50133333334,7.34146666667
385.58,5.69426666666,5.5962,5.17953333333,6.03756666667,4.27173333333,6.692,6.05966666667,4.49333333333,7.32793333333
385.94,5.7464,5.65473333333,5.22486666667,6.07453333333,4.28926666667,6.7698,6.10486666667,4.58393333333,7.387
386.30,5.8022,5.6914,5.27786666667,6.13483333333,4.2994,6.85873333333,6.12886666667,4.60366666667,7.43346666667
386.66,5.86653333333,5.76853333333,5.36006666667,6.20803333333,4.399,6.93926666667,6.21653333333,4.66953333333,7.52373333333
387.03,5.9602,5.849,5.4406,6.272,4.468,7.03446666667,6.3198,4.74933333333,7.60293333333
387.39,5.9652,5.85793333333,5.47466666666,6.28996666667,4.50086666667,7.01206666667,6.32566666667,4.74506666667,7.6112
387.75,5.9786,5.87893333333,5.52826666667,6.3101,4.52566666667,7.04806666667,6.33713333333,4.77466666667,7.6526
388.11,6.06293333333,5.9396,5.5758,6.36323333334,4.5778,7.09086666667,6.36153333333,4.80493333334,7.65746666667
388.47,6.10466666667,5.986,5.62826666667,6.39366666667,4.59393333333,7.154,6.38753333333,4.80113333333,7.69633333333
388.83,6.21826666667,6.1016,5.75573333333,6.4955,4.68746666667,7.2628,6.507,4.92186666667,7.82493333333
389.19,6.27973333333,6.17393333333,5.82373333333,6.57816666667,4.73046666667,7.3506,6.55613333333,5.02213333333,7.89093333333
389.55,6.24806666667,6.10226666667,5.8004,6.52086666667,4.67146666667,7.3364,6.4816,4.9296,7.81453333333
389.91,6.17793333333,5.97826666667,5.72106666667,6.41176666667,4.57553333333,7.2514,6.43533333333,4.82873333333,7.72913333333
390.27,6.23506666667,6.05993333333,5.80406666667,6.4392,4.65113333333,7.31293333333,6.49866666667,4.89106666667,7.77086666667
390.63,6.14926666666,5.98186666667,5.7462,6.35713333333,4.55773333333,7.25026666667,6.41066666667,4.79333333333,7.673
391.00,6.16233333333,5.97346666667,5.72433333333,6.34626666667,4.5454,7.22226666667,6.3848,4.76373333333,7.6584
391.36,6.17873333333,5.98766666667,5.70253333333,6.36103333333,4.53773333333,7.25706666667,6.4036,4.76453333333,7.66873333333
391.72,6.16206666667,5.9518,5.67646666667,6.2984,4.49893333333,7.22346666667,6.37293333333,4.7318,7.61533333333
392.08,6.08253333333,5.9042,5.6456,6.2444,4.44513333333,7.1532,6.31726666667,4.6736,7.5666
392.44,6.0928,5.896,5.63953333333,6.25243333333,4.4606,7.13826666667,6.32746666667,4.7104,7.563
392.80,6.0118,5.8124,5.56166666667,6.15786666667,4.37946666667,7.0674,6.22893333333,4.6376,7.4612
393.16,6.01586666667,5.83366666667,5.60753333333,6.17016666667,4.4076,7.10993333333,6.25346666667,4.65486666667,7.48033333333
393.52,5.98733333334,5.84086666667,5.5774,6.17976666667,4.40726666667,7.0832,6.24573333333,4.67006666667,7.4894
393.88,6.013,5.89846666667,5.60613333333,6.20736666667,4.47846666667,7.11753333333,6.2554,4.69553333333,7.5156
394.24,5.95473333334,5.83306666667,5.54513333333,6.135,4.4326,7.04033333333,6.21466666667,4.6402,7.46013333333
394.60,5.9978,5.86786666667,5.55846666667,6.15396666667,4.47306666667,7.04493333333,6.24426666667,4.68,7.51013333333
394.96,5.958,5.87233333333,5.556,6.14773333333,4.4698,7.0436,6.23053333333,4.6794,7.49413333333
395.32,5.97186666667,5.8634,5.5606,6.11033333333,4.48113333333,7.03406666667,6.22593333333,4.6668,7.504
395.68,5.9828,5.90386666666,5.57546666667,6.12133333333,4.49626666667,7.05613333334,6.25353333334,4.675,7.54713333333
396.04,6.02106666667,5.93706666666,5.5798,6.12266666667,4.51746666667,7.0934,6.28893333333,4.67693333333,7.56873333333
396.40,5.99506666667,5.90406666667,5.5552,6.06403333333,4.46706666667,7.05946666667,6.26673333333,4.61526666667,7.5388
396.76,5.9556,5.8596,5.49806666667,6.00293333333,4.429,7.01713333334,6.22446666666,4.54693333333,7.5032
397.12,5.93953333333,5.8176,5.4662,5.9875,4.41366666667,6.9752,6.1986,4.5048,7.45633333333
397.48,6.05853333333,5.8942,5.52786666667,6.04456666667,4.48193333333,7.04446666667,6.28106666667,4.5706,7.53126666667
397.84,6.00793333333,5.86673333333,5.47006666667,6.01703333333,4.42446666667,6.95553333333,6.2228,4.5038,7.47373333333
398.20,6.04613333333,5.87533333333,5.44973333333,6.03476666667,4.393,6.9384,6.21166666667,4.47353333333,7.47506666666
398.56,6.04186666667,5.8496,5.44566666667,6.01,4.3656,6.92126666667,6.2132,4.43466666667,7.423
398.92,6.07073333333,5.8442,5.45433333333,6.01363333333,4.3666,6.9248,6.22733333333,4.4318,7.44566666667
399.28,6.03693333333,5.80566666667,5.40793333333,5.97083333333,4.32286666667,6.86833333333,6.1708,4.36066666667,7.39266666667
399.64,6.00706666667,5.75066666667,5.35326666667,5.93423333333,4.29573333333,6.7958,6.11246666667,4.30493333333,7.3324
400.00,6.00066666667,5.74833333333,5.3796,5.94906666667,4.32406666667,6.82906666667,6.10793333333,4.33086666667,7.33966666667
400.36,6.02026666666,5.77026666667,5.37386666667,5.96236666667,4.3644,6.8154,6.09966666667,4.34086666667,7.342
400.72,6.0434,5.77946666667,5.41526666667,5.98573333333,4.37966666667,6.83026666667,6.1154,4.34713333333,7.34526666667
401.08,6.00086666667,5.7106,5.35466666667,5.93056666667,4.29726666667,6.7674,6.03186666667,4.2666,7.30006666667
401.44,5.95526666667,5.71866666667,5.3638,5.92606666667,4.3,6.76533333333,6.028,4.25753333334,7.27586666667
401.80,5.96673333333,5.69006666667,5.3834,5.92616666667,4.28966666667,6.7718,6.01953333333,4.25226666667,7.30193333333
402.16,5.93353333333,5.6724,5.36533333333,5.93163333333,4.2896,6.7754,6.01173333333,4.2606,7.31133333333
402.52,5.88553333333,5.62806666667,5.33626666667,5.86143333333,4.25413333333,6.7382,5.94673333333,4.24226666667,7.27886666667
402.88,5.86933333333,5.6166,5.32086666667,5.8553,4.24573333333,6.7208,5.92133333333,4.215,7.25353333333
403.24,5.87906666667,5.64933333333,5.3778,5.8997,4.26953333333,6.7584,5.96113333333,4.26446666667,7.2616
403.60,5.9366,5.69393333333,5.4322,5.95533333333,4.32453333333,6.81306666667,6.016,4.325,7.31373333333
403.95,5.96886666667,5.7196,5.45293333333,5.99873333333,4.35246666667,6.82506666667,6.04813333333,4.34693333333,7.34526666667
404.31,5.90353333333,5.66946666667,5.43553333333,5.94556666667,4.31846666667,6.79173333333,6.00546666667,4.32333333333,7.29546666667
404.67,5.90173333333,5.694,5.4256,5.94713333333,4.34826666667,6.77466666667,6.02766666667,4.35113333333,7.28173333333
405.03,5.94053333333,5.72246666667,5.4482,5.9681,4.3914,6.8098,6.04753333333,4.40333333333,7.28966666667
405.39,5.96173333333,5.70886666667,5.45573333333,5.96373333333,4.40113333333,6.81686666667,6.04453333333,4.40813333334,7.28806666667
405.75,5.9896,5.742,5.46593333333,5.98383333333,4.4268,6.83126666667,6.07093333333,4.4454,7.29446666666
406.11,5.99933333333,5.7472,5.4936,5.9827,4.46806666667,6.82706666667,6.08033333333,4.45466666667,7.28366666667
406.47,6.053,5.77186666667,5.52646666667,6.06263333333,4.51033333333,6.8696,6.12673333333,4.47693333333,7.34286666667
406.83,6.00706666667,5.72173333333,5.48146666667,6.00786666667,4.47366666667,6.82073333333,6.06293333333,4.4452,7.25986666667
407.19,6.02393333333,5.71733333333,5.4788,6.0087,4.48146666667,6.80193333334,6.0468,4.4626,7.26306666667
407.55,5.97233333333,5.66086666667,5.41766666667,5.96513333333,4.4274,6.73946666667,5.99233333333,4.39626666667,7.1894
407.90,5.94573333333,5.63686666667,5.42026666666,5.96163333333,4.40426666667,6.71266666667,5.96206666667,4.36706666667,7.174
408.26,6.03193333333,5.6858,5.4576,6.02726666667,4.43146666667,6.7778,6.026,4.40466666667,7.22513333333
408.62,6.03086666667,5.63673333333,5.4492,6.03083333333,4.41066666667,6.7844,5.99386666667,4.37146666667,7.2174
408.98,6.00873333333,5.6546,5.46873333333,6.03293333333,4.4186,6.78733333334,6.02066666667,4.3532,7.242
409.34,6.00946666667,5.65266666667,5.45606666666,6.05503333333,4.41666666667,6.762,5.9996,4.35946666667,7.23466666667
409.70,6.03566666667,5.6714,5.48406666667,6.07056666667,4.46146666667,6.79833333333,6.0062,4.4018,7.255
410.06,6.0328,5.65713333333,5.48726666667,6.0556,4.44206666667,6.795,5.99153333333,4.40186666667,7.23886666667
410.42,5.9976,5.62793333333,5.4698,5.99973333333,4.41906666667,6.76706666667,5.96693333333,4.36766666667,7.194
410.77,6.07766666667,5.68506666667,5.55493333333,6.07746666667,4.4862,6.8512,6.08246666667,4.43893333333,7.305
411.13,6.07586666667,5.67873333333,5.55306666667,6.0777,4.48906666667,6.87873333333,6.0846,4.43833333333,7.3106
411.49,6.09833333333,5.73066666667,5.594,6.09906666667,4.5234,6.91466666667,6.10413333333,4.48333333333,7.36233333333
411.85,6.09826666667,5.70553333333,5.55706666667,6.05533333333,4.527,6.88266666667,6.0846,4.4786,7.33446666667
412.21,6.05686666667,5.69686666667,5.5522,6.04236666667,4.54606666667,6.84713333333,6.05766666667,4.46966666667,7.33206666667
412.57,6.11033333333,5.762,5.61213333333,6.09393333333,4.6048,6.88846666666,6.11653333333,4.542,7.3898
412.92,6.1364,5.7536,5.60633333333,6.11403333333,4.6152,6.87853333333,6.11666666667,4.56306666667,7.39066666667
413.28,6.06173333333,5.68246666667,5.553,6.0484,4.56146666667,6.81853333333,6.0536,4.51753333333,7.3206
413.64,5.98933333333,5.63146666667,5.49646666667,6.01076666667,4.523,6.7714,6.02246666667,4.4548,7.29633333333
414.00,5.9712,5.60053333333,5.45526666666,5.9911,4.5064,6.75273333333,6.01086666667,4.41553333333,7.2696
414.36,5.96666666666,5.59466666667,5.43346666667,6.00606666667,4.50426666667,6.73273333333,6.00586666667,4.43013333333,7.25846666666
414.72,5.9384,5.57306666667,5.38613333333,6.0023,4.48853333333,6.69113333333,5.9584,4.40533333333,7.22473333333
415.07,5.97433333333,5.62493333333,5.42226666667,6.05666666667,4.53506666667,6.7152,6.01253333333,4.45213333333,7.27933333333
415.43,5.9888,5.61233333333,5.43353333333,6.06806666667,4.5288,6.7258,6.024,4.46433333333,7.25633333333
415.79,6.05453333333,5.69993333333,5.52326666667,6.15296666667,4.59806666667,6.83613333333,6.10546666667,4.5334,7.32793333333
416.15,6.08733333333,5.7294,5.56433333333,6.22353333334,4.6366,6.86766666667,6.14233333333,4.58033333333,7.35133333333
416.51,6.11193333333,5.75666666667,5.58533333333,6.24723333333,4.65793333333,6.89253333333,6.1558,4.602,7.36353333333
416.86,6.09353333333,5.75506666667,5.58633333333,6.23983333333,4.65233333333,6.8942,6.14713333333,4.5822,7.35306666667
417.22,6.09073333333,5.77493333333,5.58366666667,6.24636666667,4.632,6.9032,6.1554,4.55586666667,7.3576
417.58,6.11993333333,5.79093333333,5.60953333333,6.27056666667,4.64253333333,6.93853333333,6.17433333333,4.57473333333,7.37706666666
417.94,6.09953333333,5.7868,5.6036,6.2747,4.62366666667,6.93186666667,6.163,4.57226666667,7.3876
418.29,6.08846666667,5.781,5.5962,6.26833333333,4.61313333333,6.91693333333,6.14106666666,4.56653333333,7.3718
418.65,6.06093333333,5.754,5.57546666667,6.2385,4.5828,6.88206666667,6.1068,4.55273333333,7.34433333333
419.01,6.03266666667,5.704,5.55273333333,6.2015,4.5492,6.8552,6.07,4.5126,7.31326666667
419.37,6.01333333333,5.68666666667,5.54253333333,6.20483333333,4.5424,6.86346666667,6.0524,4.50966666667,7.31506666667
419.73,5.96526666667,5.64626666666,5.48206666667,6.16346666667,4.4924,6.81206666667,5.9962,4.478,7.2834
420.08,5.9506,5.62513333333,5.46326666667,6.13583333334,4.47233333333,6.80346666667,5.9852,4.46866666666,7.278
420.44,5.9256,5.624,5.45266666667,6.12943333333,4.4646,6.7958,5.98433333333,4.4582,7.27973333333
420.80,5.901,5.60473333333,5.43413333333,6.12076666667,4.44026666667,6.7766,5.9712,4.45333333333,7.26726666667
421.16,5.9162,5.61633333333,5.46026666666,6.13153333333,4.46546666667,6.79413333333,5.99606666667,4.48193333333,7.30833333333
421.51,5.8956,5.60373333333,5.438,6.1274,4.44786666667,6.76513333333,5.99,4.462,7.2954
421.87,5.904,5.6072,5.4394,6.11473333333,4.4456,6.7602,5.9982,4.4708,7.296
422.23,5.90806666667,5.62433333333,5.44213333333,6.1195,4.44386666667,6.77513333333,6.00833333333,4.47546666667,7.3132
422.58,5.9068,5.6354,5.4428,6.11396666667,4.4454,6.77913333333,6.01846666667,4.4636,7.3252
422.94,5.92086666667,5.66346666667,5.45126666667,6.12376666667,4.47186666667,6.78666666667,6.03273333333,4.4844,7.3394
423.30,5.966,5.70653333333,5.4952,6.16083333333,4.5186,6.8168,6.0664,4.52366666667,7.3886
423.66,5.9762,5.713,5.49446666667,6.1671,4.53286666667,6.82213333333,6.0874,4.52946666667,7.38686666667
424.01,5.97326666667,5.714,5.49253333333,6.16506666667,4.52706666667,6.81433333333,6.07913333333,4.51586666667,7.38113333333
424.37,5.94973333333,5.67573333333,5.471,6.15016666666,4.49606666667,6.79086666667,6.04226666667,4.49053333333,7.35486666667
424.73,5.96473333334,5.69326666667,5.4832,6.15953333333,4.51653333333,6.79973333333,6.0418,4.4954,7.36826666667
425.08,5.9606,5.6892,5.4714,6.1618,4.51766666667,6.79753333334,6.03026666667,4.49666666667,7.35606666667
425.44,5.94153333333,5.66933333334,5.4546,6.13143333333,4.4962,6.77746666667,6.00153333333,4.48346666667,7.33013333333
425.80,5.95633333333,5.68653333333,5.47473333333,6.1672,4.52413333333,6.81093333333,6.0128,4.50773333333,7.35646666667
426.16,5.9754,5.69733333333,5.48866666667,6.1844,4.55453333333,6.81886666667,6.0292,4.5258,7.3866
426.51,5.9622,5.6964,5.4878,6.185,4.55793333333,6.8254,6.011,4.53586666667,7.38073333333
426.87,5.9514,5.70606666667,5.49506666667,6.21143333333,4.5598,6.83753333333,6.0174,4.5328,7.369
427.23,5.91673333333,5.67946666667,5.45933333333,6.18963333333,4.5306,6.8036,5.9918,4.496,7.33233333333
427.58,5.94106666667,5.6866,5.49886666667,6.2074,4.54466666667,6.81033333333,6.00513333333,4.50466666667,7.37166666667
427.94,5.93626666667,5.67926666667,5.48613333333,6.19456666667,4.5336,6.81526666667,5.9912,4.491,7.37373333333
428.30,5.95973333333,5.70533333333,5.4964,6.2048,4.55986666667,6.84046666667,6.00406666667,4.51313333333,7.38633333333
428.65,5.95133333333,5.69866666667,5.49126666667,6.199,4.556,6.85546666667,6.01273333333,4.51873333333,7.3828
429.01,5.9348,5.66986666667,5.4804,6.1738,4.53033333333,6.843,5.9908,4.49453333333,7.36093333333
429.37,5.98366666667,5.72573333333,5.54086666667,6.22333333333,4.57306666667,6.90513333333,6.03873333333,4.54593333333,7.40486666667
429.72,5.9964,5.7536,5.55113333334,6.22346666667,4.59253333333,6.90873333333,6.03933333333,4.5472,7.41386666667
430.08,5.9876,5.72806666667,5.53066666667,6.2011,4.55573333333,6.8854,6.0094,4.5144,7.377
430.44,5.99786666667,5.72313333333,5.5364,6.1921,4.53766666667,6.885,6.01953333333,4.50573333333,7.37966666667
430.79,5.9878,5.71486666667,5.5606,6.18646666667,4.54753333333,6.89106666667,6.02273333333,4.50306666667,7.3962
431.15,5.95333333333,5.69106666667,5.5302,6.1469,4.5088,6.84933333333,5.998,4.4738,7.36493333333
431.50,5.93566666667,5.68646666667,5.5238,6.1338,4.49006666667,6.8398,5.9848,4.45793333333,7.35373333333
431.86,5.94586666667,5.71846666667,5.559,6.1552,4.51186666667,6.8434,6.022,4.4812,7.36373333334
432.22,5.95206666667,5.73366666667,5.583,6.16036666667,4.51246666667,6.84153333333,6.0526,4.48633333333,7.3824
432.57,5.96333333333,5.7358,5.5872,6.15433333333,4.50966666667,6.83786666667,6.05693333333,4.4774,7.38653333333
432.93,5.93633333333,5.7088,5.55666666667,6.1311,4.47813333333,6.8032,6.0362,4.44186666667,7.35593333333
433.29,5.89793333333,5.6618,5.5276,6.09586666667,4.4522,6.76726666667,5.99553333334,4.4022,7.3154
433.64,5.89306666666,5.64553333333,5.5234,6.0873,4.43146666667,6.75313333333,5.9972,4.38653333333,7.31273333333
434.00,5.8406,5.6088,5.5042,6.05463333333,4.40306666667,6.7268,5.9724,4.35766666667,7.27486666667
434.35,5.83253333333,5.5948,5.50233333333,6.0464,4.40306666667,6.7102,5.96473333333,4.3464,7.26426666667
434.71,5.79233333333,5.5374,5.42146666667,5.9739,4.3228,6.64186666666,5.90833333333,4.29586666667,7.2158
435.07,5.8066,5.55166666667,5.42726666667,5.974,4.334,6.65613333333,5.9162,4.30126666667,7.22993333333
435.42,5.80493333333,5.549,5.41773333334,5.9664,4.32146666667,6.65893333333,5.91533333333,4.3124,7.21206666667
435.78,5.78346666667,5.51086666667,5.38666666667,5.93366666667,4.28546666667,6.64006666667,5.8816,4.2844,7.1786
436.13,5.75926666667,5.47953333333,5.35393333333,5.91456666667,4.26553333333,6.61453333333,5.84493333333,4.25913333333,7.1524
436.49,5.73053333333,5.46466666666,5.33713333334,5.90096666667,4.2474,6.586,5.827,4.24826666667,7.14273333333
436.84,5.79446666667,5.53153333333,5.40113333333,5.95386666667,4.3194,6.63773333333,5.89446666667,4.30013333333,7.20773333333
437.20,5.8094,5.56693333334,5.40613333333,5.9625,4.339,6.64233333334,5.90353333333,4.31646666667,7.23133333333
437.56,5.8196,5.5838,5.41113333333,5.97856666667,4.34366666667,6.6502,5.89686666667,4.32646666667,7.2322
437.91,5.8778,5.6554,5.461,6.0259,4.40386666667,6.7064,5.94793333333,4.38013333333,7.29913333333
438.27,5.8738,5.6586,5.44626666667,6.03213333333,4.38713333333,6.71206666666,5.93573333333,4.38826666667,7.291
438.62,5.89573333334,5.68066666667,5.4794,6.0715,4.4334,6.73606666667,5.9636,4.4144,7.30733333333
438.98,5.88226666667,5.66846666667,5.47293333333,6.06563333333,4.42093333333,6.7324,5.97453333333,4.40046666667,7.29806666667
439.33,5.8808,5.68993333333,5.48413333333,6.0637,4.43466666667,6.7334,5.97826666667,4.38826666667,7.31206666667
439.69,5.87213333333,5.6772,5.45926666667,6.04093333333,4.42106666667,6.716,5.95206666667,4.38093333333,7.28986666667
440.04,5.85146666667,5.67253333333,5.44266666667,6.0179,4.3992,6.70886666667,5.94386666667,4.36693333334,7.27346666667
440.40,5.87186666667,5.68953333333,5.45093333333,6.02336666667,4.4084,6.71813333333,5.96306666667,4.38046666667,7.27506666667
440.75,5.8602,5.67746666667,5.4336,6.0143,4.39306666667,6.70953333333,5.94593333333,4.38013333333,7.26993333333
441.11,5.89513333333,5.70446666667,5.46413333333,6.04416666667,4.42673333333,6.7496,5.98866666667,4.40806666667,7.30913333333
441.47,5.8804,5.69826666667,5.4546,6.0263,4.4218,6.74233333333,5.99566666667,4.40533333333,7.2934
441.82,5.8494,5.6598,5.43606666667,5.99643333333,4.39246666667,6.70806666667,5.96926666667,4.38186666667,7.2496
442.18,5.8618,5.68146666667,5.45,6.00646666667,4.417,6.7124,5.98653333333,4.38633333333,7.26606666667
442.53,5.86746666667,5.69293333333,5.4536,6.01356666667,4.4194,6.72353333333,5.99553333333,4.39706666667,7.2738
442.89,5.89846666667,5.7108,5.47693333333,6.03713333333,4.44473333333,6.72926666667,6.0006,4.40826666667,7.29593333333
443.24,5.90286666667,5.71233333333,5.4754,6.05316666667,4.45433333333,6.7282,6.00493333333,4.41273333333,7.2878
443.60,5.93453333333,5.75886666667,5.50873333333,6.09023333333,4.4842,6.76753333333,6.0418,4.42426666667,7.3402
443.95,5.99633333333,5.7974,5.553,6.13583333333,4.54166666667,6.8158,6.08986666667,4.4808,7.39293333333
444.31,5.99653333333,5.79386666667,5.5552,6.14013333333,4.5412,6.83866666667,6.08446666667,4.47286666667,7.39933333333
444.66,5.9678,5.78266666667,5.5334,6.11923333333,4.5152,6.82446666667,6.06526666667,4.45406666666,7.38286666667
445.02,5.95453333333,5.76393333333,5.52166666667,6.10956666667,4.48293333333,6.8016,6.0398,4.43793333333,7.36606666667
445.37,5.95026666667,5.74793333333,5.51453333333,6.1092,4.47513333333,6.80606666667,6.02546666667,4.42266666667,7.35226666667
445.72,5.9812,5.77246666667,5.529,6.1408,4.4996,6.8338,6.04986666667,4.4346,7.39386666667
446.08,6.02206666667,5.79906666667,5.5716,6.1694,4.53173333333,6.86693333333,6.08173333334,4.46746666667,7.4236
446.43,6.04553333333,5.81353333333,5.5944,6.18686666667,4.5412,6.87693333333,6.07926666667,4.4904,7.43986666667
446.79,6.0556,5.81306666666,5.59993333333,6.18733333333,4.54633333333,6.87966666667,6.0908,4.50406666667,7.447
447.14,6.02846666667,5.78313333333,5.57573333333,6.15253333333,4.522,6.8554,6.0636,4.49513333333,7.4316
447.50,6.038,5.77893333333,5.58866666667,6.168,4.54386666667,6.87026666667,6.0774,4.51166666667,7.44286666667
447.85,6.03106666667,5.77653333333,5.57846666667,6.16293333333,4.53626666667,6.85533333333,6.058,4.49373333333,7.43386666667
448.21,6.06206666667,5.80266666667,5.6006,6.19063333333,4.57246666667,6.86206666667,6.0736,4.52126666667,7.4462
448.56,6.0798,5.81093333333,5.60706666667,6.2021,4.57986666667,6.875,6.0794,4.52033333333,7.43986666667
448.92,6.0746,5.80266666667,5.6032,6.20486666667,4.5888,6.8652,6.07906666667,4.51586666667,7.42826666667
449.27,6.07733333333,5.81033333333,5.605,6.19763333333,4.58513333333,6.84233333333,6.08113333333,4.51946666667,7.43886666667
449.62,6.0838,5.8292,5.62073333333,6.19313333333,4.60426666667,6.85953333333,6.08093333333,4.53686666667,7.43673333333
449.98,6.085,5.8306,5.61986666667,6.20216666667,4.61133333333,6.85646666667,6.08786666667,4.5354,7.44286666667
450.33,6.08973333333,5.83453333333,5.6248,6.1985,4.6198,6.87246666667,6.1172,4.5268,7.4592
450.69,6.06906666667,5.84886666667,5.62113333333,6.20523333333,4.61693333333,6.87353333333,6.10606666667,4.53026666667,7.44433333333
451.04,6.12566666667,5.8916,5.6536,6.2518,4.6588,6.9144,6.14853333333,4.55333333333,7.48193333333
451.40,6.13726666666,5.90213333333,5.66446666667,6.2677,4.65913333333,6.90126666667,6.1514,4.55946666667,7.47726666667
451.75,6.1188,5.8828,5.667,6.25773333333,4.64626666667,6.8846,6.1484,4.55433333333,7.4686
452.10,6.07713333333,5.84633333333,5.63106666667,6.22056666667,4.60633333334,6.84886666667,6.11693333333,4.52306666667,7.44493333333
452.46,6.0742,5.846,5.6418,6.2205,4.6032,6.8384,6.11333333333,4.53226666667,7.45593333333
452.81,6.1096,5.887,5.67886666667,6.23476666667,4.63493333333,6.89166666666,6.15193333333,4.55733333333,7.4984
453.17,6.1586,5.95186666667,5.74306666667,6.32636666667,4.71286666667,6.95546666666,6.20373333333,4.6164,7.55526666667
453.52,6.179,5.95153333333,5.73846666667,6.3538,4.70933333333,6.94513333333,6.21066666667,4.6262,7.55826666667
453.87,6.1698,5.94693333333,5.73773333333,6.35206666667,4.7062,6.94633333333,6.2014,4.6356,7.5454
454.23,6.1908,5.97593333333,5.76486666667,6.384,4.7472,6.96106666667,6.2062,4.6684,7.5556
