wavelength,Back_TiaCanf,Belly_TiaCanf,Breast_TiaCanf,Crissum_TiaCanf,Crown_TiaCanf,DorTail_TiaCanf,Patch10_TiaCanf,Rump_TiaCanf,Throat_TiaCanf,WingTip_TiaCanf
345.99,7.17466666667,13.0033333333,11.763,10.5696666667,6.558,7.81133333333,5.64933333333,8.42133333333,4.82066666667,7.791
346.35,7.23466666667,13.1456666667,11.816,10.4926666667,6.583,8.01266666667,5.77166666667,8.36466666667,4.80766666667,7.86633333333
346.72,7.60133333333,13.344,12.1073333333,10.7633333333,6.85933333333,8.25666666667,6.311,8.70433333333,5.168,8.223
347.08,7.578,13.257,12.109,10.7263333333,6.80633333333,8.115,6.303,8.55833333333,5.09433333333,8.12866666667
347.45,7.29233333333,13.1523333333,11.8343333333,10.5836666667,6.56933333333,7.96166666667,6.252,8.44833333333,4.90666666667,7.86733333333
347.81,7.491,13.2803333333,11.8433333333,10.8603333333,6.69766666667,7.99266666667,6.46733333333,8.63666666667,5.00966666667,8.00633333333
348.18,7.42266666667,13.2246666667,11.8416666667,10.9156666667,6.592,7.93966666667,6.34666666667,8.70966666667,4.978,8.035
348.54,7.604,13.4506666667,11.9926666667,11.3043333333,6.56166666667,8.18333333333,6.45966666667,8.94666666667,5.17166666667,8.054
348.91,7.63766666667,13.482,12.0023333333,11.2246666667,6.51266666667,8.333,6.601,8.98833333333,5.19633333333,8.204
349.27,7.39533333333,13.644,12.0023333333,11.3646666667,6.51333333333,8.24333333333,6.534,9.00333333333,5.14966666667,8.39933333333
349.64,7.25,13.481,11.9783333333,11.2006666667,6.52566666667,8.07533333333,6.311,8.967,4.88933333333,8.34333333333
350.00,6.93766666667,13.1313333333,11.7706666667,10.994,6.234,7.67433333333,5.65,8.59733333333,4.521,8.05966666667
350.37,6.48266666667,12.7666666667,11.5746666667,10.7203333333,5.794,7.39633333333,5.20466666667,8.317,4.34366666667,7.80033333333
350.73,6.66766666667,12.9043333333,11.7326666667,10.8756666667,5.94833333333,7.56433333333,5.36566666667,8.422,4.476,7.84566666667
351.10,6.36366666667,12.6096666667,11.5446666667,10.6166666667,5.756,7.45466666667,4.91933333333,8.17966666667,4.25333333333,7.61766666667
351.46,6.384,12.658,11.5953333333,10.6423333333,5.801,7.434,4.80933333333,7.972,4.08966666667,7.63466666667
351.83,6.199,12.4886666667,11.5266666667,10.6226666667,5.72133333333,7.25166666667,4.64266666667,7.80066666667,3.829,7.59366666667
352.19,6.22966666667,12.4526666667,11.6286666667,10.7853333333,5.648,7.12433333333,4.60666666667,7.75033333333,3.872,7.45
352.55,6.40333333333,12.2726666667,11.6493333333,10.8103333333,5.691,7.084,4.597,7.71366666667,3.85966666667,7.40166666667
352.92,6.71233333333,12.554,11.847,11.153,5.77833333333,7.39966666667,4.83233333333,7.88566666667,4.17633333333,7.55133333333
353.28,6.87166666667,12.7623333333,11.9253333333,11.2253333333,5.922,7.55233333333,4.95366666667,8.04,4.21033333333,7.50233333333
353.65,7.12533333333,12.957,11.8836666667,11.2336666667,6.12566666667,7.61566666667,5.03433333333,8.22933333333,4.24933333333,7.45033333333
354.01,7.279,13.2846666667,12.1456666667,11.3876666667,6.35766666667,7.788,5.242,8.497,4.47866666667,7.624
354.38,7.34333333333,13.4973333333,12.2903333333,11.3686666667,6.392,7.76533333333,5.44633333333,8.50866666667,4.644,7.64066666667
354.74,7.42366666667,13.7006666667,12.355,11.472,6.52266666667,7.956,5.67466666667,8.66966666667,4.95466666667,7.804
355.11,7.66133333333,13.8613333333,12.5206666667,11.7586666667,6.87633333333,8.183,6.05133333333,8.87633333333,5.30066666667,8.01133333333
355.47,7.91,14.2123333333,12.8013333333,12.0763333333,7.12333333333,8.422,6.359,9.226,5.63333333333,8.30366666667
355.83,8.054,14.524,12.9503333333,12.3176666667,7.12966666667,8.48333333333,6.60166666667,9.47866666667,5.815,8.49433333333
356.20,8.076,14.5683333333,12.995,12.3323333333,7.20366666667,8.36666666667,6.64833333333,9.482,5.797,8.62033333333
356.56,8.00666666667,14.6926666667,13.0913333333,12.3513333333,7.193,8.29766666667,6.58033333333,9.566,5.88233333333,8.673
356.93,8.17166666667,14.859,13.3696666667,12.661,7.34933333333,8.47166666667,6.78066666667,9.75433333333,6.108,8.813
357.29,8.187,14.667,13.3303333333,12.746,7.33833333333,8.37533333333,6.8,9.68633333333,6.068,8.86833333333
357.66,8.37866666667,14.7626666667,13.3913333333,12.854,7.43433333333,8.33833333333,6.902,9.86033333333,6.138,9.02133333333
358.02,8.47766666667,14.7573333333,13.499,12.858,7.48766666667,8.224,6.886,9.90933333333,6.15533333333,8.98466666667
358.38,8.463,14.827,13.5313333333,12.768,7.37433333333,8.14233333333,6.85166666667,9.81733333333,6.044,9.05866666667
358.75,8.254,14.6103333333,13.3226666667,12.581,7.25366666667,7.94666666667,6.71266666667,9.54666666667,5.766,8.96666666667
359.11,8.11566666667,14.5076666667,13.1553333333,12.433,7.23466666667,7.93733333333,6.54166666667,9.333,5.603,8.818
359.48,7.896,14.5193333333,13.0343333333,12.4733333333,7.24566666667,7.81133333333,6.609,9.17366666667,5.60066666667,8.754
359.84,8.034,14.6733333333,13.1093333333,12.684,7.343,7.99266666667,6.85,9.18166666667,5.72033333333,8.857
360.20,7.98333333333,14.644,13.0756666667,12.6436666667,7.37766666667,7.98366666667,6.91,9.14633333333,5.61366666667,8.879
360.57,7.83533333333,14.628,12.9126666667,12.4043333333,7.18466666667,7.88733333333,6.62433333333,8.956,5.40433333333,8.68433333333
360.93,7.70733333333,14.697,12.9736666667,12.477,7.119,7.92466666667,6.60966666667,8.92166666667,5.283,8.62166666667
361.29,7.73966666667,14.87,13.0793333333,12.539,7.08566666667,8.044,6.712,9.06733333333,5.23033333333,8.63266666667
361.66,7.69166666667,14.9543333333,13.1166666667,12.581,7.116,8.05266666667,6.703,9.12033333333,5.25866666667,8.50533333333
362.02,7.69033333333,15.0133333333,13.144,12.6633333333,7.11633333333,8.10033333333,6.773,9.119,5.35966666667,8.52566666667
362.39,7.6,15.0216666667,13.258,12.7233333333,7.10766666667,8.06466666667,6.86766666667,9.096,5.39833333333,8.468
362.75,7.70966666667,15.0533333333,13.287,12.7143333333,7.06766666667,8.14166666667,6.89633333333,9.27033333333,5.429,8.47633333333
363.11,7.69233333333,14.975,13.2853333333,12.655,7.10566666667,8.216,6.92,9.35833333333,5.43933333333,8.57833333333
363.48,7.77733333333,15.1333333333,13.3653333333,12.732,7.16,8.246,6.96366666667,9.46066666667,5.53633333333,8.599
363.84,7.71833333333,15.0596666667,13.339,12.826,7.20133333333,8.207,6.988,9.45533333333,5.57133333333,8.589
364.20,7.69233333333,15.0243333333,13.2226666667,12.7576666667,7.265,8.23266666667,6.94633333333,9.339,5.55133333333,8.53
364.57,7.652,14.873,13.2436666667,12.7576666667,7.37866666667,8.18066666667,6.94,9.28133333333,5.562,8.57766666667
364.93,7.65433333333,14.919,13.2423333333,12.7743333333,7.45466666667,8.24766666667,6.96566666667,9.309,5.562,8.68533333333
365.29,7.85666666667,15.153,13.5433333333,13.014,7.65566666667,8.35966666667,7.065,9.554,5.687,8.75733333333
365.66,7.892,15.2196666667,13.6053333333,13.1153333333,7.698,8.35966666667,6.93033333333,9.71,5.58966666667,8.74366666667
366.02,7.80533333333,15.2,13.5346666667,13.102,7.52266666667,8.26033333333,6.74533333333,9.462,5.407,8.63166666667
366.38,7.59566666667,15.125,13.328,13.0886666667,7.31166666667,8.07033333333,6.54833333333,9.27266666667,5.19533333333,8.33233333333
366.75,7.43466666667,14.9976666667,13.2133333333,13.0493333333,7.17233333333,7.98533333333,6.49766666667,9.22733333333,5.07333333333,8.30466666667
367.11,7.47966666667,15.1366666667,13.3643333333,13.036,7.195,7.95933333333,6.53766666667,9.33633333333,5.10766666667,8.34533333333
367.47,7.49433333333,15.0553333333,13.404,13.0066666667,7.02533333333,7.753,6.374,9.43566666667,5.06133333333,8.27966666667
367.84,7.39866666667,14.9803333333,13.1893333333,12.9563333333,6.80266666667,7.649,6.21633333333,9.405,5.00233333333,8.115
368.20,7.49933333333,15.021,13.2673333333,12.9843333333,6.67233333333,7.616,6.15533333333,9.428,5.07133333333,8.093
368.56,7.40533333333,14.9466666667,13.1813333333,12.8146666667,6.536,7.47766666667,6.147,9.35633333333,4.98333333333,8.03033333333
368.93,7.33366666667,14.7843333333,12.9433333333,12.622,6.43333333333,7.33333333333,6.103,9.22,4.931,7.935
369.29,7.48333333333,14.9123333333,13.2103333333,12.7756666667,6.623,7.51966666667,6.311,9.50233333333,5.14733333333,8.099
369.65,7.79533333333,15.0296666667,13.4536666667,12.9013333333,6.77166666667,7.64733333333,6.52933333333,9.587,5.37066666667,8.35666666667
370.01,7.846,15.069,13.5913333333,12.9503333333,6.929,7.80166666667,6.56466666667,9.48833333333,5.425,8.389
370.38,7.757,15.077,13.6396666667,13.022,6.87933333333,7.81,6.57533333333,9.393,5.393,8.36066666667
370.74,7.84166666667,15.269,13.793,13.3053333333,7.07066666667,8.00266666667,6.74433333333,9.365,5.50766666667,8.45966666667
371.10,7.85666666667,15.2996666667,13.7803333333,13.2463333333,7.07266666667,7.98566666667,6.73333333333,9.19966666667,5.463,8.44633333333
371.46,7.85,15.2866666667,13.86,13.221,7.17266666667,8.03733333333,6.76366666667,9.166,5.42633333333,8.32266666667
371.83,7.807,15.2603333333,13.7613333333,13.3653333333,7.20466666667,8.047,6.64066666667,9.14166666667,5.46133333333,8.287
372.19,7.843,15.409,13.965,13.566,7.314,8.24633333333,6.81866666667,9.22866666667,5.57566666667,8.41433333333
372.55,7.77533333333,15.4206666667,13.9806666667,13.57,7.323,8.14366666667,6.74933333333,9.23233333333,5.573,8.299
372.92,7.55,15.4783333333,13.9623333333,13.454,7.18866666667,7.97,6.60933333333,9.18366666667,5.459,8.134
373.28,7.65366666667,15.6693333333,14.0123333333,13.5443333333,7.23133333333,7.894,6.709,9.205,5.524,8.22266666667
373.64,7.74733333333,15.6843333333,13.931,13.7076666667,7.27966666667,7.91566666667,6.774,9.23533333333,5.598,8.33766666667
374.00,7.685,15.602,13.781,13.7473333333,7.20866666667,7.88366666667,6.72366666667,9.19833333333,5.52266666667,8.31733333333
374.37,7.67,15.6706666667,13.8966666667,13.876,7.20433333333,7.86266666667,6.65066666667,9.25466666667,5.53133333333,8.31166666667
374.73,7.736,15.8463333333,13.869,14.1016666667,7.29866666667,7.919,6.74066666667,9.40966666667,5.56666666667,8.498
375.09,7.90266666667,16.0643333333,14.0866666667,14.1563333333,7.35166666667,8.01766666667,6.75966666667,9.48133333333,5.55466666667,8.655
375.45,8.08533333333,16.1826666667,14.1463333333,14.215,7.408,8.037,6.734,9.50066666667,5.654,8.73033333333
375.81,8.10833333333,16.331,14.1483333333,14.2943333333,7.437,8.12,6.845,9.45433333333,5.55033333333,8.76766666667
376.18,8.16733333333,16.339,14.0943333333,14.3763333333,7.477,8.16766666667,6.95666666667,9.53266666667,5.557,8.82266666667
376.54,8.112,16.3443333333,14.0676666667,14.324,7.37666666667,8.108,6.913,9.616,5.481,8.73
376.90,8.20333333333,16.5726666667,14.2246666667,14.3613333333,7.37233333333,8.18866666667,7.04766666667,9.824,5.523,8.69066666667
377.26,8.373,16.793,14.4633333333,14.4923333333,7.555,8.268,7.302,10.1063333333,5.70633333333,8.73866666667
377.63,8.483,17.0656666667,14.6426666667,14.7106666667,7.742,8.386,7.60266666667,10.269,5.802,8.92633333333
377.99,8.46466666667,17.1033333333,14.6873333333,14.751,7.64866666667,8.33666666667,7.56333333333,10.1603333333,5.733,8.812
378.35,8.42333333333,17.1923333333,14.628,14.709,7.63666666667,8.293,7.665,10.1796666667,5.56266666667,8.70566666667
378.71,8.33266666667,17.3113333333,14.645,14.7466666667,7.64033333333,8.21633333333,7.774,10.17,5.494,8.69433333333
379.07,8.3,17.276,14.5513333333,14.688,7.61033333333,8.09,7.62733333333,10.1456666667,5.52266666667,8.748
379.44,8.35433333333,17.296,14.6136666667,14.6943333333,7.62733333333,8.10266666667,7.515,10.11,5.41333333333,8.78766666667
379.80,8.35566666667,17.366,14.6256666667,14.72,7.59766666667,8.01733333333,7.36366666667,10.0193333333,5.29466666667,8.807
380.16,8.30633333333,17.488,14.632,14.7053333333,7.71333333333,7.923,7.23533333333,9.91733333333,5.20266666667,8.76633333333
380.52,8.29933333333,17.4713333333,14.5813333333,14.6126666667,7.68166666667,7.87,7.16866666667,9.85966666667,5.127,8.86833333333
380.88,8.35966666667,17.4566666667,14.5803333333,14.532,7.73566666667,7.90866666667,7.17433333333,9.80433333333,5.185,8.80633333333
381.24,8.42466666667,17.496,14.6266666667,14.723,7.94966666667,7.936,7.25166666667,9.935,5.34933333333,8.94033333333
381.61,8.393,17.3326666667,14.6373333333,14.7496666667,7.98833333333,7.88333333333,7.251,9.86466666667,5.46933333333,8.90633333333
381.97,8.331,17.2896666667,14.5753333333,14.6493333333,7.89766666667,7.83366666667,7.11166666667,9.782,5.41166666667,8.83166666667
382.33,8.39633333333,17.3123333333,14.6666666667,14.7196666667,7.94366666667,7.904,7.195,9.79766666667,5.418,8.846
382.69,8.385,17.4156666667,14.6786666667,14.8226666667,7.95533333333,7.92266666667,7.28333333333,9.77166666667,5.533,8.75533333333
383.05,8.34566666667,17.4403333333,14.766,14.9403333333,7.948,7.99666666667,7.36333333333,9.84066666667,5.59033333333,8.73933333333
383.41,8.29133333333,17.2233333333,14.7463333333,14.9266666667,7.841,8.00266666667,7.41266666667,9.82966666667,5.57,8.726
383.77,8.19066666667,17.2733333333,14.772,14.9713333333,7.76933333333,7.96933333333,7.355,9.70033333333,5.505,8.63366666667
384.14,8.02666666667,17.271,14.7306666667,15.0066666667,7.62766666667,7.87,7.17633333333,9.625,5.31133333333,8.56966666667
384.50,7.85866666667,17.2516666667,14.632,14.8553333333,7.39433333333,7.79833333333,7.096,9.55866666667,5.11833333333,8.45833333333
384.86,7.76233333333,17.3183333333,14.6643333333,14.8726666667,7.34266666667,7.822,7.00366666667,9.586,5.07866666667,8.42266666667
385.22,7.806,17.3696666667,14.757,15.006,7.44,7.84166666667,7.00033333333,9.68633333333,5.12,8.418
385.58,7.833,17.4363333333,14.797,15.0683333333,7.501,7.879,6.98466666667,9.707,5.116,8.37866666667
385.94,7.85966666667,17.5566666667,14.887,15.1073333333,7.59933333333,7.87966666667,7.05033333333,9.79366666667,5.073,8.475
386.30,7.81366666667,17.534,14.8,15.072,7.56433333333,7.83066666667,7.052,9.70366666667,5.06,8.447
386.66,7.89533333333,17.711,14.8973333333,15.226,7.59766666667,7.84766666667,7.041,9.697,5.12133333333,8.47733333333
387.03,7.95333333333,17.7723333333,14.9516666667,15.2616666667,7.64033333333,7.87,7.07366666667,9.79933333333,5.144,8.442
387.39,8.03566666667,17.843,14.9816666667,15.3206666667,7.67166666667,7.97466666667,7.17366666667,9.84866666667,5.18866666667,8.49166666667
387.75,8.06366666667,17.9193333333,15.0033333333,15.3416666667,7.75566666667,7.94133333333,7.248,9.80333333333,5.19166666667,8.47666666667
388.11,8.18966666667,18.0483333333,15.1046666667,15.3763333333,7.888,7.96266666667,7.40833333333,9.85533333333,5.19966666667,8.57233333333
388.47,8.206,18.1003333333,15.089,15.474,7.88766666667,7.95433333333,7.572,9.883,5.16433333333,8.57966666667
388.83,8.22433333333,18.205,15.192,15.5923333333,7.893,7.92033333333,7.72733333333,9.986,5.24466666667,8.61633333333
389.19,8.20733333333,18.2183333333,15.1593333333,15.6196666667,7.83166666667,7.87833333333,7.769,9.94233333333,5.23566666667,8.583
389.55,8.252,18.4383333333,15.344,15.7576666667,7.90866666667,7.92233333333,7.88166666667,10.0803333333,5.29333333333,8.64633333333
389.91,8.31266666667,18.5726666667,15.4006666667,15.8553333333,8.08133333333,7.98966666667,7.97633333333,10.2413333333,5.364,8.72666666667
390.27,8.358,18.5846666667,15.4656666667,15.9293333333,8.20433333333,8.019,8.00833333333,10.2426666667,5.33966666667,8.866
390.63,8.37366666667,18.6733333333,15.564,16.0413333333,8.28766666667,8.064,8.05033333333,10.3076666667,5.35833333333,8.90533333333
391.00,8.44766666667,18.774,15.7246666667,16.1946666667,8.296,8.10333333333,8.10333333333,10.3803333333,5.37266666667,9.00466666667
391.36,8.43833333333,18.7976666667,15.72,16.2673333333,8.19166666667,8.07333333333,8.05833333333,10.354,5.361,8.99533333333
391.72,8.49166666667,18.847,15.8883333333,16.2713333333,8.228,8.12533333333,8.03366666667,10.3113333333,5.37533333333,9.06066666667
392.08,8.45733333333,18.8283333333,15.8716666667,16.23,8.202,8.072,7.93933333333,10.2556666667,5.302,9.073
392.44,8.46766666667,18.9003333333,15.9683333333,16.3326666667,8.237,8.07166666667,7.88966666667,10.287,5.34366666667,9.11133333333
392.80,8.50566666667,18.924,16.039,16.3726666667,8.285,8.1,8.03033333333,10.2696666667,5.33266666667,9.21133333333
393.16,8.38233333333,18.8296666667,15.9666666667,16.263,8.06466666667,7.971,7.94733333333,10.1076666667,5.225,9.06366666667
393.52,8.36133333333,18.9416666667,15.951,16.2846666667,7.98733333333,7.895,7.96833333333,10.0943333333,5.19033333333,8.99433333333
393.88,8.269,18.8323333333,15.8316666667,16.183,7.86833333333,7.71633333333,7.91566666667,9.932,5.119,8.84333333333
394.24,8.24566666667,18.7893333333,15.7713333333,16.1136666667,7.87733333333,7.64666666667,7.818,9.88933333333,5.059,8.76933333333
394.60,8.19233333333,18.7573333333,15.6966666667,16.148,7.87933333333,7.626,7.83866666667,9.889,5.06966666667,8.74166666667
394.96,8.17433333333,18.868,15.6096666667,16.1723333333,7.86166666667,7.55833333333,7.859,9.898,5.055,8.703
395.32,8.229,18.9936666667,15.69,16.249,7.914,7.64566666667,7.97,9.93233333333,5.068,8.68133333333
395.68,8.20666666667,19.068,15.7423333333,16.3063333333,7.97233333333,7.66733333333,7.99933333333,9.99433333333,5.00566666667,8.70266666667
396.04,8.206,19.051,15.6696666667,16.3353333333,7.919,7.61466666667,7.83733333333,9.967,4.90433333333,8.58166666667
396.40,8.24033333333,19.1653333333,15.7123333333,16.446,8.07566666667,7.63666666667,7.859,10.0393333333,4.91,8.66466666667
396.76,8.20266666667,19.1993333333,15.7953333333,16.4926666667,8.069,7.65566666667,7.88233333333,10.0453333333,4.92933333333,8.68833333333
397.12,8.282,19.4363333333,16.0146666667,16.6553333333,8.16033333333,7.68433333333,7.99066666667,10.2146666667,5.035,8.88733333333
397.48,8.35133333333,19.5033333333,16.127,16.7536666667,8.21266666667,7.77533333333,8.15433333333,10.287,5.175,9.04633333333
397.84,8.40033333333,19.6373333333,16.268,16.914,8.31466666667,7.79733333333,8.21366666667,10.3166666667,5.19,9.207
398.20,8.412,19.6586666667,16.3583333333,16.9723333333,8.329,7.851,8.20566666667,10.3186666667,5.16466666667,9.325
398.56,8.39033333333,19.7153333333,16.3296666667,17.079,8.30533333333,7.844,8.19466666667,10.2676666667,5.10966666667,9.35033333333
398.92,8.52166666667,19.778,16.4446666667,17.27,8.43433333333,7.973,8.34933333333,10.302,5.20333333333,9.40166666667
399.28,8.548,19.8083333333,16.5463333333,17.384,8.49366666667,7.99833333333,8.47133333333,10.365,5.324,9.483
399.64,8.585,19.8753333333,16.6736666667,17.4436666667,8.49866666667,8.07933333333,8.575,10.4173333333,5.285,9.512
400.00,8.588,19.9053333333,16.6803333333,17.5613333333,8.48233333333,8.09466666667,8.55333333333,10.4286666667,5.28933333333,9.53766666667
400.36,8.56266666667,19.8433333333,16.5916666667,17.5453333333,8.50633333333,8.10766666667,8.54266666667,10.3836666667,5.20266666667,9.489
400.72,8.543,19.965,16.6003333333,17.5906666667,8.457,8.09466666667,8.48666666667,10.3343333333,5.13166666667,9.44233333333
401.08,8.555,20.0343333333,16.6286666667,17.5466666667,8.374,8.06166666667,8.47466666667,10.2883333333,5.06833333333,9.35566666667
401.44,8.509,20.036,16.56,17.5536666667,8.28866666667,7.976,8.38066666667,10.1503333333,5.02533333333,9.212
401.80,8.453,20.0363333333,16.6186666667,17.485,8.24,7.862,8.32633333333,10.1643333333,5.01633333333,9.19233333333
402.16,8.39166666667,20.043,16.5783333333,17.3426666667,8.09733333333,7.75466666667,8.24533333333,10.0486666667,4.92666666667,9.06133333333
402.52,8.347,20.056,16.451,17.344,8.06233333333,7.69266666667,8.147,9.94533333333,4.769,8.93033333333
402.88,8.40333333333,20.1146666667,16.448,17.4063333333,8.031,7.618,8.074,9.891,4.76366666667,8.94666666667
403.24,8.432,20.1556666667,16.4563333333,17.4463333333,8.086,7.587,8.15166666667,9.899,4.75033333333,8.962
403.60,8.431,20.2606666667,16.6093333333,17.5236666667,8.11666666667,7.595,8.12133333333,9.92633333333,4.78,8.96966666667
403.95,8.41966666667,20.2673333333,16.6636666667,17.626,8.20233333333,7.64133333333,8.182,9.92433333333,4.78533333333,8.93933333333
404.31,8.39766666667,20.3086666667,16.6553333333,17.6676666667,8.27033333333,7.62766666667,8.175,9.935,4.79266666667,8.92866666667
404.67,8.44066666667,20.388,16.7763333333,17.8023333333,8.395,7.69133333333,8.28633333333,10.071,4.85866666667,9.004
405.03,8.461,20.447,16.806,17.959,8.45133333333,7.771,8.38566666667,10.0823333333,4.882,8.98033333333
405.39,8.443,20.541,16.8373333333,18.0686666667,8.51433333333,7.76166666667,8.46,10.1643333333,4.93266666667,9.082
405.75,8.45766666667,20.562,16.908,18.0756666667,8.59666666667,7.823,8.54866666667,10.1986666667,5.051,9.15866666667
406.11,8.435,20.5453333333,16.917,18.0733333333,8.59933333333,7.792,8.59366666667,10.1806666667,5.044,9.13233333333
406.47,8.42666666667,20.6336666667,16.9463333333,18.1066666667,8.63766666667,7.829,8.65866666667,10.2083333333,5.08766666667,9.14066666667
406.83,8.52666666667,20.731,16.958,18.2486666667,8.69466666667,7.89366666667,8.751,10.226,5.111,9.183
407.19,8.538,20.7466666667,16.944,18.2496666667,8.64,7.84933333333,8.73233333333,10.2426666667,5.11033333333,9.19666666667
407.55,8.548,20.807,16.979,18.323,8.63533333333,7.83766666667,8.80533333333,10.262,5.10433333333,9.17533333333
407.90,8.559,20.8803333333,16.989,18.371,8.61866666667,7.84133333333,8.85933333333,10.2893333333,5.099,9.19933333333
408.26,8.611,20.9763333333,17.0466666667,18.4153333333,8.65266666667,7.828,8.862,10.3286666667,5.11366666667,9.30833333333
408.62,8.638,20.9966666667,17.048,18.4416666667,8.62233333333,7.82366666667,8.838,10.321,5.106,9.29833333333
408.98,8.68233333333,21.0973333333,17.1573333333,18.5896666667,8.59233333333,7.82133333333,8.82366666667,10.427,5.09,9.336
409.34,8.701,21.192,17.2133333333,18.7233333333,8.69366666667,7.903,8.90966666667,10.512,5.10266666667,9.43866666667
409.70,8.71133333333,21.2056666667,17.2673333333,18.777,8.719,7.88,8.866,10.537,5.10833333333,9.434
410.06,8.665,21.2573333333,17.295,18.7793333333,8.71866666667,7.86033333333,8.88966666667,10.598,5.131,9.44233333333
410.42,8.737,21.443,17.4126666667,18.884,8.798,7.91,8.996,10.688,5.21566666667,9.47633333333
410.77,8.70633333333,21.4173333333,17.4393333333,18.9056666667,8.784,7.93766666667,8.94,10.6373333333,5.213,9.45033333333
411.13,8.702,21.419,17.465,18.8943333333,8.73233333333,7.94466666667,8.88433333333,10.6326666667,5.18666666667,9.42366666667
411.49,8.708,21.4096666667,17.439,18.902,8.708,7.931,8.91433333333,10.631,5.18866666667,9.37833333333
411.85,8.71566666667,21.472,17.5056666667,18.958,8.73466666667,7.94366666667,8.93466666667,10.6503333333,5.19033333333,9.36433333333
412.21,8.667,21.507,17.4396666667,18.8683333333,8.69066666667,7.86533333333,8.95466666667,10.5233333333,5.12966666667,9.33733333333
412.57,8.64266666667,21.5233333333,17.494,18.8233333333,8.64066666667,7.80266666667,8.89033333333,10.473,5.134,9.27633333333
412.92,8.61533333333,21.619,17.4833333333,18.9196666667,8.596,7.823,8.911,10.3936666667,5.07866666667,9.27666666667
413.28,8.59766666667,21.548,17.4183333333,18.8893333333,8.48766666667,7.77466666667,8.92066666667,10.302,5.0,9.22433333333
413.64,8.536,21.474,17.3963333333,18.9456666667,8.44633333333,7.68833333333,8.919,10.2593333333,4.92166666667,9.19833333333
414.00,8.53766666667,21.6186666667,17.374,18.983,8.466,7.701,8.96833333333,10.2883333333,4.978,9.27333333333
414.36,8.53833333333,21.7076666667,17.403,19.062,8.48066666667,7.67966666667,9.03566666667,10.253,5.00366666667,9.30633333333
414.72,8.47766666667,21.6923333333,17.4563333333,19.102,8.45666666667,7.621,9.01866666667,10.232,4.95366666667,9.26466666667
415.07,8.44933333333,21.6946666667,17.4213333333,19.0683333333,8.44566666667,7.62766666667,8.99966666667,10.2083333333,4.886,9.269
415.43,8.53533333333,21.787,17.5436666667,19.2083333333,8.544,7.724,9.09366666667,10.328,4.93,9.37833333333
415.79,8.51,21.8393333333,17.473,19.293,8.486,7.69966666667,9.11533333333,10.306,4.90266666667,9.364
416.15,8.54533333333,21.887,17.6036666667,19.387,8.563,7.71133333333,9.14266666667,10.3843333333,4.96166666667,9.39066666667
416.51,8.51333333333,22.008,17.5976666667,19.462,8.61133333333,7.68266666667,9.089,10.3506666667,4.93066666667,9.366
416.86,8.469,22.0416666667,17.5826666667,19.472,8.62066666667,7.69933333333,9.06533333333,10.29,4.90366666667,9.40066666667
417.22,8.48666666667,22.066,17.6433333333,19.5,8.679,7.72733333333,9.092,10.2773333333,4.86,9.44833333333
417.58,8.47766666667,22.005,17.639,19.484,8.71233333333,7.71766666667,9.13833333333,10.3106666667,4.87633333333,9.459
417.94,8.50266666667,22.0276666667,17.643,19.471,8.76266666667,7.738,9.20133333333,10.2803333333,4.87766666667,9.51166666667
418.29,8.52633333333,22.054,17.674,19.5516666667,8.76333333333,7.70866666667,9.20933333333,10.3143333333,4.916,9.52133333333
418.65,8.485,22.065,17.6623333333,19.596,8.743,7.64933333333,9.22266666667,10.2423333333,4.89566666667,9.455
419.01,8.481,22.0366666667,17.719,19.6016666667,8.771,7.689,9.27033333333,10.236,4.87133333333,9.47866666667
419.37,8.46666666667,22.0103333333,17.6323333333,19.5273333333,8.73233333333,7.625,9.27333333333,10.1556666667,4.81333333333,9.447
419.73,8.444,21.9683333333,17.6573333333,19.494,8.69533333333,7.62933333333,9.33433333333,10.1283333333,4.81066666667,9.43833333333
420.08,8.42566666667,21.9606666667,17.6493333333,19.492,8.69433333333,7.59766666667,9.34133333333,10.0936666667,4.77066666667,9.41966666667
420.44,8.44766666667,21.951,17.6423333333,19.5466666667,8.672,7.549,9.387,10.097,4.764,9.39833333333
420.80,8.42266666667,21.991,17.6633333333,19.6176666667,8.66566666667,7.51066666667,9.34666666667,10.0453333333,4.717,9.368
421.16,8.38866666667,22.031,17.6756666667,19.65,8.62866666667,7.48866666667,9.32333333333,10.0293333333,4.69933333333,9.34433333333
421.51,8.36866666667,22.0603333333,17.6876666667,19.635,8.63533333333,7.49766666667,9.315,9.98033333333,4.67533333333,9.34033333333
421.87,8.36866666667,22.105,17.738,19.664,8.641,7.50733333333,9.30133333333,9.979,4.66433333333,9.38233333333
422.23,8.36966666667,22.1873333333,17.7293333333,19.6886666667,8.67666666667,7.501,9.31333333333,9.96466666667,4.67533333333,9.374
422.58,8.324,22.1913333333,17.7836666667,19.712,8.65,7.51533333333,9.312,9.945,4.647,9.37533333333
422.94,8.31466666667,22.2293333333,17.794,19.773,8.687,7.492,9.326,9.972,4.64533333333,9.401
423.30,8.30966666667,22.2806666667,17.8196666667,19.7993333333,8.672,7.489,9.36166666667,9.97266666667,4.65666666667,9.39333333333
423.66,8.28833333333,22.288,17.8496666667,19.8106666667,8.66033333333,7.49833333333,9.35533333333,9.94833333333,4.64866666667,9.386
