wavelength,Back_SicOlif,Belly_SicOlif,Breast_SicOlif,Crissum_SicOlif,Crown_SicOlif,DorTail_SicOlif,Rump_SicOlif,Throat_SicOlif,WingTip_SicOlif
319.96,4.9314,8.90143333333,5.88026666667,7.24286666666,2.91273333333,5.2194,3.7768962963,7.9514,5.20576666667
320.32,4.7834,8.80639999999,5.63806666667,7.05159999999,2.69406666667,5.08833333334,3.61927407407,7.92453333333,5.08576666667
320.69,4.94286666666,8.86446666665,5.74633333334,7.17966666667,2.80906666667,5.17853333334,3.76110370371,7.94393333333,5.15803333333
321.06,5.48873333333,9.4862,6.46166666667,7.81273333333,3.55213333333,5.67326666667,4.41682962963,8.59206666667,5.75293333333
321.43,5.46413333333,9.54679999999,6.60793333333,7.89633333333,3.81373333333,5.61546666667,4.45117777778,8.63346666667,5.81323333333
321.80,5.20193333333,9.41213333333,6.54713333333,7.72073333334,3.6854,5.40733333333,4.35951111111,8.39093333333,5.70633333333
322.16,4.9052,9.06499999999,6.16313333333,7.36106666667,3.3234,5.0428,4.15360740741,7.99766666667,5.40316666667
322.53,5.31326666667,9.28946666665,6.5028,7.81486666667,3.724,5.33513333333,4.54253333333,8.26453333333,5.7127
322.90,5.06826666667,9.04933333334,6.21206666667,7.66973333334,3.54453333333,5.0874,4.28250370371,7.99186666667,5.4854
323.27,5.23533333333,9.25016666667,6.2778,7.91400000001,3.7562,5.31593333333,4.45948888889,8.1354,5.6377
323.63,5.51493333333,9.6695,6.75266666667,8.23313333334,4.0606,5.79526666667,4.84528888889,8.59766666667,6.1088
324.00,5.42693333333,9.7795,6.89213333333,8.2832,4.0202,5.89126666667,4.86326666667,8.59806666667,6.22173333333
324.37,5.46893333333,9.84940000001,7.04126666667,8.37480000001,4.1996,5.90966666667,4.9898962963,8.54813333333,6.1988
324.74,5.48093333333,10.1759666667,7.2274,8.51373333332,4.332,5.99586666666,5.16722222222,8.71713333333,6.30846666667
325.10,5.25333333333,9.90573333335,7.06893333333,8.21846666666,4.00146666667,5.81873333333,4.88606666667,8.5272,6.06853333333
325.47,5.41966666667,10.0546,7.19173333333,8.25786666667,4.12193333333,5.92193333333,4.9111037037,8.75846666667,6.1598
325.84,5.51926666667,10.1506,7.27126666667,8.35513333333,4.15613333333,5.99373333333,4.97988888889,8.92713333333,6.1488
326.21,5.75286666667,10.4841,7.52786666667,8.70360000001,4.46413333333,6.2274,5.26353333333,9.17653333333,6.29756666667
326.57,5.43273333333,10.4327333333,7.30393333333,8.5616,4.165,5.98033333333,4.93231111111,8.92833333333,6.00573333333
326.94,5.3556,10.3762333333,7.30286666667,8.43546666667,4.09486666667,5.86366666667,4.79287407407,8.82773333333,5.92546666667
327.31,5.16533333333,10.3138,7.252,8.33166666667,4.00126666667,5.60893333333,4.65127407407,8.76513333333,5.77006666667
327.67,4.84586666667,10.0968,6.99313333333,8.10506666667,3.77626666666,5.15173333333,4.29036296296,8.36366666667,5.3916
328.04,4.98886666667,10.3050666667,7.10366666667,8.31373333333,3.9776,5.2374,4.46237037037,8.56886666667,5.53903333333
328.41,4.8632,10.1902666667,7.01286666667,8.2658,3.747,5.07626666667,4.3522,8.6188,5.41286666667
328.78,4.53526666667,9.64416666668,6.6808,7.85620000001,3.35266666667,4.60546666667,3.89442962963,8.2816,4.9552
329.14,4.207,9.43643333333,6.36906666667,7.69086666667,3.07453333333,4.2158,3.6066,7.97293333333,4.5871
329.51,3.96,9.33986666667,6.1726,7.5556,2.81253333333,4.0032,3.48288148148,7.72273333333,4.3911
329.88,3.8202,9.26833333333,6.097,7.42740000001,2.63726666667,3.7382,3.2836962963,7.55293333333,4.32703333333
330.24,3.73826666667,9.30033333334,6.03073333333,7.28226666667,2.51613333333,3.6624,3.11614814815,7.66893333333,4.27073333333
330.61,3.9868,9.50023333333,6.13946666667,7.40073333333,2.81166666667,3.9264,3.33191851852,7.7924,4.47736666667
330.98,4.21326666667,9.8085,6.35673333333,7.75926666666,3.08066666667,4.1332,3.65433333333,8.1222,4.73513333333
331.34,4.16186666667,9.82183333333,6.28493333333,7.6542,3.01506666666,4.0892,3.64807407407,8.0612,4.6672
331.71,4.27286666667,9.96866666668,6.35493333333,7.75406666667,3.05473333333,4.23706666667,3.81827407407,8.23253333333,4.72366666667
332.08,4.37373333333,10.1415,6.56773333333,7.88653333334,3.22646666667,4.4002,4.06981481481,8.38333333333,4.7547
332.44,4.74,10.6711333333,7.0162,8.26813333333,3.69493333333,4.8148,4.54832592593,8.6662,5.11126666667
332.81,4.98226666666,11.0759666667,7.31953333333,8.65193333333,4.01333333334,5.18953333333,4.88652592592,9.01586666667,5.4249
333.18,5.41846666667,11.5624333333,7.73053333333,9.02233333334,4.30926666666,5.5726,5.29428148148,9.40086666668,5.9062
333.54,5.94466666667,12.0512,8.21313333333,9.51020000001,4.70053333333,6.0208,5.73708888889,9.82239999999,6.3033
333.91,6.17826666666,12.4301666667,8.39393333333,9.88526666667,4.96193333333,6.35453333333,6.02568888889,10.1764,6.60603333333
334.28,6.14126666667,12.3815666667,8.4248,9.93913333333,4.8976,6.3202,5.98321481481,10.0451333333,6.58506666667
334.64,6.09033333333,12.3707,8.49526666667,10.0032,4.85193333333,6.26953333333,6.04926666667,10.1121333333,6.511
335.01,6.2044,12.5181333333,8.63633333333,10.1275333333,4.98553333333,6.47633333333,6.19539259259,10.1964,6.52463333333
335.38,6.24833333333,12.6406333333,8.72713333333,10.2328,5.00906666667,6.54653333333,6.22068148148,10.2038666667,6.59363333333
335.74,6.37013333333,12.7441,8.8918,10.3414,5.15866666667,6.65153333333,6.28742222222,10.295,6.7475
336.11,6.375,12.7493666667,8.84906666667,10.3232666667,5.09966666667,6.64446666667,6.1318074074,10.2128,6.75153333333
336.47,6.2078,12.5367333333,8.684,10.1771333333,4.90286666667,6.46133333333,5.90310370371,10.0503333333,6.60396666667
336.84,6.356,12.7154666667,8.81033333333,10.3455333333,5.0506,6.62473333333,6.07748888889,10.1850666667,6.726
337.21,6.4558,12.7486333333,8.93546666667,10.5537333333,5.1744,6.727,6.21536296296,10.3214666667,6.8124
337.57,6.00453333333,12.3556,8.521,10.1174666667,4.77953333333,6.31493333333,5.81091111111,10.0122666667,6.37623333333
337.94,5.83446666667,12.1138,8.40213333333,9.81253333334,4.62933333333,5.997,5.58527407407,9.74853333332,6.03973333333
338.31,5.7122,12.0317666667,8.25726666667,9.64366666667,4.5136,5.82726666667,5.5134962963,9.6492,5.89766666667
338.67,5.59953333333,12.0383333333,8.1486,9.51986666667,4.39326666667,5.70766666667,5.43827407407,9.62346666666,5.87743333333
339.04,5.54966666667,12.0851,8.13946666667,9.48026666668,4.3288,5.5792,5.40468148148,9.62913333333,5.97993333333
339.40,5.73553333333,12.1968333333,8.27426666667,9.59773333334,4.48513333333,5.6174,5.5365037037,9.78486666667,6.0585
339.77,5.71073333333,12.158,8.27113333333,9.63526666667,4.47253333333,5.5626,5.5463037037,9.78893333333,6.0293
340.14,5.7664,12.1952333333,8.36986666667,9.66619999999,4.49233333333,5.55993333333,5.62023703704,10.0064,6.02203333333
340.50,5.7222,12.2214333333,8.38426666667,9.67586666667,4.4416,5.58653333333,5.60309629629,10.0573333333,5.9995
340.87,5.681,12.2394333333,8.38886666667,9.60713333333,4.36406666667,5.51013333333,5.54459259259,9.99733333333,5.93553333333
341.23,5.568,12.2285,8.33493333333,9.43100000001,4.2826,5.45026666667,5.46981481481,9.88026666667,5.82303333333
341.60,5.79513333333,12.3812333334,8.60013333333,9.68506666666,4.4902,5.61906666667,5.67225185185,10.0174,5.97866666667
341.96,5.79833333333,12.4156333333,8.62893333333,9.712,4.45933333334,5.6704,5.70785925926,10.04,5.95256666667
342.33,6.01906666667,12.6490333333,8.97626666667,9.95973333332,4.7244,5.9232,5.97799259259,10.2932666667,6.1595
342.70,6.0882,12.6003666667,9.04593333333,9.9604,4.76886666667,5.88,6.00120740741,10.3282,6.12333333333
343.06,6.061,12.5377666667,8.99286666667,9.86106666667,4.75406666667,5.8574,5.95795555555,10.3511333333,6.03393333333
343.43,5.94106666667,12.5153666667,8.94266666667,9.79946666667,4.69533333333,5.90766666667,5.90580740741,10.3738666667,5.97576666667
343.79,5.86833333333,12.6086,8.86706666666,9.68973333333,4.65973333333,5.92073333333,5.90068888889,10.3711333333,5.91386666667
344.16,5.7138,12.5316,8.65193333333,9.56053333333,4.5168,5.69206666667,5.71485185185,10.1115333333,5.77666666667
344.52,5.94746666667,12.8006666667,8.83513333333,9.7252,4.72333333333,5.8348,5.94960740741,10.3212,6.01723333333
344.89,5.89666666667,12.8205333333,8.7418,9.69833333332,4.63506666667,5.7312,5.92967407407,10.3003333333,5.99163333333
345.25,5.82806666666,12.8058,8.65586666667,9.70306666666,4.60286666667,5.68126666667,5.9132,10.3052,5.92773333333
345.62,5.894,12.9636333333,8.62666666667,9.78746666665,4.63713333333,5.7666,5.99341481481,10.464,6.03586666667
345.99,5.96673333333,13.0572,8.6532,9.90666666667,4.72846666667,5.8584,6.02527407407,10.6135333333,6.20656666667
346.35,6.0036,13.112,8.60266666667,9.95146666666,4.74826666667,5.87333333333,6.00214074074,10.6733333333,6.20383333333
346.72,6.16866666667,13.3772333333,8.7442,10.1951333333,4.93653333333,6.03906666667,6.19870370371,10.8330666667,6.35156666667
347.08,6.1956,13.4385666667,8.80006666667,10.2238666667,4.8858,6.00013333333,6.20511111111,10.8042666667,6.26706666667
347.45,6.23093333333,13.5272333333,8.89053333333,10.2709333333,4.87626666667,5.97066666667,6.25949629629,10.7359333333,6.2883
347.81,6.4062,13.6132,9.05986666667,10.4266,4.94406666667,5.9986,6.32722962963,10.8553333333,6.36283333333
348.18,6.5432,13.6169666667,9.17013333334,10.5826,5.0328,6.1616,6.45792592593,11.0133333333,6.4967
348.54,6.42226666667,13.4661333333,9.02006666667,10.4523333333,4.87953333333,6.0122,6.26365925926,10.8542,6.29183333333
348.91,6.42026666667,13.5251333333,9.02693333333,10.4628,4.91166666667,6.01686666667,6.25328888889,10.9296,6.24956666667
349.27,6.44146666667,13.6224,9.07886666666,10.4017333333,4.93813333333,5.97733333333,6.20230370371,10.9832666667,6.21
349.64,6.33826666667,13.6109666667,9.05453333334,10.3075333333,4.87853333333,5.88833333333,6.14625185185,10.9022666667,6.13433333333
350.00,6.37233333333,13.7393333333,9.17233333333,10.3751333333,4.86593333333,5.92673333333,6.22821481481,10.9184,6.1281
350.37,6.28806666667,13.7591333333,9.15893333334,10.3727333333,4.8182,5.89946666667,6.21249629629,10.9114666667,6.09486666667
350.73,6.21286666666,13.7865,9.16386666667,10.3126,4.73406666667,5.89526666667,6.11870370371,10.8784,6.06483333333
351.10,6.11486666667,13.8092333333,9.05180000001,10.3017333333,4.6988,5.8992,6.11789629629,10.8194666667,6.0739
351.46,6.0148,13.7614,8.94526666667,10.2220666667,4.61353333333,5.8544,6.06463703704,10.7685333334,6.03376666667
351.83,5.8948,13.7048666667,8.76446666667,10.1604666667,4.4824,5.77826666667,5.96705185185,10.6400666667,5.97206666667
352.19,5.8068,13.7417333333,8.708,10.033,4.36893333333,5.65206666667,5.87626666667,10.6056666667,5.81836666667
352.55,5.9654,13.9222,8.922,10.2524,4.57346666667,5.80846666667,6.07655555555,10.8178,5.93846666667
352.92,5.97253333333,13.8790333333,8.98046666667,10.2608666667,4.58846666667,5.8274,6.10145185185,10.8032666667,5.99776666667
353.28,6.10686666667,14.0160666667,9.097,10.4152,4.68766666667,5.92753333333,6.26647407407,10.9374666667,6.14873333333
353.65,5.96606666667,13.8695333333,8.9428,10.2187333333,4.54566666667,5.70053333333,6.14108888889,10.793,5.97353333333
354.01,5.98333333333,13.8531333333,8.89653333333,10.2173333333,4.58413333333,5.6594,6.12267407407,10.7754,5.95086666667
354.38,6.024,13.8510333333,8.94533333334,10.1872,4.62846666667,5.70213333333,6.17121481482,10.801,5.97386666667
354.74,5.934,13.7286,8.8932,10.1170666667,4.6162,5.6322,6.12747407407,10.7596,5.8863
355.11,6.07513333334,13.849,9.0784,10.2426,4.7988,5.75153333333,6.22263703704,10.9254,6.0192
355.47,6.25873333333,13.9399,9.29806666666,10.3958,4.9722,5.84993333333,6.33027407407,11.1244,6.1183
355.83,6.1454,13.8560666667,9.25793333333,10.2720666667,4.9058,5.74126666667,6.28710370371,11.0967333334,6.03633333333
356.20,6.11033333333,13.9058666667,9.26819999999,10.3023333333,4.9364,5.77133333333,6.30065925926,11.0935333333,6.01486666667
356.56,5.8866,13.7757333333,9.11553333334,10.0788,4.651,5.54393333333,6.09424444445,10.8966,5.8307
356.93,5.8888,13.7627666667,9.1004,10.0391333333,4.61986666667,5.49493333333,6.04931111111,10.8673333333,5.7867
357.29,5.75566666667,13.5678666667,8.97626666667,9.91546666667,4.50226666667,5.3672,5.87100740741,10.6802,5.65976666667
357.66,5.8772,13.6998333333,9.1296,10.1034666667,4.62826666667,5.53206666667,5.98374814815,10.7952666667,5.8098
358.02,5.83593333333,13.7015333333,9.11726666667,10.0362,4.59586666666,5.5604,6.0458,10.8170666667,5.8108
358.38,5.80386666667,13.6943,9.09839999999,10.0209333333,4.50026666667,5.43273333333,5.98665925926,10.7488,5.79713333333
358.75,5.80113333333,13.7129,9.03060000001,10.0095333333,4.43046666667,5.41006666666,5.93280740741,10.6824666667,5.76176666667
359.11,5.6558,13.5705666667,8.88166666667,9.85813333334,4.2436,5.27693333333,5.82111851852,10.5389333333,5.63866666667
359.48,5.53826666667,13.5602333333,8.7818,9.8038,4.1512,5.2104,5.73833333333,10.4601333333,5.5639
359.84,5.6878,13.7510333333,8.94033333333,9.97919999999,4.30073333333,5.32806666667,5.87997037037,10.5894,5.73593333333
360.20,5.73073333333,13.8177,9.0396,10.0447333333,4.33006666667,5.38026666667,5.96894814815,10.6713333333,5.81853333333
360.57,5.67506666667,13.8284333333,8.98253333333,10.0584666667,4.3264,5.34286666667,5.91058518519,10.6666666667,5.83376666667
360.93,5.7402,13.9417,9.08066666667,10.1274666667,4.36933333333,5.4154,5.95294074074,10.7292666667,5.88766666667
361.29,5.86953333333,14.0779,9.2394,10.2606,4.4678,5.56526666667,6.06637037037,10.8878,5.98026666667
361.66,5.94006666667,14.182,9.33106666667,10.3346,4.54593333333,5.6092,6.09857037037,11.0164666666,6.0193
362.02,5.91953333333,14.1550333333,9.37153333333,10.3490666667,4.5214,5.57193333333,6.02763703704,11.0627333333,6.02906666667
362.39,5.88506666667,14.1288,9.33240000001,10.2813333333,4.50293333333,5.5744,5.97841481481,11.0534666667,5.96653333333
362.75,5.88633333333,14.1550666667,9.366,10.2674,4.48146666667,5.5342,5.98842962963,11.0982,5.97246666667
363.11,5.96733333333,14.2391666667,9.50206666666,10.3574,4.56853333333,5.55613333333,6.02472592593,11.1886666667,5.9934
363.48,6.02706666667,14.2262,9.53626666667,10.385,4.5802,5.57933333333,6.08142222222,11.1702,6.01673333333
363.84,6.01846666667,14.168,9.52920000001,10.3674,4.549,5.57446666667,6.04575555555,11.1486666667,5.95166666667
364.20,6.05866666667,14.1686666667,9.52366666667,10.3981333333,4.57913333333,5.5748,6.07821481481,11.1662,5.95616666667
364.57,6.065,14.1015,9.5218,10.3769333333,4.59273333333,5.60093333333,6.08142222222,11.161,5.90883333333
364.93,5.93746666667,13.9881333333,9.39246666667,10.3102,4.4898,5.5012,5.98434074074,11.0556,5.7515
365.29,5.91646666667,13.9899333333,9.39713333333,10.2700666667,4.50733333334,5.45073333333,5.98811111111,11.0374,5.72363333333
365.66,5.9338,13.9121666667,9.41066666667,10.2542666667,4.4934,5.43486666667,5.98935555555,10.99,5.72023333333
366.02,5.94113333333,13.8823,9.40986666667,10.2601333333,4.47773333333,5.4146,5.99374074074,10.9016666667,5.64176666667
366.38,5.94353333333,13.8665666667,9.38446666666,10.2433333333,4.48013333333,5.37386666667,5.97183703704,10.8768,5.63976666667
366.75,6.01066666667,13.9051,9.43813333333,10.3000666667,4.57606666667,5.44093333333,6.05266666667,10.9574,5.6925
367.11,5.9314,13.8430333333,9.36006666667,10.2237333333,4.50033333333,5.37626666667,5.98800740741,10.9405333333,5.67533333333
367.47,5.81673333333,13.7621666667,9.258,10.1538666667,4.40913333333,5.28586666667,5.86367407407,10.9062,5.5829
367.84,5.718,13.6508333333,9.18766666667,10.0474666667,4.35766666667,5.2174,5.79566666667,10.8398,5.53306666667
368.20,5.70933333333,13.5744,9.17933333333,10.0391333333,4.36593333333,5.2066,5.74596296296,10.8220666667,5.53393333333
368.56,5.82046666667,13.6557,9.27979999999,10.1146666667,4.46726666667,5.27653333333,5.85274814815,10.9308666667,5.63763333333
368.93,5.7874,13.537,9.19846666667,10.0481333333,4.40413333333,5.21533333333,5.77362962963,10.8370666667,5.62866666667
369.29,5.578,13.3504,8.94266666667,9.87520000001,4.16033333333,4.97633333333,5.57289629629,10.6469333333,5.40383333333
369.65,5.4532,13.2494666667,8.76813333333,9.73673333335,4.019,4.85373333334,5.43461481482,10.4930666667,5.2636
370.01,5.40486666667,13.2178,8.70766666667,9.70333333333,3.98253333333,4.7664,5.35709629629,10.4664666667,5.24843333333
370.38,5.53906666667,13.3325,8.86866666667,9.92500000001,4.1238,4.92333333333,5.51675555555,10.6512,5.40436666667
370.74,5.48233333333,13.3079333333,8.84300000001,9.9202,4.0528,4.85246666667,5.41555555555,10.5378666667,5.36893333333
371.10,5.6048,13.4422,8.97106666666,10.0628,4.15566666667,4.99153333333,5.49962962963,10.5986666667,5.4434
371.46,5.56086666667,13.3566,8.91293333333,9.96713333333,4.0938,4.90626666667,5.40737777778,10.5378,5.37213333333
371.83,5.5014,13.2940333333,8.81199999999,9.88046666665,3.97106666667,4.81033333333,5.27703703704,10.4693333333,5.24316666667
372.19,5.5056,13.3180333333,8.81486666666,9.84786666668,3.9582,4.83926666667,5.29554074074,10.4582666667,5.24623333333
372.55,5.56826666667,13.3821,8.87786666667,9.90380000001,3.96813333333,4.8698,5.34496296296,10.462,5.26646666667
372.92,5.70146666667,13.5815666667,9.12093333333,10.0846,4.1454,5.04773333333,5.53690370371,10.6469333333,5.44333333333
373.28,5.8056,13.6237,9.21973333333,10.1365333333,4.24493333333,5.14106666667,5.61412592593,10.6591333333,5.57223333333
373.64,5.808,13.6076,9.24993333334,10.1363333333,4.24253333333,5.117,5.65751851852,10.6756666667,5.6076
374.00,5.73106666667,13.5639333333,9.19126666668,10.0760666667,4.18846666667,5.11066666667,5.64657777778,10.6486666667,5.54846666667
374.37,5.49146666667,13.3526333333,8.98439999999,9.8162,3.97226666667,4.88873333333,5.42333333333,10.4102666667,5.3217
374.73,5.45726666667,13.2445333333,8.96306666667,9.79273333334,3.92953333333,4.86606666667,5.40987407407,10.4007333333,5.23716666667
375.09,5.384,13.1606333333,8.8814,9.70653333333,3.87713333333,4.8288,5.38498518518,10.3207333333,5.18003333333
375.45,5.5482,13.3305333333,9.03413333333,9.9086,4.06046666667,5.00713333333,5.6005037037,10.4579333333,5.36426666667
375.81,5.714,13.4416,9.2008,10.0654666667,4.23993333333,5.17906666667,5.76326666667,10.5850666667,5.53673333333
376.18,5.7946,13.4992666667,9.27599999999,10.1194666667,4.3268,5.2184,5.80875555556,10.6154,5.623
376.54,5.86506666666,13.4913666667,9.29613333334,10.1742666667,4.37453333333,5.25926666667,5.82987407407,10.6246666667,5.6979
376.90,5.93106666667,13.4619666667,9.27286666667,10.1759333333,4.3852,5.2388,5.81248888889,10.6421333333,5.70173333333
377.26,6.01806666667,13.5109666667,9.36159999999,10.288,4.44146666667,5.3422,5.88238518518,10.7195333333,5.78436666667
377.63,6.11513333334,13.5804666667,9.44940000001,10.3997333333,4.5424,5.472,5.91995555556,10.8034,5.87006666667
377.99,6.20506666667,13.6260666667,9.55293333333,10.4444666667,4.5958,5.5252,5.97402962963,10.8435333333,5.93656666667
378.35,6.36486666667,13.7139,9.7046,10.5966,4.72746666667,5.62906666667,6.11342222222,10.9372,6.07833333333
378.71,6.36173333333,13.6801333333,9.66313333333,10.542,4.71473333333,5.61273333333,6.11564444445,10.9146,6.08816666667
379.07,6.40453333333,13.658,9.66413333334,10.5642666667,4.73453333334,5.63313333333,6.11445925926,10.9093333333,6.13663333333
379.44,6.39326666667,13.5956333333,9.62179999999,10.5310666667,4.6748,5.60033333333,6.04606666666,10.8499333333,6.0798
379.80,6.46193333334,13.6481,9.67413333332,10.6346,4.77226666667,5.6968,6.11762222222,10.9308666667,6.16526666667
380.16,6.4214,13.5962333333,9.64026666667,10.6631333333,4.75113333333,5.69846666667,6.09068148148,10.922,6.15
380.52,6.305,13.4888,9.56666666666,10.5658,4.72573333333,5.62106666667,5.99266666667,10.8502666667,6.0519
380.88,6.15693333333,13.3387333333,9.41279999999,10.46,4.613,5.4812,5.84013333333,10.6998,5.90043333333
381.24,6.0786,13.2516333333,9.31646666666,10.3609333333,4.5624,5.40693333333,5.75618518519,10.6029333333,5.80436666667
381.61,6.02206666667,13.1626333333,9.25566666666,10.2522666667,4.494,5.3344,5.6752,10.5369333333,5.7188
381.97,6.11426666667,13.1793,9.2746,10.3002666667,4.55526666667,5.37906666667,5.6944962963,10.5394666667,5.75423333333
382.33,6.14733333333,13.2091333333,9.28533333333,10.3203333333,4.55953333333,5.4514,5.66838518519,10.5597333333,5.79603333333
382.69,6.27173333333,13.2941666667,9.38579999999,10.4321333333,4.6612,5.54533333333,5.7282,10.6420666667,5.89156666667
383.05,6.27953333333,13.2388666667,9.38899999999,10.4215333333,4.65853333333,5.53146666667,5.73114814815,10.6291333333,5.8782
383.41,6.2992,13.22,9.42739999999,10.4076666667,4.6728,5.53473333333,5.73354074074,10.6414666667,5.91686666667
383.77,6.24253333333,13.1721,9.38053333333,10.3143333333,4.5886,5.4676,5.6683037037,10.5577333333,5.84043333333
384.14,6.3176,13.1805,9.43393333335,10.3210666667,4.61253333333,5.49573333333,5.73154074074,10.5579333333,5.8558
384.50,6.44233333333,13.3100333333,9.56113333332,10.4454,4.70013333333,5.6272,5.85633333333,10.701,5.97266666667
384.86,6.57193333334,13.4472666667,9.72193333332,10.5604666667,4.85393333333,5.79873333333,6.04972592593,10.8287333334,6.14593333333
385.22,6.68753333333,13.5538333333,9.86233333332,10.6717333333,4.94933333333,5.9022,6.13259259259,10.9424,6.2758
385.58,6.70246666667,13.5674666667,9.88666666667,10.7032,4.9788,5.93306666667,6.15141481482,10.9234666667,6.29936666667
385.94,6.69666666667,13.5336,9.89940000001,10.6901333333,4.99673333333,5.9346,6.14755555555,10.9164,6.3234
386.30,6.69073333333,13.4910333333,9.87353333333,10.6690666667,5.0026,5.90206666667,6.15017037037,10.9088666667,6.29403333333
386.66,6.61366666667,13.4169666666,9.86419999999,10.6074,4.95446666667,5.8556,6.09393333333,10.8642,6.2346
387.03,6.6078,13.4126333333,9.8572,10.5832666667,4.958,5.83426666667,6.07075555555,10.866,6.2358
387.39,6.66666666667,13.4589666667,9.90646666667,10.6322,5.05086666667,5.88193333334,6.12601481481,10.9304666667,6.29716666667
387.75,6.6812,13.5017333333,9.9642,10.6947333334,5.07166666667,5.8816,6.13718518518,10.9341333333,6.33796666667
388.11,6.6332,13.4438666667,9.89940000001,10.6626,5.04333333333,5.85786666667,6.0522,10.8794,6.30973333333
388.47,6.60346666667,13.3566666667,9.85546666665,10.5980666667,5.02846666667,5.81333333334,5.99732592593,10.8049333333,6.30426666667
388.83,6.58813333333,13.2606,9.77013333333,10.5202,4.96713333333,5.73853333333,5.89798518518,10.7166,6.23116666667
389.19,6.57446666667,13.1869333333,9.69706666667,10.4656666667,4.95786666667,5.70386666667,5.88311851852,10.7200666667,6.21133333333
389.55,6.56646666667,13.1485,9.68446666666,10.4372666667,4.92526666667,5.68906666667,5.88242962963,10.7110666667,6.22413333333
389.91,6.51346666667,13.101,9.62000000001,10.4178666666,4.86093333333,5.66186666667,5.8521037037,10.6528666667,6.18803333333
390.27,6.4852,13.0474,9.58173333333,10.3972666667,4.81633333333,5.61733333333,5.80840740741,10.5953333333,6.1526
390.63,6.56973333333,13.0713666667,9.58853333334,10.4312,4.86573333333,5.6672,5.84526666667,10.6262,6.22813333333
391.00,6.62813333333,13.0568333333,9.63186666667,10.4852,4.88886666667,5.68733333333,5.83505925926,10.6474,6.2432
391.36,6.66693333333,13.0817666667,9.6416,10.4974666667,4.8948,5.73,5.84832592593,10.6482,6.27203333333
391.72,6.6892,13.0275666667,9.613,10.4845333333,4.89613333333,5.73213333333,5.83283703704,10.6445333333,6.28816666667
392.08,6.67313333333,12.9985666667,9.61886666668,10.4582666667,4.87986666667,5.70946666667,5.82044444444,10.6254,6.27683333333
392.44,6.6352,12.9176666667,9.56893333335,10.4041333334,4.8112,5.65433333333,5.7350962963,10.5628666667,6.23073333333
392.80,6.7062,12.9537,9.62840000001,10.4383333333,4.864,5.74006666667,5.78059259259,10.6204,6.31056666667
393.16,6.7404,12.9416666667,9.652,10.4605333333,4.9006,5.77646666667,5.78042962963,10.5945333333,6.34193333333
393.52,6.81466666667,12.9556666667,9.71706666667,10.5262666667,4.9942,5.8648,5.86577777778,10.6392,6.41323333333
393.88,6.88653333333,12.9765333333,9.79633333335,10.5900666667,5.0904,5.94506666667,5.92437037037,10.6932,6.50466666667
394.24,6.90446666667,12.9565666667,9.8198,10.5658,5.13126666667,5.96593333333,5.95282962963,10.6883333333,6.54083333333
394.60,6.87546666667,12.8778666667,9.77906666667,10.519,5.09746666667,5.95426666667,5.93192592593,10.6142666667,6.52976666667
394.96,6.86853333333,12.8495,9.74846666667,10.4868,5.1004,5.9764,5.95385185185,10.5714,6.5445
395.32,6.84173333333,12.7680333333,9.73193333335,10.4408666667,5.0674,5.9562,5.9242962963,10.5370666666,6.53436666667
395.68,6.84746666667,12.6839333333,9.694,10.3796666667,5.06626666667,5.9458,5.9158,10.5229333333,6.52176666667
396.04,6.9148,12.6801666667,9.72020000001,10.4052666667,5.11793333333,5.9824,5.9521037037,10.5420666667,6.5835
396.40,7.01753333333,12.7351666667,9.80153333333,10.5032,5.23333333333,6.10846666667,6.0763037037,10.631,6.67716666667
396.76,6.98306666667,12.6214333333,9.76606666665,10.4766,5.1956,6.05653333333,6.04438518518,10.5650666667,6.66726666667
397.12,7.0252,12.6090666667,9.80453333333,10.5127333333,5.23113333334,6.08133333333,6.09113333333,10.5734666667,6.7126
397.48,7.01906666667,12.5277333333,9.75540000001,10.4824,5.2074,6.04173333333,6.03656296296,10.5140666667,6.70313333333
397.84,6.96786666667,12.3822,9.6456,10.3760666667,5.1312,5.93713333333,5.95145185185,10.4352666667,6.62696666667
398.20,7.0216,12.3403,9.64226666667,10.4205333333,5.15206666667,5.9794,5.93737777778,10.4244,6.643
398.56,7.12013333333,12.3462,9.71446666666,10.4946666667,5.2534,6.06266666667,6.00399259259,10.5056,6.7245
398.92,7.12333333333,12.2857333334,9.6954,10.4948666667,5.23573333333,6.03746666667,5.9858,10.4570666667,6.71743333333
399.28,7.17946666667,12.2331333333,9.6852,10.5378,5.2796,6.06706666667,6.00725925926,10.447,6.749
399.64,7.22253333333,12.1934666667,9.69673333333,10.5568,5.307,6.10673333333,6.02417777778,10.4072666667,6.7897
400.00,7.27853333333,12.1554666667,9.71966666667,10.5716666667,5.33586666667,6.13346666667,6.03805925926,10.4310666667,6.81536666667
400.36,7.26413333333,12.0212,9.64666666667,10.5011333333,5.28146666667,6.09673333333,5.98042222222,10.3534666667,6.77866666667
400.72,7.31953333333,12.0370333333,9.68713333334,10.5304,5.3346,6.14946666666,6.00842962963,10.4037333333,6.83463333333
401.08,7.29326666666,11.9527333333,9.63260000001,10.4704666666,5.30386666667,6.1254,5.95536296296,10.3485333333,6.80583333333
401.44,7.27106666667,11.8554333333,9.58506666667,10.4035333333,5.272,6.1138,5.89088888889,10.296,6.7653
