wavelength,Back_SpoTorm,Belly_SpoTorm,Breast_SpoTorm,Crissum_SpoTorm,Crown_SpoTorm,DorTail_SpoTorm,Patch10_SpoTorm,Patch11_SpoTorm,Rump_SpoTorm,Throat_SpoTorm,WingTip_SpoTorm
184.49,85.1666666668,91.3333333334,16.0,59.3333333333,27.1666666667,13.6666666667,121.333333333,15.8333333333,138.861111111,87.8333333333,132.5
184.87,84.8640833336,99.9999166667,19.7279166667,55.9524166666,31.6325833333,18.8776666667,128.23125,12.75525,147.534125,94.8979166667,141.4965
185.25,90.5231666665,106.20925,36.1111666666,62.4184166666,37.2548333333,35.4576666666,126.797416667,20.9151666667,148.556791667,107.843083333,150.326666666
185.63,72.1666666668,93.6666666667,25.6666666666,50.6666666667,23.3333333333,11.3333333332,108.833333333,19.5,137.166666666,92.8333333334,147.833333333
186.01,46.111,69.7220833333,18.1944166667,32.2221666667,15.8333333333,5.13874999998,77.0834166667,8.889,102.476805556,65.6943333333,120.972083333
186.39,37.7604166667,63.6719999999,15.8855833334,21.3540833334,14.5834166667,-1.30208333333,62.8908333333,6.64058333335,86.7406666668,57.2917500001,114.192833333
186.77,47.51075,73.3766666666,28.4631666667,30.41125,29.9784166667,17.0996666667,59.74025,20.8875833333,84.6320138888,65.4761666666,111.796416667
187.15,36.7424166667,74.62125,22.2220833333,16.9191666666,25.1263333333,10.4796666666,49.1163333333,13.6364166666,83.7331111111,63.0050833333,112.752583333
187.53,34.0278333333,85.5556666669,27.3610833333,20.97225,29.8610833333,20.6945,52.7779166667,20.5555,93.8425694445,74.1666666668,125.694333333
187.91,29.078,89.5390833332,26.5957499999,10.6383333333,22.6949166667,24.4683333333,46.2766666667,1.95033333334,92.169,75.7090833332,136.701916667
188.29,47.39575,97.7431666666,43.5763333334,28.8195833333,36.4583333333,43.40275,53.8195833333,10.0693333333,92.4479444445,82.9861666666,142.534666667
188.67,45.1086666666,107.246333333,41.1230833334,22.4636666667,37.8624166667,42.3913333333,42.029,7.60858333332,84.1787638888,86.5942499998,138.224583333
189.05,20.3251666666,86.3820833332,16.4633333332,-4.26824999997,3.45533333335,22.3575833333,16.87,-14.8373333334,58.0960833333,61.5854166667,120.935083333
189.43,3.33333333333,66.6666666667,-6.04166666667,-21.0416666667,-8.75000000001,16.8749999999,-4.16666666668,-31.875,41.736111111,36.4583333333,93.5416666667
189.81,-10.0574166667,68.9654166667,-31.8965,-45.6895833333,-31.0344166667,23.5630833333,-29.59775,-75.2874166667,22.3179583334,35.6322500001,94.8276666665
190.19,-80.0000000001,310.0,-266.666666667,-393.333333333,-275.0,63.3333333332,-295.0,-611.666666666,-19.1666666665,45.0,336.666666667
190.57,1.7763568394e-15,-144.87175,82.6921666666,111.5385,67.3075833332,-82.69225,75.0,207.692083333,-33.1196666666,-19.8719166666,-141.025666667
190.95,33.6420000001,-40.7406666666,53.7037500001,87.34575,60.1854166667,-8.02483333335,59.8766666668,128.395166667,10.2364999998,31.79,-41.0493333333
191.33,34.2103333334,-71.4911666668,63.5964166667,107.0175,68.8598333333,-37.2807500002,60.0874999999,157.89475,-3.80118055575,21.0525,-97.3685
191.71,46.2642500001,-20.6896666667,72.7009166667,100.862083333,75.2875,-5.17233333325,62.0690833333,129.885083333,23.8984861111,39.0805833334,-32.18375
192.09,36.5079166667,-63.0953333333,84.9206666666,108.333333334,92.0634166668,-13.4921666668,72.22225,130.158833333,3.3730833335,32.5395833334,-66.2698333334
192.47,60.4165833332,-38.5416666666,104.861083333,106.944416666,91.6666666667,20.1389166666,69.4444166666,110.416666667,13.020986111,41.3195,-30.90275
192.85,57.89475,10.96475,88.3770833334,71.4912499999,76.0964166667,39.2543333334,58.1140833334,86.6228333333,32.8215972224,56.1402500001,2.41225000002
193.23,57.1705833333,15.5039166667,85.2715000001,63.1783333333,56.2016666666,37.7908333334,57.5581666667,78.2945000001,28.4560972223,56.0076666667,2.71324999999
193.61,57.76825,23.0225833334,76.8361666667,62.1468333333,49.57625,45.0564166666,53.3896666667,66.6666666667,33.8277777778,56.6385,11.8643333333
193.99,49.6169166666,25.862,60.2490833334,50.1915833334,41.37925,39.8468333333,45.2106666666,51.3409166667,30.7311944444,49.0421666667,14.272
194.37,48.8235,30.8825,63.1371666667,48.3334166667,44.8039166667,37.9411666666,44.3136666667,47.353,28.4313611111,50.78425,11.4705833333
194.75,56.0860833334,40.824,67.04125,53.46425,50.2809166667,45.6928333334,51.7789166667,48.5019166666,31.8819166666,56.9288333333,20.1313333333
195.13,53.45525,41.565,73.2724166666,51.5243333333,48.98375,46.1381666667,53.7601666667,45.83325,29.4375555555,54.878,20.2236666667
195.51,48.8889166667,34.4445,70.7778333333,49.4445,41.6666666667,36.7778333333,50.8889166666,37.8888333333,24.611125,52.6666666667,17.1111666667
195.89,50.88375,38.1314166667,76.2626666667,50.25225,40.0253333333,42.4244166666,59.0909166667,38.7626666667,26.5152638889,52.77775,21.3384166667
196.27,52.30775,28.4615833334,67.5639999999,41.4101666667,31.66675,27.69225,49.2306666667,30.0,15.897375,43.7180833334,11.923
196.65,52.0530833333,25.0,62.0773333332,37.9226666667,31.884,18.2368333333,52.174,32.7295,14.3718611111,39.00975,8.81641666665
197.03,47.2220833333,17.7580833334,50.9920833334,34.4245,28.0753333333,9.12699999999,46.6268333333,27.9763333333,10.5491111111,32.14275,4.56341666665
197.40,47.1153333333,8.44016666669,45.8333333333,30.2350833333,27.8845833333,-0.32058333334,43.6965833333,21.6880833334,7.35394444443,25.7479166667,-1.17525
197.78,37.0370833333,-0.411499999975,35.2880833333,19.0329166667,18.3128333333,-9.87666666667,34.1563333333,12.65425,0.943000000008,12.6543333333,-7.09866666667
198.16,39.4345,-13.6905,42.2618333333,20.6844166667,11.9048333333,-27.2320833333,36.90475,5.20833333333,-8.85409722213,2.82741666666,-19.7918333333
198.54,46.448,-5.8743333333,50.0,33.6065833333,20.0818333333,-13.2515,44.80875,12.7048333333,5.28237499997,6.55733333334,-5.19125
198.92,52.5536666667,2.01608333333,52.5536666667,41.801,32.1236666667,-4.83866666665,50.672,27.4194166667,20.1836666667,14.24725,5.77966666668
199.30,52.3026666667,3.83775000001,45.72375,40.3509166667,28.50875,-2.85091666664,48.2455833333,23.6840833333,22.7521388889,19.9560833334,13.5966666667
199.68,54.2735,5.34191666666,45.6195833333,40.3846666667,26.8163333334,2.03000000002,50.9615833333,24.1453333333,27.6888333333,24.8931666667,16.1324166667
200.06,59.1991666667,10.1731666667,54.3290833333,50.10825,34.0908333333,5.30308333334,56.81825,30.8440833333,35.2273194445,40.2597500001,16.8830833333
200.44,60.6480833334,14.5833333333,62.61575,58.6805,38.8888333333,15.50925,67.0138333333,37.2685833332,46.4120694445,49.4211666666,21.06475
200.82,53.0636666667,12.8675833333,63.3579166666,58.21075,36.88725,18.3825,64.0930833333,33.8235833333,47.0588333332,53.5539166666,21.446
201.19,71.5812500001,5.76941666667,86.5384999998,76.4958333333,39.1026666667,24.9998333334,91.6665833334,38.6750833333,66.4529999999,76.0681666667,27.7778333333
201.57,49.7395833334,-27.0833333333,72.3958333332,61.71875,7.2916666666,3.12500000007,79.1666666668,11.1979166666,42.6215277778,72.1354166667,-2.60416666675
201.95,78.8888333333,-101.111166667,129.444333333,107.222166667,-12.7777499999,-18.3331666666,151.666583333,-11.66675,84.8147777778,145.555666667,-44.4443333332
202.33,48.8095,-91.2699166667,71.0316666666,61.5077499998,-0.793666666667,-5.15874999984,102.777833333,-9.52383333342,56.6798333335,99.9999166666,-30.5555833334
202.71,-56.2499999999,-480.208333333,-39.5833333335,-110.416666667,-265.625,-264.583333333,15.625,-223.958333333,-128.645833333,39.5833333331,-298.958333333
203.09,91.6666666667,1056.25,27.0833333335,291.666666667,693.749999999,599.999999999,43.75,622.916666666,363.888888888,37.5000000001,618.749999999
203.47,-58.3333333334,509.72225,-180.555583334,44.4444166667,302.777833333,224.999916666,-120.833333333,211.111166666,91.4352777768,-154.166666667,238.888833333
203.85,-499.999999998,2600.0,-1625.0,-216.666666668,1175.0,766.666666665,-999.999999998,508.333333335,387.500000002,-1100.0,1108.33333333
204.22,-35.4166666667,-843.75,185.416666667,-247.916666667,-477.083333333,-333.333333333,95.8333333333,-299.999999999,-348.611111111,75.0000000002,-381.249999999
204.60,363.888833332,1316.66666667,113.888916666,669.444500001,1000.0,766.66675,272.22225,813.888916667,947.685138888,263.888916668,797.222250001
204.98,-101.666666667,-701.666666666,25.0,-343.333333333,-548.333333334,-391.666666666,-118.333333333,-438.333333333,-506.111111111,-103.333333334,-468.333333334
205.36,-89.8148333333,-419.444666666,-24.0741666669,-220.370333333,-348.148083333,-299.074083333,-94.4445833332,-272.222083333,-333.024680555,-101.851916667,-295.3705
205.74,-70.8332499999,-307.638833333,-4.86116666675,-191.666666667,-271.52775,-240.27775,-74.9999999999,-227.777833333,-245.486138889,-89.5834166667,-225.0
206.12,-69.9073333333,-201.38875,-18.0556666666,-144.907416667,-208.333166667,-178.703666667,-67.1296666668,-167.129666667,-188.966055556,-75.0,-166.203666667
206.50,-209.166666667,-444.166666667,-147.5,-364.166666667,-507.5,-455.833333333,-195.0,-376.666666666,-465.833333333,-231.666666667,-371.666666667
206.87,-105.303,-291.66675,-39.3939166666,-224.242583333,-359.091083333,-287.12125,-42.4241666664,-267.424166667,-283.712083333,-107.575666667,-259.091
207.25,-360.0,-666.666666666,-153.333333333,-586.666666667,-851.666666668,-743.333333334,-116.666666667,-601.666666666,-607.777777778,-298.333333333,-691.666666666
207.63,2716.66666666,4100.0,1758.33333333,4141.66666667,4950.0,4708.33333334,1408.33333333,3900.0,3584.72222223,2550.0,4791.66666667
208.01,510.416666667,668.75,404.166666667,700.000000001,834.375000001,741.666666666,322.916666667,686.458333333,576.388888889,503.125,714.583333332
208.39,276.754333333,322.807083333,239.473666667,329.386166667,414.035083333,371.491333333,186.4035,348.245583333,290.570166667,285.08775,341.228083334
208.77,1605.5555,1958.33341667,1375.0,1922.22216667,2488.88891667,2202.77775,874.999916668,1877.77775,1547.22225,1641.66666667,1988.88891667
209.14,-4.97912174712e+15,-6.84495966092e+15,-4.53132064781e+15,-6.22656766663e+15,-8.5295447488e+15,-7.3140846221e+15,-1.7165708807e+15,-6.58907331845e+15,-4.46734906219e+15,-5.42692284643e+15,-6.04531484071e+15
209.52,-409.25925,-579.629583334,-329.629583333,-466.666666667,-670.37025,-579.6295,-103.703666666,-553.70375,-333.178930555,-428.70375,-452.777666667
209.90,-673.611083333,-954.166583333,-605.5555,-720.83325,-995.833333334,-887.5,-233.333333333,-854.166666667,-544.4445,-722.222166668,-688.888833332
210.28,747.222333333,1025.0,694.444416667,776.388750001,1001.38883333,895.8335,305.5555,891.666666666,571.527611111,811.111083333,720.833333333
210.66,571.875,785.416666667,445.833333333,542.708333333,718.75,618.75,233.333333333,673.958333333,376.388888889,578.125,535.416666667
211.03,1370.83333333,1818.75,1112.5,1293.75,1641.66666666,1522.91666667,650.000000001,1516.66666667,989.583333333,1310.41666667,1193.75
211.41,679.629583333,893.518583333,597.22225,665.740666667,802.777666667,752.777999999,366.666583333,759.25925,573.611208333,639.814833333,600.000333333
211.79,381.770833333,502.604166667,355.208333333,370.3125,458.333333333,409.895833333,204.6875,430.729166667,338.368055556,340.625,323.4375
212.17,220.83325,283.333333334,193.750083333,204.464333333,236.309583333,225.595083334,111.607083333,231.845333333,187.549569444,180.0595,166.368916667
212.55,180.914083333,239.785083333,145.161333333,169.354833333,188.978333333,172.31175,89.7848333334,185.214916667,141.263375,129.032166667,122.042916667
212.92,163.7255,223.529416667,128.431416667,149.01975,169.362666667,154.656833333,83.8235833332,168.627333333,122.508111111,113.23525,94.6079166667
213.30,154.647416667,185.576916666,129.16675,141.185833333,156.570583333,149.839833333,102.243583333,143.749833333,128.392194444,113.141,107.371833334
213.68,147.12125,165.757583333,124.696916667,132.727333333,150.1515,139.8485,98.1817499999,127.424333333,125.782763889,101.818,98.9391666667
214.06,152.083333334,162.5,125.80125,135.897333333,153.365333333,141.987083333,95.9936666668,128.205,125.961555556,95.1922499999,101.762666667
214.44,172.083333333,189.583333333,141.666666667,160.625,182.083333333,172.708333333,101.041666667,151.666666667,146.840277778,89.5833333333,120.416666667
214.81,194.444416667,205.808166667,163.13125,197.222166667,223.232333333,199.999833333,109.091,168.687,170.875444444,91.6665833333,138.636416666
215.19,155.0,167.083333333,136.458333333,168.958333333,192.916666667,158.75,97.9166666666,142.5,145.416666667,84.7916666668,120.416666667
215.57,201.26275,212.121083333,181.060666666,201.515083334,247.979916667,201.515166667,129.293,172.474833333,162.331652778,115.151416667,152.272666667
215.95,257.666666667,277.0,243.0,259.0,318.333333333,262.0,186.0,211.0,198.833333333,163.0,195.666666667
216.32,414.999916667,452.77775,392.222416667,462.22225,545.000083334,450.000083333,312.77775,372.222,325.648152778,270.5555,387.777833333
216.70,351.851833333,381.4815,345.83325,409.25925,476.852,391.203833334,250.925833334,331.944416667,294.290055556,244.9075,356.481416666
217.08,699.074166667,722.222166667,699.074166667,835.185166667,924.074,766.666666666,496.296333333,669.444416667,596.913513889,470.370416667,754.629833333
217.46,622.5,658.333333333,620.0,763.333333333,805.0,632.5,452.5,595.0,508.75,425.0,695.833333333
217.83,297.333333333,320.0,291.666666667,364.0,359.0,307.0,236.333333333,293.666666666,239.944444444,232.666666667,343.666666667
218.21,251.041666667,273.177083333,247.65625,301.5625,303.645833333,255.208333333,202.864583333,244.791666667,211.71875,210.9375,286.458333334
218.59,288.505666667,307.758583333,288.2185,340.517166667,347.126333333,279.885,234.482666666,276.43675,244.827652778,255.747166667,310.0575
218.97,206.395333333,219.186083333,205.426416667,231.782916667,236.627833333,196.899166667,168.798416667,203.4885,176.582625,191.472833334,215.503666667
219.34,235.625,241.666666667,236.25,258.125,257.708333334,228.125,189.375,236.041666667,198.888888889,221.458333334,243.958333333
219.72,536.111,568.333416666,558.888916667,631.111083334,594.444416667,535.5555,432.22225,577.222083333,490.092555555,523.33325,595.555416667
220.10,713.194416667,758.333416667,711.805583333,829.860999999,809.722249999,765.97225,531.9445,790.97225,668.287069445,719.444583333,778.472
220.47,1362.49983333,1436.11116667,1354.16666667,1498.61116666,1534.72208333,1479.16666667,1004.16675,1472.22225,1298.37966667,1418.05558333,1436.11116667
220.85,2877.77775,2988.88891667,2908.33341667,3130.5555,3094.44441667,3169.44441667,2302.77766667,3094.44433333,2668.98144444,2991.66666667,3055.55566666
221.23,779.545333333,830.303083334,774.242333333,879.545500001,871.969833334,903.787916666,662.878916667,850.757499999,757.449513889,849.242416667,849.999916666
221.61,1752.08333334,1912.5,1820.83333333,1981.25,2106.25,2264.58333334,1491.66666667,1995.83333333,1794.79166667,2054.16666666,1979.16666667
221.98,-527.272583334,-592.424,-566.666666667,-615.151416667,-704.545333334,-704.545583333,-404.545416666,-649.242416667,-540.909222222,-640.1515,-609.091
222.36,-360.0,-389.4445,-356.666666667,-403.33325,-475.555583334,-483.333333333,-242.77775,-423.333333333,-341.759375,-424.444416667,-381.111083334
222.74,-180.24675,-190.740666667,-166.049416667,-194.753083333,-222.531,-244.135916667,-106.172916667,-215.432166666,-163.426013889,-197.22225,-179.938333333
223.11,-179.166583333,-194.940583333,-161.607166667,-202.6785,-204.46425,-242.857166667,-103.869,-208.035583333,-155.307486111,-176.488166667,-183.630916667
223.49,-162.333333333,-183.333333333,-127.0,-186.333333333,-205.333333333,-238.0,-82.3333333334,-173.333333333,-130.888888889,-147.666666667,-158.0
223.87,5183.33333333,5183.33333333,3716.66666667,5266.66666667,6316.66666667,6508.33333333,3091.66666667,4758.33333334,4088.88888889,4366.66666667,4633.33333333
224.24,1530.5555,1511.11116667,1116.66683333,1633.33325,1972.22216667,1850.00008333,1011.11116667,1352.77775,1189.35179167,1224.99983333,1405.55541667
224.62,1808.33333333,1758.33333334,1429.16666667,2100.0,2695.83333333,2379.16666667,1183.33333333,1362.5,1304.86111111,1158.33333333,1608.33333333
225.00,-302.77775,-304.629583333,-199.074083333,-360.185333333,-530.5555,-417.592583333,-161.111083333,-178.703833333,-206.481333333,-140.740666667,-235.185083333
225.38,-306.060583333,-271.212166667,-187.121083333,-271.212,-460.60625,-331.818166667,-149.242416667,-175.757666667,-187.752541667,-109.090916667,-209.848416667
225.75,-209.313666667,-184.31375,-110.784333333,-178.9215,-300.980416667,-200.490333333,-91.1764166668,-110.294166667,-119.934694444,-43.6272500002,-159.31375
226.13,-276.5625,-254.6875,-176.5625,-235.9375,-353.125,-238.541666666,-152.083333334,-155.208333333,-201.5625,-91.1458333333,-238.541666667
226.51,-147.1265,-146.839,-118.390833333,-134.482833333,-200.861916667,-134.482916666,-81.8965833333,-95.9771666666,-120.689680555,-50.5746666667,-147.988583333
226.88,-154.4445,-150.833333333,-129.166583333,-142.777833333,-216.388916666,-134.4445,-94.16675,-97.7779166667,-132.222347222,-65.83325,-159.444416667
227.26,-77.0,-67.8333333332,-61.0000000001,-58.1666666668,-115.333333333,-54.5,-39.0,-39.1666666668,-65.7777777777,-27.6666666667,-73.9999999999
227.64,-55.4345833333,-48.9130833333,-46.98075,-35.3865,-78.14025,-30.91775,-27.8985833333,-27.4153333333,-46.558,-17.9951666667,-50.3624166667
228.01,-31.6496666667,-31.0605833333,-28.1986666666,-20.0336666667,-45.79125,-13.7206666667,-11.1951666667,-18.2661666667,-24.1582361111,-6.06058333336,-26.85175
228.39,-28.1586666667,-28.3603333333,-24.1264166667,-15.72575,-36.0215,-8.87083333333,-7.45966666665,-15.9275,-22.4573194445,-2.62116666667,-21.8414166667
228.76,-25.0001666667,-25.883,-20.7505833334,-13.3003333333,-30.2429166667,-7.45058333332,-5.24291666665,-17.2185,-19.4904166667,-4.30458333334,-18.819
229.14,-16.0713333333,-16.3920833333,-11.6299166667,-4.48716666666,-20.2380833333,-0.411999999999,0.41216666666,-8.92858333332,-10.3861527778,-0.183166666667,-12.5915833333
229.52,-8.80291666667,-9.85924999998,-7.00308333332,-0.860666666668,-13.5366666667,4.5775,4.14708333334,-2.77774999999,-3.88633333334,2.69966666666,-6.14241666668
229.89,-7.47616666668,-7.68174999999,-6.96158333334,-1.16591666667,-11.214,4.86966666667,4.38966666666,-1.88616666666,-2.80623611111,2.02341666667,-3.39483333333
230.27,-2.53633333333,-1.99283333333,-1.66049999999,2.023,-6.73316666666,7.00483333333,8.39374999998,2.47583333333,3.20566666667,5.76683333332,2.50608333333
230.65,1.91208333333,2.85391666667,3.16783333333,5.4225,-2.22608333333,10.84475,10.5595,6.76366666666,7.18711111112,9.6175,6.87783333332
231.02,6.32666666667,4.82158333334,5.60208333333,9.53175,1.97891666666,13.4616666667,13.4895,9.44816666667,11.0274722222,10.9530833333,9.53183333333
231.40,6.49666666667,4.24883333333,5.37275,8.66233333332,2.11083333334,13.1853333333,12.6919166667,9.34766666666,11.3804444444,10.1975,9.29275000001
231.78,6.24991666667,3.51925000001,6.13733333334,7.34808333333,2.16783333334,13.0068333333,12.47175,9.45941666667,10.9375277778,9.62833333334,8.05175000001
232.15,6.39883333332,3.42266666668,7.82733333334,8.45224999999,3.18458333332,13.8691666667,12.3213333333,11.10125,11.1855277778,9.49408333334,9.43458333333
232.53,7.96966666667,6.57566666667,11.42425,11.0605833333,6.84858333334,16.5151666667,14.4545833333,13.7575833333,14.6615972222,10.66675,12.8789166667
232.90,7.68533333333,6.88283333333,10.4013333333,10.8640833333,7.28408333333,16.7594166667,14.4136666667,13.6110833333,15.1595138889,8.51875000002,12.8085833333
233.28,6.24183333333,6.83000000002,8.75808333334,9.96716666668,6.07833333332,15.03275,15.0654166667,12.22225,14.5479166667,7.15675000001,12.3528333333
233.66,8.75658333333,10.22125,11.2305,12.4673333333,8.82158333333,15.7550833333,17.35025,13.6718333333,16.9379305556,9.76566666668,14.55075
234.03,8.66666666667,9.76666666668,11.3,12.7666666666,8.00000000002,14.9,16.7,12.3,16.5444444445,8.39999999999,14.2
234.41,6.48158333333,7.83475000001,9.93583333333,11.82325,6.55275,15.09975,14.81475,11.2535833333,14.3342083333,6.08975000001,12.6068333333
234.78,8.50408333334,9.83616666667,12.97825,13.6953333333,10.4849166667,16.6325,16.8715,13.9001666666,16.4503611111,7.7185,15.9151666667
235.16,6.05133333333,10.2350833333,13.38175,11.4798333333,9.12866666667,15.491,15.9404166667,14.2461666667,15.19725,8.19508333334,16.6318333333
235.54,8.56299999998,12.8935833333,16.7650833333,13.2218333333,10.2363333333,16.6338333334,18.3398333333,15.81375,17.4377222222,11.25325,19.3896666667
235.91,9.30658333334,13.382,15.3588333334,13.26025,10.3406666667,17.1533333333,17.7615,15.3285,17.447375,12.1350833333,20.2555833333
236.29,10.677,14.1781666667,14.728,12.471,10.7929166667,17.4769166667,18.7789166666,14.87275,17.5636388889,14.0046666667,19.4443333333
236.66,10.5803333333,13.2536666667,11.718,10.1535833333,8.04883333332,15.1594166667,16.9226666667,13.2821666667,15.2730277778,12.51425,16.3824166667
237.04,11.1835,12.9479166667,12.4050833333,10.8035,8.30624999998,14.9293333333,16.23225,13.2464166667,13.6400416667,14.5221666667,16.5581666666
237.41,14.6286666667,16.07325,15.6603333333,14.0866666667,12.02275,18.65325,18.65325,16.4344166667,16.98925,18.39525,19.866
237.79,13.9825,15.9509166667,15.5929166666,13.318,11.83525,18.53275,19.58075,17.2033333334,16.8413194445,19.4018333334,19.2996666667
238.17,11.842,15.067,13.5965,11.584,10.68125,17.00225,18.1888333334,15.7121666667,15.1187083333,18.4985,17.7245833333
238.54,11.9116666667,15.51475,11.88725,12.7696666667,10.2940833333,16.2254166667,17.94125,15.1471666667,14.6119861111,17.8185833333,16.8874166667
238.92,8.66291666667,12.7588333333,8.96891666667,10.9228333333,6.56791666666,15.1365,15.937,11.5349166667,11.5504861111,14.9245833333,13.2533333333
239.29,6.21166666667,10.8266666667,6.25558333333,8.66141666666,4.04641666667,13.4294166667,13.2108333333,8.94583333332,8.51197222223,12.1170833333,10.0176666667
239.67,4.62533333333,8.60658333334,3.90325,6.67441666668,2.34183333333,11.7485,10.8899166667,6.51833333333,6.53793055556,9.54341666668,7.66991666667
240.04,5.81433333333,8.93733333333,5.46916666667,7.36708333334,3.57141666667,11.83575,11.8875,6.48725,7.303875,9.95508333334,8.02274999999
240.42,6.37783333334,9.40133333335,5.94158333333,7.92724999999,4.33216666667,11.2515833333,11.9736666667,6.81416666667,7.54625,9.61191666666,8.30325000001
240.79,6.58225,9.17583333333,5.92408333333,7.97774999999,4.397,10.99275,11.5455833333,6.55591666667,7.70586111111,9.18916666667,8.72825000001
241.17,6.97375,9.23575000001,6.42275,7.52466666667,4.68825,11.2283333333,11.3573333333,6.70433333333,8.05391666667,8.56783333332,9.01333333333
241.54,4.82233333333,6.12308333333,4.09283333334,4.88583333333,2.47466666667,8.48158333333,8.64008333333,4.05025,5.15545833333,5.95391666667,6.97983333334
241.92,4.36741666667,5.1605,3.25108333333,4.30875,1.68425,7.94158333333,7.33449999999,2.99658333333,4.16019444444,4.72,6.42375
242.29,5.27066666666,5.88491666667,4.57625,4.95016666667,2.85783333333,8.96541666668,8.05733333334,3.50791666666,5.07340277778,5.51975,7.24716666667
242.67,5.80225,6.39083333333,5.86958333333,5.50791666667,4.12883333333,9.59466666667,8.9135,4.43991666667,5.97306944445,6.433,8.44266666666
243.05,6.72025,7.32816666668,6.63916666667,6.10416666667,5.18,9.89783333335,9.4195,5.26916666667,7.02418055555,7.24708333333,9.379
243.42,6.70775,6.77141666667,6.79508333333,5.9705,5.24891666667,9.65750000001,9.35616666667,5.0905,7.01054166667,7.20741666666,9.02316666666
243.80,6.62875,7.18116666667,6.88125,6.13175,5.71333333334,9.588,9.32758333331,5.55558333333,7.00244444444,7.62308333333,9.16191666667
244.17,5.75483333334,6.89458333333,5.83333333334,5.34575,5.25941666667,9.03308333334,8.51416666666,5.055,6.49111111111,6.84741666667,8.60058333332
244.55,5.42066666667,6.70491666667,5.80283333334,5.14525,5.2065,9.19733333334,8.07325,5.10691666667,6.30095833334,6.77383333333,8.86841666666
244.92,5.39258333333,6.77191666667,6.17341666667,5.10058333333,5.32683333333,9.012,7.70575,5.12266666667,6.10525,7.01983333333,9.05575000001
245.30,4.94683333333,6.60941666667,5.73733333333,4.64016666667,5.124,8.34016666667,7.47475,4.76966666667,5.81083333334,6.957,8.88533333333
245.67,4.77616666667,7.00875,5.77108333333,4.58966666667,5.33583333333,8.526,7.64308333333,4.90041666667,5.91623611111,6.95891666667,8.88066666667
246.05,5.02816666667,7.29366666667,6.11283333333,4.71183333333,5.76833333333,8.5085,7.89833333333,5.19191666667,5.98205555556,7.19775,9.10733333333
246.42,5.53491666667,7.60541666667,6.175,5.12191666667,5.91191666667,8.66366666667,8.14225,5.55558333333,6.20101388889,7.5485,9.58808333335
246.79,5.5415,7.3005,5.76783333334,4.8765,5.447,8.38991666667,7.6495,5.1735,5.94048611111,7.45625,9.13516666667
247.17,4.97608333333,6.46175,4.914,4.28425,4.59466666667,7.63275,6.96758333333,4.42608333333,5.13704166667,6.90966666667,8.453
247.54,5.45366666667,6.90816666667,5.19375,4.6445,5.02175,7.99791666666,7.37758333333,4.82883333333,5.54090277778,7.20583333333,8.83633333333
