wavelength,Back_SpoBoof,Belly_SpoBoof,Breast_SpoBoof,Crissum_SpoBoof,Crown_SpoBoof,DorTail_SpoBoof,Patch10_SpoBoof,Patch11_SpoBoof,Rump_SpoBoof,Throat_SpoBoof,WingTip_SpoBoof
512.75,10.6506666667,51.1878333333,32.8761666667,34.6005,9.773,9.55316666666,8.353,12.4661666667,10.455,22.2898333333,10.1086666667
513.09,10.6393333333,51.3341666666,32.947,34.645,9.76683333335,9.53916666665,8.33725,12.4863333334,10.4478333334,22.3391666667,10.096
513.44,10.6743333333,51.4158333333,32.997,34.7478333334,9.80633333335,9.54733333334,8.36058333335,12.5313333334,10.4891666667,22.4435,10.1093333333
513.79,10.6918333333,51.5165,33.0423333334,34.8691666667,9.81983333331,9.56233333331,8.37416666665,12.5596666666,10.5011666667,22.5361666667,10.126
514.13,10.733,51.64,33.1535,34.9731666667,9.84283333331,9.57816666669,8.39358333335,12.6045,10.5326666666,22.6166666667,10.1513333333
514.48,10.7301666667,51.7073333333,33.2095,35.0035,9.86733333335,9.58116666665,8.39425,12.6371666666,10.5618333334,22.6638333333,10.1596666667
514.83,10.765,51.7685,33.2775,35.0533333333,9.89816666665,9.59816666668,8.41891666665,12.694,10.5938333333,22.7233333333,10.1683333333
515.17,10.7305,51.7796666667,33.3058333334,35.0306666666,9.87633333331,9.58416666669,8.4105,12.6698333334,10.5863333333,22.7723333334,10.1513333333
515.52,10.7123333333,51.7673333334,33.3073333334,35.0335,9.85416666668,9.53866666668,8.36291666665,12.6666666667,10.547,22.8121666667,10.1295
515.87,10.732,51.7726666666,33.3351666666,35.0213333334,9.84083333333,9.54600000001,8.36075,12.6863333333,10.5523333333,22.8126666667,10.1346666667
516.21,10.7595,51.8481666667,33.3846666666,35.0031666667,9.84866666667,9.57116666668,8.37091666665,12.7038333334,10.5631666667,22.8485,10.1235
516.56,10.7816666667,51.9148333334,33.4393333333,35.0311666667,9.84433333334,9.58883333335,8.37583333335,12.714,10.6003333333,22.9078333333,10.1593333333
516.91,10.79,51.8881666666,33.4611666667,35.0311666667,9.83333333335,9.59066666667,8.37275,12.7081666666,10.5795,22.9333333333,10.1553333333
517.25,10.791,51.9096666666,33.4736666667,35.0126666666,9.8255,9.58799999998,8.35283333335,12.698,10.5521666667,22.9386666667,10.1445
517.60,10.8066666667,51.9503333334,33.5348333333,35.0298333333,9.84699999998,9.61350000002,8.37383333335,12.7388333333,10.5845,22.9785,10.1416666667
517.95,10.7933333333,51.9451666667,33.5178333333,34.9868333333,9.82750000002,9.58583333333,8.38191666665,12.7311666667,10.5796666667,23.0003333333,10.1406666667
518.29,10.8071666667,52.0178333333,33.5796666666,35.0456666666,9.82716666669,9.58916666667,8.403,12.7301666666,10.5691666667,23.0493333333,10.1611666667
518.64,10.8078333334,52.1041666667,33.6251666667,35.1298333333,9.83583333331,9.60899999998,8.41016666665,12.737,10.5748333333,23.0851666667,10.17
518.99,10.8471666667,52.1868333333,33.6893333333,35.2335,9.86283333335,9.62983333332,8.4245,12.764,10.5941666667,23.1353333333,10.2063333333
519.33,10.8858333333,52.2506666667,33.743,35.2843333333,9.91566666668,9.65883333334,8.4865,12.8026666667,10.6425,23.1911666666,10.2438333333
519.68,10.895,52.307,33.7786666667,35.3325,9.94466666668,9.66016666669,8.499,12.8405,10.6823333334,23.2635,10.2523333334
520.02,10.9186666667,52.3591666667,33.841,35.4158333334,9.9875,9.68550000002,8.53891666665,12.8805,10.7261666667,23.3503333333,10.2876666667
520.37,10.92,52.3715,33.8828333333,35.4516666666,10.0221666667,9.69649999999,8.57175,12.911,10.7233333334,23.3853333333,10.3003333334
520.72,10.923,52.4438333333,33.8971666666,35.4811666666,10.0301666667,9.67933333334,8.57591666665,12.9288333333,10.7501666666,23.4261666667,10.2826666667
521.06,10.9545,52.5233333334,33.9728333334,35.5635,10.0538333333,9.687,8.60416666665,12.9665,10.7708333333,23.5028333334,10.3043333333
521.41,10.9508333333,52.5395,33.9871666666,35.59,10.0605,9.68583333333,8.61866666665,12.9615,10.7625,23.511,10.3106666667
521.75,10.9843333333,52.5663333333,34.0596666667,35.6705,10.1153333333,9.75400000002,8.64566666665,13.0185,10.8135,23.5623333333,10.3468333333
522.10,11.0286666667,52.5788333333,34.0793333334,35.6865,10.1458333334,9.80433333334,8.66525,13.0671666666,10.8545,23.6171666667,10.3548333333
522.45,11.0555,52.5923333333,34.1193333333,35.692,10.1423333334,9.81233333331,8.66475,13.0991666667,10.8633333333,23.6538333333,10.3565
522.79,11.0475,52.5113333333,34.097,35.5933333334,10.14,9.81866666666,8.66416666665,13.098,10.8495,23.6283333333,10.3185
523.14,11.0388333334,52.5508333333,34.1371666667,35.6083333334,10.1031666667,9.79533333335,8.63841666665,13.0856666667,10.835,23.6583333333,10.2761666667
523.48,11.0461666666,52.6403333333,34.2173333333,35.6298333333,10.1,9.8055,8.65366666665,13.0916666666,10.8281666667,23.6866666667,10.2765
523.83,11.0478333333,52.6536666667,34.2351666667,35.6733333334,10.1058333333,9.81483333335,8.63616666665,13.0853333334,10.8051666666,23.703,10.2586666667
524.17,11.0258333334,52.6753333333,34.2578333333,35.6496666667,10.0885,9.79716666665,8.6005,13.0781666666,10.7811666667,23.7065,10.2341666667
524.52,11.0413333333,52.6631666666,34.316,35.6693333333,10.1311666666,9.84233333333,8.62833333335,13.1021666667,10.7913333333,23.7415,10.2588333333
524.87,10.9938333333,52.6055,34.2945,35.6333333334,10.1401666667,9.84183333333,8.61416666665,13.1021666666,10.7983333334,23.7398333333,10.2443333333
525.21,11.0138333333,52.6551666667,34.3258333333,35.663,10.1543333333,9.8505,8.61825,13.1228333334,10.8108333334,23.8155,10.2666666667
525.56,11.0123333333,52.6423333333,34.3345,35.6543333333,10.149,9.83483333335,8.60191666665,13.0971666667,10.7851666666,23.8388333333,10.2471666666
525.90,11.0166666666,52.6865,34.3803333333,35.6733333334,10.162,9.84333333333,8.62275,13.115,10.7965,23.8773333334,10.254
526.25,11.0283333333,52.7371666667,34.4398333334,35.7495,10.1861666667,9.85,8.64933333335,13.1463333333,10.8181666667,23.9521666667,10.2738333333
526.59,11.0405,52.8463333334,34.5286666667,35.8461666667,10.1956666667,9.86716666668,8.66583333335,13.1855,10.8391666666,24.046,10.2975
526.94,11.0681666667,52.8931666667,34.597,35.8895,10.2346666667,9.89166666666,8.66825,13.218,10.867,24.1025,10.3135
527.28,11.0856666667,52.9468333333,34.6505,35.9638333333,10.2561666667,9.91600000001,8.69891666665,13.243,10.8943333334,24.1733333334,10.3378333333
527.63,11.0945,53.0108333333,34.7053333333,35.9896666667,10.2621666667,9.93400000002,8.72708333335,13.2883333333,10.9176666667,24.2268333333,10.3741666667
527.97,11.138,53.0758333334,34.7686666667,36.0858333334,10.2935,9.96966666666,8.767,13.3241666667,10.963,24.3185,10.4005
528.32,11.1516666666,53.1203333334,34.8035,36.123,10.3,9.96916666665,8.78591666665,13.3435,10.9823333334,24.3683333334,10.4206666666
528.66,11.175,53.1725,34.863,36.1695,10.3015,9.98583333332,8.80508333335,13.3578333333,10.991,24.4131666666,10.4431666667
529.01,11.1868333334,53.2163333334,34.9201666667,36.224,10.3275,9.99466666665,8.83241666665,13.3885,11.0148333333,24.456,10.4711666666
529.35,11.2096666666,53.2783333334,34.9688333333,36.287,10.3535,10.0093333333,8.8655,13.4306666667,11.042,24.5116666667,10.5113333334
529.70,11.2195,53.2868333334,35.0026666667,36.3485,10.3765,10.0013333333,8.8775,13.4541666666,11.056,24.556,10.533
530.04,11.2521666667,53.3086666666,35.0171666666,36.3475,10.4028333333,10.0223333333,8.899,13.4845,11.0855,24.6,10.5543333333
530.39,11.277,53.322,35.0348333333,36.3658333333,10.4335,10.0386666667,8.92541666665,13.5066666667,11.1155,24.6455,10.5846666667
530.73,11.2885,53.336,35.037,36.4001666667,10.4446666667,10.045,8.95425,13.5218333333,11.1263333334,24.6928333333,10.6153333333
531.08,11.3196666667,53.3393333333,35.0691666666,36.3838333333,10.4805,10.059,8.97133333335,13.555,11.144,24.73,10.642
531.42,11.3385,53.3505,35.0936666667,36.4105,10.5,10.0585,8.97791666665,13.5528333333,11.162,24.7851666667,10.6385
531.77,11.3153333334,53.3126666667,35.0665,36.3486666667,10.486,10.0405,8.97166666665,13.5538333333,11.1621666667,24.762,10.6475
532.11,11.3288333334,53.3131666666,35.092,36.3691666667,10.5031666667,10.0505,8.96933333335,13.5746666667,11.1635,24.7841666667,10.6578333333
532.46,11.3578333333,53.3716666667,35.1246666667,36.3975,10.5375,10.0633333333,9.00708333335,13.6108333333,11.1843333334,24.8586666666,10.6696666666
532.80,11.3785,53.4121666667,35.149,36.3938333334,10.5391666667,10.0745,9.00225,13.6335,11.185,24.898,10.6616666666
533.15,11.3603333333,53.4253333333,35.1558333334,36.3743333334,10.5221666667,10.067,8.98916666665,13.6205,11.1806666666,24.9125,10.6393333333
533.49,11.362,53.464,35.167,36.3731666667,10.5216666667,10.0913333333,8.99016666665,13.6216666667,11.1816666667,24.9373333334,10.6288333333
533.84,11.3263333334,53.5075,35.217,36.4143333334,10.5145,10.0865,8.97333333335,13.6276666667,11.1701666667,24.962,10.6371666666
534.18,11.3181666667,53.57,35.2665,36.4696666666,10.518,10.076,8.9765,13.6361666667,11.1696666667,24.9978333334,10.6403333334
534.52,11.3443333334,53.6066666667,35.3088333334,36.4948333334,10.5365,10.1006666667,9.00116666665,13.6763333333,11.1871666667,25.0393333333,10.6681666667
534.87,11.3455,53.62,35.33,36.5408333333,10.5335,10.1106666667,9.01008333335,13.6771666667,11.1971666667,25.0891666667,10.6811666667
535.21,11.3633333333,53.6723333333,35.361,36.5891666667,10.5538333333,10.125,9.02783333335,13.7061666666,11.2031666666,25.1286666667,10.695
535.56,11.385,53.7643333333,35.4433333333,36.6835,10.5913333334,10.1636666667,9.02933333335,13.7443333333,11.2118333333,25.2168333334,10.7081666667
535.90,11.4088333333,53.8235,35.4751666666,36.7525,10.5906666667,10.1768333333,9.03533333335,13.758,11.2238333333,25.2743333333,10.7188333333
536.25,11.3993333334,53.8295,35.4961666666,36.7853333333,10.5871666666,10.1775,9.01525,13.765,11.2323333333,25.2946666667,10.7201666667
536.59,11.3845,53.8168333334,35.5045,36.8361666667,10.5838333334,10.1846666667,9.02941666665,13.7636666666,11.256,25.3405,10.7243333333
536.93,11.4195,53.8741666667,35.5585,36.9255,10.622,10.2135,9.05525,13.8151666667,11.2816666667,25.4068333334,10.7408333333
537.28,11.4306666667,53.9383333334,35.634,37.0125,10.6536666667,10.231,9.07308333335,13.8478333333,11.3081666666,25.4691666667,10.7815
537.62,11.49,53.9766666666,35.6756666667,37.0976666666,10.6988333333,10.2633333333,9.11141666665,13.87,11.3521666666,25.5321666667,10.8081666666
537.97,11.562,53.9561666666,35.6908333333,37.1331666666,10.7413333333,10.2873333333,9.15283333335,13.9066666667,11.3931666666,25.5753333334,10.841
538.31,11.5558333334,53.9738333334,35.7463333334,37.1585,10.757,10.3006666667,9.17133333335,13.9088333333,11.4171666667,25.6306666667,10.8363333333
538.65,11.5733333333,54.0456666666,35.7835,37.2173333333,10.7853333333,10.3065,9.18491666665,13.9358333334,11.4491666667,25.6865,10.8411666667
539.00,11.5885,54.0616666667,35.8178333333,37.2113333333,10.7998333333,10.3471666667,9.20216666665,13.9701666667,11.4921666667,25.7466666667,10.865
539.34,11.6106666667,54.047,35.8453333333,37.2293333333,10.8163333334,10.3443333333,9.24766666665,13.9888333333,11.5386666666,25.801,10.8761666667
539.69,11.5971666667,54.02,35.862,37.2075,10.8185,10.3553333333,9.25166666665,13.98,11.5585,25.826,10.8833333334
540.03,11.599,54.036,35.8725,37.2128333334,10.8433333333,10.3793333333,9.26841666665,14.0036666667,11.5605,25.857,10.8838333334
540.37,11.6373333333,54.0471666667,35.9096666666,37.2361666666,10.8668333334,10.4105,9.26758333335,14.0241666667,11.5851666667,25.8821666667,10.8986666667
540.72,11.6335,54.044,35.935,37.2515,10.8696666667,10.4145,9.27275,14.023,11.5931666666,25.923,10.9021666667
541.06,11.6391666667,54.0671666667,35.9651666667,37.2513333334,10.8455,10.4156666667,9.26925,14.0208333333,11.5925,25.953,10.8858333333
541.40,11.6306666667,54.0645,35.958,37.238,10.8323333333,10.414,9.27008333335,14.0135,11.5841666666,25.968,10.8801666667
541.75,11.6115,54.1011666667,35.9926666667,37.2878333334,10.8298333333,10.4223333334,9.26058333335,14.0318333334,11.5841666666,26.0348333334,10.8833333333
542.09,11.6231666667,54.1011666667,36.011,37.3431666666,10.8436666667,10.4271666667,9.27641666665,14.0578333333,11.5983333333,26.0783333333,10.9045
542.43,11.608,54.102,36.0461666667,37.3631666667,10.8305,10.447,9.2695,14.0715,11.5906666667,26.1106666667,10.9048333334
542.78,11.6075,54.1223333333,36.082,37.4281666667,10.8391666666,10.441,9.28041666665,14.0875,11.598,26.1561666667,10.9213333333
543.12,11.6136666666,54.1728333333,36.1111666667,37.48,10.85,10.453,9.2775,14.0883333333,11.6096666666,26.1886666667,10.9231666667
543.46,11.6196666667,54.2098333334,36.1568333334,37.5655,10.8825,10.4875,9.31775,14.1441666666,11.643,26.263,10.9545
543.81,11.625,54.2205,36.1985,37.6521666666,10.8816666667,10.5,9.32908333335,14.1611666667,11.6676666666,26.336,10.9735
544.15,11.6125,54.2321666667,36.2005,37.7001666666,10.8971666667,10.486,9.33366666665,14.183,11.6791666667,26.3918333333,10.9673333333
544.49,11.6326666666,54.2356666667,36.2258333333,37.748,10.9168333333,10.493,9.33575,14.2123333333,11.7123333333,26.4296666667,10.9955
544.84,11.668,54.2375,36.2511666667,37.8253333334,10.9518333334,10.5235,9.37983333335,14.2558333334,11.7416666667,26.5121666667,11.0341666667
545.18,11.6838333333,54.3303333333,36.3375,37.8728333334,10.9845,10.5518333334,9.3945,14.3153333334,11.7716666666,26.6081666666,11.0668333333
545.52,11.699,54.3405,36.3453333333,37.8718333333,10.9781666667,10.5726666667,9.38966666665,14.3153333334,11.787,26.6158333333,11.0606666667
545.87,11.682,54.3381666666,36.3418333333,37.8675,10.952,10.5741666667,9.35941666665,14.3061666667,11.7786666667,26.634,11.0456666666
546.21,11.7141666667,54.3573333333,36.3576666666,37.8841666667,10.9753333334,10.5546666667,9.36833333335,14.3201666667,11.7768333333,26.6835,11.0586666667
546.55,11.7346666666,54.4118333334,36.4048333333,37.9425,10.9813333333,10.5696666667,9.37125,14.3498333334,11.805,26.7601666667,11.0738333333
546.90,11.7666666666,54.4671666667,36.453,38.0106666666,11.0053333334,10.5715,9.386,14.3705,11.799,26.8615,11.112
547.24,11.7998333334,54.5853333334,36.5018333333,38.0603333334,11.023,10.5608333333,9.37258333335,14.4021666667,11.802,26.915,11.0991666666
547.58,11.9043333333,54.7131666666,36.6053333334,38.1563333334,11.1048333333,10.61,9.43458333335,14.4821666667,11.8845,26.9791666667,11.167
547.92,11.9546666667,54.817,36.7165,38.2261666667,11.1291666667,10.6553333333,9.48233333335,14.5151666666,11.9188333333,27.0643333333,11.2385
548.27,11.9836666666,54.9623333333,36.8038333333,38.3456666666,11.1528333333,10.6938333333,9.54858333335,14.5628333333,11.9368333334,27.1558333333,11.2498333334
548.61,12.0083333333,55.0341666667,36.8623333333,38.3913333334,11.2118333334,10.7128333333,9.57425,14.628,11.9915,27.2118333334,11.297
548.95,12.0888333333,55.138,36.9558333334,38.5305,11.2611666667,10.753,9.662,14.6685,12.0445,27.3028333334,11.344
549.29,12.1116666666,55.1881666666,37.041,38.5963333334,11.3056666667,10.7705,9.71808333335,14.7096666667,12.0761666667,27.386,11.409
549.64,12.1778333333,55.3981666667,37.162,38.712,11.3656666667,10.7888333333,9.78558333335,14.7555,12.1288333334,27.4915,11.444
549.98,12.2195,55.5343333333,37.2333333333,38.8206666666,11.4178333333,10.864,9.87091666665,14.8236666667,12.1715,27.565,11.5141666667
550.32,12.2741666667,55.5481666666,37.2523333334,38.8475,11.465,10.9286666667,9.93125,14.8393333333,12.1853333334,27.605,11.5478333333
550.66,12.2953333333,55.5161666667,37.2726666666,38.8653333333,11.4928333333,10.985,10.0009166666,14.9193333334,12.2275,27.6226666666,11.5581666667
551.01,12.3036666667,55.4663333334,37.2845,38.8531666666,11.5103333334,11.006,10.0404166666,14.912,12.2485,27.6715,11.5825
551.35,12.2361666667,55.4381666667,37.2683333334,38.7953333334,11.4743333333,10.9763333333,9.96441666665,14.8676666667,12.2075,27.6821666666,11.555
551.69,12.2216666667,55.4426666666,37.2618333333,38.7398333333,11.4726666667,10.9545,9.9595,14.8915,12.1675,27.6961666667,11.5268333333
552.03,12.2498333334,55.4263333333,37.2566666666,38.6928333333,11.467,10.976,9.92091666665,14.9145,12.182,27.7306666667,11.5538333333
552.38,12.2548333333,55.489,37.3096666667,38.6605,11.462,10.9713333333,9.9065,14.893,12.181,27.7541666667,11.557
552.72,12.1953333333,55.3993333334,37.2528333333,38.56,11.4266666667,10.9348333333,9.83316666665,14.8701666667,12.1321666667,27.7201666667,11.4908333334
553.06,12.2046666667,55.421,37.2523333334,38.6026666667,11.4613333333,10.944,9.82875,14.886,12.1425,27.7436666667,11.5013333333
553.40,12.1985,55.4323333333,37.2708333333,38.6411666667,11.4711666667,10.9591666667,9.83658333335,14.9106666667,12.1371666666,27.7815,11.5218333333
553.74,12.1793333333,55.4285,37.2785,38.641,11.4541666666,10.916,9.80341666665,14.908,12.1521666667,27.7928333333,11.4948333333
554.09,12.1615,55.4863333334,37.369,38.6565,11.4598333333,10.8813333333,9.78141666665,14.9398333333,12.1508333334,27.8126666667,11.4816666666
554.43,12.1455,55.5943333334,37.4183333333,38.6543333333,11.4558333334,10.8656666667,9.75141666665,14.9306666667,12.1523333334,27.885,11.5115
554.77,12.138,55.6883333333,37.4785,38.675,11.447,10.8643333333,9.72433333335,14.9575,12.1546666666,27.9146666666,11.5186666667
555.11,12.1093333333,55.7216666667,37.5118333333,38.689,11.4083333334,10.8273333333,9.74383333335,14.9645,12.1375,27.9311666667,11.498
555.45,12.1081666667,55.7118333334,37.5293333333,38.7528333333,11.4153333333,10.8476666667,9.71025,14.9206666666,12.1946666667,27.944,11.4806666666
555.80,12.0743333334,55.791,37.6056666667,38.779,11.4375,10.8321666667,9.72558333335,14.9201666667,12.1911666667,27.9758333333,11.4765
556.14,12.053,55.7373333333,37.5645,38.826,11.4108333333,10.7918333333,9.692,14.904,12.1673333333,27.9646666667,11.421
556.48,12.087,55.7373333334,37.599,38.9565,11.4203333333,10.8286666667,9.70558333335,14.939,12.2021666667,27.9798333333,11.478
556.82,12.1155,55.7875,37.6628333334,38.9613333333,11.4308333333,10.8681666667,9.73541666665,14.9905,12.2451666667,28.0583333333,11.497
557.16,12.1616666666,55.823,37.742,39.0305,11.4683333333,10.9323333333,9.75475,15.0493333333,12.304,28.106,11.535
557.50,12.22,55.8526666667,37.7523333334,39.0548333334,11.4946666666,10.9915,9.78225,15.0691666667,12.3395,28.1248333333,11.5826666667
557.85,12.2218333334,55.8013333333,37.712,39.0271666667,11.4818333334,11.0005,9.756,15.0651666667,12.3668333334,28.1361666667,11.5708333334
558.19,12.2265,55.692,37.6776666666,39.0068333334,11.4515,10.9931666667,9.73383333335,15.0438333334,12.3175,28.0858333334,11.5296666666
558.53,12.2951666666,55.7861666667,37.7753333333,39.1468333334,11.5073333334,11.0513333334,9.81883333335,15.0998333333,12.3711666667,28.1683333333,11.5835
558.87,12.3975,55.8535,37.839,39.2183333334,11.5848333334,11.1135,9.88091666665,15.1625,12.4388333334,28.2721666667,11.6528333333
559.21,12.4026666667,55.8291666666,37.8671666667,39.2268333334,11.5645,11.1341666666,9.93233333335,15.2005,12.3891666666,28.327,11.6721666667
559.55,12.4905,55.743,37.8355,39.2123333334,11.6058333334,11.2001666667,9.97266666665,15.2285,12.4715,28.3286666667,11.7258333333
559.89,12.5568333333,55.8056666666,37.926,39.2555,11.6716666666,11.2906666667,10.06425,15.3133333334,12.5115,28.448,11.8273333334
560.23,12.544,55.8525,37.9476666667,39.2136666666,11.6698333333,11.2788333334,10.0649166666,15.2811666667,12.5073333333,28.4746666667,11.8178333334
560.58,12.5366666667,55.8835,37.9741666667,39.2061666666,11.654,11.2496666667,10.0430833334,15.2473333333,12.462,28.4301666667,11.766
560.92,12.5195,55.8735,37.9908333333,39.1563333334,11.6573333333,11.2343333333,10.0599166667,15.2788333334,12.451,28.4576666666,11.7575
561.26,12.5001666666,55.8601666667,38.0351666666,39.1511666666,11.6766666667,11.2453333334,10.0623333334,15.322,12.4826666667,28.5113333333,11.738
561.60,12.5256666667,55.9323333334,38.1013333333,39.2031666667,11.7245,11.2436666667,10.091,15.3526666667,12.4826666667,28.5418333333,11.7685
561.94,12.5226666667,56.03,38.1798333333,39.2723333333,11.7476666666,11.2855,10.1060833333,15.3803333334,12.5288333333,28.6131666667,11.8181666667
562.28,12.5361666667,56.0223333333,38.1948333333,39.2771666666,11.7578333333,11.2918333334,10.1259166666,15.3925,12.532,28.66,11.856
562.62,12.507,56.0205,38.2075,39.3103333334,11.7513333333,11.2961666666,10.1305833333,15.4175,12.5625,28.67,11.8656666667
562.96,12.5705,56.2436666667,38.3598333333,39.4433333333,11.8363333333,11.3721666667,10.19575,15.4993333333,12.6603333333,28.7653333334,11.9488333334
563.30,12.4966666667,56.251,38.3198333333,39.5195,11.82,11.3331666667,10.1783333334,15.5361666667,12.6215,28.7781666667,11.9455
563.64,12.5156666667,56.2886666667,38.4,39.5405,11.833,11.354,10.1699166666,15.5538333334,12.6685,28.807,11.9326666667
563.99,12.5358333334,56.3575,38.4591666667,39.673,11.8626666667,11.3795,10.2040833333,15.605,12.7006666667,28.8795,11.9631666667
564.33,12.5471666667,56.3538333333,38.5,39.7598333334,11.8933333333,11.4151666667,10.2098333333,15.6485,12.7246666667,28.9826666667,11.9923333334
564.67,12.5473333334,56.3356666666,38.49,39.7528333333,11.8845,11.392,10.2025833333,15.5931666667,12.7071666667,28.969,11.962
565.01,12.595,56.3851666667,38.5516666667,39.801,11.936,11.4248333334,10.2379166666,15.6155,12.724,29.0431666667,11.999
565.35,12.5978333333,56.376,38.5806666667,39.846,11.947,11.4283333333,10.2848333334,15.6515,12.7246666666,29.1145,12.0338333333
565.69,12.6011666667,56.4138333333,38.5603333334,39.8536666666,11.9491666667,11.4071666667,10.26625,15.6618333333,12.7116666667,29.122,11.9896666666
566.03,12.5788333333,56.4056666667,38.5586666667,39.802,11.923,11.3995,10.2194166666,15.6438333333,12.725,29.1361666667,11.9475
566.37,12.5396666666,56.4,38.547,39.8035,11.9023333334,11.3955,10.1913333334,15.5931666667,12.668,29.1403333334,11.898
566.71,12.5113333333,56.3221666667,38.4926666667,39.7231666667,11.8856666666,11.3593333334,10.1668333333,15.5665,12.6065,29.1303333333,11.8501666667
567.05,12.5766666667,56.4213333333,38.6175,39.7705,11.9165,11.4046666666,10.2134166666,15.575,12.6211666667,29.2633333333,11.8796666666
567.39,12.5525,56.435,38.6003333334,39.8241666667,11.8883333334,11.379,10.2179166666,15.5538333333,12.5981666667,29.2743333333,11.895
567.73,12.5823333334,56.4423333333,38.6151666666,39.7613333334,11.894,11.383,10.2588333334,15.5763333334,12.5968333333,29.3078333334,11.9021666667
568.07,12.554,56.5168333333,38.5823333333,39.712,11.8723333333,11.3828333333,10.2429166667,15.5541666667,12.5985,29.294,11.8878333333
568.41,12.5483333333,56.5771666667,38.6018333333,39.814,11.8818333333,11.387,10.2315833333,15.6131666667,12.6373333333,29.3513333333,11.9388333333
568.75,12.547,56.6401666667,38.6448333334,39.8918333334,11.8763333333,11.405,10.2774166667,15.6008333333,12.6433333334,29.3703333333,11.9651666667
569.09,12.5815,56.6621666667,38.6123333333,39.929,11.8738333333,11.4686666666,10.29525,15.5681666667,12.6571666667,29.3873333333,11.9806666666
569.43,12.6023333333,56.6525,38.6953333334,39.9865,11.8835,11.4995,10.3544166666,15.574,12.6735,29.4293333334,12.025
569.77,12.5881666667,56.5861666667,38.6793333334,39.978,11.8735,11.4766666667,10.3581666666,15.5628333333,12.6596666667,29.4118333334,11.9825
570.11,12.6181666667,56.5716666666,38.7046666667,39.9485,11.8821666667,11.468,10.385,15.5875,12.6665,29.4288333333,12.0011666667
570.45,12.6508333333,56.5636666667,38.7283333334,40.013,11.8923333333,11.4963333333,10.3970833334,15.5996666667,12.7241666666,29.4521666667,12.076
570.79,12.6465,56.5338333333,38.7151666667,40.004,11.9015,11.4845,10.397,15.6063333333,12.737,29.4081666667,12.0343333334
571.13,12.6345,56.5385,38.734,40.013,11.9046666666,11.4563333333,10.38275,15.5885,12.7315,29.4263333333,12.0025
571.47,12.6083333334,56.4281666667,38.697,40.0095,11.9016666666,11.4711666666,10.3193333334,15.5713333334,12.7125,29.4185,11.9948333333
571.81,12.5865,56.2925,38.6698333333,40.0086666667,11.9118333333,11.4428333333,10.3353333334,15.569,12.7013333333,29.4181666667,11.9956666667
572.15,12.6421666666,56.2895,38.717,40.01,11.9591666666,11.4886666666,10.4130833334,15.6011666667,12.7271666666,29.4588333334,12.0096666667
572.49,12.6165,56.209,38.6555,39.9648333334,11.945,11.4641666667,10.3636666666,15.626,12.7205,29.4535,11.9965
572.83,12.6176666666,56.2285,38.7225,39.9273333334,11.931,11.4421666666,10.3609166666,15.6735,12.7471666667,29.4853333333,11.972
573.17,12.6496666666,56.271,38.7596666667,39.9758333333,11.9703333333,11.4688333334,10.3611666666,15.7196666666,12.8025,29.5376666667,12.0173333333
573.51,12.6961666667,56.2848333334,38.7955,40.0265,12.0176666667,11.4916666666,10.38075,15.7378333333,12.808,29.5755,12.0728333334
573.85,12.7681666666,56.373,38.8938333333,40.1575,12.0991666666,11.5853333334,10.4285,15.8278333334,12.9071666666,29.6635,12.172
574.19,12.7438333334,56.3838333333,38.9218333333,40.1661666666,12.1,11.5648333334,10.4408333333,15.8233333333,12.9016666666,29.7066666667,12.135
574.53,12.721,56.383,38.9303333333,40.1585,12.059,11.5428333333,10.42075,15.795,12.8685,29.7455,12.1353333334
574.87,12.7751666666,56.382,38.9811666667,40.1686666666,12.1073333333,11.6048333333,10.466,15.8353333334,12.9215,29.8101666667,12.153
575.21,12.8043333334,56.4405,39.0701666666,40.2033333334,12.1591666667,11.6075,10.5288333334,15.8873333333,12.982,29.8773333334,12.188
575.55,12.9248333333,56.5701666666,39.1951666666,40.3063333333,12.2286666667,11.6658333334,10.6229166666,15.9868333333,13.0416666667,29.986,12.255
575.89,12.9513333333,56.6355,39.2036666667,40.3835,12.2383333333,11.7065,10.6399166667,16.0138333334,13.0693333333,30.0555,12.3075
576.22,13.0151666666,56.7013333334,39.3021666666,40.5048333333,12.2641666667,11.7631666667,10.7053333334,16.0431666667,13.1186666667,30.1445,12.3495
576.56,13.0163333333,56.7295,39.3283333334,40.629,12.3006666667,11.8016666667,10.7073333334,16.0396666666,13.1283333333,30.1435,12.373
576.90,13.0266666666,56.742,39.3411666667,40.6625,12.322,11.807,10.73175,16.0723333333,13.1491666667,30.1751666667,12.3785
577.24,13.073,56.863,39.4318333333,40.764,12.3641666667,11.8741666666,10.7795833334,16.1788333333,13.2068333333,30.2723333334,12.4171666667
577.58,13.065,56.888,39.4181666667,40.8008333333,12.3123333334,11.8376666667,10.76775,16.1316666666,13.1593333333,30.3381666667,12.3653333334
577.92,13.1448333334,56.9716666666,39.4858333333,40.9316666667,12.3651666667,11.9256666666,10.8305,16.2435,13.2276666667,30.4278333333,12.4241666667
578.26,13.2116666667,57.0768333334,39.5906666667,41.0208333333,12.4516666666,12.013,10.9276666667,16.3205,13.2998333333,30.5341666667,12.4978333334
578.60,13.1761666666,57.048,39.5691666667,41.0233333333,12.4343333333,12.0081666667,10.9386666667,16.346,13.2771666667,30.5406666667,12.5333333333
