wavelength,Back_LanFulm,Belly_LanFulm,Breast_LanFulm,Crissum_LanFulm,Crown_LanFulm,DorTail_LanFulm,Patch10_LanFulm,Rump_LanFulm,Throat_LanFulm,WingTip_LanFulm
517.95,12.7824,10.0889333333,4.78253333333,8.29106666667,2.83806666667,5.56353333333,35.2242,7.34073333333,3.02146666667,5.09273333333
518.29,12.8893333333,10.1300666667,4.7934,8.33066666667,2.82646666667,5.55233333334,35.2292666666,7.37313333333,3.00706666667,5.09126666667
518.64,12.9665333333,10.1571333333,4.7834,8.34806666667,2.8078,5.53473333333,35.2061333333,7.39033333333,3.0,5.07266666667
518.99,13.0636666667,10.1938,4.79893333333,8.38220000001,2.79953333333,5.52793333333,35.2100666667,7.42766666667,3.00286666666,5.06646666667
519.33,13.1689333333,10.2313333333,4.8018,8.40560000001,2.79173333333,5.5172,35.1896666667,7.4514,2.99433333333,5.0546
519.68,13.2796,10.2780666667,4.82153333333,8.44586666666,2.79013333333,5.52253333333,35.2064,7.4916,2.9958,5.06186666667
520.02,13.3868666667,10.3379333333,4.84386666666,8.48973333333,2.79286666666,5.5248,35.2234,7.52873333333,2.99513333333,5.07313333333
520.37,13.4999333333,10.3894,4.86886666667,8.53380000001,2.803,5.53113333333,35.2231333333,7.5716,3.00373333333,5.08186666667
520.72,13.6138666666,10.4528666667,4.88686666667,8.569,2.79893333333,5.53106666667,35.2638666667,7.60626666667,2.998,5.08066666667
521.06,13.7174666667,10.5008,4.9068,8.59993333333,2.79626666667,5.51533333333,35.241,7.6446,2.9942,5.07233333333
521.41,13.8102666667,10.5291333333,4.8908,8.62713333334,2.7692,5.48666666667,35.2216666667,7.66013333333,2.97353333333,5.0512
521.75,13.9272,10.6,4.9122,8.66493333333,2.7744,5.48026666667,35.2375333333,7.70713333333,2.96486666667,5.05246666667
522.10,14.0458666667,10.654,4.92306666667,8.70613333333,2.777,5.47746666667,35.2156,7.74346666667,2.96073333333,5.0334
522.45,14.1708,10.7176,4.9486,8.74853333333,2.77046666667,5.4876,35.2254,7.7832,2.9448,5.03013333334
522.79,14.2934666667,10.7926,4.98673333333,8.80746666666,2.78273333333,5.50193333333,35.2064666667,7.8276,2.9538,5.0506
523.14,14.4103333333,10.8685333333,5.03026666667,8.85873333334,2.79433333333,5.52513333334,35.2358,7.89206666667,2.97493333333,5.05993333333
523.48,14.5172666667,10.9339333333,5.0498,8.91226666666,2.79866666667,5.53933333333,35.2217333333,7.93693333333,2.97713333333,5.06573333334
523.83,14.6096666667,10.974,5.05753333333,8.95086666667,2.79213333333,5.5326,35.2127333333,7.97293333333,2.96873333333,5.05393333333
524.17,14.702,11.024,5.0692,8.99319999999,2.786,5.52813333334,35.2329333333,8.00813333333,2.95486666667,5.04973333333
524.52,14.7740666667,11.0616,5.07613333333,9.01773333333,2.77,5.51573333333,35.2048666667,8.0274,2.94886666667,5.03793333333
524.87,14.8783333333,11.1270666667,5.10413333333,9.07340000001,2.7776,5.53766666667,35.2376,8.07953333333,2.95826666667,5.04486666667
525.21,14.9977333333,11.2137333333,5.16233333333,9.14680000001,2.80766666667,5.56753333333,35.2728,8.14866666667,2.99173333333,5.08033333333
525.56,15.1024666667,11.2785333333,5.19253333333,9.206,2.81066666667,5.58606666667,35.329,8.20566666667,3.0022,5.09786666667
525.90,15.2171333333,11.3572,5.23786666667,9.25826666667,2.81766666667,5.60926666667,35.4055333333,8.258,3.0176,5.11786666667
526.25,15.3446,11.4322666666,5.28486666667,9.321,2.83326666667,5.6326,35.5043333333,8.31893333333,3.0394,5.14033333333
526.59,15.4389333333,11.4876,5.29426666667,9.35279999999,2.82793333334,5.6316,35.5570666667,8.3524,3.0342,5.12846666667
526.94,15.5332666667,11.5489333333,5.32013333333,9.39986666667,2.8268,5.6356,35.6382,8.38833333333,3.0276,5.1324
527.28,15.6181333333,11.6014,5.34646666667,9.43966666667,2.83013333333,5.63713333333,35.701,8.42686666667,3.03113333333,5.13633333333
527.63,15.7053333333,11.66,5.37893333333,9.48700000001,2.83613333333,5.6424,35.762,8.46706666667,3.04566666667,5.14886666667
527.97,15.7732,11.7070666666,5.4022,9.52093333333,2.8414,5.65073333333,35.7665333334,8.49706666667,3.0558,5.15993333333
528.32,15.8420666667,11.7484,5.426,9.55126666667,2.85606666667,5.66466666667,35.7802,8.53846666667,3.06546666667,5.17326666667
528.66,15.9004666667,11.7841333333,5.44666666667,9.58219999999,2.8634,5.66626666667,35.7906,8.56533333333,3.07033333333,5.1806
529.01,15.9365333333,11.7995333333,5.44226666667,9.58953333333,2.85666666667,5.65353333334,35.7708,8.57493333333,3.05613333333,5.16826666667
529.35,15.9774666667,11.8205333333,5.4502,9.60433333333,2.85366666667,5.63873333333,35.7480666667,8.58753333333,3.0502,5.15926666667
529.70,16.0198666667,11.8488,5.45833333334,9.6326,2.85406666667,5.6294,35.7294666667,8.6112,3.04753333333,5.15693333333
530.04,16.0654,11.8780666667,5.4704,9.6606,2.8528,5.62093333333,35.6834666667,8.6294,3.03926666666,5.15813333333
530.39,16.1322,11.9163333333,5.49566666667,9.70426666666,2.85313333333,5.61726666667,35.6666,8.66773333333,3.04106666667,5.16973333333
530.73,16.213,11.9606666667,5.5188,9.74880000001,2.85386666667,5.61873333333,35.6293333333,8.71266666667,3.0462,5.1792
531.08,16.2803333333,12.0071333333,5.53813333333,9.78540000001,2.84926666667,5.61266666667,35.5876666667,8.74360000001,3.0424,5.1732
531.42,16.3478,12.0498666667,5.55453333333,9.82613333333,2.8458,5.61266666667,35.5363333333,8.77893333333,3.03253333333,5.17066666667
531.77,16.43,12.1102,5.58366666667,9.86913333333,2.8478,5.6128,35.5336,8.823,3.03306666667,5.1732
532.11,16.5195333333,12.1784,5.61313333333,9.92246666667,2.847,5.617,35.5492666667,8.86713333333,3.02933333333,5.17373333333
532.46,16.5956,12.2329333333,5.6306,9.96746666667,2.84373333333,5.62146666667,35.5557333333,8.90293333333,3.02566666667,5.1768
532.80,16.6920666667,12.303,5.6658,10.0236,2.85073333334,5.63633333334,35.5824,8.94946666666,3.0362,5.18566666667
533.15,16.7714666667,12.3606,5.695,10.0786,2.8532,5.6504,35.6046666667,8.99406666666,3.04393333333,5.18953333334
533.49,16.8462,12.4104666667,5.71833333333,10.1098666667,2.851,5.65433333333,35.599,9.03066666667,3.04706666667,5.19266666667
533.84,16.9001333333,12.46,5.7394,10.138,2.84846666667,5.64766666667,35.5778,9.065,3.05066666667,5.1868
534.18,16.9694666667,12.5134666667,5.764,10.1816,2.84986666667,5.65333333333,35.573,9.10066666666,3.05406666667,5.18733333333
534.52,17.0317333333,12.5576,5.77953333333,10.2123333333,2.84473333333,5.64993333333,35.5469333333,9.1212,3.04806666667,5.1804
534.87,17.1045333333,12.6030666667,5.80473333333,10.2473333333,2.84526666667,5.6478,35.5194666667,9.16206666667,3.04673333333,5.18453333333
535.21,17.1676,12.6496,5.81893333333,10.2717333333,2.83873333333,5.63946666667,35.4874666667,9.18806666667,3.0442,5.17226666667
535.56,17.2281333333,12.6778666667,5.8232,10.3070666667,2.8262,5.62026666667,35.4709333333,9.21226666667,3.03246666666,5.1534
535.90,17.2845333333,12.7190666667,5.84673333333,10.3443333333,2.8186,5.6122,35.4298666667,9.24559999999,3.03406666667,5.1556
536.25,17.3632666667,12.7911333333,5.88413333333,10.3998666667,2.83113333333,5.62726666667,35.4236,9.29986666667,3.05286666667,5.17193333333
536.59,17.4284666667,12.844,5.9244,10.4462666667,2.84413333333,5.63633333333,35.4154,9.35153333333,3.0698,5.19213333333
536.93,17.4943333333,12.8930666667,5.95126666667,10.4735333333,2.8448,5.63613333333,35.3929333333,9.37953333333,3.06766666667,5.20573333333
537.28,17.551,12.9334,5.97046666667,10.5224,2.841,5.62946666666,35.3711333333,9.41480000001,3.05566666667,5.20273333333
537.62,17.6515333333,12.9993333333,6.0146,10.6010666667,2.86753333333,5.66173333333,35.4094666667,9.48146666667,3.07946666667,5.2312
537.97,17.7100666667,13.0484666667,6.0386,10.6367333334,2.87153333333,5.65953333333,35.4068,9.52246666667,3.07713333333,5.23206666667
538.31,17.778,13.1038,6.0806,10.6882666667,2.8846,5.66,35.4024,9.57913333333,3.08713333333,5.2386
538.65,17.8590666667,13.1547333333,6.10286666666,10.7477333333,2.8906,5.66813333333,35.4082666667,9.62926666666,3.08846666667,5.24586666667
539.00,17.9662666667,13.2249333333,6.15753333333,10.8052666667,2.8914,5.6864,35.4527333333,9.68666666666,3.0908,5.26773333333
539.34,18.0688,13.2986,6.21226666667,10.8658666667,2.9018,5.70906666667,35.4713333333,9.74113333333,3.1008,5.28433333333
539.69,18.16,13.3599333333,6.2352,10.9098666667,2.9072,5.70693333333,35.4895333333,9.77153333333,3.10286666667,5.28253333333
540.03,18.2120666667,13.3853333333,6.25,10.9352,2.8934,5.68946666667,35.5109333333,9.802,3.079,5.26806666667
540.37,18.2552,13.4189333333,6.25373333333,10.9602,2.86926666667,5.67166666667,35.5264666667,9.81646666667,3.0582,5.24166666667
540.72,18.2968,13.441,6.2528,10.9796,2.85206666667,5.656,35.4984666667,9.83353333333,3.05346666667,5.21786666667
541.06,18.337,13.4617333333,6.26006666667,10.9945333334,2.83913333333,5.64653333333,35.4836,9.83926666666,3.04853333333,5.19706666667
541.40,18.3816,13.5015333333,6.27206666667,11.0226,2.83433333334,5.646,35.4786,9.86146666667,3.0448,5.1904
541.75,18.4307333333,13.5499333333,6.30026666667,11.0564,2.8396,5.65886666667,35.4851333334,9.89686666665,3.059,5.19986666667
542.09,18.4728666667,13.5885333333,6.3058,11.0826,2.8346,5.65566666667,35.4713333333,9.91946666667,3.0528,5.19406666667
542.43,18.5374,13.6458666667,6.3284,11.1228666667,2.83046666667,5.65633333333,35.4973333333,9.94700000001,3.05733333333,5.19213333333
542.78,18.5700666667,13.6854,6.3412,11.1585333333,2.84006666667,5.65386666667,35.4594,9.97566666667,3.0626,5.19146666667
543.12,18.6084666667,13.7336666667,6.35766666667,11.2003333333,2.84593333333,5.655,35.4468666666,10.0086,3.06886666667,5.2012
543.46,18.6498,13.7844,6.39033333333,11.2474666667,2.85546666667,5.66613333333,35.4188666667,10.0484666667,3.07066666667,5.20993333333
543.81,18.7168666667,13.8392666667,6.41793333333,11.3011333333,2.8664,5.67613333333,35.3915333333,10.0836,3.08253333333,5.2084
544.15,18.7852666667,13.8992,6.45513333333,11.3572,2.8822,5.6942,35.3694666667,10.1346,3.0992,5.2282
544.49,18.8662,13.9771333333,6.51046666667,11.4290666667,2.90953333333,5.72533333333,35.3918666667,10.1992666667,3.11853333333,5.2584
544.84,18.9521333333,14.0659333333,6.55893333333,11.4978666667,2.93633333333,5.75133333333,35.4254,10.2772666667,3.13693333333,5.29366666667
545.18,19.0192,14.1224666667,6.58306666667,11.5359333333,2.93486666667,5.74466666667,35.429,10.3174,3.1348,5.29246666667
545.52,19.0983333333,14.175,6.60913333333,11.5875333333,2.93826666667,5.74333333333,35.4177333333,10.359,3.13393333333,5.2898
545.87,19.1797333333,14.2473333333,6.6576,11.6492,2.95186666667,5.76213333333,35.441,10.4087333333,3.15513333334,5.30206666667
546.21,19.2244,14.2925333333,6.68893333333,11.687,2.95913333333,5.7644,35.4200666667,10.4424,3.1518,5.30466666667
546.55,19.3338,14.3762,6.74206666667,11.7577333333,2.9712,5.77966666667,35.4898666667,10.5041333333,3.1708,5.32546666666
546.90,19.3925333333,14.411,6.765,11.7916,2.9686,5.7718,35.4698,10.5393333334,3.17026666667,5.31873333333
547.24,19.4707333333,14.4525333333,6.77873333333,11.8350666667,2.95913333333,5.76466666667,35.5018666667,10.5752,3.16486666667,5.30873333333
547.58,19.5408,14.4972,6.811,11.8646,2.94853333333,5.75826666667,35.5178666667,10.6092,3.17026666667,5.31873333333
547.92,19.6258666667,14.5576,6.85586666667,11.9154,2.9562,5.76913333333,35.5404666667,10.6618666667,3.1822,5.33493333333
548.27,19.6921333333,14.6206666667,6.87726666667,11.9752666667,2.95766666667,5.76806666667,35.5472666667,10.7096,3.1858,5.34066666667
548.61,19.7508,14.6685333334,6.9044,12.0116666667,2.9528,5.768,35.5400666667,10.7424666667,3.19186666667,5.34193333333
548.95,19.8334,14.743,6.9564,12.08,2.96246666666,5.77633333333,35.5685333333,10.8037333333,3.20866666667,5.36286666667
549.29,19.9235333333,14.8175333333,6.996,12.1334,2.9604,5.77026666666,35.6184,10.8500666667,3.2104,5.3648
549.64,20.0051333333,14.8785333333,7.03073333333,12.1932,2.96166666667,5.7716,35.6548,10.9022666667,3.216,5.38393333333
549.98,20.0957333333,14.9498,7.07313333333,12.2546666667,2.95633333333,5.7736,35.6862666667,10.9718666667,3.22913333333,5.40026666667
550.32,20.1406,14.9983333333,7.0852,12.2954666667,2.95213333333,5.76946666667,35.6682,11.0227333333,3.22246666667,5.39233333333
550.66,20.2281333333,15.0738,7.12573333333,12.3652,2.95246666667,5.79393333333,35.7099333333,11.0676666666,3.22813333333,5.40426666667
551.01,20.2914666667,15.1468,7.18106666666,12.433,2.96186666667,5.80626666667,35.7370666667,11.1307333333,3.2432,5.43173333334
551.35,20.3526,15.2200666667,7.22486666667,12.4993333333,2.9876,5.82446666667,35.7215333333,11.195,3.25,5.4494
551.69,20.4513333334,15.2969333333,7.27673333333,12.5694,3.00733333333,5.83906666667,35.7772,11.2398,3.2616,5.46633333333
552.03,20.5348666667,15.3667333333,7.34326666667,12.632,3.0428,5.8632,35.8075333333,11.2947333334,3.2782,5.4984
552.38,20.6310666667,15.4392666667,7.41233333333,12.7167333333,3.0818,5.8966,35.8668666667,11.3554666667,3.31346666667,5.53293333333
552.72,20.6932,15.4844666667,7.44353333333,12.7482,3.07926666667,5.90273333333,35.8869333334,11.3922,3.309,5.52746666667
553.06,20.7190666666,15.5004,7.44466666667,12.7826,3.05513333333,5.88233333333,35.8857333333,11.4051333333,3.27833333333,5.50613333333
553.40,20.7452,15.5075333333,7.4554,12.8106666667,3.0468,5.8662,35.8441333333,11.4218666667,3.26646666667,5.4968
553.74,20.8276,15.5657333333,7.50466666667,12.8753333333,3.07426666667,5.88693333333,35.8441333333,11.4636,3.29313333333,5.5106
554.09,20.899,15.6222,7.5626,12.9269333333,3.0896,5.9016,35.8724,11.4936,3.3054,5.5092
554.43,20.9586666667,15.6926,7.59653333333,12.9729333334,3.0932,5.88826666667,35.9038,11.5486,3.308,5.50993333333
554.77,21.0042,15.7182,7.6098,12.9921333333,3.05806666667,5.86153333333,35.8934,11.5722666666,3.2832,5.46826666666
555.11,21.0526,15.7346,7.61966666667,13.0003333333,3.00806666667,5.8346,35.896,11.5772666667,3.258,5.4276
555.45,21.1089333333,15.7888666667,7.65766666667,13.0612,3.01286666667,5.8458,35.8842666667,11.6446,3.2608,5.41806666667
555.80,21.1608666667,15.7994666667,7.65373333333,13.0633333333,2.96893333333,5.8144,35.8555333333,11.6398666667,3.23413333333,5.36933333333
556.14,21.1942666667,15.8324666666,7.64893333333,13.0840666667,2.93493333333,5.7796,35.8272666667,11.6665333333,3.20226666667,5.332
556.48,21.2334666667,15.8659333333,7.6692,13.131,2.93706666666,5.76586666667,35.7934666667,11.6954,3.19546666667,5.33413333333
556.82,21.279,15.8994,7.70186666667,13.1535333333,2.93693333333,5.76273333333,35.7414,11.7232,3.18913333333,5.333
557.16,21.3368666667,15.9432666667,7.72526666667,13.1818,2.91,5.7518,35.7138,11.7400666667,3.15953333333,5.3112
557.50,21.4070666667,16.0114666667,7.77573333333,13.2433333333,2.91686666667,5.7614,35.7476,11.8005333333,3.16786666667,5.32706666667
557.85,21.4602666667,16.0413333333,7.79526666667,13.284,2.89513333333,5.75986666667,35.7006,11.8294666667,3.152,5.33686666667
558.19,21.4967333333,16.039,7.82153333333,13.2998666666,2.90826666667,5.7646,35.6374,11.8462666667,3.16293333333,5.33693333333
558.53,21.5746666667,16.12,7.8804,13.3762666667,2.95246666667,5.80513333333,35.6499333333,11.9217333333,3.2078,5.3894
558.87,21.6532666667,16.2143333333,7.94766666667,13.4544,2.98866666667,5.8426,35.6652,12.0032,3.2558,5.43673333333
559.21,21.694,16.23,7.95673333333,13.4738666667,2.968,5.82,35.6638666667,12.012,3.23806666667,5.43526666667
559.55,21.7573333333,16.3053333333,7.99793333333,13.5385333333,2.9646,5.8218,35.6964,12.0784666667,3.24673333333,5.44306666667
559.89,21.8194,16.3419333333,8.0332,13.5686,2.9454,5.81666666667,35.6826,12.0954666667,3.2196,5.4362
560.23,21.9102,16.4244,8.10053333333,13.6363333333,2.97573333333,5.8504,35.7190666667,12.1566,3.25226666667,5.47306666667
560.58,22.0088,16.53,8.1722,13.7252,3.0348,5.92306666667,35.7737333333,12.2448666667,3.30526666667,5.52946666667
560.92,22.09,16.6249333333,8.25733333333,13.8085333333,3.07633333333,5.957,35.8062,12.3291333333,3.34846666667,5.55733333333
561.26,22.1237333333,16.6471333333,8.24206666667,13.8004,3.0394,5.93946666667,35.7740666667,12.3323333333,3.31253333333,5.5214
561.60,22.1821333333,16.6997333333,8.27453333333,13.8442,3.06146666667,5.9328,35.7774666666,12.3721333333,3.33106666667,5.52686666667
561.94,22.2771333333,16.7937333333,8.33766666667,13.9285333333,3.07113333333,5.95313333333,35.8201333333,12.4571333333,3.3358,5.5518
562.28,22.3214666667,16.8382666667,8.34993333333,13.9692,3.06333333333,5.93593333333,35.8198,12.4791333333,3.31993333334,5.53586666667
562.62,22.4018,16.9182,8.38886666666,14.0427333333,3.07386666667,5.9264,35.8633333333,12.5164,3.30713333334,5.53293333333
562.96,22.4454,16.9879333333,8.4096,14.0799333333,3.0572,5.90473333333,35.8548666667,12.5453333333,3.29273333333,5.5148
563.30,22.4727333333,17.0194,8.4198,14.1069333333,3.03286666667,5.8692,35.8263333333,12.5568,3.26326666667,5.5076
563.64,22.5126666667,17.0544,8.4324,14.1626,3.0298,5.86826666667,35.8399333333,12.5949333333,3.2614,5.5012
563.99,22.5145333333,17.0627333333,8.42953333334,14.1804,2.99486666667,5.85713333334,35.8047333333,12.6217333333,3.243,5.47226666667
564.33,22.5440666667,17.0622666667,8.4212,14.2076,2.94506666667,5.79613333333,35.7642,12.6168,3.19186666667,5.4222
564.67,22.5774666667,17.0957333333,8.42533333333,14.2458,2.93906666667,5.79046666667,35.775,12.6443333333,3.18306666667,5.41886666667
565.01,22.632,17.1566,8.51033333333,14.3216,2.98886666667,5.8174,35.7646666667,12.718,3.2202,5.46526666667
565.35,22.6614666667,17.1877333333,8.53153333333,14.3650666667,2.9844,5.82353333333,35.7726,12.7548666667,3.21966666667,5.47153333333
565.69,22.7156,17.2365333333,8.55386666667,14.4058,2.96933333333,5.81626666667,35.7789333333,12.7776,3.20726666667,5.44953333333
566.03,22.7793333333,17.2776666667,8.60666666667,14.4577333333,2.97306666667,5.83113333333,35.7946666667,12.8197333333,3.20186666667,5.45793333333
566.37,22.7889333333,17.2788,8.60573333333,14.459,2.9466,5.81126666667,35.7552666667,12.8217333333,3.1738,5.43146666667
566.71,22.81,17.2742,8.6288,14.4704666667,2.9344,5.8014,35.7062,12.8442,3.16533333333,5.42373333333
567.05,22.8898,17.3297333333,8.6944,14.5443333333,2.97866666667,5.84646666667,35.7184,12.9108,3.19773333333,5.4534
567.39,22.9775333333,17.4208666666,8.7942,14.6274,3.03693333333,5.90073333333,35.7297333333,12.9885333333,3.25446666667,5.511
567.73,23.0876666667,17.5127333333,8.87366666666,14.6984666667,3.07606666667,5.93653333333,35.7478666667,13.0539333333,3.28233333333,5.54486666667
568.07,23.174,17.5821333333,8.93373333333,14.7458,3.10046666667,5.9774,35.7855333333,13.1310666666,3.3202,5.5832
568.41,23.2906,17.6662666667,8.9938,14.8074666667,3.11353333333,6.0012,35.8391333333,13.193,3.3436,5.60473333333
568.75,23.3231333333,17.6946666667,8.99153333333,14.8386666667,3.0788,5.97706666667,35.8318666667,13.2202,3.32246666667,5.5812
569.09,23.3738666667,17.7474,9.0234,14.8731333333,3.0572,5.95906666667,35.8105333334,13.2535333333,3.30386666667,5.56126666667
569.43,23.4418,17.8028666667,9.07066666667,14.9156,3.05606666667,5.9616,35.8542666667,13.2944,3.31526666667,5.58693333333
569.77,23.4642,17.8402666667,9.09586666667,14.9375333333,3.046,5.95153333334,35.8025333333,13.3228666667,3.31933333333,5.58713333333
570.11,23.5406,17.9040666667,9.17313333333,15.0033333333,3.08313333333,5.97953333333,35.8102,13.4053333333,3.35853333333,5.6234
570.45,23.5950666667,17.9772,9.20206666667,15.0622666667,3.07826666666,5.9832,35.8476,13.4461333333,3.35686666667,5.61893333333
570.79,23.6496666667,18.0393333333,9.23606666667,15.0990666667,3.06446666667,5.9836,35.8799333334,13.4734,3.35453333333,5.61946666667
571.13,23.7047333333,18.0994,9.25913333333,15.1324666667,3.05526666667,5.976,35.9214,13.5174,3.34153333333,5.61493333333
571.47,23.751,18.1379333333,9.2916,15.186,3.05933333333,5.9746,35.9435333333,13.5591333333,3.3432,5.61646666666
571.81,23.817,18.2166666667,9.35646666667,15.2604666667,3.07446666667,5.98373333333,35.9747333333,13.6162,3.3572,5.64033333333
572.15,23.8382,18.2452,9.40553333333,15.3056666667,3.07853333333,5.98273333333,35.9786666666,13.6607333334,3.35226666667,5.65893333333
572.49,23.9202,18.3075333333,9.45593333333,15.3638,3.08953333333,5.99126666667,36.0162666667,13.6983333333,3.34873333333,5.68066666667
572.83,24.0005333333,18.3665333333,9.4942,15.4339333333,3.09766666667,6.00393333333,36.0464666667,13.7425333333,3.34766666666,5.6862
573.17,24.0382,18.409,9.52253333334,15.469,3.09806666667,6.01246666667,36.0135333333,13.7784666667,3.34413333333,5.67066666667
573.51,24.1171333333,18.4675333333,9.5748,15.5260666667,3.1128,6.02446666667,36.0564,13.8252666667,3.355,5.6772
573.85,24.1578,18.5100666667,9.59820000001,15.5758666667,3.10346666667,6.02366666667,36.0424666667,13.8446666667,3.35113333333,5.6776
574.19,24.2356666667,18.5766,9.64986666666,15.6288,3.11926666667,6.04246666667,36.06,13.8924,3.37086666667,5.7096
574.53,24.2746,18.6166666667,9.68593333332,15.6702666667,3.11893333333,6.03753333333,36.0248666667,13.9339333333,3.3698,5.703
574.87,24.3281333333,18.6513333333,9.71073333333,15.7062,3.09533333333,6.0178,35.994,13.9559333333,3.37106666666,5.70026666667
575.21,24.3774666667,18.6882666667,9.72406666667,15.7233333333,3.0658,5.9888,35.9680666667,13.9755333333,3.35433333333,5.68246666667
575.55,24.3717333333,18.6802,9.70553333334,15.7126,3.02833333333,5.96013333333,35.8899333333,13.9587333333,3.31826666667,5.64666666666
575.89,24.4276,18.7242,9.72433333332,15.7373333333,3.017,5.9448,35.8522,13.9817333333,3.30866666667,5.6224
576.22,24.5114,18.7864666667,9.76579999999,15.7956666667,3.02113333333,5.94986666667,35.8716666667,14.0285333333,3.3216,5.6224
576.56,24.5630666667,18.8324666667,9.81046666667,15.826,3.03226666667,5.95573333333,35.8546666667,14.0718,3.33533333333,5.64026666666
576.90,24.6264,18.8934,9.86973333333,15.8882666667,3.04826666667,5.96253333333,35.8778,14.1229333333,3.3516,5.66753333333
577.24,24.682,18.9602,9.89159999999,15.9341333333,3.02853333334,5.969,35.8842666667,14.165,3.34813333333,5.66386666667
577.58,24.7554,19.0174666667,9.93366666667,15.9607333333,3.01426666667,5.96326666667,35.9097333333,14.2211333333,3.33833333333,5.66766666667
577.92,24.8067333333,19.0667333333,9.97599999999,16.0152,3.0174,5.9636,35.8748666667,14.27,3.33726666667,5.65693333333
578.26,24.8956666667,19.1402666667,10.0309333333,16.1032,3.038,5.97106666667,35.9392666667,14.3419333333,3.35166666667,5.6872
578.60,24.9246666666,19.1736,10.0548666667,16.1560666667,3.04406666667,5.97273333333,35.9158,14.3718666667,3.33726666667,5.67973333333
578.94,24.9582,19.1893333333,10.0843333333,16.1927333333,3.0412,5.97,35.8868,14.3881333333,3.32833333333,5.68126666667
579.28,25.0723333333,19.3140666667,10.1676666667,16.302,3.0708,5.99846666667,35.9571333333,14.4755333333,3.36786666667,5.71726666667
579.61,25.1251333333,19.3322666667,10.1724666667,16.3247333333,3.04773333333,5.98766666667,35.9540666667,14.4853333333,3.3478,5.7054
579.95,25.0810666667,19.3453333333,10.2039333333,16.3394666667,3.04473333333,5.99806666667,35.8702,14.5139333333,3.361,5.698
580.29,25.1681333333,19.4552,10.2992,16.4395333333,3.0934,6.05566666667,35.9250666667,14.6071333333,3.42666666667,5.759
580.63,25.2342,19.5059333333,10.3047333333,16.4864666667,3.07866666667,6.0478,35.9316666667,14.6438666667,3.415,5.75246666667
580.97,25.3166,19.5733333334,10.3770666667,16.5486666667,3.11773333333,6.07173333333,35.9329333333,14.7008666667,3.44586666667,5.79833333334
581.31,25.3962666667,19.6298,10.4037333333,16.6344666667,3.1432,6.08486666667,35.9499333333,14.7284,3.44886666667,5.79886666666
581.65,25.4415333333,19.6761333333,10.432,16.6623333333,3.13566666667,6.08926666667,35.9571333333,14.7694666666,3.43633333333,5.80133333333
581.98,25.4733333333,19.6944666667,10.4470666667,16.6705333333,3.1268,6.0826,35.8947333334,14.775,3.4248,5.78366666667
582.32,25.5723333333,19.7814,10.5273333333,16.7289333333,3.16093333333,6.12306666667,35.9216666667,14.838,3.45746666667,5.81373333333
582.66,25.656,19.8807333333,10.593,16.8238,3.16826666667,6.13493333333,36.0018,14.9066,3.45593333333,5.82253333333
583.00,25.6838666667,19.9042,10.6217333333,16.8576,3.1732,6.12526666667,36.0088666667,14.9336666667,3.435,5.80366666667
583.34,25.7367333333,19.9960666667,10.6998666666,16.9425333333,3.20226666667,6.16493333333,36.0325333333,14.9982666667,3.466,5.8366
583.68,25.8377333333,20.0682666667,10.7372666667,17.0200666667,3.20106666667,6.1644,36.0859333333,15.0242666667,3.4408,5.8448
584.01,25.8488666667,20.0798666667,10.7253333333,17.0094666666,3.14306666667,6.11573333334,36.023,15.0094666667,3.37393333333,5.78793333333
584.35,25.8870666667,20.1237333333,10.7815333333,17.0438,3.13993333333,6.11873333333,36.0135333333,15.0529333333,3.36106666666,5.77273333333
584.69,25.8848,20.1212,10.7514,17.0446,3.08653333333,6.06526666666,35.9580666667,15.0415333333,3.284,5.6944
585.03,25.8928,20.137,10.7603333333,17.025,3.04846666667,6.03486666667,35.8988666667,15.0523333333,3.23953333333,5.6568
585.37,25.9345333333,20.1786,10.8165333333,17.0766,3.04233333333,6.01333333333,35.8903333333,15.0547333333,3.25873333333,5.65013333333
585.70,26.0090666666,20.2701333333,10.8765333333,17.1408,3.03953333333,6.02886666667,35.9642666667,15.1306666667,3.28753333333,5.66086666667
586.04,26.0235333334,20.3112666666,10.8778666667,17.1526666667,3.0246,6.0072,35.9344666667,15.1688,3.27546666667,5.65246666667
586.38,26.0532,20.3489333333,10.8965333333,17.1656666666,3.0014,5.994,35.9107333333,15.1894,3.2698,5.64413333333
586.72,26.1652666667,20.4704666666,11.0202,17.2621333333,3.01413333333,6.06826666667,35.9601333333,15.3064,3.31993333333,5.7046
587.06,26.1874666667,20.4910666667,11.0177333333,17.2534666667,3.00606666667,6.03,35.9483333333,15.3178,3.32013333333,5.68713333333
587.39,26.2205333333,20.5220666667,11.0439333333,17.2552666667,3.00686666667,6.0432,35.9094666667,15.3464666667,3.32953333333,5.69313333333
587.73,26.3007333333,20.5856666667,11.113,17.3336666667,3.03506666667,6.06333333333,35.9932,15.4323333333,3.35386666667,5.71173333333
588.07,26.3581333333,20.6242666667,11.1669333333,17.3867333333,3.07173333333,6.08773333333,35.9662,15.4752666667,3.39326666667,5.75853333333
588.41,26.4187333333,20.6737333333,11.2486666667,17.4381333334,3.06786666667,6.08473333333,36.0260666667,15.5153333333,3.41606666667,5.79113333333
588.74,26.4966666667,20.7416,11.3038666667,17.5152,3.06873333333,6.09193333333,36.0706,15.5606666667,3.44906666666,5.83333333333
